SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MA,9474,VARGEM GRANDE,13591,14,15,7,7,1,841,2296,49,7774,27805,407,20031,2803
MA,9490,VIANA,17362,15,7,12,6,2,2619,2982,43,8715,34288,487,25573,2038
MA,9512,VITÓRIA DO MEARIM,10286,9,10,3,2,4,2072,1835,64,7239,23484,534,16245,1426
MA,9539,VITORINO FREIRE,9932,10,12,8,6,0,1183,2544,28,6084,22370,501,16286,2062
MA,9555,BOM JARDIM,12185,10,11,3,6,1,1331,2335,18,7112,25583,465,18471,2106
MA,9571,SANTA INÊS,23278,26,10,24,13,1,7038,7929,163,12584,54908,855,42324,2987
MA,9598,PAULO RAMOS,7078,11,3,3,5,2,745,1287,21,3396,14365,392,10969,1422
MA,9610,AÇAILÂNDIA,27223,24,19,24,8,3,10079,12703,175,15166,70192,1218,55026,3550
MA,9636,ESTREITO,8260,6,6,4,4,0,1861,3531,41,4447,19572,316,15125,1096
MA,9652,SANTA LUZIA DO PARUÁ,8001,5,4,6,1,0,960,1488,17,3559,15195,209,11636,945
MA,9679,ARAME,9310,5,7,0,2,2,601,3113,30,5251,19730,153,14479,1256
MA,9695,MIRANDA DO NORTE,7283,9,2,5,1,0,1054,511,11,3469,13092,108,9623,639
MA,9717,ZÉ DOCA,15993,12,7,6,5,1,1326,2888,24,9179,31797,363,22618,1993
MG,40002,ALFREDO VASCONCELOS,2298,6,4,4,4,0,392,1082,24,561,4732,132,4171,225
MG,40010,ABADIA DOS DOURADOS,2377,3,3,1,2,2,442,1394,39,568,5268,155,4700,282
MG,40029,ARAPORÃ,2203,1,0,4,5,0,554,1672,22,922,5688,83,4766,222
MG,40037,ABAETÉ,5201,9,6,12,5,1,1818,6275,71,3797,18261,534,14464,532
MG,40045,BRASILÂNDIA DE MINAS,4759,5,4,0,1,0,491,1541,12,2188,9489,140,7301,348
MG,40053,ABRE CAMPO,4292,3,3,4,4,1,801,2421,21,2626,11140,311,8514,653
MG,40061,CAPITÃO ANDRADE,1348,2,1,2,0,0,285,1001,4,673,3679,75,3006,288
MG,40070,ACAIACA,1404,2,0,0,0,0,205,745,12,851,3440,80,2589,141
MG,40088,CARNEIRINHO,3681,2,0,0,2,0,337,1765,13,1049,7264,139,6215,276
MG,40096,AÇUCENA,3432,6,2,4,5,0,478,1146,11,2882,8719,249,5837,504
MG,40100,CATUJI,3117,3,1,1,9,0,259,1090,7,1345,6338,103,4993,403
MG,40118,ÁGUA BOA,5043,2,2,2,6,1,367,1356,5,4149,11822,145,7673,744
MG,40126,DIVISA ALEGRE,1679,0,0,1,0,0,232,986,2,1178,4415,38,3237,299
MG,40134,ÁGUA COMPRIDA,684,0,0,0,0,0,153,632,5,412,2055,83,1643,86
MG,40142,DIVISÓPOLIS,2376,3,4,2,1,0,320,1272,9,923,5294,58,4371,326
MG,40150,AGUANIL,1636,2,0,1,0,0,461,549,20,535,3451,106,2916,141
MG,40169,DURANDÉ,2482,2,1,3,8,1,329,1317,17,1299,5819,119,4520,241
MG,40177,ÁGUAS FORMOSAS,5430,8,7,5,0,3,992,2520,52,4400,14350,172,9950,761
MG,40185,ENTRE FOLHAS,2027,3,3,2,1,1,474,890,22,1191,5062,117,3871,331
MG,40193,ÁGUAS VERMELHAS,3183,2,2,3,3,0,347,1919,10,3537,9839,185,6302,648
MG,40207,FERVEDOURO,3777,1,1,4,1,0,409,1500,16,1672,7908,178,6236,349
MG,40215,AIMORÉS,5881,7,4,9,6,1,2108,5078,27,3080,17473,396,14393,876
MG,40223,FRANCISCÓPOLIS,1853,0,1,0,4,0,244,500,0,1569,4513,57,2944,285
MG,40231,AIURUOCA,1592,2,2,1,4,0,459,1421,34,1169,5053,128,3884,241
MG,40240,ICARAÍ DE MINAS,3795,0,1,0,2,0,185,844,8,1313,6470,40,5157,282
MG,40258,ALAGOA,726,2,0,0,6,0,179,812,12,363,2226,48,1863,78
MG,40266,IPABA,5773,3,2,3,0,1,1878,1436,47,2453,12135,202,9682,337
MG,40274,ALBERTINA,579,1,1,1,2,0,140,946,3,334,2134,55,1800,72
MG,40282,JAÍBA,11656,5,4,4,2,1,806,2861,20,4721,21376,278,16655,1018
MG,40290,ALÉM PARAÍBA,11574,9,8,27,4,1,4812,4840,124,5646,28466,523,22820,898
MG,40304,JAMPRUCA,1796,2,0,0,1,0,218,540,9,794,3733,81,2939,292
MG,40312,ALFENAS,15230,19,8,35,24,2,5741,20026,320,10019,54367,1361,44348,1582
MG,40320,JUATUBA,6145,8,4,9,4,6,3029,2258,74,2321,15071,529,12750,684
MG,40339,ALMENARA,12666,11,8,6,7,0,2051,3369,43,8468,28677,294,20209,1754
MG,40347,LAGOA GRANDE,2843,2,0,2,1,1,241,1651,17,1246,6297,64,5051,229
MG,40355,ALPERCATA,2348,2,4,1,1,1,622,1238,9,1224,5872,136,4648,286
MG,40363,LIMEIRA DO OESTE,2760,3,0,2,1,1,180,910,6,603,4689,45,4086,178
MG,40371,ALPINÓPOLIS,6594,6,0,12,11,1,991,3128,80,2479,14276,408,11797,566
MG,40380,LONTRA,3674,1,1,1,1,0,270,719,7,2160,7296,83,5136,379
MG,40398,ALTEROSA,3666,2,0,0,10,2,452,4252,29,1781,10774,215,8993,365
MG,40401,MAMONAS,2521,0,0,3,2,3,112,1168,4,715,4954,77,4239,349
MG,40410,ALTO RIO DOCE,3512,5,2,10,3,1,395,2811,61,2265,9964,307,7699,592
MG,40428,MATA VERDE,2479,1,1,0,0,0,483,1311,4,1857,6610,52,4753,422
MG,40436,ALVARENGA,1614,4,0,1,1,0,182,1002,7,640,3706,60,3066,195
MG,40444,MATIAS CARDOSO,2774,0,4,4,0,1,161,1023,8,1271,5731,56,4460,429
MG,40452,ALVINÓPOLIS,5688,7,3,9,11,3,980,1711,62,2886,13035,346,10149,1329
MG,40460,MONTEZUMA,2094,3,2,3,1,0,222,916,19,1525,5251,63,3726,403
MG,40479,ALVORADA DE MINAS,1514,2,1,0,1,0,143,333,6,1129,3433,71,2304,233
MG,40487,NAQUE,2142,2,1,1,2,0,354,740,4,1222,4763,97,3541,198
MG,40495,AMPARO DO SERRA,2286,0,4,1,0,1,220,732,9,743,4292,86,3549,210
MG,40509,NOVO ORIENTE DE MINAS,3203,4,8,1,22,2,336,930,2,3239,8605,118,5366,740
MG,40517,ANDRADAS,6549,10,6,25,7,2,2836,11420,156,3917,26881,1003,22964,950
MG,40525,PALMÓPOLIS,2333,1,7,3,7,0,132,833,14,2251,6160,86,3909,493
MG,40533,CACHOEIRA DE PAJEÚ,2410,2,1,2,2,0,240,1374,5,1574,6309,99,4735,600
MG,40541,PEDRAS DE MARIA DA CRUZ,3864,2,1,1,1,1,203,568,12,2366,7497,60,5131,418
MG,40550,ANDRELÂNDIA,2888,6,3,4,3,0,730,3038,42,2159,9618,279,7459,466
MG,40568,PERIQUITO,1938,1,2,1,1,1,302,1651,5,1601,5887,72,4286,312
MG,40576,ANTÔNIO CARLOS,4277,5,1,3,3,1,714,1748,40,1528,9017,294,7489,403
MG,40584,PONTO DOS VOLANTES,3439,3,2,0,4,1,208,1374,6,2173,7939,87,5766,642
MG,40592,ANTÔNIO DIAS,2924,5,2,6,3,0,1127,1981,13,1798,8426,183,6628,384
MG,40606,RIACHINHO,2676,1,0,0,2,0,202,677,9,1330,5218,48,3888,273
MG,40614,ANTÔNIO PRADO DE MINAS,599,3,0,0,2,0,164,599,3,174,1617,28,1443,45
MG,40622,ROSÁRIO DA LIMEIRA,2169,2,0,2,13,0,312,1064,29,828,4788,157,3960,212
MG,40630,ARAÇAÍ,705,2,0,2,3,0,367,759,15,513,2519,63,2006,90
MG,40649,SANTA BÁRBARA DO LESTE,2722,2,4,3,3,1,541,1599,16,1410,6823,168,5413,354
MG,40657,ARACITABA,854,1,0,1,2,0,123,367,3,336,1906,80,1570,139
MG,40665,SANTA RITA DE MINAS,1809,2,0,0,4,1,658,1242,21,965,5139,142,4174,295
MG,40673,ARAÇUAÍ,10141,10,2,7,6,0,876,5930,55,9393,27868,310,18475,1138
MG,40681,SANTANA DO PARAÍSO,5352,5,3,13,5,3,2336,2764,58,2817,14403,349,11586,698
MG,40690,ARAGUARI,28665,37,16,36,26,5,13855,20970,582,14408,83303,2030,68895,2673
MG,40703,SÃO JOÃO DA LAGOA,1944,1,1,1,1,0,288,637,15,982,4189,63,3207,256
MG,40711,ARANTINA,1266,1,0,3,0,1,214,355,28,560,2644,68,2084,148
MG,40720,SÃO JOÃO DO MANHUAÇU,3259,3,1,4,0,0,491,1774,7,1236,7140,97,5904,268
MG,40738,ARAPONGA,3309,0,1,1,3,1,157,689,5,1454,6227,136,4773,471
MG,40746,SÃO JOÃO DO MANTENINHA,1869,4,1,2,1,0,250,1173,8,864,4536,117,3672,247
MG,40754,ARAPUÁ,625,2,1,0,2,2,249,1143,9,443,2680,98,2237,106
MG,40762,SÃO JOÃO DO PACUÍ,1799,0,0,0,1,1,246,313,3,696,3346,49,2650,238
MG,40770,ARAÚJOS,1353,1,2,3,0,0,565,2472,18,922,5712,202,4790,174
MG,40789,SÃO JOSÉ DA LAPA,5679,8,2,14,6,1,3758,2624,98,2113,15245,426,13132,516
MG,40797,ARAXÁ,23078,31,11,57,27,3,8791,21257,419,10679,68706,1919,58027,2434
MG,40800,SARZEDO,5378,10,5,15,14,1,4124,2429,84,1907,15194,628,13287,599
MG,40819,ARCEBURGO,1754,1,1,3,4,0,500,2806,20,887,6538,230,5651,332
MG,40827,SEM PEIXE,1235,4,0,0,0,0,182,627,9,895,3249,111,2354,186
MG,40835,ARCOS,10633,19,1,19,10,1,4365,6652,106,3911,28073,1266,24162,1090
MG,40843,SENADOR AMARAL,2108,6,0,2,4,1,285,1059,31,615,4364,119,3749,134
MG,40851,AREADO,2292,3,1,7,3,0,988,5232,46,1895,11048,271,9153,310
MG,40860,UBAPORANGA,3238,1,0,3,5,1,624,2413,19,2413,9319,197,6906,405
MG,40878,ARGIRITA,1375,1,2,1,3,1,266,507,16,390,2707,53,2317,92
MG,40886,URUCUIA,3094,2,1,1,2,1,244,964,6,1747,6345,39,4598,244
MG,40894,ARINOS,5653,3,4,2,2,0,815,2206,21,3919,13449,113,9530,711
MG,40908,VARGEM ALEGRE,2418,0,0,0,2,0,390,1121,12,1665,6052,91,4387,353
MG,40916,ASTOLFO DUTRA,5097,6,0,5,4,2,692,2442,29,1562,10393,190,8831,364
MG,40924,JOSENÓPOLIS,1782,1,0,1,0,2,124,233,1,1135,3499,5,2364,215
MG,40932,ATALÉIA,5159,10,2,6,3,0,759,1178,17,4013,11921,93,7908,681
MG,40940,JUVENÍLIA,2157,1,1,0,0,1,155,908,7,1626,5157,43,3531,258
MG,40959,AUGUSTO DE LIMA,1757,1,2,0,1,0,281,753,5,1265,4281,83,3016,133
MG,40967,LEME DO PRADO,1633,0,1,0,1,0,161,567,3,1300,3827,36,2527,125
MG,40975,BAEPENDI,4559,2,7,5,3,1,2108,4711,80,2653,15118,389,12465,600
MG,40983,LUISBURGO,1467,2,1,0,0,0,195,1946,9,978,4939,96,3961,245
MG,40991,BALDIM,2923,6,1,5,7,1,795,1035,15,1040,6250,197,5210,225
MG,41009,LUISLÂNDIA,2808,0,1,2,0,0,138,416,5,1634,5354,59,3720,291
MG,41017,BAMBUÍ,7121,6,2,2,4,5,1513,4522,127,3860,18281,505,14421,614
MG,41025,MÁRIO CAMPOS,3046,4,9,9,4,2,2091,1685,23,1351,8924,326,7573,374
MG,41033,BANDEIRA,1743,4,1,2,0,1,144,556,2,1193,3993,76,2800,271
MG,41041,MARTINS SOARES,2353,2,1,0,1,0,370,1406,16,1097,5624,103,4527,275
MG,41050,BANDEIRA DO SUL,1762,2,0,1,1,0,527,1333,19,768,4722,138,3954,171
MG,41068,MIRAVÂNIA,1784,3,2,1,2,1,57,422,4,1235,3694,16,2459,167
MG,41076,BARÃO DE COCAIS,8474,10,4,16,35,3,3448,3816,143,3593,21081,777,17488,762
MG,41084,MONTE FORMOSO,1611,2,1,0,0,0,125,494,3,1207,3713,29,2506,241
MG,41092,BARÃO DE MONTE ALTO,1810,0,1,1,1,0,329,1592,18,589,4655,90,4066,224
MG,41106,NATALÂNDIA,1557,0,0,0,1,1,125,359,5,564,2746,26,2182,108
MG,41114,BARBACENA,37705,79,25,78,46,19,12968,18172,742,14497,92791,3306,78294,5154
MG,41122,NINHEIRA,2586,3,1,4,0,3,77,1321,6,2598,7362,146,4764,617
MG,41130,BARRA LONGA,2263,0,1,3,1,0,287,1310,16,1178,5447,150,4269,238
MG,41149,NOVA BELÉM,1326,2,3,3,3,0,217,729,7,840,3432,45,2592,257
MG,41157,TRÊS MARIAS,6821,22,5,16,11,0,3559,5122,57,4413,21183,521,16770,636
MG,41165,NOVA PORTEIRINHA,3116,2,2,0,1,1,431,925,14,1182,6073,91,4891,308
MG,41173,BARROSO,6805,12,2,6,4,1,1605,3500,62,2651,16107,753,13456,706
MG,41181,NOVORIZONTE,1579,1,1,2,2,0,324,756,2,842,3913,44,3071,360
MG,41190,BELA VISTA DE MINAS,3450,6,0,21,4,1,852,1194,28,984,7055,187,6071,328
MG,41203,OLHOS D'ÁGUA,2718,1,1,2,0,0,163,293,6,1133,4634,42,3501,275
MG,41211,BELMIRO BRAGA,1253,1,0,3,2,1,267,627,9,429,2796,57,2367,147
MG,41220,ORATÓRIOS,1861,2,0,9,0,2,333,634,7,877,4036,85,3159,226
MG,41238,BELO HORIZONTE,434157,1774,699,1545,739,462,560037,389416,15447,288958,1828630,60457,1539672,74939
MG,41246,ORIZÂNIA,2686,2,2,0,3,0,266,1117,5,1293,5767,89,4474,304
MG,41254,BELO ORIENTE,7594,6,2,13,1,3,1981,2822,43,3815,17465,515,13650,670
MG,41262,PADRE CARVALHO,2232,3,0,0,0,0,123,404,0,1409,4473,36,3064,266
MG,41270,BELO VALE,2754,8,0,5,2,2,789,1729,38,1360,7264,325,5904,252
MG,41289,PAI PEDRO,2282,0,1,2,1,0,145,499,9,818,4141,52,3323,332
MG,41297,BERILO,4087,3,3,1,2,0,180,1059,17,3681,9661,96,5980,532
MG,41300,PATIS,2325,0,0,3,0,0,171,535,2,826,4003,15,3177,126
MG,41319,BERTÓPOLIS,1485,0,3,2,0,0,105,657,3,854,3417,35,2563,273
MG,41327,PEDRA BONITA,2138,0,2,1,1,0,187,1507,4,931,5124,62,4193,291
MG,41335,BETIM,90116,214,58,261,90,45,60295,38828,1191,32073,240925,8049,208852,9705
MG,41343,PIEDADE DE CARATINGA,2283,1,1,5,1,0,265,1453,10,1048,5424,87,4376,270
MG,41351,BIAS FORTES,1675,3,2,7,3,0,227,726,10,649,3610,75,2961,233
MG,41360,PINGO D'ÁGUA,1789,2,2,1,1,0,225,503,2,734,3529,36,2795,234
MG,41378,BICAS,3839,8,1,11,9,2,1862,2389,100,2156,11169,258,9013,534
MG,41386,PINTÓPOLIS,2854,1,2,3,1,0,189,620,6,1972,5988,62,4016,278
MG,41394,BIQUINHAS,883,1,0,5,0,0,198,807,1,383,2434,70,2051,86
MG,41408,PONTO CHIQUE,1551,1,1,0,0,1,192,546,4,1077,3570,20,2493,177
MG,41416,BOA ESPERANÇA,10184,15,6,13,13,1,2342,9442,116,6257,29868,697,23611,782
MG,41424,REDUTO,1638,0,1,0,0,2,495,1426,23,1020,4976,114,3956,257
MG,41432,BOCAINA DE MINAS,1435,7,0,5,0,3,326,1374,17,791,4282,118,3491,206
MG,41440,SANTA BÁRBARA DO MONTE VERDE,1252,3,1,1,3,1,280,590,6,600,2953,67,2353,149
MG,41459,BOCAIÚVA,17028,12,8,27,11,3,2890,3448,92,8154,33771,544,25617,1554
MG,41467,SANTA CRUZ DE MINAS,1797,5,1,5,1,0,883,2051,41,745,6023,281,5278,213
MG,41475,BOM DESPACHO,9519,15,10,16,9,4,5334,11629,190,5854,34938,1228,29084,1130
MG,41483,SANTA CRUZ DE SALINAS,2118,1,2,0,1,0,59,337,8,1268,4193,52,2925,347
MG,41491,BOM JARDIM DE MINAS,2373,3,2,2,2,0,265,1206,33,1146,5464,142,4318,290
MG,41505,SANTA HELENA DE MINAS,1777,1,0,2,2,0,137,1058,7,929,4257,44,3328,300
MG,41513,BOM JESUS DA PENHA,1277,0,0,0,0,0,179,869,6,513,3055,69,2542,142
MG,41521,SANTO ANTÔNIO DO RETIRO,2607,1,4,0,8,1,179,661,7,1515,5528,73,4013,472
MG,41530,BOM JESUS DO AMPARO,2043,4,1,2,1,0,415,933,18,915,4708,128,3793,248
MG,41548,SÃO DOMINGOS DAS DORES,2358,0,0,2,3,0,207,1120,7,1002,4956,74,3954,183
MG,41556,BOM JESUS DO GALHO,4601,9,5,1,1,1,427,2827,20,1639,10540,237,8901,772
MG,41564,SÃO FÉLIX DE MINAS,1034,0,0,0,2,0,359,600,9,770,2979,59,2209,146
MG,41572,BOM REPOUSO,3319,2,1,1,1,2,468,2405,37,1111,7799,188,6688,264
MG,41580,SÃO GERALDO DO BAIXIO,1105,0,0,2,2,0,198,648,2,446,2574,43,2128,128
MG,41599,BOM SUCESSO,4060,5,9,6,5,1,1059,5418,60,3030,14619,486,11589,480
MG,41602,SÃO JOÃO DAS MISSÕES,3674,2,2,0,0,1,152,723,1,2036,7339,79,5303,669
MG,41610,BONFIM,2422,6,2,4,8,1,534,1454,33,963,6177,431,5214,319
MG,41629,SÃO JOAQUIM DE BICAS,7705,18,6,12,7,3,2134,1905,62,2841,15913,566,13072,654
MG,41637,BONFINÓPOLIS DE MINAS,2039,2,0,2,4,0,387,933,10,1501,5146,69,3645,199
MG,41645,SÃO JOSÉ DA BARRA,2446,1,0,1,3,0,417,1310,34,1212,5742,143,4530,175
MG,41653,BORDA DA MATA,3992,6,9,8,3,0,1097,4347,38,2256,12627,370,10371,501
MG,41661,ALTO CAPARAÓ,713,2,0,2,0,0,425,1691,17,361,3381,77,3020,93
MG,41670,BOTELHOS,4415,6,3,1,13,2,1019,3705,50,2518,12512,286,9994,494
MG,41688,ANGELÂNDIA,2042,1,0,0,10,1,151,1481,10,2135,6274,84,4139,359
MG,41696,BOTUMIRIM,2347,0,0,3,0,0,290,492,8,1682,5135,55,3453,258
MG,41700,ARICANDUVA,1725,0,1,1,0,4,175,688,7,1159,4181,94,3022,327
MG,41718,BRASÍLIA DE MINAS,12722,7,5,12,6,0,1583,2417,52,7182,25365,297,18183,1082
MG,41726,BERIZAL,1415,0,2,3,0,0,221,807,7,581,3310,31,2729,243
MG,41734,BRÁS PIRES,1669,0,0,0,6,0,175,792,8,923,3793,78,2870,142
MG,41742,BONITO DE MINAS,3273,2,3,4,3,1,89,510,8,2154,6468,37,4314,384
MG,41750,BRAÚNAS,1591,5,0,1,3,1,214,709,9,685,3702,136,3017,348
MG,41769,BUGRE,1394,1,2,0,0,0,334,904,9,846,3797,109,2951,198
MG,41777,BRAZÓPOLIS,3369,12,2,4,4,1,822,4845,49,2658,12546,319,9888,461
MG,41785,CABECEIRA GRANDE,2015,4,0,1,2,0,473,1110,14,1182,5088,81,3906,206
MG,41793,BRUMADINHO,7997,11,5,19,11,4,4158,5245,134,3169,22704,931,19535,1020
MG,41807,CAMPO AZUL,1657,1,0,0,1,0,191,362,4,857,3304,35,2447,196
MG,41815,BUENO BRANDÃO,2064,3,1,8,2,0,652,3480,40,1659,8582,351,6923,322
MG,41823,CANTAGALO,1191,3,1,4,2,0,229,744,5,573,3010,67,2437,191
MG,41831,BUENÓPOLIS,2924,1,2,7,3,0,383,1356,10,3032,8315,232,5283,365
MG,41840,CATAS ALTAS,1471,2,1,2,2,0,557,1010,30,643,3998,113,3355,167
MG,41858,BURITIS,5497,4,0,14,4,1,1344,4628,38,4109,16486,266,12377,581
MG,41866,CATUTI,2148,2,0,1,1,0,100,502,7,1023,4167,50,3144,333
MG,41874,BURITIZEIRO,7789,9,3,4,4,1,1840,3296,43,5071,19476,393,14405,1023
MG,41882,CHAPADA GAÚCHA,3323,1,3,1,5,0,157,954,15,1739,6693,62,4954,433
MG,41890,CABO VERDE,3569,6,1,3,3,0,601,3086,26,1851,9773,231,7922,396
MG,41904,CÔNEGO MARINHO,2832,3,1,1,0,0,129,509,1,1115,4970,61,3855,318
MG,41912,CACHOEIRA DA PRATA,1001,1,2,1,1,0,932,680,10,381,3179,85,2798,85
MG,41920,CONFINS,1855,2,2,4,3,1,1053,1008,33,445,4735,141,4290,188
MG,41939,CACHOEIRA DE MINAS,2316,9,2,5,4,1,732,3684,66,1318,8627,246,7309,244
MG,41947,CÓRREGO FUNDO,2083,3,2,4,2,0,416,1122,31,552,4629,231,4077,183
MG,41955,CACHOEIRA DOURADA,1178,2,0,0,1,0,176,428,7,672,2585,34,1913,87
MG,41963,CRISÓLITA,1982,2,0,1,0,0,174,614,3,955,4134,32,3179,371
MG,41971,CAETANÓPOLIS,2700,3,2,4,5,2,1170,1663,30,1276,7363,227,6087,281
MG,41980,CUPARAQUE,1145,0,0,1,0,0,275,1254,3,798,3779,53,2981,250
MG,41998,CAETÉ,10460,26,4,32,6,2,6422,6966,170,5201,31420,1016,26219,1115
MG,42005,CURRAL DE DENTRO,2065,0,2,2,3,0,162,1412,4,1527,5687,56,4160,454
MG,42013,CAIANA,1471,1,0,1,2,0,196,984,15,396,3356,74,2960,216
MG,42021,DELTA,2210,2,1,2,1,1,340,670,17,851,4412,112,3561,205
MG,42030,CAJURI,1736,0,1,0,4,0,192,719,12,757,3792,150,3035,221
MG,42048,DOM BOSCO,1287,4,0,1,0,1,217,657,3,666,3048,52,2382,160
MG,42056,CALDAS,3131,6,5,7,2,0,958,3863,39,1557,10248,249,8691,431
MG,42064,FREI LAGONEGRO,1495,4,0,0,2,0,86,405,5,528,2866,60,2338,281
MG,42072,CAMACHO,1166,0,1,2,0,0,140,1033,8,607,3184,120,2577,107
MG,42080,FRUTA DE LEITE,2296,3,0,0,0,0,76,342,3,1784,5008,49,3224,455
MG,42099,CAMANDUCAIA,5610,15,3,13,3,1,1120,4878,49,2826,15639,475,12813,646
MG,42102,GAMELEIRAS,1848,0,0,1,0,0,90,758,4,857,3881,43,3024,280
MG,42110,CAMBUÍ,5590,10,10,8,7,5,3018,6177,94,3475,19686,493,16211,799
MG,42129,GLAUCILÂNDIA,1663,2,1,0,0,1,289,445,21,461,3052,61,2591,108
MG,42137,CAMBUQUIRA,2026,6,3,6,4,1,924,4336,34,1866,9769,201,7903,362
MG,42145,GOIABEIRA,925,0,1,0,1,0,263,699,3,388,2504,64,2116,160
MG,42153,CAMPANÁRIO,1453,3,1,4,1,0,157,506,11,673,3036,36,2363,191
MG,42161,GOIANÁ,1290,1,1,3,1,0,532,637,15,605,3374,97,2769,192
MG,42170,CAMPANHA,2306,3,4,8,2,2,1143,5215,66,2111,11563,286,9452,417
MG,42188,GUARACIAMA,3141,0,1,3,2,0,186,458,4,1059,5177,69,4118,254
MG,42196,CAMPESTRE,3391,5,2,9,5,2,1357,7078,52,2792,15873,614,13081,566
MG,42200,IBIRACATU,2370,2,1,0,0,0,76,805,7,1736,5447,41,3711,409
MG,42218,CAMPINA VERDE,5648,2,5,2,4,1,791,4831,43,2441,14439,204,11998,467
MG,42226,IMBÉ DE MINAS,2149,3,2,5,1,0,153,1090,4,1391,5136,37,3745,301
MG,42234,CAMPO BELO,14116,10,10,14,8,3,5491,8815,165,7288,38700,1178,31412,1602
MG,42242,INDAIABIRA,2040,0,3,1,0,0,260,1182,6,1676,5621,58,3945,395
MG,42250,CAMPO DO MEIO,3667,4,0,4,1,4,720,2248,52,2166,9577,270,7411,441
MG,42269,JAPONVAR,3748,0,2,0,3,0,172,658,2,2299,7369,100,5070,385
MG,42277,CAMPO FLORIDO,1571,1,0,1,1,0,337,1278,15,615,4015,71,3400,125
MG,42285,JENIPAPO DE MINAS,2029,1,1,1,2,0,108,680,4,2226,5382,44,3156,286
MG,42293,CAMPOS ALTOS,3168,2,1,3,2,1,709,3317,27,2359,10150,236,7791,325
MG,42307,JOSÉ GONÇALVES DE MINAS,1299,3,3,1,4,1,82,851,3,1054,3558,30,2504,227
MG,42315,CAMPOS GERAIS,5974,8,4,9,7,2,1722,6569,67,4398,20180,642,15782,778
MG,42323,JOSÉ RAYDAN,1757,3,0,3,0,0,188,396,3,1018,3652,37,2634,247
MG,42331,CANAÃ,1943,1,2,5,0,0,169,844,16,431,3756,90,3325,255
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,1190,2,1,1,1,0,169,606,7,401,2599,60,2198,161
MG,42358,CANÁPOLIS,3892,4,0,0,0,0,499,2383,24,1804,9126,132,7322,388
MG,42366,SÃO SEBASTIÃO DO ANTA,1904,0,0,2,1,0,166,1047,6,1133,4550,77,3417,214
MG,42374,CANA VERDE,1585,2,0,7,0,0,660,1231,13,481,4303,121,3822,203
MG,42382,SERRANÓPOLIS DE MINAS,1773,3,1,3,0,1,124,610,6,764,3572,61,2808,226
MG,42390,CANDEIAS,4074,5,4,5,5,1,1131,3329,49,2136,11771,532,9635,500
MG,42404,SETUBINHA,3017,2,5,1,5,0,211,908,3,2885,7710,75,4825,598
MG,42412,CAPARAÓ,1059,1,0,1,2,0,290,1660,12,740,3995,71,3255,159
MG,42420,TAPARUBA,1171,2,2,1,3,0,107,831,3,805,3147,58,2342,164
MG,42439,CAPELA NOVA,1480,7,0,3,3,1,230,1077,22,602,3910,279,3308,206
MG,42447,UNIÃO DE MINAS,1699,0,0,0,1,1,124,706,7,1004,3736,40,2732,154
MG,42455,CAPELINHA,8020,6,5,10,6,1,1384,5622,55,6657,23537,507,16880,1264
MG,42463,URUANA DE MINAS,1513,2,0,0,0,0,215,356,2,723,2979,39,2256,129
MG,42471,CAPETINGA,1732,3,3,2,5,0,448,1950,18,1449,5994,152,4545,232
MG,42480,VARGEM GRANDE DO RIO PARDO,1473,1,1,1,1,2,163,852,2,690,3484,28,2794,270
MG,42498,CAPIM BRANCO,2398,2,2,6,2,1,1102,1799,25,950,6777,255,5827,235
MG,42501,VARJÃO DE MINAS,1615,3,3,0,1,1,242,1640,15,647,4432,120,3785,145
MG,42510,CAPINÓPOLIS,5193,0,3,3,4,0,718,2859,11,1391,10723,175,9332,366
MG,42528,VERDELÂNDIA,3136,2,0,0,1,0,139,671,4,1564,5965,92,4401,356
MG,42536,CAPITÃO ENÉAS,5416,3,1,3,1,0,811,1568,14,2828,11469,159,8641,665
MG,42544,VEREDINHA,2176,0,3,0,1,0,160,575,3,1300,4604,70,3304,316
MG,42552,CAPITÓLIO,2666,0,1,6,3,0,654,1718,22,1309,6729,141,5420,209
MG,42560,VERMELHO NOVO,1535,1,0,1,2,0,147,1378,9,811,4267,134,3456,249
MG,42579,CAPUTIRA,2765,8,0,0,2,1,373,1916,11,1591,7376,325,5785,384
MG,42587,TOCOS DO MOJI,1487,0,1,3,4,0,151,1201,6,345,3368,101,3023,69
MG,42595,CARAÍ,6399,5,5,12,23,1,594,1063,18,5046,14334,148,9288,1020
