SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
BA,38911,SAPEAÇU,0,0,6972,0,586,0,0,0,6,0,0,1366,0,0,0,0,0,0,236,0,0,30,0,0,1912,12415,436,10503,871
BA,38938,SÁTIRO DIAS,0,0,6157,0,386,0,0,0,13,0,0,754,0,0,0,0,0,0,84,0,0,7,0,0,3849,12577,455,8728,872
BA,38946,SAUBARA,0,0,4315,0,1418,0,0,0,6,0,0,562,0,0,0,0,0,0,289,0,0,29,0,0,1568,9160,508,7592,465
BA,38954,SAÚDE,0,0,3412,0,1389,0,0,0,3,0,0,667,0,0,0,0,0,0,85,0,0,11,0,0,1665,8320,292,6655,796
BA,38970,SEABRA,0,0,13457,0,4602,0,0,0,10,0,0,580,0,0,0,0,0,0,295,0,0,37,0,0,5337,26779,800,21442,1661
BA,38997,SEBASTIÃO LARANJEIRAS,0,0,3232,0,218,0,0,0,4,0,0,760,0,0,0,0,0,0,17,0,0,1,0,0,1583,6384,175,4801,394
BA,39012,SENHOR DO BONFIM,0,0,18082,0,3302,0,0,0,26,0,0,10520,0,0,0,0,0,0,760,0,0,199,0,0,5903,43562,1482,37659,3288
BA,39039,SENTO SÉ,0,0,10742,0,5694,0,0,0,1,0,0,393,0,0,0,0,0,0,305,0,0,15,0,0,7569,26710,467,19141,1524
BA,39047,SERRA DO RAMALHO,0,0,8291,0,3053,0,0,0,9,0,0,1879,0,0,0,0,0,0,112,0,0,5,0,0,7969,23386,626,15417,1442
BA,39055,SERRA DOURADA,0,0,6050,0,3149,0,0,0,10,0,0,266,0,0,0,0,0,0,51,0,0,2,0,0,3902,14568,248,10666,890
BA,39071,SERRA PRETA,0,0,7413,0,1717,0,0,0,7,0,0,830,0,0,0,0,0,0,275,0,0,23,0,0,3305,15209,477,11904,1162
BA,39098,SERRINHA,0,0,27441,0,3235,0,0,0,30,0,0,3848,0,0,0,0,0,0,967,0,0,84,0,0,7261,48321,1483,41060,3972
BA,39110,SERROLÂNDIA,0,0,4385,0,272,0,0,0,7,0,0,970,0,0,0,0,0,0,135,0,0,3,0,0,2687,9606,266,6919,881
BA,39136,SIMÕES FILHO,0,0,37927,0,6396,0,0,0,31,0,0,4142,0,0,0,0,0,0,2714,0,0,311,0,0,12761,72831,3868,60070,4681
BA,39144,SÍTIO DO MATO,0,0,2559,0,1625,0,0,0,2,0,0,1330,0,0,0,0,0,0,75,0,0,1,0,0,2529,8916,225,6387,570
BA,39152,SOUTO SOARES,0,0,5982,0,494,0,0,0,3,0,0,529,0,0,0,0,0,0,147,0,0,13,0,0,2027,10097,312,8070,590
BA,39179,TABOCAS DO BREJO VELHO,0,0,3444,0,2066,0,0,0,5,0,0,232,0,0,0,0,0,0,27,0,0,5,0,0,2824,9675,304,6851,768
BA,39195,TANHAÇU,0,0,6751,0,3892,0,0,0,8,0,0,521,0,0,0,0,0,0,134,0,0,6,0,0,2418,15089,332,12671,1027
BA,39217,TANQUINHO,0,0,2937,0,339,0,0,0,5,0,0,871,0,0,0,0,0,0,72,0,0,2,0,0,734,5561,158,4827,443
BA,39233,TAPEROÁ,0,0,5288,0,1336,0,0,0,3,0,0,1041,0,0,0,0,0,0,92,0,0,6,0,0,2063,10947,263,8884,855
BA,39250,TAPIRAMUTÁ,0,0,4460,0,1600,0,0,0,24,0,0,143,0,0,0,0,0,0,54,0,0,11,0,0,3231,10542,139,7311,880
BA,39276,TEODORO SAMPAIO,0,0,3363,0,405,0,0,0,2,0,0,361,0,0,0,0,0,0,130,0,0,19,0,0,1156,6018,199,4862,383
BA,39292,TEOFILÂNDIA,0,0,8362,0,511,0,0,0,12,0,0,1155,0,0,0,0,0,0,78,0,0,7,0,0,4082,15589,457,11507,925
BA,39314,TEOLÂNDIA,0,0,3455,0,2457,0,0,0,3,0,0,335,0,0,0,0,0,0,53,0,0,11,0,0,1567,9064,220,7497,963
BA,39330,TERRA NOVA,0,0,4215,0,1427,0,0,0,8,0,0,500,0,0,0,0,0,0,190,0,0,24,0,0,1326,8727,457,7401,580
BA,39357,TREMEDAL,0,0,6486,0,822,0,0,0,11,0,0,950,0,0,0,0,0,0,130,0,0,2,0,0,3925,13766,192,9841,1248
BA,39373,TUCANO,0,0,17443,0,1756,0,0,0,13,0,0,1954,0,0,0,0,0,0,493,0,0,52,0,0,11221,37190,1590,25969,2668
BA,39390,UAUÁ,0,0,10220,0,1112,0,0,0,7,0,0,1283,0,0,0,0,0,0,247,0,0,17,0,0,4246,19111,693,14865,1286
BA,39411,UBAÍRA,0,0,5988,0,2715,0,0,0,7,0,0,612,0,0,0,0,0,0,99,0,0,14,0,0,2655,13612,258,10957,1264
BA,39438,UBAITABA,0,0,3106,0,5402,0,0,0,8,0,0,872,0,0,0,0,0,0,206,0,0,12,0,0,5628,16823,324,11195,1265
BA,39454,UBATÃ,0,0,4727,0,1548,0,0,0,7,0,0,1001,0,0,0,0,0,0,291,0,0,21,0,0,3311,12408,451,9097,1051
BA,39470,UIBAÍ,0,0,4173,0,1640,0,0,0,5,0,0,693,0,0,0,0,0,0,88,0,0,16,0,0,2174,9934,351,7760,794
BA,39489,UMBURANAS,0,0,3721,0,839,0,0,0,0,0,0,1468,0,0,0,0,0,0,36,0,0,3,0,0,2480,9439,112,6959,780
BA,39497,UNA,0,0,6637,0,833,0,0,0,5,0,0,2630,0,0,0,0,0,0,262,0,0,32,0,0,6749,18811,504,12062,1159
BA,39519,URANDI,0,0,5774,0,683,0,0,0,7,0,0,539,0,0,0,0,0,0,36,0,0,2,0,0,2812,11227,452,8415,922
BA,39535,URUÇUCA,0,0,7291,0,1701,0,0,0,6,0,0,1341,0,0,0,0,0,0,212,0,0,8,0,0,3479,15916,479,12437,1399
BA,39551,UTINGA,0,0,6370,0,383,0,0,0,4,0,0,1064,0,0,0,0,0,0,71,0,0,10,0,0,2639,11698,174,9059,983
BA,39578,VALENÇA,0,0,20565,0,7736,0,0,0,28,0,0,6162,0,0,0,0,0,0,1112,0,0,143,0,0,13456,57679,3585,44223,4892
BA,39594,VALENTE,0,0,7071,0,1336,0,0,0,6,0,0,3751,0,0,0,0,0,0,119,0,0,19,0,0,2585,16576,550,13991,1139
BA,39616,VÁRZEA DO POÇO,0,0,3741,0,167,0,0,0,5,0,0,286,0,0,0,0,0,0,70,0,0,5,0,0,1188,6298,210,5110,626
BA,39624,VARZEDO,0,0,3467,0,211,0,0,0,3,0,0,1164,0,0,0,0,0,0,42,0,0,3,0,0,856,6329,138,5473,445
BA,39632,VERA CRUZ,0,0,15086,0,1630,0,0,0,7,0,0,1297,0,0,0,0,0,0,684,0,0,88,0,0,6363,27354,1070,20991,1129
BA,39640,VEREDA,0,0,2727,0,174,0,0,0,1,0,0,576,0,0,0,0,0,0,31,0,0,0,0,0,1574,5694,137,4120,474
BA,39659,VITÓRIA DA CONQUISTA,0,0,67693,0,18847,0,0,0,68,0,0,39275,0,0,0,0,0,0,10253,0,0,531,0,0,44945,204920,7934,159975,15374
BA,39675,WAGNER,0,0,3356,0,382,0,0,0,4,0,0,399,0,0,0,0,0,0,46,0,0,3,0,0,2065,6788,134,4723,399
BA,39691,WENCESLAU GUIMARÃES,0,0,6288,0,2079,0,0,0,4,0,0,415,0,0,0,0,0,0,123,0,0,8,0,0,2087,12389,238,10302,1147
BA,39713,XIQUE-XIQUE,0,0,11482,0,7452,0,0,0,9,0,0,1129,0,0,0,0,0,0,392,0,0,39,0,0,6758,30849,748,24091,2840
BA,39730,LAPÃO,0,0,9051,0,3253,0,0,0,5,0,0,465,0,0,0,0,0,0,214,0,0,11,0,0,5197,20003,465,14806,1342
BA,39748,MADRE DE DEUS,0,0,6633,0,1986,0,0,0,1,0,0,568,0,0,0,0,0,0,235,0,0,37,0,0,1516,12222,420,10706,826
BA,39756,MAETINGA,0,0,2699,0,223,0,0,0,2,0,0,242,0,0,0,0,0,0,36,0,0,2,0,0,2507,6366,104,3859,551
BA,39772,MANSIDÃO,0,0,3054,0,565,0,0,0,6,0,0,1297,0,0,0,0,0,0,31,0,0,2,0,0,3382,9040,153,5658,550
BA,39799,NORDESTINA,0,0,4420,0,959,0,0,0,7,0,0,377,0,0,0,0,0,0,33,0,0,1,0,0,2876,9415,195,6539,547
BA,39810,PÉ DE SERRA,0,0,3971,0,255,0,0,0,3,0,0,2433,0,0,0,0,0,0,88,0,0,5,0,0,1839,9583,268,7744,721
BA,39837,PINTADAS,0,0,3164,0,142,0,0,0,1,0,0,1575,0,0,0,0,0,0,31,0,0,7,0,0,1790,7510,154,5720,646
BA,39845,QUIXABEIRA,0,0,2955,0,1331,0,0,0,3,0,0,290,0,0,0,0,0,0,35,0,0,3,0,0,1543,6953,266,5410,527
BA,39853,RAFAEL JAMBEIRO,0,0,6682,0,2362,0,0,0,10,0,0,1047,0,0,0,0,0,0,77,0,0,5,0,0,3387,15048,274,11661,1204
BA,39870,SANTA LUZIA,0,0,2111,0,703,0,0,0,7,0,0,2357,0,0,0,0,0,0,97,0,0,5,0,0,3754,9876,159,6122,683
BA,39896,SÃO GABRIEL,0,0,5381,0,2660,0,0,0,4,0,0,1336,0,0,0,0,0,0,453,0,0,8,0,0,2344,13411,355,11067,870
BA,39900,SÍTIO DO QUINTO,0,0,4006,0,746,0,0,0,4,0,0,962,0,0,0,0,0,0,35,0,0,3,0,0,2336,9063,223,6727,748
BA,39918,TANQUE NOVO,0,0,4470,0,1962,0,0,0,10,0,0,503,0,0,0,0,0,0,39,0,0,6,0,0,3200,11729,691,8529,848
BA,39926,SÃO JOSÉ DA VITÓRIA,0,0,1885,0,626,0,0,0,4,0,0,660,0,0,0,0,0,0,76,0,0,6,0,0,1071,4778,91,3707,359
BA,39934,TEIXEIRA DE FREITAS,0,0,35787,0,12329,0,0,0,38,0,0,6235,0,0,0,0,0,0,1691,0,0,118,0,0,23126,88896,3714,65770,5858
BA,39942,NOVO HORIZONTE,0,0,3553,0,1282,0,0,0,4,0,0,284,0,0,0,0,0,0,16,0,0,3,0,0,1239,7100,199,5861,520
BA,39950,VÁRZEA NOVA,0,0,3288,0,989,0,0,0,5,0,0,841,0,0,0,0,0,0,143,0,0,9,0,0,2812,9110,224,6298,799
BA,39969,NOVA IBIÁ,0,0,2278,0,522,0,0,0,4,0,0,533,0,0,0,0,0,0,100,0,0,10,0,0,1079,5075,158,3996,391
BA,39977,VÁRZEA DA ROÇA,0,0,3557,0,1655,0,0,0,8,0,0,642,0,0,0,0,0,0,80,0,0,1,0,0,2209,9499,598,7290,749
BA,39985,SOBRADINHO,0,0,6065,0,693,0,0,0,5,0,0,3551,0,0,0,0,0,0,373,0,0,27,0,0,2482,14871,545,12389,1130
BA,39993,WANDERLEY,0,0,4512,0,1299,0,0,0,5,0,0,312,0,0,0,0,0,0,39,0,0,3,0,0,2153,9351,226,7198,802
CE,13005,JIJOCA DE JERICOACOARA,0,0,0,0,0,2,0,0,0,2222,0,0,0,0,0,0,0,2901,77,0,1905,12,0,0,2784,11288,434,8504,951
CE,13013,ABAIARA,0,0,0,0,0,2,0,0,0,243,0,0,0,0,0,0,0,2856,14,0,730,8,0,0,1468,6400,349,4932,730
CE,13021,MADALENA,0,0,0,0,0,5,0,0,0,171,0,0,0,0,0,0,0,5847,41,0,2314,19,0,0,2770,12420,197,9650,1056
CE,13030,ACARAÚ,0,0,0,0,0,10,0,0,0,2176,0,0,0,0,0,0,0,17403,197,0,2420,114,0,0,11486,39064,1892,27578,3366
CE,13048,PIRES FERREIRA,0,0,0,0,0,1,0,0,0,507,0,0,0,0,0,0,0,2241,10,0,1535,10,0,0,1756,6799,172,5043,567
CE,13056,ACOPIARA,0,0,0,0,0,15,0,0,0,8825,0,0,0,0,0,0,0,10175,96,0,3056,44,0,0,5464,33878,2209,28414,3994
CE,13064,GRAÇA,0,0,0,0,0,2,0,0,0,1461,0,0,0,0,0,0,0,3912,30,0,642,13,0,0,4467,12224,509,7757,1188
CE,13072,AIUABA,0,0,0,0,0,5,0,0,0,900,0,0,0,0,0,0,0,4759,26,0,836,8,0,0,2772,10966,373,8194,1287
CE,13080,TURURU,0,0,0,0,0,6,0,0,0,1416,0,0,0,0,0,0,0,3816,56,0,3106,26,0,0,1698,11623,355,9925,1144
CE,13099,ALCÂNTARAS,0,0,0,0,0,2,0,0,0,836,0,0,0,0,0,0,0,3932,23,0,280,141,0,0,2203,8380,276,6177,687
CE,13102,QUITERIANÓPOLIS,0,0,0,0,0,5,0,0,0,2355,0,0,0,0,0,0,0,4624,46,0,1699,9,0,0,4676,15803,824,11127,1565
CE,13110,ALTANEIRA,0,0,0,0,0,11,0,0,0,165,0,0,0,0,0,0,0,2561,12,0,748,65,0,0,1255,5602,156,4347,629
CE,13129,BARREIRA,0,0,0,0,0,8,0,0,0,4334,0,0,0,0,0,0,0,4611,106,0,2474,22,0,0,2775,16059,438,13284,1291
CE,13137,ALTO SANTO,0,0,0,0,0,2,0,0,0,2187,0,0,0,0,0,0,0,2990,22,0,2444,8,0,0,2590,11793,540,9203,1010
CE,13145,ACARAPE,0,0,0,0,0,4,0,0,0,1292,0,0,0,0,0,0,0,3837,90,0,1969,44,0,0,1825,10389,518,8564,810
CE,13153,ANTONINA DO NORTE,0,0,0,0,0,5,0,0,0,1709,0,0,0,0,0,0,0,1520,19,0,359,14,0,0,1993,6344,192,4351,533
CE,13161,CHOROZINHO,0,0,0,0,0,4,0,0,0,3648,0,0,0,0,0,0,0,4908,91,0,2226,25,0,0,2245,15076,567,12831,1362
CE,13170,APUIARÉS,0,0,0,0,0,3,0,0,0,2526,0,0,0,0,0,0,0,3552,74,0,1476,30,0,0,2416,11352,377,8936,898
CE,13188,HORIZONTE,0,0,0,0,0,18,0,0,0,2870,0,0,0,0,0,0,0,22026,288,0,3817,129,0,0,5863,39276,1516,33413,2749
CE,13196,AQUIRAZ,0,0,0,0,0,18,0,0,0,1447,0,0,0,0,0,0,0,23351,432,0,5568,198,0,0,4026,39936,1564,35910,3332
CE,13200,ERERÊ,0,0,0,0,0,1,0,0,0,475,0,0,0,0,0,0,0,2386,11,0,217,3,0,0,1128,4872,183,3744,468
CE,13218,ARACATI,0,0,0,0,0,15,0,0,0,2832,0,0,0,0,0,0,0,27081,273,0,4284,241,0,0,8855,49788,2831,40933,3376
CE,13226,EUSÉBIO,0,0,0,0,0,15,0,0,0,1277,0,0,0,0,0,0,0,15400,413,0,3013,141,0,0,1735,24678,902,22943,1782
CE,13234,ARACOIABA,0,0,0,0,0,4,0,0,0,546,0,0,0,0,0,0,0,7911,86,0,6512,61,0,0,2998,20770,643,17772,2009
CE,13242,GUAIÚBA,0,0,0,0,0,8,0,0,0,493,0,0,0,0,0,0,0,7729,85,0,3945,55,0,0,3340,17558,381,14218,1522
CE,13250,ARARIPE,0,0,0,0,0,5,0,0,0,1458,0,0,0,0,0,0,0,7312,50,0,778,17,0,0,4698,16579,490,11881,1771
CE,13269,POTIRETAMA,0,0,0,0,0,3,0,0,0,191,0,0,0,0,0,0,0,1774,17,0,1558,13,0,0,816,4942,175,4126,395
CE,13277,ARATUBA,0,0,0,0,0,0,0,0,0,1472,0,0,0,0,0,0,0,4426,28,0,357,9,0,0,1864,9542,289,7678,1097
CE,13285,PINDORETAMA,0,0,0,0,0,8,0,0,0,677,0,0,0,0,0,0,0,8859,123,0,1069,36,0,0,2220,14619,371,12399,1256
CE,13293,ARNEIROZ,0,0,0,0,0,3,0,0,0,446,0,0,0,0,0,0,0,2521,21,0,1007,5,0,0,1494,6328,176,4834,655
CE,13307,OCARA,0,0,0,0,0,11,0,0,0,1143,0,0,0,0,0,0,0,8101,90,0,4442,60,0,0,1850,18485,723,16635,2065
CE,13315,ASSARÉ,0,0,0,0,0,4,0,0,0,1333,0,0,0,0,0,0,0,7991,57,0,697,18,0,0,4888,17526,795,12638,1743
CE,13323,TEJUÇUOCA,0,0,0,0,0,3,0,0,0,4614,0,0,0,0,0,0,0,3731,56,0,998,12,0,0,2354,13199,281,10845,1150
CE,13331,AURORA,0,0,0,0,0,31,0,0,0,267,0,0,0,0,0,0,0,8106,63,0,4257,48,0,0,4850,20137,722,15287,1793
CE,13340,IPAPORANGA,0,0,0,0,0,2,0,0,0,1975,0,0,0,0,0,0,0,2430,11,0,933,28,0,0,3167,9831,290,6664,995
CE,13358,BAIXIO,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,2264,16,0,364,11,0,0,1259,5042,215,3783,490
CE,13366,TARRAFAS,0,0,0,0,0,2,0,0,0,744,0,0,0,0,0,0,0,2546,22,0,915,8,0,0,1901,7079,323,5178,618
CE,13374,BARBALHA,0,0,0,0,0,18,0,0,0,1363,0,0,0,0,0,0,0,17194,159,0,6820,354,0,0,8220,38918,1438,30698,3352
CE,13382,BANABUIÚ,0,0,0,0,0,3,0,0,0,3204,0,0,0,0,0,0,0,3053,61,0,2195,21,0,0,3023,13245,486,10222,1199
CE,13390,BARRO,0,0,0,0,0,11,0,0,0,305,0,0,0,0,0,0,0,7537,105,0,1410,31,0,0,4613,16719,895,12106,1812
CE,13404,BARROQUINHA,0,0,0,0,0,2,0,0,0,2315,0,0,0,0,0,0,0,4278,25,0,354,32,0,0,2215,11093,666,8878,1206
CE,13412,BATURITÉ,0,0,0,0,0,9,0,0,0,1626,0,0,0,0,0,0,0,12121,125,0,3228,87,0,0,5858,26190,1142,20332,1994
CE,13420,ARARENDÁ,0,0,0,0,0,0,0,0,0,1369,0,0,0,0,0,0,0,2449,24,0,1192,7,0,0,2208,8433,337,6225,847
CE,13439,BEBERIBE,0,0,0,0,0,20,0,0,0,3762,0,0,0,0,0,0,0,17447,246,0,3856,161,0,0,7383,37909,1990,30526,3044
CE,13447,CATUNDA,0,0,0,0,0,1,0,0,0,3112,0,0,0,0,0,0,0,1624,10,0,445,8,0,0,2024,7950,206,5926,520
CE,13455,BELA CRUZ,0,0,0,0,0,7,0,0,0,1788,0,0,0,0,0,0,0,6282,46,0,4718,76,0,0,5607,21132,734,15525,1874
CE,13463,CHORÓ,0,0,0,0,0,7,0,0,0,3123,0,0,0,0,0,0,0,1888,23,0,1654,33,0,0,2562,10626,277,8064,1059
CE,13471,BOA VIAGEM,0,0,0,0,0,5,0,0,0,1649,0,0,0,0,0,0,0,10477,86,0,11731,36,0,0,11538,40301,1292,28763,3487
CE,13480,ITAITINGA,0,0,0,0,0,15,0,0,0,882,0,0,0,0,0,0,0,13190,261,0,3411,71,0,0,3976,24482,689,20506,1987
CE,13498,BREJO SANTO,0,0,0,0,0,6,0,0,0,4564,0,0,0,0,0,0,0,16419,99,0,1443,34,0,0,6916,32493,718,25577,2294
CE,13501,FORTIM,0,0,0,0,0,1,0,0,0,2518,0,0,0,0,0,0,0,5058,62,0,624,13,0,0,1475,11150,484,9675,915
CE,13510,CAMOCIM,0,0,0,0,0,11,0,0,0,11538,0,0,0,0,0,0,0,16540,173,0,1172,144,0,0,9233,43167,1302,33934,3054
CE,13536,CAMPOS SALES,0,0,0,0,0,7,0,0,0,3889,0,0,0,0,0,0,0,6563,51,0,1341,38,0,0,5341,19977,762,14636,1985
CE,13552,CANINDÉ,0,0,0,0,0,27,0,0,0,3369,0,0,0,0,0,0,0,24032,265,0,6409,73,0,0,13763,53577,1039,39814,4600
CE,13579,CAPISTRANO,0,0,0,0,0,8,0,0,0,1088,0,0,0,0,0,0,0,5268,51,0,2743,27,0,0,2497,13675,645,11178,1348
CE,13595,CARIDADE,0,0,0,0,0,12,0,0,0,1800,0,0,0,0,0,0,0,5314,82,0,2515,25,0,0,2648,14021,352,11373,1273
CE,13617,CARIRÉ,0,0,0,0,0,4,0,0,0,1793,0,0,0,0,0,0,0,5725,31,0,1946,23,0,0,3213,14667,502,11454,1430
CE,13633,CARIRIAÇU,0,0,0,0,0,5,0,0,0,743,0,0,0,0,0,0,0,10057,60,0,2125,27,0,0,7119,22587,515,15468,1936
CE,13650,CARIÚS,0,0,0,0,0,1,0,0,0,4250,0,0,0,0,0,0,0,2839,40,0,1997,20,0,0,4397,15711,726,11314,1441
CE,13676,CARNAUBAL,0,0,0,0,0,3,0,0,0,3239,0,0,0,0,0,0,0,3088,33,0,407,8,0,0,4506,12750,370,8244,1096
CE,13692,CASCAVEL,0,0,0,0,0,14,0,0,0,3483,0,0,0,0,0,0,0,22509,469,0,5349,217,0,0,9304,48516,2881,39212,4290
CE,13714,CATARINA,0,0,0,0,0,1,0,0,0,1133,0,0,0,0,0,0,0,3113,24,0,586,7,0,0,2338,8421,263,6083,956
CE,13730,CAUCAIA,0,0,0,0,0,206,0,0,0,10958,0,0,0,0,0,0,0,97655,2229,0,19197,1063,0,0,26596,177994,6293,151398,13797
CE,13757,CEDRO,0,0,0,0,0,8,0,0,0,245,0,0,0,0,0,0,0,6462,62,0,6584,26,0,0,3287,19059,466,15772,1919
CE,13773,CHAVAL,0,0,0,0,0,5,0,0,0,1729,0,0,0,0,0,0,0,3906,43,0,384,8,0,0,2709,10400,590,7691,1026
CE,13811,COREAÚ,0,0,0,0,0,7,0,0,0,1551,0,0,0,0,0,0,0,5416,56,0,3922,75,0,0,4126,17482,525,13356,1804
CE,13838,CRATEÚS,0,0,0,0,0,26,0,0,0,12076,0,0,0,0,0,0,0,15603,159,0,4085,420,0,0,15737,56397,2791,40660,5500
CE,13854,CRATO,0,0,0,0,0,96,0,0,0,3936,0,0,0,0,0,0,0,42302,948,0,8090,523,0,0,16035,82103,2904,66068,7269
CE,13870,FARIAS BRITO,0,0,0,0,0,15,0,0,0,493,0,0,0,0,0,0,0,8453,60,0,850,32,0,0,3336,15834,830,12498,1765
CE,13897,FORTALEZA,0,0,0,0,0,3159,0,0,0,111760,0,0,0,0,0,0,0,733649,39257,0,228594,24119,0,0,246096,1557613,66850,1311517,104129
CE,13919,FRECHEIRINHA,0,0,0,0,0,2,0,0,0,139,0,0,0,0,0,0,0,2982,24,0,3077,7,0,0,2386,9842,278,7456,947
CE,13935,GENERAL SAMPAIO,0,0,0,0,0,1,0,0,0,332,0,0,0,0,0,0,0,2099,30,0,1575,7,0,0,849,5565,154,4716,518
CE,13951,GRANJA,0,0,0,0,0,4,0,0,0,12097,0,0,0,0,0,0,0,8526,78,0,1958,41,0,0,8216,35628,1429,27412,3279
CE,13978,GRANJEIRO,0,0,0,0,0,2,0,0,0,130,0,0,0,0,0,0,0,1432,16,0,1161,11,0,0,1307,4821,195,3514,567
CE,13994,GROAÍRAS,0,0,0,0,0,0,0,0,0,2341,0,0,0,0,0,0,0,1371,39,0,1058,28,0,0,1571,7938,632,6367,898
CE,14010,GUARACIABA DO NORTE,0,0,0,0,0,6,0,0,0,8233,0,0,0,0,0,0,0,6326,121,0,1626,59,0,0,9851,29828,1051,19977,2555
CE,14036,GUARAMIRANGA,0,0,0,0,0,3,0,0,0,1150,0,0,0,0,0,0,0,1759,36,0,423,22,0,0,914,5005,259,4091,439
CE,14052,HIDROLÂNDIA,0,0,0,0,0,1,0,0,0,4470,0,0,0,0,0,0,0,3696,47,0,1142,42,0,0,4237,15282,432,11045,1215
CE,14060,IBARETAMA,0,0,0,0,0,2,0,0,0,1434,0,0,0,0,0,0,0,2937,44,0,2579,31,0,0,1164,9814,463,8650,1160
CE,14079,IBIAPINA,0,0,0,0,0,3,0,0,0,884,0,0,0,0,0,0,0,3221,73,0,5550,28,0,0,5699,17689,699,11990,1532
CE,14095,ICÓ,0,0,0,0,0,10,0,0,0,7439,0,0,0,0,0,0,0,14765,173,0,6367,95,0,0,14788,50544,2008,35756,4899
CE,14117,IGUATU,0,0,0,0,0,45,0,0,0,12974,0,0,0,0,0,0,0,27911,240,0,2822,443,0,0,15768,68570,2855,52802,5512
CE,14133,INDEPENDÊNCIA,0,0,0,0,0,10,0,0,0,4331,0,0,0,0,0,0,0,5483,49,0,2685,68,0,0,5647,21140,972,15493,1895
CE,14150,IPAUMIRIM,0,0,0,0,0,2,0,0,0,490,0,0,0,0,0,0,0,3984,46,0,450,22,0,0,1947,8706,599,6759,1166
CE,14176,IPU,0,0,0,0,0,9,0,0,0,1614,0,0,0,0,0,0,0,9326,106,0,6756,38,0,0,10341,32234,1203,21893,2841
CE,14192,IPUEIRAS,0,0,0,0,0,8,0,0,0,1193,0,0,0,0,0,0,0,9913,91,0,5695,31,0,0,10986,31908,879,20922,3112
CE,14214,IRACEMA,0,0,0,0,0,2,0,0,0,1415,0,0,0,0,0,0,0,2984,34,0,2320,16,0,0,2171,10433,446,8262,1045
CE,14230,IRAUÇUBA,0,0,0,0,0,4,0,0,0,4363,0,0,0,0,0,0,0,6350,77,0,729,27,0,0,3433,16596,309,13163,1304
CE,14257,ITAIÇABA,0,0,0,0,0,1,0,0,0,818,0,0,0,0,0,0,0,2027,30,0,1407,51,0,0,828,5860,279,5032,419
CE,14273,ITAPAGÉ,0,0,0,0,0,10,0,0,0,3701,0,0,0,0,0,0,0,15565,207,0,4648,56,0,0,6971,35744,1758,28773,2828
CE,14290,ITAPIPOCA,0,0,0,0,0,27,0,0,0,8077,0,0,0,0,0,0,0,32295,449,0,12895,304,0,0,15488,77679,1872,62191,6272
CE,14311,ITAPIÚNA,0,0,0,0,0,4,0,0,0,651,0,0,0,0,0,0,0,4126,92,0,4877,142,0,0,3081,15118,562,12037,1583
CE,14338,ITATIRA,0,0,0,0,0,3,0,0,0,4152,0,0,0,0,0,0,0,3758,50,0,1789,17,0,0,3680,14877,224,11197,1204
CE,14354,JAGUARETAMA,0,0,0,0,0,3,0,0,0,2935,0,0,0,0,0,0,0,3960,36,0,2216,23,0,0,3445,14797,756,11352,1423
CE,14370,JAGUARIBARA,0,0,0,0,0,7,0,0,0,2517,0,0,0,0,0,0,0,1928,16,0,664,28,0,0,1623,7927,396,6304,748
