SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PB,19119,ALHANDRA,0,0,0,0,11540,4,0,0,4,0,0,0,0,0,9,0,0,10070,0,0,0,37,0,0,4442,29498,964,25056,2428
PB,19127,RIACHÃO DO BACAMARTE,0,0,0,0,2478,0,0,0,8,0,0,0,0,0,2,0,0,2298,0,0,0,6,0,0,1474,7299,248,5825,785
PB,19135,SÃO JOÃO DO RIO DO PEIXE,0,0,0,0,10008,5,0,0,26,0,0,0,0,0,6,0,0,8653,0,0,0,10,0,0,6416,28460,1078,22044,2258
PB,19143,MATINHAS,0,0,0,0,2150,0,0,0,11,0,0,0,0,0,1,0,0,2907,0,0,0,10,0,0,1074,7022,166,5948,703
PB,19151,ARAÇAGI,0,0,0,0,8846,4,0,0,3,0,0,0,0,0,7,0,0,7868,0,0,0,24,0,0,8742,28488,863,19746,2131
PB,19160,LOGRADOURO,0,0,0,0,3072,3,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,1,0,0,656,5786,96,5130,394
PB,19178,ARARA,0,0,0,0,5959,4,0,0,3,0,0,0,0,0,3,0,0,5284,0,0,0,18,0,0,4723,17899,353,13176,1552
PB,19186,SERTÃOZINHO,0,0,0,0,2957,2,0,0,1,0,0,0,0,0,0,0,0,2243,0,0,0,1,0,0,1214,7016,139,5802,459
PB,19194,ARARUNA,0,0,0,0,10060,3,0,0,4,0,0,0,0,0,7,0,0,7614,0,0,0,10,0,0,6604,26683,508,20079,1873
PB,19208,RIACHÃO,0,0,0,0,2649,0,0,0,1,0,0,0,0,0,0,0,0,1866,0,0,0,4,0,0,941,5926,74,4985,391
PB,19216,AREIA,0,0,0,0,11017,9,0,0,16,0,0,0,0,0,10,0,0,12810,0,0,0,70,0,0,8496,37274,1654,28778,3192
PB,19224,SÃO DOMINGOS DO CARIRI,0,0,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,6,0,0,527,4126,88,3599,365
PB,19232,AREIAL,0,0,0,0,3262,3,0,0,2,0,0,0,0,0,2,0,0,3972,0,0,0,10,0,0,2222,10552,267,8330,812
PB,19240,CARAÚBAS,0,0,0,0,3109,1,0,0,1,0,0,0,0,0,0,0,0,1734,0,0,0,5,0,0,1075,6672,139,5597,608
PB,19259,AROEIRAS,0,0,0,0,10812,7,0,0,4,0,0,0,0,0,3,0,0,9288,0,0,0,22,0,0,7284,30674,756,23390,2498
PB,19267,SANTO ANDRÉ,0,0,0,0,2158,0,0,0,2,0,0,0,0,0,0,0,0,1327,0,0,0,5,0,0,658,4660,101,4002,409
PB,19275,DAMIÃO,0,0,0,0,3263,0,0,0,1,0,0,0,0,0,1,0,0,2084,0,0,0,3,0,0,1719,7630,103,5911,456
PB,19283,SOSSÊGO,0,0,0,0,2331,3,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,3,0,0,829,5242,85,4413,412
PB,19291,BAÍA DA TRAIÇÃO,0,0,0,0,3617,2,0,0,2,0,0,0,0,0,3,0,0,3935,0,0,0,6,0,0,2032,10744,294,8712,853
PB,19305,BARAÚNA,0,0,0,0,3136,0,0,0,1,0,0,0,0,0,1,0,0,1831,0,0,0,7,0,0,1108,6882,186,5774,612
PB,19313,BANANEIRAS,0,0,0,0,10873,19,0,0,6,0,0,0,0,0,5,0,0,10985,0,0,0,42,0,0,8432,34042,919,25610,2761
PB,19321,ASSUNÇÃO,0,0,0,0,3572,2,0,0,2,0,0,0,0,0,2,0,0,1040,0,0,0,5,0,0,996,6248,116,5252,513
PB,19330,BARRA DE SANTA ROSA,0,0,0,0,6266,2,0,0,6,0,0,0,0,0,15,0,0,7701,0,0,0,8,0,0,4529,20672,350,16143,1795
PB,19348,ZABELÊ,0,0,0,0,1118,0,0,0,1,0,0,0,0,0,0,0,0,1359,0,0,0,1,0,0,505,3516,136,3011,396
PB,19356,BARRA DE SÃO MIGUEL,0,0,0,0,4410,2,0,0,2,0,0,0,0,0,1,0,0,2126,0,0,0,7,0,0,1009,8578,328,7569,693
PB,19364,CACIMBAS,0,0,0,0,3159,6,0,0,1,0,0,0,0,0,1,0,0,2328,0,0,0,3,0,0,1985,8952,306,6967,1163
PB,19372,BAYEUX,0,0,0,0,44878,29,0,0,39,0,0,0,0,0,79,0,0,55648,0,0,0,511,0,0,22700,137516,4155,114816,9477
PB,19380,CAJAZEIRINHAS,0,0,0,0,3297,1,0,0,4,0,0,0,0,0,1,0,0,1602,0,0,0,4,0,0,1169,6744,75,5575,591
PB,19399,BELÉM,0,0,0,0,10488,2,0,0,22,0,0,0,0,0,3,0,0,7773,0,0,0,9,0,0,5819,26374,582,20555,1676
PB,19402,SÃO BENTINHO,0,0,0,0,2726,2,0,0,1,0,0,0,0,0,1,0,0,1567,0,0,0,0,0,0,1455,6388,135,4933,501
PB,19410,BELÉM DO BREJO DO CRUZ,0,0,0,0,3641,3,0,0,1,0,0,0,0,0,0,0,0,3703,0,0,0,5,0,0,1913,10376,329,8463,781
PB,19429,SÃO DOMINGOS DE POMBAL,0,0,0,0,2661,1,0,0,0,0,0,0,0,0,0,0,0,1395,0,0,0,2,0,0,1069,5707,111,4638,468
PB,19437,BOA VENTURA,0,0,0,0,4206,2,0,0,8,0,0,0,0,0,5,0,0,2013,0,0,0,8,0,0,2903,10160,162,7257,853
PB,19445,SÃO JOSÉ DE PRINCESA,0,0,0,0,3530,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,4,0,0,1818,7038,92,5220,621
PB,19453,BOM JESUS,0,0,0,0,1575,1,0,0,4,0,0,0,0,0,0,0,0,1619,0,0,0,2,0,0,775,4604,184,3829,444
PB,19461,MARIZÓPOLIS,0,0,0,0,3962,2,0,0,2,0,0,0,0,0,2,0,0,3028,0,0,0,10,0,0,1277,9322,250,8045,789
PB,19470,BOM SUCESSO,0,0,0,0,3161,0,0,0,0,0,0,0,0,0,0,0,0,2592,0,0,0,1,0,0,1365,7902,196,6537,587
PB,19488,MATO GROSSO,0,0,0,0,2480,0,0,0,1,0,0,0,0,0,1,0,0,259,0,0,0,0,0,0,885,3932,32,3047,274
PB,19496,BONITO DE SANTA FÉ,0,0,0,0,6188,0,0,0,4,0,0,0,0,0,0,0,0,3723,0,0,0,5,0,0,4154,15404,175,11250,1155
PB,19500,BERNARDINO BATISTA,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,2,0,0,960,4342,92,3382,484
PB,19518,BOQUEIRÃO,0,0,0,0,8665,0,0,0,63,0,0,0,0,0,4,0,0,9806,0,0,0,45,0,0,2611,23667,587,21056,1886
PB,19526,POÇO DE JOSÉ DE MOURA,0,0,0,0,2615,0,0,0,3,0,0,0,0,0,3,0,0,2428,0,0,0,0,0,0,1145,7034,138,5889,702
PB,19534,IGARACY,0,0,0,0,2998,2,0,0,4,0,0,0,0,0,0,0,0,3463,0,0,0,14,0,0,3220,10904,202,7684,1001
PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,0,0,0,0,1700,1,0,0,2,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,558,3248,86,2690,196
PB,19550,BORBOREMA,0,0,0,0,3241,12,0,0,2,0,0,0,0,0,0,0,0,2286,0,0,0,11,0,0,2374,8792,207,6418,659
PB,19569,SANTA INÊS,0,0,0,0,2208,4,0,0,2,0,0,0,0,0,0,0,0,2259,0,0,0,4,0,0,1909,7278,105,5369,787
PB,19577,BREJO DO CRUZ,0,0,0,0,5367,2,0,0,3,0,0,0,0,0,2,0,0,6563,0,0,0,7,0,0,3641,17872,688,14231,1599
PB,19585,AMPARO,0,0,0,0,1825,1,0,0,1,0,0,0,0,0,1,0,0,1161,0,0,0,2,0,0,553,3974,95,3421,335
PB,19593,BREJO DOS SANTOS,0,0,0,0,3719,2,0,0,0,0,0,0,0,0,0,0,0,3486,0,0,0,5,0,0,1421,9626,341,8205,652
PB,19607,CASSERENGUE,0,0,0,0,3430,2,0,0,1,0,0,0,0,0,1,0,0,3385,0,0,0,3,0,0,2994,11092,259,8098,1017
PB,19615,CAAPORÃ,0,0,0,0,11193,2,0,0,2,0,0,0,0,0,4,0,0,10651,0,0,0,19,0,0,6456,32096,1439,25640,2330
PB,19623,GADO BRAVO,0,0,0,0,4685,1,0,0,6,0,0,0,0,0,0,0,0,4127,0,0,0,14,0,0,1863,12314,400,10451,1218
PB,19631,CABACEIRAS,0,0,0,0,2733,1,0,0,0,0,0,0,0,0,2,0,0,3451,0,0,0,31,0,0,996,8168,283,7172,671
PB,19640,POÇO DANTAS,0,0,0,0,2147,2,0,0,3,0,0,0,0,0,0,0,0,2122,0,0,0,0,0,0,1750,6750,224,5000,502
PB,19658,CABEDELO,0,0,0,0,27969,21,0,0,28,0,0,0,0,0,62,0,0,22354,0,0,0,204,0,0,5553,62145,1772,56592,4182
PB,19666,SANTARÉM,0,0,0,0,2388,1,0,0,5,0,0,0,0,0,0,0,0,1006,0,0,0,1,0,0,1022,4846,56,3824,367
PB,19674,CACHOEIRA DOS ÍNDIOS,0,0,0,0,4109,4,0,0,4,0,0,0,0,0,4,0,0,4826,0,0,0,3,0,0,2373,13150,456,10777,1371
PB,19682,TENÓRIO,0,0,0,0,1421,2,0,0,1,0,0,0,0,0,0,0,0,1822,0,0,0,3,0,0,868,4672,125,3804,430
PB,19690,CACIMBA DE AREIA,0,0,0,0,2529,0,0,0,3,0,0,0,0,0,0,0,0,1766,0,0,0,5,0,0,1089,5991,121,4902,478
PB,19704,COXIXOLA,0,0,0,0,936,0,0,0,2,0,0,0,0,0,1,0,0,1277,0,0,0,1,0,0,424,3064,150,2640,273
PB,19712,CACIMBA DE DENTRO,0,0,0,0,10603,3,0,0,3,0,0,0,0,0,5,0,0,6567,0,0,0,5,0,0,5036,24576,341,19540,2013
PB,19720,PARARI,0,0,0,0,1539,1,0,0,0,0,0,0,0,0,1,0,0,966,0,0,0,2,0,0,353,3246,74,2893,310
PB,19739,CAIÇARA,0,0,0,0,4878,0,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,0,11,0,0,1476,11054,165,9578,838
PB,19747,PEDRO RÉGIS,0,0,0,0,3011,0,0,0,3,0,0,0,0,0,3,0,0,2333,0,0,0,4,0,0,2225,8572,291,6347,702
PB,19755,CAJAZEIRAS,0,0,0,0,25838,22,0,0,21,0,0,0,0,0,22,0,0,31721,0,0,0,96,0,0,19124,85383,2602,66259,5937
PB,19763,ALCANTIL,0,0,0,0,3221,0,0,0,1,0,0,0,0,0,0,0,0,3020,0,0,0,12,0,0,1222,8342,251,7120,615
PB,19771,CALDAS BRANDÃO,0,0,0,0,3626,1,0,0,2,0,0,0,0,0,0,0,0,3343,0,0,0,3,0,0,1733,9506,191,7773,607
PB,19780,BARRA DE SANTANA,0,0,0,0,4400,3,0,0,13,0,0,0,0,0,2,0,0,5160,0,0,0,28,0,0,2760,14159,458,11399,1335
PB,19798,CAMALAÚ,0,0,0,0,2542,1,0,0,4,0,0,0,0,0,2,0,0,3816,0,0,0,6,0,0,1870,9492,339,7622,912
PB,19801,CATURITÉ,0,0,0,0,3358,2,0,0,7,0,0,0,0,0,0,0,0,2681,0,0,0,26,0,0,1114,8034,199,6920,647
PB,19810,CAMPINA GRANDE,0,0,0,0,148929,158,0,0,167,0,0,0,0,0,187,0,0,265990,0,0,0,3220,0,0,78835,552966,15081,474131,40399
PB,19828,RIACHO DE SANTO ANTÔNIO,0,0,0,0,1738,0,0,0,2,0,0,0,0,0,1,0,0,738,0,0,0,3,0,0,264,3064,69,2800,249
PB,19836,CARRAPATEIRA,0,0,0,0,1798,3,0,0,1,0,0,0,0,0,10,0,0,826,0,0,0,1,0,0,922,4010,72,3088,377
PB,19844,APARECIDA,0,0,0,0,3783,0,0,0,1,0,0,0,0,0,1,0,0,4660,0,0,0,3,0,0,2161,12104,458,9943,1037
PB,19852,CATINGUEIRA,0,0,0,0,3216,2,0,0,1,0,0,0,0,0,1,0,0,2026,0,0,0,4,0,0,1710,7816,166,6106,690
PB,19860,SÃO FRANCISCO,0,0,0,0,2001,1,0,0,1,0,0,0,0,0,0,0,0,2798,0,0,0,1,0,0,804,6300,155,5496,539
PB,19879,CATOLÉ DO ROCHA,0,0,0,0,14252,4,0,0,7,0,0,0,0,0,0,0,0,16644,0,0,0,20,0,0,7419,41540,827,34121,2367
PB,19887,VIEIRÓPOLIS,0,0,0,0,4062,1,0,0,4,0,0,0,0,0,8,0,0,2439,0,0,0,1,0,0,1963,9448,214,7485,756
PB,19895,CONCEIÇÃO,0,0,0,0,8964,0,0,0,5,0,0,0,0,0,4,0,0,9231,0,0,0,7,0,0,6099,27204,502,21105,2392
PB,19909,AREIA DE BARAÚNAS,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,1,0,0,1438,0,0,0,1,0,0,733,3602,65,2869,305
PB,19917,CONDADO,0,0,0,0,3848,5,0,0,1,0,0,0,0,0,0,0,0,3571,0,0,0,7,0,0,1871,10418,181,8547,934
PB,19925,ALGODÃO DE JANDAÍRA,0,0,0,0,2332,2,0,0,1,0,0,0,0,0,0,0,0,1126,0,0,0,2,0,0,820,4748,110,3928,355
PB,19933,CONDE,0,0,0,0,10947,5,0,0,74,0,0,0,0,0,9,0,0,9480,0,0,0,45,0,0,3380,27109,916,23729,2253
PB,19941,BOA VISTA,0,0,0,0,3823,1,0,0,24,0,0,0,0,0,4,0,0,4095,0,0,0,25,0,0,1010,10010,316,9000,712
PB,19950,CONGO,0,0,0,0,3433,0,0,0,2,0,0,0,0,0,1,0,0,2503,0,0,0,3,0,0,1598,8336,187,6738,609
PB,19968,MARCAÇÃO,0,0,0,0,3857,4,0,0,2,0,0,0,0,0,2,0,0,3121,0,0,0,4,0,0,2405,10912,452,8507,1065
PB,19976,COREMAS,0,0,0,0,7619,1,0,0,3,0,0,0,0,0,1,0,0,8178,0,0,0,17,0,0,6022,23583,216,17561,1526
PB,19984,MATURÉIA,0,0,0,0,3739,2,0,0,1,0,0,0,0,0,1,0,0,2915,0,0,0,4,0,0,1954,9503,158,7549,729
PB,19992,CRUZ DO ESPÍRITO SANTO,0,0,0,0,9965,9,0,0,7,0,0,0,0,0,9,0,0,8972,0,0,0,17,0,0,4413,26364,871,21951,2101
PB,20001,SANTA CECÍLIA,0,0,0,0,2629,0,0,0,0,0,0,0,0,0,0,0,0,4817,0,0,0,7,0,0,2907,11624,256,8717,1008
PB,20010,CUBATI,0,0,0,0,5412,5,0,0,13,0,0,0,0,0,0,0,0,3351,0,0,0,23,0,0,1200,11100,235,9900,861
PB,20036,CUITÉ,0,0,0,0,10650,4,0,0,3,0,0,0,0,0,16,0,0,9859,0,0,0,41,0,0,7858,31572,738,23714,2403
PB,20052,CUITEGI,0,0,0,0,3130,5,0,0,1,0,0,0,0,0,1,0,0,3556,0,0,0,10,0,0,2801,10902,469,8101,929
PB,20079,CURRAL VELHO,0,0,0,0,1250,1,0,0,1,0,0,0,0,0,1,0,0,1165,0,0,0,3,0,0,1189,4134,66,2945,458
PB,20095,DESTERRO,0,0,0,0,4090,1,0,0,3,0,0,0,0,0,0,0,0,4508,0,0,0,6,0,0,3283,13182,260,9899,1031
PB,20117,VISTA SERRANA,0,0,0,0,2268,1,0,0,1,0,0,0,0,0,0,0,0,1282,0,0,0,3,0,0,1208,5230,93,4022,374
PB,20133,DIAMANTE,0,0,0,0,3757,4,0,0,1,0,0,0,0,0,1,0,0,3092,0,0,0,7,0,0,3003,10946,206,7943,875
PB,20150,DONA INÊS,0,0,0,0,5156,4,0,0,4,0,0,0,0,0,3,0,0,6695,0,0,0,4,0,0,4199,17556,210,13357,1281
PB,20176,DUAS ESTRADAS,0,0,0,0,2758,4,0,0,2,0,0,0,0,0,3,0,0,1680,0,0,0,2,0,0,1029,6128,161,5099,489
PB,20192,EMAS,0,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,2080,0,0,0,2,0,0,777,5375,79,4598,405
PB,20214,ESPERANÇA,0,0,0,0,16358,7,0,0,17,0,0,0,0,0,9,0,0,14447,0,0,0,67,0,0,11013,47662,1780,36649,3964
PB,20230,FAGUNDES,0,0,0,0,7140,4,0,0,4,0,0,0,0,0,0,0,0,5554,0,0,0,8,0,0,2901,17562,310,14661,1641
PB,20257,FREI MARTINHO,0,0,0,0,2086,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,4,0,0,919,5258,90,4339,369
PB,20273,GUARABIRA,0,0,0,0,28668,11,0,0,9,0,0,0,0,0,22,0,0,26807,0,0,0,96,0,0,13888,75970,2335,62082,4134
PB,20290,GURINHÉM,0,0,0,0,7753,1,0,0,4,0,0,0,0,0,6,0,0,6877,0,0,0,13,0,0,5303,22200,699,16897,1544
PB,20311,GURJÃO,0,0,0,0,2604,1,0,0,0,0,0,0,0,0,1,0,0,1410,0,0,0,8,0,0,947,5604,103,4657,530
PB,20338,IBIARA,0,0,0,0,3880,4,0,0,2,0,0,0,0,0,5,0,0,2463,0,0,0,1,0,0,1797,9372,299,7575,921
PB,20354,IMACULADA,0,0,0,0,4638,1,0,0,3,0,0,0,0,0,0,0,0,5204,0,0,0,14,0,0,4837,16406,302,11569,1407
PB,20370,INGÁ,0,0,0,0,8367,3,0,0,2,0,0,0,0,0,3,0,0,9424,0,0,0,16,0,0,4066,24987,748,20921,2358
PB,20397,ITABAIANA,0,0,0,0,20967,7,0,0,12,0,0,0,0,0,11,0,0,7368,0,0,0,33,0,0,6526,38324,905,31798,2495
PB,20419,ITAPORANGA,0,0,0,0,10891,5,0,0,6,0,0,0,0,0,5,0,0,11069,0,0,0,28,0,0,8205,33295,579,25090,2507
PB,20435,ITAPOROROCA,0,0,0,0,10285,4,0,0,3,0,0,0,0,0,4,0,0,5959,0,0,0,13,0,0,4958,23696,661,18738,1809
PB,20451,ITATUBA,0,0,0,0,6093,1,0,0,3,0,0,0,0,0,2,0,0,4931,0,0,0,13,0,0,1900,14456,343,12556,1170
PB,20478,JACARAÚ,0,0,0,0,9477,6,0,0,5,0,0,0,0,0,5,0,0,5351,0,0,0,31,0,0,6171,23528,552,17357,1930
PB,20494,JERICÓ,0,0,0,0,3923,1,0,0,1,0,0,0,0,0,3,0,0,4293,0,0,0,2,0,0,2084,11530,324,9446,899
PB,20516,JOÃO PESSOA,0,0,0,0,293795,401,0,0,476,0,0,0,0,0,1345,0,0,429404,0,0,0,4654,0,0,134796,934518,18131,799722,51516
PB,20532,JUAREZ TÁVORA,0,0,0,0,3975,2,0,0,17,0,0,0,0,0,2,0,0,4499,0,0,0,35,0,0,2607,12751,503,10144,1111
PB,20559,JUAZEIRINHO,0,0,0,0,9340,5,0,0,5,0,0,0,0,0,0,0,0,7654,0,0,0,16,0,0,4159,23580,483,19421,1918
PB,20575,JUNCO DO SERIDÓ,0,0,0,0,3802,3,0,0,3,0,0,0,0,0,2,0,0,3133,0,0,0,12,0,0,1740,9890,335,8150,860
PB,20591,JURIPIRANGA,0,0,0,0,5786,0,0,0,5,0,0,0,0,0,0,0,0,6081,0,0,0,2,0,0,2847,16566,384,13719,1461
PB,20613,JURU,0,0,0,0,3378,4,0,0,0,0,0,0,0,0,0,0,0,5965,0,0,0,8,0,0,3099,14112,288,11013,1370
PB,20630,LAGOA,0,0,0,0,3597,2,0,0,1,0,0,0,0,0,1,0,0,1997,0,0,0,2,0,0,1427,7987,258,6560,702
PB,20656,LAGOA DE DENTRO,0,0,0,0,3902,2,0,0,2,0,0,0,0,0,30,0,0,3679,0,0,0,17,0,0,1880,10907,422,9027,973
PB,20672,LAGOA SECA,0,0,0,0,10432,3,0,0,15,0,0,0,0,0,2,0,0,15693,0,0,0,142,0,0,5490,36608,1638,31118,3193
PB,20699,LASTRO,0,0,0,0,1680,0,0,0,2,0,0,0,0,0,3,0,0,2826,0,0,0,1,0,0,687,5730,68,5043,463
PB,20710,LIVRAMENTO,0,0,0,0,3412,0,0,0,3,0,0,0,0,0,0,0,0,3838,0,0,0,4,0,0,2482,10960,293,8478,928
PB,20737,LUCENA,0,0,0,0,8633,3,0,0,4,0,0,0,0,0,2,0,0,4246,0,0,0,15,0,0,4135,19020,581,14885,1401
PB,20753,MÃE D'ÁGUA,0,0,0,0,2598,0,0,0,2,0,0,0,0,0,1,0,0,2329,0,0,0,3,0,0,1266,6694,89,5428,406
PB,20770,MALTA,0,0,0,0,3023,1,0,0,3,0,0,0,0,0,4,0,0,2836,0,0,0,14,0,0,1733,8459,203,6726,642
PB,20796,MAMANGUAPE,0,0,0,0,27196,11,0,0,20,0,0,0,0,0,16,0,0,13345,0,0,0,47,0,0,13879,60908,1669,47029,4725
PB,20818,MANAÍRA,0,0,0,0,5590,7,0,0,16,0,0,0,0,0,2,0,0,4662,0,0,0,2,0,0,4896,17154,268,12258,1711
PB,20834,MARI,0,0,0,0,10637,2,0,0,45,0,0,0,0,0,6,0,0,10531,0,0,0,32,0,0,7077,31610,760,24533,2520
PB,20850,MASSARANDUBA,0,0,0,0,5696,3,0,0,15,0,0,0,0,0,4,0,0,6913,0,0,0,41,0,0,2665,17964,689,15299,1938
PB,20877,MATARACA,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,4,0,0,4839,0,0,0,2,0,0,1597,11194,359,9597,940
PB,20893,MOGEIRO,0,0,0,0,8676,4,0,0,6,0,0,0,0,0,0,0,0,5061,0,0,0,4,0,0,5742,21292,402,15550,1397
PB,20915,MONTADAS,0,0,0,0,2320,2,0,0,2,0,0,0,0,0,0,0,0,2871,0,0,0,16,0,0,809,6904,190,6095,694
PB,20931,MONTE HOREBE,0,0,0,0,1971,0,0,0,4,0,0,0,0,0,1,0,0,2541,0,0,0,6,0,0,1590,6928,155,5338,660
PB,20958,MONTEIRO,0,0,0,0,15933,7,0,0,18,0,0,0,0,0,10,0,0,14637,0,0,0,21,0,0,9625,45691,1418,36066,4022
PB,20974,MULUNGU,0,0,0,0,6504,3,0,0,5,0,0,0,0,0,2,0,0,5179,0,0,0,17,0,0,2198,15514,438,13316,1168
PB,20990,NATUBA,0,0,0,0,4838,1,0,0,5,0,0,0,0,0,0,0,0,3116,0,0,0,10,0,0,3654,13414,394,9760,1396
PB,21016,NAZAREZINHO,0,0,0,0,3431,0,0,0,3,0,0,0,0,0,2,0,0,4950,0,0,0,2,0,0,1557,11290,283,9733,1062
PB,21032,NOVA FLORESTA,0,0,0,0,4866,1,0,0,4,0,0,0,0,0,4,0,0,5300,0,0,0,6,0,0,2748,14582,346,11834,1307
PB,21059,NOVA OLINDA,0,0,0,0,3447,1,0,0,2,0,0,0,0,0,1,0,0,2572,0,0,0,3,0,0,2926,10004,219,7078,833
PB,21075,NOVA PALMEIRA,0,0,0,0,2643,0,0,0,2,0,0,0,0,0,2,0,0,1777,0,0,0,38,0,0,909,6160,247,5251,542
PB,21091,OLHO D'ÁGUA,0,0,0,0,3798,1,0,0,0,0,0,0,0,0,2,0,0,4468,0,0,0,21,0,0,3027,12666,207,9639,1142
PB,21113,OLIVEDOS,0,0,0,0,2632,0,0,0,1,0,0,0,0,0,3,0,0,1860,0,0,0,15,0,0,628,5774,219,5146,416
PB,21130,OURO VELHO,0,0,0,0,1734,1,0,0,3,0,0,0,0,0,0,0,0,2144,0,0,0,1,0,0,604,4932,79,4328,366
PB,21156,PASSAGEM,0,0,0,0,1854,2,0,0,0,0,0,0,0,0,1,0,0,1009,0,0,0,3,0,0,914,4114,70,3200,261
PB,21172,PATOS,0,0,0,0,47233,16,0,0,22,0,0,0,0,0,28,0,0,48445,0,0,0,246,0,0,26447,132931,3053,106484,7441
PB,21199,PAULISTA,0,0,0,0,5410,1,0,0,1,0,0,0,0,0,1,0,0,7642,0,0,0,3,0,0,4403,19252,360,14849,1431
PB,21210,PEDRA BRANCA,0,0,0,0,2346,0,0,0,0,0,0,0,0,0,0,0,0,2357,0,0,0,2,0,0,1096,6416,79,5320,536
PB,21237,PEDRA LAVRADA,0,0,0,0,4690,1,0,0,2,0,0,0,0,0,1,0,0,3546,0,0,0,11,0,0,1404,11012,287,9608,1070
PB,21253,PEDRAS DE FOGO,0,0,0,0,16715,2,0,0,6,0,0,0,0,0,0,0,0,10936,0,0,0,11,0,0,2746,34148,799,31402,2933
PB,21270,PIANCÓ,0,0,0,0,6734,3,0,0,9,0,0,0,0,0,7,0,0,9707,0,0,0,23,0,0,3908,23200,541,19292,2268
PB,21296,PICUÍ,0,0,0,0,8035,5,0,0,4,0,0,0,0,0,2,0,0,12055,0,0,0,15,0,0,5469,28516,549,23047,2382
PB,21318,PILAR,0,0,0,0,7640,9,0,0,4,0,0,0,0,0,6,0,0,4913,0,0,0,20,0,0,3279,17708,463,14429,1374
PB,21334,PILÕES,0,0,0,0,3831,2,0,0,7,0,0,0,0,0,2,0,0,4405,0,0,0,8,0,0,3257,12994,356,9737,1126
PB,21350,PILÕEZINHOS,0,0,0,0,2914,1,0,0,3,0,0,0,0,0,1,0,0,3086,0,0,0,8,0,0,2649,9930,446,7281,822
PB,21377,PIRPIRITUBA,0,0,0,0,5455,4,0,0,6,0,0,0,0,0,2,0,0,4346,0,0,0,20,0,0,3711,15057,450,11346,1063
PB,21393,PITIMBU,0,0,0,0,6750,2,0,0,3,0,0,0,0,0,3,0,0,6306,0,0,0,8,0,0,3827,19430,792,15603,1739
PB,21415,POCINHOS,0,0,0,0,8024,6,0,0,6,0,0,0,0,0,3,0,0,9753,0,0,0,36,0,0,4784,25778,993,20994,2173
PB,21431,POMBAL,0,0,0,0,17363,6,0,0,10,0,0,0,0,0,1,0,0,16895,0,0,0,31,0,0,9979,47958,589,37979,3084
PB,21458,PRATA,0,0,0,0,2598,0,0,0,1,0,0,0,0,0,1,0,0,2397,0,0,0,1,0,0,824,6505,159,5681,524
PB,21474,PRINCESA ISABEL,0,0,0,0,10312,8,0,0,7,0,0,0,0,0,1,0,0,9339,0,0,0,11,0,0,7182,29854,658,22672,2336
