SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,102,694,57,1897,11,609,0,0,8,145,0,78,16,89,27,0,0,43,3,0,362,8,116,325,3,0,0,171,198,8,89,20,984,6902,165,5918,130
AC,1015,CAPIXABA,82,1128,258,1015,18,222,0,0,0,319,0,42,10,56,70,0,0,26,10,0,673,24,77,602,2,0,4,158,222,1,21,19,1241,6941,101,5700,68
AC,1023,PORTO ACRE,332,677,132,2099,57,1281,0,0,3,488,0,91,15,250,118,0,0,42,7,0,308,125,138,705,9,0,2,571,292,16,120,181,2108,11434,267,9326,161
AC,1031,SANTA ROSA DO PURUS,6,19,70,220,84,56,0,0,0,14,0,1,1,154,0,0,0,21,1,0,553,20,14,86,0,0,0,155,112,2,6,16,856,2783,28,1927,47
AC,1040,MARECHAL THAUMATURGO,3,91,136,270,14,1898,0,0,1,48,0,188,17,32,2,0,0,5,4,0,1422,63,3,396,1,0,0,482,715,1,0,0,2408,8799,23,6391,101
AC,1058,BRASILÉIA,282,328,323,4005,37,1433,0,0,17,632,0,118,12,640,48,0,0,16,4,0,305,34,48,2943,1,0,1,349,150,6,100,31,3616,17126,396,13510,199
AC,1066,PORTO WALTER,11,46,198,324,6,1512,0,0,2,138,0,128,6,32,2,0,0,5,1,0,785,63,5,31,1,0,1,163,220,1,4,2,1381,5444,32,4063,55
AC,1074,CRUZEIRO DO SUL,411,1959,191,2304,368,10244,0,0,56,723,0,8061,177,1877,133,0,0,284,39,0,5001,719,39,596,13,0,0,477,1528,11,86,50,12504,51461,819,38957,565
AC,1082,RODRIGUES ALVES,27,162,111,2386,248,1544,0,0,0,187,0,391,6,164,26,0,0,13,3,0,1072,37,7,72,0,0,0,20,297,3,44,4,2206,9731,70,7525,103
AC,1090,MÂNCIO LIMA,327,341,45,947,96,2930,0,0,1,225,0,358,30,121,165,0,0,23,10,0,967,75,11,41,3,0,0,215,792,3,25,3,2270,10818,147,8548,117
AC,1104,JORDÃO,0,21,127,454,0,609,0,0,0,0,0,75,56,55,5,0,0,2,0,0,224,23,0,210,0,0,0,140,905,0,0,0,1047,4311,16,3264,62
AC,1112,EPITACIOLÂNDIA,99,290,240,1739,24,282,0,0,5,1758,0,124,38,166,83,0,0,24,15,0,522,32,24,921,2,0,1,546,129,5,47,21,2097,10408,301,8311,143
AC,1120,ACRELÂNDIA,348,982,138,1631,27,179,0,0,0,358,0,40,15,497,136,0,0,101,27,0,259,32,47,377,0,0,3,461,170,7,23,19,2144,9143,356,6999,139
AC,1139,FEIJÓ,19,350,93,1033,45,183,0,0,1,24,0,63,10,9325,17,0,0,18,3,0,696,15,26,71,0,0,0,52,322,0,16,28,4565,18595,128,14030,313
AC,1392,RIO BRANCO,14823,13020,6501,54900,2417,12120,0,3,370,4440,0,3012,1463,4074,1998,0,0,4377,369,0,8243,2421,10034,16633,373,0,438,9682,3913,872,3510,1375,25621,231935,6804,206314,4051
AC,1457,SENA MADUREIRA,196,1255,620,3181,55,963,0,1,9,89,0,69,59,2314,117,0,0,119,40,0,740,60,91,5640,5,0,6,305,487,491,251,24,6206,25964,573,19758,365
AC,1473,TARAUACÁ,142,199,1007,3614,116,1068,0,1,3,162,0,313,1450,701,76,0,0,23,22,0,1890,34,61,276,3,0,2,894,2214,12,53,93,6063,23055,532,16992,409
AC,1490,XAPURI,195,534,93,3250,29,519,0,0,7,833,0,77,20,337,106,0,0,33,1,0,412,89,35,838,6,0,3,200,189,0,6,1,2340,11344,172,9004,160
AC,1511,PLÁCIDO DE CASTRO,123,657,420,2614,66,379,0,0,5,360,0,118,13,573,128,0,0,186,20,0,849,90,215,571,2,0,1,986,216,15,31,27,2575,12516,297,9941,166
AC,1538,SENADOR GUIOMARD,306,2754,202,2257,114,463,0,0,25,366,0,66,36,251,73,0,0,106,9,0,529,81,194,1214,8,0,8,2007,475,26,146,71,3146,16632,467,13486,201
AC,1554,MANOEL URBANO,60,164,243,704,8,159,0,0,1,557,0,8,26,158,12,0,0,394,77,0,597,29,29,165,3,0,17,289,75,18,137,4,1464,5992,105,4528,97
AC,1570,ASSIS BRASIL,9,258,192,1487,2,58,0,0,1,260,0,10,11,332,1,0,0,10,3,0,39,5,15,526,0,0,4,383,117,1,2,5,906,5186,52,4280,68
AL,27006,PARIPUEIRA,28,352,371,69,45,434,4,0,0,1,0,2331,46,26,6,640,0,6,25,1,7,15,53,138,14,0,5,13,0,75,532,100,1175,8056,764,6881,305
AL,27014,ÁGUA BRANCA,33,748,254,2677,31,1223,2,0,0,0,0,1001,29,15,0,194,0,1,49,0,11,0,22,938,12,0,2,0,0,42,120,1481,3063,13647,493,10584,408
AL,27022,PARICONHA,7,2224,77,620,6,40,1,0,0,0,0,751,6,5,0,577,0,0,0,0,9,0,11,311,5,0,0,0,0,10,32,293,1282,7146,250,5864,160
AL,27030,ANADIA,9,798,209,28,47,372,1,0,0,4,0,956,178,9,2,629,0,0,29,1,12,1,1426,869,5,0,1,8,0,242,206,529,3472,12013,766,8541,561
AL,27049,ESTRELA DE ALAGOAS,7,2401,302,53,21,742,1,0,0,0,0,26,46,0,0,137,0,1,43,0,6,0,47,1320,10,0,0,0,0,25,214,952,3078,10714,509,7636,200
AL,27057,ARAPIRACA,407,8650,7358,5891,384,10980,71,0,0,12,0,1804,620,140,953,7686,0,49,109,187,85,131,3510,31278,358,0,9,47,0,687,4053,3326,20303,128775,8067,108472,5160
AL,27065,JEQUIÁ DA PRAIA,2,146,110,50,8,2275,1,0,0,1,0,655,103,8,0,84,0,0,4,0,5,7,20,67,1,0,0,7,0,25,1037,164,1299,6812,310,5513,171
AL,27073,ATALAIA,82,3288,539,318,67,2469,4,0,0,478,0,829,73,69,3,1924,0,35,36,7,17,81,699,3713,24,0,9,41,0,573,1208,732,6051,28031,2131,21980,868
AL,27081,CAMPESTRE,30,20,166,26,20,446,0,0,0,0,0,3,29,10,1,633,0,9,5,0,3,0,545,766,1,0,0,3,0,5,156,32,1012,4627,312,3615,108
AL,27090,BARRA DE SANTO ANTÔNIO,52,266,455,80,165,1234,1,0,0,1,0,351,24,20,5,445,0,2,114,1,15,13,982,847,14,0,5,9,0,77,820,137,1801,9802,961,8001,348
AL,27111,BARRA DE SÃO MIGUEL,12,184,227,36,32,600,1,0,0,0,0,774,35,10,2,849,0,5,48,2,9,0,34,245,12,0,1,4,0,125,519,304,757,5610,293,4853,227
AL,27138,BATALHA,11,638,73,38,58,1177,0,0,0,0,0,42,7,8,1,1105,0,2,34,5,8,2,638,1500,20,0,1,0,0,23,156,2153,2063,11049,403,8986,350
AL,27154,BELÉM,5,944,39,396,17,105,2,0,0,3,0,7,20,14,0,223,0,2,14,1,4,1,345,607,4,0,1,3,0,14,108,124,892,4457,216,3565,122
AL,27170,BELO MONTE,4,26,15,36,8,224,0,0,0,0,0,1,22,14,0,473,0,0,0,0,0,0,1620,458,3,0,6,3,0,1,35,97,849,4328,159,3479,90
AL,27197,BOCA DA MATA,21,971,229,71,23,1894,2,0,0,0,0,3770,140,29,1,1016,0,9,48,2,6,0,69,803,20,0,5,12,0,332,717,803,4227,18557,1644,14330,709
AL,27219,BRANQUINHA,63,32,80,1920,44,86,4,0,0,0,0,13,10,5,0,342,0,2,29,0,1,1,50,1027,2,0,1,5,0,42,377,36,2112,7378,378,5266,182
AL,27235,CACIMBINHAS,23,50,1212,50,35,129,2,0,0,0,0,30,21,3,30,102,0,1,9,1,3,0,106,2533,6,0,1,0,0,7,78,400,1543,7260,186,5717,188
AL,27251,CAJUEIRO,29,146,404,732,17,2654,2,0,0,2,0,25,25,7,4,481,0,1,338,3,2,9,111,2186,15,0,0,6,0,121,474,373,2786,13074,918,10288,407
AL,27278,CAMPO ALEGRE,16,8324,220,174,104,948,2,0,0,2,0,30,38,173,4,981,0,1,89,2,8,21,1155,325,17,0,2,11,0,281,504,496,4585,20988,1062,16403,541
AL,27294,CAMPO GRANDE,4,2264,72,354,10,289,1,0,0,0,0,13,13,29,0,312,0,0,6,0,3,1,30,1512,4,0,0,0,0,7,75,90,1381,7242,328,5861,114
AL,27316,CANAPI,6,43,46,561,8,2790,0,0,0,0,0,4,12,25,1,2000,0,7,1,0,5,1,796,48,15,0,1,0,0,19,321,456,2957,11722,497,8765,369
AL,27332,CAPELA,20,387,1008,126,40,687,1,0,0,43,0,942,121,13,0,242,0,7,24,4,8,4,42,3001,8,0,0,4,0,454,307,211,2405,11935,670,9530,414
AL,27359,CARNEIROS,1,1001,66,177,45,178,0,0,0,0,0,26,10,2,0,156,0,2,1,0,3,0,1843,91,5,0,1,0,0,8,50,327,1237,5745,128,4508,126
AL,27375,CHÃ PRETA,27,99,46,98,8,745,1,0,0,0,0,4,7,23,0,132,0,0,74,0,4,1,90,976,9,0,1,3,0,10,853,141,1311,5391,302,4080,138
AL,27391,COITÉ DO NÓIA,5,2329,133,27,12,585,20,0,0,1,0,18,15,3,3,70,0,1,4,0,1,1,979,760,8,0,0,4,0,10,112,178,1633,7845,341,6212,234
AL,27413,COLÔNIA LEOPOLDINA,19,414,175,387,29,506,4,0,0,2,0,506,100,19,0,2918,0,2,94,1,6,3,55,2188,3,0,1,6,0,8,957,26,2855,13168,776,10313,438
AL,27430,COQUEIRO SECO,7,39,161,54,20,535,2,0,0,0,0,834,176,153,0,114,0,1,7,1,1,1,13,446,9,0,0,5,0,45,190,30,460,4113,379,3653,204
AL,27456,CORURIPE,55,635,1250,131,143,14513,8,0,0,7,0,1170,1480,15,5,524,0,7,67,5,47,15,43,1151,48,0,20,13,0,116,1189,864,7637,36985,2824,29348,1412
AL,27472,DELMIRO GOUVEIA,1017,950,2855,1647,61,1019,2,0,0,4,0,1177,481,11,20,4234,0,6,32,9,8,4,31,2484,49,0,8,3,0,913,333,4710,6417,33644,1964,27227,1398
AL,27499,DOIS RIACHOS,18,31,64,64,85,1488,6,0,0,0,0,529,86,1,3,169,0,0,1,0,2,1,1943,125,9,0,0,3,0,12,54,318,2003,7848,248,5845,188
AL,27510,FEIRA GRANDE,10,922,195,176,43,1227,0,0,0,0,0,27,38,9,5,3145,0,0,1,6,10,5,874,2159,13,0,0,1,0,22,87,870,2660,14748,1033,12088,490
AL,27537,FELIZ DESERTO,1,35,343,7,7,1076,0,0,0,1,0,19,90,13,0,42,0,0,0,0,59,0,26,18,0,0,0,0,0,16,28,71,781,3151,234,2370,132
AL,27553,FLEXEIRAS,37,1928,30,37,34,1094,1,0,0,2,0,27,212,62,0,418,0,9,21,6,9,5,35,87,5,0,0,2,0,75,661,148,1796,7814,396,6018,223
AL,27570,GIRAU DO PONCIANO,12,166,429,278,46,1910,6,0,0,0,0,3957,91,6,13,524,0,1,36,1152,3,2,865,569,74,0,10,76,0,30,3206,596,5405,22708,1463,17303,624
AL,27596,IBATEGUARA,49,68,446,55,11,36,1,0,0,0,0,243,130,9,1,185,0,3,4,0,0,1,1391,203,17,0,16,2,0,98,3411,30,1895,9567,630,7672,217
AL,27618,IGACI,10,252,343,239,38,2497,6,0,0,0,0,744,124,12,5,440,0,3,47,8,7,3,70,1346,21,0,3,5,0,44,280,3647,5010,17868,1074,12858,565
AL,27634,IGREJA NOVA,25,1153,369,56,74,3038,1,0,0,0,0,289,329,36,0,348,0,2,4,0,13,1,20,669,20,0,21,3,0,133,218,2147,2968,15476,2025,12508,621
AL,27650,INHAPI,15,844,63,2917,11,429,0,0,0,0,0,411,851,3,0,500,0,6,1,0,3,3,50,222,8,0,14,3,0,7,164,330,2448,10983,443,8535,348
AL,27677,JACARÉ DOS HOMENS,8,1379,26,28,10,142,0,0,0,0,0,4,10,0,0,259,0,0,0,0,11,0,536,376,11,0,1,3,0,9,51,122,860,4306,146,3446,99
AL,27693,JACUÍPE,2,1,180,67,12,1406,0,0,0,0,0,6,6,2,2,253,0,0,1,1,1,0,1219,12,3,0,1,0,0,8,42,11,891,4722,258,3831,77
AL,27715,JAPARATINGA,13,48,193,68,49,96,0,0,0,0,0,26,7,0,0,212,0,0,6,0,13,1,1730,769,2,0,3,5,0,24,180,33,1159,5685,600,4526,184
AL,27731,JARAMATAIA,4,30,385,32,9,94,0,0,0,0,0,42,74,4,1,1261,0,0,12,50,2,1,101,499,1,0,0,0,0,7,55,162,794,4202,188,3408,142
AL,27758,JOAQUIM GOMES,19,532,168,126,99,1193,8,0,0,1,0,607,214,8,1,1653,0,17,16,33,15,3,723,1315,10,0,8,2,0,80,321,157,2432,11811,806,9379,421
AL,27774,JUNDIÁ,8,329,27,51,4,658,0,0,0,1,0,12,1,2,0,766,0,0,17,0,3,0,18,366,1,0,0,0,0,4,108,11,971,3826,165,2855,96
AL,27790,JUNQUEIRO,34,4593,809,151,29,1043,4,0,0,0,0,74,36,100,5,1042,0,8,38,2,7,2,816,470,15,0,1,4,0,127,599,419,3982,17049,1394,13067,530
AL,27812,LAGOA DA CANOA,10,882,203,81,25,623,0,0,0,1,0,634,36,11,13,3514,0,1,1,14,2,0,1001,1090,129,0,1,1,0,39,138,614,1954,12380,550,10426,264
AL,27839,LIMOEIRO DE ANADIA,7,4772,169,64,29,159,9,0,0,0,0,33,12,94,3,145,0,44,4,2,6,26,4415,334,12,0,0,1,0,27,287,194,2953,15261,650,12308,322
AL,27855,MACEIÓ,4917,19383,36809,12544,5406,36134,1356,0,0,96,0,14379,8698,3054,687,74217,0,1005,2892,342,1162,1095,5464,29089,3367,0,541,903,0,11251,68084,11315,89605,551253,44298,461648,37910
AL,27871,MAJOR ISIDORO,11,97,176,147,36,597,0,0,0,0,0,3285,24,5,2,316,0,0,57,2,3,1,862,2271,7,0,0,17,0,18,260,721,3072,13519,510,10447,331
AL,27898,MARAGOGI,43,2613,796,137,116,288,3,0,0,3,0,728,137,13,7,2702,0,0,35,3,25,1,593,623,31,0,13,7,0,45,277,188,3151,17351,2740,14200,877
AL,27910,MARAVILHA,10,1400,28,46,18,320,0,0,0,0,0,349,5,0,0,222,0,0,19,0,1,0,1778,315,4,0,0,0,0,6,119,204,1568,7089,216,5521,158
AL,27936,MARECHAL DEODORO,80,401,1306,878,329,4910,43,0,0,1,0,918,110,71,11,1269,0,12,64,13,76,25,250,5684,54,0,7,22,0,414,2110,601,6280,31717,2649,25437,1448
AL,27952,MARIBONDO,8,91,268,81,23,1107,6,0,0,1,0,783,328,8,7,792,0,3,78,2,5,6,1192,603,9,0,9,26,0,169,341,376,2059,9847,502,7788,445
AL,27979,MAR VERMELHO,5,22,278,91,3,875,3,0,0,0,0,5,5,0,2,127,0,0,10,0,0,0,94,107,3,0,5,0,0,75,42,188,563,3007,179,2444,154
AL,27995,MATA GRANDE,10,3431,58,1156,16,1855,0,0,0,7,0,24,29,5,0,198,0,1,16,1,8,0,784,525,13,0,0,0,0,16,575,439,3642,15096,914,11454,388
AL,28010,MATRIZ DE CAMARAGIBE,78,140,1476,176,116,1381,1,0,0,1,0,230,156,5,17,3494,0,5,47,1,5,1,883,1730,10,0,14,12,0,60,397,108,3658,16484,1045,12826,405
AL,28037,MESSIAS,23,115,156,158,60,711,1,0,0,0,0,1005,107,13,3,949,0,28,17,15,5,16,37,2909,13,0,2,33,0,166,814,180,2060,11413,808,9353,316
AL,28053,MINADOR DO NEGRÃO,0,28,413,31,5,497,0,0,0,0,0,8,10,0,1,34,0,0,3,0,6,0,8,179,9,0,0,2,0,0,50,1282,689,3790,123,3101,180
AL,28070,MONTEIRÓPOLIS,4,30,22,20,11,1044,0,0,0,0,0,778,112,1,0,68,0,0,55,0,5,0,231,912,8,0,0,0,0,4,22,186,1131,5238,167,4107,130
AL,28096,MURICI,28,948,1130,369,82,1469,1,0,0,0,0,167,142,61,0,1308,0,1,115,0,7,49,12,504,37,0,0,6,0,161,3676,1125,3407,17759,1216,14352,536
AL,28118,NOVO LINO,54,523,67,47,72,1646,0,0,0,0,0,275,35,3,1,394,0,12,29,0,5,0,727,1092,3,0,0,2,0,18,237,105,1772,8338,610,6566,176
AL,28134,OLHO D'ÁGUA DAS FLORES,25,767,177,533,90,751,1,0,0,2,0,1728,127,13,2,599,0,0,21,3,12,4,99,2175,23,0,1,1,0,33,348,939,3056,13503,704,10447,561
AL,28150,OLHO D'ÁGUA DO CASADO,16,365,116,999,11,337,0,0,0,0,0,6,9,0,0,663,0,17,3,0,1,20,687,428,0,0,0,4,0,6,19,221,1304,6077,231,4773,209
AL,28177,OLHO D'ÁGUA GRANDE,2,1340,51,5,9,130,0,0,0,0,0,7,2,0,0,165,0,0,0,3,0,0,208,438,1,0,0,0,0,1,45,116,821,3792,189,2971,74
AL,28193,OLIVENÇA,1,406,59,64,21,1095,0,0,0,0,0,47,47,5,0,448,0,0,8,7,6,0,1872,845,11,0,0,8,0,27,48,415,1538,7713,172,6175,164
AL,28215,OURO BRANCO,6,672,352,2660,23,457,0,0,0,0,0,7,4,0,1,316,0,2,1,1,1,1,54,27,3,0,0,0,0,9,56,206,1313,7095,278,5782,169
AL,28231,PALESTINA,8,6,55,184,19,1168,1,0,0,0,0,3,2,1,8,48,0,0,1,0,0,0,3,971,1,0,0,0,0,6,12,102,820,3847,136,3027,109
AL,28258,PALMEIRA DOS ÍNDIOS,58,803,3952,1184,237,5987,29,0,0,1,0,809,300,11,15,2111,0,12,937,15,27,5,1105,4657,76,0,17,9,0,574,2257,5586,8688,46881,3005,38193,1963
AL,28274,PÃO DE AÇÚCAR,338,401,1093,662,111,1580,7,0,0,0,0,607,36,4,9,639,0,2,15,1,17,2,63,3957,21,0,4,6,0,14,461,547,3574,16430,794,12856,469
AL,28290,PASSO DE CAMARAGIBE,62,1157,342,43,37,1030,1,0,0,0,0,95,19,34,0,837,0,1,6,0,11,3,368,1917,6,0,6,0,0,119,364,93,2016,10336,884,8320,318
AL,28312,PAULO JACINTO,4,30,70,31,5,925,1,0,0,0,0,118,12,3,0,757,0,6,79,0,4,0,79,1043,7,0,4,0,0,83,268,167,1260,5919,395,4659,254
AL,28339,PENEDO,63,388,1989,520,287,4936,21,0,0,1,0,1620,4529,65,9,330,0,0,70,5,22,9,64,1547,54,0,6,17,0,2222,1056,2637,9248,39012,3603,29764,1851
AL,28355,PIAÇABUÇU,27,1896,326,168,160,2377,0,0,0,0,0,15,161,37,0,488,0,8,25,0,19,2,43,62,19,0,2,5,0,153,116,650,2891,12003,950,9112,839
AL,28371,PILAR,143,2387,1956,480,121,748,6,0,0,49,0,1914,269,55,3,1574,0,33,40,3,8,19,111,1874,39,0,2,36,0,416,1103,419,4524,23176,2516,18652,1159
AL,28398,PINDOBA,23,31,44,33,10,98,1,0,0,0,0,5,1,7,0,158,0,1,12,0,0,7,235,737,2,0,0,1,0,22,41,93,341,2236,90,1895,83
AL,28410,PIRANHAS,73,1962,449,158,71,2980,1,0,0,1,0,21,56,9,40,524,0,12,24,1,9,12,93,2399,20,0,1,1,0,31,94,969,3337,15550,724,12213,610
AL,28436,POÇO DAS TRINCHEIRAS,7,156,139,180,18,251,0,0,0,0,0,1195,25,9,0,1500,0,0,0,0,10,1,832,1321,18,0,0,0,0,13,78,366,1812,8915,265,7103,227
AL,28452,PORTO CALVO,115,351,906,124,202,1467,0,0,0,0,0,1912,190,17,2,1252,0,0,27,2,9,4,1433,1446,11,0,2,3,0,40,1359,70,4083,18207,1669,14124,557
AL,28479,PORTO DE PEDRAS,9,29,175,19,64,705,0,0,0,2,0,13,14,1,0,331,0,2,7,0,8,5,20,2515,6,0,0,0,0,15,106,33,1186,6113,383,4927,179
AL,28495,PORTO REAL DO COLÉGIO,79,1404,110,30,36,1248,3,0,0,0,0,765,45,7,0,1543,0,0,3,0,6,1,831,1329,10,0,5,19,0,62,127,530,2437,13158,1308,10721,528
AL,28517,QUEBRANGULO,2,65,166,44,13,889,3,0,0,0,0,378,66,16,3,222,0,1,114,0,2,1,38,1534,8,0,4,2,0,24,2081,245,1726,8851,446,7125,235
AL,28533,RIO LARGO,184,1417,1318,1160,248,3483,26,0,0,4,0,2736,231,1084,19,7134,0,35,85,16,38,74,1573,3690,88,0,21,60,0,2972,2757,1047,7908,48337,4364,40429,2162
AL,28550,ROTEIRO,3,15,697,21,22,143,0,0,0,0,0,509,7,2,2,44,0,0,8,0,3,0,48,212,2,0,0,0,0,18,97,743,680,3854,211,3174,129
AL,28576,SANTA LUZIA DO NORTE,32,87,212,172,71,505,6,0,0,0,0,559,250,7,0,230,0,0,12,2,4,7,190,299,28,0,2,9,0,116,425,137,641,5027,440,4386,271
AL,28592,SANTANA DO IPANEMA,79,892,621,746,144,1170,1,0,0,0,0,2229,261,8,5,1357,0,0,30,1,42,1,2211,3881,181,0,4,6,0,219,1014,4328,5264,28075,1053,22811,1051
AL,28614,SANTANA DO MUNDAÚ,11,33,91,159,36,122,0,0,0,0,0,161,14,11,0,462,0,0,35,0,17,3,1370,322,3,0,2,2,0,31,1597,17,1608,7107,451,5499,177
AL,28630,SÃO BRÁS,16,92,65,67,19,148,0,0,0,0,0,575,1,1,0,141,0,0,5,0,5,0,28,1866,3,0,0,3,0,46,11,339,965,5220,406,4255,123
AL,28657,SÃO JOSÉ DA LAJE,21,253,246,205,22,650,0,0,0,0,0,855,33,32,1,896,0,0,7,0,1,6,704,3057,13,0,17,17,0,126,3007,102,2846,15387,970,12541,469
AL,28673,SÃO JOSÉ DA TAPERA,41,560,683,734,45,3050,2,0,0,0,0,84,59,3,3,1454,0,4,37,1,31,1,615,2745,23,0,0,10,0,35,192,662,4699,18315,818,13616,547
AL,28690,SÃO LUÍS DO QUITUNDE,95,1978,817,271,136,2025,1,0,0,3,0,507,75,8,3,4090,0,2,175,0,15,2,62,1552,20,0,9,14,0,348,495,200,4472,20559,1589,16087,611
AL,28711,SÃO MIGUEL DOS CAMPOS,42,2723,454,392,192,1397,5,0,0,4,0,1053,98,69,0,2798,0,67,626,4,45,14,955,1672,37,0,62,9,0,805,2311,8713,6138,35545,2009,29407,1400
AL,28738,SÃO MIGUEL DOS MILAGRES,12,115,252,53,22,604,5,0,0,0,0,18,78,9,0,286,0,1,18,0,0,1,18,1331,8,0,1,5,0,19,308,46,1133,5680,593,4547,419
AL,28754,SÃO SEBASTIÃO,21,5022,147,343,29,3886,0,0,0,0,0,406,105,86,5,392,0,1,33,4,15,6,331,1415,9,0,6,6,0,155,235,1177,4586,22243,1984,17657,582
AL,28770,SATUBA,140,205,229,66,54,720,9,0,0,3,0,1709,81,19,4,562,0,13,18,1,2,17,128,431,25,0,3,49,0,192,1280,210,1340,9050,787,7710,351
AL,28797,TANQUE D'ARCA,3,59,256,138,5,641,1,0,0,1,0,16,19,1,0,676,0,0,41,0,1,0,493,161,7,0,1,60,0,18,47,193,1093,4774,404,3681,186
AL,28819,TAQUARANA,19,2705,98,200,15,989,1,0,0,3,0,29,10,9,0,441,0,0,4,0,12,1,1588,1481,14,0,2,7,0,22,235,298,2441,12185,619,9744,402
AL,28835,TRAIPU,9,859,143,1207,21,1080,2,0,0,0,0,53,88,10,16,3562,0,0,22,86,9,2,51,2323,17,0,100,7,0,11,387,216,3821,15834,499,12013,391
AL,28851,UNIÃO DOS PALMARES,73,348,1546,1220,135,2028,11,0,0,5,0,915,625,59,6,6604,0,31,481,11,8,8,1304,1490,41,0,5,37,0,454,7323,360,8612,40396,2766,31784,1676
AL,28878,VIÇOSA,63,897,1571,104,63,1505,0,0,0,2,0,92,77,31,2,704,0,0,149,2,3,4,729,3965,14,0,1,18,0,212,746,477,3665,18241,1265,14576,909
AL,28894,CRAÍBAS,8,1218,231,156,16,947,2,0,0,0,0,1641,39,3,4,225,0,0,28,73,10,2,1133,2693,30,0,2,3,0,24,183,1589,3188,15760,964,12572,451
AL,28916,SENADOR RUI PALMEIRA,11,749,48,62,13,1080,4,0,0,0,0,2507,14,4,0,135,0,0,1,0,0,0,183,88,3,0,0,0,0,7,18,319,1717,7849,179,6132,191
AL,28932,TEOTÔNIO VILELA,25,5367,296,482,124,2334,5,0,0,1,0,156,75,183,5,433,0,6,14,1,11,2,845,4425,57,0,2,2,0,127,595,542,5603,25481,1743,19878,740
AM,2003,APUÍ,7,4,2,176,61,209,1,0,3,0,0,1269,25,449,0,0,0,1,1,0,9,0,2,286,1,0,0,2294,821,0,9,0,3101,9485,242,6384,106
AM,2011,NOVO AIRÃO,73,175,2,57,395,363,0,7,26,2,0,557,133,866,0,0,0,21,0,99,74,0,48,1685,12,0,0,1223,96,0,1,4,1132,7676,122,6544,95
AM,2020,GUAJARÁ,35,2,3,44,102,45,0,0,1,0,0,127,126,175,0,0,0,0,1,0,0,0,9,891,0,0,0,2728,353,0,0,0,3343,8659,154,5316,92
AM,2038,ANORI,87,36,1,152,198,113,0,0,23,0,0,717,44,107,0,0,0,12,1,29,20,0,25,1872,1,0,0,2111,790,0,0,1,2530,9328,85,6798,69
AM,2046,CAREIRO DA VÁRZEA,90,379,11,193,410,1330,0,23,118,5,2,1200,626,451,0,0,0,55,10,85,120,0,21,1312,11,0,0,3391,387,0,7,11,1610,12802,178,11192,88
AM,2054,ATALAIA DO NORTE,38,10,2,67,141,244,0,0,1,0,0,31,51,149,0,0,0,1,0,0,2,0,4,1043,0,0,0,2418,154,0,1,0,2184,6919,28,4735,44
AM,2070,AUTAZES,59,437,16,605,2661,842,0,8,57,5,1,987,253,204,0,0,0,7,0,58,153,0,25,1742,6,0,0,6783,281,0,7,15,5666,22305,263,16639,211
AM,2097,BARCELOS,93,184,5,129,224,333,3,0,38,0,0,427,203,559,0,0,0,19,1,37,32,1,6,1279,0,0,0,1675,202,0,6,1,3162,9227,124,6065,78
AM,2119,BARREIRINHA,51,114,26,526,106,1845,4,10,11,0,0,2891,170,403,0,0,0,20,0,1,42,0,41,737,2,0,0,3919,270,0,2,3,4513,16916,239,12403,107
