SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
BA,37338,MORPARÁ,19,77,14,2206,0,4,1,1,2,3,0,75,1,66,0,1,0,0,1,22,2,2,5,21,0,6,0,1374,0,0,6,0,1860,6954,123,5094,552
BA,37354,MORRO DO CHAPÉU,176,1217,67,883,169,200,0,6,27,218,0,71,13,3918,1,6,0,0,2,6,119,10,79,69,71,73,0,6487,910,0,42,10,5352,22916,593,17564,676
BA,37370,MORTUGABA,9,2116,15,1432,0,14,0,0,0,21,0,32,3,22,0,0,0,0,0,1,5,4,9,1974,0,2,3,23,3,5,26,0,2663,9291,193,6628,152
BA,37397,MUCUGÊ,25,62,35,1313,19,142,2,2,1,127,0,70,1,2185,0,0,0,0,0,1,18,40,24,35,2,9,6,118,106,1,724,77,1769,8308,448,6539,285
BA,37419,MUCURI,181,1800,144,2218,43,817,1,1,4,908,0,23,38,498,4,5,0,0,3,715,188,13,123,4685,262,29,17,1651,29,11,131,13,8552,26508,1473,17956,650
BA,37427,MULUNGU DO MORRO,3,25,33,2088,27,299,0,0,4,99,0,30,5,1275,0,0,0,0,2,0,40,1,4,4,2,6,0,1776,31,0,53,0,2571,9189,272,6618,109
BA,37435,MUNDO NOVO,96,139,1941,615,31,1644,3,15,86,171,0,41,9,2551,1,13,0,0,0,2,172,2,22,433,2,15,1,375,87,1,15,12,4723,15301,524,10578,464
BA,37451,MUNIZ FERREIRA,117,1029,74,184,22,13,3,4,44,94,0,30,13,687,0,1,0,0,1,2,115,8,40,116,55,16,0,34,1519,0,55,31,1498,7019,349,5521,385
BA,37460,MUQUÉM DO SÃO FRANCISCO,173,2192,91,1308,2,12,0,48,3,61,0,64,23,445,1,0,0,0,1,1,8,4,0,142,2,6,0,442,2,0,300,1,2170,8476,131,6306,285
BA,37478,MURITIBA,467,117,4282,1021,2255,150,10,13,53,496,0,84,27,887,17,48,0,0,2,10,488,60,46,646,26,120,4,123,344,23,52,18,2380,18008,1527,15628,948
BA,37494,MUTUÍPE,153,1080,248,4144,396,48,4,7,4,257,0,27,8,162,3,3,0,0,1,0,334,23,65,142,11,19,4,324,149,1,2189,7,4955,17419,721,12464,698
BA,37516,NAZARÉ,1338,1042,109,1146,910,105,13,29,1794,276,0,102,28,170,2,5,0,0,3,7,2011,14,59,826,51,160,7,76,1049,1,59,85,4814,21236,1409,16422,2106
BA,37532,NILO PEÇANHA,60,224,26,1926,20,23,2,5,249,163,0,14,9,1485,1,10,0,0,0,1,44,8,4,298,2,4,0,57,19,0,319,3,1734,8063,378,6329,323
BA,37559,NOVA CANAÃ,29,47,26,1322,2724,269,2,2,0,96,0,10,20,84,1,0,0,0,0,9,44,28,9,25,5,10,1,2208,36,14,29,1,3769,12453,311,8684,330
BA,37567,NOVA FÁTIMA,7,903,30,1027,5,51,1,1,21,121,0,1542,3,555,0,2,0,0,1,5,23,3,12,14,4,16,3,32,322,0,3,2,1362,6916,234,5554,187
BA,37575,NOVA ITARANA,18,1675,74,51,14,144,1,2,5,49,0,7,8,328,0,0,0,0,0,10,97,15,14,574,2,6,0,23,54,0,17,0,1473,5446,231,3973,103
BA,37583,NOVA REDENÇÃO,7,666,13,889,8,5,0,0,0,62,0,4,0,139,0,0,0,0,2,0,43,1,7,10,0,2,2,45,1580,0,16,1,1599,5886,145,4287,179
BA,37591,NOVA SOURE,52,4049,160,1722,54,412,7,1,23,273,0,36,16,1539,3,3,0,0,2,31,60,102,32,174,4,54,1,2179,123,0,178,0,4898,18667,852,13769,555
BA,37613,NOVA VIÇOSA,207,6630,42,1431,216,82,2,5,2,467,0,62,57,3023,0,3,0,0,2,1535,249,16,205,464,880,66,12,91,82,6,164,2,8061,28098,1509,20037,1070
BA,37621,NOVO TRIUNFO,12,2227,795,241,31,21,2,0,5,40,0,24,2,974,0,1,0,0,2,0,12,3,0,36,0,0,0,38,1,0,40,0,2584,7736,124,5152,112
BA,37630,OLINDINA,119,2681,2176,599,277,59,5,4,641,683,0,1780,7,244,0,22,0,0,2,7,93,31,311,71,6,71,0,205,363,0,249,9,6580,19938,1078,13358,509
BA,37656,OLIVEIRA DOS BREJINHOS,24,1044,32,2987,5,32,2,90,6,69,0,3039,8,73,0,0,0,0,1,5,63,67,60,135,9,15,0,1048,15,1,1017,0,4087,15889,718,11802,340
BA,37672,OURIÇANGAS,86,944,28,188,3,17,2,4,8,68,0,3,13,242,0,4,0,0,0,4,31,8,0,15,28,10,0,1467,41,0,927,1,1762,6834,317,5072,209
BA,37680,OUROLÂNDIA,31,69,22,3190,20,967,1,0,8,409,0,180,3,1278,0,5,0,0,0,27,33,3,10,135,3,1,3,94,626,1,34,318,3915,12939,345,9024,340
BA,37699,PALMAS DE MONTE ALTO,103,261,18,743,5,26,0,6,0,38,0,51,2,86,0,1,0,0,0,0,450,30,5,19,5,105,0,1549,6218,2,877,1,3508,16187,432,12679,477
BA,37710,PALMEIRAS,49,69,1054,503,1156,11,3,2,8,70,0,42,4,380,0,0,0,0,1,0,30,41,4,11,6,19,4,48,245,0,41,12,1305,6111,221,4806,242
BA,37737,PARAMIRIM,168,126,20,926,12,457,0,87,9,140,0,82,7,1413,0,1,0,0,1,4,44,139,18,108,24,31,34,3451,639,0,1284,1,4833,16067,844,11234,355
BA,37753,PARATINGA,25,223,30,6493,3,69,1,11,2,68,0,65,27,980,18,22,0,0,2,42,102,54,9,1397,9,22,0,200,19,0,2566,0,5787,21488,765,15701,1216
BA,37770,PARIPIRANGA,80,3513,194,4045,273,595,10,2,917,67,0,27,11,686,0,0,0,0,3,3,127,11,11,1465,4,13,0,516,237,2,15,11,3196,19849,1551,16653,778
BA,37796,PAU BRASIL,10,36,28,3294,4,13,0,1,0,282,0,11,29,70,0,4,0,0,1,3,58,16,4,40,1,17,1,25,446,0,13,0,2039,7340,233,5301,150
BA,37818,PAULO AFONSO,765,14747,320,12833,1750,108,13,12,226,1918,0,138,143,7174,9,14,0,0,4,15,2838,18,390,83,57,56,0,456,953,8,159,196,19303,77751,5963,58448,2871
BA,37834,PEDRÃO,48,562,477,399,16,307,2,20,8,123,0,1,48,35,0,0,0,0,2,12,45,9,9,102,7,15,0,53,48,4,1182,16,1503,5904,353,4401,157
BA,37850,PEDRO ALEXANDRE,53,2625,44,1378,48,654,0,2,63,108,0,8,1,96,0,1,0,0,1,0,18,1,3,70,1,0,0,149,21,0,32,0,2645,9235,353,6590,202
BA,37877,PIATÃ,42,51,4103,1062,7,34,4,82,1,122,0,41,31,1657,0,0,0,0,3,5,10,199,11,502,4,1,53,847,29,0,24,3,4267,15000,495,10733,361
BA,37893,PILÃO ARCADO,66,3160,133,4271,85,96,5,1,632,53,0,78,6,83,2,2,0,0,0,3,968,10,67,2762,16,36,135,95,1638,0,634,8,5903,23571,340,17668,553
BA,37915,PINDAÍ,9,19,293,656,4,2052,0,1,1,40,0,67,43,1873,0,1,0,0,0,0,126,10,6,5,3,182,0,57,36,0,1667,10,2872,11940,548,9068,397
BA,37931,PINDOBAÇU,139,352,456,3565,103,79,1,4,388,154,0,42,14,2941,0,1,0,0,0,0,30,2,52,118,73,133,6,224,73,0,33,6,3578,14552,647,10974,454
BA,37940,PIRAÍ DO NORTE,154,51,22,602,23,776,2,2,14,268,0,28,5,368,0,0,0,0,3,0,199,8,8,786,2,2,0,22,54,0,12,4,1132,5430,221,4298,164
BA,37958,PIRIPÁ,33,1744,594,524,150,11,1,67,0,68,0,10,11,142,0,0,0,0,1,4,25,24,9,11,21,0,1,563,11,20,740,0,3508,9095,162,5587,151
BA,37974,PIRITIBA,60,79,266,1982,16,357,2,3,333,187,0,121,2,212,0,7,0,0,0,13,1469,23,75,42,3,49,0,2489,111,2,20,23,3458,13253,357,9795,416
BA,37990,PLANALTINO,94,90,14,1482,36,119,2,0,6,29,0,100,0,403,1,0,0,0,0,5,13,2,27,19,0,6,1,41,1220,2,185,0,1419,6124,258,4705,149
BA,38016,PLANALTO,88,3459,320,4903,369,72,3,6,5,259,0,37,53,1031,0,114,0,0,1,80,42,150,45,81,1,17,0,64,21,2,71,2,3550,17172,715,13622,399
BA,38032,POÇÕES,296,620,81,2777,6247,1009,5,118,14,914,0,45,20,777,20,23,0,0,1,105,593,170,242,554,55,75,1,192,3373,28,130,22,10814,33862,1444,23048,1072
BA,38059,POJUCA,470,430,103,2648,117,34,20,52,435,882,0,102,18,621,2,19,0,0,1,318,359,26,96,5612,52,777,5,694,168,0,323,40,4507,25061,3066,20554,1848
BA,38067,PONTO NOVO,24,1521,1653,1037,35,35,0,2,12,34,0,28,6,1705,0,3,0,0,0,64,48,4,11,64,12,20,1,67,224,0,42,1,3944,12122,527,8178,306
BA,38075,PORTO SEGURO,1412,7736,133,6034,243,279,46,57,25,3990,0,579,246,1008,17,4091,0,0,9,9539,753,189,1437,620,159,222,1229,537,2266,16,528,76,22713,82450,7120,59737,4165
BA,38091,POTIRAGUÁ,59,2071,396,337,89,1088,2,3,0,130,0,4,17,61,1,43,0,0,1,10,26,9,31,78,0,17,0,37,13,1,106,2,3215,8792,205,5577,158
BA,38113,PRADO,229,3936,32,1239,31,2409,0,1,4,143,0,243,33,251,2,0,0,0,1,523,108,26,56,722,138,18,14,429,311,12,85,0,6960,20844,855,13884,885
BA,38130,PRESIDENTE DUTRA,69,80,513,508,418,1716,0,25,33,95,0,548,29,900,0,21,0,0,0,2,47,10,327,26,16,13,4,72,1013,0,67,2,2268,10633,627,8365,521
BA,38156,PRESIDENTE JÂNIO QUADROS,7,81,82,3302,8,18,0,0,0,67,0,890,6,89,0,3,0,0,0,11,6,23,5,15,0,1,0,745,9,46,427,13,4396,11128,147,6732,178
BA,38164,PRESIDENTE TANCREDO NEVES,164,2802,2355,873,94,68,7,9,18,341,0,62,11,960,8,0,0,0,2,6,49,211,52,1602,2,50,1,160,29,2,1065,5,5104,19059,1000,13955,528
BA,38172,QUEIMADAS,419,2394,659,4038,28,702,2,7,60,214,0,369,47,437,4,1,0,0,3,8,41,17,108,694,9,154,1,216,223,1,66,11,5022,18844,952,13822,584
BA,38199,QUINJINGUE,55,220,343,5242,47,93,4,3,22,303,0,1083,16,173,2,2,0,0,2,45,61,223,15,158,21,10,1,4964,33,0,41,4,4722,20132,567,15410,353
BA,38210,REMANSO,288,369,533,7088,46,31,7,179,22,242,0,252,28,2913,1,0,0,0,3,22,607,37,53,161,139,84,39,81,4691,0,51,6,7068,28818,891,21750,837
BA,38237,RETIROLÂNDIA,69,954,26,1348,13,443,0,1,11,210,0,19,13,278,0,5,0,0,1,14,40,5,34,40,6,17,1,2399,717,0,469,16,1637,10359,496,8722,321
BA,38253,RIACHÃO DAS NEVES,74,1346,353,688,422,170,0,7,134,76,0,185,5,76,0,1,0,0,2,3,71,7,46,580,1694,19,1,3466,59,0,804,7,4027,17261,548,13234,1008
BA,38270,RIACHÃO DO JACUÍPE,131,1023,1398,1507,31,237,10,28,2285,966,0,3915,40,2139,1,30,0,0,4,9,219,21,45,135,28,246,3,250,920,13,59,86,3899,24209,1554,20310,1307
BA,38296,RIACHO DE SANTANA,217,178,49,3537,2,188,0,6,0,52,0,1700,10,2381,0,1,0,0,0,3,2151,108,20,39,62,98,0,235,549,3,2125,1,5156,22315,1309,17159,675
BA,38318,RIBEIRA DO AMPARO,29,65,3169,2249,168,8,1,11,272,55,0,179,9,87,1,0,0,0,0,1,43,4,8,26,3,7,0,112,23,0,160,0,3329,11403,350,8074,299
BA,38334,RIBEIRA DO POMBAL,80,3277,196,1116,3356,157,6,7,26,198,0,9249,55,2483,5,23,0,0,3,19,107,170,25,470,11,154,0,457,388,1,1543,42,11399,39356,1535,27957,744
BA,38342,RIBEIRÃO DO LARGO,10,35,29,2063,35,169,0,1,0,118,0,13,1,387,3,1,0,0,0,12,57,127,3,89,0,5,1,1311,5,8,220,0,881,6430,166,5549,163
BA,38350,RIO DE CONTAS,3,45,17,345,45,154,0,70,1,91,0,37,9,2038,0,2,0,0,2,12,72,63,5,69,4,3,0,3684,39,4,300,13,2981,11517,401,8536,272
BA,38377,RIO DO ANTÔNIO,20,2532,19,2034,1,22,0,25,0,85,0,71,4,79,0,2,0,0,1,26,64,433,5,5,0,14,0,88,205,3,473,2,3534,11203,298,7669,271
BA,38393,RIO DO PIRES,8,1168,17,529,6,750,2,31,66,11,0,14,3,690,0,0,0,0,0,1,17,152,5,206,3,3,3,1814,57,0,17,0,3768,10282,268,6514,147
BA,38415,RIO REAL,289,5725,5589,473,5,1190,3,5,68,191,0,1169,24,994,0,20,0,0,2,11,62,11,113,140,7,42,2,344,56,1,222,14,7790,28424,1728,20634,699
BA,38431,RODELAS,40,885,23,732,29,50,0,2,1,93,0,22,6,235,1,0,0,0,1,0,28,110,8,33,2,1,5,65,1838,0,0,1,1126,5913,135,4787,151
BA,38458,RUY BARBOSA,258,171,49,5121,105,2262,32,12,87,413,0,199,12,1528,0,3,0,0,1,16,104,14,72,358,27,71,62,1806,62,4,151,46,7237,23666,940,16429,803
BA,38474,SALINAS DA MARGARIDA,245,184,1058,1369,32,552,5,0,62,193,0,11,44,899,1,8,0,0,0,0,1036,32,26,115,17,11,18,34,62,1,527,36,1930,10975,815,9045,942
BA,38490,SALVADOR,131646,13688,22525,205550,31528,11701,4272,5495,47450,53728,0,8370,15337,89243,663,5297,0,0,368,4069,50149,13343,13968,117653,11829,22891,851,20678,49134,1446,28262,50637,389782,1922192,182689,1532410,200814
BA,38512,SANTA BÁRBARA,296,3797,40,3338,58,298,3,14,51,377,0,94,52,894,1,30,0,0,1,6,73,5,26,300,24,138,0,667,113,1,173,22,3297,16929,904,13632,563
BA,38539,SANTA BRÍGIDA,43,1017,64,4515,35,125,0,23,5,50,0,12,26,854,0,4,0,0,1,0,45,0,10,10,3,5,0,79,17,0,60,1,3315,11667,305,8352,273
BA,38555,SANTA CRUZ CABRÁLIA,300,884,53,2203,203,39,5,12,4,1085,0,121,44,275,1,90,0,0,2,1634,88,109,121,103,7,21,286,564,692,0,121,4,5291,17512,1280,12221,698
BA,38571,SANTA CRUZ DA VITÓRIA,41,825,10,380,32,29,2,0,5,29,0,108,19,332,0,0,0,0,1,4,69,8,66,230,1,5,0,13,29,0,89,0,1742,4686,163,2944,106
BA,38598,SANTA INÊS,72,1847,143,351,68,69,2,0,2,37,0,17,5,29,0,2,0,0,0,1,29,6,15,62,22,25,0,28,1576,0,83,8,2448,8041,383,5593,263
BA,38610,SANTALUZ,380,2546,708,2246,36,4206,18,42,6,410,0,86,107,796,161,67,0,0,0,12,106,14,124,149,17,98,11,5333,184,0,154,11,6203,28212,1417,22009,938
BA,38636,SANTA MARIA DA VITÓRIA,68,4246,41,5004,47,2286,3,2,14,385,0,2747,11,306,0,3,0,0,3,42,167,62,16,70,11,155,0,1126,150,0,606,35,7524,29462,1377,21938,1058
BA,38652,SANTANA,19,5214,27,1917,22,17,0,2,1,73,0,341,11,95,0,0,0,0,3,1,16,30,55,1404,9,11,0,440,1839,1,109,171,4629,19178,881,14549,625
BA,38679,SANTANÓPOLIS,154,2624,20,715,8,166,3,3,7,105,0,18,11,981,1,5,0,0,2,11,102,8,11,51,13,36,0,73,36,0,19,13,1799,8324,520,6525,256
BA,38695,SANTA TEREZINHA,45,173,55,2058,476,174,0,3,19,60,0,115,35,218,0,4,0,0,0,4,45,30,28,43,3,38,6,1031,18,0,28,9,2325,8435,426,6110,320
BA,38717,SANTO AMARO,2684,375,418,7688,4532,80,36,71,68,1458,0,888,125,2820,6,415,0,0,3,74,471,43,228,1881,87,370,70,432,408,4,717,72,8448,44852,3620,36404,2883
BA,38733,SANTO ANTÔNIO DE JESUS,1606,4254,8449,7658,314,420,27,65,250,1761,0,275,232,2244,6,32,0,0,11,38,1708,100,820,1574,1226,290,48,1118,1082,36,1152,906,5417,55269,4428,49852,4060
BA,38750,SANTO ESTEVÃO,439,1894,70,8755,1648,1177,16,13,44,622,0,73,42,489,10,16,0,0,4,2,149,26,150,157,113,328,3,3675,422,0,123,41,9484,35623,2246,26139,1233
BA,38776,SÃO DESIDÉRIO,81,751,41,2892,2799,68,1,43,107,140,0,217,29,71,0,2,0,0,2,4,157,9,163,1249,6,46,0,1338,33,10,2027,18,2689,18004,939,15315,558
BA,38792,SÃO FÉLIX,208,257,105,740,84,93,3,22,39,158,0,22,27,2845,4,4,0,0,2,12,1332,24,30,307,8,41,2,48,78,7,40,5,1695,9893,632,8198,373
BA,38806,SÃO DOMINGOS,8,677,27,2279,2,1243,1,8,3,50,0,16,23,70,1,4,0,0,1,8,11,0,13,37,2,7,0,29,55,2,44,0,1324,6912,263,5588,189
BA,38814,SÃO FELIPE,272,114,113,1380,256,565,6,44,45,150,0,75,34,2921,10,8,0,0,0,81,96,72,35,101,58,37,3,120,3439,1,42,68,3979,16648,981,12669,488
BA,38822,SÃO FÉLIX DO CORIBE,38,1989,10,928,11,119,0,16,1,161,0,2074,9,862,1,1,0,0,1,5,101,43,5,18,19,45,0,85,22,0,205,16,2000,10187,467,8187,321
BA,38830,SÃO FRANCISCO DO CONDE,1945,3203,432,4056,86,765,16,21,120,1620,0,183,368,1653,3,38,0,0,3,24,324,126,203,261,30,1536,60,592,202,2,478,31,4486,28739,2645,24253,1609
BA,38857,SÃO GONÇALO DOS CAMPOS,623,1658,704,2272,1420,634,20,8,47,1081,0,50,58,639,15,77,0,0,1,20,166,86,134,579,52,293,4,2636,184,1326,247,25,3531,23842,2279,20311,1345
BA,38865,SÃO JOSÉ DO JACUÍPE,12,725,27,506,4,216,3,13,2,112,0,10,2,251,0,15,0,0,3,51,9,3,4,468,4,18,3,122,1723,0,20,11,1961,7503,397,5542,269
BA,38873,SÃO MIGUEL DAS MATAS,19,2546,107,184,2069,184,0,0,1,215,0,5,14,50,0,7,0,0,1,10,28,3,22,19,10,12,1,78,35,11,15,9,1552,8278,285,6726,187
BA,38890,SÃO SEBASTIÃO DO PASSÉ,1337,365,164,4632,65,1226,22,40,448,958,0,83,434,1320,7,58,0,0,4,174,662,88,242,1062,43,361,12,650,3247,2,981,61,5482,31179,3000,25697,1743
BA,38911,SAPEAÇU,111,76,48,592,2620,146,2,122,10,151,0,241,8,988,19,6,0,0,2,2,30,3499,50,91,73,25,0,62,156,0,31,7,2588,13660,719,11072,414
BA,38938,SÁTIRO DIAS,33,3363,96,285,18,35,0,11,11,186,0,26,8,2832,3,0,0,0,1,103,14,208,21,41,5,14,2,61,156,0,211,4,4000,13029,400,9029,251
BA,38946,SAUBARA,502,31,1192,1584,181,26,2,1,231,149,0,6,41,599,15,42,0,0,3,2,118,10,32,169,3,61,2,75,35,2,120,26,2467,11019,573,8552,2138
BA,38954,SAÚDE,85,51,1573,800,22,48,3,0,1068,84,0,16,0,159,1,1,0,0,1,10,200,0,16,80,19,48,2,174,60,0,18,4,2544,8541,474,5997,376
BA,38970,SEABRA,110,4097,408,6594,37,61,19,74,11,330,0,141,53,3907,5,4,0,0,2,22,121,118,53,87,54,82,49,285,460,0,251,13,6413,29262,1835,22849,1815
BA,38997,SEBASTIÃO LARANJEIRAS,12,60,12,348,0,10,0,0,0,37,0,2381,5,589,0,0,0,0,1,0,23,7,10,4,1,34,0,23,376,0,307,7,1871,6834,225,4963,109
BA,39012,SENHOR DO BONFIM,1046,562,1029,9315,301,1033,11,9,58,1094,0,743,86,7237,3,14,0,0,4,68,325,56,128,295,4658,277,1,453,1005,5,84,27,4268,42084,2856,37816,2048
BA,39039,SENTO SÉ,258,362,56,2802,348,158,2,94,7,259,0,3856,27,221,2,1,0,0,1,6,104,46,50,4866,73,19,7,1398,236,3,737,6,8251,27848,820,19597,1171
BA,39047,SERRA DO RAMALHO,79,1930,53,5049,7,8,1,3,0,265,0,105,49,937,1,3,0,0,1,1,45,37,76,612,0,76,0,695,69,1,2480,0,7413,23309,885,15896,823
BA,39055,SERRA DOURADA,12,126,19,5091,8,15,0,2,0,60,0,2400,3,428,0,0,0,0,0,1,30,4,15,29,5,21,0,730,41,0,101,2,4358,14949,435,10591,219
BA,39071,SERRA PRETA,156,298,73,1569,34,653,1,1,19,343,0,2628,71,875,61,15,0,0,3,3,33,10,56,42,11,151,0,1260,1106,0,87,12,4228,16231,824,12003,602
BA,39098,SERRINHA,1114,1978,201,8939,513,494,17,65,468,1144,0,3547,301,3704,41,341,0,0,5,25,629,66,254,1049,83,385,41,4096,816,4,2764,94,10466,54459,2880,43993,4190
BA,39110,SERROLÂNDIA,43,16,27,159,1,46,1,0,231,195,0,77,8,847,15,1,0,0,1,3,22,4,46,439,4,11,1,46,3453,0,60,4,3044,10069,275,7025,353
BA,39136,SIMÕES FILHO,4517,399,352,14001,810,177,74,91,288,3852,0,270,613,5428,8,145,0,0,11,105,835,255,630,2417,163,485,15,6412,2388,24,414,506,13949,77043,7149,63094,4855
BA,39144,SÍTIO DO MATO,34,51,9,820,1,7,1,0,1,74,0,1121,6,33,0,2,0,0,0,1,12,166,15,71,0,7,0,1947,4,0,98,0,2776,9550,183,6774,1571
BA,39152,SOUTO SOARES,24,629,537,998,31,893,0,0,2,43,0,79,33,768,0,2,0,0,0,0,23,227,2,7,2,4,0,1001,2201,0,113,0,2589,11534,526,8945,244
BA,39179,TABOCAS DO BREJO VELHO,17,266,36,1411,0,703,1,14,0,52,0,1370,9,51,0,0,0,0,0,1,25,4,7,18,7,28,0,720,6,0,780,0,2949,9843,594,6894,207
BA,39195,TANHAÇU,54,99,51,1763,45,52,2,1,1,71,0,680,21,2914,0,1,0,0,1,65,189,127,3,16,6,16,50,3065,811,7,1323,20,3074,16257,490,13183,329
BA,39217,TANQUINHO,52,166,16,1732,132,350,1,7,11,225,0,21,7,1030,1,12,0,0,0,1,15,3,23,32,16,91,1,166,254,19,16,6,1093,6413,302,5320,164
BA,39233,TAPEROÁ,99,175,470,3621,52,320,6,16,8,196,0,13,2,1229,0,6,0,0,1,3,380,3,18,131,4,30,6,68,26,1,29,11,2786,12118,436,9332,980
BA,39250,TAPIRAMUTÁ,25,3922,14,269,0,594,5,3,42,31,0,26,4,441,0,19,0,0,0,2,35,1,25,25,4,12,0,411,46,2,42,11,3799,10877,233,7078,278
BA,39276,TEODORO SAMPAIO,84,157,61,2412,17,27,4,3,71,125,0,29,32,381,0,3,0,0,0,6,39,4,14,188,8,11,3,57,150,21,22,17,1419,6428,320,5009,299
BA,39292,TEOFILÂNDIA,67,328,88,3303,11,89,6,16,9,244,0,131,28,125,1,4,0,0,0,3,69,7,124,2391,10,52,0,1791,310,1,97,10,4982,17035,850,12053,655
BA,39314,TEOLÂNDIA,138,79,1372,1024,12,2508,5,9,0,134,0,187,28,130,0,1,0,0,0,8,52,8,15,59,1,5,1,28,55,0,80,4,2410,9840,400,7430,280
BA,39330,TERRA NOVA,327,140,846,1150,212,186,11,7,13,317,0,102,18,208,0,10,0,0,1,8,236,7,21,132,43,30,6,144,127,1,1287,96,1968,9460,671,7492,608
BA,39357,TREMEDAL,106,391,48,2626,503,1419,0,34,0,111,0,56,8,277,0,1,0,0,1,18,13,226,25,60,11,2,0,679,57,5,1734,2,5143,15477,416,10334,313
BA,39373,TUCANO,151,3200,5179,2488,1664,246,25,5,44,342,0,339,60,2049,3,3,0,0,3,127,111,18,59,1100,43,95,2,3121,150,1,168,58,11681,38072,2006,26391,1170
BA,39390,UAUÁ,45,99,1437,1782,46,227,8,29,81,139,0,120,158,1844,1,3,0,0,1,5,538,16,29,2059,42,21,0,2494,729,0,113,1,5363,20355,1079,14992,575
BA,39411,UBAÍRA,63,3158,788,1553,919,48,2,6,5,165,0,24,13,1501,0,3,0,0,1,8,104,4,108,41,8,19,16,141,462,0,52,5,3992,15330,588,11338,406
BA,39438,UBAITABA,411,1165,59,870,46,1573,2,10,5,615,0,44,37,139,0,3,0,0,1,2,1375,30,28,83,76,21,4,273,1134,0,56,2,2025,12224,481,10199,555
BA,39454,UBATÃ,108,2934,463,423,48,222,2,1,7,296,0,192,17,1358,15,0,0,0,6,15,285,7,143,98,18,82,0,69,319,8,77,18,3917,13014,552,9097,465
BA,39470,UIBAÍ,27,18,1886,3971,233,23,3,4,39,39,0,73,79,64,0,6,0,0,2,3,51,3,21,22,21,91,0,49,73,3,29,0,2463,10747,436,8284,396
BA,39489,UMBURANAS,49,2525,61,997,24,81,14,1,725,380,0,95,1,1077,0,1,0,0,4,1,262,0,8,24,5,1,0,176,23,0,32,2,2832,10265,193,7433,152
BA,39497,UNA,95,1204,76,1877,11,19,2,2,3,236,0,23,16,1803,0,11,0,0,5,30,1093,21,97,86,21,12,10,67,1125,0,115,1,1838,12193,630,10355,500
BA,39519,URANDI,67,19,17,571,15,41,1,3,0,97,0,1289,33,44,0,0,0,0,0,30,109,9,9,9,0,26,0,1776,351,0,2538,3,3237,12127,711,8890,273
BA,39535,URUÇUCA,142,100,65,3759,43,28,3,8,15,319,0,284,54,2765,1,1,0,0,7,35,1745,23,45,104,12,45,10,70,442,2,319,9,4838,17479,490,12641,501
BA,39551,UTINGA,87,732,98,1052,181,68,1,0,22,159,0,20,11,537,2,1,0,0,0,1,24,3,25,2337,7,18,7,2018,45,0,94,3,3755,12787,390,9032,312
BA,39578,VALENÇA,1502,936,433,11250,4072,2650,32,34,175,2137,0,156,40,2753,10,23,0,0,10,14,1302,90,589,947,56,630,13,756,386,4,656,137,15125,60929,4858,45804,4746
BA,39594,VALENTE,73,91,91,4807,8,1012,4,9,7,357,0,47,39,290,3,4,0,0,2,30,46,5,51,2803,29,76,0,157,592,2,1569,16,2909,17830,813,14921,731
BA,39616,VÁRZEA DO POÇO,7,20,340,129,4,178,1,0,13,84,0,20,1,505,3,8,0,0,0,5,28,3,6,777,3,6,0,636,1348,1,10,2,1641,6619,244,4978,179
BA,39624,VARZEDO,83,320,581,2000,373,190,2,0,2,464,0,17,2,118,0,0,0,0,0,2,33,23,16,49,14,10,2,639,20,14,16,38,628,6638,240,6010,201
