SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,0,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,37,0,0,0,1954,0,0,0,984,6902,160,5918,551
AC,1015,CAPIXABA,0,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,8,0,0,0,1649,0,0,0,1241,6941,102,5700,450
AC,1023,PORTO ACRE,0,4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,10,0,0,0,3202,0,0,0,2108,11434,313,9326,893
AC,1031,SANTA ROSA DO PURUS,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1009,0,0,0,856,2783,31,1927,260
AC,1040,MARECHAL THAUMATURGO,0,3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,0,0,0,2577,0,0,0,2408,8799,28,6391,429
AC,1058,BRASILÉIA,0,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,16,0,0,0,5712,0,0,0,3616,17126,396,13510,1173
AC,1066,PORTO WALTER,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1724,0,0,0,1381,5444,35,4063,287
AC,1074,CRUZEIRO DO SUL,0,27355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,39,0,0,0,7968,0,0,0,12504,51461,730,38957,2176
AC,1082,RODRIGUES ALVES,0,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,8,0,0,0,2839,0,0,0,2206,9731,68,7525,530
AC,1090,MÂNCIO LIMA,0,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,3,0,0,0,3140,0,0,0,2270,10818,159,8548,536
AC,1104,JORDÃO,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1811,0,0,0,1047,4311,17,3264,276
AC,1112,EPITACIOLÂNDIA,0,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,8,0,0,0,3131,0,0,0,2097,10408,312,8311,723
AC,1120,ACRELÂNDIA,0,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,2,0,0,0,1986,0,0,0,2144,9143,381,6999,649
AC,1139,FEIJÓ,0,4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,5,0,0,0,7680,0,0,0,4565,18595,235,14030,1464
AC,1392,RIO BRANCO,0,111771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9723,0,0,0,0,0,1933,0,0,0,61555,0,0,0,25621,231935,7175,206314,14157
AC,1457,SENA MADUREIRA,0,11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,22,0,0,0,5469,0,0,0,6206,25964,570,19758,1650
AC,1473,TARAUACÁ,0,7082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,8,0,0,0,7512,0,0,0,6063,23055,429,16992,1723
AC,1490,XAPURI,0,3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,23,0,0,0,4359,0,0,0,2340,11344,162,9004,924
AC,1511,PLÁCIDO DE CASTRO,0,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,35,0,0,0,3178,0,0,0,2575,12516,345,9941,789
AC,1538,SENADOR GUIOMARD,0,6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,61,0,0,0,4417,0,0,0,3146,16632,496,13486,1065
AC,1554,MANOEL URBANO,0,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,12,0,0,0,1888,0,0,0,1464,5992,111,4528,484
AC,1570,ASSIS BRASIL,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,1946,0,0,0,906,5186,64,4280,451
AL,27006,PARIPUEIRA,0,0,0,0,3015,0,0,0,10,0,0,0,994,0,8,0,0,42,0,0,0,0,1145,19,0,0,0,0,0,0,1175,8056,874,6881,774
AL,27014,ÁGUA BRANCA,0,0,0,0,4377,0,0,0,2,0,0,0,886,0,62,0,0,7,0,0,0,0,3331,2,0,0,0,0,0,0,3063,13647,628,10584,1289
AL,27022,PARICONHA,0,0,0,0,4036,0,0,0,0,0,0,0,157,0,11,0,0,1,0,0,0,0,671,0,0,0,0,0,0,0,1282,7146,292,5864,696
AL,27030,ANADIA,0,0,0,0,4291,0,0,0,1,0,0,0,720,0,11,0,0,35,0,0,0,0,1298,5,0,0,0,0,0,0,3472,12013,816,8541,1364
AL,27049,ESTRELA DE ALAGOAS,0,0,0,0,3971,0,0,0,0,0,0,0,106,0,0,0,0,2,0,0,0,0,2032,2,0,0,0,0,0,0,3078,10714,566,7636,957
AL,27057,ARAPIRACA,0,0,0,0,51192,0,0,0,63,0,0,0,6078,0,176,0,0,232,0,0,0,0,27862,162,0,0,0,0,0,0,20303,128775,10144,108472,12563
AL,27065,JEQUIÁ DA PRAIA,0,0,0,0,3452,0,0,0,1,0,0,0,377,0,1,0,0,3,0,0,0,0,733,0,0,0,0,0,0,0,1299,6812,429,5513,517
AL,27073,ATALAIA,0,0,0,0,11418,0,0,0,34,0,0,0,1358,0,900,0,0,26,0,0,0,0,3246,11,0,0,0,0,0,0,6051,28031,2266,21980,2721
AL,27081,CAMPESTRE,0,0,0,0,2165,0,0,0,4,0,0,0,190,0,6,0,0,6,0,0,0,0,348,0,0,0,0,0,0,0,1012,4627,461,3615,435
AL,27090,BARRA DE SANTO ANTÔNIO,0,0,0,0,3005,0,0,0,5,0,0,0,857,0,15,0,0,22,0,0,0,0,1853,8,0,0,0,0,0,0,1801,9802,1230,8001,1006
AL,27111,BARRA DE SÃO MIGUEL,0,0,0,0,2015,0,0,0,4,0,0,0,564,0,19,0,0,29,0,0,0,0,1238,34,0,0,0,0,0,0,757,5610,393,4853,557
AL,27138,BATALHA,0,0,0,0,3576,0,0,0,5,0,0,0,1268,0,24,0,0,24,0,0,0,0,2269,10,0,0,0,0,0,0,2063,11049,719,8986,1091
AL,27154,BELÉM,0,0,0,0,1751,0,0,0,0,0,0,0,58,0,12,0,0,2,0,0,0,0,1038,4,0,0,0,0,0,0,892,4457,282,3565,418
AL,27170,BELO MONTE,0,0,0,0,1929,0,0,0,1,0,0,0,94,0,2,0,0,0,0,0,0,0,905,1,0,0,0,0,0,0,849,4328,210,3479,337
AL,27197,BOCA DA MATA,0,0,0,0,6859,0,0,0,4,0,0,0,906,0,16,0,0,39,0,0,0,0,3259,11,0,0,0,0,0,0,4227,18557,1617,14330,1619
AL,27219,BRANQUINHA,0,0,0,0,2866,0,0,0,2,0,0,0,251,0,3,0,0,6,0,0,0,0,935,7,0,0,0,0,0,0,2112,7378,501,5266,695
AL,27235,CACIMBINHAS,0,0,0,0,3047,0,0,0,0,0,0,0,114,0,2,0,0,4,0,0,0,0,1646,2,0,0,0,0,0,0,1543,7260,218,5717,684
AL,27251,CAJUEIRO,0,0,0,0,4986,0,0,0,11,0,0,0,340,0,17,0,0,28,0,0,0,0,2647,7,0,0,0,0,0,0,2786,13074,1017,10288,1235
AL,27278,CAMPO ALEGRE,0,0,0,0,11359,0,0,0,6,0,0,0,529,0,42,0,0,18,0,0,0,0,1525,7,0,0,0,0,0,0,4585,20988,1213,16403,1704
AL,27294,CAMPO GRANDE,0,0,0,0,4205,0,0,0,0,0,0,0,184,0,11,0,0,17,0,0,0,0,408,6,0,0,0,0,0,0,1381,7242,544,5861,486
AL,27316,CANAPI,0,0,0,0,3481,0,0,0,2,0,0,0,63,0,46,0,0,5,0,0,0,0,3372,2,0,0,0,0,0,0,2957,11722,664,8765,1130
AL,27332,CAPELA,0,0,0,0,5322,0,0,0,11,0,0,0,583,0,6,0,0,15,0,0,0,0,1589,2,0,0,0,0,0,0,2405,11935,803,9530,1199
AL,27359,CARNEIROS,0,0,0,0,2552,0,0,0,0,0,0,0,79,0,3,0,0,5,0,0,0,0,1276,2,0,0,0,0,0,0,1237,5745,154,4508,437
AL,27375,CHÃ PRETA,0,0,0,0,1551,0,0,0,0,0,0,0,105,0,4,0,0,9,0,0,0,0,1385,14,0,0,0,0,0,0,1311,5391,428,4080,584
AL,27391,COITÉ DO NÓIA,0,0,0,0,3108,0,0,0,3,0,0,0,282,0,10,0,0,5,0,0,0,0,1558,9,0,0,0,0,0,0,1633,7845,473,6212,764
AL,27413,COLÔNIA LEOPOLDINA,0,0,0,0,3616,0,0,0,8,0,0,0,2317,0,57,0,0,13,0,0,0,0,952,5,0,0,0,0,0,0,2855,13168,1352,10313,1993
AL,27430,COQUEIRO SECO,0,0,0,0,1992,0,0,0,10,0,0,0,215,0,6,0,0,12,0,0,0,0,618,4,0,0,0,0,0,0,460,4113,382,3653,414
AL,27456,CORURIPE,0,0,0,0,13950,0,0,0,22,0,0,0,967,0,33,0,0,29,0,0,0,0,7006,20,0,0,0,0,0,0,7637,36985,3830,29348,3491
AL,27472,DELMIRO GOUVEIA,0,0,0,0,10473,0,0,0,16,0,0,0,516,0,25,0,0,32,0,0,0,0,10330,26,0,0,0,0,0,0,6417,33644,2528,27227,3281
AL,27499,DOIS RIACHOS,0,0,0,0,3278,0,0,0,0,0,0,0,68,0,19,0,0,3,0,0,0,0,1394,1,0,0,0,0,0,0,2003,7848,381,5845,701
AL,27510,FEIRA GRANDE,0,0,0,0,6757,0,0,0,1,0,0,0,850,0,85,0,0,4,0,0,0,0,1582,13,0,0,0,0,0,0,2660,14748,1408,12088,1388
AL,27537,FELIZ DESERTO,0,0,0,0,1243,0,0,0,1,0,0,0,232,0,2,0,0,3,0,0,0,0,206,0,0,0,0,0,0,0,781,3151,318,2370,365
AL,27553,FLEXEIRAS,0,0,0,0,3343,0,0,0,5,0,0,0,241,0,27,0,0,3,0,0,0,0,1176,5,0,0,0,0,0,0,1796,7814,451,6018,767
AL,27570,GIRAU DO PONCIANO,0,0,0,0,10232,0,0,0,5,0,0,0,385,0,20,0,0,119,0,0,0,0,2670,14,0,0,0,0,0,0,5405,22708,1899,17303,1959
AL,27596,IBATEGUARA,0,0,0,0,2224,0,0,0,9,0,0,0,991,0,24,0,0,29,0,0,0,0,2063,4,0,0,0,0,0,0,1895,9567,1026,7672,1302
AL,27618,IGACI,0,0,0,0,7001,0,0,0,5,0,0,0,254,0,3,0,0,4,0,0,0,0,2496,5,0,0,0,0,0,0,5010,17868,1321,12858,1769
AL,27634,IGREJA NOVA,0,0,0,0,5468,0,0,0,0,0,0,0,567,0,7,0,0,7,0,0,0,0,2005,3,0,0,0,0,0,0,2968,15476,2754,12508,1697
AL,27650,INHAPI,0,0,0,0,3984,0,0,0,27,0,0,0,58,0,28,0,0,6,0,0,0,0,2531,4,0,0,0,0,0,0,2448,10983,649,8535,1248
AL,27677,JACARÉ DOS HOMENS,0,0,0,0,1274,0,0,0,3,0,0,0,567,0,10,0,0,4,0,0,0,0,948,4,0,0,0,0,0,0,860,4306,238,3446,398
AL,27693,JACUÍPE,0,0,0,0,2127,0,0,0,0,0,0,0,108,0,1,0,0,9,0,0,0,0,840,3,0,0,0,0,0,0,891,4722,393,3831,350
AL,27715,JAPARATINGA,0,0,0,0,2293,0,0,0,7,0,0,0,110,0,14,0,0,12,0,0,0,0,792,2,0,0,0,0,0,0,1159,5685,755,4526,541
AL,27731,JARAMATAIA,0,0,0,0,1930,0,0,0,0,0,0,0,55,0,30,0,0,4,0,0,0,0,738,5,0,0,0,0,0,0,794,4202,246,3408,400
AL,27758,JOAQUIM GOMES,0,0,0,0,4055,0,0,0,18,0,0,0,450,0,94,0,0,24,0,0,0,0,2324,1,0,0,0,0,0,0,2432,11811,1080,9379,1333
AL,27774,JUNDIÁ,0,0,0,0,1443,0,0,0,4,0,0,0,111,0,12,0,0,3,0,0,0,0,663,0,0,0,0,0,0,0,971,3826,262,2855,357
AL,27790,JUNQUEIRO,0,0,0,0,7389,0,0,0,3,0,0,0,559,0,19,0,0,20,0,0,0,0,2188,7,0,0,0,0,0,0,3982,17049,1505,13067,1377
AL,27812,LAGOA DA CANOA,0,0,0,0,5744,0,0,0,1,0,0,0,883,0,126,0,0,29,0,0,0,0,1950,2,0,0,0,0,0,0,1954,12380,758,10426,933
AL,27839,LIMOEIRO DE ANADIA,0,0,0,0,8108,0,0,0,9,0,0,0,307,0,14,0,0,14,0,0,0,0,1398,3,0,0,0,0,0,0,2953,15261,1102,12308,1353
AL,27855,MACEIÓ,0,0,0,0,143536,0,0,0,1050,0,0,0,57437,0,1861,0,0,3719,0,0,0,0,140073,971,0,0,0,0,0,0,89605,551253,48421,461648,64580
AL,27871,MAJOR ISIDORO,0,0,0,0,5167,0,0,0,9,0,0,0,164,0,10,0,0,5,0,0,0,0,3335,3,0,0,0,0,0,0,3072,13519,681,10447,1073
AL,27898,MARAGOGI,0,0,0,0,4553,0,0,0,3,0,0,0,509,0,15,0,0,56,0,0,0,0,4553,51,0,0,0,0,0,0,3151,17351,2758,14200,1702
AL,27910,MARAVILHA,0,0,0,0,3220,0,0,0,4,0,0,0,94,0,9,0,0,9,0,0,0,0,1149,6,0,0,0,0,0,0,1568,7089,344,5521,686
AL,27936,MARECHAL DEODORO,0,0,0,0,12670,0,0,0,45,0,0,0,2028,0,108,0,0,78,0,0,0,0,4811,34,0,0,0,0,0,0,6280,31717,2665,25437,2998
AL,27952,MARIBONDO,0,0,0,0,3860,0,0,0,2,0,0,0,529,0,26,0,0,9,0,0,0,0,1517,6,0,0,0,0,0,0,2059,9847,701,7788,1138
AL,27979,MAR VERMELHO,0,0,0,0,1294,0,0,0,1,0,0,0,94,0,6,0,0,10,0,0,0,0,401,1,0,0,0,0,0,0,563,3007,279,2444,358
AL,27995,MATA GRANDE,0,0,0,0,6980,0,0,0,187,0,0,0,224,0,3,0,0,8,0,0,0,0,1410,2,0,0,0,0,0,0,3642,15096,1158,11454,1482
AL,28010,MATRIZ DE CAMARAGIBE,0,0,0,0,6264,0,0,0,1,0,0,0,499,0,54,0,0,15,0,0,0,0,3388,1,0,0,0,0,0,0,3658,16484,1350,12826,1254
AL,28037,MESSIAS,0,0,0,0,5357,0,0,0,326,0,0,0,398,0,45,0,0,14,0,0,0,0,1407,5,0,0,0,0,0,0,2060,11413,821,9353,980
AL,28053,MINADOR DO NEGRÃO,0,0,0,0,1543,0,0,0,0,0,0,0,58,0,0,0,0,6,0,0,0,0,757,3,0,0,0,0,0,0,689,3790,242,3101,492
AL,28070,MONTEIRÓPOLIS,0,0,0,0,1731,0,0,0,0,0,0,0,128,0,8,0,0,5,0,0,0,0,1544,1,0,0,0,0,0,0,1131,5238,262,4107,428
AL,28096,MURICI,0,0,0,0,6837,0,0,0,29,0,0,0,608,0,17,0,0,20,0,0,0,0,3423,6,0,0,0,0,0,0,3407,17759,1419,14352,1993
AL,28118,NOVO LINO,0,0,0,0,3359,0,0,0,19,0,0,0,779,0,46,0,0,21,0,0,0,0,797,2,0,0,0,0,0,0,1772,8338,795,6566,748
AL,28134,OLHO D'ÁGUA DAS FLORES,0,0,0,0,4914,0,0,0,20,0,0,0,1427,0,81,0,0,23,0,0,0,0,1715,6,0,0,0,0,0,0,3056,13503,853,10447,1408
AL,28150,OLHO D'ÁGUA DO CASADO,0,0,0,0,2747,0,0,0,2,0,0,0,200,0,21,0,0,3,0,0,0,0,765,0,0,0,0,0,0,0,1304,6077,366,4773,669
AL,28177,OLHO D'ÁGUA GRANDE,0,0,0,0,2135,0,0,0,2,0,0,0,30,0,15,0,0,1,0,0,0,0,194,1,0,0,0,0,0,0,821,3792,281,2971,312
AL,28193,OLIVENÇA,0,0,0,0,2717,0,0,0,3,0,0,0,1257,0,7,0,0,14,0,0,0,0,1205,2,0,0,0,0,0,0,1538,7713,249,6175,721
AL,28215,OURO BRANCO,0,0,0,0,3859,0,0,0,2,0,0,0,110,0,9,0,0,24,0,0,0,0,859,0,0,0,0,0,0,0,1313,7095,302,5782,617
AL,28231,PALESTINA,0,0,0,0,1732,0,0,0,0,0,0,0,139,0,11,0,0,13,0,0,0,0,638,4,0,0,0,0,0,0,820,3847,189,3027,301
AL,28258,PALMEIRA DOS ÍNDIOS,0,0,0,0,17377,0,0,0,22,0,0,0,1907,0,84,0,0,67,0,0,0,0,9317,34,0,0,0,0,0,0,8688,46881,3975,38193,5410
AL,28274,PÃO DE AÇÚCAR,0,0,0,0,5811,0,0,0,11,0,0,0,313,0,29,0,0,15,0,0,0,0,4053,11,0,0,0,0,0,0,3574,16430,1068,12856,1545
AL,28290,PASSO DE CAMARAGIBE,0,0,0,0,3903,0,0,0,41,0,0,0,1463,0,31,0,0,4,0,0,0,0,824,6,0,0,0,0,0,0,2016,10336,1082,8320,966
AL,28312,PAULO JACINTO,0,0,0,0,2467,0,0,0,290,0,0,0,176,0,23,0,0,1,0,0,0,0,585,3,0,0,0,0,0,0,1260,5919,476,4659,638
AL,28339,PENEDO,0,0,0,0,11509,0,0,0,13,0,0,0,3571,0,15,0,0,51,0,0,0,0,6888,35,0,0,0,0,0,0,9248,39012,3980,29764,3702
AL,28355,PIAÇABUÇU,0,0,0,0,3406,0,0,0,4,0,0,0,1766,0,8,0,0,15,0,0,0,0,1083,2,0,0,0,0,0,0,2891,12003,1191,9112,1637
AL,28371,PILAR,0,0,0,0,7630,0,0,0,8,0,0,0,2974,0,158,0,0,49,0,0,0,0,2997,10,0,0,0,0,0,0,4524,23176,2521,18652,2305
AL,28398,PINDOBA,0,0,0,0,1175,0,0,0,0,0,0,0,68,0,4,0,0,16,0,0,0,0,182,29,0,0,0,0,0,0,341,2236,119,1895,302
AL,28410,PIRANHAS,0,0,0,0,5788,0,0,0,4,0,0,0,1498,0,7,0,0,5,0,0,0,0,2252,9,0,0,0,0,0,0,3337,15550,953,12213,1697
AL,28436,POÇO DAS TRINCHEIRAS,0,0,0,0,3561,0,0,0,1,0,0,0,90,0,21,0,0,4,0,0,0,0,2368,4,0,0,0,0,0,0,1812,8915,354,7103,700
AL,28452,PORTO CALVO,0,0,0,0,6086,0,0,0,8,0,0,0,1333,0,128,0,0,44,0,0,0,0,2419,6,0,0,0,0,0,0,4083,18207,2234,14124,1866
AL,28479,PORTO DE PEDRAS,0,0,0,0,1567,0,0,0,1,0,0,0,431,0,66,0,0,10,0,0,0,0,1467,3,0,0,0,0,0,0,1186,6113,737,4927,645
AL,28495,PORTO REAL DO COLÉGIO,0,0,0,0,5423,0,0,0,3,0,0,0,280,0,50,0,0,17,0,0,0,0,1579,4,0,0,0,0,0,0,2437,13158,1949,10721,1416
AL,28517,QUEBRANGULO,0,0,0,0,3691,0,0,0,18,0,0,0,234,0,8,0,0,8,0,0,0,0,1770,2,0,0,0,0,0,0,1726,8851,562,7125,832
AL,28533,RIO LARGO,0,0,0,0,16301,0,0,0,57,0,0,0,3704,0,251,0,0,175,0,0,0,0,9355,52,0,0,0,0,0,0,7908,48337,5598,40429,4936
AL,28550,ROTEIRO,0,0,0,0,1596,0,0,0,5,0,0,0,310,0,2,0,0,14,0,0,0,0,468,1,0,0,0,0,0,0,680,3854,323,3174,455
AL,28576,SANTA LUZIA DO NORTE,0,0,0,0,2049,0,0,0,39,0,0,0,554,0,7,0,0,5,0,0,0,0,622,2,0,0,0,0,0,0,641,5027,507,4386,601
AL,28592,SANTANA DO IPANEMA,0,0,0,0,10510,0,0,0,13,0,0,0,744,0,27,0,0,18,0,0,0,0,7398,24,0,0,0,0,0,0,5264,28075,1409,22811,2668
AL,28614,SANTANA DO MUNDAÚ,0,0,0,0,2685,0,0,0,0,0,0,0,577,0,10,0,0,4,0,0,0,0,770,1,0,0,0,0,0,0,1608,7107,678,5499,774
AL,28630,SÃO BRÁS,0,0,0,0,2224,0,0,0,0,0,0,0,72,0,24,0,0,6,0,0,0,0,775,1,0,0,0,0,0,0,965,5220,662,4255,491
AL,28657,SÃO JOSÉ DA LAJE,0,0,0,0,4924,0,0,0,3,0,0,0,407,0,355,0,0,53,0,0,0,0,3983,3,0,0,0,0,0,0,2846,15387,1200,12541,1613
AL,28673,SÃO JOSÉ DA TAPERA,0,0,0,0,5717,0,0,0,2,0,0,0,249,0,28,0,0,19,0,0,0,0,5091,7,0,0,0,0,0,0,4699,18315,891,13616,1612
AL,28690,SÃO LUÍS DO QUITUNDE,0,0,0,0,7216,0,0,0,4,0,0,0,946,0,62,0,0,16,0,0,0,0,4027,5,0,0,0,0,0,0,4472,20559,1963,16087,1848
AL,28711,SÃO MIGUEL DOS CAMPOS,0,0,0,0,11872,0,0,0,45,0,0,0,1818,0,62,0,0,87,0,0,0,0,8914,37,0,0,0,0,0,0,6138,35545,2980,29407,3592
AL,28738,SÃO MIGUEL DOS MILAGRES,0,0,0,0,1438,0,0,0,7,0,0,0,260,0,4,0,0,4,0,0,0,0,1319,4,0,0,0,0,0,0,1133,5680,692,4547,819
AL,28754,SÃO SEBASTIÃO,0,0,0,0,7753,0,0,0,8,0,0,0,5103,0,43,0,0,6,0,0,0,0,798,3,0,0,0,0,0,0,4586,22243,2115,17657,1828
AL,28770,SATUBA,0,0,0,0,3370,0,0,0,11,0,0,0,897,0,113,0,0,21,0,0,0,0,1620,4,0,0,0,0,0,0,1340,9050,867,7710,807
AL,28797,TANQUE D'ARCA,0,0,0,0,1876,0,0,0,7,0,0,0,84,0,16,0,0,4,0,0,0,0,742,2,0,0,0,0,0,0,1093,4774,479,3681,471
AL,28819,TAQUARANA,0,0,0,0,5717,0,0,0,4,0,0,0,307,0,22,0,0,3,0,0,0,0,1652,4,0,0,0,0,0,0,2441,12185,828,9744,1207
AL,28835,TRAIPU,0,0,0,0,5139,0,0,0,46,0,0,0,2329,0,174,0,0,7,0,0,0,0,2337,7,0,0,0,0,0,0,3821,15834,686,12013,1288
AL,28851,UNIÃO DOS PALMARES,0,0,0,0,9080,0,0,0,21,0,0,0,4965,0,99,0,0,68,0,0,0,0,8755,21,0,0,0,0,0,0,8612,40396,3994,31784,4781
AL,28878,VIÇOSA,0,0,0,0,6245,0,0,0,8,0,0,0,1004,0,18,0,0,35,0,0,0,0,3279,10,0,0,0,0,0,0,3665,18241,1649,14576,2328
AL,28894,CRAÍBAS,0,0,0,0,6040,0,0,0,1,0,0,0,937,0,6,0,0,11,0,0,0,0,2845,7,0,0,0,0,0,0,3188,15760,1240,12572,1485
AL,28916,SENADOR RUI PALMEIRA,0,0,0,0,3330,0,0,0,0,0,0,0,797,0,10,0,0,7,0,0,0,0,975,1,0,0,0,0,0,0,1717,7849,238,6132,774
AL,28932,TEOTÔNIO VILELA,0,0,0,0,12862,0,0,0,8,0,0,0,403,0,10,0,0,27,0,0,0,0,2420,5,0,0,0,0,0,0,5603,25481,1953,19878,2190
AM,2003,APUÍ,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,8,0,176,0,0,0,1,0,0,3766,0,0,0,0,3101,9485,263,6384,409
AM,2011,NOVO AIRÃO,0,0,0,1681,0,0,3,0,0,0,0,0,0,0,0,0,5,0,57,0,0,0,13,0,0,4273,0,0,0,0,1132,7676,122,6544,390
AM,2020,GUAJARÁ,0,0,0,508,0,0,1,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,5,0,0,4238,0,0,0,0,3343,8659,171,5316,377
AM,2038,ANORI,0,0,0,2049,0,0,0,0,0,0,0,0,0,0,0,0,4,0,62,0,0,0,1,0,0,4266,0,0,0,0,2530,9328,87,6798,329
AM,2046,CAREIRO DA VÁRZEA,0,0,0,2388,0,0,6,0,0,0,0,0,0,0,0,0,22,0,120,0,0,0,16,0,0,7938,0,0,0,0,1610,12802,173,11192,529
AM,2054,ATALAIA DO NORTE,0,0,0,2825,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,0,0,3,0,0,1513,0,0,0,0,2184,6919,60,4735,302
AM,2070,AUTAZES,0,0,0,5686,0,0,0,0,0,0,0,0,0,0,0,0,5,0,115,0,0,0,17,0,0,9707,0,0,0,0,5666,22305,233,16639,876
AM,2097,BARCELOS,0,0,0,1171,0,0,1,0,0,0,0,0,0,0,0,0,4,0,75,0,0,0,6,0,0,4330,0,0,0,0,3162,9227,111,6065,367
AM,2119,BARREIRINHA,0,0,0,4892,0,0,0,0,0,0,0,0,0,0,0,0,8,0,263,0,0,0,7,0,0,6280,0,0,0,0,4513,16916,231,12403,722
AM,2135,BENJAMIN CONSTANT,0,0,0,8675,0,0,1,0,0,0,0,0,0,0,0,0,14,0,69,0,0,0,10,0,0,4514,0,0,0,0,4424,18891,312,14467,872
AM,2151,BOCA DO ACRE,0,0,0,6541,0,0,1,0,0,0,0,0,0,0,0,0,6,0,197,0,0,0,7,0,0,5282,0,0,0,0,5193,18823,475,13630,1121
AM,2178,BORBA,0,0,0,4026,0,0,1,0,0,0,0,0,0,0,0,0,14,0,105,0,0,0,5,0,0,8604,0,0,0,0,5103,18757,162,13654,737
AM,2194,CANUTAMA,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,2,0,0,3631,0,0,0,0,2432,7171,87,4739,306
AM,2216,CARAUARI,0,0,0,4861,0,0,2,0,0,0,0,0,0,0,0,0,9,0,42,0,0,0,2,0,0,5565,0,0,0,0,6526,17731,134,11205,590
AM,2232,CAREIRO,0,0,0,4904,0,0,6,0,0,0,0,0,0,0,0,0,26,0,287,0,0,0,12,0,0,9150,0,0,0,0,5697,21450,288,15753,1080
AM,2259,COARI,0,0,0,10255,0,0,24,0,0,0,0,0,0,0,0,0,75,0,584,0,0,0,1125,0,0,17241,0,0,0,0,13796,46097,985,32301,2012
AM,2275,CODAJÁS,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,10,0,486,0,0,0,18,0,0,6898,0,0,0,0,4391,14131,133,9740,460
