SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
GO,96539,NOVA CRIXÁS,0,0,0,117,0,0,0,0,0,0,4,0,4318,1,0,0,0,0,5,0,0,0,0,0,0,1221,0,0,0,0,2332,8726,240,6394,488
GO,96555,NOVA GLÓRIA,0,0,0,356,0,0,0,0,0,0,10,0,2151,2,0,0,0,0,27,0,0,0,5,0,0,1860,0,0,0,0,1677,7203,471,5526,644
GO,96571,VICENTINÓPOLIS,0,0,0,42,0,0,0,0,0,0,2,0,1873,0,0,0,0,0,28,0,0,0,0,0,0,2267,0,0,0,0,1023,5923,275,4900,413
GO,96610,AMERICANO DO BRASIL,0,0,0,67,0,0,0,0,0,0,4,0,3085,1,0,0,0,0,26,0,0,0,6,0,0,555,0,0,0,0,915,5148,185,4233,304
GO,96695,ARAGUAPAZ,0,0,0,123,0,0,0,0,0,0,2,0,1969,4,0,0,0,0,15,0,0,0,2,0,0,2039,0,0,0,0,1338,6146,180,4808,474
GO,96717,ARENÓPOLIS,0,0,0,140,0,0,0,0,0,0,0,0,1076,5,0,0,0,0,31,0,0,0,0,0,0,1071,0,0,0,0,686,3330,116,2644,205
GO,96733,CACHOEIRA DOURADA,0,0,0,213,0,0,0,0,0,0,1,0,2129,3,0,0,0,0,15,0,0,0,1,0,0,1930,0,0,0,0,1886,7614,601,5728,835
GO,96750,DOVERLÂNDIA,0,0,0,415,0,0,0,0,0,0,2,0,1739,0,0,0,0,0,18,0,0,0,1,0,0,2025,0,0,0,0,1017,5869,233,4852,419
GO,96776,SANTO ANTÔNIO DO DESCOBERTO,0,0,0,1261,0,0,0,0,0,0,5,0,6325,21,0,0,0,0,888,0,0,0,35,0,0,13571,0,0,0,0,8621,39983,5365,31362,3891
GO,96814,INDIARA,0,0,0,573,0,0,0,0,0,0,5,0,3458,11,0,0,0,0,98,0,0,0,0,0,0,2447,0,0,0,0,2290,10722,922,8432,918
GO,96873,CAMPINAÇU,0,0,0,76,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,10,0,0,0,2,0,0,827,0,0,0,0,787,3209,103,2422,197
GO,96890,SANTA ISABEL,0,0,0,79,0,0,0,0,0,0,0,0,1769,1,0,0,0,0,4,0,0,0,1,0,0,524,0,0,0,0,689,3495,146,2806,282
GO,96911,ADELÂNDIA,0,0,0,18,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,11,0,0,0,0,0,0,905,0,0,0,0,440,2634,57,2194,175
GO,96938,ÁGUA FRIA DE GOIÁS,0,0,0,183,0,0,0,0,0,0,0,0,907,0,0,0,0,0,21,0,0,0,0,0,0,1703,0,0,0,0,1229,4495,176,3266,276
MA,7005,ÁGUA DOCE DO MARANHÃO,0,0,0,0,0,2578,2,0,0,0,1,0,0,0,0,0,0,0,2714,0,0,0,18,0,0,0,0,0,0,0,3435,10433,936,6998,749
MA,7013,AFONSO CUNHA,0,0,0,0,0,2707,5,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,6,0,1,0,0,0,0,0,1324,5552,145,4228,386
MA,7021,ALTO ALEGRE DO MARANHÃO,0,0,0,0,0,6341,5,0,0,0,1,0,0,0,0,0,0,0,2815,0,0,0,152,0,0,0,0,0,0,0,4384,15517,657,11133,1162
MA,7030,ALCÂNTARA,0,0,0,0,0,4650,178,0,0,0,42,0,0,0,0,0,0,0,4755,0,0,0,267,0,24,0,0,0,0,0,4271,16637,1399,12366,1051
MA,7048,ALTO ALEGRE DO PINDARÉ,0,0,0,0,0,4612,4,0,0,0,6,0,0,0,0,0,0,0,6989,0,0,0,27,0,0,0,0,0,0,0,6855,20525,554,13670,1478
MA,7056,ALDEIAS ALTAS,0,0,0,0,0,4869,10,0,0,0,3,0,0,0,0,0,0,0,4745,0,0,0,87,0,1,0,0,0,0,0,4965,16788,698,11823,1410
MA,7064,APICUM-AÇU,0,0,0,0,0,3608,24,0,0,0,30,0,0,0,0,0,0,0,3389,0,0,0,59,0,0,0,0,0,0,0,2295,10173,347,7878,421
MA,7072,ALTAMIRA DO MARANHÃO,0,0,0,0,0,1633,4,0,0,0,6,0,0,0,0,0,0,0,1485,0,0,0,5,0,0,0,0,0,0,0,1504,5242,211,3738,394
MA,7080,AMAPÁ DO MARANHÃO,0,0,0,0,0,1281,2,0,0,0,3,0,0,0,0,0,0,0,1709,0,0,0,30,0,0,0,0,0,0,0,1276,4837,129,3561,407
MA,7099,ALTO PARNAÍBA,0,0,0,0,0,2409,6,0,0,0,3,0,0,0,0,0,0,0,1867,0,0,0,59,0,2,0,0,0,0,0,2151,7535,422,5384,616
MA,7102,ARAGUANÃ,0,0,0,0,0,1944,1,0,0,0,0,0,0,0,0,0,0,0,2516,0,0,0,11,0,0,0,0,0,0,0,2106,7188,199,5082,411
MA,7110,AMARANTE DO MARANHÃO,0,0,0,0,0,5938,3,0,0,0,8,0,0,0,0,0,0,0,9717,0,0,0,266,0,2,0,0,0,0,0,5885,24014,662,18129,1533
MA,7129,BACABEIRA,0,0,0,0,0,4364,57,0,0,0,14,0,0,0,0,0,0,0,3604,0,0,0,61,0,30,0,0,0,0,0,1757,11896,1242,10139,767
MA,7137,ANAJATUBA,0,0,0,0,0,4509,52,0,0,0,7,0,0,0,0,0,0,0,7360,0,0,0,93,0,17,0,0,0,0,0,4864,19077,944,14213,1231
MA,7145,BACURITUBA,0,0,0,0,0,2360,13,0,0,0,2,0,0,0,0,0,0,0,763,0,0,0,34,0,3,0,0,0,0,0,1580,5303,256,3723,292
MA,7153,ANAPURUS,0,0,0,0,0,4492,25,0,0,0,3,0,0,0,0,0,0,0,2894,0,0,0,87,0,4,0,0,0,0,0,1849,11287,1107,9438,826
MA,7161,BELÁGUA,0,0,0,0,0,1539,2,0,0,0,2,0,0,0,0,0,0,0,2155,0,0,0,21,0,0,0,0,0,0,0,868,5157,113,4289,457
MA,7170,ARAIOSES,0,0,0,0,0,13524,9,0,0,0,14,0,0,0,0,0,0,0,3116,0,0,0,59,0,3,0,0,0,0,0,9108,30895,2570,21787,2492
MA,7188,BELA VISTA DO MARANHÃO,0,0,0,0,0,2704,5,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,0,10,0,0,0,0,0,0,0,2405,8824,252,6419,414
MA,7196,ARARI,0,0,0,0,0,5467,95,0,0,0,23,0,0,0,0,0,0,0,6468,0,0,0,130,0,5,0,0,0,0,0,5755,21528,2149,15773,1436
MA,7200,BERNARDO DO MEARIM,0,0,0,0,0,1740,2,0,0,0,1,0,0,0,0,0,0,0,1521,0,0,0,1,0,0,0,0,0,0,0,1221,4861,129,3640,246
MA,7218,AXIXÁ,0,0,0,0,0,3336,38,0,0,0,6,0,0,0,0,0,0,0,2813,0,0,0,53,0,3,0,0,0,0,0,2056,9394,601,7338,488
MA,7226,CACHOEIRA GRANDE,0,0,0,0,0,1889,13,0,0,0,2,0,0,0,0,0,0,0,1976,0,0,0,26,0,71,0,0,0,0,0,2111,7004,434,4893,482
MA,7234,BACABAL,0,0,0,0,0,12884,197,0,0,0,21,0,0,0,0,0,0,0,27529,0,0,0,377,0,30,0,0,0,0,0,17701,66473,3682,48772,4052
MA,7242,DAVINÓPOLIS,0,0,0,0,0,2737,24,0,0,0,3,0,0,0,0,0,0,0,4038,0,0,0,177,0,2,0,0,0,0,0,2360,10038,339,7678,358
MA,7250,BACURI,0,0,0,0,0,3703,23,0,0,0,3,0,0,0,0,0,0,0,4312,0,0,0,28,0,0,0,0,0,0,0,3776,13138,574,9362,719
MA,7269,BOM JESUS DAS SELVAS,0,0,0,0,0,4856,1,0,0,0,3,0,0,0,0,0,0,0,6070,0,0,0,56,0,1,0,0,0,0,0,3902,16322,436,12420,997
MA,7277,BALSAS,0,0,0,0,0,15573,45,0,0,0,34,0,0,0,0,0,0,0,21512,0,0,0,367,0,22,0,0,0,0,0,11640,55135,2670,43495,3272
MA,7285,BOM LUGAR,0,0,0,0,0,4305,4,0,0,0,0,0,0,0,0,0,0,0,2268,0,0,0,10,0,1,0,0,0,0,0,2899,10289,283,7390,519
MA,7293,BARÃO DE GRAJAÚ,0,0,0,0,0,4980,5,0,0,0,12,0,0,0,0,0,0,0,3083,0,0,0,74,0,0,0,0,0,0,0,3212,13248,694,10036,1188
MA,7307,BREJO DE AREIA,0,0,0,0,0,1644,0,0,0,0,1,0,0,0,0,0,0,0,2231,0,0,0,4,0,0,0,0,0,0,0,1886,6628,273,4742,589
MA,7315,BARRA DO CORDA,0,0,0,0,0,14017,44,0,0,0,24,0,0,0,0,0,0,0,17886,0,0,0,1035,0,18,0,0,0,0,0,7777,48644,4020,40867,3823
MA,7323,BOA VISTA DO GURUPI,0,0,0,0,0,2336,5,0,0,0,1,0,0,0,0,0,0,0,1053,0,0,0,23,0,8,0,0,0,0,0,1205,4976,131,3771,214
MA,7331,BARREIRINHAS,0,0,0,0,0,17264,77,0,0,0,42,0,0,0,0,0,0,0,8840,0,0,0,125,0,16,0,0,0,0,0,8927,38896,1670,29969,1935
MA,7340,BURITICUPU,0,0,0,0,0,13293,10,0,0,0,1,0,0,0,0,0,0,0,12146,0,0,0,78,0,1,0,0,0,0,0,10687,39773,1355,29086,2202
MA,7358,BENEDITO LEITE,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,160,0,0,0,0,0,0,0,759,3659,103,2900,318
MA,7366,BURITIRANA,0,0,0,0,0,2914,0,0,0,0,6,0,0,0,0,0,0,0,3296,0,0,0,80,0,2,0,0,0,0,0,2347,9709,384,7362,680
MA,7374,BEQUIMÃO,0,0,0,0,0,5087,36,0,0,0,4,0,0,0,0,0,0,0,4445,0,0,0,25,0,2,0,0,0,0,0,3847,15873,1403,12026,1024
MA,7382,CAMPESTRE DO MARANHÃO,0,0,0,0,0,3304,1,0,0,0,1,0,0,0,0,0,0,0,2842,0,0,0,20,0,0,0,0,0,0,0,2755,9495,237,6740,335
MA,7390,BREJO,0,0,0,0,0,8306,29,0,0,0,12,0,0,0,0,0,0,0,6071,0,0,0,44,0,6,0,0,0,0,0,5814,23596,1583,17782,1731
MA,7404,CAPINZAL DO NORTE,0,0,0,0,0,2589,4,0,0,0,0,0,0,0,0,0,0,0,2454,0,0,0,27,0,0,0,0,0,0,0,1866,8144,542,6278,662
MA,7412,BURITI,0,0,0,0,0,6110,28,0,0,0,8,0,0,0,0,0,0,0,5573,0,0,0,71,0,0,0,0,0,0,0,5397,19754,966,14357,1601
MA,7420,CENTRAL DO MARANHÃO,0,0,0,0,0,1440,18,0,0,0,2,0,0,0,0,0,0,0,2078,0,0,0,13,0,4,0,0,0,0,0,2398,6508,181,4110,374
MA,7439,BURITI BRAVO,0,0,0,0,0,5432,4,0,0,0,3,0,0,0,0,0,0,0,4511,0,0,0,8,0,3,0,0,0,0,0,5234,16416,229,11182,992
MA,7447,CENTRO DO GUILHERME,0,0,0,0,0,3436,1,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,0,1,0,0,0,0,0,0,0,1292,6399,158,5107,376
MA,7455,CAJAPIÓ,0,0,0,0,0,3417,31,0,0,0,1,0,0,0,0,0,0,0,1559,0,0,0,27,0,5,0,0,0,0,0,1864,7975,555,6111,516
MA,7463,CENTRO NOVO DO MARANHÃO,0,0,0,0,0,3253,6,0,0,0,3,0,0,0,0,0,0,0,3190,0,0,0,19,0,0,0,0,0,0,0,2186,9548,225,7362,666
MA,7471,CAJARI,0,0,0,0,0,4652,29,0,0,0,6,0,0,0,0,0,0,0,3824,0,0,0,78,0,2,0,0,0,0,0,2400,12649,696,10249,962
MA,7480,CIDELÂNDIA,0,0,0,0,0,2307,1,0,0,0,0,0,0,0,0,0,0,0,3492,0,0,0,428,0,3,0,0,0,0,0,2506,9768,441,7262,590
MA,7498,CÂNDIDO MENDES,0,0,0,0,0,4033,2,0,0,0,5,0,0,0,0,0,0,0,4691,0,0,0,19,0,0,0,0,0,0,0,4038,14235,493,10197,954
MA,7501,CONCEIÇÃO DO LAGO-AÇU,0,0,0,0,0,3747,13,0,0,0,3,0,0,0,0,0,0,0,2506,0,0,0,172,0,0,0,0,0,0,0,2405,9865,300,7460,719
MA,7510,CANTANHEDE,0,0,0,0,0,6032,21,0,0,0,15,0,0,0,0,0,0,0,1702,0,0,0,31,0,3,0,0,0,0,0,3370,12285,332,8915,779
MA,7528,FEIRA NOVA DO MARANHÃO,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,0,0,32,0,0,0,0,0,0,0,1543,5975,162,4432,409
MA,7536,CAROLINA,0,0,0,0,0,3998,6,0,0,0,5,0,0,0,0,0,0,0,6260,0,0,0,155,0,4,0,0,0,0,0,4854,17136,741,12282,1113
MA,7544,FERNANDO FALCÃO,0,0,0,0,0,2508,0,0,0,0,1,0,0,0,0,0,0,0,2158,0,0,0,18,0,0,0,0,0,0,0,583,5839,218,5256,353
MA,7552,CARUTAPERA,0,0,0,0,0,4178,29,0,0,0,8,0,0,0,0,0,0,0,5758,0,0,0,57,0,3,0,0,0,0,0,3912,15654,718,11742,991
MA,7560,FORMOSA DA SERRA NEGRA,0,0,0,0,0,2376,1,0,0,0,0,0,0,0,0,0,0,0,5897,0,0,0,6,0,0,0,0,0,0,0,2424,11416,202,8992,510
MA,7579,CAXIAS,0,0,0,0,0,31187,422,0,0,0,100,0,0,0,0,0,0,0,33035,0,0,0,661,0,45,0,0,0,0,0,29636,107694,5621,78058,6987
MA,7595,CEDRAL,0,0,0,0,0,2449,31,0,0,0,1,0,0,0,0,0,0,0,2223,0,0,0,17,0,12,0,0,0,0,0,2145,8099,822,5954,399
MA,7609,GOVERNADOR EDISON LOBÃO,0,0,0,0,0,2685,16,0,0,0,3,0,0,0,0,0,0,0,5568,0,0,0,66,0,4,0,0,0,0,0,2489,11897,481,9408,585
MA,7617,CHAPADINHA,0,0,0,0,0,18086,72,0,0,0,11,0,0,0,0,0,0,0,12271,0,0,0,168,0,8,0,0,0,0,0,13145,51230,4098,38085,3371
MA,7625,GOVERNADOR LUIZ ROCHA,0,0,0,0,0,1664,1,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,13,0,0,0,0,0,0,0,1646,6010,344,4364,414
MA,7633,CODÓ,0,0,0,0,0,17943,92,0,0,0,17,0,0,0,0,0,0,0,24564,0,0,0,308,0,24,0,0,0,0,0,29921,81122,3321,51201,4932
MA,7641,GOVERNADOR NEWTON BELLO,0,0,0,0,0,2033,5,0,0,0,1,0,0,0,0,0,0,0,2580,0,0,0,17,0,0,0,0,0,0,0,2324,7691,210,5367,521
MA,7650,COELHO NETO,0,0,0,0,0,11506,880,0,0,0,4,0,0,0,0,0,0,0,7477,0,0,0,132,0,5,0,0,0,0,0,11117,34733,1350,23616,2262
MA,7668,GOVERNADOR NUNES FREIRE,0,0,0,0,0,4543,17,0,0,0,0,0,0,0,0,0,0,0,6375,0,0,0,25,0,7,0,0,0,0,0,3786,16104,394,12318,957
MA,7676,COLINAS,0,0,0,0,0,7134,16,0,0,0,3,0,0,0,0,0,0,0,8381,0,0,0,41,0,8,0,0,0,0,0,8269,26808,1075,18539,1881
MA,7684,IGARAPÉ DO MEIO,0,0,0,0,0,2813,12,0,0,0,3,0,0,0,0,0,0,0,3360,0,0,0,42,0,1,0,0,0,0,0,2957,10162,310,7205,664
MA,7692,COROATÁ,0,0,0,0,0,13134,33,0,0,0,6,0,0,0,0,0,0,0,13461,0,0,0,88,0,1,0,0,0,0,0,14032,45486,1641,31454,3090
MA,7706,ITAIPAVA DO GRAJAÚ,0,0,0,0,0,3287,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,11,0,0,0,0,0,0,0,2543,9482,236,6939,482
MA,7714,CURURUPU,0,0,0,0,0,8492,44,0,0,0,9,0,0,0,0,0,0,0,4318,0,0,0,77,0,3,0,0,0,0,0,8035,24326,2063,16291,1285
MA,7722,ITINGA DO MARANHÃO,0,0,0,0,0,4180,15,0,0,0,2,0,0,0,0,0,0,0,6400,0,0,0,28,0,6,0,0,0,0,0,4586,16797,656,12211,924
MA,7730,DOM PEDRO,0,0,0,0,0,5379,26,0,0,0,9,0,0,0,0,0,0,0,5895,0,0,0,30,0,3,0,0,0,0,0,4138,17641,1168,13503,993
MA,7749,JATOBÁ,0,0,0,0,0,2462,0,0,0,0,1,0,0,0,0,0,0,0,1443,0,0,0,1,0,0,0,0,0,0,0,1383,5850,218,4467,342
MA,7757,DUQUE BACELAR,0,0,0,0,0,2971,12,0,0,0,3,0,0,0,0,0,0,0,2550,0,0,0,22,0,14,0,0,0,0,0,2427,8875,302,6448,574
MA,7765,JENIPAPO DOS VIEIRAS,0,0,0,0,0,3701,0,0,0,0,0,0,0,0,0,0,0,0,3132,0,0,0,17,0,0,0,0,0,0,0,1189,9069,367,7880,663
MA,7773,ESPERANTINÓPOLIS,0,0,0,0,0,2674,12,0,0,0,2,0,0,0,0,0,0,0,5291,0,0,0,55,0,1,0,0,0,0,0,3935,13957,979,10022,1008
MA,7781,JUNCO DO MARANHÃO,0,0,0,0,0,1836,9,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,14,0,0,0,0,0,0,0,1012,4610,193,3598,226
MA,7790,FORTALEZA DOS NOGUEIRAS,0,0,0,0,0,3741,1,0,0,0,1,0,0,0,0,0,0,0,2463,0,0,0,18,0,1,0,0,0,0,0,2197,9354,404,7157,528
MA,7803,LAGO DOS RODRIGUES,0,0,0,0,0,2527,1,0,0,0,1,0,0,0,0,0,0,0,2296,0,0,0,132,0,0,0,0,0,0,0,1568,7320,363,5752,432
MA,7811,FORTUNA,0,0,0,0,0,4112,2,0,0,0,2,0,0,0,0,0,0,0,2413,0,0,0,84,0,4,0,0,0,0,0,3396,11874,887,8478,974
MA,7820,LAGOA DO MATO,0,0,0,0,0,3079,0,0,0,0,1,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0,0,0,0,0,2233,7837,340,5604,642
MA,7838,GODOFREDO VIANA,0,0,0,0,0,2418,7,0,0,0,4,0,0,0,0,0,0,0,1791,0,0,0,82,0,0,0,0,0,0,0,1846,6984,410,5138,426
MA,7846,LAGOA GRANDE DO MARANHÃO,0,0,0,0,0,2251,0,0,0,0,1,0,0,0,0,0,0,0,3113,0,0,0,15,0,0,0,0,0,0,0,2067,8183,296,6116,440
MA,7854,GONÇALVES DIAS,0,0,0,0,0,2970,6,0,0,0,6,0,0,0,0,0,0,0,4542,0,0,0,11,0,1,0,0,0,0,0,3364,12063,507,8699,656
MA,7862,LAJEADO NOVO,0,0,0,0,0,1133,3,0,0,0,0,0,0,0,0,0,0,0,2938,0,0,0,6,0,0,0,0,0,0,0,1399,5887,142,4488,266
MA,7870,GOVERNADOR ARCHER,0,0,0,0,0,2994,2,0,0,0,2,0,0,0,0,0,0,0,1762,0,0,0,50,0,0,0,0,0,0,0,2012,7762,445,5750,495
MA,7889,MARACAÇUMÉ,0,0,0,0,0,3439,10,0,0,0,2,0,0,0,0,0,0,0,4426,0,0,0,46,0,3,0,0,0,0,0,3774,13000,508,9226,792
MA,7897,GOVERNADOR EUGÊNIO BARROS,0,0,0,0,0,4345,13,0,0,0,0,0,0,0,0,0,0,0,2204,0,0,0,68,0,0,0,0,0,0,0,3244,11231,688,7987,669
MA,7900,MARAJÁ DO SENA,0,0,0,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,2109,0,0,0,5,0,0,0,0,0,0,0,1718,6394,225,4676,494
MA,7919,GRAÇA ARANHA,0,0,0,0,0,2173,3,0,0,0,1,0,0,0,0,0,0,0,1482,0,0,0,2,0,0,0,0,0,0,0,1378,5560,201,4182,320
MA,7927,MARANHÃOZINHO,0,0,0,0,0,4081,14,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,10,0,0,0,0,0,0,0,1233,6815,175,5582,361
MA,7935,GRAJAÚ,0,0,0,0,0,13728,19,0,0,0,12,0,0,0,0,0,0,0,14825,0,0,0,136,0,4,0,0,0,0,0,10220,42918,1497,32698,2477
MA,7943,MATÕES DO NORTE,0,0,0,0,0,3032,6,0,0,0,3,0,0,0,0,0,0,0,1069,0,0,0,14,0,0,0,0,0,0,0,2272,6983,172,4711,415
MA,7951,GUIMARÃES,0,0,0,0,0,3253,28,0,0,0,4,0,0,0,0,0,0,0,1919,0,0,0,62,0,2,0,0,0,0,0,3169,10206,1122,7037,647
MA,7960,MILAGRES DO MARANHÃO,0,0,0,0,0,2109,6,0,0,0,1,0,0,0,0,0,0,0,1194,0,0,0,30,0,1,0,0,0,0,0,1294,5148,183,3854,330
MA,7978,HUMBERTO DE CAMPOS,0,0,0,0,0,4880,73,0,0,0,18,0,0,0,0,0,0,0,7195,0,0,0,586,0,9,0,0,0,0,0,5107,20165,894,15058,1403
MA,7986,NOVA COLINAS,0,0,0,0,0,1000,1,0,0,0,1,0,0,0,0,0,0,0,1875,0,0,0,5,0,1,0,0,0,0,0,860,4150,122,3290,285
MA,7994,ICATU,0,0,0,0,0,8407,135,0,0,0,7,0,0,0,0,0,0,0,4631,0,0,0,86,0,6,0,0,0,0,0,4369,19744,844,15375,1259
MA,8001,NOVA OLINDA DO MARANHÃO,0,0,0,0,0,4632,9,0,0,0,2,0,0,0,0,0,0,0,2837,0,0,0,14,0,5,0,0,0,0,0,3200,12173,530,8973,944
MA,8010,IGARAPÉ GRANDE,0,0,0,0,0,2590,1,0,0,0,2,0,0,0,0,0,0,0,2681,0,0,0,6,0,1,0,0,0,0,0,1748,7927,357,6179,541
MA,8028,OLINDA NOVA DO MARANHÃO,0,0,0,0,0,3571,23,0,0,0,3,0,0,0,0,0,0,0,1477,0,0,0,27,0,5,0,0,0,0,0,3001,9361,594,6360,660
MA,8036,IMPERATRIZ,0,0,0,0,0,22218,643,0,0,0,148,0,0,0,0,0,0,0,90636,0,0,0,2269,0,161,0,0,0,0,0,33132,164408,8050,131276,7151
MA,8044,PAULINO NEVES,0,0,0,0,0,3747,16,0,0,0,2,0,0,0,0,0,0,0,4049,0,0,0,12,0,2,0,0,0,0,0,3351,12168,390,8817,599
MA,8052,SÃO LUÍS GONZAGA DO MARANHÃO,0,0,0,0,0,5976,4,0,0,0,1,0,0,0,0,0,0,0,4302,0,0,0,124,0,0,0,0,0,0,0,5727,18345,808,12618,1403
MA,8060,PEDRO DO ROSÁRIO,0,0,0,0,0,3601,13,0,0,0,4,0,0,0,0,0,0,0,6587,0,0,0,76,0,2,0,0,0,0,0,4117,15911,375,11794,1136
MA,8079,ITAPECURU MIRIM,0,0,0,0,0,12385,173,0,0,0,276,0,0,0,0,0,0,0,12554,0,0,0,270,0,19,0,0,0,0,0,10672,41302,2098,30630,2855
MA,8087,PERITORÓ,0,0,0,0,0,4967,9,0,0,0,14,0,0,0,0,0,0,0,4412,0,0,0,214,0,1,0,0,0,0,0,4435,15720,613,11285,1055
MA,8095,JOÃO LISBOA,0,0,0,0,0,3280,27,0,0,0,8,0,0,0,0,0,0,0,9339,0,0,0,211,0,8,0,0,0,0,0,4917,19805,846,14888,1169
MA,8109,PORTO RICO DO MARANHÃO,0,0,0,0,0,1861,24,0,0,0,4,0,0,0,0,0,0,0,1441,0,0,0,18,0,4,0,0,0,0,0,1916,6280,718,4364,294
MA,8117,JOSELÂNDIA,0,0,0,0,0,3310,6,0,0,0,0,0,0,0,0,0,0,0,3211,0,0,0,12,0,2,0,0,0,0,0,3241,11816,1298,8575,736
MA,8125,PRESIDENTE MÉDICI,0,0,0,0,0,1732,10,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,9,0,0,0,0,0,0,0,1261,4993,194,3732,352
MA,8133,LAGO DA PEDRA,0,0,0,0,0,9657,19,0,0,0,3,0,0,0,0,0,0,0,10834,0,0,0,79,0,2,0,0,0,0,0,10281,34013,1407,23732,1731
MA,8141,PRESIDENTE SARNEY,0,0,0,0,0,3070,5,0,0,0,0,0,0,0,0,0,0,0,5092,0,0,0,51,0,4,0,0,0,0,0,3722,12941,275,9219,722
MA,8150,LAGO DO JUNCO,0,0,0,0,0,3257,7,0,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,254,0,2,0,0,0,0,0,2085,7937,566,5852,549
MA,8168,RAPOSA,0,0,0,0,0,5702,179,0,0,0,26,0,0,0,0,0,0,0,5509,0,0,0,161,0,12,0,0,0,0,0,2323,15484,780,13161,792
MA,8176,LAGO VERDE,0,0,0,0,0,2841,2,0,0,0,1,0,0,0,0,0,0,0,4409,0,0,0,12,0,0,0,0,0,0,0,3285,11535,338,8250,647
MA,8184,RIBAMAR FIQUENE,0,0,0,0,0,1832,3,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,5,0,0,0,0,0,0,0,1622,6402,215,4780,282
MA,8192,LIMA CAMPOS,0,0,0,0,0,2785,22,0,0,0,0,0,0,0,0,0,0,0,2563,0,0,0,231,0,1,0,0,0,0,0,2465,9414,645,6949,702
MA,8206,SANTA FILOMENA DO MARANHÃO,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,1,0,0,0,0,0,0,0,1341,5231,331,3890,351
MA,8214,LORETO,0,0,0,0,0,2765,1,0,0,0,0,0,0,0,0,0,0,0,2184,0,0,0,128,0,0,0,0,0,0,0,2097,8046,324,5949,547
MA,8222,SANTANA DO MARANHÃO,0,0,0,0,0,2640,1,0,0,0,2,0,0,0,0,0,0,0,1687,0,0,0,0,0,2,0,0,0,0,0,2263,7171,168,4908,408
MA,8230,LUÍS DOMINGUES,0,0,0,0,0,1914,0,0,0,0,4,0,0,0,0,0,0,0,1550,0,0,0,9,0,0,0,0,0,0,0,1412,5428,237,4016,302
MA,8249,SANTO AMARO DO MARANHÃO,0,0,0,0,0,3102,13,0,0,0,4,0,0,0,0,0,0,0,2804,0,0,0,25,0,0,0,0,0,0,0,1672,8494,358,6822,516
MA,8257,MAGALHÃES DE ALMEIDA,0,0,0,0,0,3802,4,0,0,0,0,0,0,0,0,0,0,0,3311,0,0,0,17,0,1,0,0,0,0,0,3651,12121,650,8470,685
