SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA BRASILEIRO')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 18, 'PARTIDO SOCIAL TRABALHISTA')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO LIBERAL')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'PARTIDO DA FRENTE LIBERAL')","('QT_VOTOS', 26, 'PARTIDO DOS APOSENTADOS DA NAÇÃO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 30, 'PARTIDO GERAL DOS TRABALHADORES')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 41, 'PARTIDO SOCIAL DEMOCRÁTICO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 56, 'PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,51,6,664,10,447,0,0,4,0,1,0,65,516,19,0,0,0,0,0,0,43,0,203,0,14,0,123,0,202,0,533,3721,50,3188,322
AC,1015,CAPIXABA,102,9,726,14,96,0,0,34,0,3,0,55,587,26,0,0,0,0,0,0,87,0,93,0,48,0,301,0,47,0,869,3682,31,2813,188
AC,1023,PORTO ACRE,165,21,1246,47,546,0,7,11,0,5,0,55,925,66,0,0,0,0,0,0,123,0,439,0,199,0,283,0,298,0,2166,8216,101,6050,508
AC,1031,SANTA ROSA,8,6,240,0,6,0,0,0,0,0,0,0,12,151,0,0,0,0,0,0,3,0,16,0,39,0,36,0,31,0,327,1059,15,732,59
AC,1040,MARECHAL THAUMATURGO,221,14,505,13,1022,0,0,54,0,0,0,13,465,61,0,0,0,0,0,0,3,0,135,0,71,0,35,0,181,0,1447,4782,21,3335,105
AC,1058,BRASILEIA,76,32,5174,137,1698,0,0,22,0,0,0,99,456,11,0,0,0,0,0,0,51,0,217,0,67,0,182,0,54,0,2400,12234,158,9834,346
AC,1066,PORTO WALTER,88,10,700,44,472,0,0,150,0,0,0,2,221,2,0,0,0,0,0,0,16,0,29,0,0,0,306,0,324,0,1203,4134,22,2931,120
AC,1074,CRUZEIRO DO SUL,2582,61,6322,6008,1584,0,3,202,0,6,0,158,2423,241,0,0,0,0,0,0,909,0,1084,0,55,0,535,0,2025,0,10024,40270,324,30246,1195
AC,1082,RODRIGUES ALVES,229,10,740,528,102,0,1,10,0,0,0,42,379,21,0,0,0,0,0,0,46,0,151,0,7,0,22,0,205,0,1605,5731,33,4126,946
AC,1090,MANCIO LIMA,1493,10,663,583,131,0,0,10,0,0,0,98,324,36,0,0,0,0,0,0,155,0,157,0,10,0,100,0,837,0,1551,7337,60,5786,188
AC,1104,JORDAO,10,0,253,19,81,0,0,13,0,0,0,3,4,16,0,0,0,0,0,0,5,0,3,0,306,0,4,0,276,0,838,2655,20,1817,583
AC,1112,EPITACIOLANDIA,206,14,2292,234,418,0,0,8,0,0,0,33,442,10,0,0,0,0,0,0,59,0,196,0,8,0,206,0,112,0,1404,6546,106,5142,179
AC,1120,ACRELANDIA,128,16,1265,10,304,0,1,31,0,4,0,20,453,32,0,0,0,0,0,0,116,0,247,0,73,0,771,0,622,0,1211,6422,113,5211,375
AC,1139,FEIJO,28,29,4653,31,124,0,14,49,0,0,0,7,1534,71,0,0,0,0,0,0,107,0,168,0,97,0,354,0,144,0,3587,12932,87,9345,460
AC,1392,RIO BRANCO,4838,317,25438,1427,16482,0,82,513,0,131,0,2265,16942,1482,0,0,0,0,0,0,3655,0,12844,0,5513,0,3323,0,13803,0,32498,175346,2405,142848,9202
AC,1457,SENA MADUREIRA,133,39,1302,195,447,0,0,80,0,1,0,123,1477,2001,0,0,0,0,0,0,2963,0,574,0,146,0,1747,0,128,0,4373,18961,190,14588,1034
AC,1473,TARAUACA,103,30,2428,1056,389,0,1,137,0,5,0,102,443,1784,0,0,0,0,0,0,187,0,119,0,146,0,672,0,1600,0,4572,16628,265,12056,963
AC,1490,XAPURI,121,20,2380,121,350,0,0,6,0,9,0,26,519,22,0,0,0,0,0,0,47,0,532,0,129,0,577,0,119,0,2336,9219,108,6883,869
AC,1511,PLACIDO DE CASTRO,178,16,1983,115,967,0,3,94,0,4,0,29,854,64,0,0,0,0,0,0,133,0,798,0,132,0,238,0,201,0,2201,10127,116,7926,432
AC,1538,SENADOR GUIOMARD,467,42,2353,68,632,0,4,104,0,7,0,33,2185,61,0,0,0,0,0,0,137,0,636,0,95,0,185,0,546,0,2734,12827,173,10093,710
AC,1554,MANUEL URBANO,17,10,546,7,38,0,0,3,0,0,0,7,376,155,0,0,0,0,0,0,247,0,117,0,2,0,371,0,125,0,999,3799,40,2800,383
AC,1570,ASSIS BRASIL,102,6,1270,50,236,0,0,4,0,0,0,28,175,6,0,0,0,0,0,0,17,0,70,0,25,0,137,0,50,0,477,3158,29,2681,136
AL,27006,PARIPUEIRA,733,6,77,346,122,0,0,0,1,0,0,1234,100,63,5,0,69,0,0,1,1,1,1012,0,4,0,128,242,61,1,415,5451,262,5036,124
AL,27014,AGUA BRANCA,29,30,276,1332,3476,10,0,0,0,0,0,1023,19,119,0,0,52,0,0,1,2,0,1051,0,1,0,28,74,25,0,3112,12076,318,8964,282
AL,27022,PARICONHA,1,6,105,1317,161,0,0,0,0,0,0,105,4,1773,0,0,37,0,0,0,0,0,232,0,1,0,13,17,6,0,1572,6119,153,4547,101
AL,27030,ANADIA,39,8,50,789,286,0,0,0,323,0,0,494,198,692,0,1,856,0,0,6,0,0,1774,0,0,0,1127,115,32,2,3562,11991,371,8429,297
AL,27049,ESTRELA DE ALAGOAS,26,4,23,135,328,2,0,0,0,0,0,35,101,2209,3,0,193,0,0,0,0,0,359,0,0,0,1154,32,8,0,2726,8564,233,5838,219
AL,27057,ARAPIRACA,527,76,1876,2023,4039,35,0,0,4,0,0,12687,925,28748,9,1,1982,0,0,64,19,3,10209,0,8,0,4258,1230,112,4,19055,100480,2753,81425,2600
AL,27065,JEQUIA DA PRAIA,97,1,43,1918,107,1,0,0,0,0,0,185,407,286,3,0,111,0,0,0,1,1,338,0,1,0,52,252,9,0,1728,6407,181,4679,134
AL,27073,ATALAIA,147,11,204,7854,572,1,0,0,0,0,0,673,155,321,0,0,327,0,0,4,2,0,1809,0,1,0,2216,238,143,1,5706,23591,569,17885,577
AL,27081,CAMPESTRE,7,9,159,61,846,0,0,0,0,0,0,511,14,19,0,0,20,0,0,0,3,0,335,0,0,0,9,62,1,0,1103,3665,150,2562,57
AL,27090,BARRA DE SANTO ANTONIO,2041,1,79,200,163,0,0,0,0,0,0,366,45,160,0,0,53,0,0,0,6,0,706,0,0,0,48,233,69,4,495,5418,186,4923,102
AL,27111,BARRA DE SAO MIGUEL,22,1,52,486,72,1,0,0,0,0,0,49,219,537,2,0,56,0,0,0,0,0,801,0,1,0,39,79,6,1,234,3087,95,2853,96
AL,27138,BATALHA,12,7,79,1743,161,1,0,0,0,0,0,414,209,2269,0,0,201,0,0,1,1,0,816,0,1,0,176,50,8,4,2017,9212,186,7195,202
AL,27154,BELEM,20,1,11,751,154,0,0,0,7,0,0,964,53,128,0,1,57,0,0,0,1,0,382,0,0,0,162,61,2,0,726,3896,85,3170,59
AL,27170,BELO MONTE,1589,1,27,417,34,0,0,0,0,0,0,90,11,340,0,0,29,0,0,0,0,0,238,0,0,0,61,25,10,0,923,4108,63,3185,47
AL,27197,BOCA DA MATA,487,5,50,473,477,12,0,0,7,0,0,611,714,1942,2,0,1405,0,0,3,3,1,2722,0,0,0,573,189,14,2,3558,15780,729,12222,386
AL,27219,BRANQUINHA,24,12,61,1261,1612,1,0,0,0,0,0,118,35,33,0,0,41,0,0,4,2,0,296,0,0,0,27,21,9,4,1587,6080,145,4493,145
AL,27235,CACIMBINHAS,18,11,35,67,326,0,0,0,0,0,0,45,34,481,0,0,308,0,0,18,1,1,355,0,0,0,2047,22,33,0,1362,6203,135,4841,184
AL,27251,CAJUEIRO,2383,4,138,1857,88,1,0,0,3,0,0,118,283,199,4,0,668,0,0,1,15,3,1273,0,0,0,99,75,4,2,2404,11021,353,8617,284
AL,27278,CAMPO ALEGRE,1284,4,102,3805,519,1,0,0,1,0,0,635,235,628,1,0,638,0,0,0,6,1,1627,0,2,0,113,336,25,1,5079,17608,717,12529,413
AL,27294,CAMPO GRANDE,11,6,53,1301,29,0,0,0,0,0,0,259,44,1592,0,0,12,0,0,0,0,0,230,0,0,0,33,6,121,0,532,4889,196,4357,86
AL,27316,CANAPI,66,54,111,409,4055,0,0,0,1,0,0,1030,9,38,0,0,212,0,0,0,0,0,500,0,0,0,319,37,47,0,2737,10691,243,7954,161
AL,27332,CAPELA,1740,11,88,2089,644,2,0,0,5,0,0,330,120,126,0,1,217,0,0,1,10,4,1122,0,3,0,142,217,32,0,2498,11062,419,8564,313
AL,27359,CARNEIROS,266,7,18,1294,43,2,0,0,0,0,0,287,32,157,1,0,20,0,0,0,2,0,487,0,0,0,21,12,42,0,618,3796,63,3178,84
AL,27375,CHA PRETA,27,15,25,102,1253,1,0,0,0,0,0,1022,19,45,0,0,47,0,0,69,3,2,224,0,0,0,221,20,25,0,299,4127,144,3828,106
AL,27391,COITE DO NOIA,1,4,19,1007,211,0,0,0,0,0,0,74,97,2497,0,0,38,0,0,0,0,0,121,0,0,0,125,10,3,0,1762,6927,170,5165,180
AL,27413,COLONIA LEOPOLDINA,726,4,295,1361,80,3,0,0,0,0,0,3396,43,92,1,0,57,0,0,1,4,0,248,0,0,0,51,275,6,0,3041,11425,612,8384,237
AL,27430,COQUEIRO SECO,241,1,30,660,57,0,0,0,1,0,0,346,29,296,0,0,49,0,0,0,5,2,186,0,1,0,32,99,4,1,294,2803,133,2509,77
AL,27456,CORURIPE,105,42,242,2661,8284,5,0,0,1,0,0,576,156,1977,0,0,1368,0,0,120,18,8,1382,0,33,0,1623,613,45,11,6675,29641,767,22966,586
AL,27472,DELMIRO GOUVEIA,38,25,1778,8561,3379,0,0,0,0,0,0,687,91,384,1,0,637,0,0,0,2,53,2274,0,0,0,139,285,90,0,7114,29089,941,21975,549
AL,27499,DOIS RIACHOS,19,5,31,1882,55,0,0,0,0,0,0,57,82,44,0,0,38,0,0,4,2,0,1936,0,0,0,135,105,21,0,1598,6938,92,5340,231
AL,27510,FEIRA GRANDE,57,2,232,2519,387,4,0,0,0,0,0,1462,48,1335,0,0,164,0,0,1,2,0,275,0,3,0,923,31,0,0,2794,12131,453,9337,311
AL,27537,FELIZ DESERTO,5,4,20,26,853,1,0,0,0,0,0,8,32,420,1,0,19,0,0,0,1,0,170,0,1,0,33,70,1,0,234,2225,78,1991,36
AL,27553,FLEXEIRAS,35,2,19,3189,49,0,0,0,0,0,0,82,17,91,0,0,93,0,0,1,0,0,410,0,1,0,39,66,5,0,634,5595,166,4961,136
AL,27570,GIRAU DO PONCIANO,2136,24,589,2859,1459,1,0,0,0,0,0,508,133,1500,0,0,267,0,0,10,2,0,819,0,1,0,573,208,0,3,4664,18166,505,13502,401
AL,27596,IBATEGUARA,36,7,45,487,1273,3,0,0,0,0,0,2507,29,23,0,0,16,0,0,0,9,0,300,0,0,0,11,70,4,0,2666,8273,169,5607,141
AL,27618,IGACI,337,9,79,551,249,1,0,0,0,0,0,358,180,1829,0,0,441,0,0,42,3,0,813,0,0,0,4004,48,9,0,4841,16258,519,11417,383
AL,27634,IGREJA NOVA,1900,6,164,1335,134,1,0,0,1,0,0,2077,45,716,0,0,224,0,0,14,7,0,594,0,0,0,948,67,6,0,3381,13664,679,10283,314
AL,27650,INHAPI,26,68,319,579,3465,0,0,0,0,0,0,258,18,458,0,0,24,0,0,3,2,0,667,0,0,0,21,61,165,0,2630,10053,204,7423,245
AL,27677,JACARE DOS HOMENS,7,4,93,1168,27,1,0,0,0,0,0,62,303,145,0,0,39,0,0,2,0,0,706,0,1,0,136,7,14,0,715,3917,72,3202,67
AL,27693,JACUIPE,707,7,31,1657,5,0,0,0,2,0,0,24,2,27,1,0,9,0,0,0,0,0,133,0,0,0,3,82,78,0,1021,4273,84,3252,74
AL,27715,JAPARATINGA,635,6,24,781,36,0,0,0,0,0,0,26,8,240,0,0,59,0,0,0,0,1,357,0,0,0,50,211,3,0,1012,4137,231,3125,97
AL,27731,JARAMATAIA,51,19,15,112,1274,0,0,0,0,0,0,48,38,306,0,0,21,0,0,10,2,0,332,0,0,0,46,5,0,0,708,3534,108,2826,113
AL,27758,JOAQUIM GOMES,1577,4,69,727,123,2,0,0,0,0,0,1315,67,857,0,0,231,0,0,31,6,0,959,0,0,0,135,257,98,0,3784,12189,404,8405,342
AL,27774,JUNDIA,44,2,11,836,27,0,0,0,0,0,0,674,60,3,0,0,26,0,0,1,0,0,112,0,0,0,2,35,2,0,288,2532,66,2244,73
AL,27790,JUNQUEIRO,55,6,60,8214,76,6,0,0,0,0,0,102,56,424,0,0,64,0,0,2,4,0,310,0,1,0,48,82,6,27,3824,15025,443,11201,240
AL,27812,LAGOA DA CANOA,60,2,97,957,303,2,0,0,0,0,0,518,240,2697,0,0,115,0,0,1,2,1,664,0,0,0,467,130,3,0,2902,10658,277,7756,272
AL,27839,LIMOEIRO DE ANADIA,37,55,26,5457,70,2,0,0,1,0,0,322,55,1783,0,0,151,0,0,4,2,33,502,0,1,0,134,45,7,0,3377,13942,301,10565,291
AL,27855,MACEIO,9307,1323,23857,41942,20763,727,0,0,364,0,0,12453,21209,10550,340,74,20444,0,0,813,210,761,79812,0,235,0,23110,17924,6703,146,70879,416017,13251,345138,14741
AL,27871,MAJOR ISIDORO,244,11,61,2077,972,1,0,0,2,0,0,218,116,947,5,0,167,0,0,347,5,1,1343,0,1,0,501,66,56,0,3111,11709,301,8598,306
AL,27898,MARAGOGI,85,4,42,3656,104,0,0,0,0,0,0,64,43,47,1,0,133,0,0,2,0,0,1901,0,2,0,54,604,5,0,2449,11280,722,8831,333
AL,27910,MARAVILHA,2043,2,22,1088,122,1,0,0,0,0,0,41,54,32,0,0,141,0,0,6,0,0,738,0,0,0,78,55,3,0,2174,7416,197,5242,124
AL,27936,MARECHAL DEODORO,567,31,345,1542,821,12,0,0,3,0,0,474,507,539,5,2,1091,0,0,3,15,4,2777,0,417,0,2950,534,95,7,3812,19917,869,16105,649
AL,27952,MARIBONDO,47,19,109,1291,437,0,0,0,2,0,0,2052,168,579,0,1,522,0,0,18,5,5,694,0,0,0,173,47,19,3,2364,10053,429,7689,249
AL,27979,MAR VERMELHO,15,3,4,516,330,0,0,0,0,0,0,815,15,34,1,0,15,0,0,0,3,0,129,0,0,0,20,10,3,0,207,2391,61,2184,38
AL,27995,MATA GRANDE,74,63,88,191,2835,2,0,0,0,0,0,4898,10,94,1,0,192,0,0,1,3,0,613,0,1,0,185,62,24,1,3329,14585,472,11256,257
AL,28010,MATRIZ DE CAMARAGIBE,62,26,225,765,4019,1,0,0,0,0,0,143,63,665,1,0,74,0,0,5,4,1,1165,0,0,0,93,571,177,1,3599,13530,466,9931,273
AL,28037,MESSIAS,40,13,108,1504,890,2,0,0,3,0,0,291,120,223,1,0,453,0,0,3,2,1,995,0,0,0,124,357,15,2,1891,8287,287,6396,214
AL,28053,MINADOR DO NEGRAO,8,0,5,716,15,0,0,0,0,0,0,4,76,329,0,0,24,0,0,0,2,0,304,0,0,0,835,31,1,0,869,3743,59,2874,96
AL,28070,MONTEIROPOLIS,8,4,27,1215,133,0,0,0,0,0,0,39,100,127,0,0,25,0,0,2,0,0,1056,0,0,0,20,2,9,0,952,4352,143,3400,109
AL,28096,MURICI,30,42,116,3098,4179,3,0,0,1,0,0,599,109,66,0,0,111,0,0,1,3,1,688,0,1,0,69,185,15,6,1343,12703,326,11360,394
AL,28118,NOVO LINO,33,6,63,712,305,0,0,0,0,0,0,1893,26,536,0,0,135,0,0,0,0,0,160,0,4,0,24,100,3,1,582,5475,190,4893,164
AL,28134,OLHO D AGUA DAS FLORES,46,4,127,1508,582,1,0,0,0,0,0,451,420,1051,4,0,126,0,0,14,2,0,1653,0,0,0,801,18,279,1,2596,11211,344,8615,287
AL,28150,OLHO D AGUA DO CASADO,3,16,35,100,662,0,0,0,0,0,0,51,3,1702,1,0,595,0,0,0,0,0,42,0,0,0,3,31,3,0,1105,4916,64,3811,75
AL,28177,OLHO D AGUA GRANDE,75,0,20,732,22,0,0,0,0,0,0,77,11,178,0,0,3,0,0,0,0,0,133,0,0,0,802,21,0,0,830,3345,98,2515,90
AL,28193,OLIVENCA,116,28,14,587,2368,0,0,0,0,0,0,22,74,330,0,0,46,0,0,10,0,0,384,0,0,0,395,47,13,0,1556,6893,75,5337,132
AL,28215,OURO BRANCO,19,10,61,1612,700,3,0,0,0,0,0,173,24,14,0,0,39,0,0,5,0,3,970,0,0,0,166,86,12,0,1608,6332,126,4724,130
AL,28231,PALESTINA,15,3,3,546,120,0,0,0,0,0,0,14,7,1008,0,0,40,0,0,0,0,0,184,0,0,0,25,7,5,1,202,2534,48,2332,58
AL,28258,PALMEIRA DOS INDIOS,256,40,452,2151,2694,12,0,0,0,0,0,593,1770,895,0,0,1745,0,0,39,34,6,5676,0,0,0,8930,420,125,1,9107,40149,1199,31042,999
AL,28274,PAO DE ACUCAR,513,14,97,4382,1526,1,0,0,0,0,0,52,111,822,0,2,626,0,0,5,2,5,1231,0,2,0,108,177,32,0,3271,14681,293,11410,305
AL,28290,PASSO DE CAMARAGIBE,346,36,108,1132,326,0,0,0,0,0,0,418,71,463,4,0,724,0,0,6,4,1,1071,0,2,0,90,270,17,1,1836,8243,424,6407,185
AL,28312,PAULO JACINTO,5,2,15,490,44,0,0,0,0,0,0,127,26,1047,0,0,38,0,0,1,4,1,758,0,1,0,457,21,2,2,288,4061,174,3773,139
AL,28339,PENEDO,183,10,675,1322,550,10,0,0,0,0,0,1997,530,5844,3,0,1451,0,0,77,4,1,3508,0,3,0,2120,280,77,7,6957,29820,1092,22863,776
AL,28355,PIACABUCU,46,5,239,1504,99,1,0,0,0,0,0,598,23,439,0,0,98,0,0,2,0,0,848,0,0,0,1940,155,12,2,2936,10501,333,7565,346
AL,28371,PILAR,343,21,262,2703,618,7,0,0,0,0,0,263,363,3711,4,0,952,0,0,2,4,1,2225,0,0,0,242,321,32,53,4818,20339,1152,15521,529
AL,28398,PINDOBA,3,0,5,50,12,0,0,0,0,0,0,33,13,22,0,0,27,0,0,2,2,0,44,0,0,0,865,8,108,0,108,1569,27,1461,47
AL,28410,PIRANHAS,54,14,422,3171,606,4,0,0,0,0,0,162,218,207,1,0,858,0,0,6,2,36,639,0,3,0,287,172,6,1,3118,11768,359,8650,303
AL,28436,POCO DAS TRINCHEIRAS,482,8,62,2251,133,0,0,0,0,0,0,29,61,50,0,0,146,0,0,6,0,0,1692,0,0,0,81,18,11,0,1980,7935,100,5955,182
AL,28452,PORTO CALVO,1296,68,128,295,1431,1,0,0,0,0,0,278,69,3075,1,0,373,0,0,1,0,0,1970,0,0,0,108,484,59,1,4057,16068,609,12011,328
AL,28479,PORTO DE PEDRAS,154,10,83,911,880,3,0,0,3,0,0,34,18,185,0,0,300,0,0,2,2,0,264,0,1,0,29,188,8,2,1228,5122,255,3894,133
AL,28495,PORTO REAL DO COLEGIO,1627,6,80,1380,59,2,0,0,0,0,0,130,45,600,1,0,181,0,0,10,1,0,578,0,1,0,2122,267,1,1,2854,11618,535,8764,257
AL,28517,QUEBRANGULO,153,4,57,962,377,0,0,0,0,0,0,78,70,1012,0,0,515,0,0,19,0,0,853,0,0,0,799,49,4,0,641,6897,279,6256,175
AL,28533,RIO LARGO,525,43,1024,4936,3690,16,0,0,28,0,0,3126,847,1888,17,0,1958,0,0,51,115,8,4944,0,2,0,590,1495,173,2,7218,37469,1333,30251,861
AL,28550,ROTEIRO,13,2,7,137,119,0,0,0,6,0,0,520,104,785,1,0,46,0,0,0,0,0,118,0,0,0,36,259,0,0,1374,4155,106,2781,125
AL,28576,SANTA LUZIA DO NORTE,582,9,101,158,93,6,0,0,0,0,0,63,71,69,0,0,113,0,0,11,2,0,1340,0,2,0,37,184,13,8,939,4490,175,3551,124
AL,28592,SANTANA DO IPANEMA,358,21,610,2873,2505,6,0,0,0,0,0,305,860,1187,6,0,376,0,0,70,6,0,4733,0,0,0,1692,155,206,2,5112,24798,695,19686,698
AL,28614,SANTANA DO MUNDAU,47,4,103,1170,216,0,0,0,0,0,0,1775,33,32,0,0,59,0,0,5,7,0,543,0,0,0,15,26,7,3,830,5715,161,4885,173
AL,28630,SAO BRAS,198,2,74,796,23,0,0,0,0,0,0,62,8,134,0,0,93,0,0,1,1,0,335,0,1,0,874,64,5,0,378,3742,210,3364,108
AL,28657,SAO JOSE DA LAJE,210,2,68,4254,601,5,0,0,2,0,0,1827,34,165,0,0,43,0,0,0,4,1,159,0,0,0,31,110,0,13,848,10108,360,9260,325
AL,28673,SAO JOSE DA TAPERA,29,21,92,872,766,0,0,0,0,0,0,264,192,1911,0,0,1109,0,0,15,4,1,2603,0,1,0,601,31,24,0,4319,15301,421,10982,409
AL,28690,SAO LUIS DO QUITUNDE,1996,26,312,587,1246,6,0,0,2,0,0,247,603,1886,1,2,408,0,0,20,12,1,2104,0,0,0,155,392,82,4,4227,17702,1064,13475,490
AL,28711,SAO MIGUEL DOS CAMPOS,348,28,441,820,1113,9,0,0,2,0,0,6093,558,3796,3,2,1116,0,0,2,10,1,1357,0,3,0,1166,1007,56,2,2213,24311,1025,22098,985
AL,28738,SAO MIGUEL DOS MILAGRES,36,5,50,241,280,0,0,0,0,0,0,290,32,837,0,0,114,0,0,11,2,4,289,0,0,0,36,208,42,0,368,3550,207,3182,170
AL,28754,SAO SEBASTIAO,1076,10,796,3114,168,0,0,0,0,0,0,1146,88,612,0,3,2268,0,0,5,3,0,1075,0,2,0,355,62,9,3,5160,18664,938,13504,377
AL,28770,SATUBA,197,12,124,1718,479,32,0,0,1,0,0,251,148,348,5,0,168,0,0,39,4,0,649,0,0,0,98,343,74,0,1294,7059,320,5765,194
AL,28797,TANQUE D ARCA,11,14,20,312,843,0,0,0,0,0,0,279,15,75,0,0,76,0,0,0,0,0,547,0,0,0,230,50,8,0,1471,4579,191,3108,88
AL,28819,TAQUARANA,22,5,35,2170,87,0,0,0,6,0,0,172,64,2765,0,0,83,0,0,1,2,0,407,0,0,0,166,37,4,0,2360,9848,235,7488,286
AL,28835,TRAIPU,54,17,135,1789,1126,0,0,0,1,0,0,526,45,478,0,0,300,0,0,8,4,1,913,0,0,0,4377,24,6,1,3765,15603,278,11838,377
AL,28851,UNIAO DOS PALMARES,803,21,1016,11544,642,7,0,0,7,0,0,1719,456,333,1,0,314,0,0,22,14,1,1520,0,7,0,245,144,27,15,8904,32051,965,23147,852
AL,28878,VICOSA,256,17,185,2354,513,3,0,0,5,0,0,2398,217,247,0,0,469,0,0,9,234,2,2700,0,2,0,476,97,106,1,3687,16605,721,12918,540
AL,28894,CRAIBAS,32,13,96,2008,606,4,0,0,0,0,0,639,37,1864,1,0,444,0,0,22,0,2,1627,0,0,0,177,61,2,2,3272,12666,264,9394,266
AL,28916,SENADOR RUI PALMEIRA,105,9,18,363,100,0,0,0,0,0,0,55,46,1991,0,0,40,0,0,1,0,0,549,0,0,0,31,33,18,1,1247,5391,108,4144,149
AL,28932,SENADOR TEOTONIO VILELA,64,1,111,9476,116,1,0,0,2,0,0,129,43,555,1,0,226,0,0,30,4,0,1406,0,4,0,59,219,9,170,6952,22108,700,15156,348
AM,2003,APUI,0,20,157,562,0,1,297,0,0,0,0,75,8,2009,0,0,0,0,0,0,0,0,9,0,0,3,7,3,342,0,3242,7425,131,4183,70
AM,2011,NOVO AYRAO,1,6,54,251,4,0,148,4,0,28,0,564,4,1024,0,1,0,0,0,1,0,0,0,0,2,2,1255,0,162,0,1713,5685,97,3972,41
AM,2020,GUAJARA,0,9,52,156,4,0,10,0,0,0,0,48,5,2877,0,0,0,0,0,0,0,0,1,0,0,1,0,1,208,0,3985,8156,114,4171,117
AM,2038,ANORI,0,10,12,364,5,1,234,1,0,17,0,786,3,2332,1,1,12,0,0,0,0,5,2,0,0,17,3,0,128,0,1832,6418,88,4586,89
AM,2046,CAREIRO DA VARZEA,0,23,112,956,27,11,843,128,0,46,0,1523,7,3037,1,2,42,0,0,3,2,5,5,0,7,6,45,0,389,48,2842,11072,120,8230,75
AM,2054,ATALAIA DO NORTE,0,5,3,185,1,0,8,0,0,0,0,392,3,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,1282,3468,23,2186,19
AM,2070,AUTAZES,0,17,129,835,20,0,167,226,0,22,0,706,12,5030,2,2,116,0,0,1,0,0,25,0,5,7,27,6,190,82,4234,12994,131,8760,99
AM,2097,BARCELOS,0,11,19,366,3,1,200,5,0,4,0,54,0,2774,0,0,3,0,7,0,0,0,3,0,0,0,4,0,73,0,1713,5626,56,3913,32
AM,2119,BARREIRINHA,1,13,59,1335,15,7,116,1,0,2,0,862,4,4861,0,3,4,0,0,0,0,0,0,0,0,0,20,0,186,1,2903,11628,164,8725,92
AM,2135,BENJAMIN CONSTANT,0,36,19,468,10,0,175,0,0,23,0,860,9,4769,0,1,6,0,0,0,0,1,0,0,0,1,14,14,1611,1,3832,13460,146,9628,254
AM,2151,BOCA DO ACRE,0,42,376,912,5,2,7,0,0,10,0,744,9,5102,1,1,2,0,0,1,0,0,1,0,0,0,13,2,76,0,5008,14045,216,9037,228
AM,2178,BORBA,0,27,44,380,1,0,541,10,0,1148,0,2668,4,2837,0,4,4,0,0,1,0,9,3,0,4,1,10,1,100,1,4006,12972,110,8966,137
AM,2194,CANUTAMA,0,6,1,245,0,0,145,0,0,0,0,527,12,1525,0,0,0,0,0,0,0,0,0,0,0,4,10,0,13,6,1526,4397,62,2871,45
AM,2216,CARAUARI,0,24,69,670,6,0,148,0,0,0,0,858,16,4758,0,0,0,0,0,0,0,0,2,0,0,7,20,0,405,0,4823,12753,111,7930,103
AM,2232,CAREIRO,0,19,172,580,21,3,327,83,0,65,0,1720,17,4653,1,2,35,0,3,0,2,1,15,0,13,2,131,12,371,18,4432,14114,186,9682,127
