SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,1229,3224,863,5552,46,4689,190
AC,1015,CAPIXABA,847,3365,2064,6441,16,4377,149
AC,1023,PORTO ACRE,1460,5963,2765,10537,52,7772,297
AC,1031,SANTA ROSA DO PURUS,303,917,1039,2360,10,1321,91
AC,1040,MARECHAL THAUMATURGO,1698,2660,3219,7808,20,4589,211
AC,1058,BRASILÉIA,2992,7602,4276,15326,88,11050,368
AC,1066,PORTO WALTER,1301,1544,1845,4866,9,3021,167
AC,1074,CRUZEIRO DO SUL,10134,19070,17810,48422,277,30612,1131
AC,1082,RODRIGUES ALVES,1832,3183,3449,8695,27,5246,204
AC,1090,MÂNCIO LIMA,2395,3388,3598,9647,35,6049,231
AC,1104,JORDÃO,874,937,1741,3702,12,1961,138
AC,1112,EPITACIOLÂNDIA,1717,4830,2605,9422,60,6817,210
AC,1120,ACRELÂNDIA,1475,4451,2953,9111,65,6158,167
AC,1139,FEIJÓ,5711,4249,6512,17154,97,10642,585
AC,1392,RIO BRANCO,43426,119157,46267,217042,2280,170775,5912
AC,1457,SENA MADUREIRA,4369,9320,9603,24007,115,14404,600
AC,1473,TARAUACÁ,5177,5921,9470,21311,94,11841,649
AC,1490,XAPURI,2544,4697,3166,10790,59,7624,324
AC,1511,PLÁCIDO DE CASTRO,2110,6064,4097,12551,50,8454,230
AC,1538,SENADOR GUIOMARD,2930,8159,4302,15880,107,11578,382
AC,1554,MANOEL URBANO,1084,1830,1982,5077,19,3095,162
AC,1570,ASSIS BRASIL,1361,2235,691,4499,25,3808,187
AL,27006,PARIPUEIRA,2415,3285,1771,7928,143,6157,314
AL,27014,ÁGUA BRANCA,7531,1639,4749,14675,102,9926,654
AL,27022,PARICONHA,4476,650,2314,7856,47,5542,369
AL,27030,ANADIA,5019,3033,5123,13937,189,8814,573
AL,27049,ESTRELA DE ALAGOAS,5476,1593,4436,12250,130,7814,615
AL,27057,ARAPIRACA,42663,47437,29074,125965,1898,96891,4893
AL,27065,JEQUIÁ DA PRAIA,2902,1924,2922,8074,71,5152,255
AL,27073,ATALAIA,8967,9907,9219,29789,360,20570,1336
AL,27081,CAMPESTRE,2314,787,893,4287,65,3394,228
AL,27090,BARRA DE SANTO ANTÔNIO,3176,2840,987,7547,164,6560,380
AL,27111,BARRA DE SÃO MIGUEL,1666,2099,1203,5219,61,4016,190
AL,27138,BATALHA,5289,2203,3061,11076,76,8015,447
AL,27154,BELÉM,2072,951,1537,4863,68,3326,235
AL,27170,BELO MONTE,2444,604,1397,4675,21,3278,209
AL,27197,BOCA DA MATA,8753,4050,5918,19974,370,14056,883
AL,27219,BRANQUINHA,3082,1426,1099,6053,84,4954,362
AL,27235,CACIMBINHAS,3041,1741,1573,6823,63,5250,405
AL,27251,CAJUEIRO,4524,4436,4176,14012,176,9836,700
AL,27278,CAMPO ALEGRE,8527,4693,7666,22240,370,14574,984
AL,27294,CAMPO GRANDE,3998,1279,1854,7579,106,5725,342
AL,27316,CANAPI,6983,1142,4429,13218,93,8789,571
AL,27332,CAPELA,3340,4774,4209,13116,166,8907,627
AL,27359,CARNEIROS,2542,1175,1638,5687,48,4049,284
AL,27375,CHÃ PRETA,2729,1073,680,4861,76,4181,303
AL,27391,COITÉ DO NÓIA,3917,1286,862,6593,87,5731,441
AL,27413,COLÔNIA LEOPOLDINA,4719,4095,5100,14758,206,9658,638
AL,27430,COQUEIRO SECO,1691,1250,977,4184,107,3207,159
AL,27456,CORURIPE,8476,15642,10813,36868,569,26055,1368
AL,27472,DELMIRO GOUVEIA,19108,4071,10455,35345,342,24890,1369
AL,27499,DOIS RIACHOS,3829,1632,2848,8847,68,5999,470
AL,27510,FEIRA GRANDE,8129,2307,3847,15273,254,11426,736
AL,27537,FELIZ DESERTO,1152,944,956,3240,41,2284,147
AL,27553,FLEXEIRAS,2125,2892,2237,7782,135,5545,393
AL,27570,GIRAU DO PONCIANO,12158,2911,7329,23759,210,16430,1151
AL,27596,IBATEGUARA,4084,2608,3242,10679,160,7437,585
AL,27618,IGACI,8729,2770,2762,15562,248,12800,1053
AL,27634,IGREJA NOVA,7127,3903,4979,17110,295,12131,806
AL,27650,INHAPI,6677,891,4206,12619,105,8413,740
AL,27677,JACARÉ DOS HOMENS,2394,760,1376,4685,26,3309,129
AL,27693,JACUÍPE,2576,836,1679,5390,67,3711,232
AL,27715,JAPARATINGA,1750,1982,1926,5976,87,4050,231
AL,27731,JARAMATAIA,2056,964,482,3764,50,3282,212
AL,27758,JOAQUIM GOMES,4995,3402,5161,14401,168,9240,675
AL,27774,JUNDIÁ,1298,1132,1339,3921,40,2582,112
AL,27790,JUNQUEIRO,7628,4174,6060,18791,275,12731,654
AL,27812,LAGOA DA CANOA,6200,2492,3377,12916,184,9539,663
AL,27839,LIMOEIRO DE ANADIA,7712,2627,5248,16617,218,11369,812
AL,27855,MACEIÓ,152559,236597,113823,538534,11362,424711,24193
AL,27871,MAJOR ISIDORO,6243,2878,4971,14911,117,9940,702
AL,27898,MARAGOGI,5970,5434,4856,17433,391,12577,782
AL,27910,MARAVILHA,2562,2406,3039,8421,87,5382,327
AL,27936,MARECHAL DEODORO,7492,13225,8457,30890,517,22433,1199
AL,27952,MARIBONDO,3923,2826,1369,8844,160,7475,566
AL,27979,MAR VERMELHO,1340,903,813,3268,52,2455,160
AL,27995,MATA GRANDE,8985,1640,5822,17376,156,11554,773
AL,28010,MATRIZ DE CAMARAGIBE,4557,5976,5748,17159,241,11411,637
AL,28037,MESSIAS,3625,4099,3261,11697,211,8436,501
AL,28053,MINADOR DO NEGRÃO,1974,669,713,3591,41,2878,194
AL,28070,MONTEIRÓPOLIS,2383,946,1812,5410,44,3598,225
AL,28096,MURICI,5840,6281,5401,18904,314,13503,1068
AL,28118,NOVO LINO,2702,2659,2231,8099,146,5868,361
AL,28134,OLHO D'ÁGUA DAS FLORES,4560,4532,4309,14092,139,9783,552
AL,28150,OLHO D'ÁGUA DO CASADO,3455,567,1173,5541,51,4368,295
AL,28177,OLHO D'ÁGUA GRANDE,1899,691,1377,4177,50,2800,160
AL,28193,OLIVENÇA,3423,1953,2957,8788,66,5831,389
AL,28215,OURO BRANCO,4339,1167,2456,8338,65,5882,311
AL,28231,PALESTINA,1836,558,1324,3870,33,2546,119
AL,28258,PALMEIRA DOS ÍNDIOS,18403,14902,15296,51374,717,36078,2056
AL,28274,PÃO DE AÇÚCAR,8243,2789,6036,17744,130,11708,546
AL,28290,PASSO DE CAMARAGIBE,4256,2374,3472,10685,158,7213,425
AL,28312,PAULO JACINTO,3060,1136,1455,6010,81,4555,278
AL,28339,PENEDO,14156,11912,11408,39416,504,28008,1436
AL,28355,PIAÇABUÇU,4812,2951,4227,12669,153,8442,526
AL,28371,PILAR,5038,11431,7747,25578,471,17831,891
AL,28398,PINDOBA,1155,539,590,2417,17,1827,116
AL,28410,PIRANHAS,7944,1671,2927,13410,125,10483,743
AL,28436,POÇO DAS TRINCHEIRAS,4277,1685,971,7341,71,6370,337
AL,28452,PORTO CALVO,4550,7496,6783,20010,323,13227,858
AL,28479,PORTO DE PEDRAS,1799,1994,2332,6474,88,4142,261
AL,28495,PORTO REAL DO COLÉGIO,5203,4115,3776,13946,274,10170,578
AL,28517,QUEBRANGULO,4162,2039,1088,7855,100,6767,466
AL,28533,RIO LARGO,16980,15287,4248,39428,1088,35180,1825
AL,28550,ROTEIRO,986,1679,1859,4752,56,2893,172
AL,28576,SANTA LUZIA DO NORTE,2118,1707,1433,5541,65,4108,218
AL,28592,SANTANA DO IPANEMA,12344,8202,8590,30541,264,21951,1141
AL,28614,SANTANA DO MUNDAÚ,3470,1593,2393,8065,115,5672,494
AL,28630,SÃO BRÁS,2043,1369,1694,5422,128,3728,188
AL,28657,SÃO JOSÉ DA LAJE,7995,3184,3423,15822,247,12399,973
AL,28673,SÃO JOSÉ DA TAPERA,8425,3658,6857,20014,143,13157,931
AL,28690,SÃO LUÍS DO QUITUNDE,9426,5000,7016,22661,320,15645,899
AL,28711,SÃO MIGUEL DOS CAMPOS,8533,17058,8528,36312,647,27784,1546
AL,28738,SÃO MIGUEL DOS MILAGRES,1529,1918,718,4561,124,3843,272
AL,28754,SÃO SEBASTIÃO,10207,4831,7263,23657,406,16394,950
AL,28770,SATUBA,3023,3493,2245,9286,204,7041,321
AL,28797,TANQUE D'ARCA,2228,802,1026,4362,79,3336,227
AL,28819,TAQUARANA,5820,2650,4063,13448,162,9385,753
AL,28835,TRAIPU,7664,2954,7044,18630,131,11586,837
AL,28851,UNIÃO DOS PALMARES,16384,10719,12994,42896,632,29902,2167
AL,28878,VIÇOSA,8137,4751,5764,19810,273,14046,885
AL,28894,CRAÍBAS,8084,2598,4075,15703,185,11628,761
AL,28916,SENADOR RUI PALMEIRA,4180,1132,2509,8289,62,5780,406
AL,28932,TEOTÔNIO VILELA,8476,9430,9921,29262,445,19341,990
AM,2003,APUÍ,4150,1565,3148,9055,55,5907,137
AM,2011,NOVO AIRÃO,3718,781,1842,6463,41,4621,81
AM,2020,GUAJARÁ,2446,1509,3654,7818,25,4164,184
AM,2038,ANORI,4021,953,3365,8465,34,5100,92
AM,2046,CAREIRO DA VÁRZEA,8026,765,5040,14038,57,8998,150
AM,2054,ATALAIA DO NORTE,1877,1196,1852,5025,12,3173,88
AM,2070,AUTAZES,10132,1276,6606,18370,101,11764,255
AM,2097,BARCELOS,3275,1130,3456,8007,35,4551,111
AM,2119,BARREIRINHA,8627,795,5194,14907,51,9713,240
AM,2135,BENJAMIN CONSTANT,10297,1262,4292,16318,77,12026,390
AM,2151,BOCA DO ACRE,5674,5069,6321,17573,118,11252,391
AM,2178,BORBA,9273,977,6858,17422,53,10564,261
AM,2194,CANUTAMA,2240,1159,2831,6372,33,3541,109
AM,2216,CARAUARI,6475,1659,7862,16290,53,8428,241
AM,2232,CAREIRO,9548,888,7332,18083,80,10751,235
AM,2259,COARI,21146,3539,16376,41930,283,25554,586
AM,2275,CODAJÁS,6000,1322,5570,13119,53,7549,174
AM,2291,EIRUNEPÉ,8654,1023,8401,18476,68,10075,330
AM,2313,ENVIRA,3725,1316,4680,9869,23,5189,125
AM,2330,FONTE BOA,6337,950,4754,12308,30,7554,237
AM,2356,HUMAITÁ,12837,3212,7545,24068,122,16523,352
AM,2372,SANTA ISABEL DO RIO NEGRO,1933,1200,2570,5792,13,3222,76
AM,2399,IPIXUNA,2559,1396,4376,8604,34,4228,239
AM,2410,ITACOATIARA,30543,6727,18109,56335,382,38226,574
AM,2437,ITAPIRANGA,3124,570,2031,5802,25,3771,52
AM,2453,JAPURÁ,1545,262,1333,3192,8,1859,44
AM,2470,JURUÁ,1502,1491,2650,5760,14,3110,103
AM,2496,JUTAÍ,4201,998,4352,9744,24,5392,169
AM,2518,LÁBREA,9114,2019,8413,20007,71,11594,390
AM,2534,MANACAPURU,31024,5856,19912,58044,389,38132,863
AM,2550,MANAUS,679131,179371,215813,1123837,25969,908024,23553
AM,2577,MANICORÉ,10475,3844,8443,23151,51,14708,338
AM,2593,MARAÃ,2415,541,4361,7414,7,3053,90
AM,2615,MAUÉS,15469,1456,10119,27519,130,17400,345
AM,2631,NHAMUNDÁ,5594,1204,4259,11205,39,6946,109
AM,2658,NOVA OLINDA DO NORTE,7220,843,5174,13448,51,8274,160
AM,2674,NOVO ARIPUANÃ,5242,786,4487,10696,28,6209,153
AM,2690,PARINTINS,32747,7010,17066,57697,311,40631,563
AM,2712,PAUINI,3747,1109,3495,8552,25,5057,176
AM,2739,SANTO ANTÔNIO DO IÇÁ,5120,2213,3071,10763,85,7692,274
AM,2755,SÃO PAULO DE OLIVENÇA,7228,2109,2693,12411,64,9718,317
AM,2771,SILVES,3354,343,2152,5920,17,3768,54
AM,2798,TAPAUÁ,4185,1303,4950,10704,41,5754,225
AM,2810,TEFÉ,19223,2466,11203,33570,185,22367,493
AM,2836,SÃO GABRIEL DA CACHOEIRA,11396,2393,8546,22746,87,14200,324
AM,2852,URUCARÁ,5293,617,3648,9697,49,6049,90
AM,2879,URUCURITUBA,5209,690,4057,10144,49,6087,139
AM,2895,ALVARÃES,4369,413,3007,7944,25,4937,130
AM,2917,AMATURÁ,2705,510,1241,4597,21,3356,120
AM,2933,ANAMÃ,2768,632,2547,6034,15,3487,72
AM,2950,BERURI,3739,1015,3483,8367,19,4884,111
AM,2976,BOA VISTA DO RAMOS,5000,563,3296,8999,24,5703,116
AM,2992,CAAPIRANGA,3099,288,3065,6550,33,3485,65
AM,98353,IRANDUBA,15690,1636,6291,24149,170,17858,362
AM,98370,ITAMARATI,2129,424,2656,5305,12,2649,84
AM,98396,MANAQUIRI,5903,430,4302,10827,35,6525,157
AM,98418,PRESIDENTE FIGUEIREDO,9060,1578,3606,14625,126,11019,255
AM,98434,RIO PRETO DA EVA,6775,1292,3234,11557,99,8323,157
AM,98450,SÃO SEBASTIÃO DO UATUMÃ,2282,792,1748,4904,25,3156,57
AM,98477,TABATINGA,14205,3166,6391,24559,187,18168,610
AM,98493,UARINI,3131,381,2407,6030,17,3623,94
AM,98515,TONANTINS,3681,1050,2190,7062,9,4872,132
AP,6009,PRACUÚBA,1348,410,640,2508,16,1868,94
AP,6017,AMAPÁ,3099,879,1330,5548,33,4218,207
AP,6025,PORTO GRANDE,5563,1870,2145,10126,59,7981,489
AP,6033,CALÇOENE,3212,1214,1635,6371,39,4736,271
AP,6041,ITAUBAL,1906,728,967,3760,24,2793,135
AP,6050,MACAPÁ,112522,77412,40242,243110,2974,202868,9960
AP,6068,CUTIAS,1468,786,1078,3482,20,2404,130
AP,6076,MAZAGÃO,6140,2198,2817,11675,53,8858,467
AP,6084,ÁGUA BRANCA DO AMAPARI,2638,946,1328,5189,19,3861,258
AP,6092,OIAPOQUE,5934,2584,5990,15382,110,9392,764
AP,6106,SERRA DO NAVIO,1418,810,882,3226,21,2344,95
AP,6114,FERREIRA GOMES,1922,993,483,3599,27,3116,174
AP,6122,VITÓRIA DO JARI,4312,1728,3124,9584,43,6460,377
AP,6130,LARANJAL DO JARI,12452,5213,6989,25865,225,18876,986
AP,6157,SANTANA,31482,18942,10424,63994,746,53570,2400
AP,6173,TARTARUGALZINHO,3228,1647,1722,6930,34,5208,299
BA,30007,LUÍS EDUARDO MAGALHÃES,9773,9675,5894,26060,292,20166,426
BA,30058,EUNÁPOLIS,23291,22549,19931,68182,696,48251,1715
BA,30660,IUIU,4266,1071,2240,7836,59,5596,200
BA,30678,JABORANDI,3741,1248,1618,6884,71,5266,206
BA,30694,JUSSARI,1985,1168,1122,4430,35,3308,120
BA,30716,AMÉRICA DOURADA,5728,1848,3862,11801,78,7939,285
BA,30732,ARATACA,2678,1273,1565,5744,38,4179,190
BA,30759,BARRO ALTO,4950,1644,1684,8596,71,6912,247
BA,30775,BARROCAS,6789,1443,2403,11044,95,8641,314
BA,30791,BURITIRAMA,5500,3166,4814,14132,47,9318,605
BA,30813,CAPELA DO ALTO ALEGRE,4291,1666,1924,8400,168,6476,351
BA,30830,CAPIM GROSSO,8249,4933,5469,19556,324,14087,581
BA,30856,CANUDOS,6454,1027,3615,11538,81,7923,361
BA,30872,DIAS D'ÁVILA,22029,6009,8844,38857,794,30013,1181
BA,30899,FÁTIMA,7032,2281,3777,13594,119,9817,385
BA,30910,FILADÉLFIA,5693,3071,3792,13161,184,9369,421
BA,30937,GAVIÃO,1682,984,862,3743,39,2881,176
BA,30953,GUAJERU,3529,693,2812,7242,35,4430,173
BA,30970,HELIÓPOLIS,5342,1526,3444,10629,73,7185,244
BA,30996,JOÃO DOURADO,6981,4319,4576,16448,148,11872,424
BA,33014,ABAÍRA,2943,1740,1464,6504,81,5040,276
BA,33030,ABARÉ,7833,818,1700,10782,66,9082,365
BA,33057,ACAJUTIBA,4953,2167,2188,9735,134,7547,293
BA,33065,ADUSTINA,5700,2160,3132,11486,104,8354,390
BA,33073,ÁGUA FRIA,5623,1953,2445,10700,120,8255,559
BA,33090,ÉRICO CARDOSO,4056,1340,2933,8678,78,5745,271
BA,33111,AIQUARA,2079,549,1189,3991,44,2802,130
BA,33138,ALAGOINHAS,46823,23446,22711,97748,1962,75037,2806
BA,33154,ALCOBAÇA,7630,2215,5336,15772,139,10436,452
BA,33170,ALMADINA,2153,1099,1392,4831,47,3439,140
BA,33197,AMARGOSA,10402,6289,4491,22339,374,17848,783
BA,33219,AMÉLIA RODRIGUES,8550,3537,2800,15799,330,12999,582
BA,33235,ANAGÉ,7911,4085,4026,16746,118,12720,606
BA,33251,ANDARAÍ,5336,840,3252,9836,91,6584,317
BA,33260,ANDORINHA,7353,1128,2991,11840,92,8849,276
BA,33278,ANGICAL,6620,1834,2406,11236,62,8830,314
BA,33294,ANGUERA,4721,993,1873,7899,71,6026,241
BA,33316,ANTAS,5198,1580,2037,9180,95,7143,270
BA,33332,ANTÔNIO CARDOSO,5886,1394,1596,9298,111,7702,311
BA,33359,ANTÔNIO GONÇALVES,3354,1719,1491,6864,43,5373,257
BA,33375,APORÁ,5754,2578,3885,12760,129,8875,414
BA,33383,ARAÇÁS,4994,1518,2850,9707,98,6857,247
BA,33391,ARACATU,6079,1678,3142,11333,111,8191,323
BA,33405,APUAREMA,2115,1587,1551,5500,43,3949,204
BA,33413,ARACI,19338,3682,12492,36597,186,24105,899
BA,33430,ARAMARI,4445,1178,1323,7318,115,5995,257
BA,33456,ARATUÍPE,3497,1520,1636,6968,85,5332,230
BA,33472,AURELINO LEAL,4825,1210,4321,10670,85,6349,229
BA,33499,BAIANÓPOLIS,5959,1377,2295,9974,63,7679,280
BA,33510,BAIXA GRANDE,5720,4174,3456,14140,233,10684,557
BA,33529,BANZAÊ,4668,1531,2593,9106,65,6513,249
BA,33537,BARRA,15566,5076,10290,32370,208,22080,1230
BA,33553,BARRA DA ESTIVA,8514,3181,3396,15730,190,12334,449
BA,33570,BARRA DO CHOÇA,8894,6985,6889,24012,274,17123,970
BA,33596,BARRA DO MENDES,6011,1225,3340,10991,87,7651,328
BA,33618,BARRA DO ROCHA,1986,725,1349,4207,31,2858,116
BA,33634,BARREIRAS,42765,16310,19615,81282,934,61667,1658
BA,33650,BARRO PRETO,2249,1197,1070,4757,73,3687,168
BA,33677,BELMONTE,6143,2995,3918,13663,150,9745,457
BA,33693,BELO CAMPO,5365,3284,4721,13811,77,9090,364
BA,33715,BIRITINGA,6718,979,2196,10462,131,8266,438
BA,33731,BOA NOVA,5912,1223,4963,12712,115,7749,499
BA,33758,BOA VISTA DO TUPIM,6130,2367,2512,11615,118,9103,488
BA,33774,BOM JESUS DA LAPA,21021,6656,13637,42780,428,29143,1038
BA,33782,BOM JESUS DA SERRA,4233,671,2724,7942,51,5218,263
BA,33790,BONINAL,4336,1594,2474,8759,70,6285,285
BA,33804,BONITO,4281,2947,2801,10445,102,7644,314
BA,33812,BOQUIRA,8630,1398,3861,14411,113,10550,409
BA,33839,BOTUPORÃ,4569,1138,2741,8765,52,6024,265
BA,33855,BREJÕES,5238,1721,3933,11391,128,7458,371
BA,33871,BREJOLÂNDIA,3791,1228,1917,7206,62,5289,208
BA,33898,BROTAS DE MACAÚBAS,3875,2134,1826,8183,73,6357,275
BA,33910,BRUMADO,25707,7504,6423,41555,533,35132,1388
BA,33936,BUERAREMA,4083,5292,2788,12678,126,9890,389
BA,33952,CAATIBA,2951,1186,2405,6835,54,4430,239
BA,33960,CABACEIRAS DO PARAGUAÇU,5485,2593,3961,12558,107,8597,412
BA,33979,CACHOEIRA,12832,3475,4370,21658,352,17288,629
BA,33995,CACULÉ,6990,3822,2990,14538,205,11548,531
BA,34010,CAEM,4280,1168,2647,8592,75,5945,422
BA,34029,CAETANOS,4216,949,2987,8440,41,5453,247
BA,34037,CAETITÉ,18069,6949,6969,33644,333,26675,1324
BA,34053,CAFARNAUM,5096,2824,3809,12188,156,8379,303
BA,34070,CAIRU,4208,2330,2170,9045,130,6875,207
BA,34096,CALDEIRÃO GRANDE,3744,1111,1716,6927,65,5211,291
BA,34118,CAMACAN,8441,3674,4345,17365,212,13020,693
BA,34134,CAMAÇARI,67142,32656,25279,134109,3669,108830,5363
BA,34150,CAMAMU,6489,7774,8073,23298,218,15225,744
BA,34177,CAMPO ALEGRE DE LOURDES,9300,3070,6705,19843,85,13138,683
BA,34193,CAMPO FORMOSO,20615,10633,11045,44324,594,33279,1437
BA,34215,CANÁPOLIS,3911,1431,1281,6971,44,5690,304
BA,34231,CANARANA,8868,2647,3067,15163,119,12096,462
BA,34258,CANAVIEIRAS,9884,5398,9873,25998,192,16125,651
BA,34274,CANDEAL,3757,1099,1060,6227,73,5167,238
BA,34290,CANDEIAS,35241,5630,9800,54250,1700,44450,1879
BA,34312,CANDIBA,5910,1397,1599,9338,110,7739,322
BA,34339,CÂNDIDO SALES,8649,4121,7606,21010,145,13404,489
BA,34355,CANSANÇÃO,14085,1793,7833,24631,155,16798,765
BA,34363,CARAÍBAS,3213,1865,1841,7215,63,5374,233
BA,34371,CARAVELAS,6442,2195,2996,12322,134,9326,555
BA,34398,CARDEAL DA SILVA,3467,685,2021,6466,81,4445,212
BA,34410,CARINHANHA,7890,5412,5785,19657,131,13872,439
BA,34436,CASA NOVA,28341,5249,8738,44222,424,35484,1470
BA,34452,CASTRO ALVES,11397,2963,5515,20613,205,15098,533
BA,34479,CATOLÂNDIA,2155,237,680,3198,28,2518,98
BA,34495,CATU,23653,3755,5229,34989,998,29760,1354
BA,34509,CATURAMA,3701,741,1945,6668,72,4723,209
BA,34517,CENTRAL,6619,2277,2263,11604,110,9341,335
BA,34533,CHORROCHÓ,4618,989,2061,7973,40,5912,265
BA,34550,CÍCERO DANTAS,11857,4330,4904,22161,309,17257,761
BA,34576,CIPÓ,4824,3161,2817,11368,152,8551,414
BA,34592,COARACI,7620,3809,3437,15537,176,12100,495
BA,34614,COCOS,6026,2653,4863,14049,98,9186,409
BA,34630,CONCEIÇÃO DA FEIRA,6566,3656,1984,13022,375,11038,441
BA,34657,CONCEIÇÃO DO ALMEIDA,7348,1706,3990,13609,169,9619,396
BA,34673,CONCEIÇÃO DO COITÉ,21646,11876,7936,43226,559,35290,1209
BA,34690,CONCEIÇÃO DO JACUÍPE,9525,5503,3232,19273,379,16041,634
BA,34711,CONDE,7415,2556,4533,15090,162,10557,424
BA,34738,CONDEÚBA,6807,2375,3682,13493,121,9811,508
BA,34754,CONTENDAS DO SINCORÁ,1606,759,575,3039,24,2464,75
BA,34770,CORAÇÃO DE MARIA,10386,2952,3810,17966,256,14156,562
BA,34797,CORDEIROS,2327,1701,1349,5676,40,4327,259
BA,34819,CORIBE,6168,1723,4050,12361,104,8311,316
BA,34835,CORONEL JOÃO SÁ,5989,1953,3724,12165,100,8441,399
BA,34851,CORRENTINA,10984,5012,7708,24812,285,17104,823
BA,34878,COTEGIPE,5173,1125,3350,9975,49,6625,278
BA,34894,CRAVOLÂNDIA,2180,554,1051,4046,82,2995,179
BA,34916,CRISÓPOLIS,7943,1914,5238,15670,88,10432,487
BA,34932,CRISTÓPOLIS,6259,1288,2638,10594,62,7956,347
BA,34959,CRUZ DAS ALMAS,18625,11451,5222,36991,719,31769,974
BA,34975,CURAÇÁ,12963,3498,6003,23167,181,17164,522
BA,34991,DÁRIO MEIRA,3917,1079,3519,8914,90,5395,309
BA,35017,DOM BASÍLIO,5106,1779,1584,8849,110,7265,270
BA,35033,DOM MACEDO COSTA,1889,673,676,3425,42,2749,145
BA,35050,ELÍSIO MEDRADO,3067,1804,1954,7109,78,5155,206
BA,35076,ENCRUZILHADA,6324,3262,5837,16121,127,10284,571
BA,35092,ENTRE RIOS,13021,4501,8346,27157,519,18811,770
BA,35114,ESPLANADA,10310,4849,4715,20860,355,16145,631
BA,35130,EUCLIDES DA CUNHA,20896,5796,8393,36550,280,28157,1185
BA,35149,FEIRA DA MATA,2007,1059,1305,4472,27,3167,74
BA,35157,FEIRA DE SANTANA,158577,108974,71620,359325,6672,287705,13482
BA,35173,FIRMINO ALVES,1663,1136,854,3883,80,3029,150
BA,35190,FLORESTA AZUL,3230,1744,1601,6918,87,5317,256
BA,35211,FORMOSA DO RIO PRETO,7171,3293,4756,15655,72,10899,363
BA,35238,GANDU,8000,5475,3831,18264,299,14433,659
BA,35254,GENTIO DO OURO,4657,1112,1481,7583,57,6102,276
BA,35270,GLÓRIA,7187,1172,3005,11786,101,8781,321
BA,35297,GONGOGI,2336,852,3191,6557,42,3366,136
BA,35319,GOVERNADOR MANGABEIRA,8148,2506,3788,15070,224,11282,404
BA,35335,GUANAMBI,25508,15061,11717,54733,688,43016,1759
BA,35351,GUARATINGA,7553,1875,3908,13842,112,9934,394
BA,35378,IAÇU,9295,2491,8053,20718,239,12665,640
BA,35394,IBIASSUCÊ,3605,2244,2164,8367,57,6203,297
BA,35416,IBICARAÍ,6552,5446,3656,16367,185,12711,528
BA,35432,IBICOARA,5172,2740,2441,10868,123,8427,392
BA,35459,IBICUÍ,4972,2454,2547,10440,108,7893,359
BA,35475,IBIPEBA,7370,1157,3488,12460,108,8972,337
BA,35491,SANTA RITA DE CÁSSIA,9888,3609,6589,20763,154,14174,523
BA,35513,IBIPITANGA,5560,1173,3515,10616,90,7101,278
BA,35530,IBIQUERA,1834,352,823,3164,27,2341,128
BA,35556,IBIRAPITANGA,6042,2145,2825,11591,147,8766,432
BA,35572,IBIRAPUÃ,2507,1507,1234,5501,51,4267,202
BA,35599,IBIRATAIA,6316,3575,6732,17364,196,10632,545
BA,35610,IBITIARA,6037,1577,2412,10471,88,8059,357
BA,35637,IBITITÁ,7951,1456,2717,12533,107,9816,302
BA,35653,IBOTIRAMA,8892,3577,3664,16745,150,13081,462
BA,35670,ICHU,2622,976,685,4490,49,3805,158
BA,35696,IGAPORÃ,5930,1789,1877,10082,113,8205,373
BA,35700,IGRAPIÚNA,4077,1762,3219,9542,100,6323,384
BA,35718,IGUAÍ,8711,2836,7013,19388,145,12375,683
BA,35734,ILHÉUS,54528,32253,37362,129719,2122,92357,3454
BA,35750,INHAMBUPE,12767,4042,4330,22107,285,17777,683
BA,35777,IPECAETÁ,5976,2368,2429,11278,97,8849,408
BA,35793,IPIAÚ,15115,5281,5674,27402,439,21728,893
BA,35815,IPIRÁ,20365,7809,9462,39550,405,30088,1509
BA,35831,IPUPIARA,3473,1572,1785,7083,77,5298,176
BA,35858,IRAJUBA,2910,695,985,4792,37,3807,165
BA,35874,IRAMAIA,4247,1602,3143,9329,96,6186,241
BA,35890,IRAQUARA,8942,1690,2755,13845,105,11090,353
BA,35912,IRARÁ,10832,3560,4428,19734,282,15306,632
BA,35939,IRECÊ,19831,8893,11781,42275,559,30494,1211
BA,35947,ITABELA,7562,5508,7518,21417,238,13899,591
BA,35955,ITABERABA,19087,7162,7191,35553,671,28362,1442
BA,35971,ITABUNA,52855,50856,30571,139792,2094,109221,3416
BA,35998,ITACARÉ,5900,1991,1929,10336,154,8407,362
BA,36013,ITAETÉ,4576,1850,2297,9223,93,6926,407
BA,36030,ITAGI,4160,2835,2238,9677,87,7439,357
BA,36056,ITAGIBÁ,6005,1546,2539,10546,119,8007,337
BA,36072,ITAGIMIRIM,1936,1390,1563,5146,48,3583,209
BA,36080,ITAGUAÇU DA BAHIA,5373,671,2208,8569,54,6361,263
BA,36099,ITAJU DO COLÔNIA,2086,989,988,4221,34,3233,124
BA,36110,ITAJUÍPE,6873,4209,3552,15247,210,11695,403
BA,36137,ITAMARAJU,15046,12041,10302,38996,455,28694,1152
