SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO LIBERAL')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'PARTIDO DA FRENTE LIBERAL')","('QT_VOTOS', 26, 'PARTIDO DOS APOSENTADOS DA NAÇÃO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 56, 'PARTIDO DE REEDIFICAÇÃO DA ORDEM NACIONAL')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,0,64,55,810,2,1164,0,0,102,0,0,261,271,12,0,9,2,0,1,320,49,182,0,68,118,9,4,75,32,843,5140,60,4297,95
AC,1015,CAPIXABA,0,156,70,376,3,380,0,0,141,0,0,300,222,32,0,93,1,0,2,190,95,587,5,88,299,12,0,197,17,1009,4983,53,3974,97
AC,1023,PORTO ACRE,0,139,141,1021,12,251,0,0,178,0,0,347,789,27,1,23,36,0,7,518,240,510,3,382,262,48,0,314,28,1162,7473,89,6311,148
AC,1031,SANTA ROSA,0,2,3,680,0,18,0,0,0,0,0,3,67,0,0,0,0,0,7,6,32,12,163,2,14,0,0,0,3,330,1594,14,1264,60
AC,1040,MARECHAL THAUMATURGO,0,39,51,2212,0,1206,0,0,1,0,0,6,216,0,0,0,0,0,0,7,7,55,99,4,44,2,0,265,2,1550,6539,19,4989,103
AC,1058,BRASILÉIA,0,223,73,2320,4,1909,0,0,180,0,0,237,1283,45,9,3,0,0,0,103,96,2073,13,248,209,374,0,129,17,2417,13674,156,11257,192
AC,1066,PORTO WALTER,0,66,63,1013,2,473,0,0,0,0,0,1,396,0,0,0,0,0,1,1,2,201,30,2,28,2,1,357,5,1331,4612,26,3281,93
AC,1074,CRUZEIRO DO SUL,0,2600,916,4420,1940,3700,0,0,266,0,0,153,5765,29,0,149,3,0,2,905,273,1639,859,330,1996,143,2,2132,509,10783,43781,390,32998,670
AC,1082,RODRIGUES ALVES,0,2210,106,364,27,294,0,0,7,0,0,7,505,0,0,4,0,0,0,37,3,68,523,23,57,6,0,163,5,1820,7039,32,5219,121
AC,1090,MÂNCIO LIMA,0,1017,72,1498,29,855,0,0,27,0,0,15,769,0,0,17,0,0,0,68,26,77,99,29,393,12,0,725,38,1658,8366,46,6708,130
AC,1104,JORDÃO,0,19,217,263,4,446,0,0,4,0,0,2,8,0,0,0,0,0,0,0,3,37,503,1,22,0,0,512,0,793,3231,16,2438,76
AC,1112,EPITACIOLÂNDIA,0,848,41,758,0,835,0,0,48,0,0,104,855,16,1,2,4,0,0,38,75,1436,3,180,108,90,0,64,12,1436,8148,145,6712,139
AC,1120,ACRELÂNDIA,0,51,20,376,3,322,0,0,101,0,0,122,223,17,0,52,5,0,3,106,17,2203,7,24,1565,24,2,71,9,1409,7548,70,6139,150
AC,1139,FEIJÓ,0,39,132,4964,3,50,0,0,10,0,0,74,837,6,0,0,4,0,5,18,249,154,231,601,36,1452,0,162,7,3950,15049,126,11099,431
AC,1392,RIO BRANCO,0,6589,6334,29746,489,9407,0,0,6538,0,0,11610,15018,869,40,813,557,0,377,8135,7446,13793,374,8242,7238,1962,78,5535,3367,30127,193549,2877,163422,2665
AC,1457,SENA MADUREIRA,0,51,131,4321,94,1625,0,0,100,0,0,379,721,17,0,8,9,0,9,571,236,1038,9,1046,1388,105,1,57,1785,4408,20416,169,16008,435
AC,1473,TARAUACÁ,0,842,1956,2212,112,1739,0,0,51,0,0,152,360,10,0,1,6,0,8,15,117,1253,268,48,134,51,1,1718,58,4981,18876,214,13895,588
AC,1490,XAPURI,0,75,82,2029,8,509,0,0,76,0,0,209,186,28,1,3,0,0,0,123,969,1521,2,100,346,15,0,12,50,1884,9628,82,7744,210
AC,1511,PLÁCIDO DE CASTRO,0,248,203,1384,11,367,0,0,82,0,0,562,943,224,0,20,3,0,5,801,170,805,322,211,782,24,1,220,94,2237,11128,140,8891,174
AC,1538,SENADOR GUIOMARD,0,383,155,1382,10,631,0,0,186,0,0,1706,614,39,2,23,6,0,6,259,217,1912,16,306,970,66,4,321,62,2651,13641,184,10990,205
AC,1554,MANUEL URBANO,0,9,16,1097,4,126,0,0,40,0,0,95,90,10,0,1,0,0,0,442,400,93,1,61,144,1,0,11,129,1059,4371,48,3312,114
AC,1570,ASSIS BRASIL,0,79,38,780,0,226,0,0,24,0,0,104,515,1,0,0,0,0,0,51,40,832,26,15,41,6,0,4,2,584,4054,37,3470,94
AL,27006,PARIPUEIRA,0,0,59,51,868,664,0,0,1,9,1,27,34,150,1,1,5,0,38,1748,0,413,6,0,54,41,191,14,248,895,6560,257,5665,158
AL,27014,ÁGUA BRANCA,0,0,41,126,123,350,0,0,0,0,0,1,14,58,0,0,3,0,47,4805,0,2399,2,0,15,6,66,0,182,3256,13550,318,10294,482
AL,27022,PARICONHA,0,0,28,32,12,32,0,0,0,0,0,1,3,29,0,0,0,0,5,2598,0,890,1,4,641,4,53,2,19,1629,7167,155,5538,301
AL,27030,ANADIA,0,0,80,39,191,51,0,0,1,13,1,6,25,1885,3,4,1,0,9,4104,2,593,0,0,109,13,34,46,284,3307,12769,355,9462,364
AL,27049,ESTRELA DE ALAGOAS,0,0,41,66,978,129,0,0,0,0,0,7,14,171,0,0,0,0,5,2758,0,17,0,444,1093,1,24,1,195,3056,10672,279,7616,306
AL,27057,ARAPIRACA,0,0,266,632,2349,415,0,0,16,37,3,357,1045,2515,27,2,6,0,304,26333,1,11876,141,26,563,99,2080,445,27586,18025,110124,3516,92099,2730
AL,27065,JEQUIÁ DA PRAIA,0,0,273,48,509,64,0,0,0,11,3,1,27,104,0,0,0,0,10,2190,0,260,20,0,38,13,584,15,471,1605,7376,217,5771,190
AL,27073,ATALAIA,0,0,116,153,1676,1185,0,0,1,81,2,37,297,1651,10,9,7,0,282,7894,0,763,11,1,382,50,791,44,1165,5719,27003,901,21284,868
AL,27081,CAMPESTRE,0,0,83,144,4,4,0,0,0,1,0,2,2,127,0,0,0,0,6,2103,0,5,0,0,24,11,31,1,10,1038,4321,117,3283,214
AL,27090,BARRA DE SANTO ANTÔNIO,0,0,115,119,230,735,0,0,1,39,0,9,75,399,3,2,2,0,41,1933,0,418,9,1,434,43,96,11,484,1186,7694,316,6508,186
AL,27111,BARRA DE SÃO MIGUEL,0,0,97,57,76,15,0,0,2,22,0,9,138,89,2,2,0,0,3,2087,1,228,2,0,43,10,378,14,49,641,4716,123,4075,175
AL,27138,BATALHA,0,0,31,34,371,16,0,0,0,0,0,34,13,39,0,3,0,0,8,5122,0,413,1,0,335,3,64,4,534,1548,9944,198,8396,250
AL,27154,BELÉM,0,0,37,14,80,11,0,0,1,6,0,5,5,903,0,0,1,0,6,1757,0,23,0,0,50,3,13,6,99,887,4571,166,3684,117
AL,27170,BELO MONTE,0,0,15,6,44,7,0,0,0,3,0,8,1,155,0,0,0,0,0,1976,0,23,0,0,154,0,205,1,26,723,3965,106,3242,86
AL,27197,BOCA DA MATA,0,0,146,107,365,179,0,0,1,133,2,35,234,540,0,1,6,0,3,6187,3,624,0,0,620,21,56,43,2279,3836,18414,786,14578,575
AL,27219,BRANQUINHA,0,0,72,86,51,37,0,0,0,4,0,8,46,112,0,0,0,0,21,3244,0,82,1,2,37,3,136,3,80,1627,7048,241,5421,219
AL,27235,CACIMBINHAS,0,0,29,23,64,32,0,0,0,5,0,5,16,27,0,0,0,0,4,1316,0,65,1,7,1417,7,43,5,1682,1594,7474,81,5880,248
AL,27251,CAJUEIRO,0,0,32,333,172,111,0,0,0,5,2,12,105,383,0,0,3,0,73,3264,0,47,1,0,3294,9,61,24,158,2596,13389,566,10793,642
AL,27278,CAMPO ALEGRE,0,0,164,70,1123,132,0,0,0,10,2,18,18,1263,3,3,2,0,4,3388,0,3880,5,1,64,5,87,2,2532,4805,20616,632,15811,536
AL,27294,CAMPO GRANDE,0,0,23,68,33,14,0,0,0,0,0,15,0,77,0,0,0,0,4,2567,0,66,1,5,1702,0,3,1,144,953,6599,202,5646,166
AL,27316,CANAPI,0,0,59,43,37,12,0,0,1,9,0,9,15,997,0,0,0,0,1,3819,0,501,2,1,211,1,23,4,32,2927,11747,325,8820,1587
AL,27332,CAPELA,0,0,81,114,412,146,0,0,5,22,0,19,44,308,0,0,6,0,6,3200,0,175,3,1,2010,26,132,10,493,2587,12352,564,9765,633
AL,27359,CARNEIROS,0,0,20,12,87,11,0,0,0,8,0,4,5,1698,1,0,1,0,2,925,0,370,0,0,33,1,48,1,50,814,4838,103,4024,133
AL,27375,CHÃ PRETA,0,0,52,280,130,31,0,0,0,2,0,7,38,160,0,5,0,0,9,2021,0,28,0,1,343,5,23,23,200,717,5240,205,4523,329
AL,27391,COITÉ DO NÓIA,0,0,9,4,14,4,0,0,0,1,0,16,208,1793,2,1,0,0,15,1982,0,83,1,1,514,2,7,1,228,1734,7715,127,5981,201
AL,27413,COLÔNIA LEOPOLDINA,0,0,213,288,139,60,0,0,0,4,0,58,32,763,2,0,1,0,7,4158,0,483,0,0,202,27,654,22,282,3052,13215,873,10163,452
AL,27430,COQUEIRO SECO,0,0,9,51,104,355,0,0,3,8,0,8,54,296,0,1,0,0,1,898,0,353,4,1,74,5,290,1,28,543,3723,164,3180,99
AL,27456,CORURIPE,0,0,464,177,552,97,0,0,2,5,0,129,83,485,15,9,5,0,45,19606,1,641,23,0,186,18,715,21,638,6034,34573,1167,28539,693
AL,27472,DELMIRO GOUVEIA,0,0,175,299,152,149,0,0,5,5,0,9,43,621,0,1,4,0,205,10795,0,5346,4,0,314,70,1033,8,351,7458,31831,988,24373,1244
AL,27499,DOIS RIACHOS,0,0,177,21,28,20,0,0,0,1,0,3,7,842,1,0,0,0,4,3452,0,87,2,0,55,20,156,0,224,1745,7965,189,6220,193
AL,27510,FEIRA GRANDE,0,0,53,53,90,7,0,0,2,1,0,28,14,1317,0,1,2,0,7,5021,1,357,427,1,31,9,322,0,979,2356,13337,513,10981,402
AL,27537,FELIZ DESERTO,0,0,20,2,420,2,0,0,0,1,0,23,25,28,1,1,0,0,7,1161,0,87,0,0,24,0,63,2,25,450,2815,121,2365,81
AL,27553,FLEXEIRAS,0,0,20,41,60,242,0,0,1,5,1,8,42,660,0,0,4,0,1,2442,0,744,2,0,24,18,32,10,59,1471,7239,181,5768,347
AL,27570,GIRAU DO PONCIANO,0,0,149,125,1325,20,0,0,1,1,0,1353,12,355,0,0,1,0,76,7879,0,200,7,1,250,82,20,6,838,4968,21364,733,16396,825
AL,27596,IBATEGUARA,0,0,47,155,451,75,0,0,1,4,0,72,10,394,0,0,0,0,0,2116,0,273,4,2,83,10,244,0,1732,2402,9806,315,7404,485
AL,27618,IGACI,0,0,41,80,507,104,0,0,0,0,0,12,13,164,3,0,0,0,10,6472,0,102,1,12,3207,2,120,3,243,4827,18907,559,14080,505
AL,27634,IGREJA NOVA,0,0,41,13,855,6,0,0,0,0,0,142,101,286,0,0,0,0,24,3957,0,53,6,4,488,1,968,0,2082,3341,15560,957,12219,503
AL,27650,INHAPI,0,0,108,438,11,11,0,0,1,0,0,8,31,56,0,0,1,0,10,4764,0,317,2,3,135,37,41,0,29,2922,11398,318,8476,1037
AL,27677,JACARÉ DOS HOMENS,0,0,41,16,40,0,0,0,0,5,0,4,4,1361,1,0,0,0,0,150,1,329,2,0,825,31,34,18,41,654,4152,75,3498,82
AL,27693,JACUÍPE,0,0,99,243,13,209,0,0,0,2,0,2,2,477,0,0,0,0,66,1307,0,68,0,0,41,0,45,2,424,1155,4992,208,3837,106
AL,27715,JAPARATINGA,0,0,99,5,27,367,0,0,1,5,0,6,50,862,0,1,1,0,162,531,0,37,1,1,123,3,57,3,705,1036,5001,269,3965,129
AL,27731,JARAMATAIA,0,0,34,26,66,4,0,0,0,0,0,13,3,47,0,0,0,0,1,1729,0,287,0,0,143,5,27,0,444,740,4286,90,3546,149
AL,27758,JOAQUIM GOMES,0,0,164,92,58,300,0,0,1,11,0,15,68,196,0,0,0,0,4,1248,0,2177,1,0,933,20,45,20,143,4003,13934,516,9931,2345
AL,27774,JUNDIÁ,0,0,34,45,4,27,0,0,2,2,0,5,5,436,0,0,0,0,2,1168,0,175,0,0,79,8,12,1,40,819,3418,77,2599,140
AL,27790,JUNQUEIRO,0,0,160,58,4098,13,0,0,3,4,0,8,39,478,1,0,0,0,5,5049,0,146,3,0,65,5,72,6,253,4119,17109,696,12990,416
AL,27812,LAGOA DA CANOA,0,0,48,15,153,12,0,0,0,2,0,167,23,2027,2,0,3,0,4,2498,0,703,8,3,395,7,37,0,1201,2625,11666,359,9041,289
AL,27839,LIMOEIRO DE ANADIA,0,0,15,58,69,17,0,0,0,10,0,14,10,6555,1,0,4,0,3,581,0,90,0,6,2169,5,20,1,185,3204,15294,379,12090,343
AL,27855,MACEIÓ,0,0,10367,20294,16099,11622,0,0,962,9375,352,4655,22398,26554,541,527,527,0,2736,95916,158,30787,861,63,10787,4626,24533,5742,33766,63909,476691,23973,412782,17096
AL,27871,MAJOR ISIDORO,0,0,58,1005,200,7,0,0,0,1,0,2,16,692,0,1,1,0,43,5517,0,463,9,10,408,22,91,91,298,2741,13436,255,10695,349
AL,27898,MARAGOGI,0,0,169,35,471,773,0,0,1,2,2,8,13,632,1,1,0,0,59,1634,0,785,4,0,2013,12,1328,17,93,2975,14463,1433,11488,417
AL,27910,MARAVILHA,0,0,10,15,14,15,0,0,0,13,0,3,6,2106,1,1,2,0,6,1514,0,437,1,0,327,7,31,1,56,2184,8097,226,5913,357
AL,27936,MARECHAL DEODORO,0,0,220,615,1875,257,0,0,8,95,3,126,1529,1009,13,1,10,0,117,5579,2,934,43,4,2348,33,921,55,1252,4058,25915,1183,21857,1017
AL,27952,MARIBONDO,0,0,14,55,544,131,0,0,1,5,2,16,30,2302,1,2,2,0,5,2763,0,66,0,0,230,15,68,5,337,2220,10964,276,8744,732
AL,27979,MAR VERMELHO,0,0,12,17,353,13,0,0,1,1,0,14,2,521,0,0,0,0,6,693,0,134,0,0,53,2,39,7,28,338,2929,69,2591,330
AL,27995,MATA GRANDE,0,0,24,76,19,52,0,0,5,2,0,9,44,544,1,0,1,0,3,5913,0,224,1,1,13,6,159,0,11,3693,15945,740,12252,2678
AL,28010,MATRIZ DE CAMARAGIBE,0,0,207,160,63,2694,0,0,0,1,0,47,15,277,0,0,2,0,28,4550,0,563,0,0,31,27,49,212,278,3755,15526,508,11771,622
AL,28037,MESSIAS,0,0,105,136,70,270,0,0,5,113,0,13,115,579,1,1,9,0,32,4407,0,134,7,2,86,32,71,11,307,1951,10223,456,8272,282
AL,28053,MINADOR DO NEGRÃO,0,0,10,5,36,10,0,0,0,0,0,1,7,21,0,0,0,0,3,2031,0,176,0,3,157,2,5,0,38,907,4062,102,3155,132
AL,28070,MONTEIRÓPOLIS,0,0,19,4,37,8,0,0,2,1,0,8,1,937,0,0,2,0,4,1862,0,105,0,0,154,9,13,6,45,1041,4989,145,3948,122
AL,28096,MURICI,0,0,99,134,1049,2051,0,0,5,106,1,37,157,1495,0,0,6,0,26,3853,0,266,2,2,789,38,522,27,228,2775,17083,678,14308,574
AL,28118,NOVO LINO,0,0,60,39,22,39,0,0,2,3,1,9,6,805,1,0,2,0,53,3225,0,317,1,0,108,3,17,0,49,1217,7520,284,6303,445
AL,28134,OLHO D'ÁGUA DAS FLORES,0,0,73,58,91,42,0,0,2,5,7,34,17,307,1,0,0,0,17,6413,1,718,7,1,253,5,148,13,289,2621,13028,339,10407,291
AL,28150,OLHO D'ÁGUA DO CASADO,0,0,65,2,1,5,0,0,0,0,0,1,9,24,0,0,0,0,1,1731,0,312,0,2,1445,37,105,0,25,1351,6220,171,4869,185
AL,28177,OLHO D'ÁGUA GRANDE,0,0,2,2,12,3,0,0,0,0,0,5,0,5,0,0,0,0,0,932,0,7,0,1,7,0,1,1,1445,851,3865,151,3014,108
AL,28193,OLIVENÇA,0,0,27,27,11,11,0,0,0,0,0,0,7,1578,1,0,0,0,2,2372,0,384,1,1,344,18,72,1,33,1655,7783,142,6128,231
AL,28215,OURO BRANCO,0,0,32,16,3,88,0,0,2,1,0,5,3,336,0,1,0,0,0,2909,0,511,1,1,855,12,64,0,87,1579,7513,120,5934,181
AL,28231,PALESTINA,0,0,7,2,45,47,0,0,0,0,0,2,0,347,0,0,0,0,0,1674,0,22,0,0,241,4,18,0,25,508,3365,42,2857,81
AL,28258,PALMEIRA DOS ÍNDIOS,0,0,685,1319,3072,1069,0,0,7,22,0,138,56,1264,1,1,2,0,42,12889,1,336,6,39,4945,79,1489,27,1320,9767,46607,1540,36840,2324
AL,28274,PÃO DE AÇÚCAR,0,0,89,146,282,108,0,0,0,2,0,6,11,1288,0,0,0,0,12,3095,0,420,0,0,4648,34,169,16,275,3396,16328,327,12932,419
AL,28290,PASSO DE CAMARAGIBE,0,0,93,76,614,601,0,0,0,10,0,11,457,234,1,8,2,0,37,2598,0,372,1,0,241,23,145,8,724,1981,9678,389,7697,244
AL,28312,PAULO JACINTO,0,0,61,13,227,16,0,0,1,2,0,5,8,36,0,0,0,0,2,3015,0,77,0,2,53,18,12,4,65,641,5383,159,4742,435
AL,28339,PENEDO,0,0,105,219,1706,30,0,0,15,11,1,4205,330,490,0,0,1,0,86,5255,0,628,17,0,4550,19,3280,42,1612,7372,34998,1358,27626,833
AL,28355,PIAÇABUÇU,0,0,157,55,1554,26,0,0,5,2,1,145,35,144,1,0,0,0,20,3390,0,185,0,0,193,13,490,16,213,2882,11693,542,8811,497
AL,28371,PILAR,0,0,177,166,2362,1107,0,0,4,88,1,19,436,1179,2,1,25,0,60,4277,3,974,17,6,428,103,1601,88,1967,4916,24036,1090,19120,939
AL,28398,PINDOBA,0,0,17,32,23,56,0,0,0,4,0,3,3,97,0,0,0,0,2,225,0,241,0,1,676,1,22,4,65,250,2211,36,1961,146
AL,28410,PIRANHAS,0,0,121,52,6,8,0,0,2,0,0,17,5,196,1,5,3,0,3,5336,0,1708,2,1,545,19,242,5,343,3239,14303,355,11064,694
AL,28436,POÇO DAS TRINCHEIRAS,0,0,33,26,181,35,0,0,1,4,0,10,3,802,0,0,0,0,4,3161,0,1343,0,0,380,3,37,3,13,1788,9094,185,7306,276
AL,28452,PORTO CALVO,0,0,286,42,74,1308,0,0,1,3,0,33,30,796,1,6,0,0,75,5560,0,131,2,1,349,8,355,42,623,4521,18487,852,13966,1647
AL,28479,PORTO DE PEDRAS,0,0,43,67,106,543,0,0,0,8,0,4,197,218,3,0,2,0,23,823,0,457,1,0,63,9,254,1,813,1410,6042,313,4632,161
AL,28495,PORTO REAL DO COLÉGIO,0,0,24,17,129,8,0,0,2,0,0,8,3,229,0,0,0,0,2,2243,0,156,0,4,832,1,219,1,4314,2526,12870,621,10344,391
AL,28517,QUEBRÂNGULO,0,0,63,45,1317,256,0,0,4,9,2,14,14,104,0,0,0,0,8,2873,0,67,0,1,569,9,230,3,132,1245,8791,278,7546,535
AL,28533,RIO LARGO,0,0,830,486,1275,5214,0,0,24,296,2,77,570,7796,7,6,16,0,243,9087,1,680,14,38,332,988,904,83,1621,7817,45986,2195,38169,1482
AL,28550,ROTEIRO,0,0,68,15,285,17,0,0,0,5,0,3,151,143,1,0,4,0,4,1290,0,408,0,0,11,1,56,5,36,1230,4525,172,3295,105
AL,28576,SANTA LUZIA DO NORTE,0,0,128,213,105,52,0,0,3,11,0,5,117,192,4,0,3,0,13,1195,0,196,0,0,28,10,443,11,620,871,5055,193,4184,129
AL,28592,SANTANA DO IPANEMA,0,0,112,87,146,124,0,0,5,33,0,11,69,563,0,0,3,0,1,12371,0,1703,1,6,2785,15,478,36,265,5269,27851,550,22582,664
AL,28614,SANTANA DO MUNDAÚ,0,0,15,287,34,39,0,0,0,4,0,11,24,922,0,0,1,0,3,2476,0,695,2,0,58,7,155,0,53,1242,7222,195,5980,255
AL,28630,SÃO BRÁS,0,0,8,25,12,0,0,0,0,0,0,2,19,7,0,1,0,0,0,882,1,61,0,1,419,2,24,2,1640,868,4888,354,4020,159
AL,28657,SÃO JOSÉ DA LAJE,0,0,72,89,359,71,0,0,0,8,0,694,57,1513,2,0,1,0,31,5139,0,102,0,3,307,32,540,2,324,1793,13772,572,11979,514
AL,28673,SÃO JOSÉ DA TAPERA,0,0,66,16,630,26,0,0,1,1,0,13,28,836,0,0,1,0,111,3840,0,897,3,1,2786,8,905,3,219,4223,17836,508,13613,515
AL,28690,SÃO LUÍS DO QUITUNDE,0,0,399,175,185,6176,0,0,0,9,0,35,70,673,0,1,7,0,30,3339,0,217,1,0,94,41,314,17,796,4406,20694,919,16288,759
AL,28711,SÃO MIGUEL DOS CAMPOS,0,0,932,320,1864,220,0,0,15,855,5,32,417,1538,59,7,5,0,16,5465,1,7313,29,1,106,39,1652,137,1354,4377,32036,1320,27659,1027
AL,28738,SÃO MIGUEL DOS MILAGRES,0,0,19,44,31,485,0,0,1,1,0,7,35,48,0,0,1,0,12,1225,0,70,0,0,55,5,47,4,1247,749,4945,218,4196,224
AL,28754,SÃO SEBASTIÃO,0,0,42,266,1569,15,0,0,0,5,0,133,97,1879,1,0,5,0,26,7624,0,271,71,1,49,4,379,10,969,4612,21598,1194,16986,441
AL,28770,SATUBA,0,0,164,66,100,245,0,0,0,31,1,16,63,1515,7,1,15,0,20,2705,1,187,0,1,56,36,167,34,222,1373,8327,388,6954,180
AL,28797,TANQUE D'ARCA,0,0,19,9,102,6,0,0,1,3,0,5,8,956,0,1,0,0,0,1235,0,225,0,0,79,2,17,1,60,1308,4889,178,3581,209
AL,28819,TAQUARANA,0,0,23,43,24,15,0,0,0,6,1,8,15,2744,0,1,3,0,7,1863,0,720,0,0,166,8,19,1,1794,2544,12134,324,9590,427
AL,28835,TRAIPÚ,0,0,67,33,470,23,0,0,0,3,0,40,10,101,0,0,0,0,8,8307,0,614,11,2,113,43,248,18,1067,3923,17734,265,13811,719
AL,28851,UNIÃO DOS PALMARES,0,0,152,819,429,997,0,0,3,26,1,37,572,984,3,0,3,0,30,9605,7,1841,7,2,381,47,5661,16,604,8555,36702,1141,28147,1229
AL,28878,VIÇOSA,0,0,50,192,1877,149,0,0,0,9,0,13,189,1239,2,0,2,0,15,5156,2,331,2,1,628,30,87,48,746,3603,18459,591,14856,1800
AL,28894,CRAÍBAS,0,0,38,157,564,22,0,0,0,1,0,14,14,360,3,1,1,0,7,4150,0,493,2,3,1190,27,25,1,1764,2685,13808,422,11123,386
AL,28916,SENADOR RUI PALMEIRA,0,0,25,6,6,1,0,0,0,0,0,2,0,15,0,0,0,0,14,2320,0,1862,0,0,329,1,9,0,7,1404,7066,93,5662,205
AL,28932,SENADOR TEOTÔNIO VILELA,0,0,200,71,2118,24,0,0,0,3,2,24,58,234,0,0,0,0,91,11389,0,641,9,4,429,9,338,2,429,6993,26373,703,19380,479
AM,2003,APUÍ,0,20,9,215,572,659,0,9,2,0,0,11,2050,648,2,0,0,0,6,26,0,16,32,11,505,0,0,4,0,1891,7532,145,5641,72
AM,2011,NOVO AIRÃO,0,143,22,128,173,497,3,73,12,1,1,513,86,53,611,2,251,0,209,170,1,106,284,37,518,0,16,17,0,1772,6592,84,4820,245
AM,2020,GUAJARÁ,0,121,119,89,144,964,0,0,1,0,0,8,903,9,301,0,23,0,34,3,0,135,147,13,4,0,0,688,0,3009,7698,126,4689,116
AM,2038,ANORI,0,140,9,236,316,2040,0,4,6,36,0,19,9,69,843,0,78,0,416,133,3,32,302,20,78,1,42,57,0,1817,7427,72,5610,68
AM,2046,CAREIRO DA VÁRZEA,0,1345,83,178,717,1919,1,26,32,27,4,125,193,229,1268,0,116,0,362,228,14,155,222,128,174,0,249,75,0,2924,12667,116,9743,626
AM,2054,ATALAIA DO NORTE,0,19,30,126,1052,1146,0,0,1,0,0,5,22,2,63,0,25,0,7,10,0,0,24,13,18,0,1,66,0,1208,4194,32,2986,44
AM,2070,AUTAZES,0,264,45,169,534,1096,3,14,263,3,3,1058,267,1452,1266,3,68,0,2364,248,10,417,274,135,358,0,66,39,0,4260,16443,147,12183,176
AM,2097,BARCELOS,0,1415,14,18,38,1089,0,10,3,0,0,605,41,21,586,0,37,0,137,107,1,21,39,40,112,0,13,16,0,1810,6894,64,5084,81
AM,2119,BARREIRINHA,0,632,8,572,1049,1851,0,435,24,0,0,32,1111,157,167,0,11,0,67,1050,0,217,694,131,378,0,13,23,0,3087,13344,141,10257,284
AM,2135,BENJAMIN CONSTANT,0,43,37,908,4197,1816,0,17,8,10,0,108,49,53,668,0,102,0,27,39,2,9,216,129,286,0,75,490,0,3154,13966,122,10812,246
AM,2151,BOCA DO ACRE,0,3295,15,785,282,1756,0,406,0,4,0,100,73,346,54,0,18,0,163,115,3,130,148,82,164,6,0,1434,0,4119,15584,282,11465,336
AM,2178,BORBA,0,133,35,96,136,1788,0,20,675,6,0,38,35,1215,223,4,36,0,239,4268,0,37,132,279,178,0,18,4,0,3810,15315,89,11505,459
AM,2194,CANUTAMA,0,1436,4,19,64,269,0,386,3,30,1,9,12,6,144,1,225,0,21,18,0,58,541,5,41,0,0,1,0,1522,5314,32,3792,67
AM,2216,CARAUARI,0,653,41,259,720,2412,0,9,1,2,0,46,353,69,1275,0,107,0,313,130,2,46,90,19,1389,0,15,69,0,4821,13939,141,9118,129
AM,2232,CAREIRO,0,966,31,444,714,2471,2,13,44,31,0,265,113,881,737,1,242,0,442,363,2,667,494,73,237,0,255,49,0,4048,15470,208,11422,225
AM,2259,COARI,0,6664,20,73,1040,262,0,33,11,13,0,49,269,507,196,0,42,0,90,7447,15,73,234,17,44,0,7433,174,0,8339,36863,257,28524,544
AM,2275,CODAJÁS,0,106,20,170,412,2179,1,9,8,0,0,15,67,439,519,0,297,0,123,1075,5,120,130,14,43,0,1130,297,0,3334,11505,53,8171,120
