SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MG,40045,BRASILÂNDIA DE MINAS,3829,2589,1974,8571,55,6597,124
MG,40053,ABRE CAMPO,5024,2742,2345,10533,115,8188,307
MG,40061,CAPITÃO ANDRADE,1812,825,814,3590,22,2776,117
MG,40070,ACAIACA,1693,631,903,3335,31,2432,77
MG,40088,CARNEIRINHO,3834,2220,1692,7895,44,6203,105
MG,40096,AÇUCENA,4280,1211,2862,8772,122,5910,297
MG,40100,CATUJI,3273,1046,1921,6503,38,4582,225
MG,40118,ÁGUA BOA,5238,1639,3999,11258,53,7259,329
MG,40126,DIVISA ALEGRE,1800,1104,1083,4131,31,3048,113
MG,40134,ÁGUA COMPRIDA,599,857,388,1900,22,1512,34
MG,40142,DIVISÓPOLIS,2731,1370,1509,5779,20,4270,149
MG,40150,AGUANIL,1778,602,472,2959,30,2487,77
MG,40169,DURANDÉ,2433,1342,1363,5305,43,3942,124
MG,40177,ÁGUAS FORMOSAS,6593,2395,4173,13636,83,9463,392
MG,40185,ENTRE FOLHAS,2834,688,769,4435,31,3666,113
MG,40193,ÁGUAS VERMELHAS,3680,2214,2800,9107,53,6307,360
MG,40207,FERVEDOURO,3863,1578,1558,7261,72,5703,190
MG,40215,AIMORÉS,9080,5097,5385,20056,142,14671,352
MG,40223,FRANCISCÓPOLIS,2092,443,1472,4204,35,2732,162
MG,40231,AIURUOCA,1889,1647,1149,4867,34,3718,148
MG,40240,ICARAÍ DE MINAS,3240,1528,2382,7311,25,4929,136
MG,40258,ALAGOA,753,967,546,2339,24,1793,49
MG,40266,IPABA,6770,1390,2557,10914,55,8357,142
MG,40274,ALBERTINA,921,833,468,2292,13,1824,57
MG,40282,JAÍBA,9031,4313,4359,18299,110,13940,486
MG,40290,ALÉM PARAÍBA,15440,5545,5869,27734,270,21865,610
MG,40304,JAMPRUCA,2185,482,1161,3975,23,2814,124
MG,40312,ALFENAS,19776,19553,9642,50575,607,40933,997
MG,40320,JUATUBA,7529,2405,2273,12757,185,10484,365
MG,40339,ALMENARA,13643,4033,8131,26867,189,18736,871
MG,40347,LAGOA GRANDE,2489,1934,1295,5836,36,4541,82
MG,40355,ALPERCATA,3038,899,970,5046,33,4076,106
MG,40363,LIMEIRA DO OESTE,2750,1166,1044,5086,41,4042,85
MG,40371,ALPINÓPOLIS,6760,3751,2596,13523,134,10927,282
MG,40380,LONTRA,3726,708,1955,6632,48,4677,195
MG,40398,ALTEROSA,3883,4332,1669,10161,96,8492,181
MG,40401,MAMONAS,2319,1297,866,4631,28,3765,121
MG,40410,ALTO RIO DOCE,4471,2634,3664,11205,127,7541,309
MG,40428,MATA VERDE,2614,1101,1580,5540,26,3960,219
MG,40436,ALVARENGA,1841,1134,827,3893,25,3066,66
MG,40444,MATIAS CARDOSO,3028,1106,1897,6260,32,4363,197
MG,40452,ALVINÓPOLIS,7336,1996,2701,12519,108,9818,378
MG,40460,MONTEZUMA,2287,773,1492,4784,28,3292,204
MG,40479,ALVORADA DE MINAS,1634,237,1165,3163,20,1998,107
MG,40487,NAQUE,2491,733,1026,4438,59,3412,129
MG,40495,AMPARO DO SERRA,2456,737,1158,4525,44,3367,130
MG,40509,NOVO ORIENTE DE MINAS,3691,1167,2993,8226,55,5233,320
MG,40517,ANDRADAS,7980,12708,3593,25278,302,21685,695
MG,40525,PALMÓPOLIS,2802,852,2162,6038,24,3876,198
MG,40533,CACHOEIRA DE PAJEÚ,3391,1265,2090,7021,42,4931,233
MG,40541,PEDRAS DE MARIA DA CRUZ,3923,565,1896,6567,32,4671,151
MG,40550,ANDRELÂNDIA,3515,3485,1907,9315,123,7408,285
MG,40568,PERIQUITO,3085,849,1542,5687,57,4145,154
MG,40576,ANTÔNIO CARLOS,5391,1633,1619,8997,103,7378,251
MG,40584,PONTO DOS VOLANTES,2812,2102,1909,7144,41,5235,280
MG,40592,ANTÔNIO DIAS,4244,1623,1890,8091,101,6201,233
MG,40606,RIACHINHO,2733,979,1229,5088,35,3859,112
MG,40614,ANTÔNIO PRADO DE MINAS,793,447,244,1543,12,1299,47
MG,40622,ROSÁRIO DA LIMEIRA,2147,1184,670,4142,36,3472,105
MG,40630,ARAÇAÍ,1031,563,554,2221,16,1667,57
MG,40649,SANTA BÁRBARA DO LESTE,3528,1300,1324,6369,64,5045,153
MG,40657,ARACITABA,915,476,321,1820,37,1499,71
MG,40665,SANTA RITA DE MINAS,2580,906,848,4491,51,3643,106
MG,40673,ARAÇUAÍ,9893,6661,8691,26022,158,17331,619
MG,40681,SANTANA DO PARAÍSO,7241,1955,2455,11973,107,9518,215
MG,40690,ARAGUARI,31551,30502,13692,78603,839,64911,2019
MG,40703,SÃO JOÃO DA LAGOA,1820,710,937,3573,19,2636,87
MG,40711,ARANTINA,1251,584,528,2447,25,1919,59
MG,40720,SÃO JOÃO DO MANHUAÇU,3592,1860,1185,6834,67,5649,130
MG,40738,ARAPONGA,3324,818,1264,5716,73,4452,237
MG,40746,SÃO JOÃO DO MANTENINHA,2213,889,690,3879,21,3189,66
MG,40754,ARAPUÁ,679,1338,396,2529,43,2133,73
MG,40762,SÃO JOÃO DO PACUÍ,1949,295,933,3292,22,2359,93
MG,40770,ARAÚJOS,1444,2711,845,5147,61,4302,86
MG,40789,SÃO JOSÉ DA LAPA,8395,2489,2031,13367,161,11336,291
MG,40797,ARAXÁ,24392,27134,10873,64723,687,53850,1637
MG,40800,SARZEDO,7420,2284,1710,11831,168,10121,249
MG,40819,ARCEBURGO,2146,3010,1355,6786,71,5431,204
MG,40827,SEM PEIXE,1422,594,753,2881,33,2128,79
MG,40835,ARCOS,12541,8475,3869,26237,518,22368,834
MG,40843,SENADOR AMARAL,2331,1062,878,4367,34,3489,62
MG,40851,AREADO,4120,4239,1762,10426,98,8664,207
MG,40860,UBAPORANGA,3785,2308,2333,8670,67,6337,177
MG,40878,ARGIRITA,1611,467,623,2786,25,2163,60
MG,40886,URUCUIA,3086,1081,1496,5821,32,4325,126
MG,40894,ARINOS,5695,2795,3551,12485,86,8934,358
MG,40908,VARGEM ALEGRE,3103,822,1625,5722,31,4097,141
MG,40916,ASTOLFO DUTRA,5041,2682,1518,9549,110,8031,198
MG,40924,JOSENÓPOLIS,1838,267,1030,3295,15,2265,145
MG,40932,ATALÉIA,6032,1283,4230,11942,71,7712,326
MG,40940,JUVENÍLIA,2400,904,1526,4968,15,3442,123
MG,40959,AUGUSTO DE LIMA,2112,750,1042,4007,25,2965,78
MG,40967,LEME DO PRADO,1549,721,1195,3574,14,2379,95
MG,40975,BAEPENDI,6183,5287,2342,14304,157,11962,335
MG,40983,LUISBURGO,1562,1974,821,4496,39,3675,100
MG,40991,BALDIM,3609,1095,1941,6831,54,4890,132
MG,41009,LUISLÂNDIA,2891,381,1579,4987,16,3408,120
MG,41017,BAMBUÍ,6357,6657,4061,17700,198,13639,427
MG,41025,MÁRIO CAMPOS,4426,1469,1344,7545,110,6201,196
MG,41033,BANDEIRA,1896,632,1050,3731,18,2681,135
MG,41041,MARTINS SOARES,2573,1233,940,4924,52,3984,126
MG,41050,BANDEIRA DO SUL,1948,1625,791,4481,36,3690,81
MG,41068,MIRAVÂNIA,1860,452,1029,3445,11,2416,93
MG,41076,BARÃO DE COCAIS,12164,3092,2997,18974,276,15977,445
MG,41084,MONTE FORMOSO,1610,781,1050,3598,15,2548,142
MG,41092,BARÃO DE MONTE ALTO,2361,1444,1259,5251,52,3992,135
MG,41106,NATALÂNDIA,1427,570,616,2668,16,2052,39
MG,41114,BARBACENA,51539,18805,13433,87811,995,74378,3039
MG,41122,NINHEIRA,2194,2035,2059,6664,64,4605,312
MG,41130,BARRA LONGA,2650,1179,1133,5180,62,4047,156
MG,41149,NOVA BELÉM,1510,617,1293,3526,22,2233,84
MG,41157,TRÊS MARIAS,10029,4478,4433,19559,223,15126,396
MG,41165,NOVA PORTEIRINHA,3472,833,1076,5533,37,4457,115
MG,41173,BARROSO,9199,2830,2514,15272,255,12758,474
MG,41181,NOVORIZONTE,1981,840,1193,4156,28,2963,114
MG,41190,BELA VISTA DE MINAS,5389,853,1764,8255,92,6491,157
MG,41203,OLHOS D'ÁGUA,2357,410,1166,4092,24,2926,135
MG,41211,BELMIRO BRAGA,1510,750,359,2727,24,2368,84
MG,41220,ORATÓRIOS,2384,495,832,3838,26,3006,101
MG,41238,BELO HORIZONTE,848978,494749,300967,1742843,27887,1441876,70262
MG,41246,ORIZÂNIA,2970,990,1089,5182,33,4093,100
MG,41254,BELO ORIENTE,9725,2261,3584,16161,240,12577,351
MG,41262,PADRE CARVALHO,1949,629,1315,4045,15,2730,137
MG,41270,BELO VALE,3613,1602,1197,6732,125,5535,195
MG,41289,PAI PEDRO,2672,348,1414,4617,29,3203,154
MG,41297,BERILO,4241,1530,3231,9358,74,6127,282
MG,41300,PATIS,2193,680,1566,4565,17,2999,109
MG,41319,BERTÓPOLIS,1646,578,573,2971,33,2398,141
MG,41327,PEDRA BONITA,2278,1346,853,4628,31,3775,120
MG,41335,BETIM,130305,41179,32666,212206,2589,179540,5467
MG,41343,PIEDADE DE CARATINGA,2707,1058,1391,5288,30,3897,102
MG,41351,BIAS FORTES,1869,717,837,3552,33,2715,96
MG,41360,PINGO D'ÁGUA,1970,450,614,3135,14,2521,87
MG,41378,BICAS,5003,3168,2083,10786,98,8703,434
MG,41386,PINTÓPOLIS,2887,751,1558,5329,26,3771,107
MG,41394,BIQUINHAS,1034,638,503,2293,50,1790,68
MG,41408,PONTO CHIQUE,1593,627,848,3137,11,2289,58
MG,41416,BOA ESPERANÇA,13301,8114,5988,28122,246,22134,473
MG,41424,REDUTO,2276,1124,1018,4542,34,3524,90
MG,41432,BOCAINA DE MINAS,1206,1864,771,4016,48,3245,127
MG,41440,SANTA BÁRBARA DO MONTE VERDE,1351,626,426,2503,21,2077,79
MG,41459,BOCAIÚVA,18408,4394,7848,31736,279,23888,807
MG,41467,SANTA CRUZ DE MINAS,3049,1658,738,5681,89,4943,147
MG,41475,BOM DESPACHO,13531,11953,5938,32621,487,26683,712
MG,41483,SANTA CRUZ DE SALINAS,2233,384,1059,3843,21,2784,146
MG,41491,BOM JARDIM DE MINAS,2555,1475,931,5151,55,4220,135
MG,41505,SANTA HELENA DE MINAS,1904,1146,1500,4738,30,3238,158
MG,41513,BOM JESUS DA PENHA,1143,1165,475,2872,27,2397,62
MG,41521,SANTO ANTÔNIO DO RETIRO,2737,662,1204,4916,35,3712,278
MG,41530,BOM JESUS DO AMPARO,2273,971,940,4391,50,3451,157
MG,41548,SÃO DOMINGOS DAS DORES,1820,1225,846,4013,42,3167,80
MG,41556,BOM JESUS DO GALHO,5785,3076,3362,12649,118,9287,308
MG,41564,SÃO FÉLIX DE MINAS,1493,457,479,2511,18,2032,64
MG,41572,BOM REPOUSO,3469,2586,1072,7373,83,6301,163
MG,41580,SÃO GERALDO DO BAIXIO,1266,523,513,2364,15,1851,47
MG,41599,BOM SUCESSO,5397,5005,2964,13919,178,10955,375
MG,41602,SÃO JOÃO DAS MISSÕES,3341,826,1556,6114,54,4558,337
MG,41610,BONFIM,2915,1660,778,5705,144,4927,208
MG,41629,SÃO JOAQUIM DE BICAS,8357,2008,2560,13404,145,10844,334
MG,41637,BONFINÓPOLIS DE MINAS,2068,1317,1534,5044,37,3510,88
MG,41645,SÃO JOSÉ DA BARRA,2832,1256,1216,5446,46,4230,96
MG,41653,BORDA DA MATA,4711,4850,1821,11834,120,10013,332
MG,41661,ALTO CAPARAÓ,1192,1581,734,3608,35,2874,66
MG,41670,BOTELHOS,5428,3565,2556,11947,104,9391,294
MG,41688,ANGELÂNDIA,2141,1570,1707,5672,53,3965,201
MG,41696,BOTUMIRIM,2628,526,1569,4875,23,3306,129
MG,41700,ARICANDUVA,1551,999,992,3737,37,2745,158
MG,41718,BRASÍLIA DE MINAS,13484,2527,6936,23695,159,16759,589
MG,41726,BERIZAL,1862,659,916,3574,16,2658,121
MG,41734,BRÁS PIRES,1748,860,957,3693,44,2736,84
MG,41742,BONITO DE MINAS,3336,451,1682,5720,21,4038,230
MG,41750,BRAÚNAS,2156,639,805,3811,56,3006,155
MG,41769,BUGRE,1570,1016,740,3454,19,2714,109
MG,41777,BRASÓPOLIS,3265,5981,2460,12001,93,9541,202
MG,41785,CABECEIRA GRANDE,2065,1234,1083,4482,27,3399,73
MG,41793,BRUMADINHO,11118,5268,3135,20487,324,17352,642
MG,41807,CAMPO AZUL,1777,425,729,3012,15,2283,66
MG,41815,BUENO BRANDÃO,2507,3806,1533,8129,105,6596,178
MG,41823,CANTAGALO,1369,781,1014,3316,30,2302,122
MG,41831,BUENÓPOLIS,3225,1558,2873,7925,63,5052,206
MG,41840,CATAS ALTAS,2082,770,577,3551,37,2974,85
MG,41858,BURITIS,5622,4984,3990,15058,115,11068,347
MG,41866,CATUTI,2335,635,1424,4572,25,3148,153
MG,41874,BURITIZEIRO,9275,3265,5216,18372,163,13156,453
MG,41882,CHAPADA GAÚCHA,3163,1121,1811,6340,28,4529,217
MG,41890,CABO VERDE,4350,2923,1927,9489,83,7562,206
MG,41904,CÔNEGO MARINHO,2816,791,1760,5574,34,3814,173
MG,41912,CACHOEIRA DA PRATA,1611,939,470,3180,73,2710,87
MG,41920,CONFINS,2542,939,396,4024,59,3628,88
MG,41939,CACHOEIRA DE MINAS,2914,3732,1312,8247,116,6935,173
MG,41947,CÓRREGO FUNDO,2320,1276,499,4299,74,3800,130
MG,41955,CACHOEIRA DOURADA,1056,475,670,2247,14,1577,32
MG,41963,CRISÓLITA,2374,644,1481,4694,19,3213,176
MG,41971,CAETANÓPOLIS,3259,1986,1100,6661,95,5561,221
MG,41980,CUPARAQUE,1479,965,717,3248,16,2531,71
MG,41998,CAETÉ,17118,6077,5340,29640,331,24300,774
MG,42005,CURRAL DE DENTRO,2578,1017,1377,5176,21,3799,183
MG,42013,CAIANA,2007,833,758,3742,36,2984,108
MG,42021,DELTA,2407,522,558,3600,50,3042,63
MG,42030,CAJURI,2358,606,752,3859,37,3107,106
MG,42048,DOM BOSCO,1199,990,587,2838,13,2251,49
MG,42056,CALDAS,3558,4609,1252,9735,83,8483,233
MG,42064,FREI LAGONEGRO,1388,504,580,2566,9,1986,85
MG,42072,CAMACHO,1404,931,569,3031,37,2462,90
MG,42080,FRUTA DE LEITE,2580,292,1743,4827,26,3084,186
MG,42099,CAMANDUCAIA,6220,5174,2584,14499,192,11915,329
MG,42102,GAMELEIRAS,1808,1061,1420,4433,15,3013,129
MG,42110,CAMBUÍ,7141,7272,3260,18337,155,15077,509
MG,42129,GLAUCILÂNDIA,1741,437,494,2760,30,2266,58
MG,42137,CAMBUQUIRA,3248,4014,1735,9341,85,7606,259
MG,42145,GOIABEIRA,1327,523,424,2339,18,1915,47
MG,42153,CAMPANÁRIO,1631,399,764,2902,21,2138,87
MG,42161,GOIANÁ,1668,728,540,3064,36,2524,92
MG,42170,CAMPANHA,3188,5163,2019,10757,114,8738,273
MG,42188,GUARACIAMA,3139,407,907,4610,26,3703,131
MG,42196,CAMPESTRE,5123,6927,2790,15317,189,12527,288
MG,42200,IBIRACATU,2553,848,1412,5050,25,3638,212
MG,42218,CAMPINA VERDE,5624,5404,3582,14945,101,11363,234
MG,42226,IMBÉ DE MINAS,2375,1041,1424,5005,29,3581,136
MG,42234,CAMPO BELO,19760,9102,7243,37437,420,30194,912
MG,42242,INDAIABIRA,1895,1460,1471,5089,27,3618,236
MG,42250,CAMPO DO MEIO,4891,1897,2074,9137,98,7063,177
MG,42269,JAPONVAR,3719,665,1980,6603,45,4623,194
MG,42277,CAMPO FLORIDO,1466,1385,539,3442,19,2903,33
MG,42285,JENIPAPO DE MINAS,1659,1060,1995,4913,42,2918,157
MG,42293,CAMPOS ALTOS,3751,3438,2114,9584,91,7470,190
MG,42307,JOSÉ GONÇALVES DE MINAS,1332,850,1051,3378,16,2327,129
MG,42315,CAMPOS GERAIS,9083,5812,4090,19581,203,15491,393
MG,42323,JOSÉ RAYDAN,1809,429,894,3302,19,2408,151
MG,42331,CANAÃ,2479,562,431,3648,36,3217,140
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,1283,560,358,2284,26,1926,57
MG,42358,CANÁPOLIS,4469,1848,1617,8128,46,6511,148
MG,42366,SÃO SEBASTIÃO DO ANTA,1850,1122,1061,4146,26,3085,87
MG,42374,CANA VERDE,2629,960,909,4650,44,3741,108
MG,42382,SERRANÓPOLIS DE MINAS,1667,774,537,3121,27,2584,116
MG,42390,CANDEIAS,5175,3709,1985,11389,175,9404,345
MG,42404,SETUBINHA,3026,1027,2335,6788,57,4453,343
MG,42412,CAPARAÓ,1605,1340,769,3841,27,3072,100
MG,42420,TAPARUBA,1120,973,608,2800,34,2192,65
MG,42439,CAPELA NOVA,1812,1232,749,4010,106,3261,111
MG,42447,UNIÃO DE MINAS,1633,944,1022,3665,15,2643,51
MG,42455,CAPELINHA,8395,5753,6418,21484,202,15066,716
MG,42463,URUANA DE MINAS,1459,567,797,2903,20,2106,60
MG,42471,CAPETINGA,2501,1742,1321,5725,49,4404,112
MG,42480,VARGEM GRANDE DO RIO PARDO,1359,1107,828,3444,20,2616,130
MG,42498,CAPIM BRANCO,3673,1272,902,6051,79,5149,125
MG,42501,VARJÃO DE MINAS,1396,1839,1215,4555,44,3340,61
MG,42510,CAPINÓPOLIS,4898,4014,1953,11134,76,9181,193
MG,42528,VERDELÂNDIA,2889,760,1274,5135,41,3861,171
MG,42536,CAPITÃO ENÉAS,5813,1575,2770,10546,74,7776,314
MG,42544,VEREDINHA,2325,612,1062,4138,21,3076,118
MG,42552,CAPITÓLIO,3116,1797,1362,6481,82,5119,124
MG,42560,VERMELHO NOVO,2046,996,538,3714,52,3176,82
MG,42579,CAPUTIRA,3436,1770,1282,6755,107,5473,160
MG,42587,TOCOS DO MOJI,1418,1208,263,2974,26,2711,59
MG,42595,CARAÍ,6838,1465,4188,13181,92,8993,598
MG,42617,CARANAÍBA,1311,946,435,2858,64,2423,102
MG,42633,CARANDAÍ,8434,5488,2134,17104,447,14970,601
MG,42650,CARANGOLA,12444,5258,5344,23856,194,18512,616
MG,42676,CARATINGA,30264,12884,12480,57538,560,45058,1350
MG,42692,CARBONITA,3058,1848,2000,7082,37,5082,139
MG,42714,CAREAÇU,1766,1691,916,4502,35,3586,94
MG,42730,CARLOS CHAGAS,7086,3766,5104,16478,120,11374,402
MG,42757,CARMÉSIA,1077,281,316,1743,8,1427,61
MG,42773,CARMO DA CACHOEIRA,4574,2006,1751,8645,90,6894,224
MG,42790,CARMO DA MATA,3750,2837,1014,7983,117,6969,265
MG,42811,CARMO DE MINAS,3139,3712,1398,8514,87,7116,178
MG,42838,CARMO DO CAJURU,7118,4410,2169,14303,243,12134,363
MG,42854,CARMO DO PARANAÍBA,6733,8833,4717,21116,334,16399,499
MG,42870,CARMO DO RIO CLARO,6628,4576,2882,14542,137,11660,319
MG,42897,CARMÓPOLIS DE MINAS,5010,3967,1868,11238,119,9370,274
MG,42919,CARRANCAS,1285,1122,487,3030,29,2543,107
MG,42935,CARVALHÓPOLIS,1045,1110,388,2617,20,2229,54
MG,42951,CARVALHOS,1366,1434,625,3608,49,2983,134
MG,42978,CASA GRANDE,945,702,342,2133,61,1791,83
MG,42994,CASCALHO RICO,853,901,432,2233,8,1801,39
MG,43010,CÁSSIA,5600,4350,2690,13082,119,10392,323
MG,43036,CONCEIÇÃO DA BARRA DE MINAS,1441,1051,676,3298,30,2622,100
MG,43052,CATAGUASES,31248,8540,8570,50247,467,41677,1422
MG,43079,CATAS ALTAS DA NORUEGA,1563,599,537,2815,29,2278,87
MG,43095,CAXAMBU,6924,6097,3731,17298,153,13567,393
MG,43117,CEDRO DO ABAETÉ,333,460,260,1096,11,836,32
MG,43133,CENTRAL DE MINAS,2667,1339,1185,5361,36,4176,134
MG,43150,CENTRALINA,3715,1708,1776,7377,46,5601,132
MG,43176,CHÁCARA,1055,502,204,1823,18,1619,44
MG,43192,CHALÉ,1926,1470,1179,4738,56,3559,107
MG,43214,CHAPADA DO NORTE,3800,1365,3903,9485,51,5582,366
MG,43230,CHIADOR,1266,696,385,2452,26,2067,79
MG,43257,CIPOTÂNEA,2443,834,1321,4859,102,3538,159
MG,43273,CLARAVAL,1052,2056,673,3870,27,3197,62
MG,43290,CLARO DOS POÇÕES,3343,1336,1708,6600,47,4892,166
MG,43311,CLÁUDIO,7560,6308,2229,16773,272,14544,404
MG,43338,COIMBRA,2819,1602,906,5578,91,4672,160
MG,43354,COLUNA,2832,1344,1978,6502,61,4524,287
MG,43370,COMENDADOR GOMES,633,1133,474,2280,13,1806,27
MG,43397,COMERCINHO,3355,1062,2036,6767,55,4731,259
MG,43419,CONCEIÇÃO DA APARECIDA,3467,2139,1579,7402,84,5823,133
MG,43435,CONCEIÇÃO DAS PEDRAS,1067,822,297,2268,33,1971,49
MG,43451,CONCEIÇÃO DAS ALAGOAS,7167,4235,3128,14848,101,11720,217
MG,43478,CONCEIÇÃO DE IPANEMA,1670,1187,629,3597,21,2968,90
MG,43494,CONCEIÇÃO DO MATO DENTRO,7359,1427,4527,13864,104,9337,447
MG,43516,CONCEIÇÃO DO PARÁ,1990,1224,617,3958,51,3341,76
MG,43532,CONCEIÇÃO DO RIO VERDE,4393,2846,1861,9391,92,7530,199
MG,43559,CONCEIÇÃO DOS OUROS,2508,3425,1103,7202,57,6099,109
MG,43575,CONGONHAL,2069,3546,740,6561,89,5821,117
MG,43591,CONGONHAS,20738,6660,4023,32868,510,28845,937
MG,43613,CONGONHAS DO NORTE,2034,266,1174,3687,34,2513,179
MG,43630,CONQUISTA,1916,1987,716,4762,34,4046,109
MG,43656,CONSELHEIRO LAFAIETE,49352,16528,10474,80086,1119,69612,2613
MG,43672,CONSELHEIRO PENA,7679,3654,3332,15127,108,11795,354
MG,43699,CONSOLAÇÃO,596,598,237,1503,18,1266,54
MG,43710,CONTAGEM,236976,73760,60166,389262,5409,329096,12951
MG,43737,COQUEIRAL,3043,2285,1553,7123,61,5570,181
MG,43753,CORAÇÃO DE JESUS,11237,2403,5303,19530,156,14227,431
MG,43770,CORDISBURGO,3373,1296,1667,6571,82,4904,153
MG,43796,CORDISLÂNDIA,1244,814,654,2791,16,2137,63
MG,43818,CORINTO,9266,3685,5399,18859,147,13460,362
MG,43834,COROACI,3444,1818,2692,8270,78,5578,238
MG,43850,COROMANDEL,8312,7742,4789,21473,199,16684,431
MG,43877,CORONEL FABRICIANO,44035,12935,14387,73207,605,58820,1245
MG,43893,CORONEL MURTA,3776,1094,2158,7277,51,5119,198
MG,43915,CORONEL PACHECO,1512,366,213,2210,35,1997,84
MG,43931,CORONEL XAVIER CHAVES,1271,746,421,2536,26,2115,72
MG,43958,CÓRREGO DANTA,964,1078,640,2752,21,2112,49
MG,43974,CÓRREGO DO BOM JESUS,1283,1390,447,3245,33,2798,92
MG,43990,CÓRREGO NOVO,1633,478,765,2962,27,2197,59
MG,44016,COUTO DE MAGALHÃES DE MINAS,2015,308,870,3305,22,2435,90
MG,44032,CRISTAIS,4043,1707,1258,7288,90,6030,190
MG,44059,CRISTÁLIA,2198,477,1208,4005,25,2797,97
MG,44075,CRISTIANO OTONI,2007,1124,556,3935,81,3379,167
MG,44091,CRISTINA,2363,3380,1667,7666,60,5999,196
MG,44113,CRUCILÂNDIA,1901,1216,758,4047,64,3289,108
MG,44130,CRUZEIRO DA FORTALEZA,1368,1106,697,3247,28,2550,48
MG,44156,CRUZÍLIA,4433,4090,1787,10672,93,8885,269
MG,44172,CURVELO,26071,11247,10875,49667,496,38792,978
MG,44199,DATAS,2364,445,1124,4079,42,2955,104
MG,44210,DELFIM MOREIRA,2300,2641,1214,6319,55,5105,109
MG,44237,DELFINÓPOLIS,2092,1584,841,4678,52,3837,109
MG,44253,DESCOBERTO,1716,1508,556,3941,46,3385,115
MG,44270,DESTERRO DE ENTRE RIOS,2315,1948,1189,5707,100,4518,155
MG,44296,DESTERRO DO MELO,1220,1078,383,2811,35,2428,95
MG,44318,DIAMANTINA,17539,5613,7741,31973,275,24232,805
MG,44334,DIOGO DE VASCONCELOS,1849,518,723,3237,22,2514,125
MG,44350,DIONÍSIO,3945,1092,2253,7513,68,5260,155
MG,44377,DIVINÉSIA,1746,672,528,3047,31,2519,70
MG,44393,DIVINO,6670,3311,3228,13614,96,10386,309
MG,44415,DIVINO DAS LARANJEIRAS,1868,953,857,3821,30,2964,113
MG,44431,DIVINOLÂNDIA DE MINAS,2364,1011,1509,5082,60,3573,138
MG,44458,DIVINÓPOLIS,79898,38307,18532,143843,2239,125311,4867
MG,44474,DIVISA NOVA,2101,1220,800,4233,20,3433,92
MG,44490,DOM CAVATI,1809,1412,591,3944,29,3353,103
MG,44512,DOM JOAQUIM,1875,489,760,3312,44,2552,144
MG,44539,DOM SILVÉRIO,2229,1176,753,4352,43,3599,151
MG,44555,DOM VIÇOSO,951,981,279,2287,22,2008,54
MG,44571,DONA EUSÉBIA,2702,1123,800,4745,47,3945,73
MG,44598,DORES DE CAMPOS,3160,2331,706,6687,204,5981,286
MG,44610,DORES DE GUANHÃES,2574,467,1039,4310,32,3271,198
MG,44636,DORES DO INDAIÁ,4044,4209,2113,10753,119,8640,268
MG,44652,DORES DO TURVO,1890,962,989,4009,47,3020,121
MG,44679,DORESÓPOLIS,586,444,318,1396,21,1078,27
MG,44695,DOURADOQUARA,875,468,284,1658,14,1374,17
MG,44717,ELÓI MENDES,7205,6435,2392,16575,174,14183,369
MG,44733,ENGENHEIRO CALDAS,3441,1559,1605,6824,58,5219,161
MG,44750,ENGENHEIRO NAVARRO,3294,686,1260,5455,35,4195,180
MG,44776,ENTRE RIOS DE MINAS,5652,2765,2234,11055,141,8821,263
MG,44792,ERVÁLIA,7600,3335,3347,14994,198,11647,514
MG,44814,ESMERALDAS,17709,5905,6365,30978,341,24613,658
MG,44830,ESPERA FELIZ,8319,3752,3608,16179,117,12571,383
MG,44857,ESPINOSA,9576,5280,8638,24211,159,15573,558
MG,44873,ESPÍRITO SANTO DO DOURADO,1597,1353,338,3453,52,3115,113
MG,44890,ESTIVA,3399,3168,1135,7928,71,6793,155
MG,44911,ESTRELA DALVA,1318,353,520,2255,16,1735,48
MG,44938,ESTRELA DO INDAIÁ,1137,922,584,2729,21,2145,65
MG,44954,ESTRELA DO SUL,2441,1498,729,4838,38,4109,132
MG,44970,EUGENÓPOLIS,4097,2047,1035,7472,83,6437,210
MG,44997,EWBANK DA CÂMARA,1994,501,578,3156,26,2578,57
MG,45012,EXTREMA,7519,6834,2971,17912,190,14941,398
MG,45039,FAMA,912,792,379,2170,28,1791,59
MG,45055,FARIA LEMOS,1664,620,573,2972,29,2399,86
MG,45071,FELÍCIO DOS SANTOS,1984,767,1427,4339,32,2912,129
MG,45098,SÃO GONÇALO DO RIO PRETO,1308,433,633,2501,40,1868,87
MG,45110,FELISBURGO,2237,928,1499,4845,28,3346,153
MG,45136,FELIXLÂNDIA,5000,2520,2578,10448,148,7870,202
MG,45152,FERNANDES TOURINHO,1107,658,493,2323,17,1830,48
MG,45179,FERROS,4695,1547,2969,9656,68,6687,377
MG,45195,FLORESTAL,2574,1167,813,4760,76,3947,130
MG,45217,FORMIGA,21413,18116,7876,49699,714,41823,1580
MG,45233,FORMOSO,1856,1330,1608,5007,23,3399,190
MG,45250,FORTALEZA DE MINAS,1162,1107,476,2904,56,2428,103
MG,45276,FORTUNA DE MINAS,1106,553,457,2193,13,1736,64
