SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AL,28916,SENADOR RUI PALMEIRA,4280,893,1640,7066,35,5426,218
AL,28932,SENADOR TEOTÔNIO VILELA,10505,6198,8833,26373,199,17540,638
AM,2003,APUÍ,3527,1611,2231,7532,25,5301,138
AM,2011,NOVO AIRÃO,3511,639,2343,6592,14,4249,85
AM,2020,GUAJARÁ,2192,1350,4021,7698,6,3677,129
AM,2038,ANORI,4051,733,2526,7427,17,4901,100
AM,2046,CAREIRO DA VÁRZEA,7483,660,4359,12667,27,8308,138
AM,2054,ATALAIA DO NORTE,1976,576,1577,4194,6,2617,59
AM,2070,AUTAZES,9559,1077,5544,16443,42,10899,221
AM,2097,BARCELOS,3341,751,2729,6894,4,4165,69
AM,2119,BARREIRINHA,8125,931,4084,13344,35,9260,169
AM,2135,BENJAMIN CONSTANT,9151,716,3646,13966,52,10320,401
AM,2151,BOCA DO ACRE,6275,3706,5138,15584,73,10446,392
AM,2178,BORBA,9038,691,5279,15315,26,10036,281
AM,2194,CANUTAMA,2726,465,2029,5314,10,3285,84
AM,2216,CARAUARI,6405,1235,6070,13939,33,7869,196
AM,2232,CAREIRO,8603,777,5853,15470,45,9617,192
AM,2259,COARI,22140,2342,11519,36711,77,25192,633
AM,2275,CODAJÁS,5907,980,4453,11505,28,7052,137
AM,2291,EIRUNEPÉ,8227,824,6150,15612,52,9462,359
AM,2313,ENVIRA,2880,1509,4049,8621,21,4572,162
AM,2330,FONTE BOA,4410,1634,4610,10839,18,6229,167
AM,2356,HUMAITÁ,11329,3328,5571,20604,75,15033,301
AM,2372,SANTA ISABEL DO RIO NEGRO,2047,848,2330,5318,13,2988,80
AM,2399,IPIXUNA,2347,1324,3823,7738,18,3915,226
AM,2410,ITACOATIARA,32152,4211,14145,51125,114,36980,503
AM,2437,ITAPIRANGA,2926,376,1548,4902,8,3354,44
AM,2453,JAPURÁ,1115,213,1153,2524,8,1371,35
AM,2470,JURUÁ,1703,847,2244,4900,6,2656,100
AM,2496,JUTAÍ,3512,1696,2785,8205,23,5420,189
AM,2518,LÁBREA,9456,898,6400,17173,30,10773,389
AM,2534,MANACAPURU,29414,3012,15242,48544,152,33302,724
AM,2550,MANAUS,721734,104579,149812,995870,6389,846058,13356
AM,2577,MANICORÉ,10361,2601,6606,19894,46,13288,280
AM,2593,MARAÃ,2400,296,3224,6000,8,2776,72
AM,2615,MAUÉS,15071,1447,8207,25107,68,16900,314
AM,2631,NHAMUNDÁ,5776,1235,3552,10701,25,7149,113
AM,2658,NOVA OLINDA DO NORTE,6280,858,4274,11612,30,7338,170
AM,2674,NOVO ARIPUANÃ,5089,693,3553,9494,33,5941,126
AM,2690,PARINTINS,31615,4563,13371,50214,150,36843,515
AM,2712,PAUINI,3463,784,3301,7730,21,4429,161
AM,2739,SANTO ANTONIO DO IÇÁ,4450,1601,2221,8531,19,6310,240
AM,2755,SÃO PAULO DE OLIVENÇA,6871,1049,1862,10068,51,8206,235
AM,2771,SILVES,3324,330,1341,5059,13,3718,51
AM,2798,TAPAUÁ,4543,790,3516,9056,25,5540,182
AM,2810,TEFÉ,17123,1646,10188,29448,79,19260,412
AM,2836,SÃO GABRIEL DA CACHOEIRA,10691,1838,7134,19913,49,12779,201
AM,2852,URUCARÁ,5357,501,2871,8866,17,5995,120
AM,2879,URUCURITUBA,5187,582,3076,8972,21,5896,106
AM,2895,ALVARÃES,4026,514,2144,6804,17,4660,103
AM,2917,AMATURÁ,2364,287,828,3623,13,2795,131
AM,2933,ANAMÃ,2512,576,2267,5434,11,3167,68
AM,2950,BERURI,3075,959,2321,6476,10,4155,111
AM,2976,BOA VISTA DO RAMOS,4481,572,2264,7445,12,5181,116
AM,2992,CAAPIRANGA,2742,198,2651,5683,15,3032,77
AM,98353,IRANDUBA,13536,971,3839,18682,64,14843,272
AM,98370,ITAMARATI,1952,299,2177,4515,5,2338,82
AM,98396,MANAQUIRI,5473,230,2989,8798,13,5809,93
AM,98418,PRESIDENTE FIGUEIREDO,8493,972,4601,14271,56,9670,149
AM,98434,RIO PRETO DA EVA,6632,847,3600,11235,17,7635,139
AM,98450,SÃO SEBASTIÃO DO UATUMÃ,2275,637,1444,4410,13,2966,41
AM,98477,TABATINGA,12446,2175,4589,19747,79,15158,458
AM,98493,UARINI,2397,373,2336,5181,6,2845,69
AM,98515,TONANTINS,2442,1375,1589,5555,23,3966,126
AP,6009,PRACUÚBA,1109,286,559,1974,2,1415,18
AP,6017,AMAPÁ,2926,594,1513,5105,8,3592,64
AP,6025,PORTO GRANDE,4629,1237,1683,7693,23,6010,121
AP,6033,CALÇOENE,2758,776,1719,5340,22,3621,65
AP,6041,ITAUBAL,1427,506,923,2896,9,1973,31
AP,6050,MACAPÁ,111740,53187,42966,212539,1217,169573,3429
AP,6068,CUTIAS,1242,459,1066,2798,7,1732,24
AP,6076,MAZAGÃO,4607,2050,2981,9806,23,6825,145
AP,6084,AMAPARI,1845,429,765,3111,12,2346,60
AP,6092,OIAPOQUE,5808,1523,4897,12481,62,7584,191
AP,6106,SERRA DO NAVIO,1407,467,615,2525,6,1910,30
AP,6114,FERREIRA GOMES,1546,752,888,3238,8,2350,44
AP,6122,VITÓRIA DO JARÍ,4062,1266,2429,7883,20,5454,106
AP,6130,LARANJAL DO JARÍ,12740,3375,6182,22696,85,16514,314
AP,6157,SANTANA,31154,12611,9934,54750,255,44816,796
AP,6173,TARTARUGALZINHO,2698,1083,1900,5779,20,3879,78
BA,30007,LUIS EDUARDO MAGALHÃES,9258,7290,3029,19995,111,16966,307
BA,30058,EUNÁPOLIS,33450,9556,16300,61111,370,44811,1435
BA,30660,IUIU,4063,1202,1920,7453,43,5533,225
BA,30678,JABORANDI,3859,1131,2012,7324,44,5312,278
BA,30694,JUSSARI,2570,742,1878,5356,26,3478,140
BA,30716,AMÉRICA DOURADA,5597,2077,3195,11293,74,8098,350
BA,30732,ARATACA,2842,1126,3208,7368,31,4160,161
BA,30759,BARRO ALTO,4764,2178,2226,9438,54,7212,216
BA,30775,BARROCAS,6173,1359,1927,9777,47,7850,271
BA,30791,BURITIRAMA,6348,2681,2754,12363,53,9609,527
BA,30813,CAPELA DO ALTO ALEGRE,4593,1440,1781,8213,83,6432,316
BA,30830,CAPIM GROSSO,9369,3495,3329,16980,175,13651,612
BA,30856,CANUDOS,5768,1621,2913,10655,65,7742,288
BA,30872,DIAS D'ÁVILA,21548,3402,3853,29760,272,25907,685
BA,30899,FÁTIMA,7556,1913,2878,12843,87,9965,409
BA,30910,FILADÉLFIA,6248,2533,2940,12214,91,9274,402
BA,30937,GAVIÃO,1946,846,820,3772,26,2952,134
BA,30953,GUAJERU,3129,1234,2102,6746,60,4644,221
BA,30970,HELIÓPOLIS,5581,1429,2660,9969,41,7309,258
BA,30996,JOÃO DOURADO,7590,3437,3155,14663,84,11508,397
BA,33014,ABAÍRA,3309,1442,2029,7138,85,5109,273
BA,33030,ABARÉ,7030,1104,2174,10732,37,8558,387
BA,33057,ACAJUTIBA,5541,1687,2862,10463,80,7601,293
BA,33065,ADUSTINA,6058,1790,2305,10567,49,8262,365
BA,33073,ÁGUA FRIA,5847,1637,3574,11720,76,8146,586
BA,33090,ÉRICO CARDOSO,3872,1220,2891,8356,54,5465,319
BA,33111,AIQUARA,2218,419,894,3670,25,2776,114
BA,33138,ALAGOINHAS,50404,17613,19457,90414,887,70957,2053
BA,33154,ALCOBAÇA,7632,1478,4230,13937,109,9707,488
BA,33170,ALMADINA,2178,922,495,3731,18,3236,118
BA,33197,AMARGOSA,11908,4574,7037,24439,206,17402,714
BA,33219,AMÉLIA RODRIGUES,9994,2420,4897,17915,199,13018,405
BA,33235,ANAGÉ,5859,4236,2105,12893,112,10788,581
BA,33251,ANDARAÍ,5205,844,2765,9201,61,6436,326
BA,33260,ANDORINHA,7133,949,2515,10914,51,8399,266
BA,33278,ANGICAL,6048,2354,2594,11297,56,8703,245
BA,33294,ANGUERA,4803,702,1935,7737,40,5802,257
BA,33316,ANTAS,5528,1692,2692,10238,73,7546,253
BA,33332,ANTÔNIO CARDOSO,5473,1156,880,7888,73,7008,306
BA,33359,ANTÔNIO GONÇALVES,3596,1363,1117,6330,36,5213,218
BA,33375,APORÁ,6050,2090,3117,11734,85,8617,392
BA,33383,ARAÇÁS,4823,1121,2159,8434,72,6275,259
BA,33391,ARACATU,3946,3096,3029,10510,56,7481,383
BA,33405,APUAREMA,2583,1258,773,4816,24,4043,178
BA,33413,ARACI,18789,3494,8925,32372,158,23447,1006
BA,33430,ARAMARI,4275,1172,1871,7674,58,5803,298
BA,33456,ARATUÍPE,3929,759,2027,6997,48,4970,234
BA,33472,AURELINO LEAL,5519,755,3826,10392,48,6566,244
BA,33499,BAIANÓPOLIS,5430,1102,1011,7920,61,6909,316
BA,33510,BAIXA GRANDE,6235,3657,4554,15232,181,10678,605
BA,33529,BANZAÊ,5036,1436,1490,8260,50,6770,248
BA,33537,BARRA,14711,5165,7500,28808,150,21308,1282
BA,33553,BARRA DA ESTIVA,8331,2562,2979,14440,113,11461,455
BA,33570,BARRA DO CHOÇA,10805,4096,5675,21649,161,15974,912
BA,33596,BARRA DO MENDES,6220,1362,1880,9796,86,7916,248
BA,33618,BARRA DO ROCHA,2224,562,535,3451,20,2916,110
BA,33634,BARREIRAS,44338,12582,16099,74585,385,58486,1181
BA,33650,GOVERNADOR LOMANTO JÚNIOR,2893,805,1906,5777,41,3871,132
BA,33677,BELMONTE,6811,1406,1584,10325,77,8741,447
BA,33693,BELO CAMPO,4822,3727,3748,12743,76,8995,370
BA,33715,BIRITINGA,6690,907,2861,11094,95,8233,541
BA,33731,BOA NOVA,6152,1096,4151,11954,75,7803,480
BA,33758,BOA VISTA DO TUPIM,6967,2022,4164,13819,103,9655,563
BA,33774,BOM JESUS DA LAPA,21791,5146,10383,38615,289,28232,1006
BA,33782,BOM JESUS DA SERRA,3394,1130,2113,6877,28,4764,212
BA,33790,BONINAL,4981,1495,2843,9712,88,6869,305
BA,33804,BONITO,4504,1995,2064,8880,64,6816,253
BA,33812,BOQUIRA,9519,1408,4599,16027,83,11428,418
BA,33839,BOTUPORÃ,5230,682,2094,8341,40,6247,295
BA,33855,BREJÕES,5827,1345,2921,10514,90,7593,331
BA,33871,BREJOLÂNDIA,4166,995,1426,6853,53,5427,213
BA,33898,BROTAS DE MACAÚBAS,4552,1879,2860,9631,55,6771,285
BA,33910,BRUMADO,26048,6789,9677,44021,304,34344,1203
BA,33936,BUERAREMA,5949,3367,1986,11784,95,9798,387
BA,33952,CAATIBA,3050,1024,2327,6657,24,4330,232
BA,33960,CABACEIRAS DO PARAGUAÇU,6644,1662,2815,11549,52,8734,376
BA,33979,CACHOEIRA,14437,2225,6241,23594,159,17353,532
BA,33995,CACULÉ,7114,3587,4123,15442,154,11319,464
BA,34010,CAEM,4939,1221,1492,8055,50,6563,353
BA,34029,CAETANOS,3637,1338,2402,7689,36,5287,276
BA,34037,CAETITÉ,17345,6823,8854,34409,251,25555,1136
BA,34053,CAFARNAUM,4218,3451,3147,11161,64,8014,281
BA,34070,CAIRU,4802,1075,2440,8564,56,6124,191
BA,34096,CALDEIRÃO GRANDE,3774,1010,2086,7171,50,5085,251
BA,34118,CAMACÃ,9871,3738,7878,22186,140,14308,559
BA,34134,CAMAÇARI,75210,15305,13302,107846,1330,94544,2699
BA,34150,CAMAMU,9535,3445,6653,20533,147,13880,753
BA,34177,CAMPO ALEGRE DE LOURDES,10584,2833,5145,19386,85,14241,739
BA,34193,CAMPO FORMOSO,22142,9481,12962,46246,293,33284,1368
BA,34215,CANÁPOLIS,4540,793,1761,7429,37,5668,298
BA,34231,CANARANA,8606,3131,4205,16407,88,12202,377
BA,34258,CANAVIEIRAS,12854,3334,8368,25227,122,16859,549
BA,34274,CANDEAL,4467,1116,2196,8097,52,5901,266
BA,34290,CANDEIAS,34573,3472,4166,43564,477,39398,876
BA,34312,CANDIBA,5610,1463,2376,9914,100,7538,365
BA,34339,CÂNDIDO SALES,9853,3765,5577,19837,102,14260,540
BA,34355,CANSANÇÃO,12878,3096,6022,22837,147,16815,694
BA,34363,CARAÍBAS,2681,2153,3570,8668,43,5098,221
BA,34371,CARAVELAS,7741,1526,4602,14486,93,9884,524
BA,34398,CARDEAL DA SILVA,3158,564,1875,5863,55,3988,211
BA,34410,CARINHANHA,8073,5079,4481,18302,99,13821,570
BA,34436,CASA NOVA,25126,6054,10060,42966,299,32906,1427
BA,34452,CASTRO ALVES,11470,2409,3671,18181,124,14510,507
BA,34479,CATOLÂNDIA,2149,174,385,2804,12,2419,84
BA,34495,CATU,25632,3463,7554,38121,493,30567,979
BA,34509,CATURAMA,3772,780,2311,7089,53,4778,173
BA,34517,CENTRAL,7164,2142,2503,12194,81,9691,304
BA,34533,CHORROCHÓ,4380,1207,2199,8078,39,5879,253
BA,34550,CÍCERO DANTAS,12963,4059,6769,24778,239,18009,748
BA,34576,CIPÓ,5672,2289,3487,11892,60,8405,384
BA,34592,COARACI,8964,3016,5920,18490,93,12570,497
BA,34614,COCOS,6423,2298,3488,12757,79,9269,469
BA,34630,CONCEIÇÃO DA FEIRA,8215,1643,2684,12982,132,10298,308
BA,34657,CONCEIÇÃO DO ALMEIDA,7944,1351,3188,12945,113,9757,349
BA,34673,CONCEIÇÃO DO COITÉ,24428,9244,9574,44797,380,35223,1171
BA,34690,CONCEIÇÃO DO JACUÍPE,12405,3185,4856,21125,193,16269,486
BA,34711,CONDE,7895,1636,3375,13452,92,10077,454
BA,34738,CONDEÚBA,6412,2622,5055,14777,117,9722,571
BA,34754,CONTENDAS DO SINCORÁ,1678,767,658,3221,20,2563,98
BA,34770,CORAÇÃO DE MARIA,11725,1976,5039,19407,162,14368,505
BA,34797,CORDEIROS,2187,1751,1180,5383,34,4203,231
BA,34819,CORIBE,6458,1555,2912,11411,91,8499,395
BA,34835,CORONEL JOÃO SÁ,5552,2228,2818,11101,75,8283,428
BA,34851,CORRENTINA,11677,3677,5538,22019,190,16481,937
BA,34878,COTEGIPE,5397,1020,2384,9184,48,6800,335
BA,34894,CRAVOLÂNDIA,2713,391,1066,4404,37,3338,197
BA,34916,CRISÓPOLIS,8510,1647,3704,14411,79,10707,471
BA,34932,CRISTÓPOLIS,6249,1180,2543,10367,51,7824,344
BA,34959,CRUZ DAS ALMAS,23801,7211,8389,40440,391,32051,648
BA,34975,CURAÇÁ,12548,3133,5039,21470,111,16431,639
BA,34991,DÁRIO MEIRA,4539,852,2445,8228,52,5783,340
BA,35017,DOM BASÍLIO,4840,1560,1021,7766,55,6745,290
BA,35033,DOM MACEDO COSTA,1908,503,529,3087,30,2558,117
BA,35050,ELÍSIO MEDRADO,3564,1271,1445,6537,54,5092,203
BA,35076,ENCRUZILHADA,7231,2915,5138,16023,89,10885,650
BA,35092,ENTRE RIOS,13350,3809,7347,25612,279,18265,827
BA,35114,ESPLANADA,10837,2587,1920,16076,176,14156,556
BA,35130,EUCLIDES DA CUNHA,21285,5722,11645,40138,251,28493,1235
BA,35149,FEIRA DA MATA,2220,953,1015,4315,22,3300,105
BA,35157,FEIRA DE SANTANA,202515,57896,57689,329582,3009,271893,8473
BA,35173,FIRMINO ALVES,2062,553,437,3183,26,2746,105
BA,35190,FLORESTA AZUL,4278,1537,2087,8165,40,6078,223
BA,35211,FORMOSA DO RIO PRETO,6419,3284,3772,14005,73,10233,457
BA,35238,GANDU,8414,5123,6918,21230,165,14312,610
BA,35254,GENTIO DO OURO,4186,1843,2135,8495,50,6360,281
BA,35270,GLÓRIA,6637,1608,2185,10782,53,8597,299
BA,35297,GONGOGI,2766,770,2794,6543,42,3749,171
BA,35319,GOVERNADOR MANGABEIRA,8731,1786,2362,13336,99,10974,358
BA,35335,GUANAMBI,26444,11344,11095,50840,447,39745,1510
BA,35351,GUARATINGA,7920,1530,6961,16972,76,10011,485
BA,35378,IAÇU,9872,2248,6856,19723,146,12867,601
BA,35394,IBIASSUCÊ,3430,2212,1929,7823,53,5894,199
BA,35416,IBICARAÍ,9365,3418,7021,20364,94,13343,466
BA,35432,IBICOARA,4223,2314,1646,8536,63,6890,290
BA,35459,IBICUÍ,5288,1842,3658,11171,69,7513,314
BA,35475,IBIPEBA,7614,1194,2195,11366,71,9171,292
BA,35491,SANTA RITA DE CÁSSIA,9929,3733,4723,19055,146,14332,524
BA,35513,IBIPITANGA,5031,1656,2254,9343,72,7089,330
BA,35530,IBIQUERA,2022,296,709,3180,18,2471,135
BA,35556,IBIRAPITANGA,7213,1956,6562,16293,78,9731,484
BA,35572,IBIRAPUÃ,2954,934,782,4917,37,4135,210
BA,35599,IBIRATAIA,7090,3128,5627,16429,93,10802,491
BA,35610,IBITIARA,5772,1901,3399,11492,74,8093,346
BA,35637,IBITITÁ,7499,2654,3376,13908,76,10532,303
BA,35653,IBOTIRAMA,9662,3149,5146,18576,145,13430,474
BA,35670,ICHU,3113,768,721,4740,42,4019,96
BA,35696,IGAPORÃ,4947,2883,3071,11339,71,8268,367
BA,35700,IGRAPIÚNA,4205,1032,2629,8261,73,5632,322
BA,35718,IGUAÍ,9094,2259,6232,18352,107,12120,660
BA,35734,ILHÉUS,68434,19198,31172,122076,900,90904,2372
BA,35750,INHAMBUPE,13830,3222,6068,24132,189,18064,823
BA,35777,IPECAETÁ,6371,2343,4692,13897,91,9205,400
BA,35793,IPIAÚ,16855,4458,9073,31426,213,22353,827
BA,35815,IPIRÁ,21925,7246,14550,45589,313,31039,1555
BA,35831,IPUPIARA,3328,1639,1059,6259,50,5200,183
BA,35858,IRAJUBA,3143,613,1503,5463,31,3960,173
BA,35874,IRAMAIA,4490,1415,2779,9005,50,6226,271
BA,35890,IRAQUARA,8757,1534,3369,14136,94,10767,382
BA,35912,IRARÁ,10936,1881,1956,15439,147,13483,519
BA,35939,IRECÊ,20463,7451,9830,39008,304,29178,960
BA,35947,ITABELA,9338,2939,6276,19367,119,13091,695
BA,35955,ITABERABA,23272,5191,12671,42770,451,30099,1185
BA,35971,ITABUNA,60552,45594,33239,142770,913,109531,2472
BA,35998,ITACARÉ,6038,1224,3578,11266,77,7688,349
BA,36013,ITAETÊ,5019,1670,2874,10003,65,7129,375
BA,36030,ITAGI,5287,2112,2806,10549,45,7743,299
BA,36056,ITAGIBÁ,6503,1216,4239,12351,60,8112,333
BA,36072,ITAGIMIRIM,2193,856,692,3957,37,3265,179
BA,36080,ITAGUAÇU DA BAHIA,4935,596,860,6682,53,5822,238
