SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS_NOMINAIS', 11, 'Partido Progressista')","('QT_VOTOS_NOMINAIS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS_NOMINAIS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS_NOMINAIS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS_NOMINAIS', 15, 'Movimento Democrático Brasileiro')","('QT_VOTOS_NOMINAIS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS_NOMINAIS', 17, 'Partido Social Liberal')","('QT_VOTOS_NOMINAIS', 18, 'Rede Sustentabilidade')","('QT_VOTOS_NOMINAIS', 19, 'Podemos')","('QT_VOTOS_NOMINAIS', 20, 'Partido Social Cristão')","('QT_VOTOS_NOMINAIS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS_NOMINAIS', 22, 'Partido da República')","('QT_VOTOS_NOMINAIS', 25, 'Democratas')","('QT_VOTOS_NOMINAIS', 27, 'Democracia Cristã')","('QT_VOTOS_NOMINAIS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS_NOMINAIS', 29, 'Partido da Causa Operária')","('QT_VOTOS_NOMINAIS', 30, 'Partido Novo')","('QT_VOTOS_NOMINAIS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS_NOMINAIS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS_NOMINAIS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS_NOMINAIS', 43, 'Partido Verde')","('QT_VOTOS_NOMINAIS', 44, 'Partido Republicano Progressista')","('QT_VOTOS_NOMINAIS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS_NOMINAIS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS_NOMINAIS', 51, 'Patriota')","('QT_VOTOS_NOMINAIS', 55, 'Partido Social Democrático')","('QT_VOTOS_NOMINAIS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS_NOMINAIS', 70, 'AVANTE')","('QT_VOTOS_NOMINAIS', 77, 'Solidariedade')","('QT_VOTOS_NOMINAIS', 90, 'Partido Republicano da Ordem Social')",QT_ABSTENCOES,QT_APTOS_TOT,QT_COMPARECIMENTO,QT_VOTOS_BRANCOS,QT_VOTOS_NULOS
AC,1007,BUJARI,4024,0,1990,0,0,0,483,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1691,8684,6993,97,357
AC,1015,CAPIXABA,3004,0,1910,0,0,0,621,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,6829,5851,61,247
AC,1023,PORTO ACRE,5164,0,3422,0,0,0,1030,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1915,12324,10409,195,554
AC,1031,SANTA ROSA DO PURUS,828,0,1186,0,0,0,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,986,3328,2342,13,191
AC,1040,MARECHAL THAUMATURGO,3355,0,3178,0,0,0,241,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2479,9540,7061,35,247
AC,1058,BRASILÉIA,6933,0,4615,0,0,0,938,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2590,16025,13435,270,644
AC,1066,PORTO WALTER,2474,0,1777,0,0,0,147,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1440,6089,4649,38,207
AC,1074,CRUZEIRO DO SUL,26384,0,11218,0,0,0,4920,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8903,54480,45577,790,2123
AC,1082,RODRIGUES ALVES,4592,0,3074,0,0,0,432,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2480,11008,8528,97,325
AC,1090,MÂNCIO LIMA,5429,0,3383,0,0,0,386,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,12424,9748,106,428
AC,1104,JORDÃO,1550,0,1773,0,0,0,87,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,4794,3581,11,153
AC,1112,EPITACIOLÂNDIA,4694,0,2903,0,0,0,921,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1532,10775,9243,245,454
AC,1120,ACRELÂNDIA,4007,0,1625,0,0,0,1120,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,8808,7260,139,353
AC,1139,FEIJÓ,5447,0,7646,0,0,0,681,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5974,20547,14573,162,597
AC,1392,RIO BRANCO,105370,0,64165,0,0,0,27710,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,43517,255361,211844,3621,8368
AC,1457,SENA MADUREIRA,12552,0,5584,0,0,0,1112,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7780,28313,20533,348,876
AC,1473,TARAUACÁ,6478,0,8761,0,0,0,918,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7358,25560,18202,321,992
AC,1490,XAPURI,4296,0,4381,0,0,0,325,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1832,11399,9567,114,423
AC,1511,PLÁCIDO DE CASTRO,5255,0,2866,0,0,0,1081,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1542,11453,9911,186,480
AC,1538,SENADOR GUIOMARD,7834,0,4375,0,0,0,1406,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2498,17102,14604,273,643
AC,1554,MANOEL URBANO,2247,0,2178,0,0,0,179,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,6788,4926,71,241
AC,1570,ASSIS BRASIL,2076,0,2061,0,0,0,189,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1135,5727,4592,45,212
AL,27006,PARIPUEIRA,0,0,0,0,4122,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,411,1720,9425,7705,569,1427
AL,27014,ÁGUA BRANCA,0,0,0,0,7478,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,739,3992,14874,10882,372,1937
AL,27022,PARICONHA,0,0,0,0,4700,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,115,1766,8279,6513,239,1203
AL,27030,ANADIA,0,0,0,0,5794,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,306,3778,12607,8829,528,1679
AL,27049,ESTRELA DE ALAGOAS,0,0,0,0,4528,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,604,3664,11620,7956,546,1835
AL,27057,ARAPIRACA,0,0,0,0,77764,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478,0,0,0,0,0,3219,25124,140793,115669,6362,16831
AL,27065,JEQUIÁ DA PRAIA,0,0,0,0,3584,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,240,1549,7264,5715,348,965
AL,27073,ATALAIA,0,0,0,0,14571,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,1390,7607,30373,22766,1402,3526
AL,27081,CAMPESTRE,0,0,0,0,2308,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,239,1414,5256,3842,259,706
AL,27090,BARRA DE SANTO ANTÔNIO,0,0,0,0,5071,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,433,2664,11459,8795,688,1772
AL,27111,BARRA DE SÃO MIGUEL,0,0,0,0,3352,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,389,1115,6464,5349,246,733
AL,27138,BATALHA,0,0,0,0,4581,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,1904,2937,12167,9230,374,1495
AL,27154,BELÉM,0,0,0,0,2535,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,136,1127,4797,3670,222,585
AL,27170,BELO MONTE,0,0,0,0,3137,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,46,1306,5137,3831,103,425
AL,27197,BOCA DA MATA,0,0,0,0,8150,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,844,5901,19528,13627,970,2545
AL,27219,BRANQUINHA,0,0,0,0,3945,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,167,2505,8067,5562,288,874
AL,27235,CACIMBINHAS,0,0,0,0,4354,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,178,2092,8027,5935,165,856
AL,27251,CAJUEIRO,0,0,0,0,5989,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,918,4180,14267,10087,599,1933
AL,27278,CAMPO ALEGRE,0,0,0,0,11691,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,569,6537,23928,17391,1040,3108
AL,27294,CAMPO GRANDE,0,0,0,0,4651,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,91,2055,8150,6095,286,906
AL,27316,CANAPI,0,0,0,0,7116,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,79,3772,13118,9346,361,1414
AL,27332,CAPELA,0,0,0,0,6053,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,897,3058,12855,9797,445,1567
AL,27359,CARNEIROS,0,0,0,0,3108,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,437,1656,6343,4687,143,813
AL,27375,CHÃ PRETA,0,0,0,0,2555,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,240,1627,5862,4235,225,928
AL,27391,COITÉ DO NÓIA,0,0,0,0,3871,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,726,2041,8382,6341,327,1117
AL,27413,COLÔNIA LEOPOLDINA,0,0,0,0,5273,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,884,4380,14949,10569,772,2356
AL,27430,COQUEIRO SECO,0,0,0,0,2414,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,205,772,4544,3772,218,666
AL,27456,CORURIPE,0,0,0,0,15731,0,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,938,9566,38409,28843,2276,6662
AL,27472,DELMIRO GOUVEIA,0,0,0,0,20151,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,374,8555,37061,28506,1368,5077
AL,27499,DOIS RIACHOS,0,0,0,0,3767,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,595,2528,8521,5993,227,1083
AL,27510,FEIRA GRANDE,0,0,0,0,9058,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,233,4044,16908,12864,802,2209
AL,27537,FELIZ DESERTO,0,0,0,0,1516,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,56,982,3412,2430,148,457
AL,27553,FLEXEIRAS,0,0,0,0,3796,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,174,2288,8476,6188,344,1113
AL,27570,GIRAU DO PONCIANO,0,0,0,0,13593,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,320,6877,25505,18628,1058,2957
AL,27596,IBATEGUARA,0,0,0,0,5025,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,131,2648,10728,8080,538,1537
AL,27618,IGACI,0,0,0,0,9230,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,461,5602,19257,13655,805,2600
AL,27634,IGREJA NOVA,0,0,0,0,8658,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,317,4010,16756,12746,1198,2156
AL,27650,INHAPI,0,0,0,0,5696,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,860,3681,12298,8617,344,1473
AL,27677,JACARÉ DOS HOMENS,0,0,0,0,2145,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,149,1128,4767,3639,124,623
AL,27693,JACUÍPE,0,0,0,0,2686,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,84,1302,5382,4080,257,837
AL,27715,JAPARATINGA,0,0,0,0,2749,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,110,1453,6323,4870,447,992
AL,27731,JARAMATAIA,0,0,0,0,2418,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,145,1017,4644,3627,155,764
AL,27758,JOAQUIM GOMES,0,0,0,0,7296,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,205,3185,13434,10249,508,1724
AL,27774,JUNDIÁ,0,0,0,0,1401,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,146,1182,4181,2999,204,662
AL,27790,JUNQUEIRO,0,0,0,0,9434,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,466,5258,18973,13715,836,2096
AL,27812,LAGOA DA CANOA,0,0,0,0,8566,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,136,3210,14198,10988,444,1469
AL,27839,LIMOEIRO DE ANADIA,0,0,0,0,5481,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,3899,4529,17637,13108,809,2385
AL,27855,MACEIÓ,0,0,0,0,240246,0,71517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30435,0,0,0,0,0,28772,109601,595046,485445,31427,83048
AL,27871,MAJOR ISIDORO,0,0,0,0,5360,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,1966,3599,14401,10802,559,2003
AL,27898,MARAGOGI,0,0,0,0,8152,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,993,4560,19887,15327,1552,3026
AL,27910,MARAVILHA,0,0,0,0,2611,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1256,2232,7795,5563,259,1183
AL,27936,MARECHAL DEODORO,0,0,0,0,16153,0,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,1756,7863,35870,28007,1740,4332
AL,27952,MARIBONDO,0,0,0,0,4857,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,242,2357,10240,7883,554,1585
AL,27979,MAR VERMELHO,0,0,0,0,1518,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,519,598,3327,2729,104,414
AL,27995,MATA GRANDE,0,0,0,0,9417,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,49,4890,16837,11947,521,1705
AL,28010,MATRIZ DE CAMARAGIBE,0,0,0,0,7144,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,1493,4981,18628,13647,973,2385
AL,28037,MESSIAS,0,0,0,0,6221,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,791,2836,12671,9835,560,1464
AL,28053,MINADOR DO NEGRÃO,0,0,0,0,2457,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,247,1064,4606,3542,114,591
AL,28070,MONTEIRÓPOLIS,0,0,0,0,2236,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,521,1545,5742,4197,219,950
AL,28096,MURICI,0,0,0,0,9825,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,699,4442,19173,14731,904,2160
AL,28118,NOVO LINO,0,0,0,0,3625,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,437,2923,9457,6534,459,1331
AL,28134,OLHO D ÁGUA DAS FLORES,0,0,0,0,4879,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,1807,3596,14852,11256,558,2238
AL,28150,OLHO D ÁGUA DO CASADO,0,0,0,0,3705,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,46,1826,6831,5005,198,960
AL,28177,OLHO D ÁGUA GRANDE,0,0,0,0,2770,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,19,1113,4462,3349,105,404
AL,28193,OLIVENÇA,0,0,0,0,4546,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,512,2039,8823,6784,160,1156
AL,28215,OURO BRANCO,0,0,0,0,3787,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,612,1879,8195,6316,240,1212
AL,28231,PALESTINA,0,0,0,0,2146,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,193,1154,4303,3149,188,476
AL,28258,PALMEIRA DOS ÍNDIOS,0,0,0,0,22284,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,1569,11338,50120,38782,2642,8392
AL,28274,PÃO DE AÇÚCAR,0,0,0,0,9862,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,292,4452,17971,13519,601,2200
AL,28290,PASSO DE CAMARAGIBE,0,0,0,0,4986,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,489,2754,11210,8456,652,1674
AL,28312,PAULO JACINTO,0,0,0,0,2478,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,612,1311,6042,4731,265,1017
AL,28339,PENEDO,0,0,0,0,20017,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,897,11520,40782,29262,1845,4282
AL,28355,PIAÇABUÇU,0,0,0,0,5390,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,189,3474,13046,9572,763,2437
AL,28371,PILAR,0,0,0,0,13093,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,734,5666,25626,19960,1368,2815
AL,28398,PINDOBA,0,0,0,0,1494,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,80,501,2483,1982,59,245
AL,28410,PIRANHAS,0,0,0,0,8241,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,486,4716,17754,13038,591,3054
AL,28436,POÇO DAS TRINCHEIRAS,0,0,0,0,4934,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,296,2537,9795,7258,273,1467
AL,28452,PORTO CALVO,0,0,0,0,7929,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,1014,5430,20089,14659,1096,2749
AL,28479,PORTO DE PEDRAS,0,0,0,0,2697,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,298,1654,6558,4904,379,1127
AL,28495,PORTO REAL DO COLÉGIO,0,0,0,0,7790,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,226,3182,14810,11628,1165,2052
AL,28517,QUEBRANGULO,0,0,0,0,4878,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,320,2284,9789,7505,394,1506
AL,28533,RIO LARGO,0,0,0,0,28575,0,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,0,0,0,0,1565,9321,54488,45167,3261,6997
AL,28550,ROTEIRO,0,0,0,0,2465,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,231,1231,5000,3769,150,636
AL,28576,SANTA LUZIA DO NORTE,0,0,0,0,2872,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,242,1139,5780,4641,262,794
AL,28592,SANTANA DO IPANEMA,0,0,0,0,13685,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,2448,6860,30745,23885,1040,4633
AL,28614,SANTANA DO MUNDAÚ,0,0,0,0,3727,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,527,2190,8350,6160,321,1102
AL,28630,SÃO BRÁS,0,0,0,0,3321,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,63,1309,5904,4595,349,643
AL,28657,SÃO JOSÉ DA LAJE,0,0,0,0,8612,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,250,4025,16677,12652,647,2093
AL,28673,SÃO JOSÉ DA TAPERA,0,0,0,0,9237,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,653,5495,20489,14994,658,3414
AL,28690,SÃO LUÍS DO QUITUNDE,0,0,0,0,9785,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,955,5555,21877,16322,1356,3055
AL,28711,SÃO MIGUEL DOS CAMPOS,0,0,0,0,20206,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,816,7969,39002,31033,1580,4635
AL,28738,SÃO MIGUEL DOS MILAGRES,0,0,0,0,2641,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,103,1630,6448,4818,440,1133
AL,28754,SÃO SEBASTIÃO,0,0,0,0,11546,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,1216,6068,24365,18297,1546,3207
AL,28770,SATUBA,0,0,0,0,5070,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,511,1647,9866,8219,519,1123
AL,28797,TANQUE D ARCA,0,0,0,0,1902,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,239,1382,5222,3840,326,785
AL,28819,TAQUARANA,0,0,0,0,4463,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,2092,3487,13436,9949,641,2001
AL,28835,TRAIPU,0,0,0,0,9120,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,215,4996,17203,12207,464,1985
AL,28851,UNIÃO DOS PALMARES,0,0,0,0,19818,0,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,1527,11222,44382,33160,2103,5867
AL,28878,VIÇOSA,0,0,0,0,8076,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,1275,4869,19631,14762,1073,3039
AL,28894,CRAÍBAS,0,0,0,0,9909,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,669,3927,17781,13854,758,1967
AL,28916,SENADOR RUI PALMEIRA,0,0,0,0,2989,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1934,2371,8831,6460,161,1099
AL,28932,TEOTÔNIO VILELA,0,0,0,0,14214,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,485,8359,29125,20766,1213,3522
AM,2003,APUÍ,0,7067,0,0,0,0,0,0,0,2899,0,0,0,0,0,0,0,0,0,1583,0,0,0,6,0,452,77,0,0,0,7645,21343,13698,350,1264
AM,2011,NOVO AIRÃO,0,5997,0,0,0,2,0,0,0,4515,0,0,0,0,0,0,0,0,0,3309,0,0,0,6,0,400,56,0,0,0,5162,20645,15483,171,1027
AM,2020,GUAJARÁ,0,7717,0,0,0,7,0,0,0,1939,0,0,0,0,0,0,0,0,0,881,0,0,0,2,0,653,18,0,0,0,6520,19038,12518,181,1120
AM,2038,ANORI,0,7698,0,0,0,1,0,0,0,2535,0,0,0,0,0,0,0,0,0,1116,0,0,0,18,0,1291,27,0,0,0,5839,19438,13599,103,810
AM,2046,CAREIRO DA VÁRZEA,0,6896,0,0,0,1,0,0,0,10888,0,0,0,0,0,0,0,0,0,1871,0,0,0,11,0,1435,199,0,0,0,7540,30580,23040,204,1535
AM,2054,ATALAIA DO NORTE,0,5921,0,0,0,1,0,0,0,2028,0,0,0,0,0,0,0,0,0,1787,0,0,0,4,0,86,32,0,0,0,5259,15838,10579,39,681
AM,2070,AUTAZES,0,21924,0,0,0,2,0,0,0,7220,0,0,0,0,0,0,0,0,0,5526,0,0,0,7,0,387,109,0,0,0,12675,50619,37944,253,2516
AM,2097,BARCELOS,0,7635,0,0,0,2,0,0,0,2147,0,0,0,0,0,0,0,0,0,1473,0,0,0,5,0,245,18,0,0,0,8516,20982,12466,121,820
AM,2119,BARREIRINHA,0,12496,0,0,0,2,0,0,0,6291,0,0,0,0,0,0,0,0,0,4168,0,0,0,6,0,2193,231,0,0,0,9303,36616,27313,201,1725
AM,2135,BENJAMIN CONSTANT,0,18247,0,0,0,6,0,0,0,4515,0,0,0,0,0,0,0,0,0,3686,0,0,0,11,0,1852,130,0,0,0,9914,40882,30968,284,2237
AM,2151,BOCA DO ACRE,0,14822,0,0,0,3,0,0,0,5196,0,0,0,0,0,0,0,0,0,2272,0,0,0,9,0,3091,57,0,0,0,12966,41926,28960,555,2955
AM,2178,BORBA,0,10622,0,0,0,1,0,0,0,7812,0,0,0,0,0,0,0,0,0,5600,0,0,0,19,0,2108,109,0,0,0,12333,40586,28253,140,1842
AM,2194,CANUTAMA,0,6381,0,0,0,2,0,0,0,2022,0,0,0,0,0,0,0,0,0,263,0,0,0,23,0,1363,4,0,0,0,5698,16722,11024,113,853
AM,2216,CARAUARI,0,15639,0,0,0,5,0,0,0,3386,0,0,0,0,0,0,0,0,0,2156,0,0,0,10,0,2113,45,0,0,0,13830,38614,24784,175,1255
