SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA BRASILEIRO')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 22, 'PARTIDO LIBERAL')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'PARTIDO DA FRENTE LIBERAL')","('QT_VOTOS', 26, 'PARTIDO DOS APOSENTADOS DA NAÇÃO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 30, 'PARTIDO GERAL DOS TRABALHADORES')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 41, 'PARTIDO SOCIAL DEMOCRÁTICO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 56, 'PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MG,41920,CONFINS,0,0,987,0,145,1,0,0,0,0,0,0,0,0,0,2,0,0,192,0,0,0,1918,0,503,4125,132,3622,245
MG,41939,CACHOEIRA DE MINAS,0,0,703,0,283,20,0,0,0,0,0,0,0,1,0,5,0,0,78,0,0,0,4867,0,1011,7807,386,6796,453
MG,41947,CORREGO FUNDO,0,0,798,0,53,2,0,0,0,0,0,0,0,0,0,9,0,0,29,0,0,0,1871,0,411,3851,282,3440,396
MG,41955,CACHOEIRA DOURADA,0,0,171,0,53,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1136,0,509,2045,41,1536,123
MG,41963,CRISOLITA,0,0,290,0,93,2,0,0,0,0,0,0,0,1,0,1,0,0,34,0,0,0,1694,0,1258,4051,47,2793,631
MG,41971,CAETANOPOLIS,0,0,1038,0,139,4,0,0,0,0,0,0,0,3,0,2,0,0,96,0,0,0,3243,0,814,6024,319,5210,366
MG,41980,CUPARAQUE,0,0,277,0,231,7,0,0,0,0,0,0,0,1,0,1,0,0,155,0,0,0,1316,0,1204,3641,90,2437,359
MG,41998,CAETE,0,0,7881,0,1000,40,0,0,0,0,0,0,0,6,0,26,0,0,606,0,0,0,11066,0,3969,28078,1654,24109,1830
MG,42005,CURRAL DE DENTRO,0,0,129,0,485,1,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,1983,0,1193,4684,201,3491,657
MG,42013,CAIANA,0,0,539,0,732,13,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,944,0,492,3251,132,2759,224
MG,42021,DELTA,0,0,898,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1342,0,222,3030,210,2808,222
MG,42030,CAJURI,0,0,645,0,530,6,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1010,0,414,3296,221,2882,417
MG,42048,DOM BOSCO,0,0,478,0,294,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1246,0,955,3259,129,2304,130
MG,42056,CALDAS,0,0,914,0,297,7,0,0,0,0,0,0,0,0,0,3,0,0,82,0,0,0,6349,0,1600,10358,455,8758,651
MG,42064,FREI LAGONEGRO,0,0,172,0,178,6,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,1004,0,790,2968,231,2178,569
MG,42072,CAMACHO,0,0,193,0,138,3,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1533,0,305,2637,208,2332,248
MG,42080,FRUTA DE LEITE,0,0,214,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1756,0,1604,4576,41,2972,822
MG,42099,CAMANDUCAIA,0,0,1329,0,374,24,0,0,0,0,0,0,0,2,0,3,0,0,212,0,0,0,6795,0,2092,13155,1152,11063,1172
MG,42102,GAMELEIRAS,0,0,105,0,154,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,2163,0,1092,4096,88,3004,485
MG,42110,CAMBUI,0,0,3538,0,176,70,0,0,0,0,0,0,0,5,0,4,0,0,242,0,0,0,7907,0,2253,15875,624,13622,1056
MG,42129,GLAUCILANDIA,0,0,342,0,519,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,1139,0,571,2960,108,2389,234
MG,42137,CAMBUQUIRA,0,0,1162,0,118,11,0,0,0,0,0,0,0,2,0,5,0,0,213,0,0,0,4892,0,1406,8789,317,7383,663
MG,42145,GOIABEIRA,0,0,122,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1384,0,877,2935,140,2058,238
MG,42153,CAMPANARIO,0,0,325,0,163,3,0,0,0,0,0,0,0,1,0,2,0,0,37,0,0,0,1258,0,814,2940,82,2126,255
MG,42161,GOIANA,0,0,510,0,65,3,0,0,0,0,0,0,0,1,0,3,0,0,117,0,0,0,1370,0,535,2988,125,2453,259
MG,42170,CAMPANHA,0,0,1616,0,184,16,0,0,0,0,0,0,0,0,0,10,0,0,169,0,0,0,5069,0,1567,9875,564,8308,680
MG,42188,GUARACIAMA,0,0,392,0,50,3,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,0,2378,0,883,4219,79,3336,404
MG,42196,CAMPESTRE,0,0,2094,0,457,20,0,0,0,0,0,0,0,0,0,12,0,0,273,0,0,0,7504,0,2208,14401,896,12193,937
MG,42200,IBIRACATU,0,0,435,0,102,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1884,0,1369,4418,106,3049,513
MG,42218,CAMPINA VERDE,0,0,1487,0,387,16,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,8317,0,2820,14150,459,11330,608
MG,42226,IMBE DE MINAS,0,0,853,0,543,9,0,0,0,0,0,0,0,1,0,2,0,0,56,0,0,0,1504,0,1179,4597,123,3418,327
MG,42234,CAMPO BELO,0,0,3974,0,910,17,0,0,0,0,0,0,0,5,0,16,0,0,734,0,0,0,19775,0,5552,35327,2019,29775,2325
MG,42242,INDAIABIRA,0,0,283,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,2182,0,1394,4843,184,3449,715
MG,42250,CAMPO DO MEIO,0,0,1062,0,566,8,0,0,0,0,0,0,0,2,0,9,0,0,82,0,0,0,4210,0,1685,8675,480,6990,571
MG,42269,JAPONVAR,0,0,135,0,111,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2898,0,1597,5526,153,3929,616
MG,42277,CAMPO FLORIDO,0,0,614,0,362,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1870,0,1155,4449,227,3294,173
MG,42285,JENIPAPO DE MINAS,0,0,153,0,923,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,900,0,1734,4235,80,2501,424
MG,42293,CAMPOS ALTOS,0,0,703,0,529,9,0,0,0,0,0,0,0,3,0,0,0,0,164,0,0,0,4429,0,1610,8480,458,6870,575
MG,42307,JOSE GONCALVES DE MINAS,0,0,106,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1373,0,807,2926,77,2119,479
MG,42315,CAMPOS GERAIS,0,0,3199,0,597,18,0,0,0,0,0,0,0,2,0,16,0,0,160,0,0,0,8345,0,3031,17772,990,14741,1414
MG,42323,JOSE RAYDAN,0,0,289,0,159,2,0,0,0,0,0,0,0,0,0,2,0,0,43,0,0,0,964,0,778,2853,134,2075,482
MG,42331,CANAA,0,0,531,0,98,3,0,0,0,0,0,0,0,1,0,1,0,0,36,0,0,0,1716,0,777,3950,273,3173,514
MG,42340,SAO SEBASTIAO DA VARGEM ALEGRE,0,0,180,0,309,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1126,0,446,2413,123,1967,192
MG,42358,CANAPOLIS,0,0,1821,0,224,2,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,3746,0,1885,8683,295,6798,645
MG,42366,SAO SEBASTIAO DO ANTA,0,0,740,0,224,7,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1176,0,791,3430,100,2639,336
MG,42374,CANA VERDE,0,0,416,0,153,1,0,0,0,0,0,0,0,1,0,1,0,0,104,0,0,0,2172,0,802,4350,222,3548,478
MG,42382,SERRANOPOLIS DE MINAS,0,0,96,0,1169,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,883,0,879,3553,131,2674,366
MG,42390,CANDEIAS,0,0,889,0,139,10,0,0,0,0,0,0,0,3,0,3,0,0,135,0,0,0,5977,0,1488,10567,1048,9079,875
MG,42404,SETUBINHA,0,0,223,0,392,0,0,0,0,0,0,0,0,1,0,1,0,0,19,0,0,0,2485,0,1872,5990,127,4118,870
MG,42412,CAPARAO,0,0,390,0,53,8,0,0,0,0,0,0,0,0,0,1,0,0,237,0,0,0,1455,0,572,3054,97,2482,241
MG,42420,TAPARUBA,0,0,350,0,669,2,0,0,0,0,0,0,0,0,0,4,0,0,35,0,0,0,992,0,540,2932,132,2392,208
MG,42439,CAPELA NOVA,0,0,570,0,135,2,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,1888,0,572,3845,317,3273,334
MG,42447,UNIAO DE MINAS,0,0,602,0,103,1,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,1658,0,966,3650,91,2684,210
MG,42455,CAPELINHA,0,0,1875,0,1002,10,0,0,0,0,0,0,0,4,0,6,0,0,168,0,0,0,8770,0,5482,20340,803,14858,2220
MG,42463,URUANA DE MINAS,0,0,298,0,92,2,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,1312,0,840,2886,53,2046,269
MG,42471,CAPETINGA,0,0,302,0,159,6,0,0,0,0,0,0,0,1,0,1,0,0,31,0,0,0,2905,0,1207,5429,414,4222,403
MG,42480,VARGEM GRANDE DO RIO PARDO,0,0,127,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1783,0,729,3156,45,2427,381
MG,42498,CAPIM BRANCO,0,0,1012,0,249,3,0,0,0,0,0,0,0,3,0,5,0,0,156,0,0,0,2542,0,676,5459,388,4783,425
MG,42501,VARJAO DE MINAS,0,0,179,0,168,1,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,2264,0,869,3876,141,3007,202
MG,42510,CAPINOPOLIS,0,0,2589,0,340,71,0,0,0,0,0,0,0,0,0,2,0,0,154,0,0,0,5161,0,2442,11859,414,9417,686
MG,42528,VERDELANDIA,0,0,375,0,113,3,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,1902,0,1135,4187,122,3052,521
MG,42536,CAPITAO ENEAS,0,0,1717,0,400,5,0,0,0,0,0,0,0,0,0,2,0,0,179,0,0,0,3735,0,2341,9572,314,7231,879
MG,42544,VEREDINHA,0,0,367,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1238,0,947,3680,92,2733,380
MG,42552,CAPITOLIO,0,0,1670,0,232,5,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,2632,0,1017,6112,216,5095,307
MG,42560,VERMELHO NOVO,0,0,1148,0,157,35,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,1043,0,850,3849,221,2999,339
MG,42579,CAPUTIRA,0,0,1241,0,478,22,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,2152,0,1019,6142,498,5123,545
MG,42587,TOCOS DO MOJI,0,0,350,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1911,0,362,3123,197,2761,186
MG,42595,CARAI,0,0,1750,0,110,15,0,0,0,0,0,0,0,1,0,4,0,0,102,0,0,0,4017,0,3472,11411,297,7939,1643
MG,42617,CARANAIBA,0,0,258,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,1778,0,379,2948,171,2569,280
MG,42633,CARANDAI,0,0,3411,0,2462,36,0,0,0,0,0,0,0,0,0,8,0,0,342,0,0,0,5698,0,1597,16114,1354,14517,1206
MG,42650,CARANGOLA,0,0,3369,0,608,49,0,0,0,0,0,0,0,2,0,7,0,0,920,0,0,0,10753,0,4308,22994,995,18686,1983
MG,42676,CARATINGA,0,0,11189,0,2741,135,0,0,0,0,0,0,0,35,0,28,0,0,3288,0,0,0,21622,0,10803,54951,2291,44148,2819
MG,42692,CARBONITA,0,0,2624,0,220,6,0,0,0,0,0,0,0,0,0,12,0,0,48,0,0,0,1186,0,1992,6660,281,4668,291
MG,42714,CAREACU,0,0,735,0,283,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,2128,0,877,4523,160,3646,268
MG,42730,CARLOS CHAGAS,0,0,1953,0,213,6,0,0,0,0,0,0,0,2,0,7,0,0,140,0,0,0,7138,0,4592,15818,466,11226,1301
MG,42757,CARMESIA,0,0,269,0,125,1,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,658,0,489,1818,82,1329,170
MG,42773,CARMO DA CACHOEIRA,0,0,1268,0,678,13,0,0,0,0,0,0,0,7,0,6,0,0,103,0,0,0,3399,0,1917,8428,453,6511,584
MG,42790,CARMO DA MATA,0,0,924,0,231,7,0,0,0,0,0,0,0,0,0,10,0,0,61,0,0,0,4712,0,1145,8392,507,7247,795
MG,42811,CARMO DE MINAS,0,0,861,0,201,1,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,4366,0,1209,7793,364,6584,661
MG,42838,CARMO DO CAJURU,0,0,2871,0,793,27,0,0,0,0,0,0,0,0,0,9,0,0,202,0,0,0,5598,0,1477,13034,1016,11557,1041
MG,42854,CARMO DO PARANAIBA,0,0,1671,0,511,11,0,0,0,0,0,0,0,0,0,9,0,0,220,0,0,0,10491,0,3019,19043,1453,16024,1658
MG,42870,CARMO DO RIO CLARO,0,0,1661,0,263,15,0,0,0,0,0,0,0,1,0,3,0,0,174,0,0,0,7885,0,2184,13378,518,11194,674
MG,42897,CARMOPOLIS DE MINAS,0,0,2013,0,682,7,0,0,0,0,0,0,0,0,0,3,0,0,110,0,0,0,4845,0,1399,10277,440,8878,778
MG,42919,CARRANCAS,0,0,479,0,418,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1264,0,677,3248,99,2571,284
MG,42935,CARVALHOPOLIS,0,0,277,0,131,4,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,1386,0,361,2435,85,2074,164
MG,42951,CARVALHOS,0,0,319,0,439,3,0,0,0,0,0,0,0,1,0,4,0,0,28,0,0,0,1892,0,795,4066,223,3271,362
MG,42978,CASA GRANDE,0,0,246,0,379,2,0,0,0,0,0,0,0,0,0,2,0,0,46,0,0,0,875,0,195,1974,101,1779,128
MG,42994,CASCALHO RICO,0,0,266,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1275,0,322,2230,100,1908,137
MG,43010,CASSIA,0,0,1588,0,202,18,0,0,0,0,0,0,0,2,0,4,0,0,177,0,0,0,6558,0,2237,12296,562,10059,948
MG,43036,CONCEICAO DA BARRA DE MINAS,0,0,177,0,209,4,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,1884,0,438,3081,130,2643,223
MG,43052,CATAGUASES,0,0,14823,0,2963,50,0,0,0,0,0,0,0,3,0,24,0,0,2015,0,0,0,15779,0,6395,47329,2675,40934,2602
MG,43079,CATAS ALTAS DA NORUEGA,0,0,295,0,76,2,0,0,0,0,0,0,0,1,0,1,0,0,30,0,0,0,1373,0,617,2986,234,2369,357
MG,43095,CAXAMBU,0,0,2934,0,2904,13,0,0,0,0,0,0,0,2,0,17,0,0,482,0,0,0,5813,0,2525,15984,576,13459,718
MG,43117,CEDRO DO ABAETE,0,0,59,0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,524,0,195,1090,63,895,121
MG,43133,CENTRAL DE MINAS,0,0,404,0,569,8,0,0,0,0,0,0,0,0,0,3,0,0,181,0,0,0,2072,0,1414,5459,452,4045,356
MG,43150,CENTRALINA,0,0,1106,0,732,7,0,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,3090,0,1613,7314,278,5701,431
MG,43176,CHACARA,0,0,420,0,117,5,0,0,0,0,0,0,0,1,0,0,0,0,77,0,0,0,883,0,273,2055,82,1782,197
MG,43192,CHALE,0,0,858,0,281,2,0,0,0,0,0,0,0,0,0,1,0,0,132,0,0,0,1582,0,855,4171,143,3316,317
MG,43214,CHAPADA DO NORTE,0,0,582,0,385,5,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,3005,0,3706,9061,357,5355,1011
MG,43230,CHIADOR,0,0,379,0,173,3,0,0,0,0,0,0,0,0,0,2,0,0,110,0,0,0,1147,0,430,2544,101,2114,199
MG,43257,CIPOTANEA,0,0,452,0,467,7,0,0,0,0,0,0,0,0,0,1,0,0,62,0,0,0,1592,0,1496,5200,567,3704,556
MG,43273,CLARAVAL,0,0,178,0,63,2,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,2151,0,437,3090,92,2653,148
MG,43290,CLARO DOS POCOES,0,0,684,0,452,3,0,0,0,0,0,0,0,0,0,2,0,0,110,0,0,0,2942,0,985,5931,241,4946,512
MG,43311,CLAUDIO,0,0,1084,0,126,19,0,0,0,0,0,0,0,1,0,7,0,0,81,0,0,0,10769,0,1546,15314,729,13768,952
MG,43338,COIMBRA,0,0,925,0,199,7,0,0,0,0,0,0,0,2,0,3,0,0,67,0,0,0,2280,0,682,5028,282,4346,581
MG,43354,COLUNA,0,0,966,0,584,12,0,0,0,0,0,0,0,2,0,2,0,0,43,0,0,0,1751,0,1628,5970,271,4342,711
MG,43370,COMENDADOR GOMES,0,0,80,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1396,0,103,1791,56,1688,67
MG,43397,COMERCINHO,0,0,1344,0,277,3,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,1899,0,1994,6503,243,4509,715
MG,43419,CONCEICAO DA APARECIDA,0,0,930,0,127,4,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,3380,0,1391,6776,443,5385,448
MG,43435,CONCEICAO DA PEDRA,0,0,170,0,272,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1192,0,238,2109,119,1871,108
MG,43451,CONCEICAO DAS ALAGOAS,0,0,2479,0,896,4,0,0,0,0,0,0,0,2,0,1,0,0,167,0,0,0,6040,0,2636,13358,506,10722,627
MG,43478,CONCEICAO DE IPANEMA,0,0,987,0,77,3,0,0,0,0,0,0,0,1,0,1,0,0,70,0,0,0,1351,0,416,3245,61,2829,278
MG,43494,CONCEICAO DO MATO DENTRO,0,0,1103,0,514,8,0,0,0,0,0,0,0,5,0,7,0,0,104,0,0,0,5463,0,3652,13151,469,9499,1826
MG,43516,CONCEICAO DO PARA,0,0,326,0,1450,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,1139,0,653,4003,208,3350,200
MG,43532,CONCEICAO DO RIO VERDE,0,0,1040,0,380,9,0,0,0,0,0,0,0,2,0,7,0,0,63,0,0,0,4494,0,1737,8879,471,7142,676
MG,43559,CONCEICAO DOS OUROS,0,0,601,0,214,10,0,0,0,0,0,0,0,0,0,1,0,0,123,0,0,0,3958,0,923,6473,294,5550,349
MG,43575,CONGONHAL,0,0,804,0,203,12,0,0,0,0,0,0,0,0,0,7,0,0,41,0,0,0,3523,0,422,5585,286,5163,287
MG,43591,CONGONHAS,0,0,12034,0,1094,43,0,0,0,0,0,0,0,4,0,41,0,0,855,0,0,0,9192,0,3088,30215,1878,27127,1986
MG,43613,CONGONHAS DO NORTE,0,0,272,0,462,5,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,988,0,958,3489,159,2531,604
MG,43630,CONQUISTA,0,0,519,0,122,4,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,3079,0,1024,5245,193,4221,279
MG,43656,CONSELHEIRO LAFAIETE,0,0,28108,0,1923,131,0,0,0,0,0,0,0,8,0,64,0,0,1608,0,0,0,26558,0,7784,73367,3425,65583,3758
MG,43672,CONSELHEIRO PENA,0,0,2141,0,452,24,0,0,0,0,0,0,0,6,0,4,0,0,604,0,0,0,7282,0,5185,17263,751,12078,814
MG,43699,CONSOLACAO,0,0,117,0,162,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,772,0,212,1453,75,1241,97
MG,43710,CONTAGEM,0,0,120664,0,54808,788,0,0,0,0,0,0,0,96,0,425,0,0,24492,0,0,0,93285,0,45438,368705,13551,323267,15158
MG,43737,COQUEIRAL,0,0,1087,0,113,5,0,0,0,0,0,0,0,1,0,7,0,0,51,0,0,0,3546,0,1302,6684,255,5382,317
MG,43753,CORACAO DE JESUS,0,0,2327,0,801,21,0,0,0,0,0,0,0,3,0,4,0,0,205,0,0,0,7760,0,4386,18133,766,13747,1860
MG,43770,CORDISBURGO,0,0,793,0,198,6,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,2958,0,1256,6221,356,4965,556
MG,43796,CORDISLANDIA,0,0,174,0,513,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1234,0,449,2728,115,2279,224
MG,43818,CORINTO,0,0,2910,0,805,8,0,0,0,0,0,0,0,10,0,7,0,0,342,0,0,0,8019,0,4307,18287,684,13980,1195
MG,43834,COROACI,0,0,754,0,627,10,0,0,0,0,0,0,0,1,0,2,0,0,134,0,0,0,2843,0,2136,7865,465,5729,893
MG,43850,COROMANDEL,0,0,1999,0,2938,12,0,0,0,0,0,0,0,6,0,11,0,0,369,0,0,0,8803,0,3821,20252,1048,16431,1245
MG,43877,CORONEL FABRICIANO,0,0,25576,0,1352,128,0,0,0,0,0,0,0,19,0,96,0,0,5104,0,0,0,20149,0,11418,68647,2223,57229,2582
MG,43893,CORONEL MURTA,0,0,545,0,752,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2683,0,1947,6834,262,4887,609
MG,43915,CORONEL PACHECO,0,0,533,0,90,10,0,0,0,0,0,0,0,1,0,1,0,0,70,0,0,0,1157,0,163,2337,108,2174,204
MG,43931,CORONEL XAVIER CHAVES,0,0,285,0,61,4,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,1530,0,291,2403,77,2112,134
MG,43958,CORREGO DANTA,0,0,133,0,1003,2,0,0,0,0,0,0,0,1,0,1,0,0,24,0,0,0,877,0,489,2841,85,2352,226
MG,43974,CORREGO DO BOM JESUS,0,0,499,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,1740,0,552,3397,182,2845,315
MG,43990,CORREGO NOVO,0,0,378,0,224,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1306,0,416,2663,133,2247,160
MG,44016,COUTO DE MAGALHAES DE MINAS,0,0,447,0,384,1,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,1181,0,883,3334,96,2451,301
MG,44032,CRISTAIS,0,0,1148,0,117,2,0,0,0,0,0,0,0,0,0,3,0,0,54,0,0,0,3158,0,963,6582,446,5619,691
MG,44059,CRISTALIA,0,0,132,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1667,0,853,3616,32,2763,793
MG,44075,CRISTIANO OTONI,0,0,857,0,133,5,0,0,0,0,0,0,0,4,0,3,0,0,121,0,0,0,1643,0,391,3712,222,3321,333
MG,44091,CRISTINA,0,0,785,0,128,10,0,0,0,0,0,0,0,2,0,0,0,0,150,0,0,0,3998,0,1288,7282,309,5994,612
MG,44113,CRUCILANDIA,0,0,442,0,121,6,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1824,0,392,3451,320,3059,321
MG,44130,CRUZEIRO DA FORTALEZA,0,0,153,0,89,1,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,1967,0,399,2832,85,2433,125
MG,44156,CRUZILIA,0,0,2441,0,269,7,0,0,0,0,0,0,0,0,0,3,0,0,44,0,0,0,4307,0,1569,9796,359,8227,797
MG,44172,CURVELO,0,0,10731,0,2336,27,0,0,0,0,0,0,0,11,0,21,0,0,847,0,0,0,19183,0,8529,46029,1969,37500,2375
MG,44199,DATAS,0,0,383,0,607,2,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,1506,0,801,3721,107,2920,273
MG,44210,DELFIM MOREIRA,0,0,771,0,89,12,0,0,0,0,0,0,0,0,0,2,0,0,94,0,0,0,3182,0,981,5930,381,4949,418
MG,44237,DELFINOPOLIS,0,0,422,0,248,2,0,0,0,0,0,0,0,1,0,1,0,0,23,0,0,0,2699,0,1379,5257,153,3878,329
MG,44253,DESCOBERTO,0,0,546,0,168,5,0,0,0,0,0,0,0,0,0,2,0,0,87,0,0,0,1975,0,387,3579,153,3192,256
MG,44270,DESTERRO DE ENTRE RIOS,0,0,541,0,374,2,0,0,0,0,0,0,0,2,0,1,0,0,65,0,0,0,2322,0,998,5282,486,4284,491
MG,44296,DESTERRO DO MELO,0,0,217,0,91,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,1668,0,303,2696,87,2393,314
MG,44318,DIAMANTINA,0,0,6032,0,1533,25,0,0,0,0,0,0,0,1,0,35,0,0,592,0,0,0,11330,0,6381,29138,986,22757,2223
MG,44334,DIOGO DE VASCONCELOS,0,0,300,0,114,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1358,0,457,2920,126,2463,524
MG,44350,DIONISIO,0,0,1587,0,622,7,0,0,0,0,0,0,0,0,0,5,0,0,118,0,0,0,2436,0,1890,7577,338,5687,574
MG,44377,DIVINESIA,0,0,383,0,238,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,1364,0,418,2735,79,2317,234
MG,44393,DIVINO,0,0,2623,0,533,35,0,0,0,0,0,0,0,3,0,5,0,0,365,0,0,0,4722,0,2641,12787,705,10146,1155
MG,44415,DIVINO DAS LARANJEIRAS,0,0,395,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,1872,0,1089,4373,177,3284,334
MG,44431,DIVINOLANDIA DE MINAS,0,0,785,0,509,9,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1301,0,946,4429,175,3483,659
MG,44458,DIVINOPOLIS,0,0,37645,0,5206,201,0,0,0,0,0,0,0,14,0,67,0,0,2595,0,0,0,59347,0,12286,128601,5867,116315,5373
MG,44474,DIVISA NOVA,0,0,717,0,956,3,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,1161,0,653,3846,101,3193,235
MG,44490,DOM CAVATI,0,0,1017,0,220,3,0,0,0,0,0,0,0,0,0,2,0,0,240,0,0,0,1481,0,929,4340,127,3411,321
MG,44512,DOM JOAQUIM,0,0,317,0,206,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,1346,0,1071,3901,201,2830,720
