SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA BRASILEIRO')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 22, 'PARTIDO LIBERAL')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'PARTIDO DA FRENTE LIBERAL')","('QT_VOTOS', 26, 'PARTIDO DOS APOSENTADOS DA NAÇÃO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 30, 'PARTIDO GERAL DOS TRABALHADORES')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 41, 'PARTIDO SOCIAL DEMOCRÁTICO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 56, 'PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PB,19020,SOBRADO,0,0,265,0,3159,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2850,0,2221,9544,298,7323,744
PB,19038,AGUIAR,0,0,132,0,3588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,0,1226,8710,103,7484,810
PB,19046,SAO JOSE DOS RAMOS,0,0,174,0,2603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,1509,6870,109,5361,501
PB,19054,ALAGOA GRANDE,0,0,1573,0,10764,7,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,13394,0,6443,37460,1222,31017,4049
PB,19062,CAPIM,0,0,146,0,1749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2323,0,1665,6698,278,5033,535
PB,19070,ALAGOA NOVA,0,0,700,0,6948,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9124,0,4062,24248,792,20186,2612
PB,19089,CUITE DE MAMANGUAPE,0,0,128,0,3493,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2277,0,2592,9344,183,6752,667
PB,19097,ALAGOINHA,0,0,435,0,7695,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3746,0,2282,16242,502,13960,1579
PB,19100,CURRAL DE CIMA,0,0,106,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912,0,2609,8600,177,5991,810
PB,19119,ALHANDRA,0,0,1006,0,5260,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10544,0,5886,25884,951,19998,2223
PB,19127,RIACHAO DO BACAMARTE,0,0,95,0,1728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,0,1668,6774,174,5106,612
PB,19135,SAO JOAO DO RIO DO PEIXE,0,0,529,0,8097,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,8880,0,3812,24564,1145,20752,2093
PB,19143,MATINHAS,0,0,140,0,1283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,1782,6386,197,4604,550
PB,19151,ARACAGI,0,0,355,0,9496,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5325,0,7959,25358,488,17399,1731
PB,19160,LOGRADOURO,0,0,65,0,2503,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1215,0,778,4992,63,4214,366
PB,19178,ARARA,0,0,335,0,3392,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5388,0,2610,13214,339,10604,1142
PB,19186,SERTAOZINHO,0,0,95,0,2444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1549,0,826,5312,91,4486,305
PB,19194,ARARUNA,0,0,432,0,8465,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6858,0,3044,20976,429,17932,1736
PB,19208,RIACHAO,0,0,77,0,894,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2354,0,850,4476,29,3626,270
PB,19216,AREIA,0,0,1248,0,9377,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10785,0,4098,29910,1245,25812,3143
PB,19224,SAO DOMINGOS DO CARIRI,0,0,33,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,729,3832,15,3103,239
PB,19232,AREIAL,0,0,216,0,2598,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2982,0,1282,7914,259,6632,572
PB,19240,CARAUBAS,0,0,72,0,1525,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2533,0,767,5510,102,4743,506
PB,19259,AROEIRAS,0,0,244,0,8557,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8249,0,3874,24084,739,20210,2408
PB,19267,SANTO ANDRE,0,0,48,0,1848,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1048,0,494,3872,114,3378,317
PB,19275,DAMIAO,0,0,79,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,1152,6002,47,4850,332
PB,19283,SOSSEGO,0,0,36,0,1075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,346,3572,47,3226,299
PB,19291,BAIA DA TRAICAO,0,0,137,0,2597,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2291,0,2049,8246,452,6197,716
PB,19305,BARAUNAS,0,0,45,0,2189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,654,4626,91,3972,359
PB,19313,BANANEIRAS,0,0,1088,0,10864,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8510,0,4377,27702,704,23325,2151
PB,19321,ASSUNCAO,0,0,61,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,0,437,4430,83,3993,379
PB,19330,BARRA DE SANTA ROSA,0,0,264,0,6067,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6670,0,1904,16152,160,14248,1082
PB,19348,ZABELE,0,0,34,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,355,2868,106,2513,309
PB,19356,BARRA DE SAO MIGUEL,0,0,106,0,2383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,0,1618,8072,206,6454,539
PB,19364,CACIMBAS,0,0,60,0,1707,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3339,0,2952,9360,251,6408,1048
PB,19372,BAYEUX,0,0,8922,0,43004,47,0,0,0,0,0,0,0,0,0,47,26,0,0,0,0,0,35846,0,21453,123576,4893,102123,9338
PB,19380,CAJAZEIRINHAS,0,0,75,0,2245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,807,5494,107,4687,524
PB,19399,BELEM,0,0,541,0,7107,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7806,0,4071,21660,560,17589,1571
PB,19402,SAO BENTINHO,0,0,84,0,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,1228,5402,55,4174,447
PB,19410,BELEM DO BREJO DO CRUZ,0,0,51,0,3571,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2828,0,1362,8774,230,7412,730
PB,19429,SAO DOMINGOS DE POMBAL,0,0,42,0,1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,0,1317,5544,117,4227,439
PB,19437,BOA VENTURA,0,0,114,0,3234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,0,1493,7908,126,6415,852
PB,19445,SAO JOSE DE PRINCESA,0,0,65,0,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,1627,5600,65,3973,450
PB,19453,BOM JESUS,0,0,55,0,1322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,451,3494,116,3043,284
PB,19461,MARIZOPOLIS,0,0,234,0,2999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2978,0,1289,8666,291,7377,873
PB,19470,BOM SUCESSO,0,0,86,0,1774,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3823,0,1245,7796,194,6551,671
PB,19488,MATO GROSSO,0,0,15,0,2694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,403,3530,33,3127,177
PB,19496,BONITO DE SANTA FE,0,0,655,0,2827,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4870,0,2143,11956,238,9813,1220
PB,19500,BERNARDINO BATISTA,0,0,31,0,1318,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1214,0,584,3646,54,3062,443
PB,19518,BOQUEIRAO,0,0,387,0,7660,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8675,0,5961,25010,447,19049,1877
PB,19526,POCO DE JOSE DE MOURA,0,0,96,0,2939,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1790,0,765,6196,104,5431,499
PB,19534,IGARACY,0,0,107,0,3532,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2407,0,2071,9040,125,6969,795
PB,19542,SAO JOSE DO BREJO CRUZ,0,0,23,0,1069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,350,2594,51,2244,164
PB,19550,BORBOREMA,0,0,125,0,2848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,1080,6318,157,5238,474
PB,19569,SANTA INES,0,0,54,0,1213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2669,0,844,5432,53,4588,598
PB,19577,BREJO DO CRUZ,0,0,156,0,5763,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6027,0,4583,18078,372,13495,1173
PB,19585,AMPARO,0,0,16,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,368,2810,50,2442,213
PB,19593,BREJO DOS SANTOS,0,0,94,0,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,0,1778,9570,257,7792,608
PB,19607,CASSERENGUE,0,0,132,0,2804,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3399,0,1331,8624,132,7293,823
PB,19615,CAAPORA,0,0,1027,0,5997,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10061,0,6597,27130,1295,20533,2142
PB,19623,GADO BRAVO,0,0,101,0,2964,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4640,0,3550,12908,412,9358,1236
PB,19631,CABACEIRAS,0,0,151,0,1937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,0,873,6826,149,5953,496
PB,19640,POCO DANTAS,0,0,45,0,2156,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,958,0,795,4552,176,3757,418
PB,19658,CABEDELO,0,0,4259,0,18101,22,0,0,0,0,0,0,0,0,0,26,32,0,0,0,0,0,16971,0,9155,54672,2193,45517,3913
PB,19666,SANTAREM,0,0,44,0,1789,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1208,0,1018,4396,56,3378,280
PB,19674,CACHOEIRA DOS INDIOS,0,0,274,0,1810,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5392,0,1902,10742,314,8840,1048
PB,19682,TENORIO,0,0,73,0,1614,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,894,0,695,3658,78,2963,301
PB,19690,CACIMBA DE AREIA,0,0,116,0,939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2749,0,799,5164,161,4365,399
PB,19704,COXIXOLA,0,0,44,0,1306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,281,2382,172,2101,202
PB,19712,CACIMBA DE DENTRO,0,0,241,0,6721,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9089,0,3647,21336,175,17689,1458
PB,19720,PARARI,0,0,30,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,456,2788,34,2332,193
PB,19739,CAICARA,0,0,130,0,4703,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,0,1883,10354,120,8471,573
PB,19747,PEDRO REGIS,0,0,120,0,2399,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1303,0,1663,6236,243,4573,506
PB,19755,CAJAZEIRAS,0,0,3365,0,17446,16,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,28881,0,19342,76498,2200,57156,5233
PB,19763,ALCANTIL,0,0,95,0,1615,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3168,0,627,6294,153,5667,633
PB,19771,CALDAS BRANDAO,0,0,188,0,3183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,999,7460,315,6461,579
PB,19780,BARRA DE SANTANA,0,0,160,0,1856,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5751,0,1273,10532,344,9259,1142
PB,19798,CAMALAU,0,0,116,0,2647,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2665,0,954,7488,353,6534,750
PB,19801,CATURITE,0,0,170,0,1179,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3154,0,519,5716,212,5197,475
PB,19810,CAMPINA GRANDE,0,0,24858,0,84127,222,0,0,0,0,0,0,0,0,0,211,134,0,0,0,0,0,250131,0,79471,479698,12794,400227,27750
PB,19828,RIACHO DE SANTO ANTONIO,0,0,27,0,565,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1391,0,309,2564,39,2255,231
PB,19836,CARRAPATEIRA,0,0,122,0,870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,895,3356,47,2461,271
PB,19844,APARECIDA,0,0,372,0,3020,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3480,0,1566,9578,356,8012,782
PB,19852,CATINGUEIRA,0,0,103,0,2936,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2393,0,1375,7406,150,6031,443
PB,19860,SAO FRANCISCO,0,0,153,0,1617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,0,684,5844,197,5160,542
PB,19879,CATOLE DO ROCHA,0,0,461,0,11694,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,16996,0,4039,35622,390,31583,2035
PB,19887,VIEIROPOLIS,0,0,153,0,2846,2,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,2517,0,1084,7560,166,6476,776
PB,19895,CONCEICAO,0,0,375,0,8412,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7514,0,4504,24308,605,19804,2891
PB,19909,AREIA DE BARAUNAS,0,0,80,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,315,2882,63,2567,219
PB,19917,CONDADO,0,0,137,0,2741,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4487,0,2183,10624,183,8441,891
PB,19925,ALGODAO DE JANDAIRA,0,0,41,0,1483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,514,3348,44,2834,208
PB,19933,CONDE,0,0,1505,0,6981,5,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,5208,0,5642,22666,1235,17024,2076
PB,19941,BOA VISTA,0,0,120,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085,0,1059,8052,170,6993,493
PB,19950,CONGO,0,0,143,0,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569,0,756,6212,221,5456,547
PB,19968,MARCACAO,0,0,183,0,1832,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2069,0,2045,7214,455,5169,628
PB,19976,COREMAS,0,0,301,0,6164,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7976,0,3107,19452,384,16345,1516
PB,19984,MATUREIA,0,0,203,0,2858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,2043,8234,171,6191,555
PB,19992,CRUZ DO ESPIRITO SANTO,0,0,846,0,6003,7,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,6902,0,1982,18862,989,16880,2085
PB,20001,SANTA CECILIA DE UMBUZEIRO,0,0,40,0,1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4069,0,2280,9204,178,6924,784
PB,20010,CUBATI,0,0,153,0,4243,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2536,0,1059,8922,196,7863,732
PB,20036,CUITE,0,0,310,0,9717,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9469,0,7199,29222,532,22023,1987
PB,20052,CUITEGI,0,0,148,0,3231,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2525,0,1287,8092,234,6805,662
PB,20079,CURRAL VELHO,0,0,18,0,762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,796,3822,31,3026,330
PB,20095,DESTERRO,0,0,147,0,1266,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5740,0,1559,10034,271,8475,1047
PB,20117,VISTA SERRANA,0,0,35,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,0,818,4320,29,3502,277
PB,20133,DIAMANTE,0,0,134,0,3844,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2392,0,1616,9088,176,7472,922
PB,20150,DONA INES,0,0,217,0,6683,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3405,0,2205,13676,151,11471,1012
PB,20176,DUAS ESTRADAS,0,0,73,0,2688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,0,1007,5876,94,4869,355
PB,20192,EMAS,0,0,40,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,597,4522,56,3925,335
PB,20214,ESPERANCA,0,0,1185,0,11966,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,15597,0,10502,43492,1123,32990,3102
PB,20230,FAGUNDES,0,0,208,0,4700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6469,0,3599,16884,255,13285,1652
PB,20257,FREI MARTINHO,0,0,38,0,2256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1225,0,284,4126,41,3842,281
PB,20273,GUARABIRA,0,0,999,0,38157,12,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,11984,0,8229,64158,1301,55929,3460
PB,20290,GURINHEM,0,0,331,0,6759,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6690,0,4697,20058,519,15361,1056
PB,20311,GURJAO,0,0,64,0,1979,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,489,4630,58,4141,376
PB,20338,IBIARA,0,0,93,0,2118,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3806,0,1497,8704,323,7207,853
PB,20354,IMACULADA,0,0,234,0,4964,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,0,2107,12846,366,10739,1287
PB,20370,INGA,0,0,450,0,8380,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7481,0,7393,26536,630,19143,2194
PB,20397,ITABAIANA,0,0,1242,0,15169,14,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8999,0,11642,41086,1382,29444,2634
PB,20419,ITAPORANGA,0,0,610,0,8809,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10471,0,8178,30426,430,22248,1922
PB,20435,ITAPOROROCA,0,0,182,0,6733,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6039,0,2249,17284,527,15035,1548
PB,20451,ITATUBA,0,0,265,0,4603,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,4483,0,3819,14964,460,11145,1320
PB,20478,JACARAU,0,0,584,0,4588,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7658,0,3177,17944,441,14767,1490
PB,20494,JERICO,0,0,200,0,4715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,1485,9964,241,8479,705
PB,20516,JOAO PESSOA,0,0,78456,0,302322,676,0,0,0,0,0,0,0,0,0,709,368,0,0,0,0,0,198962,0,104789,753644,21240,648855,46122
PB,20532,JUAREZ TAVORA,0,0,373,0,3092,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3418,0,1390,9906,580,8516,1049
PB,20559,JUAZEIRINHO,0,0,308,0,6152,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8067,0,2376,18986,452,16610,1621
PB,20575,JUNCO DO SERIDO,0,0,198,0,2092,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3743,0,1453,8404,237,6951,678
PB,20591,JURIPIRANGA,0,0,325,0,5235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684,0,5479,17412,382,11933,1304
PB,20613,JURU,0,0,109,0,3959,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4245,0,4566,14264,264,9698,1119
PB,20630,LAGOA,0,0,147,0,2670,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2246,0,1056,7014,268,5958,625
PB,20656,LAGOA DE DENTRO,0,0,173,0,2919,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3781,0,1914,9664,202,7750,661
PB,20672,LAGOA SECA,0,0,1100,0,7775,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,12426,0,3025,28026,1361,25001,2331
PB,20699,LASTRO,0,0,146,0,2600,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1352,0,600,5296,178,4696,415
PB,20710,LIVRAMENTO,0,0,49,0,3204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,0,1135,8474,217,7339,784
PB,20737,LUCENA,0,0,475,0,4220,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3454,0,3656,13498,605,9842,1079
PB,20753,MAE D AGUA,0,0,91,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,909,5758,138,4849,428
PB,20770,MALTA,0,0,161,0,3567,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2362,0,1774,8660,253,6886,540
PB,20796,MAMANGUAPE,0,0,1155,0,16798,11,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,16610,0,12985,53066,1585,40081,3904
PB,20818,MANAIRA,0,0,136,0,5325,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386,0,5187,15438,193,10251,1208
PB,20834,MARI,0,0,475,0,9688,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6535,0,3861,23324,712,19463,2046
PB,20850,MASSARANDUBA,0,0,503,0,3702,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,6711,0,3077,16724,809,13647,1912
PB,20877,MATARACA,0,0,199,0,2710,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3133,0,1320,8312,254,6992,693
PB,20893,MOGEIRO,0,0,473,0,3315,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7735,0,5289,18602,335,13313,1451
PB,20915,MONTADAS,0,0,107,0,2619,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1330,0,970,5756,145,4786,579
PB,20931,MONTE HOREBE,0,0,96,0,1986,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1913,0,1376,6010,140,4634,492
PB,20958,MONTEIRO,0,0,748,0,13088,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,13613,0,5083,36950,999,31867,3408
PB,20974,MULUNGU,0,0,289,0,4823,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046,0,1820,13292,307,11472,1005
PB,20990,NATUBA,0,0,99,0,3499,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555,0,1512,10244,412,8732,1164
PB,21016,NAZAREZINHO,0,0,168,0,4945,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2593,0,2003,10940,243,8937,984
PB,21032,NOVA FLORESTA,0,0,228,0,1908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6599,0,1638,11516,265,9878,877
PB,21059,NOVA OLINDA,0,0,68,0,2594,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,3655,10352,160,6697,943
PB,21075,NOVA PALMEIRA,0,0,336,0,1414,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2267,0,677,5360,191,4683,469
PB,21091,OLHO D AGUA,0,0,101,0,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5626,0,1585,11640,136,10055,855
PB,21113,OLIVEDOS,0,0,78,0,2251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,0,1027,5544,120,4517,398
PB,21130,OURO VELHO,0,0,51,0,2029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,643,4582,41,3939,263
PB,21156,PASSAGEM,0,0,42,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,363,3136,40,2773,205
PB,21172,PATOS,0,0,4018,0,29206,18,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,51915,0,24577,117746,2348,93169,5641
PB,21199,PAULISTA,0,0,121,0,2164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9027,0,2579,15600,286,13021,1421
PB,21210,PEDRA BRANCA,0,0,61,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,765,5486,64,4721,503
PB,21237,PEDRA LAVRADA,0,0,164,0,3222,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4463,0,1268,10008,154,8740,734
PB,21253,PEDRAS DE FOGO,0,0,1097,0,14235,11,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8952,0,10375,38936,1132,28561,3124
PB,21270,PIANCO,0,0,388,0,6818,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8576,0,3155,20812,432,17657,1438
PB,21296,PICUI,0,0,743,0,8225,2,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8309,0,5555,25498,694,19943,1960
PB,21318,PILAR,0,0,889,0,5112,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4488,0,1589,14086,471,12497,1529
