SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
AC,1007,BUJARI,9,211,90,1085,28,167,0,22,44,26,0,72,72,573,259,52,0,0,107,55,154,41,120,416,0,387,92,614,5551,51,4937,327
AC,1015,CAPIXABA,11,120,263,637,25,388,0,31,280,154,0,233,79,361,239,40,0,2,130,84,456,28,70,498,3,231,26,1322,6441,48,5119,176
AC,1023,PORTO ACRE,42,169,268,1178,64,572,0,72,135,239,0,84,371,140,301,268,0,5,1483,418,153,52,177,825,2,288,23,2011,10537,69,8526,376
AC,1031,SANTA ROSA DO PURUS,3,11,23,82,0,61,0,4,29,37,0,34,28,2,111,5,0,0,31,3,17,528,31,90,0,97,59,738,2360,29,1622,75
AC,1040,MARECHAL THAUMATURGO,0,278,1,1293,35,745,0,2,53,153,0,10,522,111,5,1,0,0,90,2,77,151,2,229,0,624,0,2869,7808,13,4939,86
AC,1058,BRASILÉIA,31,1218,158,1561,38,2536,0,53,9,92,0,81,98,281,152,56,0,0,177,136,1015,138,473,221,121,820,84,4325,15326,116,11001,324
AC,1066,PORTO WALTER,0,185,3,762,4,703,0,0,171,53,0,8,348,2,8,0,0,0,56,4,132,29,3,118,0,346,0,1486,4866,7,3380,60
AC,1074,CRUZEIRO DO SUL,60,3912,311,3688,904,4564,0,27,1923,1416,0,77,2776,277,778,45,0,1,1203,194,2169,219,228,1427,0,2883,35,16045,48418,309,32373,722
AC,1082,RODRIGUES ALVES,2,1703,16,1165,26,316,0,8,171,282,0,5,213,10,80,4,0,0,206,8,43,33,7,113,0,857,1,2879,8695,28,5816,98
AC,1090,MÂNCIO LIMA,14,1699,52,1565,19,416,0,19,122,117,0,9,737,66,92,6,0,0,205,75,137,54,72,538,0,549,0,2676,10007,50,7331,130
AC,1104,JORDÃO,0,72,49,267,1,607,0,24,5,1,0,2,19,1,54,0,0,0,17,1,10,181,13,128,0,472,38,1349,3702,4,2353,106
AC,1112,EPITACIOLÂNDIA,17,795,76,912,16,478,0,26,5,61,0,33,124,129,102,139,0,0,616,437,1065,67,248,238,6,378,16,2467,9422,113,6955,225
AC,1120,ACRELÂNDIA,27,309,187,799,53,397,0,52,62,118,0,63,57,404,316,172,0,2,137,74,294,43,74,1570,0,229,89,2125,9111,147,6986,686
AC,1139,FEIJÓ,22,3756,230,2628,11,828,0,9,5,55,0,169,28,66,110,45,0,1,251,68,219,429,142,870,5,161,18,4916,17153,135,12237,540
AC,1392,RIO BRANCO,2384,9269,4632,27160,2648,9715,0,4555,1398,3776,0,3981,2708,7434,15262,3551,0,237,6062,4576,10986,4202,8253,12098,116,10076,2075,37313,217034,2886,179721,7956
AC,1457,SENA MADUREIRA,17,221,228,1137,93,134,0,89,38,180,0,2347,1782,340,211,172,0,1,993,50,937,129,133,3999,4,1224,1264,6201,24006,163,17805,524
AC,1473,TARAUACÁ,58,2043,2061,1302,82,1436,0,526,12,84,0,160,310,47,836,36,0,0,301,138,474,252,165,275,0,1436,110,6858,21311,189,14453,645
AC,1490,XAPURI,16,109,109,1639,54,858,0,18,14,64,0,74,67,124,120,54,0,1,90,65,2755,120,74,187,29,134,12,2640,10790,105,8150,279
AC,1511,PLÁCIDO DE CASTRO,56,663,132,1781,67,821,0,626,131,131,0,255,46,667,371,83,0,1,162,208,354,58,336,458,2,999,81,2770,12551,141,9781,282
AC,1538,SENADOR GUIOMARD,68,599,357,2513,36,533,0,87,566,203,0,103,102,928,484,119,0,4,1670,134,532,135,136,430,6,1005,24,3170,15880,186,12710,745
AC,1554,MANOEL URBANO,52,54,300,430,46,92,0,116,1,34,0,182,48,10,645,26,0,0,116,89,106,15,24,254,0,259,90,1371,5077,37,3706,275
AC,1570,ASSIS BRASIL,1,155,54,1209,1,188,0,12,2,32,0,65,21,267,51,12,0,0,44,74,96,75,150,62,76,485,3,830,4499,30,3669,82
AL,27006,PARIPUEIRA,84,24,1860,260,349,369,0,107,94,142,0,9,587,311,0,165,0,0,220,3,490,51,1,216,50,9,117,1356,7928,321,6572,163
AL,27014,ÁGUA BRANCA,14,7,1470,998,658,2058,0,14,79,35,0,2,68,479,0,170,0,0,21,0,109,26,0,1766,17,353,14,4447,14675,299,10228,272
AL,27022,PARICONHA,5,6,237,501,78,484,0,0,1,27,0,3,74,496,0,105,0,0,19,0,28,4,12,2406,3,105,5,2169,7856,187,5687,193
AL,27030,ANADIA,54,10,2561,751,221,551,0,16,34,101,1,5,199,568,1,58,0,0,410,0,32,18,2,1318,29,2,1246,4121,13937,441,9816,280
AL,27049,ESTRELA DE ALAGOAS,16,12,429,733,1284,111,0,2,9,27,1,2,101,19,0,58,0,0,1956,3,22,3,21,1494,34,0,232,4368,12250,382,7882,217
AL,27057,ARAPIRACA,830,65,1381,7403,1795,16241,0,887,201,1029,21,21,12195,2478,0,4640,0,0,388,10,880,431,113,12392,443,64,24351,23985,125965,3753,101980,2693
AL,27065,JEQUIÁ DA PRAIA,27,9,563,120,464,29,0,55,103,56,0,4,164,442,0,1939,0,0,40,11,51,48,0,699,11,0,83,2144,8074,307,5930,158
AL,27073,ATALAIA,172,23,1799,1249,1987,1773,0,66,603,496,1,16,868,2666,0,1920,0,0,792,1,394,97,5,3510,79,7,511,7060,29788,855,22728,539
AL,27081,CAMPESTRE,3,6,133,80,22,1005,0,98,12,2,0,0,44,65,0,185,0,0,693,0,533,6,0,39,2,0,53,751,4287,188,3536,71
AL,27090,BARRA DE SANTO ANTÔNIO,42,17,1228,283,219,521,0,362,106,101,0,4,170,598,0,98,0,0,171,2,588,95,0,977,61,5,62,759,7547,351,6788,153
AL,27111,BARRA DE SÃO MIGUEL,75,6,299,100,114,14,0,26,138,53,0,5,233,493,0,84,0,0,534,0,59,70,4,671,19,4,815,919,5219,106,4300,110
AL,27138,BATALHA,32,19,135,132,30,3141,0,2,13,68,0,2,617,26,0,51,0,0,78,0,14,14,0,1316,17,4,1757,2400,11076,232,8676,237
AL,27154,BELÉM,28,2,1298,110,184,26,0,1,12,22,0,2,104,50,0,66,0,0,180,0,23,1,0,109,4,0,831,1256,4863,124,3607,122
AL,27170,BELO MONTE,19,6,80,150,87,287,0,2,1,5,0,1,22,18,0,60,0,0,506,0,11,12,1,1131,3,2,677,1169,4675,65,3506,92
AL,27197,BOCA DA MATA,133,13,2631,229,2275,515,0,97,624,142,0,9,458,505,0,565,0,0,584,1,101,48,2,2380,99,0,651,5049,19974,1052,14925,443
AL,27219,BRANQUINHA,72,0,159,177,34,1451,0,10,106,39,1,4,56,100,0,36,0,0,239,0,78,16,0,223,39,1,1226,950,6053,204,5103,131
AL,27235,CACIMBINHAS,42,18,214,230,65,193,0,5,3,23,0,3,148,17,0,118,0,0,117,0,36,16,24,1516,12,0,1963,1257,6823,105,5566,229
AL,27251,CAJUEIRO,73,17,3245,540,556,29,0,6,157,116,1,7,182,471,0,402,0,0,77,2,48,24,0,2856,14,2,38,3452,14012,474,10560,279
AL,27278,CAMPO ALEGRE,144,5,431,214,1452,1356,0,275,110,135,2,5,352,494,2,457,0,0,1432,8,498,35,0,3749,103,1,1956,6474,22239,692,15765,486
AL,27294,CAMPO GRANDE,41,4,21,24,20,188,0,4,2,7,0,0,19,10,0,180,0,0,11,0,9,8,0,2755,14,3,1799,1698,7579,169,5881,157
AL,27316,CANAPI,21,6,2560,367,829,49,0,3,28,58,3,8,28,467,0,2397,0,0,31,0,17,6,0,140,9,17,451,3994,13218,314,9224,259
AL,27332,CAPELA,73,10,2149,171,465,262,0,13,130,84,0,9,481,1459,0,257,0,0,61,0,103,124,1,1446,43,0,800,3285,13116,365,9831,304
AL,27359,CARNEIROS,52,30,191,100,11,72,0,5,1,29,1,1,15,538,0,18,0,0,59,0,20,4,3,1045,18,2,1232,1541,5687,151,4146,154
AL,27375,CHÃ PRETA,19,1,239,104,38,133,0,1,20,28,0,3,23,140,0,89,0,0,905,0,65,4,2,1545,8,0,169,497,4861,199,4364,124
AL,27391,COITÉ DO NÓIA,34,7,90,47,42,77,0,6,12,30,1,5,90,146,0,1185,0,0,10,1,134,2,0,1844,5,1,1141,786,6593,202,5807,218
AL,27413,COLÔNIA LEOPOLDINA,124,24,282,420,84,618,0,13,881,166,0,13,220,914,1,94,0,0,121,7,1533,42,4,1692,118,0,750,4330,14758,850,10428,332
AL,27430,COQUEIRO SECO,8,4,699,400,84,216,0,5,15,174,0,3,309,233,0,42,0,0,15,5,40,34,1,334,13,1,214,764,4184,213,3420,97
AL,27456,CORURIPE,346,30,675,2340,1956,191,0,75,185,440,2,22,383,538,1,11833,0,0,188,19,272,152,1,1993,201,1,331,9411,36868,1754,27457,980
AL,27472,DELMIRO GOUVEIA,255,25,2122,540,814,2027,0,23,417,355,0,15,583,1332,1,822,0,0,1829,0,1458,49,0,4996,39,3242,155,9550,35344,1310,25794,898
AL,27499,DOIS RIACHOS,44,5,2048,195,10,58,0,14,4,40,0,2,130,107,0,38,0,0,416,0,16,11,1,488,54,0,1628,2533,8846,165,6313,238
AL,27510,FEIRA GRANDE,28,3,2541,169,132,502,0,15,19,38,2,12,298,22,0,3927,0,0,16,0,9,7,3,1443,17,0,744,3493,15273,448,11780,352
AL,27537,FELIZ DESERTO,6,1,17,54,336,7,0,3,1,7,0,2,55,9,0,954,0,0,50,0,7,4,0,514,7,0,17,749,3240,143,2491,87
AL,27553,FLEXEIRAS,17,14,63,142,138,608,0,675,63,99,1,8,206,423,0,73,0,0,2113,0,44,27,0,106,30,12,21,1749,7782,270,6033,240
AL,27570,GIRAU DO PONCIANO,42,6,303,534,66,880,0,24,131,144,2,8,143,80,0,1808,0,0,62,0,78,15,6,8463,28,4,1257,6966,23759,724,16793,462
AL,27596,IBATEGUARA,27,18,186,180,761,153,0,7,2747,46,0,3,235,114,0,112,0,0,47,1,25,8,2,905,16,1,750,2895,10679,367,7784,300
AL,27618,IGACI,25,11,286,582,1088,297,0,13,19,91,0,5,101,114,0,958,0,0,2913,0,11,30,28,3055,11,0,748,3082,15562,644,12480,384
AL,27634,IGREJA NOVA,86,7,170,836,1348,2578,0,51,95,48,0,1,177,155,0,257,0,0,217,0,13,9,0,2657,6,0,1324,4426,17109,877,12683,377
AL,27650,INHAPI,48,19,3066,1012,796,416,0,3,2,84,0,5,31,8,0,145,0,0,15,0,10,11,0,995,7,15,183,3972,12618,304,8646,267
AL,27677,JACARÉ DOS HOMENS,32,3,1448,36,18,278,0,7,3,28,0,2,35,13,0,46,0,0,7,0,6,11,0,252,13,0,840,1145,4685,54,3540,69
AL,27693,JACUÍPE,10,17,324,1027,10,363,0,7,9,12,0,6,31,200,0,313,0,0,42,0,5,4,0,286,2,0,578,1430,5390,192,3960,73
AL,27715,JAPARATINGA,22,6,247,331,24,256,0,237,10,48,0,11,198,131,0,75,0,0,53,2,272,24,0,1182,5,1,647,1335,5976,273,4641,138
AL,27731,JARAMATAIA,10,5,44,111,561,395,0,3,2,15,1,0,79,70,0,24,0,0,25,0,6,14,0,818,37,0,546,378,3764,131,3386,143
AL,27758,JOAQUIM GOMES,82,59,1819,305,387,1795,0,295,205,151,0,14,352,490,0,78,0,0,409,1,324,44,0,1136,67,6,24,4310,14401,486,10091,345
AL,27774,JUNDIÁ,8,0,207,37,11,578,0,5,30,4,0,1,35,62,0,18,0,0,418,0,597,19,0,297,5,1,62,1079,3921,134,2842,51
AL,27790,JUNQUEIRO,36,6,584,373,3245,72,0,39,27,71,0,2,43,36,0,48,0,0,50,0,31,35,0,6643,7,0,404,5255,18791,570,13536,281
AL,27812,LAGOA DA CANOA,59,0,122,381,280,341,0,12,71,43,1,8,503,62,0,3899,0,0,11,0,22,2,1,942,250,1,1203,3250,12916,335,9666,305
AL,27839,LIMOEIRO DE ANADIA,144,13,191,159,75,140,0,16,9,36,0,3,126,118,0,66,0,0,30,0,25,7,0,4533,24,0,4878,4412,16617,396,12205,391
AL,27855,MACEIÓ,7301,5631,16157,53111,11344,9539,0,6006,15039,23195,45,2079,57542,46862,150,13834,0,0,18405,511,28187,10205,434,27924,11420,1353,9213,89873,538516,23080,448643,19002
AL,27871,MAJOR ISIDORO,26,10,2011,1656,88,1001,0,15,6,24,0,9,63,14,0,734,0,0,337,0,46,17,0,1577,11,4,1237,4232,14911,337,10679,336
AL,27898,MARAGOGI,42,5,2469,4248,442,597,0,138,22,87,0,160,206,147,0,152,0,0,48,15,46,26,10,1049,19,7,263,4037,17432,1462,13395,335
AL,27910,MARAVILHA,60,6,252,433,31,412,0,5,5,18,1,6,70,141,2,33,0,0,349,3,10,7,0,1168,17,3,1736,2730,8421,204,5691,200
AL,27936,MARECHAL DEODORO,454,60,2357,1260,1183,1006,0,187,382,519,1,20,2026,1508,0,1449,0,0,564,4,340,424,12,6060,165,49,172,6380,30889,1429,24509,721
AL,27952,MARIBONDO,42,26,252,274,94,341,0,21,78,154,0,6,432,924,0,139,0,0,413,1,24,25,0,804,22,1,2536,881,8844,379,7963,285
AL,27979,MAR VERMELHO,37,12,568,52,140,170,0,5,4,27,0,0,37,27,0,92,0,0,37,0,37,15,0,121,9,4,893,564,3268,116,2704,103
AL,27995,MATA GRANDE,139,33,3531,155,686,892,0,11,12,263,0,0,206,51,0,62,0,0,17,0,76,13,0,614,13,18,2930,5340,17376,499,12036,374
AL,28010,MATRIZ DE CAMARAGIBE,42,32,1614,1177,326,3580,0,255,181,106,2,22,399,490,0,92,0,0,57,4,1524,63,0,343,35,3,71,4898,17159,638,12261,260
AL,28037,MESSIAS,63,25,1765,265,38,2063,0,43,973,392,0,6,248,799,0,261,0,0,61,0,127,57,1,214,37,3,74,2686,11697,449,9011,255
AL,28053,MINADOR DO NEGRÃO,12,1,40,135,48,27,0,0,2,5,1,3,72,6,0,14,0,0,823,0,1,4,0,323,3,0,1068,597,3591,62,2994,116
AL,28070,MONTEIRÓPOLIS,14,2,60,251,14,897,0,23,1,28,1,0,131,108,0,360,0,0,11,0,13,0,2,1120,11,0,298,1406,5410,97,4004,95
AL,28096,MURICI,196,20,1302,483,418,3718,0,64,472,559,0,13,251,1407,0,165,0,0,58,1,128,102,11,1466,556,3,152,4269,18903,726,14634,490
AL,28118,NOVO LINO,43,6,455,176,31,104,0,180,342,100,0,2,110,558,0,427,0,0,970,9,120,24,1,1203,17,0,224,1698,8099,441,6401,180
AL,28134,OLHO D'ÁGUA DAS FLORES,46,59,812,667,71,1045,0,94,136,296,1,5,153,216,0,720,0,0,55,0,35,19,2,2388,22,5,1770,3698,14092,409,10394,340
AL,28150,OLHO D'ÁGUA DO CASADO,8,3,110,135,14,307,0,2,16,19,0,1,4,3,0,4,0,0,23,0,5,0,21,2903,16,59,33,1091,5541,163,4450,142
AL,28177,OLHO D'ÁGUA GRANDE,9,0,31,52,14,816,0,2,0,10,0,0,16,3,0,541,0,0,22,0,3,5,0,192,0,0,554,1267,4177,194,2910,94
AL,28193,OLIVENÇA,36,190,211,1040,24,377,0,12,2,64,2,3,57,45,0,127,0,0,1425,0,45,5,1,804,3,0,1009,2547,8788,99,6241,161
AL,28215,OURO BRANCO,0,1,1648,170,210,2305,0,2,8,25,0,1,10,31,0,23,0,0,12,0,8,26,1,695,4,1,53,2100,8338,93,6238,113
AL,28231,PALESTINA,10,2,154,63,28,83,0,0,0,5,0,0,5,16,0,47,0,0,0,0,17,2,0,1611,6,0,316,1042,3870,71,2828,65
AL,28258,PALMEIRA DOS ÍNDIOS,128,59,4172,7812,3682,2504,0,26,140,509,6,25,602,791,0,1116,0,0,1102,3,257,95,50,6395,129,16,2509,12906,51373,1773,38467,1172
AL,28274,PÃO DE AÇÚCAR,10,32,445,1325,157,681,0,20,8,72,6,3,88,278,0,3522,0,0,13,0,444,22,0,3835,24,24,366,4557,17743,272,13186,311
AL,28290,PASSO DE CAMARAGIBE,30,42,1954,451,120,943,0,617,217,127,0,34,516,194,0,195,0,0,475,6,115,299,1,233,8,3,74,2482,10685,642,8203,202
AL,28312,PAULO JACINTO,7,6,2247,205,48,19,0,11,11,25,0,2,27,31,0,79,0,0,78,0,14,14,3,1290,8,15,45,1044,6010,147,4966,134
AL,28339,PENEDO,347,14,921,9937,1217,918,0,781,485,178,4,8,603,327,0,2227,0,0,522,12,752,46,6,4963,51,3,681,9871,39416,1348,29545,670
AL,28355,PIAÇABUÇU,26,3,241,587,910,116,0,47,99,78,0,3,161,56,0,1295,0,0,498,4,37,13,0,3066,16,2,228,3414,12669,533,9255,370
AL,28371,PILAR,262,31,2814,623,843,615,0,47,1326,428,1,25,918,1568,0,695,0,0,1023,15,1267,550,0,1207,50,5,1636,6081,25577,1306,19496,646
AL,28398,PINDOBA,4,3,44,60,8,19,0,3,3,7,0,1,32,51,0,28,0,0,23,0,21,2,0,1261,5,1,97,468,2417,49,1949,63
AL,28410,PIRANHAS,26,4,188,1080,15,2151,0,0,84,16,0,2,106,44,0,52,0,0,9,0,12,1,1,4709,195,109,45,2683,13409,325,10726,356
AL,28436,POÇO DAS TRINCHEIRAS,28,4,897,914,135,89,0,0,2,38,3,5,8,613,0,86,0,0,476,0,13,6,0,1550,6,0,736,802,7341,154,6539,139
AL,28452,PORTO CALVO,56,6,825,984,2079,2548,0,1147,134,247,0,88,264,586,1,246,0,0,127,1,200,107,9,1122,39,10,846,5470,20010,1024,14540,335
AL,28479,PORTO DE PEDRAS,20,19,207,202,66,1040,0,387,119,242,4,6,387,150,0,650,0,0,22,2,58,41,1,103,73,2,130,1676,6474,357,4798,129
AL,28495,PORTO REAL DO COLÉGIO,59,4,142,380,435,535,0,5,9,101,0,3,26,27,0,409,0,0,1709,0,28,4,6,2050,8,0,2590,3449,13946,767,10497,327
AL,28517,QUEBRANGULO,38,7,1816,345,931,119,0,8,5,41,0,3,67,133,0,166,0,0,728,0,17,23,3,1058,9,1,492,767,7855,230,7088,189
AL,28533,RIO LARGO,318,87,1804,1519,2457,1667,0,113,1527,858,1,44,3807,6337,5,4520,0,0,1198,7,673,1150,2,1280,126,4,1149,3198,39428,1948,36230,949
AL,28550,ROTEIRO,12,23,86,115,325,19,0,32,82,76,0,5,167,307,0,828,0,0,219,0,16,3,0,138,10,0,34,1555,4752,204,3197,140
AL,28576,SANTA LUZIA DO NORTE,29,11,288,425,61,561,0,66,60,85,0,8,326,322,0,184,0,0,635,3,82,18,1,271,30,1,184,1200,5541,195,4341,130
AL,28592,SANTANA DO IPANEMA,101,157,6248,1875,375,1464,0,12,19,541,61,18,236,641,0,291,0,0,249,0,250,125,19,6586,43,18,411,7390,30540,702,23150,517
AL,28614,SANTANA DO MUNDAÚ,45,55,215,400,66,371,0,17,129,18,0,3,33,89,0,114,0,0,238,0,30,18,1,2645,8,0,8,2364,8065,318,5701,153
AL,28630,SÃO BRÁS,16,0,132,554,47,28,0,3,2,51,0,1,31,11,0,37,0,0,23,0,13,4,0,1272,2,1,1003,1372,5422,353,4050,90
AL,28657,SÃO JOSÉ DA LAJE,75,18,345,1100,1158,1643,0,16,905,61,0,6,123,519,0,37,0,0,182,0,113,34,2,3000,75,1,955,2977,15822,661,12845,428
AL,28673,SÃO JOSÉ DA TAPERA,59,9,162,1261,239,1042,0,59,1,123,2,8,40,575,0,448,0,0,383,0,460,22,16,4885,53,12,793,6717,20013,468,13296,352
AL,28690,SÃO LUÍS DO QUITUNDE,131,30,1201,422,1667,6061,0,216,186,108,2,36,309,600,0,632,0,0,114,6,129,50,2,2607,27,3,29,5748,22661,789,16913,342
AL,28711,SÃO MIGUEL DOS CAMPOS,382,34,1949,780,4747,1550,0,1499,2450,607,1,19,872,3271,0,1546,0,0,315,5,602,81,18,2553,135,10,1272,6909,36312,1368,29403,984
AL,28738,SÃO MIGUEL DOS MILAGRES,11,7,1267,407,26,401,0,358,50,143,1,2,135,48,0,50,0,0,31,0,13,43,1,248,10,7,123,458,4561,267,4103,139
AL,28754,SÃO SEBASTIÃO,78,4,159,443,3215,553,0,32,10,126,4,2,127,805,0,387,0,0,131,0,37,11,1,6223,26,0,1883,6599,23656,1082,17057,415
AL,28770,SATUBA,48,58,897,267,236,644,0,42,105,192,2,4,324,558,3,140,0,0,533,0,316,92,0,893,45,3,992,1755,9286,360,7531,220
AL,28797,TANQUE D'ARCA,11,6,90,139,78,44,0,5,19,47,0,2,151,412,0,23,0,0,57,0,263,27,1,1141,9,5,269,881,4362,189,3481,107
AL,28819,TAQUARANA,132,9,114,308,410,1375,0,29,38,44,0,26,78,127,0,141,0,0,336,0,789,6,4,846,24,2,3098,3729,13448,394,9719,361
AL,28835,TRAIPU,48,9,3829,337,1313,1151,0,22,25,61,0,1,165,142,0,175,0,0,95,0,291,11,0,1886,23,1,662,6202,18629,355,12427,323
AL,28851,UNIÃO DOS PALMARES,254,52,1258,5714,2020,1604,0,44,2587,287,1,81,593,1616,1,249,0,0,680,0,879,102,5,7090,193,8,262,11696,42896,1429,31200,903
AL,28878,VIÇOSA,93,22,2945,846,776,271,0,17,222,157,0,8,271,1197,0,1616,0,0,464,0,284,101,15,2480,47,21,640,4530,19810,841,15280,464
AL,28894,CRAÍBAS,101,9,1435,358,732,649,0,7,24,47,0,1,304,68,0,163,0,0,124,0,36,14,11,2350,14,3,3501,3829,15703,501,11874,326
AL,28916,SENADOR RUI PALMEIRA,16,7,315,157,17,21,0,2,3,11,0,2,46,62,0,89,0,0,964,0,11,2,8,2619,5,1,681,2314,8289,105,5975,166
AL,28932,TEOTÔNIO VILELA,159,10,1949,532,594,341,0,38,68,161,1,9,76,151,0,1100,0,0,103,0,33,41,1,12054,36,2,237,8809,29262,687,20453,454
AM,2003,APUÍ,1,537,231,259,130,147,0,3,421,217,0,440,1699,8,2,1,0,1,178,9,384,1,0,762,0,129,4,2778,9055,157,6277,77
AM,2011,NOVO AIRÃO,0,315,209,357,73,1192,0,13,200,157,0,307,59,431,1,116,0,1,216,47,82,52,364,252,0,145,1,1212,6463,53,5251,188
AM,2020,GUAJARÁ,0,799,40,45,8,513,0,0,17,59,0,246,134,0,0,1,0,205,147,0,3,0,18,62,0,290,1,4096,7818,49,3722,715
AM,2038,ANORI,3,78,574,78,18,737,0,3,172,134,1,256,610,45,41,116,0,8,114,18,16,19,497,1800,1,71,16,2154,8465,38,6311,454
AM,2046,CAREIRO DA VÁRZEA,25,1079,498,252,804,2359,0,55,454,118,0,204,23,183,17,240,0,125,275,63,116,44,621,94,14,263,134,3383,14038,106,10655,1676
AM,2054,ATALAIA DO NORTE,0,18,33,310,3,1265,0,0,50,204,0,50,15,45,0,66,0,61,68,0,12,0,509,16,0,26,2,1456,5025,22,3569,553
AM,2070,AUTAZES,11,1681,794,379,1921,1953,0,208,804,335,1,1053,68,194,46,55,0,596,868,60,116,68,204,164,1,148,177,4729,18370,80,13641,605
AM,2097,BARCELOS,1,605,67,259,36,2425,0,34,93,25,0,195,36,48,41,14,0,1,244,0,117,51,67,85,0,222,112,2608,8006,62,5398,115
AM,2119,BARREIRINHA,4,33,104,316,24,1363,0,427,142,49,0,2053,13,89,2,61,0,7,922,12,152,6,91,1236,0,90,175,3748,14907,78,11159,2940
AM,2135,BENJAMIN CONSTANT,9,230,163,1164,145,3278,0,53,440,607,0,1136,153,140,0,167,0,188,762,0,88,1,647,762,0,218,61,3842,16316,127,12474,865
AM,2151,BOCA DO ACRE,1,2903,36,210,18,1973,0,31,86,100,0,1847,13,2596,1,20,0,37,117,2,59,11,3,42,0,71,311,5292,17571,272,12279,540
AM,2178,BORBA,0,3401,517,192,41,1089,0,352,1533,216,1,97,40,129,1,33,0,344,879,51,35,15,231,30,0,774,19,4872,17421,79,12549,1378
AM,2194,CANUTAMA,0,1041,104,108,1,552,0,8,53,14,0,61,9,1580,0,14,0,15,131,6,23,1,23,45,0,31,35,2106,6371,39,4265,75
AM,2216,CARAUARI,2,59,47,692,40,3314,0,8,244,486,0,31,377,89,5,77,0,1,162,1,17,3,310,2073,0,240,65,6669,16286,114,9617,315
AM,2232,CAREIRO,11,854,273,369,923,1953,0,64,443,116,3,225,48,434,8,83,0,136,422,357,253,245,737,198,0,212,96,4906,18083,158,13177,3414
AM,2259,COARI,6,444,242,477,2166,370,4,970,492,914,6,163,1319,64,164,412,0,840,2142,10,107,76,14893,60,0,609,5,12144,41928,348,29784,986
AM,2275,CODAJÁS,0,492,326,168,19,1304,0,12,264,269,0,21,4278,23,5,204,0,75,63,4,249,33,416,17,0,69,1,3929,13119,41,9190,177
AM,2291,EIRUNEPÉ,6,115,59,165,84,2378,0,3,287,595,3,181,1665,831,11,61,0,1036,100,27,62,55,319,111,6,98,1512,6603,18476,200,11873,790
AM,2313,ENVIRA,0,137,24,16,1,2380,0,0,36,113,0,53,2819,98,1,1,0,0,18,0,48,1,2,19,0,10,12,3508,9868,38,6360,114
AM,2330,FONTE BOA,1,66,75,192,5,2682,0,12,124,187,0,37,3,494,1,12,0,3,48,237,12,5,5,12,0,3042,5,3623,12308,58,8685,583
AM,2356,HUMAITÁ,2,544,47,241,295,788,1,8,647,120,1,667,28,783,16,122,0,9,2232,913,36,88,19,3438,0,3539,187,6063,24066,394,18003,1515
AM,2372,SANTA ISABEL DO RIO NEGRO,0,660,62,93,12,1929,0,2,6,1,0,11,4,140,1,73,0,40,10,0,1,1,12,19,0,32,17,2221,5792,40,3571,43
AM,2399,IPIXUNA,0,18,12,10,0,1043,0,1,0,112,0,340,63,13,3,21,0,767,336,2,2,0,439,126,0,32,261,3630,8604,87,4974,732
AM,2410,ITACOATIARA,56,2530,1309,1919,418,7836,1,3719,1866,5923,1,3648,143,1516,20,587,0,541,2680,44,420,329,996,240,1,487,29,13657,56332,504,42675,2039
