SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
GO,94030,ITABERAÍ,227,183,7427,890,2078,2346,2,111,127,251,3,78,81,77,0,200,0,71,130,0,167,117,36,3521,64,49,580,4788,26297,810,21509,392
GO,94072,ITAGUARU,158,37,258,177,55,570,0,36,183,186,0,8,54,99,0,26,0,474,7,0,29,2,9,1268,3,12,51,606,4843,103,4237,76
GO,94110,ITAJÁ,7,68,3,35,91,1035,0,2,175,1,0,9,556,8,0,0,0,0,19,0,37,444,0,266,1,1,21,978,4203,72,3225,73
GO,94137,ITAPACI,327,89,884,685,839,1009,0,34,285,59,0,1241,36,42,1,37,0,24,84,0,29,6,19,1526,25,83,1545,2933,13508,426,10575,298
GO,94153,ITAPIRAPUÃ,30,37,62,140,150,1414,0,95,39,10,1,1183,827,25,0,28,0,56,95,0,33,5,14,501,3,16,107,1599,7034,82,5435,62
GO,94196,ITAPURANGA,413,241,179,812,1791,3180,0,193,731,71,2,393,77,58,0,288,0,145,136,0,46,23,19,4095,27,44,168,2863,19655,841,16792,1233
GO,94218,ITARUMÃ,12,235,10,60,63,730,0,5,28,3,1,21,196,8,0,0,0,6,20,0,18,326,0,368,3,0,950,1104,4559,85,3455,64
GO,94234,ITAUÇU,87,88,1104,556,55,653,0,21,17,55,1,487,44,8,0,56,0,27,15,0,33,19,67,619,5,26,1057,786,6491,144,5705,135
GO,94250,ITUMBIARA,375,443,538,591,1088,19977,0,117,34,2154,4,12576,205,3991,0,200,0,13,1023,0,117,12,11,1143,807,2632,491,12703,68690,2282,55987,1666
GO,94277,IVOLÂNDIA,27,86,9,137,147,162,0,4,4,2,0,649,22,37,0,31,0,4,6,0,2,14,18,352,14,8,15,634,2690,58,2056,41
GO,94293,JANDAIA,192,178,22,169,74,1303,0,43,10,43,0,14,23,25,0,606,0,54,32,0,81,7,236,1317,16,20,80,936,6125,99,5189,124
GO,94315,JARAGUÁ,194,89,2371,347,421,423,2,46,269,59,0,26,40,75,0,43,0,6547,88,0,74,23,24,9306,13,785,61,5140,28977,624,23837,420
GO,94331,JATAÍ,1089,645,125,2350,432,21170,3,114,2795,143,21,164,527,135,0,296,0,1,117,0,313,54,20,12257,56,45,120,11967,62560,2507,50593,1317
GO,94358,JAUPACI,56,121,11,82,47,496,0,3,15,6,0,156,41,168,0,9,0,10,15,0,1,10,1,521,9,3,181,369,2594,32,2225,33
GO,94374,JOVIÂNIA,43,62,63,218,40,1196,2,27,7,161,0,301,142,87,0,33,0,1,15,0,42,4,15,1467,9,28,8,1099,5851,228,4752,147
GO,94390,JUSSARA,62,235,39,182,107,838,0,29,25,16,0,617,7493,171,1,51,0,33,19,0,15,8,60,385,7,7,43,2197,13889,196,11692,173
GO,94439,LEOPOLDO DE BULHÕES,130,160,112,550,170,405,0,14,14,68,0,12,13,164,0,109,0,6,38,0,152,346,44,1525,18,20,132,1171,6131,229,4960,163
GO,94455,LUZIÂNIA,1244,312,245,9806,40862,473,1,267,36,1650,22,341,202,90,158,54,0,18,10286,0,3622,120,299,3493,262,119,115,18258,104936,4472,86678,2174
GO,94471,MAIRIPOTABA,7,89,191,143,23,271,0,4,9,0,1,92,1,3,0,20,0,0,11,0,5,2,12,648,15,5,28,330,2146,56,1816,39
GO,94498,MAMBAÍ,16,74,13,200,76,948,0,6,94,4,0,15,6,16,0,2,0,1,8,0,0,0,102,1845,6,20,64,1260,5311,89,4051,101
GO,94510,MARA ROSA,70,24,269,102,857,662,0,45,80,754,0,92,35,49,0,238,0,2,134,0,25,7,3,1730,10,18,228,2017,8495,170,6478,201
GO,94536,MARZAGÃO,8,284,6,48,322,158,0,21,14,173,0,169,74,1,0,8,0,0,11,0,7,0,0,155,0,1,1,314,1952,29,1638,23
GO,94552,PARANAIGUARA,23,352,15,76,182,1701,0,1,128,6,2,14,645,788,0,9,0,0,6,0,224,59,4,106,1,3,362,933,6651,213,5718,281
GO,94579,MAURILÂNDIA,30,776,30,218,30,2115,0,7,0,3,0,1043,619,245,0,14,0,0,123,0,56,0,8,359,0,2,2,2018,8630,229,6612,119
GO,94595,MINEIROS,355,138,155,9312,77,2918,0,75,66,122,2,57,8857,41,0,58,0,5,35,0,24,45,6,1007,15,586,14,6532,34817,1450,28285,671
GO,94650,MOIPORÁ,17,95,21,171,35,98,0,3,8,11,0,259,95,88,0,31,0,0,8,0,2,2,29,422,3,7,24,433,2066,43,1633,27
GO,94676,MONTE ALEGRE DE GOIÁS,8,76,295,108,277,124,0,8,10,3,0,1168,16,24,0,2,0,0,12,0,2,8,25,1034,0,8,111,1212,5157,50,3945,94
GO,94714,MONTES CLAROS DE GOIÁS,19,206,30,162,922,776,0,15,38,8,0,245,387,1064,0,16,0,5,6,0,1,13,19,384,0,15,19,1258,6189,124,4931,73
GO,94730,MORRINHOS,295,2410,2997,459,157,913,1,79,179,190,5,650,4749,49,0,43,0,10,134,0,221,80,24,8935,42,73,360,5656,31933,876,26277,587
GO,94757,MOSSÂMEDES,45,25,37,59,21,1052,1,27,9,14,1,365,33,10,0,43,0,0,39,0,52,25,5,1260,4,6,57,612,4224,78,3612,49
GO,94773,MOZARLÂNDIA,532,118,91,207,335,1476,0,71,32,56,2,37,45,866,0,69,0,65,41,0,48,1,50,2553,39,14,87,1888,9842,209,7954,166
GO,94790,MUTUNÓPOLIS,15,15,21,105,122,156,0,24,4,1045,0,3,8,139,0,9,0,5,38,0,8,0,1,627,49,7,20,572,3278,34,2706,38
GO,94854,NAZÁRIO,206,103,203,149,117,637,0,59,20,10,1,34,78,488,0,285,0,35,26,0,60,9,20,2259,20,18,22,780,6351,159,5571,155
GO,94870,NERÓPOLIS,239,200,258,581,1516,1073,2,4179,944,155,10,404,139,98,0,168,0,93,217,0,57,39,36,2000,86,143,157,3496,18889,812,15393,540
GO,94897,NIQUELÂNDIA,88,39,143,971,7090,277,0,463,36,7848,2,33,69,63,0,289,0,91,103,0,1184,18,6,641,12,42,798,4170,26753,492,22583,328
GO,94919,NOVA AMÉRICA,11,15,12,27,21,246,0,2,315,0,0,9,0,7,0,0,0,0,5,0,11,3,1,538,3,18,140,232,1867,44,1635,44
GO,94935,NOVA AURORA,17,185,8,30,29,469,0,2,1,186,0,5,6,0,0,2,0,0,40,0,36,1,0,405,1,0,1,220,1813,32,1593,37
GO,94951,NOVA ROMA,14,18,45,32,748,423,0,5,18,7,0,65,7,4,0,11,0,0,4,0,49,1,0,293,4,7,13,765,2809,35,2044,39
GO,94978,NOVA VENEZA,116,530,56,455,380,650,4,140,198,28,8,147,29,15,0,79,0,54,34,0,14,17,117,1327,21,76,237,930,6463,212,5533,143
GO,95010,NOVO BRASIL,15,21,10,70,17,470,0,5,31,19,1,76,1467,4,0,17,0,5,0,0,3,3,1,180,4,1,8,483,3269,48,2786,40
GO,95036,ORIZONA,88,232,35,2472,1683,1016,0,11,7,137,0,7,7,64,0,9,0,6,37,0,1012,6,7,867,19,13,271,1101,10154,287,9053,167
GO,95052,OURO VERDE DE GOIÁS,36,121,66,229,533,172,0,97,62,95,0,14,33,12,0,47,0,2,11,0,64,18,30,902,3,8,28,655,3748,143,3093,90
GO,95079,OUVIDOR,109,759,12,131,72,1074,1,10,0,57,1,12,4,4,0,29,0,0,72,0,5,3,1,1202,11,0,9,446,4635,220,4189,104
GO,95095,PADRE BERNARDO,120,55,1636,147,2379,973,0,175,50,515,1,165,28,581,6,58,0,6,433,0,61,21,86,1913,52,56,79,3956,15664,558,11708,297
GO,95117,PALMEIRAS DE GOIÁS,1402,64,175,296,369,604,2,17,22,50,0,121,96,82,0,6568,0,16,135,0,36,31,30,2220,33,34,65,1988,16011,329,14023,297
GO,95133,PALMELO,38,435,58,69,24,265,0,6,7,295,0,10,22,14,0,5,0,2,60,0,29,2,5,79,3,6,18,334,1996,39,1662,39
GO,95150,PALMINÓPOLIS,68,97,4,140,37,374,0,7,39,6,0,14,30,8,0,1201,0,0,130,0,12,6,14,578,4,8,14,488,3547,29,3059,42
GO,95176,PANAMÁ,7,5,8,56,36,104,0,8,1,81,0,911,4,17,0,22,0,0,65,0,2,2,7,344,0,12,30,437,2364,50,1927,20
GO,95230,PARAÚNA,34,119,24,206,46,401,0,15,5,9,0,19,26,26,0,335,0,0,51,0,24,9,4139,750,5,7,44,1754,8757,95,7003,114
GO,95311,PETROLINA DE GOIÁS,69,339,1080,325,661,515,0,70,57,151,5,106,58,86,0,44,0,70,42,0,85,11,31,1528,14,28,55,1563,7952,273,6389,133
GO,95354,PILAR DE GOIÁS,12,11,90,45,251,342,0,11,93,8,0,117,1,32,0,6,0,3,8,0,6,31,3,86,19,5,601,352,2415,46,2063,61
GO,95397,PIRACANJUBA,266,421,456,728,1460,1617,4,111,177,5021,8,90,89,89,0,126,0,22,302,0,168,33,8,1489,86,51,154,3801,18959,605,15158,332
GO,95419,PIRANHAS,75,179,26,200,193,3944,0,7,294,5,1,19,53,564,0,5,0,29,14,0,19,16,5,859,0,2,147,1885,9518,148,7633,137
GO,95435,PIRENÓPOLIS,174,663,326,566,1557,520,0,50,598,198,5,35,348,189,1,484,0,153,106,0,261,94,8,4108,1808,34,132,2302,17074,607,14772,484
GO,95451,PIRES DO RIO,622,1581,145,618,1133,2778,0,109,83,353,2,45,37,638,0,263,0,858,167,0,1178,69,13,3508,25,209,110,4260,21773,1026,17513,511
GO,95494,PONTALINA,58,972,51,3623,380,1489,2,20,36,27,0,54,56,43,5,727,0,18,62,0,61,3,24,2345,18,24,93,2631,14200,336,11569,221
GO,95559,PORANGATU,371,46,179,3311,183,1139,0,108,35,6545,2,188,115,41,3,66,0,40,80,0,74,38,40,6494,108,45,1325,7137,30188,428,23051,331
GO,95575,PORTELÂNDIA,42,40,16,535,87,409,0,5,215,0,0,0,472,7,0,1,0,0,8,0,3,2,0,232,0,41,1,601,3208,181,2607,58
GO,95613,POSSE,57,73,71,135,1748,936,0,41,8080,39,3,73,26,60,4,37,0,137,17,0,134,4,38,3128,8,44,20,5031,22117,408,17086,372
GO,95630,QUIRINÓPOLIS,74,103,53,2159,93,11345,0,32,12,32,1,64,92,6596,0,22,0,4,71,0,1184,10,3,359,14,10,39,5804,31303,821,25499,495
GO,95656,RIALMA,53,35,68,2029,999,363,0,14,12,29,5,405,54,611,6,50,0,102,14,0,7,0,6,1060,10,24,37,1707,8630,223,6923,195
GO,95672,RIANÁPOLIS,30,9,69,189,1036,254,0,40,8,135,0,16,9,17,0,8,0,34,9,0,0,0,0,680,4,2,50,682,3696,94,3014,67
GO,95710,RIO VERDE,1059,10106,318,12868,4408,5006,5,492,67,360,17,135,14423,975,4,228,0,12,6192,0,126,63,90,10523,93,64,214,17668,103491,4256,85823,6918
GO,95737,RUBIATABA,114,122,63,466,782,914,0,16,2964,75,1,32,28,15,0,142,0,78,166,0,13,9,46,829,19,329,1579,2861,14862,302,12001,1972
GO,95753,SANCLERLÂNDIA,44,139,40,184,18,1023,3,7,12,10,1,14,529,72,0,14,0,1,25,0,9,2,7,2996,7,2,42,1064,6814,105,5750,77
GO,95770,SANTA BÁRBARA DE GOIÁS,89,37,19,133,38,375,0,14,7,15,2,3,13,98,0,79,0,17,21,0,28,121,6,2252,58,3,26,783,4693,68,3910,102
GO,95796,SANTA CRUZ DE GOIÁS,33,343,30,42,73,375,0,20,306,40,0,16,24,47,0,16,0,10,140,0,35,1,2,538,12,11,116,626,3126,52,2500,51
GO,95818,SANTA HELENA DE GOIÁS,198,6002,86,339,762,7653,0,33,87,90,9,176,440,61,0,763,0,2,105,0,51,7,34,2787,18,28,30,3373,27030,1177,23657,646
GO,95834,SANTA RITA DO ARAGUAIA,37,37,6,176,11,336,0,58,117,2,1,5,537,54,0,30,0,0,52,0,11,2,0,866,2,6,15,890,3845,199,2955,87
GO,95850,SANTA ROSA DE GOIÁS,14,64,32,314,422,398,0,5,16,15,0,341,16,1,0,57,0,57,23,0,12,1,0,314,9,2,73,359,2925,111,2566,55
GO,95877,SANTA TEREZA DE GOIÁS,15,7,56,81,164,142,0,8,4,308,0,2,19,2,0,3,0,8,20,0,1,71,1,1247,4,3,81,841,3448,101,2607,56
GO,95893,SANTA TEREZINHA DE GOIÁS,73,219,193,532,296,1266,0,37,196,51,12,358,4,48,0,20,0,43,59,0,90,5,4,1010,70,35,999,1368,7733,101,6365,108
GO,95915,SÃO DOMINGOS,38,52,85,173,113,820,2,60,1146,0,0,29,184,6,0,218,0,0,8,0,72,9,14,1054,4,39,62,2304,7512,130,5208,171
GO,95931,SÃO FRANCISCO DE GOIÁS,26,26,128,266,93,798,0,9,67,43,1,4,23,34,0,514,0,445,23,0,84,17,9,601,4,15,12,907,4697,122,3790,75
GO,95958,PLANALTINA,1036,6029,62,617,218,1606,0,58,60,4176,9,11,3959,404,4,34,0,23,798,0,94,12,1513,11071,49,84,29,8932,47719,2540,38787,927
GO,95974,SÃO JOÃO D'ALIANÇA,14,135,21,312,284,91,0,39,20,108,0,321,45,444,0,4,0,7,9,0,156,0,130,1490,3,53,6,1741,6368,189,4627,260
GO,95990,SÃO LUÍS DE MONTES BELOS,302,177,485,6919,240,969,0,140,142,46,8,50,368,227,0,430,0,38,98,0,254,101,492,3874,21,83,147,4480,22684,731,18204,444
GO,96016,SÃO MIGUEL DO ARAGUAIA,110,94,558,482,386,556,0,61,884,334,0,61,4674,180,8,143,0,10,991,0,30,25,93,1591,8,30,520,4776,18290,294,13514,254
GO,96059,SÃO SIMÃO,74,568,16,395,352,2260,1,11,59,106,0,19,785,1969,0,11,0,3,54,0,100,74,0,797,9,9,246,1975,11633,475,9658,323
GO,96075,SERRANÓPOLIS,14,23,5,230,112,1209,0,33,283,0,0,79,485,3,0,10,0,0,82,0,7,313,0,539,0,0,4,800,4780,116,3980,66
GO,96091,SILVÂNIA,173,161,2681,964,343,1174,3,46,69,93,1,47,31,43,0,159,0,45,43,0,177,2770,44,880,47,29,133,2281,14031,479,11750,284
GO,96113,SÍTIO D'ABADIA,1,2,4,75,26,91,0,7,1,0,0,4,36,124,0,0,0,0,2,0,0,0,158,1012,0,0,2,591,2409,16,1818,70
GO,96172,TAQUARAL DE GOIÁS,53,17,120,109,40,941,0,6,32,81,0,201,16,19,0,23,0,20,21,0,5,3,0,408,5,21,313,542,3334,71,2792,58
GO,96237,TRÊS RANCHOS,53,713,3,73,29,439,0,4,8,14,0,2,24,10,0,8,0,2,8,0,1,0,2,979,6,1,10,557,3230,67,2673,69
GO,96253,TRINDADE,1173,403,624,1366,647,15935,9,507,319,244,22,266,200,158,1,710,0,203,641,0,141,67,59,25280,399,295,336,11581,69828,1637,58247,2642
GO,96318,TURVÂNIA,44,201,18,54,105,609,2,25,83,8,2,19,51,37,2,241,0,7,65,0,9,54,6,795,8,16,819,593,4366,70,3773,59
GO,96334,URUAÇU,181,165,6159,305,345,1491,0,51,23,140,4,69,49,115,0,60,0,40,6616,0,78,41,4,463,19,12,284,5560,24928,663,19368,306
GO,96350,URUANA,151,391,207,649,1031,1242,0,124,47,109,0,53,91,164,0,119,0,160,35,0,145,4,14,2157,11,11,621,2462,11350,345,8888,257
GO,96377,URUTAÍ,73,65,13,68,267,218,0,15,26,10,0,194,18,25,0,36,0,7,126,0,74,2,0,559,14,7,111,504,2731,108,2227,48
GO,96393,VARJÃO,37,81,65,99,28,648,1,27,20,10,0,27,5,17,0,427,0,20,28,0,394,8,0,630,2,25,35,591,3618,73,3027,71
GO,96415,VIANÓPOLIS,110,473,1116,151,1655,449,0,164,14,50,1,36,57,20,7,45,0,16,47,0,157,156,523,1046,44,31,101,1561,9083,310,7522,202
GO,96458,ACREÚNA,67,1898,66,284,791,1559,0,21,64,39,0,105,205,163,0,465,0,55,179,0,11,3,54,4335,14,16,38,3256,15498,375,12242,310
GO,96474,MINAÇU,65,179,12728,536,572,226,0,166,64,117,0,120,19,45,2,25,0,5,44,0,14,31,4,1111,20,17,617,7777,26735,301,18958,396
GO,96512,MUNDO NOVO,27,16,24,73,391,621,2,52,13,170,0,646,51,584,0,9,0,0,68,0,9,0,0,249,28,7,162,1322,5005,44,3683,76
GO,96539,NOVA CRIXÁS,120,238,36,410,358,656,0,101,779,87,0,181,77,1296,5,20,0,9,94,0,36,0,47,523,32,9,193,2140,8304,134,6164,98
GO,96555,NOVA GLÓRIA,98,31,112,459,500,680,0,26,53,20,0,78,25,53,9,37,0,7,43,0,17,22,9,2138,11,70,216,1744,7300,203,5556,120
GO,96571,VICENTINÓPOLIS,14,56,23,63,30,1614,0,13,2,44,0,1142,17,111,0,717,0,27,14,0,9,2,7,270,7,4,1,840,5493,85,4653,67
GO,96610,AMERICANO DO BRASIL,49,111,167,135,244,453,0,11,54,60,2,254,8,21,0,10,0,6,32,0,9,4,0,650,10,8,1104,522,4443,115,3921,91
GO,96695,ARAGUAPAZ,73,575,112,148,134,180,0,87,173,40,2,51,29,448,0,74,0,68,13,0,21,7,73,1869,3,4,67,1248,6053,81,4805,82
GO,96717,ARENÓPOLIS,19,50,9,111,48,791,0,4,7,5,0,64,60,770,0,5,0,4,4,0,2,2,0,199,0,4,182,588,3168,45,2580,34
GO,96733,CACHOEIRA DOURADA,3,25,40,80,68,1306,0,1,0,45,0,2269,11,194,0,3,0,0,70,0,19,3,9,914,35,54,25,1670,7593,198,5923,123
GO,96750,DOVERLÂNDIA,33,264,15,354,173,1642,0,2,10,2,0,527,205,13,0,13,0,0,21,0,12,7,2,255,0,4,678,803,5665,88,4862,118
GO,96776,SANTO ANTÔNIO DO DESCOBERTO,535,91,1051,801,2965,1122,0,19,32,517,0,140,48,38,12,32,0,9,321,0,4748,304,435,7346,2108,29,31,7094,35227,2157,28133,708
GO,96814,INDIARA,150,233,50,716,560,1185,0,32,116,17,0,331,32,23,0,2409,0,24,232,0,55,0,47,514,12,34,108,2273,10397,298,8124,225
GO,96873,CAMPINAÇU,20,27,927,24,7,51,0,22,9,11,0,15,0,1,0,2,0,0,5,0,11,0,0,21,0,1,1262,535,3172,27,2637,27
GO,96890,SANTA ISABEL,28,8,43,260,196,299,0,8,4,24,0,35,1,967,0,21,0,15,5,0,24,0,2,228,0,7,15,473,2948,66,2475,54
GO,96911,ADELÂNDIA,23,25,3,42,164,750,1,7,17,9,0,17,3,10,0,16,0,0,40,0,7,1,3,684,0,3,25,335,2421,22,2086,39
GO,96938,ÁGUA FRIA DE GOIÁS,21,486,9,120,81,132,0,1,0,126,0,4,20,97,0,4,0,2,85,0,8,0,24,930,0,12,440,1130,4186,81,3056,71
MA,7005,ÁGUA DOCE DO MARANHÃO,37,25,33,37,12,1702,0,75,2,109,0,44,80,2556,0,9,0,0,4,0,186,74,0,106,2,29,166,3100,9769,437,6669,132
MA,7013,AFONSO CUNHA,117,25,23,513,2,279,0,0,0,9,0,0,6,36,0,17,0,0,2,1,13,2255,1,5,0,15,12,904,4899,54,3995,86
MA,7021,ALTO ALEGRE DO MARANHÃO,76,44,222,292,8,5419,0,44,0,38,5,26,57,103,0,0,0,260,75,33,70,1745,0,102,5,166,114,3687,14341,253,10654,234
MA,7030,ALCÂNTARA,139,659,1008,1532,660,2162,22,251,1,301,0,438,451,229,0,24,0,26,138,105,1203,287,4,593,1,52,75,4128,16264,395,12136,262
MA,7048,ALTO ALEGRE DO PINDARÉ,29,54,55,1360,4,3948,1,216,1,38,0,4,46,422,0,47,0,10,252,9,11,32,14,4989,0,67,306,5412,19689,242,14277,304
MA,7056,ALDEIAS ALTAS,35,39,190,735,267,764,0,30,0,119,0,8,67,130,0,28,0,1,2,7,339,3211,1,50,0,67,223,4226,15712,341,11486,2794
MA,7064,APICUM-AÇU,46,61,202,297,1048,1294,1,74,0,138,0,25,22,418,0,0,0,11,506,110,49,955,0,459,1,164,86,2136,8964,151,6828,101
MA,7072,ALTAMIRA DO MARANHÃO,11,5,15,46,1,1305,0,54,0,2,0,3,14,145,0,0,0,16,44,1,1319,8,4,29,0,19,4,1035,4747,93,3712,100
MA,7080,AMAPÁ DO MARANHÃO,0,28,24,29,178,766,0,115,0,78,1,1,3,1129,0,0,0,1,24,5,12,323,0,19,0,20,4,1182,4622,48,3440,147
MA,7099,ALTO PARNAÍBA,19,50,355,637,547,1318,0,231,0,96,0,2,556,257,0,1,0,0,2,16,3,56,0,6,0,29,0,2120,7415,149,5295,153
MA,7102,ARAGUANÃ,2,878,15,22,0,720,0,451,0,45,0,2,30,315,0,0,0,10,18,7,12,1741,1,44,0,17,2,1900,6737,47,4837,93
MA,7110,AMARANTE DO MARANHÃO,511,3560,2080,619,293,542,0,15,0,429,0,233,4,4758,0,7,0,110,40,71,29,79,85,18,21,1353,36,5315,22750,333,17435,429
MA,7129,BACABEIRA,101,63,133,428,19,308,1,1363,5,36,0,52,104,2731,0,41,0,72,619,102,20,112,0,401,4,542,139,1202,9964,385,8762,168
MA,7137,ANAJATUBA,270,121,380,500,55,1164,0,2987,5,95,1,56,266,1977,0,20,0,62,1228,143,187,280,0,1285,2,356,207,4601,18420,350,13819,368
MA,7145,BACURITUBA,13,22,14,40,1,135,2,339,2,5,0,24,14,1065,0,15,0,14,6,20,941,64,1,238,0,16,16,1400,4802,73,3402,53
MA,7153,ANAPURUS,1523,709,30,430,738,1087,0,37,4,78,0,10,9,309,0,97,0,13,24,76,46,779,12,111,0,55,791,1026,9458,317,8432,213
MA,7161,BELÁGUA,7,32,75,300,7,19,0,550,0,18,0,20,85,1407,0,49,0,2,292,24,2,65,0,40,0,128,15,570,4388,40,3818,89
MA,7170,ARAIOSES,739,48,58,1264,551,917,0,442,0,624,0,370,141,3333,0,75,0,54,8,41,115,3701,5,2323,5,75,849,8482,29539,1767,21057,647
MA,7188,BELA VISTA DO MARANHÃO,5,9,20,33,1,3532,0,513,0,85,0,4,18,17,0,0,0,23,6,5,88,148,0,202,0,249,5,1922,7672,52,5750,75
MA,7196,ARARI,135,47,238,836,2477,1257,1,1942,0,495,2,116,124,214,0,19,0,111,419,198,19,2014,2,2344,2,275,62,5115,20761,603,15646,319
MA,7200,BERNARDO DO MEARIM,4,13,69,1074,110,361,0,2,0,19,0,134,4,10,0,2,0,2,3,43,4,1101,1,8,0,103,0,1123,4635,50,3512,57
MA,7218,AXIXÁ,139,79,84,319,58,2722,1,1016,3,110,1,42,142,197,0,32,0,32,361,134,6,206,2,290,0,73,57,1875,8908,197,7033,112
MA,7226,CACHOEIRA GRANDE,21,21,50,114,72,263,1,153,0,48,0,92,83,247,0,142,0,39,614,77,257,802,1,249,0,27,238,1804,6282,83,4478,114
MA,7234,BACABAL,734,481,273,1023,84,11295,7,1129,1,628,4,859,818,449,0,78,0,11440,845,142,281,410,28,9723,4,681,234,15610,63418,1013,47808,910
MA,7242,DAVINÓPOLIS,68,1496,666,349,224,79,0,52,0,1509,0,35,3,1017,0,65,0,7,115,41,34,16,12,17,6,217,15,2204,9063,106,6859,107
MA,7250,BACURI,9,28,60,251,65,1597,1,113,8,77,1,142,31,1643,0,0,0,43,760,68,63,637,0,1712,0,38,90,3268,12047,176,8779,226
MA,7269,BOM JESUS DAS SELVAS,26,485,394,2023,199,209,0,74,2,84,2,64,211,1658,0,0,0,2,174,17,12,184,944,1282,13,11,193,3651,14382,161,10731,322
MA,7277,BALSAS,1774,598,6520,9318,282,4902,5,534,1,230,7,49,24,506,0,20,0,51,187,75,20,454,10,798,7,7338,122,10288,50268,1386,39980,934
MA,7285,BOM LUGAR,5,11,27,35,5,2961,0,15,0,41,0,5,29,905,0,0,0,145,12,1,18,17,1,98,0,1495,6,2567,9535,65,6968,175
MA,7293,BARÃO DE GRAJAÚ,21,30,62,97,444,3033,4,1,0,93,0,8,3,214,0,13,0,16,0,3,659,191,14,1159,4,557,624,3052,12336,476,9284,385
MA,7307,BREJO DE AREIA,10,12,16,44,2,2194,0,12,0,12,0,0,39,27,0,1,0,58,5,10,1271,0,3,14,0,7,5,1664,6403,147,4739,144
MA,7315,BARRA DO CORDA,486,1625,207,818,107,469,2,53,0,1096,7,48,65,7870,0,11,0,43,49,81,72,18453,14,100,20,177,1952,14835,54586,1238,39751,881
MA,7323,BOA VISTA DO GURUPI,13,289,85,14,71,1024,0,242,0,116,0,0,2,313,0,1,0,8,0,16,8,820,0,13,0,17,43,936,4369,32,3433,38
MA,7331,BARREIRINHAS,3896,1019,1041,3276,609,1769,1,936,7,368,36,223,1007,159,0,1112,0,96,2763,734,1895,686,5,1182,3,400,622,8024,35419,478,27395,637
MA,7340,BURITICUPU,65,319,121,10144,244,281,0,211,119,168,0,53,60,1329,0,1,0,39,101,29,44,151,33,1040,22,77,1095,9589,39651,327,30062,640
MA,7358,BENEDITO LEITE,23,9,384,29,1,872,0,0,0,35,0,77,28,324,0,2,0,0,179,2,14,379,0,7,0,25,9,1377,4320,81,2943,53
MA,7366,BURITIRANA,66,2032,327,137,78,1935,0,5,0,282,0,1,0,949,0,10,0,4,23,18,16,17,8,4,247,82,13,2400,9824,195,7424,174
MA,7374,BEQUIMÃO,107,31,77,3998,18,93,2,668,0,41,0,22,2078,181,0,17,0,26,60,249,102,1824,2,619,0,62,32,2651,14578,339,11927,155
MA,7382,CAMPESTRE DO MARANHÃO,16,426,2696,108,13,28,0,18,1,1309,0,9,0,1353,0,4,0,7,5,15,0,3,3,2,2,2,13,2195,9018,174,6823,91
MA,7390,BREJO,4471,251,54,493,122,392,0,87,0,1073,1,18,83,111,0,43,0,3,30,32,110,6297,28,686,13,157,147,5166,22346,430,17180,320
MA,7404,CAPINZAL DO NORTE,78,22,421,69,1,992,0,2,0,87,1,195,52,1932,0,1,0,1,7,0,128,112,1,18,2,114,475,1567,7326,190,5759,144
