SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
CE,13390,BARRO,0,0,0,7195,0,6917,19,0,0,0,2,0,1058,0,0,0,0,0,0,0,0,0,2452,55,0,0,4613,16719,2763,12106,3751
CE,13404,BARROQUINHA,0,0,0,3228,0,5505,4,0,0,0,2,0,879,0,0,0,0,0,0,0,0,0,3600,9,0,0,2215,11093,1884,8878,2645
CE,13412,BATURITÉ,0,0,0,12194,0,10690,45,0,0,0,7,0,1738,0,0,0,0,0,0,0,0,0,8106,161,0,0,5858,26190,3242,20332,4481
CE,13420,ARARENDÁ,0,0,0,4089,0,3278,1,0,0,0,2,0,638,0,0,0,0,0,0,0,0,0,1950,56,0,0,2208,8433,776,6225,1660
CE,13439,BEBERIBE,0,0,0,16157,0,17153,245,0,0,0,32,0,4205,0,0,0,0,0,0,0,0,0,9804,347,0,0,7383,37909,6057,30526,7052
CE,13447,CATUNDA,0,0,0,1603,0,4535,5,0,0,0,1,0,202,0,0,0,0,0,0,0,0,0,3415,4,0,0,2024,7950,704,5926,1383
CE,13455,BELA CRUZ,0,0,0,7623,0,7707,40,0,0,0,2,0,3802,0,0,0,0,0,0,0,0,0,6028,170,0,0,5607,21132,1807,15525,3871
CE,13463,CHORÓ,0,0,0,4225,0,4752,7,0,0,0,2,0,1065,0,0,0,0,0,0,0,0,0,3008,70,0,0,2562,10626,738,8064,2261
CE,13471,BOA VIAGEM,0,0,0,13282,0,18401,39,0,0,0,5,0,2419,0,0,0,0,0,0,0,0,0,10458,96,0,0,11538,40301,4668,28763,8158
CE,13480,ITAITINGA,0,0,0,12222,0,12663,34,0,0,0,3,0,2469,0,0,0,0,0,0,0,0,0,6440,101,0,0,3976,24482,2179,20506,4901
CE,13498,BREJO SANTO,0,0,0,15351,0,16642,17,0,0,0,7,0,4362,0,0,0,0,0,0,0,0,0,7009,51,0,0,6916,32493,2302,25577,5413
CE,13501,FORTIM,0,0,0,4771,0,3024,18,0,0,0,1,0,2272,0,0,0,0,0,0,0,0,0,5291,37,0,0,1475,11150,1529,9675,2407
CE,13510,CAMOCIM,0,0,0,23976,0,16634,59,0,0,0,18,0,1759,0,0,0,0,0,0,0,0,0,12643,130,0,0,9233,43167,4780,33934,7869
CE,13536,CAMPOS SALES,0,0,0,5694,0,8623,23,0,0,0,6,0,1682,0,0,0,0,0,0,0,0,0,6255,30,0,0,5341,19977,2196,14636,4763
CE,13552,CANINDÉ,0,0,0,18069,0,25318,84,0,0,0,11,0,3278,0,0,0,0,0,0,0,0,0,18988,102,0,0,13763,53577,3569,39814,10209
CE,13579,CAPISTRANO,0,0,0,4904,0,7173,14,0,0,0,2,0,536,0,0,0,0,0,0,0,0,0,4673,23,0,0,2497,13675,1958,11178,3073
CE,13595,CARIDADE,0,0,0,4296,0,5917,27,0,0,0,3,0,2489,0,0,0,0,0,0,0,0,0,6032,14,0,0,2648,14021,1112,11373,2856
CE,13617,CARIRÉ,0,0,0,6105,0,6956,15,0,0,0,6,0,1820,0,0,0,0,0,0,0,0,0,3355,23,0,0,3213,14667,1433,11454,3195
CE,13633,CARIRIAÇU,0,0,0,9052,0,11663,12,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,3880,35,0,0,7119,22587,1586,15468,4255
CE,13650,CARIÚS,0,0,0,3874,0,6643,14,0,0,0,2,0,1047,0,0,0,0,0,0,0,0,0,6026,42,0,0,4397,15711,1997,11314,2983
CE,13676,CARNAUBAL,0,0,0,3725,0,3925,11,0,0,0,3,0,2378,0,0,0,0,0,0,0,0,0,2884,7,0,0,4506,12750,1068,8244,2487
CE,13692,CASCAVEL,0,0,0,18194,0,23576,94,0,0,0,10,0,2215,0,0,0,0,0,0,0,0,0,15010,342,0,0,9304,48516,8578,39212,10405
CE,13714,CATARINA,0,0,0,2105,0,3822,5,0,0,0,1,0,523,0,0,0,0,0,0,0,0,0,2459,23,0,0,2338,8421,982,6083,2246
CE,13730,CAUCAIA,0,0,0,91572,0,93830,526,0,0,0,129,0,12182,0,0,0,0,0,0,0,0,0,48066,1487,0,0,26596,177994,20135,151398,34869
CE,13757,CEDRO,0,0,0,5755,0,12665,20,0,0,0,8,0,176,0,0,0,0,0,0,0,0,0,7469,60,0,0,3287,19059,1448,15772,3943
CE,13773,CHAVAL,0,0,0,2529,0,4957,9,0,0,0,4,0,307,0,0,0,0,0,0,0,0,0,3502,9,0,0,2709,10400,1693,7691,2372
CE,13811,COREAÚ,0,0,0,5989,0,9049,8,0,0,0,2,0,1054,0,0,0,0,0,0,0,0,0,5058,128,0,0,4126,17482,1626,13356,3798
CE,13838,CRATEÚS,0,0,0,18811,0,21717,61,0,0,0,16,0,2928,0,0,0,0,0,0,0,0,0,16199,575,0,0,15737,56397,7775,40660,13238
CE,13854,CRATO,0,0,0,35762,0,38899,240,0,0,0,27,0,6302,0,0,0,0,0,0,0,0,0,20969,580,0,0,16035,82103,10298,66068,19059
CE,13870,FARIAS BRITO,0,0,0,7682,0,8464,22,0,0,0,4,0,392,0,0,0,0,0,0,0,0,0,2136,43,0,0,3336,15834,2659,12498,3594
CE,13897,FORTALEZA,0,0,0,711220,0,699148,10571,0,0,0,1556,0,144695,0,0,0,0,0,0,0,0,0,450202,33783,0,0,246096,1557613,223451,1311517,348408
CE,13919,FRECHEIRINHA,0,0,0,2963,0,5614,7,0,0,0,4,0,175,0,0,0,0,0,0,0,0,0,3189,45,0,0,2386,9842,817,7456,2098
CE,13935,GENERAL SAMPAIO,0,0,0,2140,0,3180,8,0,0,0,3,0,549,0,0,0,0,0,0,0,0,0,1929,9,0,0,849,5565,398,4716,1216
CE,13951,GRANJA,0,0,0,3094,0,10309,18,0,0,0,12,0,10383,0,0,0,0,0,0,0,0,0,18505,43,0,0,8216,35628,4108,27412,8352
CE,13978,GRANJEIRO,0,0,0,1213,0,2448,6,0,0,0,1,0,74,0,0,0,0,0,0,0,0,0,1641,14,0,0,1307,4821,577,3514,1054
CE,13994,GROAÍRAS,0,0,0,2180,0,2583,8,0,0,0,1,0,1566,0,0,0,0,0,0,0,0,0,2719,29,0,0,1571,7938,1853,6367,1795
CE,14010,GUARACIABA DO NORTE,0,0,0,5083,0,12463,49,0,0,0,6,0,1644,0,0,0,0,0,0,0,0,0,10808,80,0,0,9851,29828,3434,19977,6387
CE,14036,GUARAMIRANGA,0,0,0,1234,0,2415,12,0,0,0,2,0,1103,0,0,0,0,0,0,0,0,0,1415,19,0,0,914,5005,795,4091,1187
CE,14052,HIDROLÂNDIA,0,0,0,4843,0,7891,16,0,0,0,1,0,683,0,0,0,0,0,0,0,0,0,4226,34,0,0,4237,15282,1599,11045,2797
CE,14060,IBARETAMA,0,0,0,4250,0,4900,10,0,0,0,1,0,1228,0,0,0,0,0,0,0,0,0,3173,46,0,0,1164,9814,1179,8650,2513
CE,14079,IBIAPINA,0,0,0,6500,0,5064,10,0,0,0,4,0,1074,0,0,0,0,0,0,0,0,0,5905,22,0,0,5699,17689,2098,11990,3303
CE,14095,ICÓ,0,0,0,17160,0,18476,63,0,0,0,43,0,4044,0,0,0,0,0,0,0,0,0,14894,263,0,0,14788,50544,5705,35756,10864
CE,14117,IGUATU,0,0,0,18700,0,34270,131,0,0,0,9,0,1635,0,0,0,0,0,0,0,0,0,27134,1233,0,0,15768,68570,8660,52802,13832
CE,14133,INDEPENDÊNCIA,0,0,0,7810,0,7832,24,0,0,0,4,0,993,0,0,0,0,0,0,0,0,0,7570,115,0,0,5647,21140,2324,15493,4314
CE,14150,IPAUMIRIM,0,0,0,2888,0,3417,10,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,2593,60,0,0,1947,8706,1926,6759,2536
CE,14176,IPU,0,0,0,11012,0,13559,27,0,0,0,7,0,1896,0,0,0,0,0,0,0,0,0,6656,42,0,0,10341,32234,4206,21893,6381
CE,14192,IPUEIRAS,0,0,0,10493,0,14758,22,0,0,0,4,0,1049,0,0,0,0,0,0,0,0,0,6343,90,0,0,10986,31908,2992,20922,6093
CE,14214,IRACEMA,0,0,0,5587,0,4047,21,0,0,0,8,0,166,0,0,0,0,0,0,0,0,0,2689,13,0,0,2171,10433,1164,8262,2829
CE,14230,IRAUÇUBA,0,0,0,9543,0,3495,5,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,8289,35,0,0,3433,16596,1068,13163,3167
CE,14257,ITAIÇABA,0,0,0,2132,0,3166,14,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,2236,42,0,0,828,5860,800,5032,1268
CE,14273,ITAPAGÉ,0,0,0,15109,0,14045,30,0,0,0,5,0,2227,0,0,0,0,0,0,0,0,0,14110,105,0,0,6971,35744,5357,28773,6558
CE,14290,ITAPIPOCA,0,0,0,36605,0,44082,62,0,0,0,12,0,2814,0,0,0,0,0,0,0,0,0,20633,486,0,0,15488,77679,5584,62191,14104
CE,14311,ITAPIÚNA,0,0,0,4932,0,8037,10,0,0,0,4,0,775,0,0,0,0,0,0,0,0,0,5168,109,0,0,3081,15118,1564,12037,3475
CE,14338,ITATIRA,0,0,0,7069,0,4551,12,0,0,0,2,0,311,0,0,0,0,0,0,0,0,0,6779,9,0,0,3680,14877,627,11197,3034
CE,14354,JAGUARETAMA,0,0,0,6046,0,5239,43,0,0,0,1,0,1405,0,0,0,0,0,0,0,0,0,4907,31,0,0,3445,14797,1974,11352,3058
CE,14370,JAGUARIBARA,0,0,0,3845,0,1992,223,0,0,0,1,0,597,0,0,0,0,0,0,0,0,0,3139,18,0,0,1623,7927,1186,6304,1607
CE,14397,JAGUARIBE,0,0,0,10405,0,9193,125,0,0,0,6,0,1275,0,0,0,0,0,0,0,0,0,10398,86,0,0,7417,28292,4496,20875,5766
CE,14419,JAGUARUANA,0,0,0,11726,0,9051,106,0,0,0,2,0,1940,0,0,0,0,0,0,0,0,0,7460,103,0,0,5490,25937,6038,20447,4468
CE,14435,JARDIM,0,0,0,5264,0,9036,92,0,0,0,2,0,2424,0,0,0,0,0,0,0,0,0,7153,503,0,0,5968,21301,1749,15333,4443
CE,14451,JATI,0,0,0,1435,0,3418,5,0,0,0,3,0,341,0,0,0,0,0,0,0,0,0,2545,2,0,0,1393,6304,721,4911,1352
CE,14478,JUAZEIRO DO NORTE,0,0,0,54897,0,81999,578,0,0,0,42,0,6343,0,0,0,0,0,0,0,0,0,44601,1097,0,0,33823,157137,22881,123314,34190
CE,14494,JUCÁS,0,0,0,3132,0,5793,2,0,0,0,1,0,2781,0,0,0,0,0,0,0,0,0,7634,55,0,0,5443,18456,2886,13013,3742
CE,14516,LAVRAS DA MANGABEIRA,0,0,0,7111,0,9346,11,0,0,0,3,0,263,0,0,0,0,0,0,0,0,0,7733,84,0,0,7364,24692,2884,17328,7221
CE,14532,LIMOEIRO DO NORTE,0,0,0,18110,0,17343,7174,0,0,0,14,0,1306,0,0,0,0,0,0,0,0,0,8537,216,0,0,7623,41956,8126,34333,7840
CE,14559,MARANGUAPE,0,0,0,34124,0,37948,99,0,0,0,20,0,3731,0,0,0,0,0,0,0,0,0,18395,308,0,0,10376,67463,6476,57087,13073
CE,14575,MARCO,0,0,0,7489,0,10404,6,0,0,0,1,0,2427,0,0,0,0,0,0,0,0,0,6481,27,0,0,2043,17771,1303,15728,3318
CE,14591,MARTINÓPOLE,0,0,0,2016,0,3809,11,0,0,0,1,0,399,0,0,0,0,0,0,0,0,0,3018,10,0,0,1470,7771,1010,6301,2328
CE,14613,MASSAPÊ,0,0,0,8720,0,8563,8,0,0,0,3,0,6449,0,0,0,0,0,0,0,0,0,8228,45,0,0,5348,25540,3571,20192,4797
CE,14630,MAURITI,0,0,0,14852,0,16193,13,0,0,0,3,0,2470,0,0,0,0,0,0,0,0,0,5948,120,0,0,8063,32466,2984,24403,6223
CE,14656,MERUOCA,0,0,0,5062,0,4559,19,0,0,0,4,0,319,0,0,0,0,0,0,0,0,0,1706,105,0,0,1360,9339,1735,7979,2449
CE,14672,MILAGRES,0,0,0,12138,0,10795,11,0,0,0,5,0,1084,0,0,0,0,0,0,0,0,0,2979,34,0,0,5942,22248,1717,16306,3849
CE,14680,MIRAÍMA,0,0,0,4440,0,2799,3,0,0,0,2,0,1885,0,0,0,0,0,0,0,0,0,4786,12,0,0,2474,10575,430,8101,1845
CE,14699,MISSÃO VELHA,0,0,0,9708,0,10908,15,0,0,0,4,0,3603,0,0,0,0,0,0,0,0,0,6322,129,0,0,6239,26434,3665,20195,6036
CE,14710,MOMBAÇA,0,0,0,5834,0,13102,9,0,0,0,1,0,1708,0,0,0,0,0,0,0,0,0,14240,74,0,0,9437,32817,4536,23380,7256
CE,14737,MONSENHOR TABOSA,0,0,0,5972,0,4512,4,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,3753,58,0,0,4250,13986,1580,9736,2637
CE,14753,MORADA NOVA,0,0,0,20584,0,24004,326,0,0,0,12,0,7887,0,0,0,0,0,0,0,0,0,13959,138,0,0,12170,54911,7170,42741,11402
CE,14770,MORAÚJO,0,0,0,3246,0,2017,5,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,2571,19,0,0,1264,6320,513,5056,1400
CE,14796,MORRINHOS,0,0,0,5431,0,7126,13,0,0,0,1,0,1916,0,0,0,0,0,0,0,0,0,4845,70,0,0,1812,13280,783,11468,2751
CE,14818,MUCAMBO,0,0,0,4474,0,4468,3,0,0,0,2,0,2106,0,0,0,0,0,0,0,0,0,2413,13,0,0,3626,11875,794,8249,2225
CE,14834,MULUNGU,0,0,0,2793,0,4306,4,0,0,0,2,0,373,0,0,0,0,0,0,0,0,0,2188,20,0,0,1745,7876,781,6131,1795
CE,14850,NOVA OLINDA,0,0,0,2596,0,5592,11,0,0,0,4,0,389,0,0,0,0,0,0,0,0,0,4141,15,0,0,2478,10936,1701,8458,2467
CE,14877,NOVA RUSSAS,0,0,0,8301,0,8953,22,0,0,0,5,0,1240,0,0,0,0,0,0,0,0,0,5122,80,0,0,5963,22525,3724,16562,5677
CE,14893,NOVO ORIENTE,0,0,0,9555,0,5390,13,0,0,0,5,0,549,0,0,0,0,0,0,0,0,0,6032,30,0,0,6635,21189,2820,14554,4714
CE,14915,ORÓS,0,0,0,5790,0,8552,13,0,0,0,2,0,575,0,0,0,0,0,0,0,0,0,5671,46,0,0,4317,17748,2288,13431,3925
CE,14931,PACAJUS,0,0,0,19305,0,22426,82,0,0,0,15,0,2007,0,0,0,0,0,0,0,0,0,9930,277,0,0,6084,40180,6145,34096,8005
CE,14958,PACATUBA,0,0,0,15629,0,21391,95,0,0,0,17,0,2716,0,0,0,0,0,0,0,0,0,15752,233,0,0,6491,40543,4600,34052,7671
CE,14974,PACOTI,0,0,0,1749,0,5625,13,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,5464,20,0,0,1636,9694,841,8058,1892
CE,14990,PACUJÁ,0,0,0,2092,0,3030,4,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,1280,6,0,0,745,4917,619,4172,1191
CE,15016,PALHANO,0,0,0,3043,0,2890,20,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,4130,201,0,0,906,7296,810,6390,1337
CE,15032,PALMÁCIA,0,0,0,3467,0,4373,13,0,0,0,1,0,324,0,0,0,0,0,0,0,0,0,2067,31,0,0,1093,7451,670,6358,1770
CE,15059,PARACURU,0,0,0,13758,0,6313,76,0,0,0,8,0,767,0,0,0,0,0,0,0,0,0,10462,258,0,0,4699,24424,2943,19725,4865
CE,15075,PARAMBU,0,0,0,11679,0,13032,16,0,0,0,6,0,2664,0,0,0,0,0,0,0,0,0,4856,20,0,0,6869,26784,2224,19915,5333
CE,15091,PARAMOTI,0,0,0,3537,0,4353,2,0,0,0,2,0,1540,0,0,0,0,0,0,0,0,0,3427,17,0,0,1993,9654,635,7661,1809
CE,15113,PEDRA BRANCA,0,0,0,8736,0,16409,11,0,0,0,5,0,766,0,0,0,0,0,0,0,0,0,10393,54,0,0,10801,34032,3247,23231,6841
CE,15130,PENAFORTE,0,0,0,2814,0,2721,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,1588,3,0,0,621,5645,690,5024,1105
CE,15156,PENTECOSTE,0,0,0,13779,0,9455,60,0,0,0,1,0,3422,0,0,0,0,0,0,0,0,0,12408,109,0,0,4965,28685,2514,23720,5692
CE,15172,PEREIRO,0,0,0,4837,0,5528,12,0,0,0,3,0,1287,0,0,0,0,0,0,0,0,0,2954,13,0,0,3887,13234,1350,9347,2710
CE,15199,PIQUET CARNEIRO,0,0,0,2340,0,5647,8,0,0,0,2,0,99,0,0,0,0,0,0,0,0,0,4488,28,0,0,1639,9932,1594,8293,2380
CE,15210,PORANGA,0,0,0,2749,0,4084,4,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,2416,7,0,0,2825,9308,429,6483,2394
CE,15237,PORTEIRAS,0,0,0,3623,0,7699,3,0,0,0,1,0,130,0,0,0,0,0,0,0,0,0,4711,11,0,0,3077,12775,634,9698,2584
CE,15253,POTENGI,0,0,0,3157,0,3787,7,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,1019,0,0,0,1831,7274,1120,5443,1657
CE,15270,QUIXADÁ,0,0,0,19165,0,22220,67,0,0,0,7,0,5823,0,0,0,0,0,0,0,0,0,18215,475,0,0,11338,53401,7779,42063,10375
CE,15296,QUIXERAMOBIM,0,0,0,18353,0,30897,33,0,0,0,4,0,1203,0,0,0,0,0,0,0,0,0,17055,277,0,0,11052,51127,3419,40075,8909
CE,15318,QUIXERÉ,0,0,0,6400,0,7561,1041,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,3266,49,0,0,2718,15376,2610,12658,3100
CE,15334,REDENÇÃO,0,0,0,11213,0,8922,30,0,0,0,4,0,1314,0,0,0,0,0,0,0,0,0,7488,38,0,0,4477,22569,2427,18092,4748
CE,15350,RERIUTABA,0,0,0,5630,0,5716,17,0,0,0,2,0,1484,0,0,0,0,0,0,0,0,0,3730,37,0,0,4801,15580,1737,10779,3205
CE,15377,RUSSAS,0,0,0,19530,0,23013,308,0,0,0,9,0,1850,0,0,0,0,0,0,0,0,0,16637,145,0,0,8241,47492,8028,39251,8982
CE,15393,SABOEIRO,0,0,0,2059,0,6403,8,0,0,0,2,0,408,0,0,0,0,0,0,0,0,0,5306,28,0,0,3384,12652,976,9268,3346
CE,15415,SANTANA DO ACARAÚ,0,0,0,11002,0,11849,32,0,0,0,2,0,1625,0,0,0,0,0,0,0,0,0,5416,61,0,0,3381,22252,3375,18871,4380
CE,15431,SANTANA DO CARIRI,0,0,0,3943,0,6425,25,0,0,0,1,0,961,0,0,0,0,0,0,0,0,0,3179,42,0,0,3753,13142,1159,9389,3043
CE,15440,SALITRE,0,0,0,5556,0,5421,2,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,1791,4,0,0,2745,11409,1035,8664,2552
CE,15458,SANTA QUITÉRIA,0,0,0,12917,0,14265,47,0,0,0,6,0,4372,0,0,0,0,0,0,0,0,0,8256,45,0,0,9000,33725,3594,24725,5948
CE,15474,SÃO BENEDITO,0,0,0,15343,0,12055,32,0,0,0,7,0,2282,0,0,0,0,0,0,0,0,0,8087,228,0,0,11611,36230,4666,24619,6538
CE,15490,SÃO GONÇALO DO AMARANTE,0,0,0,10554,0,14080,48,0,0,0,12,0,6436,0,0,0,0,0,0,0,0,0,13805,144,0,0,6018,33527,3134,27509,6805
CE,15512,SÃO JOÃO DO JAGUARIBE,0,0,0,2528,0,3097,155,0,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,1814,30,0,0,1357,7319,1241,5962,1507
CE,15539,SÃO LUÍS DO CURU,0,0,0,3140,0,5121,7,0,0,0,2,0,932,0,0,0,0,0,0,0,0,0,4219,26,0,0,1472,10414,1840,8942,2597
CE,15555,SENADOR POMPEU,0,0,0,7961,0,8638,18,0,0,0,1,0,880,0,0,0,0,0,0,0,0,0,5784,1682,0,0,4629,20628,2425,15999,4609
CE,15571,SENADOR SÁ,0,0,0,1509,0,2725,2,0,0,0,2,0,580,0,0,0,0,0,0,0,0,0,1957,7,0,0,527,4641,404,4114,1042
CE,15598,SOBRAL,0,0,0,61888,0,62990,212,0,0,0,47,0,5982,0,0,0,0,0,0,0,0,0,19627,659,0,0,20083,124035,31505,103952,24994
CE,15610,SOLONÓPOLE,0,0,0,4864,0,6085,21,0,0,0,1,0,680,0,0,0,0,0,0,0,0,0,4971,132,0,0,3781,14195,1145,10414,2929
CE,15636,TABULEIRO DO NORTE,0,0,0,10449,0,9986,2293,0,0,0,3,0,2018,0,0,0,0,0,0,0,0,0,3744,89,0,0,4433,23006,4423,18573,4141
CE,15652,TAMBORIL,0,0,0,7869,0,8121,14,0,0,0,0,0,2583,0,0,0,0,0,0,0,0,0,4918,64,0,0,4847,19808,2126,14961,4227
CE,15679,TAUÁ,0,0,0,18395,0,18966,34,0,0,0,11,0,4364,0,0,0,0,0,0,0,0,0,10574,116,0,0,9743,42363,3955,32620,8825
CE,15695,TIANGUÁ,0,0,0,18115,0,22801,34,0,0,0,10,0,5848,0,0,0,0,0,0,0,0,0,8045,153,0,0,9356,45967,8446,36611,9770
CE,15717,TRAIRI,0,0,0,14271,0,14544,22,0,0,0,8,0,6075,0,0,0,0,0,0,0,0,0,11581,112,0,0,8455,37430,4140,28975,7197
CE,15733,UBAJARA,0,0,0,8852,0,8704,25,0,0,0,8,0,2251,0,0,0,0,0,0,0,0,0,5838,30,0,0,5688,23308,4711,17620,4821
CE,15750,UMARI,0,0,0,2271,0,3111,3,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,1497,28,0,0,973,5635,654,4662,1612
CE,15776,URUBURETAMA,0,0,0,7007,0,5927,16,0,0,0,14,0,1205,0,0,0,0,0,0,0,0,0,5205,61,0,0,1933,15310,2511,13377,4808
CE,15792,URUOCA,0,0,0,4133,0,5573,24,0,0,0,5,0,482,0,0,0,0,0,0,0,0,0,2903,237,0,0,2318,10495,849,8177,2148
CE,15814,VÁRZEA ALEGRE,0,0,0,6921,0,13909,443,0,0,0,2,0,2303,0,0,0,0,0,0,0,0,0,10027,152,0,0,6500,29315,4825,22815,7048
CE,15830,VIÇOSA DO CEARÁ,0,0,0,11710,0,24125,8,0,0,0,136,0,834,0,0,0,0,0,0,0,0,0,14421,44,0,0,9081,40276,2886,31195,8226
CE,15857,MARACANAÚ,0,0,0,62913,0,66022,521,0,0,0,96,0,11075,0,0,0,0,0,0,0,0,0,42293,1565,0,0,20353,135489,19008,115136,26779
CE,15873,AMONTADA,0,0,0,13498,0,7582,17,0,0,0,18,0,5724,0,0,0,0,0,0,0,0,0,8342,545,0,0,6641,29019,2712,22378,6318
CE,15881,CROATÁ,0,0,0,3414,0,7110,4,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,4073,7,0,0,4835,13909,878,9074,2407
CE,15890,CRUZ,0,0,0,4430,0,9904,11,0,0,0,2,0,2492,0,0,0,0,0,0,0,0,0,5083,24,0,0,5254,18664,1553,13410,3321
CE,15911,FORQUILHA,0,0,0,5813,0,7843,14,0,0,0,3,0,575,0,0,0,0,0,0,0,0,0,4465,25,0,0,3251,16167,3573,12916,3521
CE,15920,IBICUITINGA,0,0,0,3829,0,3734,23,0,0,0,3,0,2315,0,0,0,0,0,0,0,0,0,3238,31,0,0,1204,9906,2072,8702,2159
CE,15938,ICAPUÍ,0,0,0,5517,0,7324,15,0,0,0,3,0,702,0,0,0,0,0,0,0,0,0,4413,426,0,0,2788,14962,3273,12174,2675
CE,15954,ITAREMA,0,0,0,11506,0,7595,12,0,0,0,3,0,898,0,0,0,0,0,0,0,0,0,11776,28,0,0,6974,26325,1998,19351,4886
CE,15970,MILHÃ,0,0,0,5417,0,5183,3,0,0,0,3,0,991,0,0,0,0,0,0,0,0,0,1822,26,0,0,2588,10873,1020,8285,2105
CE,15989,DEPUTADO IRAPUAN PINHEIRO,0,0,0,1533,0,1476,16,0,0,0,1,0,2507,0,0,0,0,0,0,0,0,0,2897,21,0,0,1035,6348,711,5313,1464
CE,15997,PARAIPABA,0,0,0,11286,0,4947,34,0,0,0,3,0,1448,0,0,0,0,0,0,0,0,0,10579,298,0,0,3560,20996,2352,17436,3925
CE,98531,QUIXELÔ,0,0,0,4354,0,6102,14,0,0,0,1,0,121,0,0,0,0,0,0,0,0,0,3595,685,0,0,1659,11854,2563,10195,2955
CE,98558,UMIRIM,0,0,0,5133,0,5230,9,0,0,0,4,0,3405,0,0,0,0,0,0,0,0,0,4770,16,0,0,3211,14305,931,11094,2690
CE,98574,VARJOTA,0,0,0,6085,0,6338,12,0,0,0,1,0,1183,0,0,0,0,0,0,0,0,0,2612,15,0,0,3649,13865,1784,10216,2402
DF,97012,BRASÍLIA,0,0,833480,0,0,0,3804,4104,6013,0,0,0,0,511517,0,0,0,0,0,0,738575,100980,0,37773,0,0,283177,1833942,230145,1550765,635139
ES,56006,SÃO DOMINGOS DO NORTE,0,0,0,0,0,4622,0,0,0,0,0,2823,0,0,0,0,0,0,0,0,0,0,1150,1055,0,0,1114,6898,1036,5784,882
ES,56014,AFONSO CLÁUDIO,0,0,0,0,0,14909,0,0,0,0,0,12406,0,0,0,0,0,0,0,0,0,0,3152,1504,0,0,5491,24771,3181,19280,3408
ES,56022,ÁGUA DOCE DO NORTE,0,0,0,0,0,5855,0,0,0,0,0,5567,0,0,0,0,0,0,0,0,0,0,605,584,0,0,2546,9942,839,7396,1342
ES,56030,ALEGRE,0,0,0,0,0,14393,0,0,0,0,0,12065,0,0,0,0,0,0,0,0,0,0,3001,1985,0,0,5742,24898,3380,19156,3488
