SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PB,19313,BANANEIRAS,0,0,0,0,0,9914,0,0,0,0,89,0,0,4511,0,0,0,0,0,0,0,0,5365,39,0,0,4241,17021,2575,12780,3067
PB,19321,ASSUNÇÃO,0,0,0,0,0,2326,0,0,0,0,73,0,0,532,0,0,0,0,0,0,0,0,1327,1,0,0,481,3124,394,2643,633
PB,19330,BARRA DE SANTA ROSA,0,0,0,0,0,6714,0,0,0,0,64,0,0,2986,0,0,0,0,0,0,0,0,3231,26,0,0,2283,10336,955,8053,2130
PB,19348,ZABELÊ,0,0,0,0,0,788,0,0,0,0,1,0,0,590,0,0,0,0,0,0,0,0,732,1,0,0,237,1758,445,1521,485
PB,19356,BARRA DE SÃO MIGUEL,0,0,0,0,0,4274,0,0,0,0,28,0,0,606,0,0,0,0,0,0,0,0,1068,4,0,0,476,4289,805,3813,841
PB,19364,CACIMBAS,0,0,0,0,0,3022,0,0,0,0,4,0,0,1002,0,0,0,0,0,0,0,0,1258,1,0,0,976,4476,600,3500,1113
PB,19372,BAYEUX,0,0,0,0,0,40722,0,0,0,0,1745,0,0,17141,0,0,0,0,0,0,0,0,24373,693,0,0,11046,68758,15419,57712,15331
PB,19380,CAJAZEIRINHAS,0,0,0,0,0,3179,0,0,0,0,6,0,0,261,0,0,0,0,0,0,0,0,1297,7,0,0,548,3372,239,2824,659
PB,19399,BELÉM,0,0,0,0,0,9717,0,0,0,0,530,0,0,2415,0,0,0,0,0,0,0,0,3668,11,0,0,2975,13187,1899,10212,2184
PB,19402,SÃO BENTINHO,0,0,0,0,0,2352,0,0,0,0,11,0,0,432,0,0,0,0,0,0,0,0,1345,3,0,0,666,3194,307,2528,606
PB,19410,BELÉM DO BREJO DO CRUZ,0,0,0,0,0,3242,0,0,0,0,9,0,0,1576,0,0,0,0,0,0,0,0,1792,2,0,0,953,5188,935,4235,914
PB,19429,SÃO DOMINGOS DE POMBAL,0,0,0,0,0,2624,0,0,0,0,4,0,0,552,0,0,0,0,0,0,0,0,703,2,0,0,513,2853,274,2340,521
PB,19437,BOA VENTURA,0,0,0,0,0,3471,0,0,0,0,31,0,0,627,0,0,0,0,0,0,0,0,1710,7,0,0,1409,5080,456,3671,1040
PB,19445,SÃO JOSÉ DE PRINCESA,0,0,0,0,0,3448,0,0,0,0,8,0,0,340,0,0,0,0,0,0,0,0,519,1,0,0,915,3519,205,2604,687
PB,19453,BOM JESUS,0,0,0,0,0,1123,0,0,0,0,10,0,0,1005,0,0,0,0,0,0,0,0,726,5,0,0,384,2302,461,1918,506
PB,19461,MARIZÓPOLIS,0,0,0,0,0,2778,0,0,0,0,22,0,0,817,0,0,0,0,0,0,0,0,2864,11,0,0,606,4661,729,4055,889
PB,19470,BOM SUCESSO,0,0,0,0,0,2848,0,0,0,0,4,0,0,556,0,0,0,0,0,0,0,0,1987,1,0,0,678,3951,455,3273,695
PB,19488,MATO GROSSO,0,0,0,0,0,652,0,0,0,0,1,0,0,1033,0,0,0,0,0,0,0,0,1066,0,0,0,404,1966,76,1562,296
PB,19496,BONITO DE SANTA FÉ,0,0,0,0,0,5850,0,0,0,0,41,0,0,1554,0,0,0,0,0,0,0,0,1850,6,0,0,2104,7702,488,5598,1407
PB,19500,BERNARDINO BATISTA,0,0,0,0,0,1376,0,0,0,0,14,0,0,150,0,0,0,0,0,0,0,0,1101,8,0,0,504,2171,165,1667,520
PB,19518,BOQUEIRÃO,0,0,0,0,0,7025,0,0,0,0,1639,0,0,2863,0,0,0,0,0,0,0,0,5156,20,0,0,1257,11833,1803,10576,2646
PB,19526,POÇO DE JOSÉ DE MOURA,0,0,0,0,0,1849,0,0,0,0,23,0,0,939,0,0,0,0,0,0,0,0,1831,2,0,0,587,3517,368,2930,848
PB,19534,IGARACY,0,0,0,0,0,2941,0,0,0,0,65,0,0,974,0,0,0,0,0,0,0,0,2115,7,0,0,1564,5452,477,3888,1197
PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,0,0,0,0,0,1651,0,0,0,0,7,0,0,288,0,0,0,0,0,0,0,0,324,0,0,0,269,1624,204,1355,236
PB,19550,BORBOREMA,0,0,0,0,0,2846,0,0,0,0,30,0,0,939,0,0,0,0,0,0,0,0,1087,10,0,0,1173,4396,704,3223,830
PB,19569,SANTA INÊS,0,0,0,0,0,2306,0,0,0,0,14,0,0,298,0,0,0,0,0,0,0,0,1649,3,0,0,876,3639,301,2763,955
PB,19577,BREJO DO CRUZ,0,0,0,0,0,5049,0,0,0,0,42,0,0,2153,0,0,0,0,0,0,0,0,3985,3,0,0,1666,8935,1550,7269,1756
PB,19585,AMPARO,0,0,0,0,0,1440,0,0,0,0,9,0,0,266,0,0,0,0,0,0,0,0,1148,0,0,0,244,1987,248,1743,375
PB,19593,BREJO DOS SANTOS,0,0,0,0,0,3527,0,0,0,0,6,0,0,1341,0,0,0,0,0,0,0,0,1813,3,0,0,666,4813,809,4147,795
PB,19607,CASSERENGUE,0,0,0,0,0,2460,0,0,0,0,11,0,0,1985,0,0,0,0,0,0,0,0,2025,12,0,0,1507,5546,662,4039,923
PB,19615,CAAPORÃ,0,0,0,0,0,8901,0,0,0,0,84,0,0,4452,0,0,0,0,0,0,0,0,4976,30,0,0,3220,16048,4692,12828,2521
PB,19623,GADO BRAVO,0,0,0,0,0,4252,0,0,0,0,33,0,0,1684,0,0,0,0,0,0,0,0,2128,16,0,0,891,6157,987,5266,1432
PB,19631,CABACEIRAS,0,0,0,0,0,2892,0,0,0,0,66,0,0,1196,0,0,0,0,0,0,0,0,1483,15,0,0,470,4084,675,3614,901
PB,19640,POÇO DANTAS,0,0,0,0,0,3375,0,0,0,0,28,0,0,160,0,0,0,0,0,0,0,0,334,5,0,0,867,3375,560,2508,554
PB,19658,CABEDELO,0,0,0,0,0,24604,0,0,0,0,1394,0,0,6637,0,0,0,0,0,0,0,0,9147,384,0,0,2599,31071,8021,28472,6757
PB,19666,SANTARÉM,0,0,0,0,0,1387,0,0,0,0,345,0,0,334,0,0,0,0,0,0,0,0,1153,0,0,0,498,2423,179,1925,452
PB,19674,CACHOEIRA DOS ÍNDIOS,0,0,0,0,0,3692,0,0,0,0,43,0,0,1891,0,0,0,0,0,0,0,0,2579,0,0,0,1177,6575,1066,5398,1525
PB,19682,TENÓRIO,0,0,0,0,0,1277,0,0,0,0,18,0,0,721,0,0,0,0,0,0,0,0,873,2,0,0,435,2336,411,1901,500
PB,19690,CACIMBA DE AREIA,0,0,0,0,0,2295,0,0,0,0,40,0,0,686,0,0,0,0,0,0,0,0,927,12,0,0,546,2995,362,2449,576
PB,19704,COXIXOLA,0,0,0,0,0,716,0,0,0,0,9,0,0,415,0,0,0,0,0,0,0,0,744,0,0,0,200,1532,438,1332,342
PB,19712,CACIMBA DE DENTRO,0,0,0,0,0,9332,0,0,0,0,36,0,0,3126,0,0,0,0,0,0,0,0,3509,13,0,0,2620,12288,914,9668,2406
PB,19720,PARARI,0,0,0,0,0,737,0,0,0,0,14,0,0,723,0,0,0,0,0,0,0,0,906,1,0,0,152,1623,197,1471,364
PB,19739,CAIÇARA,0,0,0,0,0,4681,0,0,0,0,17,0,0,1521,0,0,0,0,0,0,0,0,1787,6,0,0,789,5527,446,4738,1018
PB,19747,PEDRO RÉGIS,0,0,0,0,0,2378,0,0,0,0,17,0,0,1049,0,0,0,0,0,0,0,0,1355,4,0,0,1078,4286,792,3208,821
PB,19755,CAJAZEIRAS,0,0,0,0,0,22582,0,0,0,0,390,0,0,13157,0,0,0,0,0,0,0,0,16061,101,0,0,9472,42691,7145,33219,7002
PB,19763,ALCANTIL,0,0,0,0,0,3249,0,0,0,0,18,0,0,864,0,0,0,0,0,0,0,0,1454,11,0,0,617,4171,682,3554,830
PB,19771,CALDAS BRANDÃO,0,0,0,0,0,3202,0,0,0,0,13,0,0,1461,0,0,0,0,0,0,0,0,1736,3,0,0,872,4753,601,3881,746
PB,19780,BARRA DE SANTANA,0,0,0,0,0,4011,0,0,0,0,204,0,0,1985,0,0,0,0,0,0,0,0,2622,13,0,0,1341,7079,1081,5738,1560
PB,19798,CAMALAÚ,0,0,0,0,0,2321,0,0,0,0,22,0,0,1577,0,0,0,0,0,0,0,0,1827,2,0,0,923,4746,928,3823,969
PB,19801,CATURITÉ,0,0,0,0,0,2892,0,0,0,0,92,0,0,734,0,0,0,0,0,0,0,0,1766,16,0,0,543,4017,585,3474,863
PB,19810,CAMPINA GRANDE,0,0,0,0,0,129015,0,0,0,0,6833,0,0,99463,0,0,0,0,0,0,0,0,145038,1625,0,0,38995,276480,35804,237485,57192
PB,19828,RIACHO DE SANTO ANTÔNIO,0,0,0,0,0,1278,0,0,0,0,27,0,0,199,0,0,0,0,0,0,0,0,810,5,0,0,126,1532,217,1406,276
PB,19836,CARRAPATEIRA,0,0,0,0,0,1882,0,0,0,0,6,0,0,162,0,0,0,0,0,0,0,0,494,0,0,0,421,2005,179,1584,445
PB,19844,APARECIDA,0,0,0,0,0,3307,0,0,0,0,98,0,0,1584,0,0,0,0,0,0,0,0,2051,7,0,0,1076,6052,1682,4976,1223
PB,19852,CATINGUEIRA,0,0,0,0,0,2432,0,0,0,0,21,0,0,710,0,0,0,0,0,0,0,0,1723,9,0,0,827,3908,419,3081,848
PB,19860,SÃO FRANCISCO,0,0,0,0,0,1699,0,0,0,0,14,0,0,1151,0,0,0,0,0,0,0,0,1462,5,0,0,384,3150,581,2766,620
PB,19879,CATOLÉ DO ROCHA,0,0,0,0,0,12456,0,0,0,0,214,0,0,6529,0,0,0,0,0,0,0,0,8425,22,0,0,3625,20769,3508,17144,3134
PB,19887,VIEIRÓPOLIS,0,0,0,0,0,4232,0,0,0,0,20,0,0,215,0,0,0,0,0,0,0,0,1766,4,0,0,911,4724,518,3813,871
PB,19895,CONCEIÇÃO,0,0,0,0,0,8100,0,0,0,0,70,0,0,3891,0,0,0,0,0,0,0,0,4761,9,0,0,3012,13602,1406,10590,2943
PB,19909,AREIA DE BARAÚNAS,0,0,0,0,0,951,0,0,0,0,3,0,0,642,0,0,0,0,0,0,0,0,778,4,0,0,342,1801,191,1459,349
PB,19917,CONDADO,0,0,0,0,0,3545,0,0,0,0,28,0,0,1527,0,0,0,0,0,0,0,0,1790,6,0,0,878,5209,609,4331,1157
PB,19925,ALGODÃO DE JANDAÍRA,0,0,0,0,0,1988,0,0,0,0,22,0,0,278,0,0,0,0,0,0,0,0,637,4,0,0,439,2374,386,1935,555
PB,19933,CONDE,0,0,0,0,0,10428,0,0,0,0,219,0,0,3195,0,0,0,0,0,0,0,0,4207,66,0,0,1588,13554,2918,11966,2899
PB,19941,BOA VISTA,0,0,0,0,0,3200,0,0,0,0,735,0,0,754,0,0,0,0,0,0,0,0,2095,21,0,0,496,5005,1117,4509,1096
PB,19950,CONGO,0,0,0,0,0,3083,0,0,0,0,16,0,0,1030,0,0,0,0,0,0,0,0,1321,0,0,0,817,4168,565,3351,687
PB,19968,MARCAÇÃO,0,0,0,0,0,2588,0,0,0,0,18,0,0,1740,0,0,0,0,0,0,0,0,1987,5,0,0,1168,5456,1192,4288,1046
PB,19976,COREMAS,0,0,0,0,0,8330,0,0,0,0,51,0,0,2135,0,0,0,0,0,0,0,0,4222,36,0,0,2984,11790,893,8806,1945
PB,19984,MATURÉIA,0,0,0,0,0,3572,0,0,0,0,13,0,0,1185,0,0,0,0,0,0,0,0,1450,4,0,0,985,4751,459,3766,849
PB,19992,CRUZ DO ESPÍRITO SANTO,0,0,0,0,0,9185,0,0,0,0,264,0,0,3404,0,0,0,0,0,0,0,0,4428,29,0,0,2165,13182,2208,11017,2516
PB,20001,SANTA CECÍLIA,0,0,0,0,0,2327,0,0,0,0,5,0,0,2341,0,0,0,0,0,0,0,0,2510,0,0,0,1443,5812,675,4369,880
PB,20010,CUBATI,0,0,0,0,0,4978,0,0,0,0,53,0,0,809,0,0,0,0,0,0,0,0,2114,21,0,0,588,5550,740,4962,1209
PB,20036,CUITÉ,0,0,0,0,0,10837,0,0,0,0,138,0,0,3588,0,0,0,0,0,0,0,0,4275,32,0,0,3915,15786,1901,11871,2971
PB,20052,CUITEGI,0,0,0,0,0,2385,0,0,0,0,68,0,0,1269,0,0,0,0,0,0,0,0,2060,9,0,0,1425,5451,1215,4026,1046
PB,20079,CURRAL VELHO,0,0,0,0,0,1138,0,0,0,0,1,0,0,106,0,0,0,0,0,0,0,0,1012,44,0,0,573,2067,176,1494,511
PB,20095,DESTERRO,0,0,0,0,0,3879,0,0,0,0,28,0,0,1866,0,0,0,0,0,0,0,0,2233,3,0,0,1635,6591,717,4956,1186
PB,20117,VISTA SERRANA,0,0,0,0,0,2598,0,0,0,0,12,0,0,45,0,0,0,0,0,0,0,0,653,2,0,0,564,2615,253,2051,539
PB,20133,DIAMANTE,0,0,0,0,0,3615,0,0,0,0,13,0,0,1225,0,0,0,0,0,0,0,0,1524,2,0,0,1497,5473,570,3976,1003
PB,20150,DONA INÊS,0,0,0,0,0,5009,0,0,0,0,19,0,0,3081,0,0,0,0,0,0,0,0,3316,3,0,0,2058,8778,550,6720,1462
PB,20176,DUAS ESTRADAS,0,0,0,0,0,2707,0,0,0,0,18,0,0,604,0,0,0,0,0,0,0,0,771,2,0,0,517,3064,404,2547,588
PB,20192,EMAS,0,0,0,0,0,2479,0,0,0,0,63,0,0,252,0,0,0,0,0,0,0,0,1081,4,0,0,388,2687,185,2299,534
PB,20214,ESPERANÇA,0,0,0,0,0,11298,0,0,0,0,346,0,0,6277,0,0,0,0,0,0,0,0,8418,55,0,0,5596,23831,4835,18235,5241
PB,20230,FAGUNDES,0,0,0,0,0,6658,0,0,0,0,66,0,0,2350,0,0,0,0,0,0,0,0,2730,11,0,0,1457,8781,788,7324,2045
PB,20257,FREI MARTINHO,0,0,0,0,0,2180,0,0,0,0,4,0,0,685,0,0,0,0,0,0,0,0,736,2,0,0,446,2629,248,2183,511
PB,20273,GUARABIRA,0,0,0,0,0,24573,0,0,0,0,545,0,0,10407,0,0,0,0,0,0,0,0,13243,112,0,0,6887,37985,7454,31098,5862
PB,20290,GURINHÉM,0,0,0,0,0,6824,0,0,0,0,36,0,0,2361,0,0,0,0,0,0,0,0,3413,16,0,0,2713,11098,2219,8385,1901
PB,20311,GURJÃO,0,0,0,0,0,2305,0,0,0,0,37,0,0,343,0,0,0,0,0,0,0,0,1146,5,0,0,464,2802,259,2338,581
PB,20338,IBIARA,0,0,0,0,0,3406,0,0,0,0,23,0,0,1176,0,0,0,0,0,0,0,0,1238,1,0,0,840,4686,758,3846,1090
PB,20354,IMACULADA,0,0,0,0,0,4195,0,0,0,0,14,0,0,2369,0,0,0,0,0,0,0,0,2532,15,0,0,2429,8203,796,5774,1627
PB,20370,INGÁ,0,0,0,0,0,7150,0,0,0,0,80,0,0,3953,0,0,0,0,0,0,0,0,5181,7,0,0,1998,12493,2022,10495,2597
PB,20397,ITABAIANA,0,0,0,0,0,15622,0,0,0,0,190,0,0,2577,0,0,0,0,0,0,0,0,4131,57,0,0,3249,19162,5195,15913,4054
PB,20419,ITAPORANGA,0,0,0,0,0,10880,0,0,0,0,186,0,0,3939,0,0,0,0,0,0,0,0,5444,13,0,0,4084,16647,1867,12563,2797
PB,20435,ITAPOROROCA,0,0,0,0,0,8371,0,0,0,0,29,0,0,2609,0,0,0,0,0,0,0,0,2916,13,0,0,2505,11848,2534,9343,2214
PB,20451,ITATUBA,0,0,0,0,0,5349,0,0,0,0,41,0,0,2104,0,0,0,0,0,0,0,0,2510,19,0,0,941,7228,1052,6287,1499
PB,20478,JACARAÚ,0,0,0,0,0,8300,0,0,0,0,61,0,0,1433,0,0,0,0,0,0,0,0,3762,35,0,0,2934,11764,1727,8830,2342
PB,20494,JERICÓ,0,0,0,0,0,2898,0,0,0,0,32,0,0,1390,0,0,0,0,0,0,0,0,2847,4,0,0,1022,5765,1222,4743,1093
PB,20516,JOÃO PESSOA,0,0,0,0,0,303413,0,0,0,0,25001,0,0,101488,0,0,0,0,0,0,0,0,158335,10704,0,0,65902,467251,91994,401349,111763
PB,20532,JUAREZ TÁVORA,0,0,0,0,0,2807,0,0,0,0,308,0,0,1698,0,0,0,0,0,0,0,0,2630,18,0,0,1279,6375,1409,5096,1322
PB,20559,JUAZEIRINHO,0,0,0,0,0,8558,0,0,0,0,129,0,0,2238,0,0,0,0,0,0,0,0,4011,32,0,0,2036,11790,2030,9754,2510
PB,20575,JUNCO DO SERIDÓ,0,0,0,0,0,3574,0,0,0,0,97,0,0,821,0,0,0,0,0,0,0,0,1620,10,0,0,841,4945,979,4104,1107
PB,20591,JURIPIRANGA,0,0,0,0,0,5329,0,0,0,0,18,0,0,2696,0,0,0,0,0,0,0,0,2979,8,0,0,1440,8283,1096,6843,1560
PB,20613,JURU,0,0,0,0,0,3991,0,0,0,0,29,0,0,1956,0,0,0,0,0,0,0,0,2273,19,0,0,1536,7056,943,5520,1829
PB,20630,LAGOA,0,0,0,0,0,2761,0,0,0,0,7,0,0,518,0,0,0,0,0,0,0,0,2050,1,0,0,651,3994,609,3343,740
PB,20656,LAGOA DE DENTRO,0,0,0,0,0,3526,0,0,0,0,85,0,0,1379,0,0,0,0,0,0,0,0,1682,13,0,0,993,5453,1175,4460,1060
PB,20672,LAGOA SECA,0,0,0,0,0,8769,0,0,0,0,152,0,0,5986,0,0,0,0,0,0,0,0,8462,52,0,0,2769,18303,3796,15534,3851
PB,20699,LASTRO,0,0,0,0,0,2715,0,0,0,0,6,0,0,107,0,0,0,0,0,0,0,0,1453,2,0,0,320,2865,223,2545,584
PB,20710,LIVRAMENTO,0,0,0,0,0,3422,0,0,0,0,29,0,0,1333,0,0,0,0,0,0,0,0,1759,5,0,0,1200,5480,851,4280,1161
PB,20737,LUCENA,0,0,0,0,0,6449,0,0,0,0,152,0,0,1846,0,0,0,0,0,0,0,0,2652,25,0,0,1978,9510,2105,7532,1835
PB,20753,MÃE D'ÁGUA,0,0,0,0,0,3194,0,0,0,0,14,0,0,193,0,0,0,0,0,0,0,0,1184,2,0,0,641,3347,246,2706,579
PB,20770,MALTA,0,0,0,0,0,2740,0,0,0,0,72,0,0,864,0,0,0,0,0,0,0,0,1452,12,0,0,830,4229,755,3399,903
PB,20796,MAMANGUAPE,0,0,0,0,0,19150,0,0,0,0,281,0,0,6811,0,0,0,0,0,0,0,0,9813,65,0,0,6726,30454,5907,23728,5429
PB,20818,MANAÍRA,0,0,0,0,0,3180,0,0,0,0,369,0,0,1993,0,0,0,0,0,0,0,0,4094,1,0,0,2438,8577,591,6139,2050
PB,20834,MARI,0,0,0,0,0,8878,0,0,0,0,1036,0,0,2318,0,0,0,0,0,0,0,0,7031,28,0,0,3501,15805,2224,12304,3093
PB,20850,MASSARANDUBA,0,0,0,0,0,5035,0,0,0,0,73,0,0,2867,0,0,0,0,0,0,0,0,3485,14,0,0,1343,8982,1686,7639,2118
PB,20877,MATARACA,0,0,0,0,0,2984,0,0,0,0,18,0,0,2172,0,0,0,0,0,0,0,0,2403,4,0,0,814,5597,997,4783,988
PB,20893,MOGEIRO,0,0,0,0,0,7607,0,0,0,0,3,0,0,2384,0,0,0,0,0,0,0,0,2694,5,0,0,2889,10646,1280,7757,1541
PB,20915,MONTADAS,0,0,0,0,0,1884,0,0,0,0,21,0,0,1274,0,0,0,0,0,0,0,0,1509,5,0,0,406,3452,568,3046,831
PB,20931,MONTE HOREBE,0,0,0,0,0,1746,0,0,0,0,13,0,0,1175,0,0,0,0,0,0,0,0,1331,4,0,0,790,3464,341,2674,738
PB,20958,MONTEIRO,0,0,0,0,0,13497,0,0,0,0,80,0,0,6183,0,0,0,0,0,0,0,0,7735,27,0,0,4701,22844,3953,18143,4811
PB,20974,MULUNGU,0,0,0,0,0,5711,0,0,0,0,82,0,0,1772,0,0,0,0,0,0,0,0,3299,15,0,0,1072,7757,1168,6685,1323
PB,20990,NATUBA,0,0,0,0,0,4131,0,0,0,0,11,0,0,1388,0,0,0,0,0,0,0,0,1590,7,0,0,1787,6707,1083,4920,1630
PB,21016,NAZAREZINHO,0,0,0,0,0,3342,0,0,0,0,22,0,0,1990,0,0,0,0,0,0,0,0,2529,2,0,0,789,5645,648,4856,1179
PB,21032,NOVA FLORESTA,0,0,0,0,0,3842,0,0,0,0,80,0,0,2533,0,0,0,0,0,0,0,0,2632,16,0,0,1382,7291,1084,5909,1631
PB,21059,NOVA OLINDA,0,0,0,0,0,2942,0,0,0,0,15,0,0,1117,0,0,0,0,0,0,0,0,1284,8,0,0,1466,5002,636,3536,1070
PB,21075,NOVA PALMEIRA,0,0,0,0,0,2265,0,0,0,0,70,0,0,538,0,0,0,0,0,0,0,0,963,8,0,0,423,3080,708,2657,762
PB,21091,OLHO D'ÁGUA,0,0,0,0,0,3518,0,0,0,0,32,0,0,1928,0,0,0,0,0,0,0,0,2313,14,0,0,1515,6333,488,4818,1343
PB,21113,OLIVEDOS,0,0,0,0,0,2273,0,0,0,0,22,0,0,625,0,0,0,0,0,0,0,0,898,5,0,0,325,2887,643,2562,658
PB,21130,OURO VELHO,0,0,0,0,0,1492,0,0,0,0,17,0,0,928,0,0,0,0,0,0,0,0,1057,1,0,0,317,2466,320,2149,483
PB,21156,PASSAGEM,0,0,0,0,0,1416,0,0,0,0,5,0,0,532,0,0,0,0,0,0,0,0,738,2,0,0,444,2057,208,1613,325
PB,21172,PATOS,0,0,0,0,0,42890,0,0,0,0,1148,0,0,16984,0,0,0,0,0,0,0,0,24453,233,0,0,13089,66463,10085,53374,10955
PB,21199,PAULISTA,0,0,0,0,0,5339,0,0,0,0,10,0,0,3368,0,0,0,0,0,0,0,0,3821,3,0,0,2078,9626,924,7548,1631
PB,21210,PEDRA BRANCA,0,0,0,0,0,2165,0,0,0,0,12,0,0,1063,0,0,0,0,0,0,0,0,1200,1,0,0,565,3208,236,2643,609
PB,21237,PEDRA LAVRADA,0,0,0,0,0,3047,0,0,0,0,53,0,0,1897,0,0,0,0,0,0,0,0,2300,30,0,0,707,5505,902,4798,1367
PB,21253,PEDRAS DE FOGO,0,0,0,0,0,16038,0,0,0,0,56,0,0,4448,0,0,0,0,0,0,0,0,5114,21,0,0,1377,17074,2476,15697,3241
PB,21270,PIANCÓ,0,0,0,0,0,5937,0,0,0,0,71,0,0,4291,0,0,0,0,0,0,0,0,5399,15,0,0,1852,11600,1141,9748,2642
PB,21296,PICUÍ,0,0,0,0,0,6893,0,0,0,0,92,0,0,5619,0,0,0,0,0,0,0,0,6048,18,0,0,2671,14258,1745,11587,2759
PB,21318,PILAR,0,0,0,0,0,5942,0,0,0,0,227,0,0,1910,0,0,0,0,0,0,0,0,2938,47,0,0,1579,8854,1643,7275,1843
PB,21334,PILÕES,0,0,0,0,0,3313,0,0,0,0,28,0,0,1812,0,0,0,0,0,0,0,0,2556,14,0,0,1591,6497,899,4906,1190
PB,21350,PILÕEZINHOS,0,0,0,0,0,2296,0,0,0,0,21,0,0,1270,0,0,0,0,0,0,0,0,1554,0,0,0,1364,4965,1187,3601,874
PB,21377,PIRPIRITUBA,0,0,0,0,0,4670,0,0,0,0,43,0,0,1824,0,0,0,0,0,0,0,0,2229,15,0,0,1804,7528,1345,5724,1322
PB,21393,PITIMBU,0,0,0,0,0,5815,0,0,0,0,41,0,0,2477,0,0,0,0,0,0,0,0,2986,11,0,0,1812,9715,2696,7903,1780
PB,21415,POCINHOS,0,0,0,0,0,6891,0,0,0,0,106,0,0,4121,0,0,0,0,0,0,0,0,4801,23,0,0,2358,12889,2441,10531,2679
PB,21431,POMBAL,0,0,0,0,0,17574,0,0,0,0,184,0,0,6552,0,0,0,0,0,0,0,0,8645,30,0,0,4732,23978,1638,19246,3869
PB,21458,PRATA,0,0,0,0,0,2236,0,0,0,0,19,0,0,961,0,0,0,0,0,0,0,0,1180,1,0,0,468,3252,560,2784,611
PB,21474,PRINCESA ISABEL,0,0,0,0,0,9166,0,0,0,0,62,0,0,3953,0,0,0,0,0,0,0,0,4618,22,0,0,3683,14927,1961,11244,2706
PB,21490,PUXINANÃ,0,0,0,0,0,6214,0,0,0,0,72,0,0,3041,0,0,0,0,0,0,0,0,4084,28,0,0,1419,10038,1792,8619,2007
PB,21512,QUEIMADAS,0,0,0,0,0,19249,0,0,0,0,250,0,0,5017,0,0,0,0,0,0,0,0,11952,48,0,0,6170,30345,5642,24175,6192
PB,21539,QUIXABA,0,0,0,0,0,1543,0,0,0,0,23,0,0,332,0,0,0,0,0,0,0,0,490,5,0,0,156,1612,183,1456,336
PB,21555,REMÍGIO,0,0,0,0,0,8069,0,0,0,0,174,0,0,1240,0,0,0,0,0,0,0,0,5522,40,0,0,3318,13088,1976,9770,2519
PB,21571,RIACHO DOS CAVALOS,0,0,0,0,0,3841,0,0,0,0,5,0,0,929,0,0,0,0,0,0,0,0,3986,5,0,0,821,6236,979,5415,1085
PB,21598,RIO TINTO,0,0,0,0,0,12069,0,0,0,0,134,0,0,3757,0,0,0,0,0,0,0,0,4837,30,0,0,4061,17845,3557,13784,3184
PB,21610,SALGADINHO,0,0,0,0,0,1404,0,0,0,0,26,0,0,840,0,0,0,0,0,0,0,0,1145,1,0,0,524,2617,317,2093,453
PB,21636,SALGADO DE SÃO FÉLIX,0,0,0,0,0,6032,0,0,0,0,38,0,0,3400,0,0,0,0,0,0,0,0,1883,8,0,0,3116,10364,1172,7248,1963
PB,21652,SANTA CRUZ,0,0,0,0,0,4881,0,0,0,0,17,0,0,991,0,0,0,0,0,0,0,0,1352,1,0,0,728,4985,491,4257,781
PB,21679,SANTA HELENA,0,0,0,0,0,3806,0,0,0,0,157,0,0,551,0,0,0,0,0,0,0,0,1654,6,0,0,1248,5154,565,3906,1073
