SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
GO,93513,ESTRELA DO NORTE,932,2,6,1,0,5,1,236,2,930,14,679,2951,38,2272,105
GO,93530,FAZENDA NOVA,1721,2,16,1,1,9,0,692,7,1491,18,1236,5479,90,4243,195
GO,93548,IPIRANGA DE GOIÁS,989,6,15,0,1,6,0,307,0,775,7,537,2792,47,2255,102
GO,93564,GAMELEIRA DE GOIÁS,788,1,15,0,0,7,0,237,1,1091,4,399,2649,26,2250,80
GO,93572,FIRMINÓPOLIS,2387,9,38,4,2,14,1,1121,8,2556,20,1461,8111,156,6650,334
GO,93580,CAMPO LIMPO DE GOIÁS,1341,4,19,1,0,12,0,464,5,2074,9,544,4770,115,4226,182
GO,93599,FLORES DE GOIÁS,2412,2,28,1,0,4,1,627,10,1479,22,1729,6671,88,4942,268
GO,93602,LAGOA SANTA,336,0,0,0,1,1,0,199,1,493,2,304,1406,13,1102,56
GO,93610,FORMOSA,15834,57,164,19,18,194,2,10787,171,22653,471,13604,68750,1976,55146,2800
GO,93637,FORMOSO,1683,0,12,2,2,7,0,335,5,1105,1,1003,4332,44,3329,133
GO,93670,GOIANÁPOLIS,2173,3,69,0,3,44,1,1336,10,3656,15,1121,8956,236,7835,289
GO,93696,GOIANDIRA,1407,2,18,1,0,10,0,417,11,1265,50,741,4287,128,3546,237
GO,93718,GOIANÉSIA,12358,13,205,10,9,103,1,6109,83,14370,148,9258,46159,1685,36901,1807
GO,93734,GOIÂNIA,142171,534,4341,416,557,3448,84,233304,5478,308948,12758,158406,932925,22871,774519,39609
GO,93750,GOIANIRA,7190,13,142,15,28,84,1,5893,66,7249,119,4435,27118,732,22683,1151
GO,93777,GOIÁS,6608,9,40,8,7,23,1,1898,44,5870,166,4640,20195,288,15555,593
GO,93793,GOIATUBA,5509,10,58,8,11,34,1,2983,41,9798,141,6047,26801,920,20754,1240
GO,93815,GUAPÓ,3462,7,47,3,2,30,2,1189,15,3826,57,1612,11067,264,9455,551
GO,93831,GUARANI DE GOIÁS,1424,0,18,0,0,2,0,202,2,1128,6,804,3762,30,2958,146
GO,93874,HEITORAÍ,1135,1,7,0,3,0,0,449,3,1068,13,719,3605,69,2886,138
GO,93890,HIDROLÂNDIA,3255,7,44,4,12,27,1,2378,49,4736,90,2280,13926,399,11646,644
GO,93912,HIDROLINA,1502,0,5,0,0,6,0,194,4,1163,9,724,3845,65,3121,173
GO,93939,IACIARA,3042,1,19,1,3,16,0,564,5,1999,3,2237,8322,128,6085,304
GO,93955,INHUMAS,8801,12,109,15,10,66,1,4979,111,14203,352,5373,37125,1260,31752,1833
GO,93971,IPAMERI,5043,14,75,6,7,23,0,2388,41,6154,104,4886,20110,490,15224,879
GO,93998,IPORÁ,7330,6,92,6,2,42,1,3103,43,7188,101,5408,24600,512,19192,766
GO,94013,ISRAELÂNDIA,1053,2,10,0,0,4,0,255,4,757,5,604,2828,32,2224,102
GO,94030,ITABERAÍ,8575,5,87,9,6,25,1,2718,46,8879,125,5796,27998,796,22202,930
GO,94072,ITAGUARU,1905,1,12,0,2,5,0,639,4,1384,11,807,5071,115,4264,186
GO,94110,ITAJÁ,961,1,7,1,1,3,0,387,12,1400,8,987,4001,70,3014,163
GO,94137,ITAPACI,4397,3,30,2,3,23,0,1538,11,4124,31,3316,14423,381,11107,564
GO,94153,ITAPIRAPUÃ,1906,0,32,1,4,2,0,633,5,2304,21,1760,7044,103,5284,273
GO,94196,ITAPURANGA,7550,6,91,3,3,23,3,2894,38,5303,101,3748,21241,663,17493,815
GO,94218,ITARUMÃ,1360,0,14,1,3,3,0,389,9,1475,20,1360,4890,68,3530,188
GO,94234,ITAUÇU,2083,3,16,2,1,7,1,1011,15,2309,29,1089,6930,155,5841,209
GO,94250,ITUMBIARA,15557,21,188,14,22,60,3,9704,205,25356,581,15000,71894,2501,56894,2682
GO,94277,IVOLÂNDIA,1165,0,6,0,1,3,1,259,0,782,4,713,3055,50,2342,71
GO,94293,JANDAIA,1837,1,24,5,1,7,0,733,6,1929,23,1136,6071,117,4935,252
GO,94315,JARAGUÁ,6655,8,71,7,7,78,5,3953,52,11933,100,6167,30926,911,24759,979
GO,94331,JATAÍ,15434,18,207,37,13,144,3,9145,172,20366,576,15088,66060,2128,50972,2729
GO,94358,JAUPACI,1055,0,11,0,1,4,1,257,3,753,5,624,2844,34,2220,96
GO,94374,JOVIÂNIA,1507,4,13,0,3,9,1,681,4,1964,20,1264,5895,161,4631,264
GO,94390,JUSSARA,4540,2,37,3,0,17,1,1263,19,5074,55,3183,14999,272,11816,533
GO,94439,LEOPOLDO DE BULHÕES,1561,2,23,2,1,6,2,622,12,2256,20,1114,5970,131,4856,218
GO,94455,LUZIÂNIA,22058,61,499,35,48,465,8,23383,221,34338,605,22630,113683,4251,91053,5081
GO,94471,MAIRIPOTABA,591,0,0,0,1,2,0,282,3,1021,12,436,2471,42,2035,81
GO,94498,MAMBAÍ,1469,3,18,1,1,5,0,659,2,1757,3,1423,5640,74,4217,225
GO,94510,MARA ROSA,3096,2,20,0,1,15,0,488,7,2115,23,2032,8240,128,6208,313
GO,94536,MARZAGÃO,643,0,19,0,0,5,0,271,1,541,9,423,1992,27,1569,53
GO,94552,PARANAIGUARA,2775,5,14,1,0,1,0,729,9,2031,30,1376,7451,150,6075,330
GO,94579,MAURILÂNDIA,2730,1,19,2,3,7,0,553,9,2791,9,2162,8804,192,6642,326
GO,94595,MINEIROS,9298,10,128,7,15,50,1,5622,77,11667,194,9229,39527,1467,30298,1762
GO,94650,MOIPORÁ,505,1,2,0,0,1,0,353,2,730,11,450,2178,26,1728,97
GO,94676,MONTE ALEGRE DE GOIÁS,2085,1,22,0,0,2,0,434,2,1079,6,1552,5499,57,3947,259
GO,94714,MONTES CLAROS DE GOIÁS,2334,3,17,1,0,22,0,589,4,1808,9,1375,6457,88,5082,207
GO,94730,MORRINHOS,9737,10,114,8,7,61,2,3661,98,11147,180,6298,33474,905,27176,1246
GO,94757,MOSSÂMEDES,1379,1,11,2,0,3,0,477,12,1339,19,832,4390,111,3558,204
GO,94773,MOZARLÂNDIA,3086,4,41,1,2,10,0,964,7,3302,19,2661,10753,230,8092,426
GO,94790,MUTUNÓPOLIS,1130,0,3,0,0,3,0,264,1,1297,8,687,3547,34,2860,120
GO,94854,NAZÁRIO,1642,2,17,0,5,10,0,920,7,2613,38,1417,7090,156,5673,263
GO,94870,NERÓPOLIS,5151,4,71,4,8,53,1,1960,29,7348,115,2674,18903,544,16229,941
GO,94897,NIQUELÂNDIA,10076,9,109,4,13,37,2,3637,22,7344,61,6906,29816,627,22910,969
GO,94919,NOVA AMÉRICA,638,8,7,1,0,6,1,149,1,847,3,369,2186,27,1817,129
GO,94935,NOVA AURORA,761,0,2,1,0,8,0,124,0,585,16,283,1912,34,1629,98
GO,94951,NOVA ROMA,864,0,5,0,3,3,0,148,0,853,4,805,2829,29,2024,115
GO,94978,NOVA VENEZA,1779,3,17,3,4,9,0,823,12,2435,28,651,6200,145,5549,291
GO,95010,NOVO BRASIL,1264,0,22,0,0,3,1,253,3,1113,5,604,3443,39,2839,136
GO,95036,ORIZONA,2724,6,50,3,12,11,0,877,31,4826,66,1780,11198,302,9418,510
GO,95052,OURO VERDE DE GOIÁS,752,2,8,1,0,12,0,326,3,1425,9,292,3076,92,2784,154
GO,95079,OUVIDOR,2075,3,14,3,2,8,0,818,31,1367,51,711,5504,155,4793,266
GO,95095,PADRE BERNARDO,4524,7,72,4,13,45,1,2416,14,4579,43,4192,16824,308,12632,606
GO,95117,PALMEIRAS DE GOIÁS,3529,4,70,7,13,24,5,3105,11,7837,45,3254,18780,328,15526,548
GO,95133,PALMELO,518,0,15,3,1,3,0,375,1,707,19,377,2128,35,1751,74
GO,95150,PALMINÓPOLIS,1106,0,16,0,1,4,0,435,8,1441,12,678,3816,39,3138,76
GO,95176,PANAMÁ,693,0,1,2,1,1,0,222,5,847,9,545,2512,82,1967,104
GO,95230,PARAÚNA,2772,0,35,1,2,11,1,693,7,2845,28,2134,9000,161,6866,310
GO,95311,PETROLINA DE GOIÁS,1441,2,6,1,3,23,1,792,10,3288,31,1635,7793,217,6158,343
GO,95354,PILAR DE GOIÁS,1183,2,9,2,0,2,0,148,1,703,6,516,2726,46,2210,108
GO,95397,PIRACANJUBA,5472,3,59,4,12,16,2,1796,46,6301,95,4355,19300,472,14945,667
GO,95419,PIRANHAS,3425,5,19,1,0,7,1,814,5,2609,17,2059,9516,157,7457,397
GO,95435,PIRENÓPOLIS,6004,5,60,7,7,45,1,1695,61,6210,87,3097,18317,454,15220,584
GO,95451,PIRES DO RIO,4042,6,71,4,6,50,0,3500,51,7486,114,4985,22248,803,17263,1130
GO,95494,PONTALINA,4971,4,9,2,3,23,0,1247,26,4409,85,2957,14548,303,11591,509
GO,95559,PORANGATU,11042,7,67,9,3,51,3,3013,30,7510,81,7653,30828,469,23175,890
GO,95575,PORTELÂNDIA,925,0,6,0,0,6,0,308,2,1136,9,779,3454,115,2675,168
GO,95613,POSSE,6736,8,65,1,6,50,1,1568,36,8283,52,5211,23096,389,17885,690
GO,95630,QUIRINÓPOLIS,9444,15,72,7,7,40,3,3783,48,10310,163,7397,34143,1254,26746,1600
GO,95656,RIALMA,2123,4,29,2,0,18,1,1136,18,2922,25,1904,8729,186,6825,361
GO,95672,RIANÁPOLIS,815,1,12,1,1,1,0,430,0,1538,7,892,3958,86,3066,174
GO,95710,RIO VERDE,23306,36,333,19,32,222,6,18967,210,43932,533,22621,118486,3879,95865,4390
GO,95737,RUBIATABA,3398,7,55,2,14,37,1,1700,20,5745,39,3164,15209,380,12045,647
GO,95753,SANCLERLÂNDIA,2062,1,28,2,1,11,0,875,3,2484,27,1278,7091,110,5813,209
GO,95770,SANTA BÁRBARA DE GOIÁS,1268,2,12,2,3,7,0,922,2,1415,12,911,4804,103,3893,145
GO,95796,SANTA CRUZ DE GOIÁS,600,3,13,2,2,12,0,404,3,1082,17,753,3044,60,2291,93
GO,95818,SANTA HELENA DE GOIÁS,8559,6,84,9,10,58,3,4385,42,7855,107,4781,28528,1335,23747,1294
GO,95834,SANTA RITA DO ARAGUAIA,1060,2,3,2,0,6,1,415,9,1314,12,1137,4201,90,3064,150
GO,95850,SANTA ROSA DE GOIÁS,890,0,3,0,3,10,0,305,2,1095,7,518,3069,109,2551,127
GO,95877,SANTA TEREZA DE GOIÁS,741,1,9,0,0,11,0,388,4,1026,13,903,3333,83,2430,154
GO,95893,SANTA TEREZINHA DE GOIÁS,3362,4,25,1,5,5,1,393,0,2242,7,1799,8239,92,6440,303
GO,95915,SÃO DOMINGOS,2340,6,23,2,1,3,0,499,6,1718,10,2337,7489,114,5152,430
GO,95931,SÃO FRANCISCO DE GOIÁS,1044,1,10,1,1,11,0,512,9,2015,14,976,4916,121,3940,201
GO,95958,PLANALTINA,14371,17,361,15,72,253,11,11267,110,11945,225,10891,53268,1892,42377,1838
GO,95974,SÃO JOÃO D'ALIANÇA,1679,2,20,0,1,15,1,691,8,1816,17,1584,6187,143,4603,210
GO,95990,SÃO LUÍS DE MONTES BELOS,4539,12,105,6,4,44,1,3715,14,8491,81,4965,23529,630,18564,922
GO,96016,SÃO MIGUEL DO ARAGUAIA,5692,0,97,3,5,26,1,1666,11,5074,25,4976,18452,279,13476,597
GO,96059,SÃO SIMÃO,6032,7,35,6,3,16,1,1736,19,2643,66,3276,14506,248,11230,418
GO,96075,SERRANÓPOLIS,1714,2,15,1,0,11,0,597,3,1490,18,1267,5457,90,4190,249
GO,96091,SILVÂNIA,3948,5,20,2,2,17,0,1564,29,5822,69,2573,14820,327,12247,442
GO,96113,SÍTIO D'ABADIA,847,0,1,0,1,3,1,173,0,662,6,846,2685,22,1839,123
GO,96172,TAQUARAL DE GOIÁS,922,0,2,3,2,4,0,477,5,1502,20,744,3946,87,3202,178
GO,96237,TRÊS RANCHOS,1090,0,9,1,0,2,0,316,13,925,46,655,3245,76,2590,112
GO,96253,TRINDADE,19627,24,466,22,34,216,2,13801,171,22897,555,8853,72027,2132,63174,3227
GO,96318,TURVÂNIA,1321,0,17,0,1,5,0,725,1,1481,9,711,4493,73,3782,149
GO,96334,URUAÇU,7798,3,23,6,5,24,0,2603,30,8212,87,6134,26418,618,20284,875
GO,96350,URUANA,2845,3,38,1,2,15,0,1323,25,3520,40,2722,11284,274,8562,476
GO,96377,URUTAÍ,629,0,9,2,1,2,0,426,6,981,17,534,2784,76,2250,101
GO,96393,VARJÃO,728,1,16,0,2,5,0,438,6,1509,9,747,3724,103,2977,160
GO,96415,VIANÓPOLIS,1636,3,31,2,5,14,0,687,21,4943,42,1688,9540,159,7852,309
GO,96458,ACREÚNA,4318,3,44,2,3,18,2,1648,10,4968,54,3735,15965,470,12230,690
GO,96474,MINAÇU,9308,5,74,7,7,30,1,2517,22,5013,48,8293,26557,516,18264,716
GO,96512,MUNDO NOVO,1839,1,16,4,0,4,0,450,5,1244,12,1352,5152,39,3800,186
GO,96539,NOVA CRIXÁS,3107,2,39,2,3,12,0,719,4,2108,8,2332,8726,113,6394,277
GO,96555,NOVA GLÓRIA,2218,3,30,1,2,16,0,823,5,1993,22,1677,7203,150,5526,263
GO,96571,VICENTINÓPOLIS,1573,0,13,3,4,8,0,497,4,2429,15,1023,5923,108,4900,246
GO,96610,AMERICANO DO BRASIL,1301,0,18,0,1,4,0,475,8,2179,17,915,5148,95,4233,135
GO,96695,ARAGUAPAZ,2024,0,103,0,1,9,0,406,7,1942,15,1338,6146,71,4808,230
GO,96717,ARENÓPOLIS,1335,0,72,2,0,0,0,284,1,854,2,686,3330,32,2644,62
GO,96733,CACHOEIRA DOURADA,2499,0,26,5,3,1,0,670,9,1979,20,1886,7614,203,5728,313
GO,96750,DOVERLÂNDIA,2147,2,31,2,3,5,0,528,6,1832,6,1017,5869,77,4852,213
GO,96776,SANTO ANTÔNIO DO DESCOBERTO,10095,20,256,4,21,134,8,8293,82,9682,158,8621,39983,1348,31362,1261
GO,96814,INDIARA,4193,3,56,2,1,15,0,1156,19,2301,26,2290,10722,287,8432,373
GO,96873,CAMPINAÇU,1364,1,26,0,2,6,0,287,1,616,4,787,3209,32,2422,83
GO,96890,SANTA ISABEL,1014,1,6,2,2,2,0,231,8,1328,9,689,3495,65,2806,138
GO,96911,ADELÂNDIA,693,0,27,1,1,5,0,296,6,1045,6,440,2634,22,2194,92
GO,96938,ÁGUA FRIA DE GOIÁS,926,2,8,1,3,10,0,419,4,1673,8,1229,4495,65,3266,147
MA,7005,ÁGUA DOCE DO MARANHÃO,5161,1,10,1,1,9,1,526,39,463,4,3435,10433,218,6998,564
MA,7013,AFONSO CUNHA,3472,2,8,0,5,1,0,235,0,111,1,1324,5552,39,4228,354
MA,7021,ALTO ALEGRE DO MARANHÃO,8217,3,36,3,2,15,1,979,37,708,18,4384,15517,158,11133,956
MA,7030,ALCÂNTARA,9420,8,113,1,5,8,0,1276,22,456,24,4271,16637,353,12366,680
MA,7048,ALTO ALEGRE DO PINDARÉ,10065,15,142,4,9,47,0,911,14,987,16,6855,20525,187,13670,1273
MA,7056,ALDEIAS ALTAS,8061,4,16,8,31,8,1,1453,31,803,4,4965,16788,208,11823,1195
MA,7064,APICUM-AÇU,5705,4,85,1,0,14,0,942,47,636,9,2295,10173,101,7878,334
MA,7072,ALTAMIRA DO MARANHÃO,2564,0,37,1,0,8,1,380,4,321,5,1504,5242,70,3738,347
MA,7080,AMAPÁ DO MARANHÃO,2117,1,6,1,7,2,0,645,18,413,3,1276,4837,53,3561,295
MA,7099,ALTO PARNAÍBA,3262,1,12,3,9,9,0,534,6,1011,10,2151,7535,82,5384,445
MA,7102,ARAGUANÃ,4071,0,27,1,1,6,0,347,9,243,5,2106,7188,50,5082,322
MA,7110,AMARANTE DO MARANHÃO,11668,4,463,8,13,16,3,935,90,3293,49,5885,24014,291,18129,1296
MA,7129,BACABEIRA,7589,8,39,2,1,19,0,1132,7,456,10,1757,11896,313,10139,563
MA,7137,ANAJATUBA,10952,6,33,2,3,12,0,1486,10,587,21,4864,19077,260,14213,841
MA,7145,BACURITUBA,2772,3,3,2,0,6,0,464,5,193,3,1580,5303,67,3723,205
MA,7153,ANAPURUS,7278,8,23,0,20,6,2,583,11,697,8,1849,11287,203,9438,599
MA,7161,BELÁGUA,3593,1,27,0,10,4,0,174,4,81,6,868,5157,44,4289,345
MA,7170,ARAIOSES,15902,18,95,8,26,11,0,1448,52,1580,25,9108,30895,683,21787,1939
MA,7188,BELA VISTA DO MARANHÃO,4879,4,25,0,2,11,0,688,9,341,5,2405,8824,87,6419,368
MA,7196,ARARI,10817,10,106,0,6,31,1,2192,14,1271,33,5755,21528,438,15773,854
MA,7200,BERNARDO DO MEARIM,2739,1,10,0,0,1,0,354,1,243,3,1221,4861,41,3640,247
MA,7218,AXIXÁ,5656,2,47,0,2,8,0,784,13,354,14,2056,9394,134,7338,324
MA,7226,CACHOEIRA GRANDE,3835,7,42,3,11,5,0,433,13,150,1,2111,7004,71,4893,322
MA,7234,BACABAL,30599,24,294,17,10,95,3,7774,74,5740,106,17701,66473,1101,48772,2935
MA,7242,DAVINÓPOLIS,4733,1,39,0,1,13,0,1602,8,843,18,2360,10038,143,7678,277
MA,7250,BACURI,6621,4,49,1,7,7,1,1389,13,543,14,3776,13138,145,9362,568
MA,7269,BOM JESUS DAS SELVAS,8550,0,92,1,6,16,0,1004,11,1729,10,3902,16322,149,12420,852
MA,7277,BALSAS,23120,32,426,9,13,88,2,7106,48,9266,131,11640,55135,1061,43495,2193
MA,7285,BOM LUGAR,5532,3,43,1,1,5,0,562,14,718,4,2899,10289,73,7390,434
MA,7293,BARÃO DE GRAJAÚ,7120,12,18,2,4,28,1,820,27,982,22,3212,13248,204,10036,796
MA,7307,BREJO DE AREIA,3085,1,28,0,1,0,0,425,4,587,4,1886,6628,96,4742,511
MA,7315,BARRA DO CORDA,25835,13,222,21,68,51,1,5025,105,5866,56,7777,48644,1037,40867,2567
MA,7323,BOA VISTA DO GURUPI,2681,3,57,1,10,5,0,446,5,357,3,1205,4976,24,3771,179
MA,7331,BARREIRINHAS,23444,11,111,22,19,35,0,2746,39,1680,39,8927,38896,346,29969,1477
MA,7340,BURITICUPU,20280,5,281,6,11,32,2,2655,17,3472,35,10687,39773,470,29086,1820
MA,7358,BENEDITO LEITE,1950,0,3,1,1,0,0,288,8,314,8,759,3659,46,2900,281
MA,7366,BURITIRANA,4528,5,77,2,3,13,0,909,5,1003,8,2347,9709,148,7362,661
MA,7374,BEQUIMÃO,8015,16,49,7,4,12,0,2087,46,656,19,3847,15873,378,12026,737
MA,7382,CAMPESTRE DO MARANHÃO,5039,4,77,0,0,8,0,551,1,643,5,2755,9495,96,6740,316
MA,7390,BREJO,13134,6,20,5,10,48,0,1514,46,1398,16,5814,23596,353,17782,1232
MA,7404,CAPINZAL DO NORTE,3855,1,17,1,2,5,1,1246,16,446,9,1866,8144,128,6278,551
MA,7412,BURITI,10601,8,47,6,23,14,0,1228,25,869,18,5397,19754,310,14357,1208
MA,7420,CENTRAL DO MARANHÃO,3320,3,17,1,1,7,0,271,3,98,4,2398,6508,61,4110,324
MA,7439,BURITI BRAVO,8253,3,66,1,2,14,0,902,8,726,5,5234,16416,118,11182,1084
MA,7447,CENTRO DO GUILHERME,4098,0,27,1,1,2,0,306,3,325,1,1292,6399,46,5107,297
MA,7455,CAJAPIÓ,4731,5,37,3,15,7,1,511,29,219,12,1864,7975,155,6111,386
MA,7463,CENTRO NOVO DO MARANHÃO,5527,4,48,2,5,10,0,647,7,517,0,2186,9548,60,7362,535
MA,7471,CAJARI,8248,5,41,4,7,10,0,838,8,250,13,2400,12649,161,10249,664
MA,7480,CIDELÂNDIA,4879,0,55,0,8,8,0,700,6,1047,13,2506,9768,153,7262,393
MA,7498,CÂNDIDO MENDES,6923,4,71,4,7,14,0,1716,17,689,8,4038,14235,127,10197,617
MA,7501,CONCEIÇÃO DO LAGO-AÇU,5360,2,143,0,0,8,1,815,6,380,6,2405,9865,90,7460,649
MA,7510,CANTANHEDE,6712,11,13,3,15,9,1,919,20,424,9,3370,12285,101,8915,678
MA,7528,FEIRA NOVA DO MARANHÃO,2559,1,35,1,0,10,0,355,15,1099,1,1543,5975,49,4432,307
MA,7536,CAROLINA,7560,8,50,2,10,16,0,1656,25,1848,29,4854,17136,206,12282,872
MA,7544,FERNANDO FALCÃO,3829,4,21,2,4,2,0,607,10,440,1,583,5839,54,5256,282
MA,7552,CARUTAPERA,7739,8,126,2,44,7,1,1725,17,1163,28,3912,15654,194,11742,688
MA,7560,FORMOSA DA SERRA NEGRA,5753,7,71,1,3,8,0,1165,10,1506,12,2424,11416,64,8992,392
MA,7579,CAXIAS,52689,100,335,30,91,122,4,11629,86,5633,311,29636,107694,1608,78058,5420
MA,7595,CEDRAL,4428,3,41,2,3,11,0,824,3,191,10,2145,8099,175,5954,263
MA,7609,GOVERNADOR EDISON LOBÃO,5363,5,83,3,16,17,0,1570,13,1652,11,2489,11897,204,9408,471
MA,7617,CHAPADINHA,27443,23,107,16,82,38,1,4226,44,2947,76,13145,51230,875,38085,2207
MA,7625,GOVERNADOR LUIZ ROCHA,2883,2,20,1,2,2,0,495,4,456,2,1646,6010,111,4364,386
MA,7633,CODÓ,32973,28,210,11,18,76,3,8100,100,4359,160,29921,81122,1093,51201,4070
MA,7641,GOVERNADOR NEWTON BELLO,3878,3,22,5,7,7,1,504,8,421,12,2324,7691,58,5367,441
MA,7650,COELHO NETO,16763,19,74,3,7,14,1,2813,24,1704,45,11117,34733,418,23616,1731
MA,7668,GOVERNADOR NUNES FREIRE,9081,2,113,0,1,14,0,1229,28,1044,18,3786,16104,108,12318,680
MA,7676,COLINAS,13821,9,61,1,5,18,0,1134,34,1693,29,8269,26808,277,18539,1457
MA,7684,IGARAPÉ DO MEIO,5510,1,29,0,1,8,0,629,30,314,11,2957,10162,83,7205,589
MA,7692,COROATÁ,21777,23,103,8,16,21,1,3820,104,2392,62,14032,45486,452,31454,2675
MA,7706,ITAIPAVA DO GRAJAÚ,5299,0,38,2,0,4,0,498,11,653,5,2543,9482,55,6939,374
MA,7714,CURURUPU,12079,13,116,1,10,33,0,1841,24,776,20,8035,24326,447,16291,931
MA,7722,ITINGA DO MARANHÃO,6382,1,84,4,7,16,0,1758,5,2944,21,4586,16797,217,12211,772
MA,7730,DOM PEDRO,8853,5,13,2,2,20,0,1769,13,1798,26,4138,17641,263,13503,739
MA,7749,JATOBÁ,3447,1,26,1,0,3,0,299,1,286,4,1383,5850,79,4467,320
MA,7757,DUQUE BACELAR,4813,5,5,2,8,2,2,686,3,306,21,2427,8875,79,6448,516
MA,7765,JENIPAPO DOS VIEIRAS,5414,2,102,2,11,9,1,924,29,742,8,1189,9069,117,7880,519
MA,7773,ESPERANTINÓPOLIS,7455,3,48,0,3,11,0,784,8,744,8,3935,13957,178,10022,780
MA,7781,JUNCO DO MARANHÃO,2739,0,14,0,0,5,0,291,12,322,3,1012,4610,32,3598,180
MA,7790,FORTALEZA DOS NOGUEIRAS,4677,2,50,1,2,8,1,560,25,1281,6,2197,9354,165,7157,379
MA,7803,LAGO DOS RODRIGUES,4129,3,14,1,0,1,0,695,7,450,16,1568,7320,79,5752,357
MA,7811,FORTUNA,6196,10,53,4,3,7,0,739,21,536,9,3396,11874,214,8478,686
MA,7820,LAGOA DO MATO,4036,5,17,0,1,4,0,376,6,387,3,2233,7837,117,5604,652
MA,7838,GODOFREDO VIANA,3482,2,45,4,3,4,0,675,7,492,2,1846,6984,84,5138,338
MA,7846,LAGOA GRANDE DO MARANHÃO,4650,1,44,2,2,3,0,400,4,512,5,2067,8183,93,6116,400
MA,7854,GONÇALVES DIAS,6532,3,45,4,2,8,0,680,5,709,21,3364,12063,136,8699,554
MA,7862,LAJEADO NOVO,2726,0,23,2,1,2,0,562,2,880,3,1399,5887,39,4488,248
MA,7870,GOVERNADOR ARCHER,4080,3,7,1,0,2,0,609,4,506,6,2012,7762,107,5750,425
MA,7889,MARACAÇUMÉ,6167,3,42,2,5,16,0,1261,29,893,5,3774,13000,136,9226,667
MA,7897,GOVERNADOR EUGÊNIO BARROS,6036,4,31,0,6,11,0,680,18,532,8,3244,11231,134,7987,527
MA,7900,MARAJÁ DO SENA,3482,0,18,0,0,12,0,292,1,404,8,1718,6394,61,4676,398
MA,7919,GRAÇA ARANHA,3244,0,8,0,0,2,1,380,3,275,7,1378,5560,34,4182,228
MA,7927,MARANHÃOZINHO,4397,5,21,0,0,2,0,445,5,413,2,1233,6815,52,5582,240
MA,7935,GRAJAÚ,20256,14,177,7,18,28,0,5200,41,4565,41,10220,42918,454,32698,1897
MA,7943,MATÕES DO NORTE,3663,3,6,1,1,4,0,394,3,177,2,2272,6983,64,4711,393
MA,7951,GUIMARÃES,5287,11,13,1,5,6,0,721,12,282,11,3169,10206,249,7037,439
MA,7960,MILAGRES DO MARANHÃO,2996,3,5,0,8,1,0,302,22,176,4,1294,5148,62,3854,275
MA,7978,HUMBERTO DE CAMPOS,11041,3,41,6,5,26,0,1916,32,731,24,5107,20165,239,15058,994
MA,7986,NOVA COLINAS,2105,2,13,1,0,4,0,393,8,491,1,860,4150,78,3290,194
MA,7994,ICATU,11870,14,85,2,7,15,0,1590,15,492,10,4369,19744,244,15375,1031
MA,8001,NOVA OLINDA DO MARANHÃO,6592,3,50,4,2,8,0,772,57,583,6,3200,12173,155,8973,741
MA,8010,IGARAPÉ GRANDE,4334,3,28,0,2,6,0,622,3,567,9,1748,7927,100,6179,505
MA,8028,OLINDA NOVA DO MARANHÃO,4859,5,71,3,19,7,0,470,7,241,6,3001,9361,152,6360,520
MA,8036,IMPERATRIZ,53457,96,1075,61,47,368,2,36075,217,31482,760,33132,164408,2883,131276,4753
MA,8044,PAULINO NEVES,6823,2,44,3,0,9,1,791,3,512,9,3351,12168,107,8817,513
MA,8052,SÃO LUÍS GONZAGA DO MARANHÃO,9811,3,42,4,2,14,1,836,14,609,16,5727,18345,180,12618,1086
MA,8060,PEDRO DO ROSÁRIO,9360,7,86,0,4,2,0,941,18,409,3,4117,15911,108,11794,856
MA,8079,ITAPECURU MIRIM,20641,28,92,9,15,36,2,4843,35,2052,79,10672,41302,713,30630,2085
MA,8087,PERITORÓ,8918,7,25,6,0,9,1,730,22,554,13,4435,15720,149,11285,851
MA,8095,JOÃO LISBOA,8795,13,90,2,4,33,0,2381,9,2153,38,4917,19805,361,14888,1009
MA,8109,PORTO RICO DO MARANHÃO,2785,5,12,0,0,11,0,945,15,192,9,1916,6280,165,4364,225
MA,8117,JOSELÂNDIA,6357,7,18,4,3,10,1,766,18,708,2,3241,11816,201,8575,480
MA,8125,PRESIDENTE MÉDICI,2730,1,17,2,2,3,0,370,13,286,8,1261,4993,38,3732,262
MA,8133,LAGO DA PEDRA,14161,6,133,2,1,25,0,3732,10,3719,35,10281,34013,392,23732,1516
