SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 18, 'Rede Sustentabilidade')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MG,41459,BOCAIÚVA,0,0,0,17161,0,0,0,0,0,0,0,17,0,0,0,15,0,6,0,0,0,412,0,0,5050,37,0,0,0,0,0,0,0,8456,34760,1872,26304,1734
MG,41467,SANTA CRUZ DE MINAS,0,0,0,1997,0,0,0,0,0,0,0,9,0,0,0,10,0,5,0,0,0,173,0,0,2275,25,0,0,0,0,0,0,0,944,6393,504,5449,451
MG,41475,BOM DESPACHO,0,0,0,7531,0,0,0,0,0,0,0,58,0,0,0,58,0,8,0,0,0,515,0,0,16083,126,0,0,0,0,0,0,0,6832,36544,3387,29712,1946
MG,41483,SANTA CRUZ DE SALINAS,0,0,0,1978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,679,2,0,0,0,0,0,0,0,1354,4332,84,2978,228
MG,41491,BOM JARDIM DE MINAS,0,0,0,2026,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,220,0,0,1367,9,0,0,0,0,0,0,0,1214,5573,367,4359,367
MG,41505,SANTA HELENA DE MINAS,0,0,0,2076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,1008,1,0,0,0,0,0,0,0,1249,4703,67,3454,278
MG,41513,BOM JESUS DA PENHA,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1240,1,0,0,0,0,0,0,0,544,3304,208,2760,151
MG,41521,SANTO ANTÔNIO DO RETIRO,0,0,0,2570,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,12,0,0,857,0,0,0,0,0,0,0,0,1674,5631,125,3957,385
MG,41530,BOM JESUS DO AMPARO,0,0,0,1740,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,44,0,0,1406,5,0,0,0,0,0,0,0,656,4434,263,3778,307
MG,41548,SÃO DOMINGOS DAS DORES,0,0,0,1957,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,61,0,0,1551,2,0,0,0,0,0,0,0,1099,5190,264,4091,252
MG,41556,BOM JESUS DO GALHO,0,0,0,4262,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,105,0,0,3688,3,0,0,0,0,0,0,0,2253,11555,538,9302,700
MG,41564,SÃO FÉLIX DE MINAS,0,0,0,1158,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,60,0,0,877,6,0,0,0,0,0,0,0,885,3226,88,2341,144
MG,41572,BOM REPOUSO,0,0,0,2867,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,48,0,0,3315,16,0,0,0,0,0,0,0,1137,8349,597,7212,359
MG,41580,SÃO GERALDO DO BAIXIO,0,0,0,1017,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,1096,1,0,0,0,0,0,0,0,565,2851,44,2286,116
MG,41599,BOM SUCESSO,0,0,0,3941,0,0,0,0,0,0,0,13,0,0,0,7,0,10,0,0,0,180,0,0,5472,34,0,0,0,0,0,0,0,3315,15085,1268,11770,845
MG,41602,SÃO JOÃO DAS MISSÕES,0,0,0,4582,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,40,0,0,860,4,0,0,0,0,0,0,0,2047,8219,171,6172,512
MG,41610,BONFIM,0,0,0,1722,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,57,0,0,2053,19,0,0,0,0,0,0,0,1165,6389,784,5224,568
MG,41629,SÃO JOAQUIM DE BICAS,0,0,0,7628,0,0,0,0,0,0,0,29,0,0,0,37,0,11,0,0,0,369,0,0,3725,52,0,0,0,0,0,0,0,3404,17628,1306,14224,1067
MG,41637,BONFINÓPOLIS DE MINAS,0,0,0,2014,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,38,0,0,1210,4,0,0,0,0,0,0,0,1467,5024,134,3557,152
MG,41645,SÃO JOSÉ DA BARRA,0,0,0,2164,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,61,0,0,1773,9,0,0,0,0,0,0,0,1290,5970,412,4680,253
MG,41653,BORDA DA MATA,0,0,0,3791,0,0,0,0,0,0,0,22,0,0,0,8,0,3,0,0,0,191,0,0,4675,18,0,0,0,0,0,0,0,2434,12977,956,10543,879
MG,41661,ALTO CAPARAÓ,0,0,0,1259,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,108,0,0,1586,0,0,0,0,0,0,0,0,532,3853,192,3321,168
MG,41670,BOTELHOS,0,0,0,4697,0,0,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,121,0,0,3798,36,0,0,0,0,0,0,0,2702,12616,739,9914,503
MG,41688,ANGELÂNDIA,0,0,0,2415,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,31,0,0,1271,3,0,0,0,0,0,0,0,2087,6254,144,4167,298
MG,41696,BOTUMIRIM,0,0,0,2187,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,27,0,0,982,5,0,0,0,0,0,0,0,1585,5158,121,3573,248
MG,41700,ARICANDUVA,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,821,4,0,0,0,0,0,0,0,1314,4286,197,2972,220
MG,41718,BRASÍLIA DE MINAS,0,0,0,13178,0,0,0,0,0,0,0,19,0,0,0,10,0,7,0,0,0,197,0,0,2956,12,0,0,0,0,0,0,0,7430,25878,952,18448,1117
MG,41726,BERIZAL,0,0,0,1944,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,564,1,0,0,0,0,0,0,0,707,3512,59,2805,213
MG,41734,BRÁS PIRES,0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1140,2,0,0,0,0,0,0,0,893,3983,134,3090,178
MG,41742,BONITO DE MINAS,0,0,0,2853,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,15,0,0,1487,2,0,0,0,0,0,0,0,2211,7033,78,4822,383
MG,41750,BRAÚNAS,0,0,0,1352,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,51,0,0,956,3,0,0,0,0,0,0,0,968,3918,300,2950,279
MG,41769,BUGRE,0,0,0,1089,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,119,0,0,1821,4,0,0,0,0,0,0,0,995,4422,190,3427,194
MG,41777,BRAZÓPOLIS,0,0,0,3063,0,0,0,0,0,0,0,9,0,0,0,9,0,10,0,0,0,192,0,0,5177,40,0,0,0,0,0,0,0,2730,12809,821,10079,758
MG,41785,CABECEIRA GRANDE,0,0,0,1811,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,46,0,0,1657,2,0,0,0,0,0,0,0,1239,5138,233,3899,148
MG,41793,BRUMADINHO,0,0,0,8484,0,0,0,0,0,0,0,51,0,0,0,59,0,11,0,0,0,465,0,0,8310,111,0,0,0,0,0,0,0,4069,25702,2044,21633,2098
MG,41807,CAMPO AZUL,0,0,0,1880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,481,2,0,0,0,0,0,0,0,1023,3604,66,2581,125
MG,41815,BUENO BRANDÃO,0,0,0,1203,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,82,0,0,4421,16,0,0,0,0,0,0,0,1695,8691,775,6996,486
MG,41823,CANTAGALO,0,0,0,1265,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,79,0,0,1014,2,0,0,0,0,0,0,0,1055,3800,174,2745,205
MG,41831,BUENÓPOLIS,0,0,0,2810,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,55,0,0,1590,9,0,0,0,0,0,0,0,3113,8377,390,5264,398
MG,41840,CATAS ALTAS,0,0,0,1633,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,84,0,0,1396,12,0,0,0,0,0,0,0,706,4405,278,3699,287
MG,41858,BURITIS,0,0,0,6603,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,132,0,0,5089,10,0,0,0,0,0,0,0,4212,17275,611,13063,606
MG,41866,CATUTI,0,0,0,1927,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,15,0,0,672,2,0,0,0,0,0,0,0,1247,4179,82,2932,226
MG,41874,BURITIZEIRO,0,0,0,7511,0,0,0,0,0,0,0,15,0,0,0,5,0,1,0,0,0,248,0,0,4219,11,0,0,0,0,0,0,0,5459,19575,1094,14116,1012
MG,41882,CHAPADA GAÚCHA,0,0,0,4021,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,46,0,0,1161,2,0,0,0,0,0,0,0,1814,7497,177,5683,271
MG,41890,CABO VERDE,0,0,0,3552,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,63,0,0,3341,15,0,0,0,0,0,0,0,1932,9786,517,7854,357
MG,41904,CÔNEGO MARINHO,0,0,0,2727,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,12,0,0,958,0,0,0,0,0,0,0,0,1475,5577,140,4102,260
MG,41912,CACHOEIRA DA PRATA,0,0,0,1066,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,59,0,0,1235,6,0,0,0,0,0,0,0,551,3380,249,2829,211
MG,41920,CONFINS,0,0,0,1947,0,0,0,0,0,0,0,8,0,0,0,2,0,1,0,0,0,97,0,0,1943,21,0,0,0,0,0,0,0,738,5475,394,4737,324
MG,41939,CACHOEIRA DE MINAS,0,0,0,1827,0,0,0,0,0,0,0,14,0,0,0,1,0,3,0,0,0,59,0,0,4463,23,0,0,0,0,0,0,0,1438,8964,638,7526,498
MG,41947,CÓRREGO FUNDO,0,0,0,1518,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,63,0,0,1861,8,0,0,0,0,0,0,0,678,4928,460,4250,329
MG,41955,CACHOEIRA DOURADA,0,0,0,781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,614,2,0,0,0,0,0,0,0,442,2053,102,1611,92
MG,41963,CRISÓLITA,0,0,0,1789,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,39,0,0,1065,1,0,0,0,0,0,0,0,1266,4464,47,3198,253
MG,41971,CAETANÓPOLIS,0,0,0,2181,0,0,0,0,0,0,0,9,0,0,0,11,0,4,0,0,0,148,0,0,3026,15,0,0,0,0,0,0,0,1434,7950,540,6516,582
MG,41980,CUPARAQUE,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,36,0,0,1736,4,0,0,0,0,0,0,0,858,3992,108,3134,155
MG,41998,CAETÉ,0,0,0,11327,0,0,0,0,0,0,0,53,0,0,0,19,0,14,0,0,0,449,0,0,10758,124,0,0,0,0,0,0,0,5897,32935,2177,27038,2117
MG,42005,CURRAL DE DENTRO,0,0,0,2073,0,0,0,0,0,0,0,7,0,0,0,3,0,1,0,0,0,29,0,0,1617,0,0,0,0,0,0,0,0,1616,5806,171,4190,289
MG,42013,CAIANA,0,0,0,2038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,535,2,0,0,0,0,0,0,0,580,3683,245,3103,213
MG,42021,DELTA,0,0,0,1743,0,0,0,0,0,0,0,10,0,0,0,7,0,2,0,0,0,167,0,0,1481,7,0,0,0,0,0,0,0,1081,5307,544,4226,265
MG,42030,CAJURI,0,0,0,1379,0,0,0,0,0,0,0,3,0,0,0,81,0,0,0,0,0,45,0,0,971,4,0,0,0,0,0,0,0,637,3825,426,3188,279
MG,42048,DOM BOSCO,0,0,0,1403,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,842,2,0,0,0,0,0,0,0,740,3201,74,2461,119
MG,42056,CALDAS,0,0,0,2818,0,0,0,0,0,0,0,6,0,0,0,6,0,2,0,0,0,93,0,0,4633,38,0,0,0,0,0,0,0,1778,10537,541,8759,622
MG,42064,FREI LAGONEGRO,0,0,0,1434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,642,56,0,0,0,0,0,0,0,781,3277,133,2496,213
MG,42072,CAMACHO,0,0,0,883,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,8,0,0,1384,1,0,0,0,0,0,0,0,547,3180,238,2633,115
MG,42080,FRUTA DE LEITE,0,0,0,1832,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,927,1,0,0,0,0,0,0,0,1966,5089,67,3123,281
MG,42099,CAMANDUCAIA,0,0,0,4385,0,0,0,0,0,0,0,14,0,0,0,12,0,1,0,0,0,253,0,0,5732,31,0,0,0,0,0,0,0,3261,16426,1747,13165,990
MG,42102,GAMELEIRAS,0,0,0,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,280,0,0,0,0,0,0,0,0,1020,4193,69,3173,231
MG,42110,CAMBUÍ,0,0,0,5154,0,0,0,0,0,0,0,34,0,0,0,28,0,7,0,0,0,426,0,0,7673,103,0,0,0,0,0,0,0,4076,20655,1469,16579,1685
MG,42129,GLAUCILÂNDIA,0,0,0,1892,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,0,0,502,2,0,0,0,0,0,0,0,545,3272,158,2727,152
MG,42137,CAMBUQUIRA,0,0,0,2151,0,0,0,0,0,0,0,12,0,0,0,1,0,3,0,0,0,175,0,0,4511,37,0,0,0,0,0,0,0,2045,10055,529,8010,591
MG,42145,GOIABEIRA,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,1310,0,0,0,0,0,0,0,0,563,2864,117,2301,132
MG,42153,CAMPANÁRIO,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,904,6,0,0,0,0,0,0,0,894,3270,111,2376,157
MG,42161,GOIANÁ,0,0,0,794,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,211,0,0,1306,13,0,0,0,0,0,0,0,775,3685,299,2910,284
MG,42170,CAMPANHA,0,0,0,2914,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,223,0,0,4922,34,0,0,0,0,0,0,0,2441,11852,628,9411,678
MG,42188,GUARACIAMA,0,0,0,2823,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,32,0,0,766,2,0,0,0,0,0,0,0,1049,5109,220,4060,211
MG,42196,CAMPESTRE,0,0,0,3523,0,0,0,0,0,0,0,17,0,0,0,12,0,4,0,0,0,337,0,0,7240,48,0,0,0,0,0,0,0,2887,16167,1322,13280,777
MG,42200,IBIRACATU,0,0,0,2385,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,1041,1,0,0,0,0,0,0,0,1855,5699,131,3844,264
MG,42218,CAMPINA VERDE,0,0,0,4787,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,97,0,0,5524,23,0,0,0,0,0,0,0,3234,15058,686,11824,696
MG,42226,IMBÉ DE MINAS,0,0,0,2364,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,23,0,0,1522,4,0,0,0,0,0,0,0,1424,5738,164,4314,233
MG,42234,CAMPO BELO,0,0,0,13480,0,0,0,0,0,0,0,39,0,0,0,39,0,16,0,0,0,753,0,0,11348,82,0,0,0,0,0,0,0,7884,39397,3443,31513,2313
MG,42242,INDAIABIRA,0,0,0,1721,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,35,0,0,1823,2,0,0,0,0,0,0,0,1919,5972,134,4053,333
MG,42250,CAMPO DO MEIO,0,0,0,4047,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,95,0,0,2263,11,0,0,0,0,0,0,0,2262,9811,661,7549,463
MG,42269,JAPONVAR,0,0,0,3940,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,0,0,682,1,0,0,0,0,0,0,0,2432,7657,250,5225,307
MG,42277,CAMPO FLORIDO,0,0,0,1952,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,93,0,0,1695,16,0,0,0,0,0,0,0,1002,5390,351,4388,266
MG,42285,JENIPAPO DE MINAS,0,0,0,1889,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,20,0,0,920,4,0,0,0,0,0,0,0,2364,5658,164,3294,288
MG,42293,CAMPOS ALTOS,0,0,0,2588,0,0,0,0,0,0,0,23,0,0,0,6,0,3,0,0,0,86,0,0,3905,18,0,0,0,0,0,0,0,2586,10253,628,7667,410
MG,42307,JOSÉ GONÇALVES DE MINAS,0,0,0,1265,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,986,0,0,0,0,0,0,0,0,1221,3719,94,2498,145
MG,42315,CAMPOS GERAIS,0,0,0,5862,0,0,0,0,0,0,0,29,0,0,0,4,0,4,0,0,0,323,0,0,7321,30,0,0,0,0,0,0,0,4538,20419,1314,15881,994
MG,42323,JOSÉ RAYDAN,0,0,0,1303,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,21,0,0,1033,2,0,0,0,0,0,0,0,1319,4016,113,2697,219
MG,42331,CANAÃ,0,0,0,1631,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,18,0,0,1350,1,0,0,0,0,0,0,0,586,3934,152,3348,187
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,0,0,0,1187,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,46,0,0,775,1,0,0,0,0,0,0,0,485,2785,139,2300,149
MG,42358,CANÁPOLIS,0,0,0,4043,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,82,0,0,2134,5,0,0,0,0,0,0,0,2298,9395,404,7097,424
MG,42366,SÃO SEBASTIÃO DO ANTA,0,0,0,2201,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,34,0,0,1379,2,0,0,0,0,0,0,0,1161,5106,135,3945,191
MG,42374,CANA VERDE,0,0,0,2227,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,95,0,0,1068,4,0,0,0,0,0,0,0,666,4599,279,3933,257
MG,42382,SERRANÓPOLIS DE MINAS,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,624,0,0,0,0,0,0,0,0,836,3683,117,2847,175
MG,42390,CANDEIAS,0,0,0,3632,0,0,0,0,0,0,0,13,0,0,0,3,0,2,0,0,0,162,0,0,3359,20,0,0,0,0,0,0,0,2337,11877,1454,9540,895
MG,42404,SETUBINHA,0,0,0,3012,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,12,0,0,1461,2,0,0,0,0,0,0,0,3055,8305,138,5250,617
MG,42412,CAPARAÓ,0,0,0,2103,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,56,0,0,879,3,0,0,0,0,0,0,0,805,4206,173,3401,183
MG,42420,TAPARUBA,0,0,0,1040,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,27,0,0,1204,1,0,0,0,0,0,0,0,784,3301,134,2517,108
MG,42439,CAPELA NOVA,0,0,0,1372,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,37,0,0,1239,4,0,0,0,0,0,0,0,627,4054,447,3427,320
MG,42447,UNIÃO DE MINAS,0,0,0,1637,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27,0,0,604,1,0,0,0,0,0,0,0,902,3486,180,2584,133
MG,42455,CAPELINHA,0,0,0,9830,0,0,0,0,0,0,0,10,0,0,0,10,0,2,0,0,0,172,0,0,5773,16,0,0,0,0,0,0,0,6852,25442,1380,18590,1397
MG,42463,URUANA DE MINAS,0,0,0,1484,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27,0,0,568,1,0,0,0,0,0,0,0,876,3164,81,2288,125
MG,42471,CAPETINGA,0,0,0,1415,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,39,0,0,2294,4,0,0,0,0,0,0,0,1472,5909,385,4437,287
MG,42480,VARGEM GRANDE DO RIO PARDO,0,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,0,1055,3,0,0,0,0,0,0,0,877,3792,59,2915,221
MG,42498,CAPIM BRANCO,0,0,0,2515,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,117,0,0,2561,17,0,0,0,0,0,0,0,1127,7303,541,6176,412
MG,42501,VARJÃO DE MINAS,0,0,0,2389,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,41,0,0,1287,3,0,0,0,0,0,0,0,904,5192,349,4288,208
MG,42510,CAPINÓPOLIS,0,0,0,5264,0,0,0,0,0,0,0,6,0,0,0,6,0,4,0,0,0,143,0,0,2856,11,0,0,0,0,0,0,0,2073,11223,493,9150,367
MG,42528,VERDELÂNDIA,0,0,0,3149,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0,844,1,0,0,0,0,0,0,0,1750,6305,222,4555,306
MG,42536,CAPITÃO ENÉAS,0,0,0,5195,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,0,0,61,0,0,2447,9,0,0,0,0,0,0,0,2864,11646,470,8782,589
MG,42544,VEREDINHA,0,0,0,2225,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,886,3,0,0,0,0,0,0,0,1228,4701,157,3473,183
MG,42552,CAPITÓLIO,0,0,0,2529,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,60,0,0,2337,10,0,0,0,0,0,0,0,1442,7156,380,5714,392
MG,42560,VERMELHO NOVO,0,0,0,1800,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,37,0,0,1305,1,0,0,0,0,0,0,0,894,4548,296,3654,200
MG,42579,CAPUTIRA,0,0,0,3488,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,81,0,0,1330,8,0,0,0,0,0,0,0,1616,7593,642,5977,424
MG,42587,TOCOS DO MOJI,0,0,0,1448,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,22,0,0,1378,1,0,0,0,0,0,0,0,465,3727,254,3262,153
MG,42595,CARAÍ,0,0,0,6430,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,69,0,0,1791,5,0,0,0,0,0,0,0,5321,14868,315,9547,929
MG,42617,CARANAÍBA,0,0,0,1129,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0,964,1,0,0,0,0,0,0,0,432,2989,245,2557,183
MG,42633,CARANDAÍ,0,0,0,6181,0,0,0,0,0,0,0,15,0,0,0,9,0,6,0,0,0,279,0,0,5884,26,0,0,0,0,0,0,0,2550,19026,2553,16476,1523
MG,42650,CARANGOLA,0,0,0,9480,0,0,0,0,0,0,0,34,0,0,0,50,0,3,0,0,0,568,0,0,5314,44,0,0,0,0,0,0,0,6159,25057,1539,18898,1866
MG,42676,CARATINGA,0,0,0,20981,0,0,0,0,0,0,0,94,0,0,0,35,0,25,0,0,0,1209,0,0,14881,133,0,0,0,0,0,0,0,14278,60516,4212,46238,4668
MG,42692,CARBONITA,0,0,0,3004,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,32,0,0,1994,8,0,0,0,0,0,0,0,2262,7705,186,5443,213
MG,42714,CAREAÇU,0,0,0,1491,0,0,0,0,0,0,0,3,0,0,0,22,0,1,0,0,0,55,0,0,2009,4,0,0,0,0,0,0,0,925,4898,201,3973,187
MG,42730,CARLOS CHAGAS,0,0,0,4680,0,0,0,0,0,0,0,9,0,0,0,5,0,1,0,0,0,127,0,0,4676,16,0,0,0,0,0,0,0,5556,16704,844,11148,790
MG,42757,CARMÉSIA,0,0,0,509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,856,0,0,0,0,0,0,0,0,562,2130,68,1568,124
MG,42773,CARMO DA CACHOEIRA,0,0,0,2515,0,0,0,0,0,0,0,13,0,0,0,11,0,4,0,0,0,114,0,0,3955,32,0,0,0,0,0,0,0,1962,9620,548,7658,466
MG,42790,CARMO DA MATA,0,0,0,2661,0,0,0,0,0,0,0,13,0,0,0,14,0,2,0,0,0,83,0,0,3660,22,0,0,0,0,0,0,0,1439,9259,703,7820,662
MG,42811,CARMO DE MINAS,0,0,0,2094,0,0,0,0,0,0,0,16,0,0,0,10,0,5,0,0,0,108,0,0,4675,18,0,0,0,0,0,0,0,1695,9612,523,7917,468
MG,42838,CARMO DO CAJURU,0,0,0,5419,0,0,0,0,0,0,0,33,0,0,0,13,0,4,0,0,0,263,0,0,5439,64,0,0,0,0,0,0,0,2438,16702,1796,14264,1233
MG,42854,CARMO DO PARANAÍBA,0,0,0,6340,0,0,0,0,0,0,0,12,0,0,0,8,0,4,0,0,0,199,0,0,6615,32,0,0,0,0,0,0,0,5075,21755,2136,16680,1334
MG,42870,CARMO DO RIO CLARO,0,0,0,4944,0,0,0,0,0,0,0,12,0,0,0,15,0,6,0,0,0,194,0,0,5626,29,0,0,0,0,0,0,0,3157,15512,849,12355,680
MG,42897,CARMÓPOLIS DE MINAS,0,0,0,4545,0,0,0,0,0,0,0,8,0,0,0,8,0,1,0,0,0,106,0,0,3986,33,0,0,0,0,0,0,0,1968,12555,1010,10587,890
MG,42919,CARRANCAS,0,0,0,1263,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,1039,4,0,0,0,0,0,0,0,583,3200,132,2617,153
MG,42935,CARVALHÓPOLIS,0,0,0,1149,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,35,0,0,1119,4,0,0,0,0,0,0,0,573,3141,117,2568,136
