SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 18, 'Rede Sustentabilidade')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PR,74730,CAMBIRA,0,0,0,507,0,1400,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,15,2765,9,0,0,0,0,0,0,0,1033,6256,274,5223,244
PR,74748,RIO BONITO DO IGUAÇU,0,0,0,1871,0,2876,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3122,12,0,0,0,0,0,0,0,2051,10421,276,8370,203
PR,74756,CAMPINA DA LAGOA,0,0,0,773,0,2420,2,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,17,5645,12,0,0,0,0,0,0,0,2659,12342,465,9683,338
PR,74764,SANTA LÚCIA,0,0,0,321,0,827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,1355,1,0,0,0,0,0,0,0,573,3234,63,2661,86
PR,74772,CAMPINA GRANDE DO SUL,0,0,0,3279,0,8335,20,0,0,0,0,0,0,0,0,0,25,0,0,0,47,0,0,219,11075,97,0,0,0,0,0,0,0,5637,31224,1282,25587,1208
PR,74780,CAMPO BONITO,0,0,0,644,0,693,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,1508,6,0,0,0,0,0,0,0,848,3911,115,3063,84
PR,74799,CAMPO DO TENENTE,0,0,0,612,0,1631,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,2192,1,0,0,0,0,0,0,0,781,5541,176,4760,115
PR,74802,SANTA MARIA DO OESTE,0,0,0,1423,0,2555,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,2111,0,0,0,0,0,0,0,0,2593,9091,200,6498,201
PR,74810,CAMPO LARGO,0,0,0,7926,0,22761,61,0,0,0,0,0,0,0,0,0,64,0,0,0,151,0,0,617,31019,364,0,0,0,0,0,0,0,6084,77283,4324,71199,3912
PR,74829,SANTA MÔNICA,0,0,0,736,0,622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,817,0,0,0,0,0,0,0,0,488,2792,55,2304,70
PR,74837,CAMPO MOURÃO,0,0,0,8647,0,14417,26,0,0,0,0,0,0,0,0,0,38,0,0,0,29,0,0,167,25964,168,0,0,0,0,0,0,0,13687,66723,1810,53036,1770
PR,74845,SÃO MANOEL DO PARANÁ,0,0,0,98,0,361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,991,3,0,0,0,0,0,0,0,271,1839,57,1568,54
PR,74853,CÂNDIDO DE ABREU,0,0,0,946,0,2713,6,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,10,4875,7,0,0,0,0,0,0,0,2979,12280,375,9301,363
PR,74861,SÃO PEDRO DO IGUAÇU,0,0,0,672,0,1141,7,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,5,2293,10,0,0,0,0,0,0,0,777,5265,161,4488,188
PR,74870,CAPANEMA,0,0,0,3424,0,2486,4,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,0,7,5465,15,0,0,0,0,0,0,0,2714,14872,411,12158,296
PR,74888,TUNAS DO PARANÁ,0,0,0,276,0,1949,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1432,1,0,0,0,0,0,0,0,958,4815,78,3857,115
PR,74896,CAPITÃO LEÔNIDAS MARQUES,0,0,0,1809,0,2347,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,17,4402,9,0,0,0,0,0,0,0,2674,12056,436,9382,328
PR,74900,VENTANIA,0,0,0,464,0,2430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2617,4,0,0,0,0,0,0,0,1412,7338,227,5926,174
PR,74918,CARLÓPOLIS,0,0,0,761,0,1826,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,21,5191,8,0,0,0,0,0,0,0,2351,11215,542,8864,506
PR,74926,ALTO PARAÍSO,0,0,0,378,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1267,2,0,0,0,0,0,0,0,654,2784,67,2130,60
PR,74934,CASCAVEL,0,0,0,29072,0,25902,249,0,0,0,0,0,0,0,0,0,192,0,0,0,363,0,0,1253,98632,1053,0,0,0,0,0,0,0,36889,208079,7301,171190,7173
PR,74942,DOUTOR ULYSSES,0,0,0,167,0,2241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1275,1,0,0,0,0,0,0,0,827,4697,78,3870,101
PR,74950,CASTRO,0,0,0,3634,0,16891,21,0,0,0,0,0,0,0,0,0,16,0,0,0,33,0,0,117,17851,81,0,0,0,0,0,0,0,9081,51580,2383,42499,1472
PR,74969,VIRMOND,0,0,0,409,0,664,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1624,1,0,0,0,0,0,0,0,675,3579,108,2904,93
PR,74977,CATANDUVAS,0,0,0,556,0,1570,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,12,3066,9,0,0,0,0,0,0,0,1677,7341,250,5664,193
PR,74985,LARANJAL,0,0,0,608,0,950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1842,0,0,0,0,0,0,0,0,1493,5074,69,3581,104
PR,74993,CENTENÁRIO DO SUL,0,0,0,780,0,2073,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,10,3703,8,0,0,0,0,0,0,0,1719,8895,335,7176,258
PR,75000,ITAIPULÂNDIA,0,0,0,991,0,874,8,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,22,4461,9,0,0,0,0,0,0,0,1478,8263,209,6785,179
PR,75019,CERRO AZUL,0,0,0,501,0,8047,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1459,5,0,0,0,0,0,0,0,2430,13077,338,10647,282
PR,75027,NOVA ESPERANÇA DO SUDOESTE,0,0,0,513,0,432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,2605,4,0,0,0,0,0,0,0,540,4261,107,3721,46
PR,75035,CHOPINZINHO,0,0,0,1181,0,2815,9,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,13,8051,19,0,0,0,0,0,0,0,3035,16010,451,12975,424
PR,75043,PINHAIS,0,0,0,15397,0,21216,92,0,0,0,0,0,0,0,0,0,163,0,0,0,146,0,0,977,29391,670,0,0,0,0,0,0,0,15799,91978,4035,76179,4092
PR,75051,CIANORTE,0,0,0,5717,0,7523,17,0,0,0,0,0,0,0,0,0,30,0,0,0,29,0,0,203,25457,92,0,0,0,0,0,0,0,10234,53491,2271,43257,1918
PR,75060,SAUDADE DO IGUAÇU,0,0,0,398,0,1076,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,2,1629,2,0,0,0,0,0,0,0,825,4173,117,3348,108
PR,75078,CIDADE GAÚCHA,0,0,0,1531,0,1961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3381,7,0,0,0,0,0,0,0,1838,9210,248,7372,241
PR,75086,ARIRANHA DO IVAÍ,0,0,0,174,0,739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,810,0,0,0,0,0,0,0,0,487,2315,49,1828,50
PR,75094,CLEVELÂNDIA,0,0,0,1254,0,3501,7,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,9,4815,8,0,0,0,0,0,0,0,3314,13598,419,10284,265
PR,75108,ARAPUÃ,0,0,0,207,0,1084,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1265,2,0,0,0,0,0,0,0,494,3170,50,2676,61
PR,75116,MANGUEIRINHA,0,0,0,1622,0,3956,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,4451,10,0,0,0,0,0,0,0,3068,13803,345,10735,326
PR,75124,BELA VISTA DA CAROBA,0,0,0,727,0,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,4,1485,0,0,0,0,0,0,0,0,550,3214,59,2664,49
PR,75132,COLOMBO,0,0,0,17795,0,39277,115,0,0,0,0,0,0,0,0,0,163,0,0,0,269,0,0,1561,47326,774,0,0,0,0,0,0,0,24924,148074,8506,123150,7364
PR,75140,BOA VENTURA DE SÃO ROQUE,0,0,0,931,0,1668,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1193,0,0,0,0,0,0,0,0,897,4917,113,4020,105
PR,75159,COLORADO,0,0,0,2316,0,5289,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,22,5527,13,0,0,0,0,0,0,0,3696,18690,879,14994,934
PR,75167,BOM JESUS DO SUL,0,0,0,380,0,657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,3,1720,0,0,0,0,0,0,0,0,649,3520,43,2871,56
PR,75175,CONGONHINHAS,0,0,0,581,0,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1884,3,0,0,0,0,0,0,0,1579,6713,152,5134,163
PR,75183,CAMPINA DO SIMÃO,0,0,0,1057,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1022,0,0,0,0,0,0,0,0,707,3401,66,2694,76
PR,75191,CONSELHEIRO MAIRINCK,0,0,0,206,0,777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1298,6,0,0,0,0,0,0,0,538,3028,81,2490,118
PR,75205,CAMPO MAGRO,0,0,0,1752,0,6278,8,0,0,0,0,0,0,0,0,0,14,0,0,0,39,0,0,174,5718,74,0,0,0,0,0,0,0,2542,18165,818,15623,748
PR,75213,CONTENDA,0,0,0,1498,0,3684,4,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,55,3506,9,0,0,0,0,0,0,0,1587,11326,632,9739,337
PR,75221,CARAMBEÍ,0,0,0,1325,0,3265,7,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,34,6568,35,0,0,0,0,0,0,0,2163,14557,676,12394,466
PR,75230,CORBÉLIA,0,0,0,1134,0,1785,7,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,35,7817,22,0,0,0,0,0,0,0,1955,13451,398,11496,280
PR,75248,CORONEL DOMINGOS SOARES,0,0,0,952,0,616,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,2125,1,0,0,0,0,0,0,0,1377,5244,89,3867,75
PR,75256,CORNÉLIO PROCÓPIO,0,0,0,2691,0,10962,18,0,0,0,0,0,0,0,0,0,27,0,0,0,33,0,0,102,13062,101,0,0,0,0,0,0,0,7996,37862,1269,29866,1601
PR,75264,CRUZMALTINA,0,0,0,162,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1168,2,0,0,0,0,0,0,0,678,2910,69,2232,77
PR,75272,CORONEL VIVIDA,0,0,0,2053,0,3523,7,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,22,7660,21,0,0,0,0,0,0,0,2459,16793,622,14334,403
PR,75280,CORUMBATAÍ DO SUL,0,0,0,267,0,407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1775,2,0,0,0,0,0,0,0,787,3477,100,2690,129
PR,75299,CRUZEIRO DO OESTE,0,0,0,2529,0,3474,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,24,5440,9,0,0,0,0,0,0,0,2928,15750,725,12822,603
PR,75302,ESPERANÇA NOVA,0,0,0,148,0,184,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1099,2,0,0,0,0,0,0,0,328,1872,56,1544,50
PR,75310,CRUZEIRO DO SUL,0,0,0,1029,0,589,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1558,1,0,0,0,0,0,0,0,575,4017,124,3442,129
PR,75329,ESPIGÃO ALTO DO IGUAÇU,0,0,0,460,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,1883,4,0,0,0,0,0,0,0,979,4315,99,3336,106
PR,75337,CRUZ MACHADO,0,0,0,2210,0,814,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,20,7638,10,0,0,0,0,0,0,0,2509,14066,518,11557,340
PR,75345,FERNANDES PINHEIRO,0,0,0,539,0,1689,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,2010,4,0,0,0,0,0,0,0,1008,5564,181,4556,117
PR,75353,CURITIBA,0,0,0,112729,0,297037,1696,0,0,0,0,0,0,0,0,0,3072,0,0,0,3342,0,0,23525,510114,16410,0,0,0,0,0,0,0,154585,1239709,48424,1085124,68775
PR,75361,FOZ DO JORDÃO,0,0,0,579,0,925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,2,1287,3,0,0,0,0,0,0,0,1041,4166,104,3125,113
PR,75370,CURIÚVA,0,0,0,1216,0,2404,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,16,3855,19,0,0,0,0,0,0,0,2983,11353,522,8370,328
PR,75388,GOIOXIM,0,0,0,1278,0,1185,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1568,2,0,0,0,0,0,0,0,1274,5501,98,4227,90
PR,75396,DIAMANTE DO NORTE,0,0,0,548,0,1324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1378,3,0,0,0,0,0,0,0,1162,4703,162,3541,120
PR,75400,DIAMANTE D'OESTE,0,0,0,599,0,836,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1445,9,0,0,0,0,0,0,0,711,3781,69,3070,106
PR,75418,DOIS VIZINHOS,0,0,0,5542,0,5840,6,0,0,0,0,0,0,0,0,0,14,0,0,0,30,0,0,29,10678,47,0,0,0,0,0,0,0,4703,28649,1112,23946,648
PR,75426,GUAMIRANGA,0,0,0,534,0,1327,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,3047,6,0,0,0,0,0,0,0,1009,6465,339,5456,187
PR,75434,DOUTOR CAMARGO,0,0,0,355,0,1088,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,14,2360,9,0,0,0,0,0,0,0,614,4788,167,4174,172
PR,75442,IMBAÚ,0,0,0,1122,0,1963,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,8,2660,4,0,0,0,0,0,0,0,1712,8101,326,6389,299
PR,75450,ENÉAS MARQUES,0,0,0,766,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,2545,4,0,0,0,0,0,0,0,609,5125,113,4516,101
PR,75469,MANFRINÓPOLIS,0,0,0,430,0,581,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1252,0,0,0,0,0,0,0,0,485,2883,67,2398,62
PR,75477,ENGENHEIRO BELTRÃO,0,0,0,1265,0,1362,5,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,31,5565,13,0,0,0,0,0,0,0,2123,11045,370,8922,303
PR,75485,MARQUINHO,0,0,0,412,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1785,1,0,0,0,0,0,0,0,1004,4093,64,3089,65
PR,75493,FAXINAL,0,0,0,602,0,3312,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,4968,13,0,0,0,0,0,0,0,2357,12058,450,9701,338
PR,75507,PEROBAL,0,0,0,488,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2320,4,0,0,0,0,0,0,0,839,5186,174,4347,165
PR,75515,FÊNIX,0,0,0,369,0,1368,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1249,5,0,0,0,0,0,0,0,807,4035,127,3228,104
PR,75523,PONTAL DO PARANÁ,0,0,0,1671,0,3326,8,0,0,0,0,0,0,0,0,0,24,0,0,0,20,0,0,96,6757,84,0,0,0,0,0,0,0,4334,17396,517,13062,559
PR,75531,FLORAÍ,0,0,0,475,0,766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2380,7,0,0,0,0,0,0,0,501,4420,145,3919,138
PR,75540,PORTO BARREIRO,0,0,0,763,0,512,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1122,2,0,0,0,0,0,0,0,528,3049,74,2521,43
PR,75558,FLORESTA,0,0,0,471,0,1230,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,7,2456,5,0,0,0,0,0,0,0,460,4904,120,4444,148
PR,75566,PRADO FERREIRA,0,0,0,259,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1699,1,0,0,0,0,0,0,0,437,3117,88,2680,81
PR,75574,FLORESTÓPOLIS,0,0,0,593,0,2126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,4696,5,0,0,0,0,0,0,0,1908,9747,183,7839,217
PR,75582,QUARTO CENTENÁRIO,0,0,0,336,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,2,0,0,0,0,0,0,0,755,3937,109,3182,73
PR,75590,FLÓRIDA,0,0,0,281,0,650,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,867,0,0,0,0,0,0,0,0,360,2267,40,1907,61
PR,75604,RESERVA DO IGUAÇU,0,0,0,632,0,1457,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,7,1966,4,0,0,0,0,0,0,0,1388,5659,97,4271,98
PR,75612,FORMOSA DO OESTE,0,0,0,1202,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2434,4,0,0,0,0,0,0,0,1115,6254,298,5139,187
PR,75620,RIO BRANCO DO IVAÍ,0,0,0,159,0,1269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,975,4,0,0,0,0,0,0,0,936,3508,81,2572,80
PR,75639,FOZ DO IGUAÇU,0,0,0,30535,0,17575,139,0,0,0,0,0,0,0,0,0,169,0,0,0,1874,0,0,1877,85926,666,0,0,0,0,0,0,0,39874,189990,5473,150116,5882
PR,75647,SERRANÓPOLIS DO IGUAÇU,0,0,0,743,0,177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,2556,6,0,0,0,0,0,0,0,499,4158,87,3659,78
PR,75655,FRANCISCO BELTRÃO,0,0,0,8397,0,16692,21,0,0,0,0,0,0,0,0,0,18,0,0,0,80,0,0,98,20953,122,0,0,0,0,0,0,0,10078,60033,2160,49955,1414
PR,75663,TAMARANA,0,0,0,721,0,1210,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,13,4066,16,0,0,0,0,0,0,0,931,7435,260,6504,209
PR,75671,GENERAL CARNEIRO,0,0,0,2256,0,1111,3,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,14,3632,7,0,0,0,0,0,0,0,2416,10068,383,7652,238
PR,75698,GOIOERÊ,0,0,0,1923,0,2768,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,27,11650,23,0,0,0,0,0,0,0,4706,22194,590,17488,500
PR,75710,GUAÍRA,0,0,0,4287,0,2930,12,0,0,0,0,0,0,0,0,0,24,0,0,0,10,0,0,32,9065,46,0,0,0,0,0,0,0,4785,22667,848,17882,628
PR,75736,GUAIRAÇÁ,0,0,0,324,0,1430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,2037,5,0,0,0,0,0,0,0,849,5012,163,4163,192
PR,75744,ROSÁRIO DO IVAÍ,0,0,0,263,0,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1822,1,0,0,0,0,0,0,0,1331,5020,118,3689,139
PR,75752,GUAPIRAMA,0,0,0,187,0,1193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1272,3,0,0,0,0,0,0,0,747,3629,99,2882,121
PR,75760,NOVA TEBAS,0,0,0,427,0,1648,2,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,8,1983,4,0,0,0,0,0,0,0,1390,5722,102,4332,146
PR,75779,GUAPOREMA,0,0,0,92,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1322,0,0,0,0,0,0,0,0,316,1924,33,1608,23
PR,75787,SULINA,0,0,0,377,0,787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1110,0,0,0,0,0,0,0,0,481,2882,57,2401,61
PR,75795,GUARACI,0,0,0,166,0,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2733,1,0,0,0,0,0,0,0,557,4140,130,3583,74
PR,75809,LUIZIANA,0,0,0,517,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2895,4,0,0,0,0,0,0,0,1158,6036,234,4878,204
PR,75817,GUARANIAÇU,0,0,0,1069,0,1585,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,13,5982,4,0,0,0,0,0,0,0,2347,11638,322,9291,304
PR,75833,GUARAPUAVA,0,0,0,17864,0,22650,54,0,0,0,0,0,0,0,0,0,75,0,0,0,122,0,0,313,48906,329,0,0,0,0,0,0,0,22927,122335,5154,99408,3941
PR,75850,GUARAQUEÇABA,0,0,0,502,0,1711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,2674,1,0,0,0,0,0,0,0,1863,7026,163,5163,102
PR,75876,GUARATUBA,0,0,0,2643,0,4706,11,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,123,10368,70,0,0,0,0,0,0,0,6464,25979,769,19515,788
PR,75892,IBAITI,0,0,0,1698,0,6906,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,76,7019,17,0,0,0,0,0,0,0,5386,22644,795,17258,731
PR,75914,IBIPORÃ,0,0,0,2885,0,4275,24,0,0,0,0,0,0,0,0,0,28,0,0,0,36,0,0,235,20211,116,0,0,0,0,0,0,0,6909,38458,1933,31549,1806
PR,75930,ICARAÍMA,0,0,0,662,0,966,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,3505,3,0,0,0,0,0,0,0,1525,7114,259,5589,185
PR,75957,IGUARAÇU,0,0,0,389,0,642,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,10,1689,2,0,0,0,0,0,0,0,488,3434,106,2946,103
PR,75973,IMBITUVA,0,0,0,1340,0,3922,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,29,11376,41,0,0,0,0,0,0,0,3007,21366,981,18359,642
PR,75990,INÁCIO MARTINS,0,0,0,913,0,2068,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,12,3368,4,0,0,0,0,0,0,0,1409,8248,259,6839,209
PR,76015,INAJÁ,0,0,0,239,0,981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,760,1,0,0,0,0,0,0,0,473,2593,49,2120,86
PR,76031,IPIRANGA,0,0,0,716,0,2552,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,5,4819,6,0,0,0,0,0,0,0,1762,10774,502,9012,396
PR,76058,IPORÃ,0,0,0,755,0,2597,4,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,19,5434,11,0,0,0,0,0,0,0,2139,11621,366,9482,285
PR,76074,IRATI,0,0,0,4877,0,11521,19,0,0,0,0,0,0,0,0,0,25,0,0,0,37,0,0,101,16598,129,0,0,0,0,0,0,0,7362,44014,1758,36652,1587
PR,76090,IRETAMA,0,0,0,477,0,2228,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,3211,5,0,0,0,0,0,0,0,1690,8123,260,6433,237
PR,76112,ITAGUAJÉ,0,0,0,397,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1535,2,0,0,0,0,0,0,0,720,3647,100,2927,118
PR,76139,ITAMBARACÁ,0,0,0,203,0,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,2559,2,0,0,0,0,0,0,0,1041,5165,144,4124,168
PR,76155,ITAMBÉ,0,0,0,801,0,713,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,12,2331,3,0,0,0,0,0,0,0,693,4821,125,4128,136
PR,76171,ITAPEJARA D'OESTE,0,0,0,1881,0,1531,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,3306,2,0,0,0,0,0,0,0,1196,8517,373,7321,216
PR,76198,ITAÚNA DO SUL,0,0,0,377,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,952,0,0,0,0,0,0,0,0,854,3192,111,2338,100
PR,76210,IVAÍ,0,0,0,749,0,1758,3,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,15,5442,4,0,0,0,0,0,0,0,1157,9691,329,8534,221
PR,76236,IVAIPORÃ,0,0,0,1679,0,6864,7,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,28,9711,18,0,0,0,0,0,0,0,4783,24079,484,19296,486
PR,76252,IVATUBA,0,0,0,328,0,378,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,971,2,0,0,0,0,0,0,0,340,2151,57,1811,60
PR,76279,JABOTI,0,0,0,203,0,1037,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,1718,0,0,0,0,0,0,0,0,658,3850,101,3192,117
PR,76295,JACAREZINHO,0,0,0,4658,0,6137,15,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,0,57,11104,171,0,0,0,0,0,0,0,6991,31514,1231,24523,1117
PR,76317,JAGUAPITÃ,0,0,0,716,0,1249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,5070,12,0,0,0,0,0,0,0,1915,9846,466,7931,404
