STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_CHALLENGER,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
AL,27154,BELÉM,1853,920,887,4571,3684,131,439
AL,27170,BELO MONTE,1707,562,723,3965,3242,63,362
AL,27197,BOCA DA MATA,5440,6074,3836,18414,14578,714,1315
AL,27219,BRANQUINHA,2610,1147,1627,7048,5421,154,781
AL,27235,CACIMBINHAS,2752,1959,1594,7474,5880,78,628
AL,27251,CAJUEIRO,4141,4422,2596,13389,10793,421,1018
AL,27278,CAMPO ALEGRE,8470,4345,4805,20616,15811,492,1414
AL,27294,CAMPO GRANDE,3219,1448,953,6599,5646,157,589
AL,27316,CANAPI,6086,1071,2927,11747,8820,185,985
AL,27332,CAPELA,2998,4512,2587,12352,9765,358,1028
AL,27359,CARNEIROS,2336,990,814,4838,4024,77,327
AL,27375,CHÃ PRETA,2705,881,717,5240,4523,153,542
AL,27391,COITÉ DO NÓIA,3331,1314,1734,7715,5981,169,699
AL,27413,COLÔNIA LEOPOLDINA,3755,4236,3052,13215,10163,480,968
AL,27430,COQUEIRO SECO,1331,1096,543,3723,3180,134,289
AL,27456,CORURIPE,11116,11583,6034,34573,28539,843,1889
AL,27472,DELMIRO GOUVEIA,15117,3553,7458,31831,24373,680,1990
AL,27499,DOIS RIACHOS,3452,1579,1745,7965,6220,139,622
AL,27510,FEIRA GRANDE,6429,2301,2356,13337,10981,477,1235
AL,27537,FELIZ DESERTO,1347,566,450,2815,2365,88,200
AL,27553,FLEXEIRAS,2939,1638,1471,7239,5768,141,777
AL,27570,GIRAU DO PONCIANO,10396,2838,4968,21364,16396,475,1810
AL,27596,IBATEGUARA,3703,2145,2402,9806,7404,264,832
AL,27618,IGACI,7690,3051,4827,18907,14080,433,1604
AL,27634,IGREJA NOVA,5452,3617,3341,15560,12219,823,1358
AL,27650,INHAPI,5642,964,2922,11398,8476,181,1132
AL,27677,JACARÉ DOS HOMENS,2239,655,654,4152,3498,37,286
AL,27693,JACUÍPE,2311,886,1155,4992,3837,142,304
AL,27715,JAPARATINGA,1531,1477,1036,5001,3965,208,371
AL,27731,JARAMATAIA,1717,997,740,4286,3546,75,376
AL,27758,JOAQUIM GOMES,4286,3184,4003,13934,9931,436,1380
AL,27774,JUNDIÁ,931,952,819,3418,2599,68,331
AL,27790,JUNQUEIRO,6305,3714,4119,17109,12990,527,1300
AL,27812,LAGOA DA CANOA,5141,2183,2625,11666,9041,285,888
AL,27839,LIMOEIRO DE ANADIA,6895,2636,3204,15294,12090,347,1215
AL,27855,MACEIÓ,115687,160157,63909,476691,412782,12297,21726
AL,27871,MAJOR ISIDORO,6038,2739,2741,13436,10695,207,1066
AL,27898,MARAGOGI,5236,3729,2975,14463,11488,730,1016
AL,27910,MARAVILHA,2150,2233,2184,8097,5913,157,599
AL,27936,MARECHAL DEODORO,7810,8212,4058,25915,21857,901,1866
AL,27952,MARIBONDO,3860,3025,2220,10964,8744,258,933
AL,27979,MAR VERMELHO,1318,698,338,2929,2591,66,246
AL,27995,MATA GRANDE,7827,1608,3693,15945,12252,526,1589
AL,28010,MATRIZ DE CAMARAGIBE,4913,4665,3755,15526,11771,432,1000
AL,28037,MESSIAS,3221,3171,1951,10223,8272,299,828
AL,28053,MINADOR DO NEGRÃO,1848,624,907,4062,3155,74,401
AL,28070,MONTEIRÓPOLIS,2453,707,1041,4989,3948,111,353
AL,28096,MURICI,6729,3811,2775,17083,14308,427,1756
AL,28118,NOVO LINO,1973,2913,1217,7520,6303,207,628
AL,28134,OLHO D'ÁGUA DAS FLORES,5258,3155,2621,13028,10407,237,901
AL,28150,OLHO D'ÁGUA DO CASADO,3024,828,1351,6220,4869,112,608
AL,28177,OLHO D'ÁGUA GRANDE,1494,833,851,3865,3014,143,359
AL,28193,OLIVENÇA,3284,1398,1655,7783,6128,130,743
AL,28215,OURO BRANCO,3717,1276,1579,7513,5934,101,412
AL,28231,PALESTINA,2036,332,508,3365,2857,29,284
AL,28258,PALMEIRA DOS ÍNDIOS,15282,12952,9767,46607,36840,991,2854
AL,28274,PÃO DE AÇÚCAR,7258,2537,3396,16328,12932,244,1068
AL,28290,PASSO DE CAMARAGIBE,4534,1747,1981,9678,7697,265,610
AL,28312,PAULO JACINTO,3013,933,641,5383,4742,120,377
AL,28339,PENEDO,8858,12605,7372,34998,27626,773,1902
AL,28355,PIAÇABUÇU,4192,2431,2882,11693,8811,329,945
AL,28371,PILAR,4868,9769,4916,24036,19120,826,1493
AL,28398,PINDOBA,1221,417,250,2211,1961,27,194
AL,28410,PIRANHAS,6318,1988,3239,14303,11064,221,1283
AL,28436,POÇO DAS TRINCHEIRAS,4039,2019,1788,9094,7306,125,722
AL,28452,PORTO CALVO,5002,5891,4521,18487,13966,672,1367
AL,28479,PORTO DE PEDRAS,2131,1306,1410,6042,4632,227,420
AL,28495,PORTO REAL DO COLÉGIO,3644,4284,2526,12870,10344,599,953
AL,28517,QUEBRÂNGULO,4711,1442,1245,8791,7546,202,807
AL,28533,RIO LARGO,14740,13771,7817,45986,38169,1490,2542
AL,28550,ROTEIRO,1549,977,1230,4525,3295,125,411
AL,28576,SANTA LUZIA DO NORTE,1722,1494,871,5055,4184,132,331
AL,28592,SANTANA DO IPANEMA,11269,6624,5269,27851,22582,461,1857
AL,28614,SANTANA DO MUNDAÚ,3527,1180,1242,7222,5980,183,793
AL,28630,SÃO BRÁS,1283,1645,868,4888,4020,357,329
AL,28657,SÃO JOSÉ DA LAJE,5472,3754,1793,13772,11979,341,1360
AL,28673,SÃO JOSÉ DA TAPERA,5501,4660,4223,17836,13613,398,1401
AL,28690,SÃO LUÍS DO QUITUNDE,7976,4618,4406,20694,16288,749,1738
AL,28711,SÃO MIGUEL DOS CAMPOS,7035,13910,4377,32036,27659,884,2139
AL,28738,SÃO MIGUEL DOS MILAGRES,1927,1167,749,4945,4196,205,418
AL,28754,SÃO SEBASTIÃO,10074,3781,4612,21598,16986,771,1501
AL,28770,SATUBA,1836,3170,1373,8327,6954,351,558
AL,28797,TANQUE D'ARCA,1851,730,1308,4889,3581,153,370
AL,28819,TAQUARANA,4887,2611,2544,12134,9590,300,1170
AL,28835,TRAIPÚ,7805,2939,3923,17734,13811,216,1611
AL,28851,UNIÃO DOS PALMARES,12748,8589,8555,36702,28147,851,2729
AL,28878,VIÇOSA,8172,3671,3603,18459,14856,499,1507
AL,28894,CRAÍBAS,5232,3543,2685,13808,11123,357,1145
AL,28916,SENADOR RUI PALMEIRA,3133,748,1404,7066,5662,85,675
AL,28932,SENADOR TEOTÔNIO VILELA,8637,6801,6993,26373,19380,525,1679
AM,2003,APUÍ,3198,1705,1891,7532,5641,53,409
AM,2011,NOVO AIRÃO,3539,744,1772,6592,4820,32,344
AM,2020,GUAJARÁ,2046,1927,3009,7698,4689,45,548
AM,2038,ANORI,4067,980,1817,7427,5610,33,326
AM,2046,CAREIRO DA VÁRZEA,7689,876,2924,12667,9743,70,735
AM,2054,ATALAIA DO NORTE,1795,784,1208,4194,2986,15,279
AM,2070,AUTAZES,9689,1110,4260,16443,12183,70,983
AM,2097,BARCELOS,3657,809,1810,6894,5084,28,330
AM,2119,BARREIRINHA,8125,997,3087,13344,10257,79,774
AM,2135,BENJAMIN CONSTANT,8774,779,3154,13966,10812,70,863
AM,2151,BOCA DO ACRE,5722,4134,4119,15584,11465,147,996
AM,2178,BORBA,9393,816,3810,15315,11505,65,992
AM,2194,CANUTAMA,2604,667,1522,5314,3792,26,401
AM,2216,CARAUARI,6730,1412,4821,13939,9118,75,659
AM,2232,CAREIRO,9080,993,4048,15470,11422,123,861
AM,2259,COARI,22248,2598,8339,36863,28524,171,2299
AM,2275,CODAJÁS,6161,1151,3334,11505,8171,43,441
AM,2291,EIRUNEPÉ,8374,977,4686,15612,10926,164,1164
AM,2313,ENVIRA,2324,2625,2930,8621,5691,53,589
AM,2330,FONTE BOA,4521,2265,2917,10839,7922,45,831
AM,2356,HUMAITÁ,10605,3544,4466,20604,16138,167,938
AM,2372,SANTA ISABEL DO RIO NEGRO,2058,979,1794,5318,3524,42,366
AM,2399,IPIXUNA,2352,1788,2872,7738,4866,62,578
AM,2410,ITACOATIARA,31909,4610,11075,51125,40050,231,1476
AM,2437,ITAPIRANGA,3101,413,1020,4902,3882,18,229
AM,2453,JAPURÁ,1100,330,886,2524,1638,9,147
AM,2470,JURUÁ,1558,1182,1652,4900,3248,27,410
AM,2496,JUTAÍ,3166,1946,2204,8205,6001,43,659
AM,2518,LÁBREA,9289,1052,5302,17173,11871,81,1143
AM,2534,MANACAPURU,30295,3555,10710,48544,37834,298,2146
AM,2550,MANAUS,632681,87407,119303,995870,876567,14408,32636
AM,2577,MANICORÉ,10174,2893,5250,19894,14644,88,989
AM,2593,MARAÃ,3056,340,2100,6000,3900,31,392
AM,2615,MAUÉS,15462,1420,6163,25107,18944,113,1346
AM,2631,NHAMUNDÁ,5771,1495,2640,10701,8061,57,488
AM,2658,NOVA OLINDA DO NORTE,6534,857,3158,11612,8454,44,743
AM,2674,NOVO ARIPUANÃ,5268,715,2721,9494,6773,60,486
AM,2690,PARINTINS,30846,5067,10607,50214,39607,319,1608
AM,2712,PAUINI,3337,1094,2663,7730,5067,26,487
AM,2739,SANTO ANTONIO DO IÇÁ,4018,1675,1927,8531,6604,90,660
AM,2755,SÃO PAULO DE OLIVENÇA,6550,1117,1590,10068,8478,48,564
AM,2771,SILVES,3504,364,934,5059,4125,23,136
AM,2798,TAPAUÁ,4807,970,2303,9056,6753,60,692
AM,2810,TEFÉ,16777,1844,8283,29448,21165,146,1639
AM,2836,SÃO GABRIEL DA CACHOEIRA,11079,1945,5675,19913,14238,89,731
AM,2852,URUCARÁ,5710,596,2034,8866,6832,41,332
AM,2879,URUCURITUBA,5601,677,2154,8972,6818,40,347
AM,2895,ALVARÃES,3947,534,1662,6804,5142,33,482
AM,2917,AMATURÁ,2052,322,727,3623,2896,38,416
AM,2933,ANAMÃ,2571,932,1492,5434,3942,29,321
AM,2950,BERURI,3128,1143,1580,6476,4896,26,480
AM,2976,BOA VISTA DO RAMOS,4700,582,1643,7445,5802,21,360
AM,2992,CAAPIRANGA,3247,313,1744,5683,3939,25,247
AM,98353,IRANDUBA,13042,1135,2665,18682,16017,144,1117
AM,98370,ITAMARATI,2182,473,1426,4515,3089,17,337
AM,98396,MANAQUIRI,5982,280,1931,8798,6867,25,435
AM,98418,PRESIDENTE FIGUEIREDO,8428,1013,3643,14271,10628,91,545
AM,98434,RIO PRETO DA EVA,6640,906,2726,11235,8509,63,451
AM,98450,SÃO SEBASTIÃO DO UATUMÃ,2314,716,1052,4410,3358,29,201
AM,98477,TABATINGA,11026,2431,4172,19747,15575,139,1273
AM,98493,UARINI,2699,419,1649,5181,3532,9,340
AM,98515,TONANTINS,2354,1362,1214,5555,4341,35,479
AP,6009,PRACUÚBA,1168,362,211,1974,1763,7,64
AP,6017,AMAPÁ,2943,873,724,5105,4381,33,192
AP,6025,PORTO GRANDE,4369,1536,986,7693,6707,34,308
AP,6033,CALÇOENE,2697,1025,967,5340,4373,36,216
AP,6041,ITAUBAL,1452,711,381,2896,2515,10,126
AP,6050,MACAPÁ,86446,60960,28560,212539,183979,1552,5947
AP,6068,CUTIAS,1330,642,503,2798,2295,10,102
AP,6076,MAZAGÃO,4661,2801,1273,9806,8533,24,374
AP,6084,AMAPARI,1804,537,422,3111,2689,18,165
AP,6092,OIAPOQUE,5746,1629,3799,12481,8682,156,534
AP,6106,SERRA DO NAVIO,1321,542,390,2525,2135,7,67
AP,6114,FERREIRA GOMES,1516,868,357,3238,2881,16,137
AP,6122,VITÓRIA DO JARÍ,4100,1562,1487,7883,6396,51,297
AP,6130,LARANJAL DO JARÍ,12117,4219,4194,22696,18502,172,872
AP,6157,SANTANA,26088,15472,6300,54750,48450,324,1652
AP,6173,TARTARUGALZINHO,2917,1331,933,5779,4846,24,221
BA,30007,LUIS EDUARDO MAGALHÃES,7233,8183,2611,19995,17384,375,867
BA,30058,EUNÁPOLIS,28809,10478,14841,61111,46270,938,3091
BA,30660,IUIU,3460,1271,1764,7453,5689,99,671
BA,30678,JABORANDI,3073,1627,1758,7324,5566,192,545
BA,30694,JUSSARI,2127,905,1680,5356,3676,48,378
BA,30716,AMÉRICA DOURADA,4636,2433,2816,11293,8477,234,859
BA,30732,ARATACA,2595,1321,2768,7368,4600,55,418
BA,30759,BARRO ALTO,4003,2507,1938,9438,7500,156,577
BA,30775,BARROCAS,5522,1592,1655,9777,8122,139,644
BA,30791,BURITIRAMA,5518,2763,2594,12363,9769,78,1222
BA,30813,CAPELA DO ALTO ALEGRE,3688,1695,1527,8213,6686,268,670
BA,30830,CAPIM GROSSO,7610,4426,2701,16980,14279,406,1178
BA,30856,CANUDOS,5095,2039,2358,10655,8297,127,727
BA,30872,DIAS D'ÁVILA,18131,4350,3447,29760,26313,805,1591
BA,30899,FÁTIMA,6352,2048,2670,12843,10173,321,970
BA,30910,FILADÉLFIA,5339,2689,2615,12214,9599,274,932
BA,30937,GAVIÃO,1613,972,665,3772,3107,93,279
BA,30953,GUAJERU,2162,1679,2028,6746,4718,92,641
BA,30970,HELIÓPOLIS,4592,1544,2540,9969,7429,220,797
BA,30996,JOÃO DOURADO,6459,3924,2674,14663,11989,207,876
BA,33014,ABAÍRA,2777,1482,1917,7138,5221,191,546
BA,33030,ABARÉ,6182,1259,1783,10732,8949,125,1146
BA,33057,ACAJUTIBA,4866,1872,2556,10463,7907,205,642
BA,33065,ADUSTINA,5045,1998,2055,10567,8512,177,1022
BA,33073,ÁGUA FRIA,4899,1987,3225,11720,8495,210,1027
BA,33090,ÉRICO CARDOSO,3125,1312,2756,8356,5600,191,765
BA,33111,AIQUARA,1948,512,670,3670,3000,61,342
BA,33138,ALAGOINHAS,38938,20147,17581,90414,72833,2089,4341
BA,33154,ALCOBAÇA,6474,1648,4023,13937,9914,384,966
BA,33170,ALMADINA,1882,934,431,3731,3300,35,316
BA,33197,AMARGOSA,10132,4655,6450,24439,17989,524,1721
BA,33219,AMÉLIA RODRIGUES,8423,2823,4329,17915,13586,549,891
BA,33235,ANAGÉ,4283,4387,1697,12893,11196,250,1401
BA,33251,ANDARAÍ,4829,1077,2165,9201,7036,121,742
BA,33260,ANDORINHA,6683,1138,2112,10914,8802,155,537
BA,33278,ANGICAL,5199,2753,2361,11297,8936,121,597
BA,33294,ANGUERA,4167,971,1465,7737,6272,214,664
BA,33316,ANTAS,4372,2370,1934,10238,8304,201,1009
BA,33332,ANTÔNIO CARDOSO,4601,1604,654,7888,7234,171,608
BA,33359,ANTÔNIO GONÇALVES,3039,1421,933,6330,5397,134,572
BA,33375,APORÁ,4877,2312,2872,11734,8862,259,1106
BA,33383,ARAÇÁS,4053,1430,1935,8434,6499,190,584
BA,33391,ARACATU,3157,2996,2922,10510,7588,185,1000
BA,33405,APUAREMA,1690,1687,622,4816,4194,54,595
BA,33413,ARACI,15803,4302,8193,32372,24179,570,2386
BA,33430,ARAMARI,3624,1358,1562,7674,6112,141,655
BA,33456,ARATUÍPE,3275,972,1702,6997,5295,124,670
BA,33472,AURELINO LEAL,5028,928,3558,10392,6834,127,449
BA,33499,BAIANÓPOLIS,4720,1322,799,7920,7121,186,663
BA,33510,BAIXA GRANDE,5274,3628,4223,15232,11009,448,1186
BA,33529,BANZAÊ,4395,1563,1227,8260,7033,110,699
BA,33537,BARRA,11991,6341,6673,28808,22135,306,2789
BA,33553,BARRA DA ESTIVA,6480,3135,2681,14440,11759,466,1279
BA,33570,BARRA DO CHOÇA,8177,4964,5343,21649,16306,377,2013
BA,33596,BARRA DO MENDES,5406,1654,1513,9796,8283,194,751
BA,33618,BARRA DO ROCHA,1819,778,352,3451,3099,43,291
BA,33634,BARREIRAS,38384,14518,14725,74585,59860,1055,2382
BA,33650,GOVERNADOR LOMANTO JÚNIOR,2464,1014,1729,5777,4048,72,291
BA,33677,BELMONTE,5777,1591,1362,10325,8963,231,917
BA,33693,BELO CAMPO,3987,3839,3238,12743,9505,237,1110
BA,33715,BIRITINGA,5761,1037,2595,11094,8499,221,1030
BA,33731,BOA NOVA,5274,1318,3713,11954,8241,233,1126
BA,33758,BOA VISTA DO TUPIM,5560,2875,3517,13819,10302,194,1174
BA,33774,BOM JESUS DA LAPA,18545,6439,9360,38615,29255,784,2201
BA,33782,BOM JESUS DA SERRA,2687,1362,1885,6877,4992,51,764
BA,33790,BONINAL,4250,1603,2746,9712,6966,141,754
BA,33804,BONITO,3762,2209,1819,8880,7061,155,671
BA,33812,BOQUIRA,8125,1617,4578,16027,11449,225,1120
BA,33839,BOTUPORÃ,4340,858,1939,8341,6402,147,769
BA,33855,BREJÕES,4963,1548,2504,10514,8010,225,953
BA,33871,BREJOLÂNDIA,3617,1190,1187,6853,5666,155,500
BA,33898,BROTAS DE MACAÚBAS,3830,1868,2747,9631,6884,135,707
BA,33910,BRUMADO,21739,8190,9076,44021,34945,784,2742
BA,33936,BUERAREMA,4778,3674,1682,11784,10102,136,836
BA,33952,CAATIBA,2743,1042,1992,6657,4665,86,626
BA,33960,CABACEIRAS DO PARAGUAÇU,5565,2192,2448,11549,9101,159,901
BA,33979,CACHOEIRA,12813,2428,5412,23594,18182,470,1421
BA,33995,CACULÉ,5551,4036,3931,15442,11511,308,1138
BA,34010,CAEM,3957,1505,1199,8055,6856,179,932
BA,34029,CAETANOS,2967,1410,2201,7689,5488,134,827
BA,34037,CAETITÉ,12057,8929,8244,34409,26165,628,3151
BA,34053,CAFARNAUM,2926,4048,2741,11161,8420,192,937
BA,34070,CAIRU,4343,1376,1838,8564,6726,218,464
BA,34096,CALDEIRÃO GRANDE,2883,1375,1822,7171,5349,169,655
BA,34118,CAMACÃ,8205,4324,7085,22186,15101,391,1329
BA,34134,CAMAÇARI,63346,17009,12006,107846,95840,3436,4983
BA,34150,CAMAMU,7935,3640,5850,20533,14683,450,1890
BA,34177,CAMPO ALEGRE DE LOURDES,8819,3328,4982,19386,14404,214,1567
BA,34193,CAMPO FORMOSO,18849,10874,10144,46246,36102,1049,3685
BA,34215,CANÁPOLIS,3737,922,1639,7429,5790,194,713
BA,34231,CANARANA,7458,3481,3621,16407,12786,290,1107
BA,34258,CANAVIEIRAS,11662,3654,7601,25227,17626,284,1124
BA,34274,CANDEAL,4063,1338,1674,8097,6423,184,579
BA,34290,CANDEIAS,30557,4139,3828,43564,39736,1157,2056
BA,34312,CANDIBA,4202,1903,2225,9914,7689,380,894
BA,34339,CÂNDIDO SALES,8538,3918,5106,19837,14731,275,1519
BA,34355,CANSANÇÃO,11867,3228,5624,22837,17213,333,1301
BA,34363,CARAÍBAS,2110,2365,3186,8668,5482,94,726
BA,34371,CARAVELAS,6673,1598,4346,14486,10140,245,1029
BA,34398,CARDEAL DA SILVA,2712,704,1680,5863,4183,127,451
BA,34410,CARINHANHA,7185,4980,4245,18302,14057,178,1351
BA,34436,CASA NOVA,20322,7176,8752,42966,34214,1029,4459
BA,34452,CASTRO ALVES,9972,3035,2768,18181,15413,383,1344
BA,34479,CATOLÂNDIA,1882,218,309,2804,2495,52,253
BA,34495,CATU,22586,4129,6808,38121,31313,1150,1679
BA,34509,CATURAMA,2929,1058,2204,7089,4885,175,511
BA,34517,CENTRAL,6535,2170,2178,12194,10016,210,688
BA,34533,CHORROCHÓ,3895,1518,1551,8078,6527,89,872
BA,34550,CÍCERO DANTAS,9987,5213,5943,24778,18835,641,2276
BA,34576,CIPÓ,4803,2656,3148,11892,8744,140,786
BA,34592,COARACI,7857,3186,5457,18490,13033,195,1112
BA,34614,COCOS,5025,2567,3161,12757,9596,320,1411
BA,34630,CONCEIÇÃO DA FEIRA,7349,1933,2339,12982,10643,325,616
BA,34657,CONCEIÇÃO DO ALMEIDA,7095,1537,2745,12945,10200,273,926
BA,34673,CONCEIÇÃO DO COITÉ,22590,8493,8184,44797,36613,1097,2914
BA,34690,CONCEIÇÃO DO JACUÍPE,10268,4189,4218,21125,16907,450,1130
BA,34711,CONDE,6569,1977,3023,13452,10429,290,1178
BA,34738,CONDEÚBA,4965,3152,4523,14777,10254,306,1492
BA,34754,CONTENDAS DO SINCORÁ,1484,856,465,3221,2756,57,314
BA,34770,CORAÇÃO DE MARIA,9945,2754,4374,19407,15033,519,1173
BA,34797,CORDEIROS,1496,1897,1100,5383,4283,86,617
BA,34819,CORIBE,5535,1687,2683,11411,8728,346,865
BA,34835,CORONEL JOÃO SÁ,4279,2666,2428,11101,8673,237,1165
BA,34851,CORRENTINA,9661,3931,5254,22019,16765,468,1864
BA,34878,COTEGIPE,4456,1360,2186,9184,6998,140,820
BA,34894,CRAVOLÂNDIA,2380,432,959,4404,3445,144,388
BA,34916,CRISÓPOLIS,7018,1876,3556,14411,10855,282,1365
BA,34932,CRISTÓPOLIS,5421,1558,2068,10367,8299,112,971
BA,34959,CRUZ DAS ALMAS,19497,8768,7730,40440,32710,918,1729
BA,34975,CURAÇÁ,11578,3730,3893,21470,17577,249,1363
BA,34991,DÁRIO MEIRA,3887,942,2077,8228,6151,94,917
BA,35017,DOM BASÍLIO,3997,1832,976,7766,6790,222,508
BA,35033,DOM MACEDO COSTA,1645,569,425,3087,2662,64,265
BA,35050,ELÍSIO MEDRADO,3222,1375,1073,6537,5464,99,582
BA,35076,ENCRUZILHADA,5383,3787,4445,16023,11578,257,1677
BA,35092,ENTRE RIOS,11473,4146,6600,25612,19012,793,1672
BA,35114,ESPLANADA,8942,3220,1532,16076,14544,498,1190
BA,35130,EUCLIDES DA CUNHA,17764,7083,10332,40138,29806,844,3068
BA,35149,FEIRA DA MATA,1796,1065,943,4315,3372,55,358
BA,35157,FEIRA DE SANTANA,162397,68832,51616,329582,277966,7619,14907
BA,35173,FIRMINO ALVES,1638,706,294,3183,2889,80,387
BA,35190,FLORESTA AZUL,3657,1830,1803,8165,6362,90,529
BA,35211,FORMOSA DO RIO PRETO,4890,4126,3091,14005,10914,242,1257
BA,35238,GANDU,6439,6294,5755,21230,15475,342,1501
BA,35254,GENTIO DO OURO,3451,2121,2000,8495,6495,165,592
BA,35270,GLÓRIA,5581,1789,2012,10782,8770,189,908
BA,35297,GONGOGI,2404,1080,2432,6543,4111,54,408
BA,35319,GOVERNADOR MANGABEIRA,7409,2254,2086,13336,11250,279,892
BA,35335,GUANAMBI,20984,12999,10359,50840,40481,1100,3421
BA,35351,GUARATINGA,7838,1775,6042,16972,10930,171,764
BA,35378,IAÇU,8271,2954,6038,19723,13685,426,1502
BA,35394,IBIASSUCÊ,2933,2202,1882,7823,5941,75,552
BA,35416,IBICARAÍ,8056,3831,6543,20364,13821,248,1005
BA,35432,IBICOARA,3438,2302,1500,8536,7036,195,859
BA,35459,IBICUÍ,4293,2134,3261,11171,7910,236,875
BA,35475,IBIPEBA,6776,1715,1686,11366,9680,228,538
BA,35491,SANTA RITA DE CÁSSIA,8878,4152,4246,19055,14809,325,922
BA,35513,IBIPITANGA,4040,2093,2000,9343,7343,257,725
BA,35530,IBIQUERA,1764,423,564,3180,2616,36,306
BA,35556,IBIRAPITANGA,6412,2069,5885,16293,10408,212,1072
BA,35572,IBIRAPUÃ,2383,1011,762,4917,4155,87,532
BA,35599,IBIRATAIA,5625,3730,4826,16429,11603,223,1478
BA,35610,IBITIARA,3832,3116,3134,11492,8358,165,1015
BA,35637,IBITITÁ,6977,3005,2808,13908,11100,160,594
BA,35653,IBOTIRAMA,7781,4149,4781,18576,13795,293,1061
BA,35670,ICHU,2793,855,559,4740,4181,88,228
BA,35696,IGAPORÃ,4208,2658,2837,11339,8502,281,1028
BA,35700,IGRAPIÚNA,3518,1157,2138,8261,6123,261,842
BA,35718,IGUAÍ,7801,2467,5463,18352,12889,371,1529
BA,35734,ILHÉUS,54562,21341,28572,122076,93504,2739,4907
BA,35750,INHAMBUPE,11812,3702,5528,24132,18604,514,1823
BA,35777,IPECAETÁ,5318,2977,3887,13897,10010,280,1130
BA,35793,IPIAÚ,14212,4812,8368,31426,23058,454,1875
BA,35815,IPIRÁ,18188,8677,13036,45589,32553,1008,3417
BA,35831,IPUPIARA,2794,1827,950,6259,5309,158,369
BA,35858,IRAJUBA,2710,801,1168,5463,4295,122,510
BA,35874,IRAMAIA,3632,2045,2431,9005,6574,123,582
BA,35890,IRAQUARA,7714,1715,3164,14136,10972,239,930
BA,35912,IRARÁ,8958,2595,1516,15439,13923,344,1411
BA,35939,IRECÊ,17364,8762,8782,39008,30226,787,1824
BA,35947,ITABELA,8133,3569,5473,19367,13894,302,1378
BA,35955,ITABERABA,18815,6620,11242,42770,31528,943,2885
BA,35971,ITABUNA,49430,46766,30420,142770,112350,2201,5327
BA,35998,ITACARÉ,5259,1490,3122,11266,8144,205,735
BA,36013,ITAETÊ,4269,2126,2636,10003,7367,123,658
BA,36030,ITAGI,4530,2191,2396,10549,8153,106,996
BA,36056,ITAGIBÁ,5716,1381,3782,12351,8569,138,851
BA,36072,ITAGIMIRIM,1664,1032,537,3957,3420,91,467
BA,36080,ITAGUAÇU DA BAHIA,4293,765,658,6682,6024,121,678
BA,36099,ITAJU DO COLÔNIA,2578,772,2004,5853,3849,58,259
