,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO
431,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79839,BRAGANEY,PR,2144
432,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79855,CAFELÂNDIA,PR,5612
433,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79871,TRÊS BARRAS DO PARANÁ,PR,4382
434,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79898,VERA CRUZ DO OESTE,PR,3395
435,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79910,PRANCHITA,PR,2344
436,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79936,TUPÃSSI,PR,4361
437,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79952,NOVA PRATA DO IGUAÇU,PR,3649
438,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79979,JESUÍTAS,PR,4406
439,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,79995,SÃO JORGE DO PATROCÍNIO,PR,3418
440,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84514,CANTAGALO,PR,4681
441,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84530,TURVO,PR,5718
442,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84557,ALTAMIRA DO PARANÁ,PR,2234
443,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84573,FIGUEIRA,PR,3942
444,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84590,LUNARDELLI,PR,2255
445,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84611,SARANDI,PR,30827
446,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84638,JURANDA,PR,3929
447,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84654,DOURADINA,PR,3367
448,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84670,SANTA TEREZINHA DE ITAIPU,PR,10692
449,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84697,MISSAL,PR,4752
450,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,84719,SÃO JOSÉ DAS PALMEIRAS,PR,1958
451,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40002,ALFREDO VASCONCELOS,MG,1155
452,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40010,ABADIA DOS DOURADOS,MG,1918
453,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40029,ARAPORÃ,MG,2081
454,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40037,ABAETÉ,MG,8505
455,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40045,BRASILÂNDIA DE MINAS,MG,2165
456,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40053,ABRE CAMPO,MG,2821
457,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40061,CAPITÃO ANDRADE,MG,1230
458,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40070,ACAIACA,MG,965
459,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40088,CARNEIRINHO,MG,1908
460,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40096,AÇUCENA,MG,1421
461,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40100,CATUJI,MG,2667
462,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40118,ÁGUA BOA,MG,2882
463,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40126,DIVISA ALEGRE,MG,1563
464,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40134,ÁGUA COMPRIDA,MG,657
465,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40142,DIVISÓPOLIS,MG,2495
466,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40150,AGUANIL,MG,1167
467,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40169,DURANDÉ,MG,832
468,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40177,ÁGUAS FORMOSAS,MG,3463
469,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40185,ENTRE FOLHAS,MG,1347
470,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40193,ÁGUAS VERMELHAS,MG,2785
471,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40207,FERVEDOURO,MG,2537
472,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40215,AIMORÉS,MG,4260
473,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40223,FRANCISCÓPOLIS,MG,1597
474,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40231,AIURUOCA,MG,2421
475,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40240,ICARAÍ DE MINAS,MG,1256
476,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40258,ALAGOA,MG,1436
477,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40266,IPABA,MG,3070
478,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40274,ALBERTINA,MG,1594
479,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40282,JAÍBA,MG,2682
480,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40290,ALÉM PARAÍBA,MG,10830
481,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40304,JAMPRUCA,MG,742
482,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40312,ALFENAS,MG,20567
483,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40320,JUATUBA,MG,5819
484,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40339,ALMENARA,MG,5269
485,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40347,LAGOA GRANDE,MG,1872
486,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40355,ALPERCATA,MG,1746
487,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40363,LIMEIRA DO OESTE,MG,1482
488,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40371,ALPINÓPOLIS,MG,6330
489,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40380,LONTRA,MG,2098
490,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40398,ALTEROSA,MG,4563
491,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40401,MAMONAS,MG,1862
492,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40410,ALTO RIO DOCE,MG,2716
493,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40428,MATA VERDE,MG,2530
494,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40436,ALVARENGA,MG,1269
495,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40444,MATIAS CARDOSO,MG,807
496,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40452,ALVINÓPOLIS,MG,3547
497,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40460,MONTEZUMA,MG,1514
498,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40479,ALVORADA DE MINAS,MG,1373
499,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40487,NAQUE,MG,1009
500,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40495,AMPARO DO SERRA,MG,1285
501,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40509,NOVO ORIENTE DE MINAS,MG,1978
502,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40517,ANDRADAS,MG,15759
503,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40525,PALMÓPOLIS,MG,1199
504,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40533,CACHOEIRA DE PAJEÚ,MG,1254
505,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40541,PEDRAS DE MARIA DA CRUZ,MG,1105
506,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40550,ANDRELÂNDIA,MG,3388
507,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40568,PERIQUITO,MG,2034
508,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40576,ANTÔNIO CARLOS,MG,1878
509,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40584,PONTO DOS VOLANTES,MG,2321
510,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40592,ANTÔNIO DIAS,MG,3056
511,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40606,RIACHINHO,MG,1516
512,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40614,ANTÔNIO PRADO DE MINAS,MG,828
513,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40622,ROSÁRIO DA LIMEIRA,MG,1342
514,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40630,ARAÇAÍ,MG,1096
515,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40649,SANTA BÁRBARA DO LESTE,MG,1548
516,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40657,ARACITABA,MG,621
517,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40665,SANTA RITA DE MINAS,MG,2229
518,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40673,ARAÇUAÍ,MG,5670
519,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40681,SANTANA DO PARAÍSO,MG,4389
520,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40690,ARAGUARI,MG,25130
521,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40703,SÃO JOÃO DA LAGOA,MG,1030
522,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40711,ARANTINA,MG,808
523,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40720,SÃO JOÃO DO MANHUAÇU,MG,2354
524,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40738,ARAPONGA,MG,1558
525,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40746,SÃO JOÃO DO MANTENINHA,MG,1051
526,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40754,ARAPUÁ,MG,1209
527,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40762,SÃO JOÃO DO PACUÍ,MG,437
528,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40770,ARAÚJOS,MG,3346
529,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40789,SÃO JOSÉ DA LAPA,MG,5546
530,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40797,ARAXÁ,MG,32818
531,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40800,SARZEDO,MG,7242
532,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40819,ARCEBURGO,MG,3249
533,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40827,SEM PEIXE,MG,1021
534,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40835,ARCOS,MG,10118
535,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40843,SENADOR AMARAL,MG,2080
536,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40851,AREADO,MG,6251
537,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40860,UBAPORANGA,MG,3618
538,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40878,ARGIRITA,MG,1362
539,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40886,URUCUIA,MG,2096
540,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40894,ARINOS,MG,2742
541,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40908,VARGEM ALEGRE,MG,1930
542,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40916,ASTOLFO DUTRA,MG,3162
543,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40924,JOSENÓPOLIS,MG,356
544,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40932,ATALÉIA,MG,1617
545,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40940,JUVENÍLIA,MG,1487
546,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40959,AUGUSTO DE LIMA,MG,1419
547,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40967,LEME DO PRADO,MG,1171
548,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40975,BAEPENDI,MG,5757
549,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40983,LUISBURGO,MG,1886
550,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,40991,BALDIM,MG,3418
551,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41009,LUISLÂNDIA,MG,657
552,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41017,BAMBUÍ,MG,7119
553,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41025,MÁRIO CAMPOS,MG,3703
554,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41033,BANDEIRA,MG,669
555,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41041,MARTINS SOARES,MG,1652
556,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41050,BANDEIRA DO SUL,MG,2723
557,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41068,MIRAVÂNIA,MG,835
558,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41076,BARÃO DE COCAIS,MG,9546
559,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41084,MONTE FORMOSO,MG,1438
560,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41092,BARÃO DE MONTE ALTO,MG,2552
561,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41106,NATALÂNDIA,MG,781
562,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41114,BARBACENA,MG,20687
563,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41122,NINHEIRA,MG,1468
564,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41130,BARRA LONGA,MG,2082
565,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41149,NOVA BELÉM,MG,1564
566,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41157,TRÊS MARIAS,MG,8069
567,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41165,NOVA PORTEIRINHA,MG,971
568,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41173,BARROSO,MG,5392
569,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41181,NOVORIZONTE,MG,1704
570,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41190,BELA VISTA DE MINAS,MG,2057
571,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41203,OLHOS D'ÁGUA,MG,734
572,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41211,BELMIRO BRAGA,MG,1051
573,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41220,ORATÓRIOS,MG,1209
574,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41238,BELO HORIZONTE,MG,757973
575,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41246,ORIZÂNIA,MG,1842
576,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41254,BELO ORIENTE,MG,4453
577,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41262,PADRE CARVALHO,MG,1439
578,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41270,BELO VALE,MG,3452
579,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41289,PAI PEDRO,MG,1070
580,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41297,BERILO,MG,2259
581,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41300,PATIS,MG,2080
582,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41319,BERTÓPOLIS,MG,961
583,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41327,PEDRA BONITA,MG,2066
584,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41335,BETIM,MG,77033
585,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41343,PIEDADE DE CARATINGA,MG,2301
586,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41351,BIAS FORTES,MG,1395
587,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41360,PINGO D'ÁGUA,MG,1464
588,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41378,BICAS,MG,3757
589,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41386,PINTÓPOLIS,MG,1050
590,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41394,BIQUINHAS,MG,912
591,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41408,PONTO CHIQUE,MG,635
592,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41416,BOA ESPERANÇA,MG,12275
593,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41424,REDUTO,MG,1558
594,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41432,BOCAINA DE MINAS,MG,2311
595,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41440,SANTA BÁRBARA DO MONTE VERDE,MG,1289
596,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41459,BOCAIÚVA,MG,6544
597,ANTONIO AUGUSTO JUNHO ANASTASIA,ANTONIO ANASTASIA,45,Partido da Social Democracia Brasileira,PSDB,41467,SANTA CRUZ DE MINAS,MG,2349
