,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO
91,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74390,ASTORGA,PR,12875
92,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74403,IRACEMA DO OESTE,PR,1379
93,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74411,ATALAIA,PR,1971
94,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74420,NOVO ITACOLOMI,PR,1696
95,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74438,BALSA NOVA,PR,5434
96,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74446,ITAPERUÇU,PR,7911
97,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74454,BANDEIRANTES,PR,11848
98,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74462,IVATÉ,PR,3346
99,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74470,BARBOSA FERRAZ,PR,4273
100,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74489,LIDIANÓPOLIS,PR,1681
101,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74497,BARRACÃO,PR,2988
102,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74500,MARIPÁ,PR,3094
103,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74519,BARRA DO JACARÉ,PR,1369
104,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74527,MATO RICO,PR,1467
105,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74535,BELA VISTA DO PARAÍSO,PR,7360
106,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74543,MAUÁ DA SERRA,PR,4214
107,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74551,BITURUNA,PR,6151
108,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74560,MERCEDES,PR,2850
109,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74578,BOA ESPERANÇA,PR,2549
110,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74586,NOVA LARANJEIRAS,PR,3094
111,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74594,BOCAIÚVA DO SUL,PR,3979
112,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74608,NOVA SANTA BÁRBARA,PR,1575
113,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74616,BOM SUCESSO,PR,3148
114,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74624,PATO BRAGADO,PR,2613
115,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74632,BORRAZÓPOLIS,PR,3458
116,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74640,PINHAL DE SÃO BENTO,PR,1173
117,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74659,CAFEARA,PR,1183
118,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74667,PITANGUEIRAS,PR,1823
119,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74675,CALIFÓRNIA,PR,3807
120,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74683,QUATRO PONTES,PR,2077
121,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74691,CAMBARÁ,PR,6657
122,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74705,RAMILÂNDIA,PR,1642
123,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74713,CAMBÉ,PR,42585
124,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74721,RANCHO ALEGRE D'OESTE,PR,1365
125,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74730,CAMBIRA,PR,3782
126,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74748,RIO BONITO DO IGUAÇU,PR,3492
127,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74756,CAMPINA DA LAGOA,PR,6635
128,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74764,SANTA LÚCIA,PR,1456
129,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74772,CAMPINA GRANDE DO SUL,PR,15089
130,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74780,CAMPO BONITO,PR,1789
131,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74799,CAMPO DO TENENTE,PR,2840
132,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74802,SANTA MARIA DO OESTE,PR,3760
133,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74810,CAMPO LARGO,PR,41824
134,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74829,SANTA MÔNICA,PR,971
135,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74837,CAMPO MOURÃO,PR,35785
136,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74845,SÃO MANOEL DO PARANÁ,PR,1139
137,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74853,CÂNDIDO DE ABREU,PR,5523
138,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74861,SÃO PEDRO DO IGUAÇU,PR,2957
139,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74870,CAPANEMA,PR,6470
140,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74888,TUNAS DO PARANÁ,PR,2512
141,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74896,CAPITÃO LEÔNIDAS MARQUES,PR,4840
142,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74900,VENTANIA,PR,3811
143,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74918,CARLÓPOLIS,PR,5862
144,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74926,ALTO PARAÍSO,PR,1437
145,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74934,CASCAVEL,PR,110945
146,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74942,DOUTOR ULYSSES,PR,2097
147,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74950,CASTRO,PR,27770
148,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74969,VIRMOND,PR,1880
149,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74977,CATANDUVAS,PR,2947
150,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74985,LARANJAL,PR,2325
151,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,74993,CENTENÁRIO DO SUL,PR,4225
152,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75000,ITAIPULÂNDIA,PR,4791
153,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75019,CERRO AZUL,PR,4033
154,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75027,NOVA ESPERANÇA DO SUDOESTE,PR,2774
155,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75035,CHOPINZINHO,PR,8730
156,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75043,PINHAIS,PR,40086
157,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75051,CIANORTE,PR,31288
158,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75060,SAUDADE DO IGUAÇU,PR,1868
159,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75078,CIDADE GAÚCHA,PR,4511
160,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75086,ARIRANHA DO IVAÍ,PR,1163
161,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75094,CLEVELÂNDIA,PR,5473
162,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75108,ARAPUÃ,PR,1841
163,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75116,MANGUEIRINHA,PR,6195
164,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75124,BELA VISTA DA CAROBA,PR,1527
165,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75132,COLOMBO,PR,69583
166,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75140,BOA VENTURA DE SÃO ROQUE,PR,1672
167,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75159,COLORADO,PR,9774
168,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75167,BOM JESUS DO SUL,PR,1859
169,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75175,CONGONHINHAS,PR,2231
170,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75183,CAMPINA DO SIMÃO,PR,1323
171,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75191,CONSELHEIRO MAIRINCK,PR,1474
172,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75205,CAMPO MAGRO,PR,8818
173,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75213,CONTENDA,PR,5575
174,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75221,CARAMBEÍ,PR,8666
175,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75230,CORBÉLIA,PR,8508
176,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75248,CORONEL DOMINGOS SOARES,PR,2354
177,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75256,CORNÉLIO PROCÓPIO,PR,18611
178,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75264,CRUZMALTINA,PR,1571
179,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75272,CORONEL VIVIDA,PR,8319
180,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75280,CORUMBATAÍ DO SUL,PR,2038
181,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75299,CRUZEIRO DO OESTE,PR,7081
182,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75302,ESPERANÇA NOVA,PR,1239
183,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75310,CRUZEIRO DO SUL,PR,1952
184,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75329,ESPIGÃO ALTO DO IGUAÇU,PR,1929
185,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75337,CRUZ MACHADO,PR,8034
186,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75345,FERNANDES PINHEIRO,PR,2747
187,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75353,CURITIBA,PR,636407
188,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75361,FOZ DO JORDÃO,PR,1786
189,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75370,CURIÚVA,PR,4721
190,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75388,GOIOXIM,PR,1858
191,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75396,DIAMANTE DO NORTE,PR,2378
192,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75400,DIAMANTE D'OESTE,PR,1658
193,ALVARO FERNANDES DIAS,ALVARO DIAS,45,Partido da Social Democracia Brasileira,PSDB,75418,DOIS VIZINHOS,PR,11708
