,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO
4983,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43117,CEDRO DO ABAETE,MG,162
4984,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43133,CENTRAL DE MINAS,MG,1521
4985,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43150,CENTRALINA,MG,2571
4986,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43176,CHACARA,MG,393
4987,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43192,CHALE,MG,1011
4988,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43214,CHAPADA DO NORTE,MG,866
4989,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43230,CHIADOR,MG,1322
4990,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43257,CIPOTANEA,MG,1019
4991,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43273,CLARAVAL,MG,1012
4992,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43290,CLARO DOS POCOES,MG,1099
4993,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43311,CLAUDIO,MG,2987
4994,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43338,COIMBRA,MG,772
4995,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43354,COLUNA,MG,1830
4996,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43370,COMENDADOR GOMES,MG,1198
4997,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43397,COMERCINHO,MG,656
4998,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43419,CONCEICAO DA APARECIDA,MG,2029
4999,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43435,CONCEICAO DA PEDRA,MG,1317
5000,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43451,CONCEICAO DAS ALAGOAS,MG,6299
5001,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43478,CONCEICAO DE IPANEMA,MG,986
5002,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43494,CONCEICAO DO MATO DENTRO,MG,4946
5003,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43516,CONCEICAO DO PARA,MG,1322
5004,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43532,CONCEICAO DO RIO VERDE,MG,2268
5005,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43559,CONCEICAO DOS OUROS,MG,1796
5006,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43575,CONGONHAL,MG,2446
5007,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43591,CONGONHAS,MG,9464
5008,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43613,CONGONHAS DO NORTE,MG,1068
5009,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43630,CONQUISTA,MG,2410
5010,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43656,CONSELHEIRO LAFAIETE,MG,25431
5011,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43672,CONSELHEIRO PENA,MG,4809
5012,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43699,CONSOLACAO,MG,556
5013,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43710,CONTAGEM,MG,97048
5014,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43737,COQUEIRAL,MG,1555
5015,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43753,CORACAO DE JESUS,MG,2799
5016,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43770,CORDISBURGO,MG,1393
5017,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43796,CORDISLANDIA,MG,901
5018,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43818,CORINTO,MG,4332
5019,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43834,COROACI,MG,2695
5020,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43850,COROMANDEL,MG,6655
5021,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43877,CORONEL FABRICIANO,MG,13665
5022,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43893,CORONEL MURTA,MG,2608
5023,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43915,CORONEL PACHECO,MG,842
5024,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43931,CORONEL XAVIER CHAVES,MG,608
5025,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43958,CORREGO DANTA,MG,1054
5026,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43974,CORREGO DO BOM JESUS,MG,1009
5027,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,43990,CORREGO NOVO,MG,1011
5028,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44016,COUTO DE MAGALHAES DE MINAS,MG,995
5029,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44032,CRISTAIS,MG,1892
5030,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44059,CRISTALIA,MG,165
5031,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44075,CRISTIANO OTONI,MG,967
5032,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44091,CRISTINA,MG,2006
5033,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44113,CRUCILANDIA,MG,777
5034,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44130,CRUZEIRO DA FORTALEZA,MG,1144
5035,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44156,CRUZILIA,MG,2867
5036,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44172,CURVELO,MG,16148
5037,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44199,DATAS,MG,1027
5038,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44210,DELFIM MOREIRA,MG,1082
5039,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44237,DELFINOPOLIS,MG,1357
5040,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44253,DESCOBERTO,MG,1583
5041,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44270,DESTERRO DE ENTRE RIOS,MG,1373
5042,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44296,DESTERRO DO MELO,MG,959
5043,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44318,DIAMANTINA,MG,5806
5044,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44334,DIOGO DE VASCONCELOS,MG,602
5045,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44350,DIONISIO,MG,1702
5046,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44377,DIVINESIA,MG,518
5047,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44393,DIVINO,MG,2524
5048,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44415,DIVINO DAS LARANJEIRAS,MG,1132
5049,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44431,DIVINOLANDIA DE MINAS,MG,1026
5050,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44458,DIVINOPOLIS,MG,31943
5051,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44474,DIVISA NOVA,MG,1775
5052,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44490,DOM CAVATI,MG,1186
5053,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44512,DOM JOAQUIM,MG,733
5054,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44539,DOM SILVERIO,MG,1257
5055,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44555,DOM VICOSO,MG,671
5056,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44571,DONA EUSEBIA,MG,1251
5057,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44598,DORES DE CAMPOS,MG,2474
5058,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44610,DORES DE GUANHAES,MG,1478
5059,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44636,DORES DO INDAIA,MG,2525
5060,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44652,DORES DO TURVO,MG,863
5061,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44679,DORESOPOLIS,MG,165
5062,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44695,DOURADOQUARA,MG,730
5063,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44717,ELOI MENDES,MG,4727
5064,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44733,ENGENHEIRO CALDAS,MG,2200
5065,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44750,ENGENHEIRO NAVARRO,MG,476
5066,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44776,ENTRE RIOS DE MINAS,MG,3261
5067,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44792,ERVALIA,MG,4998
5068,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44814,ESMERALDAS,MG,6858
5069,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44830,ESPERA FELIZ,MG,3320
5070,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44857,ESPINOSA,MG,3451
5071,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44873,ESPIRITO SANTO DO DOURADO,MG,804
5072,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44890,ESTIVA,MG,2433
5073,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44911,ESTRELA DALVA,MG,759
5074,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44938,ESTRELA DO INDAIA,MG,480
5075,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44954,ESTRELA DO SUL,MG,2139
5076,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44970,EUGENOPOLIS,MG,1405
5077,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,44997,EWBANK DA CAMARA,MG,1053
5078,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45012,EXTREMA,MG,6258
5079,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45039,FAMA,MG,986
5080,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45055,FARIA LEMOS,MG,915
5081,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45071,FELICIO DOS SANTOS,MG,625
5082,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45098,SAO GONCALO DO RIO PRETO,MG,332
5083,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45110,FELISBURGO,MG,575
5084,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45136,FELIXLANDIA,MG,2423
5085,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45152,FERNANDES TOURINHO,MG,1106
5086,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45179,FERROS,MG,1669
5087,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45195,FLORESTAL,MG,893
5088,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45217,FORMIGA,MG,11640
5089,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45233,FORMOSO,MG,1574
5090,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45250,FORTALEZA DE MINAS,MG,674
5091,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45276,FORTUNA DE MINAS,MG,298
5092,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45292,FRANCISCO BADARO,MG,752
5093,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45314,FRANCISCO DUMONT,MG,743
5094,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45330,FRANCISCO SA,MG,5702
5095,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45357,FREI GASPAR,MG,574
5096,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45373,FREI INOCENCIO,MG,1291
5097,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45390,FRONTEIRA,MG,3571
5098,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45411,FRUTAL,MG,18507
5099,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45438,FUNILANDIA,MG,819
5100,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45454,GALILEIA,MG,1784
5101,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45470,GONCALVES,MG,1093
5102,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45497,GONZAGA,MG,400
5103,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45519,GOUVEA,MG,1986
5104,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45535,GOVERNADOR VALADARES,MG,40731
5105,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45551,GRAO MOGOL,MG,777
5106,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45578,GRUPIARA,MG,324
5107,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45594,GUANHAES,MG,4273
5108,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45616,GUAPE,MG,2785
5109,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45632,GUARACIABA,MG,2442
5110,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45659,GUARANESIA,MG,2850
5111,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45675,GUARANI,MG,1771
5112,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45691,GUARARA,MG,1420
5113,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45713,GUARDA-MOR,MG,1097
5114,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45730,GUAXUPE,MG,9103
5115,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45756,GUIDOVAL,MG,1503
5116,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45772,GUIMARANIA,MG,1268
5117,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45799,GUIRICEMA,MG,1938
5118,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45810,GURINHATA,MG,2547
5119,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45837,HELIODORA,MG,1355
5120,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45853,IAPU,MG,974
5121,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45870,IBERTIOGA,MG,1776
5122,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45896,IBIA,MG,4419
5123,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45918,IBIAI,MG,700
5124,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45934,IBIRACI,MG,2526
5125,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45950,IBIRITE,MG,20129
5126,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45977,IBITIURA DE MINAS,MG,1050
5127,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,45993,IBITURUNA,MG,574
5128,HÉLIO CALIXTO DA COSTA,HÉLIO COSTA,15,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,PMDB,46019,IGARAPE,MG,3872
