,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO
2902,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46299,IPUIUNA,MG,2852
2903,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46310,IRAI DE MINAS,MG,1599
2904,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46337,ITABIRA,MG,22924
2905,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46353,ITABIRINHA,MG,2062
2906,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46370,ITABIRITO,MG,10404
2907,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46396,ITACAMBIRA,MG,1395
2908,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46418,ITACARAMBI,MG,4312
2909,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46434,ITAGUARA,MG,3719
2910,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46450,ITAIPE,MG,2689
2911,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46477,ITAJUBA,MG,20664
2912,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46493,ITAMARANDIBA,MG,6247
2913,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46515,ITAMARATI DE MINAS,MG,775
2914,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46531,ITAMBACURI,MG,3930
2915,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46558,ITAMBE DO MATO DENTRO,MG,793
2916,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46574,ITAMOGI,MG,2810
2917,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46590,ITAMONTE,MG,3024
2918,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46612,ITANHANDU,MG,3931
2919,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46639,ITANHOMI,MG,2536
2920,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46655,ITAOBIM,MG,3319
2921,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46671,ITAPAGIPE,MG,4230
2922,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46698,ITAPECERICA,MG,5126
2923,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46710,ITAPEVA,MG,2434
2924,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46736,ITATIAIUCU,MG,1915
2925,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46752,ITAUNA,MG,23332
2926,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46779,ITAVERAVA,MG,1762
2927,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46795,ITINGA,MG,2779
2928,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46817,ITUETA,MG,2293
2929,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46833,ITUIUTABA,MG,23312
2930,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46850,ITUMIRIM,MG,1773
2931,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46876,ITURAMA,MG,9661
2932,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46892,ITUTINGA,MG,995
2933,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46914,JABOTICATUBAS,MG,4430
2934,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46930,JACINTO,MG,3606
2935,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46957,JACUI,MG,2715
2936,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46973,JACUTINGA,MG,6014
2937,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,46990,JAGUARACU,MG,727
2938,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47015,JANAUBA,MG,13064
2939,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47031,JANUARIA,MG,16154
2940,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47058,JAPARAIBA,MG,1071
2941,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47074,JECEABA,MG,1598
2942,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47090,JEQUERI,MG,2378
2943,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47112,JEQUITAI,MG,1651
2944,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47139,JEQUITIBA,MG,2379
2945,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47155,JEQUITINHONHA,MG,3222
2946,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47171,JESUANIA,MG,1384
2947,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47198,JOAIMA,MG,2429
2948,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47210,JOANESIA,MG,1301
2949,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47236,JOAO MONLEVADE,MG,15713
2950,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47252,JOAO PINHEIRO,MG,12903
2951,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47279,JOAQUIM FELICIO,MG,1325
2952,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47295,JORDANIA,MG,2430
2953,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47317,NOVA UNIAO,MG,1279
2954,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47333,JUIZ DE FORA,MG,78206
2955,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47350,JURAMENTO,MG,1226
2956,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47376,JURUAIA,MG,2856
2957,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47392,LADAINHA,MG,3681
2958,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47414,LAGAMAR,MG,2067
2959,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47430,LAGOA DA PRATA,MG,11821
2960,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47457,LAGOA DOS PATOS,MG,1734
2961,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47473,LAGOA DOURADA,MG,2952
2962,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47490,LAGOA FORMOSA,MG,5591
2963,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47511,LAGOA SANTA,MG,9533
2964,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47538,LAJINHA,MG,3638
2965,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47554,LAMBARI,MG,6421
2966,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47570,LAMIM,MG,1315
2967,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47597,LARANJAL,MG,2131
2968,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47619,LASSANCE,MG,1892
2969,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47635,LAVRAS,MG,18289
2970,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47651,LEANDRO FERREIRA,MG,1056
2971,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47678,LEOPOLDINA,MG,8990
2972,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47694,LIBERDADE,MG,1615
2973,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47716,LIMA DUARTE,MG,2931
2974,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47732,LUMINARIAS,MG,1451
2975,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47759,LUZ,MG,3905
2976,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47775,MACHACALIS,MG,1323
2977,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47791,MACHADO,MG,10143
2978,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47813,MADRE DE DEUS DE MINAS,MG,1164
2979,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47830,MALACACHETA,MG,4662
2980,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47856,MANGA,MG,4827
2981,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47872,MANHUACU,MG,12639
2982,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47899,MANHUMIRIM,MG,4452
2983,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47910,MANTENA,MG,4809
2984,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47937,MARAVILHAS,MG,2258
2985,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47953,MAR DE ESPANHA,MG,2196
2986,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47970,MARIA DA FE,MG,5204
2987,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,47996,MARIANA,MG,9927
2988,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48011,MARILAC,MG,855
2989,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48038,MARIPA DE MINAS,MG,1178
2990,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48054,MARLIERIA,MG,835
2991,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48070,MARMELOPOLIS,MG,1046
2992,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48097,MARTINHO CAMPOS,MG,3576
2993,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48119,MATERLANDIA,MG,766
2994,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48135,MATEUS LEME,MG,4576
2995,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48151,MATIAS BARBOSA,MG,2782
2996,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48178,MATIPO,MG,3772
2997,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48194,MATO VERDE,MG,4482
2998,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48216,MATOZINHOS,MG,7789
2999,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48232,MATUTINA,MG,903
3000,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48259,MEDEIROS,MG,392
3001,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48275,MEDINA,MG,4716
3002,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48291,MENDES PIMENTEL,MG,869
3003,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48313,MERCES,MG,1924
3004,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48330,MESQUITA,MG,1479
3005,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48356,MINAS NOVAS,MG,4832
3006,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48372,MINDURI,MG,1215
3007,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48399,MIRABELA,MG,3581
3008,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48410,MIRADOURO,MG,1940
3009,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48437,MIRAI,MG,2355
3010,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48453,MOEDA,MG,1217
3011,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48470,MOEMA,MG,1728
3012,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48496,MONJOLOS,MG,832
3013,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48518,MONSENHOR PAULO,MG,2521
3014,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48534,MONTALVANIA,MG,4863
3015,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48550,MONTE ALEGRE DE MINAS,MG,4537
3016,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48577,MONTE AZUL,MG,7858
3017,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48593,MONTE BELO,MG,4650
3018,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48615,MONTE CARMELO,MG,10773
3019,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48631,MONTE SANTO DE MINAS,MG,5623
3020,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48658,MONTES CLAROS,MG,53325
3021,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48674,MONTE SIAO,MG,4314
3022,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48690,MORADA NOVA DE MINAS,MG,3094
3023,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48712,MORRO DA GARCA,MG,1311
3024,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48739,MORRO DO PILAR,MG,927
3025,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48755,MUNHOZ,MG,2241
3026,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48771,MURIAE,MG,19880
3027,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48798,MUTUM,MG,5724
3028,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48810,MUZAMBINHO,MG,7095
3029,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48836,NACIP RAYDAN,MG,767
3030,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48852,NANUQUE,MG,9828
3031,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48879,NATERCIA,MG,1782
3032,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48895,NAZARENO,MG,2067
3033,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48917,NEPOMUCENO,MG,7361
3034,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48933,NOVA ERA,MG,3729
3035,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48950,NOVA LIMA,MG,14410
3036,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48976,NOVA MODICA,MG,1344
3037,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,48992,NOVA PONTE,MG,2863
3038,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49018,NOVA RESENDE,MG,4102
3039,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49034,NOVA SERRANA,MG,8321
3040,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49050,NOVO CRUZEIRO,MG,5708
3041,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49077,OLARIA,MG,957
3042,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49093,OLIMPIO NORONHA,MG,1040
3043,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49115,OLIVEIRA,MG,11605
3044,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49131,OLIVEIRA FORTES,MG,327
3045,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49158,ONCA DE PITANGUI,MG,484
3046,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49174,OURO BRANCO,MG,5470
3047,EDUARDO BRANDÃO DE AZEREDO,EDUARDO AZEREDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,49190,OURO FINO,MG,9820
