,NM_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS_NOMINAIS ELEITO
1645,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96652,WANDERLÂNDIA,TO,1848
1646,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96679,FIGUEIRÓPOLIS,TO,1635
1647,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96792,RIO SONO,TO,991
1648,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96830,FÁTIMA,TO,184
1649,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96857,AUGUSTINÓPOLIS,TO,4350
1650,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96954,ALIANÇA DO TOCANTINS,TO,859
1651,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96970,APARECIDA DO RIO NEGRO,TO,774
1652,CARLOS EDUARDO TORRES GOMES,EDUARDO GOMES,77,Solidariedade,SOLIDARIEDADE,96997,BARROLÂNDIA,TO,798
1653,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13005,JIJOCA DE JERICOACOARA,CE,8180
1654,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13013,ABAIARA,CE,3985
1655,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13021,MADALENA,CE,8531
1656,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13030,ACARAÚ,CE,20998
1657,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13048,PIRES FERREIRA,CE,4955
1658,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13056,ACOPIARA,CE,20217
1659,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13064,GRAÇA,CE,6808
1660,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13072,AIUABA,CE,6587
1661,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13080,TURURU,CE,7793
1662,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13099,ALCÂNTARAS,CE,5366
1663,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13102,QUITERIANÓPOLIS,CE,8932
1664,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13110,ALTANEIRA,CE,3661
1665,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13129,BARREIRA,CE,8597
1666,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13137,ALTO SANTO,CE,6906
1667,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13145,ACARAPE,CE,5169
1668,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13153,ANTONINA DO NORTE,CE,3221
1669,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13161,CHOROZINHO,CE,10243
1670,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13170,APUIARÉS,CE,6721
1671,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13188,HORIZONTE,CE,26070
1672,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13196,AQUIRAZ,CE,29579
1673,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13200,ERERÊ,CE,3123
1674,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13218,ARACATI,CE,28184
1675,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13226,EUSÉBIO,CE,19649
1676,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13234,ARACOIABA,CE,15212
1677,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13242,GUAIÚBA,CE,11689
1678,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13250,ARARIPE,CE,9846
1679,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13269,POTIRETAMA,CE,3372
1680,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13277,ARATUBA,CE,6686
1681,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13285,PINDORETAMA,CE,9552
1682,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13293,ARNEIROZ,CE,3843
1683,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13307,OCARA,CE,13654
1684,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13315,ASSARÉ,CE,9771
1685,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13323,TEJUÇUOCA,CE,9568
1686,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13331,AURORA,CE,12028
1687,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13340,IPAPORANGA,CE,5145
1688,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13358,BAIXIO,CE,3391
1689,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13366,TARRAFAS,CE,3900
1690,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13374,BARBALHA,CE,22566
1691,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13382,BANABUIÚ,CE,8506
1692,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13390,BARRO,CE,8255
1693,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13404,BARROQUINHA,CE,7939
1694,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13412,BATURITÉ,CE,14425
1695,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13420,ARARENDÁ,CE,4700
1696,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13439,BEBERIBE,CE,22112
1697,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13447,CATUNDA,CE,5389
1698,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13455,BELA CRUZ,CE,10963
1699,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13463,CHORÓ,CE,6504
1700,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13471,BOA VIAGEM,CE,22637
1701,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13480,ITAITINGA,CE,14240
1702,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13498,BREJO SANTO,CE,19164
1703,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13501,FORTIM,CE,7173
1704,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13510,CAMOCIM,CE,25844
1705,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13536,CAMPOS SALES,CE,10544
1706,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13552,CANINDÉ,CE,34525
1707,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13579,CAPISTRANO,CE,8707
1708,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13595,CARIDADE,CE,10224
1709,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13617,CARIRÉ,CE,5981
1710,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13633,CARIRIAÇU,CE,13540
1711,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13650,CARIÚS,CE,8158
1712,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13676,CARNAUBAL,CE,7038
1713,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13692,CASCAVEL,CE,25655
1714,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13714,CATARINA,CE,3681
1715,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13730,CAUCAIA,CE,97997
1716,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13757,CEDRO,CE,11211
1717,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13773,CHAVAL,CE,6131
1718,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13811,COREAÚ,CE,11536
1719,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13838,CRATEÚS,CE,31322
1720,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13854,CRATO,CE,54260
1721,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13870,FARIAS BRITO,CE,9100
1722,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13897,FORTALEZA,CE,673506
1723,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13919,FRECHEIRINHA,CE,7218
1724,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13935,GENERAL SAMPAIO,CE,4690
1725,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13951,GRANJA,CE,24229
1726,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13978,GRANJEIRO,CE,3234
1727,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,13994,GROAÍRAS,CE,4100
1728,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14010,GUARACIABA DO NORTE,CE,16911
1729,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14036,GUARAMIRANGA,CE,3501
1730,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14052,HIDROLÂNDIA,CE,9160
1731,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14060,IBARETAMA,CE,7055
1732,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14079,IBIAPINA,CE,9085
1733,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14095,ICÓ,CE,24515
1734,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14117,IGUATU,CE,37832
1735,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14133,INDEPENDÊNCIA,CE,11726
1736,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14150,IPAUMIRIM,CE,5036
1737,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14176,IPU,CE,17007
1738,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14192,IPUEIRAS,CE,12207
1739,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14214,IRACEMA,CE,6867
1740,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14230,IRAUÇUBA,CE,11456
1741,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14257,ITAIÇABA,CE,3818
1742,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14273,ITAPAJÉ,CE,22332
1743,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14290,ITAPIPOCA,CE,57286
1744,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14311,ITAPIÚNA,CE,9151
1745,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14338,ITATIRA,CE,10753
1746,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14354,JAGUARETAMA,CE,8020
1747,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14370,JAGUARIBARA,CE,4364
1748,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14397,JAGUARIBE,CE,14412
1749,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14419,JAGUARUANA,CE,13120
1750,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14435,JARDIM,CE,11193
1751,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14451,JATI,CE,3549
1752,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14478,JUAZEIRO DO NORTE,CE,97168
1753,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14494,JUCÁS,CE,9168
1754,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14516,LAVRAS DA MANGABEIRA,CE,11009
1755,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14532,LIMOEIRO DO NORTE,CE,20629
1756,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14559,MARANGUAPE,CE,40398
1757,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14575,MARCO,CE,11698
1758,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14591,MARTINÓPOLE,CE,6369
1759,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14613,MASSAPÊ,CE,15038
1760,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14630,MAURITI,CE,18757
1761,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14656,MERUOCA,CE,6736
1762,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14672,MILAGRES,CE,10730
1763,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14680,MIRAÍMA,CE,7599
1764,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14699,MISSÃO VELHA,CE,16386
1765,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14710,MOMBAÇA,CE,16004
1766,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14737,MONSENHOR TABOSA,CE,8559
1767,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14753,MORADA NOVA,CE,29442
1768,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14770,MORAÚJO,CE,4370
1769,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14796,MORRINHOS,CE,9240
1770,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14818,MUCAMBO,CE,6540
1771,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14834,MULUNGU,CE,4921
1772,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14850,NOVA OLINDA,CE,6559
1773,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14877,NOVA RUSSAS,CE,11934
1774,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14893,NOVO ORIENTE,CE,12099
1775,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14915,ORÓS,CE,9349
1776,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14931,PACAJUS,CE,24071
1777,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14958,PACATUBA,CE,22246
1778,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14974,PACOTI,CE,5842
1779,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,14990,PACUJÁ,CE,3431
1780,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15016,PALHANO,CE,4476
1781,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15032,PALMÁCIA,CE,5210
1782,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15059,PARACURU,CE,16463
1783,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15075,PARAMBU,CE,14387
1784,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15091,PARAMOTI,CE,5852
1785,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15113,PEDRA BRANCA,CE,18560
1786,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15130,PENAFORTE,CE,3761
1787,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15156,PENTECOSTE,CE,17473
1788,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15172,PEREIRO,CE,7325
1789,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15199,PIQUET CARNEIRO,CE,5716
1790,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15210,PORANGA,CE,4517
1791,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15237,PORTEIRAS,CE,8291
1792,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15253,POTENGI,CE,3815
1793,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15270,QUIXADÁ,CE,27000
1794,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15296,QUIXERAMOBIM,CE,34423
1795,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15318,QUIXERÉ,CE,8762
1796,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15334,REDENÇÃO,CE,11253
1797,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15350,RERIUTABA,CE,8313
1798,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15377,RUSSAS,CE,27855
1799,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15393,SABOEIRO,CE,6132
1800,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15415,SANTANA DO ACARAÚ,CE,15357
1801,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15431,SANTANA DO CARIRI,CE,7928
1802,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15440,SALITRE,CE,7273
1803,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15458,SANTA QUITÉRIA,CE,20395
1804,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15474,SÃO BENEDITO,CE,19059
1805,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15490,SÃO GONÇALO DO AMARANTE,CE,19773
1806,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15512,SÃO JOÃO DO JAGUARIBE,CE,3512
1807,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15539,SÃO LUÍS DO CURU,CE,6145
1808,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15555,SENADOR POMPEU,CE,11196
1809,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15571,SENADOR SÁ,CE,4183
1810,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15598,SOBRAL,CE,80374
1811,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15610,SOLONÓPOLE,CE,8694
1812,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15636,TABULEIRO DO NORTE,CE,12827
1813,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15652,TAMBORIL,CE,11614
1814,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15679,TAUÁ,CE,23215
1815,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15695,TIANGUÁ,CE,28110
1816,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15717,TRAIRI,CE,24372
1817,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15733,UBAJARA,CE,13021
1818,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15750,UMARI,CE,3591
1819,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15776,URUBURETAMA,CE,9728
1820,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15792,URUOCA,CE,6614
1821,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15814,VÁRZEA ALEGRE,CE,15979
1822,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15830,VIÇOSA DO CEARÁ,CE,26367
1823,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15857,MARACANAÚ,CE,65190
1824,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15873,AMONTADA,CE,18650
1825,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15881,CROATÁ,CE,8255
1826,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15890,CRUZ,CE,11210
1827,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15911,FORQUILHA,CE,10760
1828,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15920,IBICUITINGA,CE,6747
1829,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15938,ICAPUÍ,CE,9024
1830,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15954,ITAREMA,CE,16332
1831,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15970,MILHÃ,CE,6709
1832,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15989,DEPUTADO IRAPUAN PINHEIRO,CE,4232
1833,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,15997,PARAIPABA,CE,12818
1834,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,98531,QUIXELÔ,CE,8181
1835,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,98558,UMIRIM,CE,8766
1836,CID FERREIRA GOMES,CID GOMES,12,Partido Democrático Trabalhista,PDT,98574,VARJOTA,CE,7964
1837,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10006,BRASILEIRA,PI,3614
1838,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10014,AGRICOLÂNDIA,PI,2623
1839,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10022,ALEGRETE DO PIAUÍ,PI,2346
1840,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10030,ÁGUA BRANCA,PI,6118
1841,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10049,BAIXA GRANDE DO RIBEIRO,PI,1600
1842,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10057,ALTO LONGÁ,PI,4250
1843,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10065,BOM PRINCÍPIO DO PIAUÍ,PI,3170
1844,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10073,ALTOS,PI,11336
1845,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10081,BONFIM DO PIAUÍ,PI,2719
1846,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10090,AMARANTE,PI,5514
1847,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10103,BURITI DOS MONTES,PI,2416
1848,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10111,ANGICAL DO PIAUÍ,PI,1979
1849,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10120,CABECEIRAS DO PIAUÍ,PI,3229
1850,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10138,ANÍSIO DE ABREU,PI,3780
1851,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10146,CALDEIRÃO GRANDE DO PIAUÍ,PI,2256
1852,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10154,ANTÔNIO ALMEIDA,PI,1127
1853,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10162,CANAVIEIRA,PI,1299
1854,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10170,AROAZES,PI,2270
1855,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10189,COIVARAS,PI,1831
1856,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10197,ARRAIAL,PI,2137
1857,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10200,COLÔNIA DO GURGUÉIA,PI,2424
1858,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10219,AVELINO LOPES,PI,3324
1859,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10227,COLÔNIA DO PIAUÍ,PI,1987
1860,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10235,BARRAS,PI,11585
1861,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10243,CORONEL JOSÉ DIAS,PI,2409
1862,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10251,BARREIRAS DO PIAUÍ,PI,1212
1863,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10260,FARTURA DO PIAUÍ,PI,1813
1864,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,Partido Progressista,PP,10278,BARRO DURO,PI,1531
