,NM_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS_NOMINAIS ELEITO
6505,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62499,BOTUCATU,SP,24276
6506,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62510,BRAGANÇA PAULISTA,SP,32047
6507,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62553,BRAÚNA,SP,1078
6508,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62570,BRODOWSKI,SP,3354
6509,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62596,BROTAS,SP,3651
6510,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62618,BURI,SP,2880
6511,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62634,BURITAMA,SP,2537
6512,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62650,BURITIZAL,SP,968
6513,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62677,CABRÁLIA PAULISTA,SP,776
6514,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62693,CABREÚVA,SP,4971
6515,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62715,CAÇAPAVA,SP,15032
6516,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62731,CACHOEIRA PAULISTA,SP,5438
6517,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62758,CACONDE,SP,2757
6518,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62774,CAFELÂNDIA,SP,3444
6519,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62790,CAIABU,SP,1065
6520,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62812,CAIEIRAS,SP,11824
6521,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62839,CAIUÁ,SP,535
6522,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62855,CAJAMAR,SP,11506
6523,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62871,CAJOBI,SP,1519
6524,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62898,CAJURU,SP,3236
6525,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62910,CAMPINAS,SP,130625
6526,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62936,CAMPO LIMPO PAULISTA,SP,9429
6527,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62952,CAMPOS DO JORDÃO,SP,9116
6528,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62979,CAMPOS NOVOS PAULISTA,SP,803
6529,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,62995,CANANÉIA,SP,2061
6530,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63010,CÂNDIDO MOTA,SP,5879
6531,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63037,CÂNDIDO RODRIGUES,SP,457
6532,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63053,CAPÃO BONITO,SP,9473
6533,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63070,CAPELA DO ALTO,SP,3115
6534,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63096,CAPIVARI,SP,8251
6535,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63118,CARAGUATATUBA,SP,18171
6536,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63134,CARAPICUÍBA,SP,44125
6537,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63150,CARDOSO,SP,2204
6538,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63177,CASA BRANCA,SP,3614
6539,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63193,CÁSSIA DOS COQUEIROS,SP,524
6540,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63215,CASTILHO,SP,2020
6541,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63231,CATANDUVA,SP,18825
6542,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63258,CATIGUÁ,SP,1141
6543,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63274,CEDRAL,SP,1386
6544,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63290,CERQUEIRA CÉSAR,SP,3172
6545,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63312,CERQUILHO,SP,8951
6546,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63339,CESÁRIO LANGE,SP,3035
6547,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63355,CHARQUEADA,SP,2560
6548,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63371,CHAVANTES,SP,1767
6549,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63398,CLEMENTINA,SP,910
6550,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63410,COLINA,SP,3288
6551,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63436,COLÔMBIA,SP,823
6552,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63452,CONCHAL,SP,4042
6553,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63479,CONCHAS,SP,2095
6554,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63495,CORDEIRÓPOLIS,SP,3107
6555,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63517,COROADOS,SP,870
6556,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63533,CORONEL MACEDO,SP,774
6557,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63550,CORUMBATAÍ,SP,794
6558,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63576,COSMÓPOLIS,SP,5864
6559,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63592,COSMORAMA,SP,1466
6560,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63614,COTIA,SP,38368
6561,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63630,CRAVINHOS,SP,6287
6562,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63657,CRISTAIS PAULISTA,SP,2025
6563,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63673,CRUZÁLIA,SP,725
6564,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63690,CRUZEIRO,SP,12780
6565,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63711,CUBATÃO,SP,15127
6566,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63738,CUNHA,SP,3871
6567,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63754,DESCALVADO,SP,5093
6568,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63770,DIADEMA,SP,48831
6569,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63797,DIVINOLÂNDIA,SP,2275
6570,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63819,DOBRADA,SP,1059
6571,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63835,DOIS CÓRREGOS,SP,3821
6572,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63851,DOLCINÓPOLIS,SP,368
6573,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63878,DOURADO,SP,1580
6574,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63894,DRACENA,SP,7059
6575,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63916,DUARTINA,SP,2029
6576,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63932,DUMONT,SP,1535
6577,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63959,ECHAPORÃ,SP,1049
6578,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63975,ELDORADO,SP,1921
6579,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,63991,ELIAS FAUSTO,SP,1997
6580,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64017,EMBU DAS ARTES,SP,28358
6581,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64033,EMBU-GUAÇU,SP,9061
6582,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64050,ESTRELA D OESTE,SP,1858
6583,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64076,ESTRELA DO NORTE,SP,602
6584,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64092,FARTURA,SP,3412
6585,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64114,FERNANDÓPOLIS,SP,10656
6586,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64130,FERNANDO PRESTES,SP,1048
6587,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64157,FERRAZ DE VASCONCELOS,SP,17469
6588,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64173,FLORA RICA,SP,336
6589,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64190,FLOREAL,SP,988
6590,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64211,FLÓRIDA PAULISTA,SP,1676
6591,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64238,FLORÍNEA,SP,972
6592,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64254,FRANCA,SP,51767
6593,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64270,FRANCISCO MORATO,SP,15422
6594,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64297,FRANCO DA ROCHA,SP,13101
6595,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64319,GABRIEL MONTEIRO,SP,503
6596,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64335,GÁLIA,SP,992
6597,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64351,GARÇA,SP,6973
6598,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64378,GASTÃO VIDIGAL,SP,582
6599,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64394,GENERAL SALGADO,SP,2371
6600,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64416,GETULINA,SP,1583
6601,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64432,GLICÉRIO,SP,794
6602,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64459,GUAIÇARA,SP,1648
6603,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64475,GUAIMBÊ,SP,1028
6604,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64491,GUAÍRA,SP,5798
6605,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64513,GUAPIAÇU,SP,3027
6606,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64530,GUAPIARA,SP,2547
6607,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64556,GUARÁ,SP,2546
6608,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64572,GUARAÇAÍ,SP,1033
6609,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64599,GUARACI,SP,1879
6610,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64610,GUARANI D OESTE,SP,356
6611,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64637,GUARANTÃ,SP,830
6612,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64653,GUARARAPES,SP,5231
6613,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64670,GUARAREMA,SP,5519
6614,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64696,GUARATINGUETÁ,SP,20067
6615,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64718,GUAREÍ,SP,1249
6616,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64734,GUARIBA,SP,5471
6617,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64750,GUARUJÁ,SP,34200
6618,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64777,GUARULHOS,SP,134807
6619,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64793,GUZOLÂNDIA,SP,721
6620,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64815,HERCULÂNDIA,SP,1300
6621,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64831,IACANGA,SP,1534
6622,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64858,IACRI,SP,1077
6623,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64874,IBATÉ,SP,4237
6624,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64890,IBIRÁ,SP,1646
6625,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64912,IBIRAREMA,SP,1456
6626,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64939,IBITINGA,SP,8553
6627,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64955,IBIÚNA,SP,14896
6628,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64971,ICÉM,SP,1542
6629,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,64998,IEPÊ,SP,1383
6630,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65013,IGARAÇU DO TIETÊ,SP,4134
6631,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65030,IGARAPAVA,SP,4420
6632,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65056,IGARATÁ,SP,1993
6633,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65072,IGUAPE,SP,3661
6634,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65099,ILHABELA,SP,5413
6635,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65110,INDAIATUBA,SP,32466
6636,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65137,INDIANA,SP,969
6637,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65153,INDIAPORÃ,SP,633
6638,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65170,INÚBIA PAULISTA,SP,854
6639,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65196,IPAUSSU,SP,2219
6640,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65218,IPERÓ,SP,4369
6641,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65234,IPEÚNA,SP,863
6642,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65250,IPORANGA,SP,902
6643,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65277,IPUÃ,SP,2255
6644,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65293,IRACEMÁPOLIS,SP,3047
6645,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65315,IRAPUÃ,SP,1015
6646,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65331,IRAPURU,SP,1041
6647,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65358,ITABERÁ,SP,2093
6648,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65374,ITAÍ,SP,3358
6649,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65390,ITAJOBI,SP,2415
6650,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65412,ITAJU,SP,401
6651,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65439,ITANHAÉM,SP,14567
6652,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65455,ITAPECERICA DA SERRA,SP,18867
6653,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65471,ITAPETININGA,SP,22041
6654,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65498,ITAPEVA,SP,16919
6655,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65510,ITAPEVI,SP,24689
6656,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65536,ITAPIRA,SP,8824
6657,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65552,ITÁPOLIS,SP,6022
6658,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65579,ITAPORANGA,SP,2406
6659,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65595,ITAPUÍ,SP,2092
6660,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65617,ITAPURA,SP,641
6661,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65633,ITAQUAQUECETUBA,SP,33774
6662,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65650,ITARARÉ,SP,8202
6663,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65676,ITARIRI,SP,1507
6664,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65692,ITATIBA,SP,18418
6665,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65714,ITATINGA,SP,2863
6666,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65730,ITIRAPINA,SP,1729
6667,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65757,ITIRAPUÃ,SP,974
6668,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65773,ITOBI,SP,778
6669,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65790,ITU,SP,23953
6670,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65811,ITUPEVA,SP,7046
6671,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65838,ITUVERAVA,SP,5652
6672,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65854,JABORANDI,SP,728
6673,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65870,JABOTICABAL,SP,12999
6674,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65897,JACAREÍ,SP,38938
6675,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65919,JACI,SP,1866
6676,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65935,JACUPIRANGA,SP,2456
6677,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65951,JAGUARIÚNA,SP,7017
6678,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65978,JALES,SP,7982
6679,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,65994,JAMBEIRO,SP,1241
6680,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66010,JANDIRA,SP,15062
6681,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66036,JARDINÓPOLIS,SP,4456
6682,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66052,JARINU,SP,4232
6683,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66079,JAÚ,SP,20511
6684,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66095,JERIQUARA,SP,670
6685,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66117,JOANÓPOLIS,SP,2010
6686,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66133,JOÃO RAMALHO,SP,635
6687,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66150,JOSÉ BONIFÁCIO,SP,4337
6688,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66176,JÚLIO MESQUITA,SP,435
6689,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66192,JUNDIAÍ,SP,67803
6690,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66214,JUNQUEIRÓPOLIS,SP,3755
6691,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66230,JUQUIÁ,SP,3151
6692,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66257,JUQUITIBA,SP,4537
6693,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66273,LAGOINHA,SP,1401
6694,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66290,LARANJAL PAULISTA,SP,6096
6695,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66311,LAVÍNIA,SP,731
6696,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66338,LAVRINHAS,SP,1706
6697,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66354,LEME,SP,14831
6698,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66370,LENÇÓIS PAULISTA,SP,10837
6699,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66397,LIMEIRA,SP,35364
6700,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66419,LINDÓIA,SP,1385
6701,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66435,LINS,SP,10769
6702,MARA CRISTINA GABRILLI,MARA GABRILLI,45,Partido da Social Democracia Brasileira,PSDB,66451,LORENA,SP,14544
