,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO,QT_VOTOS SUBSTITUÍDO
0,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61000,EUCLIDES DA CUNHA PAULISTA,SP,2047,0
1,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61018,ADAMANTINA,SP,11231,0
2,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61026,BOREBI,SP,948,0
3,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61034,ADOLFO,SP,1487,0
4,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61042,TARUMÃ,SP,4375,0
5,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61050,AGUAÍ,SP,7684,0
6,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61069,MOTUCA,SP,1205,0
7,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61077,ÁGUAS DA PRATA,SP,2779,0
8,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61085,IARAS,SP,923,0
9,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61093,ÁGUAS DE LINDÓIA,SP,6030,0
10,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61107,GUATAPARÁ,SP,1547,0
11,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61115,ÁGUAS DE SÃO PEDRO,SP,1605,0
12,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61123,DIRCE REIS,SP,785,0
13,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61131,AGUDOS,SP,12494,0
14,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61140,ESPÍRITO SANTO DO TURVO,SP,1161,0
15,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61158,ALFREDO MARCONDES,SP,1303,0
16,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61166,ROSANA,SP,3180,0
17,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61174,ALTAIR,SP,756,0
18,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61182,EMBAÚBA,SP,1031,0
19,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61190,ALTINÓPOLIS,SP,4935,0
20,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61204,ILHA SOLTEIRA,SP,6976,0
21,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61212,ALTO ALEGRE,SP,1294,0
22,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61220,ALUMÍNIO,SP,4648,0
23,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61239,ÁLVARES FLORENCE,SP,1673,0
24,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61247,PEDRINHAS PAULISTA,SP,1075,0
25,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61255,ÁLVARES MACHADO,SP,6464,0
26,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61263,ARAÇARIGUAMA,SP,4615,0
27,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61271,ÁLVARO DE CARVALHO,SP,992,0
28,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61280,BERTIOGA,SP,12519,0
29,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61298,ALVINLÂNDIA,SP,794,0
30,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61301,SUZANÁPOLIS,SP,846,0
31,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61310,AMERICANA,SP,62375,0
32,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61328,SANTO ANTÔNIO DO ARACANGUÁ,SP,2260,0
33,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61336,AMÉRICO BRASILIENSE,SP,7805,0
34,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61344,CANITAR,SP,1551,0
35,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61352,AMÉRICO DE CAMPOS,SP,2477,0
36,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61360,BARRA DO CHAPÉU,SP,971,0
37,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61379,AMPARO,SP,22964,0
38,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61387,EMILIANÓPOLIS,SP,744,0
39,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61395,ANALÂNDIA,SP,2184,0
40,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61409,NOVAIS,SP,1268,0
41,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61417,ANDRADINA,SP,14671,0
42,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61425,NOVA CANAÃ PAULISTA,SP,799,0
43,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61433,ANGATUBA,SP,6770,0
44,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61441,SALTINHO,SP,3008,0
45,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61450,ANHEMBI,SP,2411,0
46,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61468,UBARANA,SP,1705,0
47,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61476,ANHUMAS,SP,1378,0
48,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61484,CAJATI,SP,7800,0
49,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61492,APARECIDA,SP,13426,0
50,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61506,CAMPINA DO MONTE ALEGRE,SP,1870,0
51,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61514,APARECIDA D'OESTE,SP,1672,0
52,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61522,ASPÁSIA,SP,774,0
53,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61530,APIAÍ,SP,5997,0
54,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61549,VARGEM,SP,2877,0
55,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61557,ARAÇATUBA,SP,60039,0
56,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61565,POTIM,SP,4728,0
57,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61573,ARAÇOIABA DA SERRA,SP,8309,0
58,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61581,ALAMBARI,SP,1781,0
59,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61590,ARAMINA,SP,1684,0
60,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61603,ITAOCA,SP,896,0
61,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61611,ARANDU,SP,1761,0
62,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61620,TUIUTI,SP,2293,0
63,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61638,ARARAQUARA,SP,59067,0
64,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61646,ARAPEÍ,SP,912,0
65,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61654,ARARAS,SP,37308,0
66,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61662,ESTIVA GERBI,SP,3100,0
67,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61670,AREALVA,SP,2270,0
68,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61689,ENGENHEIRO COELHO,SP,2924,0
69,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61697,AREIAS,SP,984,0
70,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61700,RIBEIRÃO GRANDE,SP,2273,0
71,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61719,AREIÓPOLIS,SP,2945,0
72,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61727,HORTOLÂNDIA,SP,26528,0
73,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61735,ARIRANHA,SP,3253,0
74,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61743,HOLAMBRA,SP,4582,0
75,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61751,ARTUR NOGUEIRA,SP,9600,0
76,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61760,ELISIÁRIO,SP,986,0
77,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61778,ARUJÁ,SP,20691,0
78,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61786,BOM SUCESSO DE ITARARÉ,SP,1005,0
79,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61794,ASSIS,SP,25573,0
80,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61808,PONTALINDA,SP,1593,0
81,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61816,ATIBAIA,SP,39853,0
82,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61824,PARISI,SP,1066,0
83,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61832,AURIFLAMA,SP,3702,0
84,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61840,TAQUARIVAÍ,SP,2365,0
85,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61859,AVAÍ,SP,1653,0
86,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61867,MARAPOAMA,SP,1156,0
87,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61875,AVANHANDAVA,SP,2808,0
88,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61883,SÃO JOÃO DE IRACEMA,SP,799,0
89,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61891,AVARÉ,SP,23047,0
90,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61905,SÃO LOURENÇO DA SERRA,SP,3664,0
91,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61913,BADY BASSITT,SP,5025,0
92,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61921,ZACARIAS,SP,814,0
93,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61930,BALBINOS,SP,603,0
94,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61948,ITAPIRAPUÃ PAULISTA,SP,919,0
95,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61956,BÁLSAMO,SP,3341,0
96,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61964,MESÓPOLIS,SP,626,0
97,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61972,BANANAL,SP,2997,0
98,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61980,NOVA CAMPINA,SP,2559,0
99,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,61999,BARBOSA,SP,2140,0
100,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62006,ILHA COMPRIDA,SP,2668,0
101,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62014,BARÃO DE ANTONINA,SP,918,0
102,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62022,LOURDES,SP,1054,0
103,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62030,BARIRI,SP,10369,0
104,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62049,TORRE DE PEDRA,SP,1223,0
105,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62057,BARRA BONITA,SP,12564,0
106,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62065,ARCO-ÍRIS,SP,988,0
107,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62073,BARRA DO TURVO,SP,1349,0
108,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62081,BREJO ALEGRE,SP,647,0
109,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62090,BARRETOS,SP,35675,0
110,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62103,CANAS,SP,1754,0
111,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62111,BARRINHA,SP,5640,0
112,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62120,PRACINHA,SP,720,0
113,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62138,BARUERI,SP,76257,0
114,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62146,PRATÂNIA,SP,1640,0
115,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62154,BASTOS,SP,7802,0
116,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62162,QUADRA,SP,1350,0
117,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62170,BATATAIS,SP,18563,0
118,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62189,SANTA CRUZ DA ESPERANÇA,SP,770,0
119,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62197,BAURU,SP,95796,0
120,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62200,SANTA SALETE,SP,587,0
121,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62219,BEBEDOURO,SP,24751,0
122,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62227,VITÓRIA BRASIL,SP,651,0
123,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62235,BENTO DE ABREU,SP,714,0
124,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62243,IPIGUÁ,SP,1448,0
125,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62251,BERNARDINO DE CAMPOS,SP,3592,0
126,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62260,TAQUARAL,SP,927,0
127,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62278,BILAC,SP,2489,0
128,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62286,FERNÃO,SP,662,0
129,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62294,BIRIGUI,SP,32119,0
130,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62308,GAVIÃO PEIXOTO,SP,1266,0
131,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62316,BIRITIBA MIRIM,SP,8975,0
132,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62324,JUMIRIM,SP,1028,0
133,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62332,BOA ESPERANÇA DO SUL,SP,3331,0
134,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62340,NANTES,SP,776,0
135,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62359,BOCAINA,SP,3567,0
136,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62367,NOVA CASTILHO,SP,672,0
137,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62375,BOFETE,SP,2426,0
138,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62383,OUROESTE,SP,2282,0
139,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62391,BOITUVA,SP,14471,0
140,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62405,PAULISTÂNIA,SP,655,0
141,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62413,BOM JESUS DOS PERDÕES,SP,5001,0
142,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62421,RIBEIRÃO DOS ÍNDIOS,SP,706,0
143,ALOYSIO NUNES FERREIRA FILHO,ALOYSIO NUNES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,62430,BORÁ,SP,406,0
