,NM_CAND,NM_URNA,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS ELEITO,QT_VOTOS SUBSTITUÍDO
2787,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22250,SOUSA,PB,18457,0
2788,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22276,SUMÉ,PB,4030,0
2789,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22292,CAMPO DE SANTANA,PB,2260,0
2790,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22314,TAPEROÁ,PB,2998,0
2791,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22330,TAVARES,PB,3326,0
2792,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22357,TEIXEIRA,PB,3340,0
2793,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22373,TRIUNFO,PB,3189,0
2794,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22390,UIRAÚNA,PB,5517,0
2795,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22411,UMBUZEIRO,PB,1935,0
2796,CASSIO RODRIGUES DA CUNHA LIMA,CASSIO CUNHA LIMA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PSDB,22438,VÁRZEA,PB,778,0
2797,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10006,BRASILEIRA,PI,1449,0
2798,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10014,AGRICOLÂNDIA,PI,1807,0
2799,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10022,ALEGRETE DO PIAUÍ,PI,1108,0
2800,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10030,ÁGUA BRANCA,PI,2583,0
2801,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10049,BAIXA GRANDE DO RIBEIRO,PI,3885,0
2802,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10057,ALTO LONGÁ,PI,3734,0
2803,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10065,BOM PRINCÍPIO DO PIAUÍ,PI,2029,0
2804,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10073,ALTOS,PI,9050,0
2805,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10081,BONFIM DO PIAUÍ,PI,1568,0
2806,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10090,AMARANTE,PI,4574,0
2807,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10103,BURITI DOS MONTES,PI,2290,0
2808,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10111,ANGICAL DO PIAUÍ,PI,2121,0
2809,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10120,CABECEIRAS DO PIAUÍ,PI,1765,0
2810,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10138,ANÍSIO DE ABREU,PI,1316,0
2811,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10146,CALDEIRÃO GRANDE DO PIAUÍ,PI,1265,0
2812,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10154,ANTÔNIO ALMEIDA,PI,640,0
2813,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10162,CANAVIEIRA,PI,798,0
2814,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10170,AROAZES,PI,2680,0
2815,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10189,COIVARAS,PI,958,0
2816,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10197,ARRAIAL,PI,1745,0
2817,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10200,COLÔNIA DO GURGUÉIA,PI,1862,0
2818,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10219,AVELINO LOPES,PI,3754,0
2819,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10227,COLÔNIA DO PIAUÍ,PI,2299,0
2820,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10235,BARRAS,PI,12232,0
2821,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10243,CORONEL JOSÉ DIAS,PI,2460,0
2822,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10251,BARREIRAS DO PIAUÍ,PI,1160,0
2823,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10260,FARTURA DO PIAUÍ,PI,1370,0
2824,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10278,BARRO DURO,PI,2580,0
2825,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10286,JACOBINA DO PIAUÍ,PI,1942,0
2826,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10294,BATALHA,PI,7325,0
2827,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10308,JARDIM DO MULATO,PI,984,0
2828,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10316,BENEDITINOS,PI,2184,0
2829,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10324,LAGOA ALEGRE,PI,2169,0
2830,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10332,BERTOLÍNIA,PI,1714,0
2831,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10340,LAGOA DO BARRO DO PIAUÍ,PI,1170,0
2832,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10359,BOCAINA,PI,2985,0
2833,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10367,MARCOLÂNDIA,PI,2005,0
2834,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10375,BOM JESUS,PI,4421,0
2835,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10383,PATOS DO PIAUÍ,PI,3106,0
2836,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10391,BURITI DOS LOPES,PI,6325,0
2837,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10405,PASSAGEM FRANCA DO PIAUÍ,PI,1285,0
2838,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10413,CAMPINAS DO PIAUÍ,PI,1022,0
2839,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10421,QUEIMADA NOVA,PI,3658,0
2840,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10430,CAMPO MAIOR,PI,8933,0
2841,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10448,SANTA CRUZ DOS MILAGRES,PI,519,0
2842,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10456,CANTO DO BURITI,PI,4066,0
2843,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10464,SANTA ROSA DO PIAUÍ,PI,1347,0
2844,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10472,CAPITÃO DE CAMPOS,PI,2745,0
2845,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10480,SANTANA DO PIAUÍ,PI,1760,0
2846,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10499,CARACOL,PI,3146,0
2847,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10502,SÃO BRAZ DO PIAUÍ,PI,729,0
2848,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10510,CASTELO DO PIAUÍ,PI,4510,0
2849,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10529,SÃO JOSÉ DO DIVINO,PI,2578,0
2850,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10537,COCAL,PI,5142,0
2851,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10545,SIGEFREDO PACHECO,PI,2979,0
2852,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10553,CONCEIÇÃO DO CANINDÉ,PI,2169,0
2853,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10561,SÃO LOURENÇO DO PIAUÍ,PI,1967,0
2854,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10570,CORRENTE,PI,4414,0
2855,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10588,VÁRZEA BRANCA,PI,1083,0
2856,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10596,CRISTALÂNDIA DO PIAUÍ,PI,2793,0
2857,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10600,BARRA D'ALCÂNTARA,PI,886,0
2858,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10618,CRISTINO CASTRO,PI,1402,0
2859,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10626,BELA VISTA DO PIAUÍ,PI,161,0
2860,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10634,CURIMATÁ,PI,2614,0
2861,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10642,BREJO DO PIAUÍ,PI,1592,0
2862,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10650,DEMERVAL LOBÃO,PI,2780,0
2863,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10669,BOA HORA,PI,1018,0
2864,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10677,DOM EXPEDITO LOPES,PI,1840,0
2865,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10685,DOM INOCÊNCIO,PI,3869,0
2866,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10693,ELESBÃO VELOSO,PI,6873,0
2867,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10707,CAPITÃO GERVÁSIO OLIVEIRA,PI,631,0
2868,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10715,ELISEU MARTINS,PI,1891,0
2869,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10723,CAMPO GRANDE DO PIAUÍ,PI,1471,0
2870,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10731,ESPERANTINA,PI,7447,0
2871,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10740,CAMPO LARGO DO PIAUÍ,PI,2105,0
2872,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10758,FLORES DO PIAUÍ,PI,1363,0
2873,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10766,CURRAIS,PI,1033,0
2874,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10774,FLORIANO,PI,11099,0
2875,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10782,GEMINIANO,PI,2272,0
2876,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10790,FRANCINÓPOLIS,PI,2169,0
2877,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10804,GUARIBAS,PI,1529,0
2878,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10812,FRANCISCO AYRES,PI,1893,0
2879,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10820,ILHA GRANDE,PI,2108,0
2880,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10839,FRANCISCO SANTOS,PI,3369,0
2881,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10847,JUREMA,PI,568,0
2882,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10855,FRONTEIRAS,PI,1997,0
2883,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10863,LAGOA DE SÃO FRANCISCO,PI,2233,0
2884,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10871,GILBUÉS,PI,2100,0
2885,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10880,MORRO CABEÇA NO TEMPO,PI,1474,0
2886,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10898,GUADALUPE,PI,2390,0
2887,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10901,NOVO SANTO ANTÔNIO,PI,1500,0
2888,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10910,HUGO NAPOLEÃO,PI,1001,0
2889,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10928,NOSSA SENHORA DE NAZARÉ,PI,1813,0
2890,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10936,INHUMA,PI,3097,0
2891,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10944,PAQUETÁ,PI,2014,0
2892,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10952,IPIRANGA DO PIAUÍ,PI,1873,0
2893,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10960,NOVA SANTA RITA,PI,1863,0
2894,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10979,ISAÍAS COELHO,PI,2176,0
2895,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10987,SÃO JOÃO DO ARRAIAL,PI,1465,0
2896,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,10995,ITAINÓPOLIS,PI,2496,0
2897,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11010,ITAUEIRA,PI,3124,0
2898,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11037,JAICÓS,PI,3839,0
2899,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11053,JERUMENHA,PI,1502,0
2900,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11070,JOAQUIM PIRES,PI,1273,0
2901,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11088,SÃO JOÃO DA CANABRAVA,PI,2146,0
2902,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11096,JOSÉ DE FREITAS,PI,10878,0
2903,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11118,LANDRI SALES,PI,1768,0
2904,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11134,LUIS CORREIA,PI,9734,0
2905,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11150,LUZILÂNDIA,PI,8019,0
2906,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11177,MANOEL EMÍDIO,PI,1881,0
2907,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11193,MARCOS PARENTE,PI,1571,0
2908,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11215,MATIAS OLÍMPIO,PI,2965,0
2909,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11231,MIGUEL ALVES,PI,9967,0
2910,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11258,MIGUEL LEÃO,PI,309,0
2911,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11274,MONSENHOR GIL,PI,3428,0
2912,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11290,MONSENHOR HIPÓLITO,PI,1952,0
2913,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11312,MONTE ALEGRE DO PIAUÍ,PI,2580,0
2914,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11339,NAZARÉ DO PIAUÍ,PI,2638,0
2915,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11355,NOSSA SENHORA DOS REMÉDIOS,PI,2405,0
2916,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11371,NOVO ORIENTE DO PIAUÍ,PI,2604,0
2917,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11398,OEIRAS,PI,7783,0
2918,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11410,DOMINGOS MOURÃO,PI,1150,0
2919,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11436,PADRE MARCOS,PI,2164,0
2920,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11452,PAES LANDIM,PI,615,0
2921,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11479,PALMEIRA DO PIAUÍ,PI,2048,0
2922,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11495,PALMEIRAIS,PI,2735,0
2923,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11517,PARNAGUÁ,PI,3786,0
2924,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11533,PARNAÍBA,PI,25616,0
2925,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11550,PAULISTANA,PI,3799,0
2926,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11576,PEDRO II,PI,9080,0
2927,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11592,PICOS,PI,16410,0
2928,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11614,PIMENTEIRAS,PI,2435,0
2929,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11630,PIO IX,PI,3197,0
2930,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11657,PIRACURUCA,PI,6397,0
2931,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11673,PIRIPIRI,PI,12283,0
2932,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11690,PORTO,PI,3196,0
2933,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11711,PRATA DO PIAUÍ,PI,830,0
2934,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11738,REDENÇÃO DO GURGUÉIA,PI,1498,0
2935,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11754,REGENERAÇÃO,PI,4655,0
2936,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11770,RIBEIRO GONÇALVES,PI,1608,0
2937,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11797,RIO GRANDE DO PIAUÍ,PI,1552,0
2938,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11819,SANTA CRUZ DO PIAUÍ,PI,1253,0
2939,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11835,SANTA FILOMENA,PI,1754,0
2940,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11851,SANTA LUZ,PI,593,0
2941,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11878,SANTO ANTÔNIO DE LISBOA,PI,1542,0
2942,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11894,SANTO INÁCIO DO PIAUÍ,PI,450,0
2943,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11916,SÃO FÉLIX DO PIAUÍ,PI,1543,0
2944,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11932,SÃO FRANCISCO DO PIAUÍ,PI,1303,0
2945,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11959,SÃO GONÇALO DO PIAUÍ,PI,1565,0
2946,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11975,SÃO JOÃO DA SERRA,PI,2064,0
2947,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,11991,SÃO JOÃO DO PIAUÍ,PI,3427,0
2948,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,12009,SÃO JOÃO DA FRONTEIRA,PI,1629,0
2949,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,12017,SÃO JOSÉ DO PEIXE,PI,1074,0
2950,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,12025,SÃO JOÃO DA VARJOTA,PI,680,0
2951,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,12033,SÃO JOSÉ DO PIAUÍ,PI,3165,0
2952,CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,11,PARTIDO PROGRESSISTA,PP,12041,SEBASTIÃO BARROS,PI,2083,0
