,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,WGT_COORD1,WGT_COORD2,WGT_COORD1_NORM,WGT_COORD2_NORM
80,2070,AUTAZES,AM,-8.833054706745671e-05,-1.071474461264866e-05,-0.023406051271733206,-0.2191408140931153
81,2097,BARCELOS,AM,-3.699351527457155e-05,-7.895613021905883e-06,0.09226159970749796,-0.1793367311085661
82,2119,BARREIRINHA,AM,-5.829905577599425e-05,-1.7360342806818357e-07,0.04425800977295149,-0.07030758479630879
83,2135,BENJAMIN CONSTANT,AM,-6.002402815213406e-05,-1.644607670794786e-05,0.040371468307969345,-0.30006304528034144
84,2151,BOCA DO ACRE,AM,-7.016987982664309e-05,-7.604993091971239e-06,0.017511813407999052,-0.175233389552582
85,2178,BORBA,AM,-8.725036485990988e-05,1.511805795746981e-06,-0.020972288854759616,-0.04651083517739945
86,2194,CANUTAMA,AM,-3.6227518407889015e-05,8.013947808565063e-06,0.09398747000292279,0.04529467014395511
87,2216,CARAUARI,AM,-6.286602423212406e-05,-1.5581125740622747e-05,0.03396815671818272,-0.2878505681494305
88,2232,CAREIRO,AM,-5.803500156930172e-05,-3.119596078729326e-05,0.04485295125578849,-0.5083206561824479
89,2259,COARI,AM,-0.0001570747664311411,-5.652392540775821e-05,-0.17829389917610605,-0.8659330531678214
90,2275,CODAJAS,AM,-6.918650875298791e-05,-1.229375190865423e-06,0.019727450310995508,-0.0852143124556774
91,2291,EIRUNEPE,AM,-6.363452035630036e-05,-2.0348182446792817e-05,0.032236655336709476,-0.35515793377490346
92,2313,ENVIRA,AM,-4.038375297345881e-05,-2.0336580066119835e-06,0.0846230429542836,-0.09657019951187121
93,2330,FONTE BOA,AM,-4.000463091203223e-05,-1.7927800744285211e-06,0.08547724423449267,-0.0931691787034559
94,2356,HUMAITA,AM,-8.228928367793504e-05,-2.0369986415732103e-05,-0.00979445899986281,-0.3554657899217757
95,2372,SANTA ISABEL DO RIO NEGRO,AM,-1.4032983604561676e-05,-5.963941007890308e-06,0.14399405619658454,-0.15206293041146957
96,2399,IPIXUNA,AM,-3.080027335286952e-05,-2.440079984895075e-06,0.10621561535685332,-0.1023085815737254
97,2410,ITACOATIARA,AM,-0.00024023863427558142,-4.552528726132814e-05,-0.36567070893640047,-0.7106403002735929
98,2437,ITAPIRANGA,AM,-2.7231335908808768e-05,-3.2317939490605253e-06,0.11425680114865713,-0.11348700560797381
99,2453,JAPURA,AM,-4.514621248180492e-06,-6.143066537852822e-06,0.16543991265695618,-0.1545920523164888
100,2470,JURUA,AM,-2.0431180945487517e-05,-4.432179617487789e-06,0.12957825475500176,-0.13043557619490173
101,2496,JUTAI,AM,-4.014686906956181e-05,-8.533184927920714e-07,0.08515676693016709,-0.07990466601485148
102,2518,LABREA,AM,-0.00011100836166508161,1.2162574861615175e-05,-0.07450151690816538,0.1038702598871937
103,2534,MANACAPURU,AM,-0.00017591983159753543,-4.9662759127422605e-05,-0.22075378328357526,-0.7690583869088714
104,2550,MANAUS,AM,-0.004092796622475059,-0.0017135306532974326,-9.045882968852533,-24.261660134321613
105,2577,MANICORE,AM,-9.067592636796295e-05,-3.994595979347466e-05,-0.028690433809456517,-0.6318642636183116
106,2593,MARAA,AM,-2.0336925668603492e-05,-1.012095746649333e-05,0.12979062165836222,-0.2107569724454475
107,2615,MAUES,AM,-0.00012164866918176737,-3.310709609246744e-06,-0.09847523204458018,-0.1146012372022518
108,2631,NHAMUNDA,AM,-4.461944838713597e-05,-7.560622430201229e-06,0.07507958238297259,-0.17460690815349716
109,2658,NOVA OLINDA DO NORTE,AM,-5.47782329619841e-05,-7.568676678537277e-06,0.05219078831873179,-0.17472062826865564
110,2674,NOVO ARIPUANA,AM,-5.040509095098093e-05,-1.336652854853481e-06,0.06204393031283966,-0.08672899486844272
111,2690,PARINTINS,AM,-0.0001539371026713952,-3.139064867143125e-05,-0.17122441767361743,-0.5110695071838561
112,2712,PAUINI,AM,-4.158615653710311e-05,4.289038065695167e-06,0.08191390316028664,-0.007298340058908218
113,2739,SANTO ANTONIO DO ICA,AM,-5.363928651483852e-05,2.744907838627263e-06,0.05475695265530584,-0.029100333232617303
114,2755,SAO PAULO DE OLIVENCA,AM,-5.0702692788531454e-05,-1.1157507999803251e-05,0.06137340254225393,-0.22539231035625287
115,2771,SILVES,AM,-2.5263120444176885e-05,-3.516747161416397e-06,0.11869139449120636,-0.11751033724264168
116,2798,TAPAUA,AM,-4.712541060517745e-05,3.9876106627915596e-06,0.06943338989617334,-0.01155427525483539
117,2810,TEFE,AM,-0.0001293873741936687,-5.927898308607144e-05,-0.11591133614111437,-0.9048324592171522
118,2836,SAO GABRIEL DA CACHOEIRA,AM,-9.643210962179817e-05,-2.1821279394302903e-05,-0.0416597110022486,-0.37595698882274836
119,2852,URUCARA,AM,-3.1758319989017586e-05,-1.7825596799051265e-05,0.10405703703508991,-0.31954086333092246
120,2879,URUCURITUBA,AM,-4.070707894779718e-05,-1.1770760885321952e-05,0.08389455603857777,-0.23405099405369217
121,2895,ALVARAES,AM,-4.617930780528492e-05,-3.905712963316376e-06,0.07156505751751036,-0.12300225081908428
122,2917,AMATURA,AM,-2.2660337471487092e-05,-3.2022542765376863e-06,0.12455573416854415,-0.11306992696563711
123,2933,ANAMA,AM,-2.7448735306528975e-05,-2.3751602848100545e-06,0.11376697778372155,-0.10139196273336991
124,2950,BERURI,AM,-4.557974529480719e-05,4.791405262254945e-06,0.07291593396634667,-0.00020528145666248173
125,2976,BOA VISTA DO RAMOS,AM,-4.1298188437829146e-05,-1.0127209005584246e-05,0.08256272512051126,-0.21084523962019486
126,2992,CAAPIRANGA,AM,-3.859351020769685e-05,4.633037098245737e-07,0.08865664536888494,-0.06131492029870885
127,3000,CAROEBE,RR,-2.3622120300337958e-05,1.4271903706097664e-06,0.1223887378175639,-0.047705543297798754
128,3018,BOA VISTA,RR,-0.0006799019018978827,-0.00010828566522613324,-1.3562775985768851,-1.596771086383715
129,3026,IRACEMA,RR,-2.141751840351234e-05,-8.595907699634619e-07,0.12735593428071268,-0.07999322599617763
130,3034,CARACARAI,RR,-5.0225770943336284e-05,2.4509964677913574e-06,0.06244795686703379,-0.033250147534748774
131,3042,AMAJARI,RR,-1.8802094712882967e-05,-6.222224026602375e-07,0.13324875480510573,-0.07664175768548585
132,3050,ALTO ALEGRE,RR,-3.3906417329978704e-05,-1.4063313554745272e-06,0.09921715118999241,-0.08771280450331981
133,3069,CANTA,RR,-3.786273903974065e-05,-5.843735696602461e-06,0.09030314851581128,-0.15036571904276422
134,3077,BONFIM,RR,-3.539114112527827e-05,5.215162081422757e-06,0.0958719146666165,0.0057778559218165625
135,3085,RORAINOPOLIS,RR,-7.338407558256564e-05,-4.9647742472583965e-06,0.01026989738965806,-0.13795542411903816
136,3093,MUCAJAI,RR,-5.175694497777824e-05,4.561539354554779e-06,0.058998063142776065,-0.0034508205068653247
137,3107,UIRAMUTA,RR,-1.544913633151216e-05,2.4005506910157975e-06,0.1408033173939392,-0.03396240512910441
138,3115,NORMANDIA,RR,-2.6266494457684313e-05,5.872609201603645e-07,0.11643068889248312,-0.05956473485048753
139,3123,PACARAIMA,RR,-2.302655623128725e-05,-1.7008955705426935e-06,0.12373060536363958,-0.09187183649010361
140,3131,SAO JOAO DA BALIZA,RR,-2.2163406639635346e-05,-1.274937159956687e-06,0.12567537081312735,-0.08585761424570498
141,3158,SAO LUIZ,RR,-2.4471266171243307e-05,-1.9996998256113513e-07,0.12047552420165812,-0.07067986132518753
142,4006,GOIANESIA DO PARA,PA,-7.263851973962423e-05,1.3395589014169151e-05,0.011949711940970416,0.12127952088463828
143,4014,ABAETETUBA,PA,-0.000276108464570253,1.4175664476256689e-05,-0.4464891525882856,0.13229361775372478
144,4022,TAILANDIA,PA,-0.00016019862969910188,-2.172834527499515e-05,-0.18533228674091662,-0.374644826804782
145,4030,ACARA,PA,-0.0001791515236730877,3.250420758361682e-05,-0.22803512032260392,0.39107928537806935
146,4049,BOM JESUS DO TOCANTINS,PA,-2.4569577201075823e-05,1.3405124510328933e-05,0.12025401926674188,0.1214141551392751
147,4057,AFUA,PA,-9.182277197983995e-05,3.349716644583843e-06,-0.03127439578249828,-0.020560873783071386
148,4065,SAO JOAO DE PIRABAS,PA,-8.062103173900991e-05,1.639498751600323e-05,-0.006035714555978545,0.1636288412437068
149,4073,ALENQUER,PA,-0.00011716186167626224,-2.0736471251827646e-05,-0.0883659899159831,-0.360640288649124
150,4081,TUCUMA,PA,-7.084347443879795e-05,9.610438826662987e-06,0.01599413496459871,0.0678359595172951
151,4090,ALMEIRIM,PA,-5.52528646359107e-05,6.468251829137575e-06,0.051121393987074326,0.023470569688323187
152,4103,MAE DO RIO,PA,-0.00010439577485407478,1.1258090966378588e-05,-0.059602673780436904,0.09109960663269284
153,4111,ALTAMIRA,PA,-0.00013367026052444556,7.551136407885936e-05,-0.12556112273747683,0.9983089839446029
154,4120,ELDORADO DOS CARAJAS,PA,-3.1587809115747426e-05,1.2860402592801131e-05,0.1044412156969406,0.1137230787524979
155,4138,ANAJAS,PA,-7.214815225376034e-05,-2.4403479056672766e-05,0.013054560687101624,-0.41241576569614863
156,4146,SANTA LUZIA DO PARA,PA,-8.048854815844299e-05,1.9168458985991802e-05,-0.005737215324092339,0.2027882366082978
157,4154,ANANINDEUA,PA,-0.0011042033908951214,0.00011411691142741172,-2.3122728095447007,1.5433911700233476
158,4162,PALESTINA DO PARA,PA,-2.3382369294031445e-05,2.1439364840201134e-06,0.12292892167219852,-0.03758561066651576
159,4170,AUGUSTO CORREA,PA,-0.00011978983538565102,3.269358486177158e-05,-0.09428708693278229,0.393753154494294
160,4189,IPIXUNA DO PARA,PA,-4.861010496313692e-05,3.06704536490807e-05,0.06608821969817427,0.36518801658338074
161,4197,AVEIRO,PA,-3.374546539940088e-05,9.514281354355144e-06,0.09957979256368184,0.06647828610471153
162,4200,JACAREACANGA,PA,-2.2943998940847498e-05,1.55316698272848e-05,0.12391661549166766,0.15143942481610267
163,4219,BAGRE,PA,-2.863729976130851e-05,3.5326995011739784e-05,0.11108901893568365,0.4309349861214124
164,4227,BRASIL NOVO,PA,-3.851644304261169e-05,2.864101393997832e-05,0.08883028567572998,0.33653380730187404
165,4235,BAIAO,PA,-5.3903258733584046e-05,3.3981688109510233e-06,0.05416219589980713,-0.019876764514389716
166,4243,SANTA BARBARA DO PARA,PA,-5.542623495615116e-05,1.600299149594423e-05,0.050730772694970123,0.1580941431958124
167,4251,BARCARENA,PA,-0.00033845000756579664,4.4789082116247945e-05,-0.5869511073387478,0.5645327584111559
168,4260,AGUA AZUL DO NORTE,PA,-2.2652746325554965e-05,6.291835505329304e-06,0.12457283780674731,0.02097969979925804
169,4278,BELEM,PA,-0.003381814222898007,0.0005799686001289364,-7.44396596713659,8.120877420206606
170,4286,TRAIRAO,PA,-3.427498551107576e-05,4.9078801792116145e-06,0.09838672889551352,0.0014392594634512234
171,4294,BENEVIDES,PA,-8.404344682827891e-05,1.2258984779816196e-05,-0.01374677030319616,0.10523149765176217
172,4308,PAU D'ARCO,PA,-1.3086247203085108e-05,4.314026306078493e-06,0.14612715138792945,-0.006945524320500737
173,4316,BONITO,PA,-5.7791964734615636e-05,1.8562209832093478e-07,0.04540053842216345,-0.06523558223015917
174,4324,ULIANOPOLIS,PA,-5.5988276359916505e-05,2.0793565675617566e-05,0.049464435186621684,0.22573355840349882
175,4332,BRAGANCA,PA,-0.00032081700851574143,6.624131753253644e-05,-0.5472221337575061,0.8674226843436496
176,4340,AURORA DO PARA,PA,-6.133261731265161e-05,2.9564369504773035e-05,0.03742308136373377,0.3495709147735584
177,4359,BREVES,PA,-0.00015911888517430335,4.8714137038268294e-05,-0.18289951046851746,0.6199516726427712
178,4367,TERRA SANTA,PA,-6.105489065727062e-05,-6.0021347352767096e-06,0.03804882828988718,-0.15260219799988925
179,4375,BUJARU,PA,-9.785462701627743e-05,1.8579463221465464e-05,-0.04486479006019514,0.1944720457764334
180,4383,NOVO PROGRESSO,PA,-4.4080602489975476e-05,2.2616799666824093e-05,0.0762936580119611,0.2514762932671503
181,4391,CACHOEIRA DO ARARI,PA,-7.746459259431097e-05,4.5602387240104975e-06,0.0010760698338781942,-0.0034691844620232974
182,4405,VITORIA DO XINGU,PA,-1.80881358522911e-05,9.326602096953414e-06,0.13485737808183973,0.06382839180370492
183,4413,CAMETA,PA,-0.00015972242063205984,0.00010751328028030279,-0.18425933837915726,1.4501527121088582
184,4421,NOVO REPARTIMENTO,PA,-0.00014978201545432377,5.668387257389942e-05,-0.16186257572000667,0.732478528667108
185,4430,CAPANEMA,PA,-0.0002028051523318698,1.0919341503294216e-06,-0.2813291961299927,-0.05243911673471986
186,4448,BREU BRANCO,PA,-7.458606103705291e-05,1.9378227845187145e-05,0.007561699638906618,0.20575001998386053
187,4456,CAPITAO POCO,PA,-0.00020060397979760673,4.512666294189556e-05,-0.2763697263759681,0.5692991535812835
188,4464,SAO DOMINGOS DO ARAGUAIA,PA,-3.783349303387145e-05,1.7411400019593126e-05,0.09036904279682588,0.1779798448549877
189,4472,CASTANHAL,PA,-0.0005411840584729063,-0.0002508494143657748,-1.0437319266220935,-3.6096672988118894
190,4480,NOVA ESPERANCA DO PIRIA,PA,-6.311717818986343e-05,8.888057046633417e-06,0.0334022808326611,0.05763645538160933
191,4499,CHAVES,PA,-3.2840136767148426e-05,-4.090244135414544e-06,0.10161959176125435,-0.12560769645048042
192,4502,ABEL FIGUEIREDO,PA,-9.949375589129258e-06,2.779525995167232e-06,0.15319484810388936,-0.028611550098047136
193,4510,COLARES,PA,-5.2265037653330786e-05,-7.01485670379987e-06,0.0578532777080042,-0.166901093946336
194,4529,CUMARU DO NORTE,PA,-1.1730804178260791e-05,2.113104714003982e-06,0.14918110494235645,-0.03802093278355084
195,4537,CONCEICAO DO ARAGUAIA,PA,-7.161877952562313e-05,1.28399262550058e-05,0.014247292284891118,0.11343396778956824
196,4545,TERRA ALTA,PA,-4.1448853045669476e-05,1.439377515440694e-06,0.08222326215068265,-0.0475334696969112
197,4553,CURRALINHO,PA,-6.573682013186868e-05,3.587899367520621e-05,0.02749995615092108,0.43872880485627636
198,4561,FLORESTA DO ARAGUAIA,PA,-2.9922771149448855e-05,6.997228316325824e-06,0.10819271872754012,0.030939332076732582
199,4570,CURUCA,PA,-0.00010948076486459062,-9.902468158552634e-06,-0.07105968306258903,-0.20767206269059038
200,4588,BANNACH,PA,-3.064773807520133e-06,1.7752459316219875e-06,0.16870656914025284,-0.04279125250014427
201,4596,FARO,PA,-3.2972927772100345e-05,-1.5992545670107553e-06,0.10132039987038058,-0.09043673961399354
202,4600,NOVA IPIXUNA,PA,-2.3570730038413242e-05,8.83842384372039e-06,0.1225045254015446,0.05693567073784655
203,4618,GURUPA,PA,-4.843907563022915e-05,2.9378487499560016e-05,0.06647356650329923,0.34694639636330427
204,4626,PLACAS,PA,-4.4581204130478104e-05,1.9998953983319204e-05,0.0751657506552036,0.21451422056038535
205,4634,IGARAPE-ACU,PA,-0.00014935263152795287,-2.9324686401970702e-05,-0.160895129251112,-0.4818996259741292
206,4642,MARITUBA,PA,-0.0002088560394710294,2.0805571303603974e-05,-0.2949624717067866,0.22590306911886301
207,4650,IGARAPE-MIRI,PA,-0.00017030991504652843,3.273203013479675e-05,-0.20811406012501082,0.3942959737237625
208,4669,TRACUATEUA,PA,-0.00010278602798448982,-5.245411024080427e-06,-0.05597574731871133,-0.14191781083054225
209,4677,INHANGAPI,PA,-3.480971534573241e-05,6.114115342859479e-06,0.09718192718175686,0.01847042065875766
210,4685,QUATIPURU,PA,-4.7227352315855784e-05,-6.219302681019551e-06,0.06920370466118471,-0.15566845108375277
211,4693,IRITUIA,PA,-0.00011290890075406649,-1.0103743061892003e-05,-0.07878362836532907,-0.21051391760134908
212,4707,CANAA DOS CARAJAS,PA,-6.323149127734008e-05,2.8924813678487584e-05,0.0331447216041114,0.3405408527266815
213,4715,ITAITUBA,PA,-0.0001896006033954155,4.607096709373098e-05,-0.25157797942775145,0.5826320398309842
214,4723,ANAPU,PA,-3.716171247879504e-05,2.1788121498437164e-05,0.09188263398169802,0.2397759616152792
215,4731,ITUPIRANGA,PA,-9.020894902928581e-05,1.4355929790315504e-05,-0.02763828548808037,0.1348388325793096
216,4740,CURUA,PA,-3.791066151919971e-05,-7.885567956085943e-06,0.0901951742049767,-0.17919490210179143
217,4758,JACUNDA,PA,-8.180306399287394e-05,1.9205646359926777e-05,-0.008698955678638981,0.20331329521958993
218,4766,CACHOEIRA DO PIRIA,PA,-6.22581386960397e-05,3.921198659100341e-05,0.03533778580594919,0.48578823515848213
219,4774,JURUTI,PA,-0.00010299189338082291,-3.7706906096396864e-06,-0.056439583383636624,-0.12109583361310347
220,4782,PICARRA,PA,-2.2585871665378753e-05,2.7803457781067347e-06,0.12472351334412204,-0.02859997536054271
221,4790,LIMOEIRO DO AJURU,PA,-6.211228871076362e-05,2.8388935671607238e-05,0.03566640093236127,0.33297464591125575
222,4804,BELTERRA,PA,-3.038052977035956e-05,8.857006705894256e-06,0.107161341132321,0.05719804720529768
223,4812,MAGALHAES BARATA,PA,-3.582353920042783e-05,-4.257422592316439e-06,0.09489767700826747,-0.12796813439300253
224,4820,SAO JOAO DA PONTA,PA,-2.1575176991790496e-05,8.125307955269908e-06,0.127000713148404,0.04686699423665323
225,4839,MARABA,PA,-0.00043713069308108697,0.00019846159025779282,-0.8092889148034126,2.7342765499374786
226,4847,SAPUCAIA,PA,-4.687232123395793e-06,1.3436920901959247e-06,0.1650510024731697,-0.04888447814907472
227,4855,MARACANA,PA,-0.00011897534952224324,-2.7864804617050548e-05,-0.0924519659044328,-0.46128715938852966
