,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,WGT_COORD1,WGT_COORD2,WGT_COORD1_NORM,WGT_COORD2_NORM
974,16691,ESPIRITO SANTO,RN,-4.286461210826546e-05,9.100314563194766e-06,0.07903341031461036,0.0606333767850108
975,16713,EXTREMOZ,RN,-9.524854125038818e-05,2.3442881580171436e-05,-0.03899300884762032,0.2631399676904678
976,16730,FELIPE GUERRA,RN,-3.3652076287062966e-05,9.732399566809133e-06,0.09979020790858806,0.0695579562618157
977,16756,FLORANIA,RN,-3.4331453708058205e-05,3.216144585723149e-07,0.09825950019779014,-0.06331546923845437
978,16772,FRANCISCO DANTAS,RN,-1.2708756480719008e-05,3.92059340442717e-06,0.14697767709223383,-0.01250051008902782
979,16799,GALINHOS,RN,-1.0824581958479223e-05,3.3771766816376244e-06,0.1512229174852048,-0.020173158077555303
980,16810,GOIANINHA,RN,-9.488156690340198e-05,1.741803904756889e-05,-0.03816617762650919,0.17807358309031937
981,16837,GOVERNADOR DIX-SEPT ROSADO,RN,-3.845263857449327e-05,4.739409696042654e-06,0.08897404375233657,-0.0009394209481068483
982,16853,GROSSOS,RN,-1.2136098043789615e-05,3.742413614514491e-06,0.14826793587619105,-0.015016278833964327
983,16870,GUAMARE,RN,-6.921090809510228e-05,1.7471804434502557e-05,0.019672476065519178,0.17883271116019434
984,16896,IELMO MARINHO,RN,-5.7805006378335224e-05,1.8345430889863613e-05,0.04537115424779126,0.19116767985795807
985,16918,IPANGUACU,RN,-5.502206303880938e-05,5.4941189180051e-06,0.051641413895639914,0.009716523101770852
986,16934,IPUEIRA,RN,-7.912976307174057e-06,4.617782308192742e-06,0.1577830666504902,-0.002656711001210149
987,16950,ITAU,RN,-2.0909096623316664e-05,1.1525123169837629e-06,0.1285014612223397,-0.05158379718153577
988,16977,JACANA,RN,-2.0858132999198666e-05,7.380494996940857e-06,0.1286162875471436,0.03635077821514927
989,16993,JANDAIRA,RN,-1.980558163236827e-05,8.225484657853489e-07,0.13098779481751766,-0.05624264622502531
990,17019,JANDUIS,RN,-1.3759464470045395e-05,6.838710397506142e-06,0.14461032314234426,0.0287011746186147
991,17035,BOA SAUDE,RN,-3.951847026845387e-05,1.5112793591977276e-05,0.08657261452913939,0.14552519772390682
992,17051,JAPI,RN,-1.0892028160869427e-05,-3.1330114318146208e-06,0.15107095420401204,-0.11209226847445723
993,17078,JARDIM DE ANGICOS,RN,-1.3126129158511024e-05,3.2492006766343668e-06,0.14603729321071374,-0.021980085976880004
994,17094,JARDIM DE PIRANHAS,RN,-6.540060353289722e-05,2.3963857459425587e-05,0.028257486979352115,0.27049576732709174
995,17116,JARDIM DO SERIDO,RN,-5.317706890422902e-05,1.4648043115112798e-05,0.055798376816253215,0.13896325978210664
996,17132,JOAO CAMARA,RN,-7.649245905215629e-05,-1.4945615381100674e-05,0.0032663874142322617,-0.27887762514420794
997,17159,JOAO DIAS,RN,-1.262191325066865e-05,5.172701579993478e-06,0.14717334388621406,0.005178344594283495
998,17175,JOSE DA PENHA,RN,-3.140768943278147e-05,8.045323146137773e-06,0.10484704400247741,0.04573766703864187
999,17191,JUCURUTU,RN,-7.252485900009771e-05,-7.526663938376122e-06,0.01220580136200735,-0.17412743900382166
1000,17213,MESSIAS TARGINO,RN,-1.7792861976881723e-05,4.6528895336729744e-06,0.13552266071255215,-0.0021610225697225437
1001,17230,LAGOA D'ANTA,RN,-2.7631459341075698e-05,8.30025965529993e-06,0.11335528160427091,0.04933718470564377
1002,17256,LAGOA DE PEDRAS,RN,-3.4968096347174096e-05,3.98546497765124e-06,0.09682507837775108,-0.011584570764865656
1003,17272,LAGOA DE VELHOS,RN,-1.1348882755771564e-05,-4.316795995102416e-06,0.1500416134730444,-0.12880644355860815
1004,17299,LAGOA NOVA,RN,-6.07567555939e-05,5.42008631982321e-06,0.038720557473486045,0.008671236783363376
1005,17310,LAGOA SALGADA,RN,-3.071442626235097e-05,-5.1237947354296e-06,0.10640903774527155,-0.140200677490039
1006,17337,LAJES,RN,-4.16325442911302e-05,8.377574820812295e-06,0.08180938674484284,0.0504288184818477
1007,17353,LAJES PINTADAS,RN,-1.4585007905880288e-05,8.462407200719901e-06,0.14275028825778788,0.05162658984545031
1008,17370,LUCRECIA,RN,-1.5227820591117722e-05,1.212989555618531e-05,0.14130196468464024,0.10340885191692402
1009,17396,LUIS GOMES,RN,-4.638196209297252e-05,3.0793979069735864e-06,0.07110845641302378,-0.0243775773024989
1010,17418,MACAIBA,RN,-0.00017578257401056922,6.635172112604252e-05,-0.22044452772069992,0.8689815026024845
1011,17434,MACAU,RN,-9.116892495846551e-05,1.9186601103411325e-05,-0.029801210706912558,0.20304439008110955
1012,17450,MARCELINO VIEIRA,RN,-3.7683943317605145e-05,9.649382158254706e-06,0.09070599380043905,0.06838581097065106
1013,17477,MARTINS,RN,-2.408917607252384e-05,-1.4594680382732613e-05,0.1213364127773671,-0.2739226787901271
1014,17493,MAXARANGUAPE,RN,-4.3916686189045707e-05,3.556961422719832e-06,0.0766629784191526,-0.017634728592074492
1015,17515,FRUTUOSO GOMES,RN,-1.6385564738444193e-05,4.127908403613091e-06,0.1386934471821779,-0.009573373427995286
1016,17531,MONTANHAS,RN,-4.7146466548448054e-05,1.1647444276401647e-05,0.06938594867465729,0.09659699154134956
1017,17558,MONTE ALEGRE,RN,-8.894605431760903e-05,1.4878026991165347e-05,-0.02479285287087964,0.14221046445944915
1018,17574,MONTE DAS GAMELEIRAS,RN,-1.4630564597879114e-05,-1.1344283278963392e-06,0.14264764431118912,-0.08387373196445304
1019,17590,MOSSORO,RN,-0.0003811190125903989,5.902683683170604e-06,-0.6830887960295996,0.015485159752366424
1020,17612,NATAL,RN,-0.0013255976459650926,-4.5041620088485094e-05,-2.811097001943556,-0.7038112723743758
1021,17639,NISIA FLORESTA,RN,-8.092062066387367e-05,-2.6552851654857824e-06,-0.006710719440136778,-0.10534712184444772
1022,17655,NOVA CRUZ,RN,-0.00013208317451722987,1.2722164412643698e-05,-0.12198525354626098,0.11177125642086644
1023,17671,OLHO D'AGUA DO BORGES,RN,-2.4451006883370444e-05,4.587020258946176e-06,0.12052117047603214,-0.003091048711803673
1024,17698,OURO BRANCO,RN,-2.1788070000909158e-05,1.1956440269647627e-05,0.12652104314383492,0.10095978971559712
1025,17710,PARANA,RN,-2.196560773592921e-05,5.16984306528483e-06,0.1261210322345017,0.0051379844503834406
1026,17736,PARAU,RN,-1.4256350031550982e-05,3.5340164796677573e-06,0.14349078849654082,-0.017958694461677586
1027,17752,PARAZINHO,RN,-2.6050260220530612e-05,1.7866237402226813e-06,0.11691788702995551,-0.04263060613684166
1028,17779,PARELHAS,RN,-7.22151622608805e-05,1.3316479553501263e-05,0.012903580199040676,0.12016255296883484
1029,17795,PARNAMIRIM,RN,-0.00025724899317975,-4.090488416403826e-06,-0.4039968097654615,-0.12561114551997435
1030,17817,PASSA E FICA,RN,-4.024419511917333e-05,1.4306962393607115e-05,0.0849374812577295,0.1341474486338001
1031,17833,PASSAGEM,RN,-1.6734408445760906e-05,9.159010890741307e-06,0.13790746617051758,0.06146212614180659
1032,17850,PATU,RN,-3.9265776361800644e-05,1.2568563057665426e-05,0.08714196007909762,0.10960251726013664
1033,17876,PAU DOS FERROS,RN,-9.074436310935812e-05,-2.846161634166144e-05,-0.028844628877644097,-0.4697137058791476
1034,17892,PEDRA GRANDE,RN,-1.0365862845080873e-05,1.4385998675788783e-06,0.15225645916950253,-0.04754444951783411
1035,17914,PEDRA PRETA,RN,-1.73280268328786e-05,7.299550317861118e-06,0.13656998244740332,0.035207898353199034
1036,17930,PEDRO AVELINO,RN,-2.9208306654179987e-05,-1.2613215797469636e-06,0.10980248125158351,-0.08566537217856264
1037,17957,PEDRO VELHO,RN,-4.079763492198154e-05,3.4064124765779277e-06,0.08369052404743542,-0.019760369965164816
1038,17973,PENDENCIAS,RN,-4.5568189275654e-05,9.137527006466105e-06,0.07294197087466488,0.06115878935705747
1039,17990,PILOES,RN,-2.1568455013868388e-05,8.344590920956195e-06,0.1270158584610376,0.04996310986032133
1040,18015,POCO BRANCO,RN,-4.652547123413192e-05,4.398530520031459e-06,0.07078511545091043,-0.00575238642095284
1041,18031,PORTALEGRE,RN,-3.720315901595082e-05,-3.6540351645635685e-06,0.09178925063975933,-0.11944874376754365
1042,18058,SERRA CAIADA,RN,-4.4421739694080524e-05,1.3282210622288581e-05,0.07552504055040536,0.11967870064130941
1043,18074,PUREZA,RN,-2.233373655810755e-05,2.464743115221016e-06,0.1252915998611828,-0.033056054894005704
1044,18090,RAFAEL FERNANDES,RN,-1.8391113374397375e-05,4.701074757682371e-06,0.13417473833704643,-0.0014806823325384496
1045,18112,RIACHO DA CRUZ,RN,-1.9684591200479512e-05,2.976591051569385e-06,0.13126039879477905,-0.025829135157168316
1046,18139,RIACHO DE SANTANA,RN,-1.8342509372663303e-05,5.134954336204617e-06,0.1342842481881701,0.004645381028785676
1047,18155,RIACHUELO,RN,-3.851143805269901e-05,1.0364978976387634e-05,0.08884156243650394,0.07848951639042455
1048,18171,RODOLFO FERNANDES,RN,-2.66409466458598e-05,1.6426684456813423e-05,0.11558700932049247,0.16407637894166605
1049,18198,RUY BARBOSA,RN,-2.5518554518370283e-05,5.190752908362258e-06,0.11811587505990764,0.005433216191881741
1050,18210,SAO FRANCISCO DO OESTE,RN,-2.1603404254601473e-05,5.748685746066023e-06,0.12693711420103806,0.013310821141111647
1051,18236,SANTA CRUZ,RN,-9.249465280581368e-05,3.077202147607784e-05,-0.032788212888089835,0.3666220802601634
1052,18252,SANTANA DO SERIDO,RN,-1.568035461188876e-05,3.2603092329462743e-06,0.1402823586547874,-0.021823241259616842
1053,18279,SANTANA DO MATOS,RN,-6.175948686222717e-05,1.2318518104371437e-05,0.03646130004624026,0.10607206479617083
1054,18295,SANTO ANTONIO,RN,-8.731956967747092e-05,1.3536263743311737e-05,-0.021128214478119106,0.12326574551175656
1055,18317,SAO BENTO DO NORTE,RN,-5.406500981260437e-06,-6.597238223454476e-07,0.16343041522248167,-0.07717125039383978
1056,18333,SAO BENTO DO TRAIRI,RN,-2.1259888085465546e-05,-2.93364336685983e-07,0.12771109171726142,-0.07199852152327156
1057,18350,SAO FERNANDO,RN,-1.0408290450318638e-05,5.54931631699555e-06,0.15216086537953963,0.010495870137986448
1058,18376,SAO GONCALO DO AMARANTE,RN,-0.00025769051627171893,0.00016967914190182116,-0.4049916070320267,2.3278893608393836
1059,18392,SAO JOAO DO SABUGI,RN,-2.5872846576421967e-05,9.373198077018693e-06,0.11731761834960996,0.06448629307491734
1060,18414,SAO JOSE DE MIPIBU,RN,-0.0001248989864826521,-1.6163738747540826e-05,-0.10579853364579576,-0.29607663909673765
1061,18430,SAO JOSE DO CAMPESTRE,RN,-3.515224613028267e-05,2.6778008521178326e-06,0.09641016983908765,-0.03004783496280813
1062,18457,SAO JOSE DO SERIDO,RN,-1.5579426342221558e-05,4.862641227350886e-06,0.14050976050218875,0.000800518441247287
1063,18473,SAO MIGUEL,RN,-7.958334645596926e-05,2.1898973921996984e-05,-0.003697702112460817,0.24134111702728708
1064,18490,SAO PAULO DO POTENGI,RN,-5.9487015786376256e-05,1.336771811283933e-05,0.04158141280075971,0.12088600407505436
1065,18511,SAO PEDRO,RN,-3.0694642664110826e-05,1.5612047934904536e-05,0.10645361224162316,0.15257430510205416
1066,18538,SAO RAFAEL,RN,-1.3675066540853477e-05,4.040392899920328e-06,0.14480048042016516,-0.010809028543513876
1067,18554,SAO TOME,RN,-5.0448790055018954e-05,1.4783877070026043e-05,0.06194547170435665,0.14088113620591053
1068,18570,SAO VICENTE,RN,-2.41290714420644e-05,4.912928516702078e-06,0.12124652437676142,0.0015105383087042337
1069,18597,SENADOR ELOI DE SOUZA,RN,-1.5725158236047792e-05,1.9823882196487235e-06,0.14018141144804708,-0.03986655439477729
1070,18619,SENADOR GEORGINO AVELINO,RN,-1.2910123840964915e-05,4.715627923972239e-06,0.1465239755685949,-0.0012752022334213966
1071,18635,SERRA DE SAO BENTO,RN,-1.585485040132618e-05,2.281209997893152e-06,0.1398892015639875,-0.03564740871960223
1072,18651,SERRA NEGRA DO NORTE,RN,-2.84969180181829e-05,9.735459470730352e-06,0.11140531354603858,0.06960115987458955
1073,18678,SERRINHA,RN,-3.497993526683549e-05,-4.508378406408381e-06,0.0967984040652803,-0.1315114475474406
1074,18694,SEVERIANO MELO,RN,-2.915154179166155e-05,1.21097359870475e-06,0.10993037836749307,-0.05075836650045424
1075,18716,SITIO NOVO,RN,-1.4232819489564748e-05,4.897530795534434e-06,0.1435438052453236,0.0012931337103724541
1076,18732,TABOLEIRO GRANDE,RN,-1.7063763754954587e-05,3.089091768998033e-06,0.13716539453876322,-0.024240707037297766
1077,18759,TAIPU,RN,-4.9291407932675737e-05,1.3297124367996223e-05,0.0645531735270271,0.11988927185895201
1078,18775,TANGARA,RN,-5.260807391542769e-05,3.857601946331045e-06,0.057080381472056574,-0.013389903558140515
1079,18791,TENENTE ANANIAS,RN,-5.023848543347644e-05,-9.844186233260981e-07,0.062419309803568114,-0.08175570428926092
1080,18813,TIBAU DO SUL,RN,-3.693504587671053e-05,2.1908481620504374e-05,0.09239333731811868,0.24147535879933593
1081,18830,TIMBAUBA DOS BATISTAS,RN,-1.2761662579681432e-05,4.518660134727709e-06,0.14685847417037137,-0.004056243832939911
1082,18856,TOUROS,RN,-0.00010754357274428736,1.59488301438245e-05,-0.06669498852872997,0.15732942438615902
1083,18872,UMARIZAL,RN,-2.734492401032416e-05,5.848009989019717e-06,0.11400087538858432,0.014713207046717665
1084,18899,UPANEMA,RN,-3.218354270776766e-05,2.0927027318320936e-05,0.10309896619805255,0.22761793950825582
1085,18910,VARZEA,RN,-2.7722702792368894e-05,9.041767696496909e-06,0.11314970065598194,0.05980673770644517
1086,18937,RAFAEL GODEIRO,RN,-9.664792853368355e-06,2.7504694784090286e-06,0.15383604248940638,-0.029021806933195702
1087,18953,VERA CRUZ,RN,-4.2783129548845034e-05,4.4127212747905655e-06,0.07921699896231327,-0.005552023308461152
1088,18970,VICOSA,RN,-8.66919628064805e-06,-5.4613089731792025e-06,0.1560792247083186,-0.1449661324875875
1089,18996,VILA FLOR,RN,-7.947103458769743e-06,-9.097434416758459e-07,0.15770617464248293,-0.08070134516070752
1090,19003,RIACHAO DO POCO,PB,-2.2615734134422097e-05,-2.399545744727535e-06,0.12465623010771253,-0.1017362676510116
1091,19011,AGUA BRANCA,PB,-3.871770942979459e-05,1.2107587743193498e-05,0.08837681165486247,0.10309388185931988
1092,19020,SOBRADO,PB,-3.305173271289832e-05,3.4343830750712992e-06,0.10114284417482666,-0.0193654455043083
1093,19038,AGUIAR,PB,-2.39975452568538e-05,7.288706906155668e-06,0.12154286649772678,0.03505479728449524
1094,19046,SAO JOSE DOS RAMOS,PB,-2.3055371235333634e-05,-3.1250044598671194e-06,0.12366568217438217,-0.1119792158674417
1095,19054,ALAGOA GRANDE,PB,-0.00011141346024691398,3.2754185844506754e-05,-0.0754142459799319,0.39460879619390704
1096,19062,CAPIM,PB,-2.315372992453877e-05,-5.12240121725959e-06,0.12344406985796208,-0.1401810020293185
1097,19070,ALAGOA NOVA,PB,-6.126358404667088e-05,-3.7439549526577276e-06,0.03757862046361065,-0.12071834562614649
1098,19089,CUITE DE MAMANGUAPE,PB,-2.940930649429149e-05,8.941448829487976e-07,0.1093496077888813,-0.05523175700668292
1099,19097,ALAGOINHA,PB,-4.8570059606038534e-05,2.1361116734952462e-05,0.06617844603628596,0.2337469656307162
1100,19100,CURRAL DE CIMA,PB,-2.4457327645686783e-05,-6.617731775403824e-06,0.12050692914372298,-0.16129397945156898
1101,19119,ALHANDRA,PB,-5.764109310496496e-05,-5.500456726760862e-06,0.04574046783357754,-0.14551887023042287
1102,19127,RIACHAO DO BACAMARTE,PB,-1.4151515954241005e-05,4.0847061923055236e-06,0.14372699053319032,-0.010183357158321745
1103,19135,SAO JOAO DO RIO DO PEIXE,PB,-4.72030381562202e-05,7.742686081598573e-06,0.06925848698171169,0.04146465230223335
1104,19143,MATINHAS,PB,-1.9147886499383726e-05,3.4312780411352116e-07,0.13246965008721281,-0.0630117164821058
1105,19151,ARACAGI,PB,-4.3712554195924955e-05,-7.735783026025008e-07,0.07712290894706555,-0.07877879265798803
1106,19160,LOGRADOURO,PB,-1.760681185192776e-05,3.1687045876281703e-06,0.13594185091826247,-0.02311663207400281
1107,19178,ARARA,PB,-3.2257495583836047e-05,8.094427951723278e-07,0.10293234270699256,-0.0564276887403736
1108,19186,SERTAOZINHO,PB,-1.758548902594444e-05,4.275788812283827e-06,0.13598989345417845,-0.007485409858700487
1109,19194,ARARUNA,PB,-6.96387948995791e-05,-9.6806785367974e-06,0.018708402767348822,-0.2045405549105186
1110,19208,RIACHAO,PB,-1.8545646729172012e-05,-3.224493383086559e-06,0.1338265586795852,-0.11338392693835223
1111,19216,AREIA,PB,-6.358066780341395e-05,1.9636021483370844e-05,0.032357990717312234,0.20938987822987068
1112,19224,SAO DOMINGOS DO CARIRI,PB,-1.3087215056944023e-05,-2.10403687304127e-06,0.14612497071291883,-0.0975638978014114
1113,19232,AREIAL,PB,-2.989012874853032e-05,1.0674891410468758e-05,0.10826626543845634,0.08286525404120178
1114,19240,CARAUBAS,PB,-1.0889646665123229e-05,7.300793439357381e-06,0.15107631996064344,0.035225450322521654
1115,19259,AROEIRAS,PB,-6.779763771051053e-05,2.362246675397286e-05,0.022856720652228976,0.26567557943142356
1116,19267,SANTO ANDRE,PB,-6.762267978707417e-06,4.320026718403555e-06,0.16037573172417327,-0.006860802872622044
1117,19275,DAMIAO,PB,-2.2175793732185867e-05,6.0165941576672595e-06,0.12564746141034844,0.01709349261435944
1118,19283,SOSSEGO,PB,-1.9320721965146105e-05,1.3202711071070143e-06,0.1320802338776569,-0.0492151653569766
1119,19291,BAIA DA TRAICAO,PB,-1.3335793697774911e-05,-1.2283729285094097e-06,0.14556489728318647,-0.08520016124183478
1120,19305,BARAUNA,PB,-1.9256336623373697e-05,1.243452544499316e-06,0.13222530072278257,-0.05029978746217779
1121,19313,BANANEIRAS,PB,-6.19830331144066e-05,-1.2238656070353579e-05,0.03595762718141389,-0.2406573329823985
1122,19321,ASSUNCAO,PB,-1.8029792010760367e-05,5.237412810157333e-06,0.1349888328010411,0.006092019991321521
1123,19330,BARRA DE SANTA ROSA,PB,-5.4743495196672365e-05,-1.4966143197652341e-05,0.05226905610269886,-0.27916746294965034
1124,19348,ZABELE,PB,-7.508649211542146e-06,5.745019863605023e-06,0.15869405748392357,0.013259061553099362
1125,19356,BARRA DE SAO MIGUEL,PB,-1.5230021971678344e-05,5.202559158141884e-06,0.14129700474618126,0.0055999118323079205
1126,19364,CACIMBAS,PB,-2.0987623733521413e-05,1.1715928034563846e-05,0.1283245315078947,0.09756393228364522
1127,19372,BAYEUX,PB,-0.00019802910988196264,7.811973733506509e-06,-0.2705682777078564,0.04244294343820029
1128,19380,CAJAZEIRINHAS,PB,-1.836498618174579e-05,5.7953419498673675e-06,0.1342336056087828,0.013969572727575706
1129,19399,BELEM,PB,-5.654253541435229e-05,-4.923263572795867e-06,0.048215632117538876,-0.1373693236558754
1130,19402,SAO BENTINHO,PB,1.2702192160217734e-07,-1.3183096508797123e-06,0.1758980155776428,-0.08647000220007209
1131,19410,BELEM DO BREJO DO CRUZ,PB,-1.9376425910542988e-05,7.641724611946695e-06,0.13195472711792983,0.040039149949146466
1132,19429,SAO DOMINGOS DE POMBAL,PB,-1.631835924756636e-05,7.5734985399586095e-06,0.13884486811539637,0.03907584754778248
1133,19437,BOA VENTURA,PB,-2.0600655742997692e-05,4.653573177886752e-06,0.1291964104791724,-0.002151370011783612
1134,19445,SAO JOSE DE PRINCESA,PB,-1.9757308123658218e-05,4.453398372682906e-06,0.13109656003362022,-0.004977692338812888
1135,19453,BOM JESUS,PB,-1.1612120684605172e-05,3.5499205273272344e-06,0.14944851114878727,-0.017734140902380534
1136,19461,MARIZOPOLIS,PB,-1.0905749153849383e-05,1.1587958090279379e-06,0.15104003938537786,-0.05149507885438128
1137,19470,BOM SUCESSO,PB,-6.854926974081704e-06,-1.4723185776079291e-06,0.16016696140842385,-0.08864449597680146
1138,19488,MATO GROSSO,PB,-1.731663967050284e-05,5.075766891571761e-06,0.13659563890390894,0.003809697456743229
1139,19496,BONITO DE SANTA FE,PB,-3.312150116168514e-05,-3.99069231297933e-06,0.10098564863192512,-0.12420209728849513
1140,19500,BERNARDINO BATISTA,PB,-1.3436815883552752e-05,3.5191372013386735e-06,0.14533728383305847,-0.018168779025060814
1141,19518,BOQUEIRAO,PB,-6.883978150473202e-05,-3.971223219154163e-07,0.020508662721133525,-0.0734635086377233
1142,19526,POCO DE JOSE DE MOURA,PB,-1.766557706824618e-05,4.105905007639483e-06,0.1358094467980114,-0.00988404533921481
1143,19534,IGARACY,PB,-2.7158839719525833e-05,4.937662469301033e-06,0.11442014257348147,0.0018597636889658617
1144,19542,SAO JOSE DO BREJO DO CRUZ,PB,-1.2371949848716464e-05,2.168251692725765e-06,0.14773653732620942,-0.0372422976447737
1145,19550,BORBOREMA,PB,-2.1885072591541222e-05,-5.454060311558368e-06,0.12630248625798735,-0.14486378666959518
1146,19569,SANTA INES,PB,-1.6609075600316212e-05,6.705076001052088e-06,0.13818985405538045,0.026814354356831247
1147,19577,BREJO DO CRUZ,PB,-5.708411603989858e-05,9.751554875184474e-06,0.046995394862188164,0.06982841525233265
1148,19585,AMPARO,PB,-9.243163283703937e-06,3.7250025577952748e-06,0.15478601758931518,-0.015262110262612816
1149,19593,BREJO DOS SANTOS,PB,-2.7662078867305512e-05,-3.3648788569555537e-06,0.11328629263959158,-0.1153660674918673
1150,19607,CASSERENGUE,PB,-2.419889139499702e-05,-5.740934700975454e-06,0.12108921278968375,-0.14891424392387714
1151,19615,CAAPORA,PB,-4.24274191655386e-05,2.5672926601556196e-05,0.08001845130634379,0.2946265777451238
1152,19623,GADO BRAVO,PB,-3.682139890933867e-05,1.2172264391779274e-05,0.09264939570906441,0.10400706898968454
1153,19631,CABACEIRAS,PB,-2.208814631975177e-05,-1.4294294375368384e-06,0.1258449401105499,-0.08803893258411291
1154,19640,POCO DANTAS,PB,-1.903183578721589e-05,5.243286518239205e-06,0.13273112436420406,0.006174952467650615
1155,19658,CABEDELO,PB,-0.00012082825946108451,4.1051378839449195e-05,-0.09662676395209757,0.5117591128353848
1156,19666,JOCA CLAUDINO,PB,-1.1717880011723287e-05,8.824253048230345e-08,0.14921022442846713,-0.06661051074076026
1157,19674,CACHOEIRA DOS INDIOS,PB,-2.175165561142799e-05,-8.092951659954304e-06,0.12660308853574856,-0.182123008822856
1158,19682,TENORIO,PB,-1.4750916056904338e-05,8.825577280560407e-07,0.14237648000598477,-0.05539535918702123
1159,19690,CACIMBA DE AREIA,PB,-1.93691014465836e-05,6.186070512906169e-06,0.131971229894021,0.019486375206289507
1160,19704,COXIXOLA,PB,-3.0909649128656684e-06,3.325254614514303e-07,0.16864755786659583,-0.06316141383165069
1161,19712,CACIMBA DE DENTRO,PB,-6.836791520691032e-05,-1.3792465581446607e-05,0.02157182637394266,-0.2625959905905853
1162,19720,PARARI,PB,-5.6925815661948936e-06,2.6875998207861542e-06,0.16278584602760426,-0.029909480668415613
1163,19739,CAICARA,PB,-4.0858930297025484e-05,1.0442051388371558e-05,0.08355241921745953,0.07957772266376816
1164,19747,PEDRO REGIS,PB,-1.878405941775119e-05,7.750235581024949e-06,0.13328939019343564,0.04157124573073666
1165,19755,CAJAZEIRAS,PB,-7.366954301899624e-05,-1.001663215654109e-05,0.009626709681880088,-0.2092839751194753
1166,19763,ALCANTIL,PB,-2.3729903991659245e-05,4.1012003160966334e-06,0.12214588999497647,-0.009950472154196846
1167,19771,CALDAS BRANDAO,PB,-2.387883649541262e-05,-9.368068141649718e-06,0.12181032963509614,-0.200126724016228
1168,19780,BARRA DE SANTANA,PB,-3.6069505491470516e-05,6.25719348115672e-06,0.09434348947323891,0.020490579671114253
1169,19798,CAMALAU,PB,-2.860129916532911e-05,1.1686694509359863e-05,0.11117013200797013,0.097151176218277
1170,19801,CATURITE,PB,-2.451460393294978e-05,-4.992562353979941e-06,0.120377879734882,-0.13834777192910847
1171,19810,CAMPINA GRANDE,PB,-0.0012363438256298943,4.8262900293080754e-05,-2.609998898322273,0.6135805387410754
1172,19828,RIACHO DE SANTO ANTONIO,PB,-9.961113077911487e-06,-5.708676169895048e-07,0.15316840232569726,-0.07591666554817524
1173,19836,CARRAPATEIRA,PB,-1.0674817447370056e-05,1.6260063712595314e-06,0.151560352443851,-0.044898406300538415
1174,19844,APARECIDA,PB,-2.7230753068140475e-05,-8.080866733690645e-06,0.1142581143490632,-0.1819523784736235
1175,19852,CATINGUEIRA,PB,-2.4169902511431266e-05,2.1726544928750626e-06,0.12115452774751163,-0.03718013331619731
1176,19860,SAO FRANCISCO,PB,-5.283654656755937e-06,5.054174322118761e-07,0.16370720071807077,-0.060720305238455216
1177,19879,CATOLE DO ROCHA,PB,-6.686622351056193e-05,4.407039993211634e-06,0.024955293336201043,-0.00563223886284285
1178,19887,VIEIROPOLIS,PB,-7.455089309731324e-06,-1.518905619101548e-07,0.15881473349133535,-0.07000101495429625
1179,19895,CONCEICAO,PB,-7.525412927204371e-05,1.8945855118233678e-05,0.006056472695771674,0.19964523226823028
1180,19909,AREIA DE BARAUNAS,PB,-1.1327745185818039e-05,-1.8453922403283224e-06,0.15008923860793333,-0.09391202413300209
1181,19917,CONDADO,PB,-3.3370255967722327e-05,8.078377183494058e-06,0.10042517828373286,0.04620436595054236
1182,19925,ALGODAO DE JANDAIRA,PB,-1.6521227834779763e-05,6.715538916980274e-06,0.13838778417187741,0.026962083102532026
1183,19933,CONDE,PB,-5.957153172862249e-05,1.0915108810262954e-05,0.041390989627301644,0.08625694861379232
1184,19941,BOA VISTA,PB,-2.2921726188800143e-05,8.999719990585818e-06,0.12396679830941518,0.05921305475071127
1185,19950,CONGO,PB,-8.585316686203933e-06,5.707847786888679e-06,0.15626821412425493,0.012734218927383006
1186,19968,MARCACAO,PB,-1.8939561772791645e-05,3.7246127818235815e-06,0.13293902727799026,-0.015267613615196145
1187,19976,COREMAS,PB,-5.8510617121161146e-05,-1.0505678288988441e-05,0.04378134014522181,-0.2161889500071776
1188,19984,MATUREIA,PB,-2.784574912415316e-05,8.285571762782022e-06,0.1128724645232714,0.04912980237039886
1189,19992,CRUZ DO ESPIRITO SANTO,PB,-6.589023079183251e-05,1.8626892366195858e-05,0.02715430604117614,0.19514171072536096
1190,20001,SANTA CECILIA,PB,-3.4624772038973576e-05,1.3911142870488756e-05,0.09759862361141079,0.1285587655099461
1191,20010,CUBATI,PB,-3.6687053171642954e-05,5.830479998183911e-06,0.09295209057387523,0.014465696355042948
1192,20036,CUITE,PB,-4.647513292068009e-05,2.6219056546063368e-05,0.0708985328860033,0.3023375344464331
1193,20052,CUITEGI,PB,-2.158261746615557e-05,2.344587179490619e-06,0.1269839489888505,-0.03475256911583341
1194,20079,CURRAL VELHO,PB,-1.0731077940399461e-05,2.7876240856556884e-06,0.1514335917246513,-0.028497210963656473
1195,20095,DESTERRO,PB,-2.8588475063349215e-05,2.6588064861549776e-05,0.11119902603826617,0.30754766286322677
1196,20117,VISTA SERRANA,PB,-1.19792484705874e-05,4.9284161554705585e-06,0.14862133421372234,0.0017292124780121257
1197,20133,DIAMANTE,PB,-2.681489314111488e-05,9.693450963417063e-06,0.11519508984639049,0.06900803037448179
1198,20150,DONA INES,PB,-4.882075049412357e-05,1.55596022764625e-05,0.06561361349466807,0.15183381063643184
