,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,WGT_COORD1,WGT_COORD2,WGT_COORD1_NORM,WGT_COORD2_NORM
25,515,NOVO HORIZONTE DO OESTE,RO,1.4768245956834277e-05,-2.1342295248435922e-05,-0.09637060773420106,-0.17517267905100906
26,531,CASTANHEIRAS,RO,2.5402358026246287e-06,-8.235971075526536e-06,-0.1386110327580899,-0.056969977792972484
27,558,VALE DO PARAISO,RO,2.100154055887072e-06,-3.5310174765757825e-06,-0.1401312506670561,-0.014537163118723023
28,566,URUPA,RO,-1.0022379074129037e-05,-1.0752990539328295e-05,-0.1820073159728876,-0.07967035478772054
29,574,MIRANTE DA SERRA,RO,4.068228744750656e-06,-1.1371628045259587e-05,-0.13333273559486045,-0.08524969368823097
30,582,SERINGUEIRAS,RO,9.459403408077482e-06,-1.4019985718300023e-05,-0.11470946768086149,-0.10913457755962823
31,590,THEOBROMA,RO,-5.9005926651610835e-06,-8.444522242821985e-06,-0.16776902146897302,-0.05885084927147541
32,604,MINISTRO ANDREAZZA,RO,1.5659727062593094e-05,-2.81884290766206e-05,-0.09329107636866198,-0.2369162694726563
33,612,GOVERNADOR JORGE TEIXEIRA,RO,-5.27149827993144e-06,-8.737221265238829e-06,-0.16559587850645316,-0.061490629475964086
34,620,CACAULANDIA,RO,-7.615307512781735e-06,-2.809289530362311e-06,-0.17369233058017244,-0.008028076994317342
35,639,ALTO PARAISO,RO,-3.288912790045336e-05,-2.1752609665420602e-06,-0.2609981883353813,-0.0023099299433528035
36,647,RIO CRESPO,RO,-8.066253873160287e-06,5.87436669782288e-07,-0.17525007919872493,0.022606157821950815
37,655,CORUMBIARA,RO,7.153310447726183e-06,-6.936159327262461e-06,-0.12267563270373744,-0.045247296609081174
38,663,MONTE NEGRO,RO,-2.7394005831778473e-05,-3.958939734384513e-06,-0.242015844617007,-0.018396488291373747
39,671,CAMPO NOVO DE RONDONIA,RO,-1.4116935834886867e-05,-3.3341739315395966e-06,-0.19615154840953683,-0.012761879794312456
40,680,CUJUBIM,RO,-7.720517392273867e-06,-3.2138794580877857e-06,-0.17405576747386278,-0.011676973643600269
41,698,VALE DO ANARI,RO,-7.671865598658289e-06,-5.195215112727661e-06,-0.17388770477072632,-0.02954615064453089
42,701,PARECIS,RO,4.076650741809326e-06,-5.924535634715837e-06,-0.1333036426573488,-0.03612371233494854
43,710,SAO FELIPE D OESTE,RO,7.548326569154175e-06,-9.988838858041884e-06,-0.12131108944199814,-0.07277865947275007
44,728,PRIMAVERA DE RONDONIA,RO,6.728029997401871e-06,-7.1038379298906665e-06,-0.12414472103041549,-0.04675954851986441
45,736,ALTO ALEGRE DOS PARECIS,RO,8.43543143495753e-06,-1.2231672856563676e-05,-0.11824667535501823,-0.09300622546311493
46,744,NOVA UNIAO,RO,1.9943044647275795e-06,-5.5056627116770525e-06,-0.14049689738003682,-0.032346000877957845
47,752,TEIXEIROPOLIS,RO,-2.3132007758408544e-06,-1.3030960140191842e-06,-0.15537673881454858,0.005555910392252628
48,779,BURITIS,RO,-3.5874746220470645e-05,-5.230464610774615e-06,-0.27131170502421253,-0.02986405716295443
49,787,PIMENTEIRAS DO OESTE,RO,2.991568535923218e-06,-1.3916922241764553e-06,-0.1370519494533412,0.004756883050668915
50,795,SAO FRANCISCO DO GUAPORE,RO,1.0945798101643534e-05,-1.1572887023426353e-05,-0.1095748674623731,-0.08706479871370533
51,809,CHUPINGUAIA,RO,7.35429526630659e-06,-1.054041064956675e-05,-0.12198135096426221,-0.07775314925614302
52,1007,BUJARI,AC,5.528220869551315e-06,-6.4950201551405406e-06,-0.1282893403812999,-0.0412687713500062
53,1015,CAPIXABA,AC,2.8272500419248032e-06,-4.820968730404868e-06,-0.13761957108091966,-0.02617091493824192
54,1023,PORTO ACRE,AC,8.937303122914193e-06,-1.1846398408990824e-05,-0.11651301034007319,-0.08953153035959077
55,1031,SANTA ROSA,AC,3.5500064316445536e-07,-7.162235347287592e-07,-0.1461597067245542,0.010848768361500491
56,1040,MARECHAL THAUMATURGO,AC,1.234525110800337e-05,-4.597592859598217e-06,-0.10474059851394178,-0.024156343119563096
57,1058,BRASILEIA,AC,2.169974785523643e-05,-6.105180440807132e-05,-0.07242643508877657,-0.533302936350887
58,1066,PORTO WALTER,AC,7.638480551129755e-06,-5.114560117511704e-06,-0.12099966162437129,-0.028818743159510333
59,1074,CRUZEIRO DO SUL,AC,4.6582272624322994e-05,-4.633751190595987e-05,0.013527731505681276,-0.4005983658012362
60,1082,RODRIGUES ALVES,AC,4.827263911676544e-06,-5.407413861938007e-06,-0.1307107253368799,-0.03145991876359548
61,1090,MANCIO LIMA,AC,1.0355113475848086e-05,-9.082998930525216e-06,-0.11161532779353228,-0.06460911285332703
62,1104,JORDAO,AC,1.462881773736236e-06,-1.8563299485897549e-06,-0.14233264334783727,0.0005664301511777595
63,1112,EPITACIOLANDIA,AC,1.0794122466381532e-05,-2.8672576813849268e-05,-0.11009881561243492,-0.24128267835995384
64,1120,ACRELANDIA,AC,6.759806042474439e-06,-9.112626662472514e-06,-0.12403495389475593,-0.06487631805152887
65,1139,FEIJO,AC,1.568074639423657e-06,-2.8023003935830855e-06,-0.14196926522661546,-0.007965043695593208
66,1392,RIO BRANCO,AC,0.00018274574789205091,-0.00017416135975050745,0.4838906928954822,-1.5534100848682921
67,1457,SENA MADUREIRA,AC,5.531919726535058e-06,-5.717762729306801e-06,-0.12827656305374413,-0.03425887856127766
68,1473,TARAUACA,AC,1.2578409807440336e-05,-1.7529945425808537e-05,-0.10393517535530596,-0.14079003741708698
69,1490,XAPURI,AC,9.950078303842405e-06,-2.5572395423201007e-05,-0.11301448085272843,-0.21332290795217101
70,1511,PLACIDO DE CASTRO,AC,8.225888284150754e-06,-1.3271177993611858e-05,-0.11897052098806064,-0.10238126560020205
71,1538,SENADOR GUIOMARD,AC,1.314386140673639e-05,-1.9276845962495804e-05,-0.10198187996353852,-0.15654490198028448
72,1554,MANUEL URBANO,AC,1.7477957804683152e-06,-3.4168163069817913e-06,-0.14134843671177397,-0.013507210970832547
73,1570,ASSIS BRASIL,AC,5.488815634895837e-06,-1.4899693931793728e-05,-0.1284254617811861,-0.11706844870320722
74,2003,APUI,AM,2.538168642022358e-05,8.799768327190714e-06,-0.059707550500398755,0.09667114909837829
75,2011,NOVO AYRAO,AM,1.066066621581967e-05,-8.73381676784651e-06,-0.1105598267397349,-0.061459925154684604
76,2020,GUAJARA,AM,1.5461937707994433e-05,-7.418324202162267e-06,-0.09397431970082194,-0.049595822550680006
77,2038,ANORI,AM,2.0103569921472866e-05,-1.15902805262312e-05,-0.07794027041321931,-0.0872216664203749
78,2046,CAREIRO DA VARZEA,AM,2.8245275788515632e-05,-1.5588915684247848e-05,-0.04981557049015122,-0.12328436949313151
79,2054,ATALAIA DO NORTE,AM,1.0775484834008208e-05,-7.21297188995685e-06,-0.11016319742950573,-0.04774380075631326
80,2070,AUTAZES,AM,2.9405228547253812e-05,-1.9508864936572285e-05,-0.045808630937531916,-0.15863742381303803
81,2097,BARCELOS,AM,2.6346274194084777e-05,9.548077070254872e-06,-0.0563754795398004,0.10341996086575538
82,2119,BARREIRINHA,AM,3.045259912342436e-05,5.36203256148896e-06,-0.04219059515435679,0.06566705913719516
83,2135,BENJAMIN CONSTANT,AM,5.470613920706496e-05,3.1702390079520357e-06,0.041590807424395033,0.04589981431629241
84,2151,BOCA DO ACRE,AM,3.772324781916244e-05,-2.6021272975294326e-05,-0.017074874179785038,-0.21737122374930326
85,2178,BORBA,AM,2.8751044374920425e-05,-2.3596509801336422e-05,-0.04806844403343045,-0.19550288345101724
86,2194,CANUTAMA,AM,1.599943309507945e-05,-2.8001852504392954e-08,-0.09211759621821716,0.017055669764978583
87,2216,CARAUARI,AM,4.1483663311086154e-05,-1.8559193477950132e-05,-0.00408489898005145,-0.15007257143827185
88,2232,CAREIRO,AM,5.038508436565676e-05,7.773481609848183e-06,0.026664160263427557,0.0874153226244783
89,2259,COARI,AM,8.62114738936015e-05,-5.091058862701778e-05,0.15042280141983896,-0.44184181547926266
90,2275,CODAJAS,AM,2.7045593892128265e-05,-1.4670114663406638e-05,-0.05395975033280713,-0.11499792997360876
91,2291,EIRUNEPE,AM,3.897875739276775e-05,-1.2070031051931262e-05,-0.012737843269453937,-0.09154841794273726
92,2313,ENVIRA,AM,2.8889280245619297e-05,1.4300797455728158e-05,-0.047590922191509386,0.14628357239218784
93,2330,FONTE BOA,AM,2.4907759934104956e-05,-2.6230509825607442e-05,-0.061344681640401695,-0.21925827923362093
94,2356,HUMAITA,AM,6.161635401050143e-05,-3.612603273087602e-06,0.06546144595204118,-0.015272965270780188
95,2372,SANTA ISABEL DO RIO NEGRO,AM,1.0694847389475946e-05,-7.990842330863724e-06,-0.11044175133050248,-0.0547592221766093
96,2399,IPIXUNA,AM,1.591642274191841e-05,-9.83897427950847e-06,-0.09240434709220939,-0.07142706784630745
97,2410,ITACOATIARA,AM,0.0001280858045202473,-8.855025418619715e-05,0.2950734437527975,-0.781304664470923
98,2437,ITAPIRANGA,AM,1.6466828122674555e-05,-3.854881602163263e-06,-0.09050302734145903,-0.017458013692840505
99,2453,JAPURA,AM,4.721668526382367e-06,-1.918146200811504e-06,-0.131075493921395,8.92463720901388e-06
100,2470,JURUA,AM,1.761537998461819e-05,8.419466693768453e-06,-0.08653547103437041,0.0932413025776985
101,2496,JUTAI,AM,1.6565007690850393e-05,-1.2686480096965001e-05,-0.09016387594756019,-0.09710801965482814
102,2518,LABREA,AM,3.3796095324395234e-05,-1.9606085743311294e-05,-0.03064082550143031,-0.15951423426144654
103,2534,MANACAPURU,AM,0.00013037895777561514,-6.209710577857768e-05,0.3029949098728027,-0.5427302512862197
104,2550,MANAUS,AM,0.002396422744074494,-0.0014060903299482233,8.130814109307687,-12.663873256257757
105,2577,MANICORE,AM,3.8751480777279617e-05,-6.268952381167905e-06,-0.013522947363671975,-0.03922992192140818
106,2593,MARAA,AM,1.1266650703882673e-05,-8.270200411734431e-06,-0.10846651458094078,-0.057278683723686885
107,2615,MAUES,AM,8.005194836064161e-05,-8.79335045370523e-05,0.12914534309452422,-0.7757423516845847
108,2631,NHAMUNDA,AM,3.3514236961935925e-05,-1.6485596366457393e-05,-0.03161447672322945,-0.13137131114090086
109,2658,NOVA OLINDA DO NORTE,AM,2.7620884054877816e-05,-2.281420195928345e-05,-0.05197246861810905,-0.18844744220555018
110,2674,NOVO ARIPUANA,AM,2.957671342538285e-05,4.963578811381045e-06,-0.04521625376037962,0.06207350315858584
111,2690,PARINTINS,AM,0.00012579684849353846,-4.1410189785727334e-05,0.2871664765349229,-0.35616006434491926
112,2712,PAUINI,AM,1.6783790101824903e-05,-1.309505302136863e-05,-0.08940811422420793,-0.10079283796759568
113,2739,SANTO ANTONIO DO ICA,AM,1.4341337238379033e-05,-1.2837120380403282e-05,-0.09784532074854585,-0.09846660717225623
114,2755,SAO PAULO DE OLIVENCA,AM,2.99304153675097e-05,-1.4456168853666972e-05,-0.04399442615484155,-0.11306840554704693
115,2771,SILVES,AM,1.2635253524571654e-05,-8.60415506049577e-06,-0.10373881448045519,-0.06029053823456967
116,2798,TAPAUA,AM,2.0200642423371078e-05,-1.3959924245956762e-05,-0.07760494326787007,-0.10859289797206068
117,2810,TEFE,AM,6.644593057098967e-05,-5.518852177625939e-05,0.08214472998825895,-0.4804234381654203
118,2836,SAO GABRIEL DA CACHOEIRA,AM,5.311601446373874e-05,8.11717531393481e-06,0.03609788223443856,0.09051501127039109
119,2852,URUCARA,AM,2.118464546816964e-05,-1.8994955608407893e-05,-0.0742058042163881,-0.15400260248637693
120,2879,URUCURITUBA,AM,1.9712273904330163e-05,-1.533965647174643e-05,-0.07929196295074739,-0.1210363622073039
121,2895,ALVARAES,AM,2.589657225786291e-05,5.31572983790199e-06,-0.05792892942089475,0.06524946630709433
122,2917,AMATURA,AM,1.123987154846309e-05,-2.0104193243777865e-06,-0.10855902046639872,-0.0008232638784386983
123,2933,ANAMA,AM,1.4471778356201297e-05,-9.420733867733194e-06,-0.09739472509251372,-0.06765506085221089
124,2950,BERURI,AM,9.160976193913923e-06,-3.4950671380019573e-06,-0.11574035432603033,-0.014212935892652219
125,2976,BOA VISTA DE RAMOS,AM,2.9367250718713784e-05,8.248570848895778e-07,-0.045939821507279925,0.0247473939175369
126,2992,CAAPIRANGA,AM,1.3144318016502399e-05,-8.702822284706499e-06,-0.1019803026512577,-0.061180393564979334
127,3000,CAROEBE,RR,1.2608484737040812e-05,-7.576380263525869e-06,-0.10383128455108952,-0.051021291137974725
128,3018,BOA VISTA,RR,0.00017248373509604937,-0.00010476766907708702,0.4484416070150241,-0.9275655246660176
129,3026,IRACEMA,RR,7.037159275440004e-06,-5.868004600552313e-06,-0.12307686518739727,-0.03561387289752255
130,3034,CARACARAI,RR,1.5280957463033482e-05,-1.4043626337064784e-05,-0.09459949766286725,-0.10934778646248615
131,3042,AMAJARI,RR,1.115662257066611e-05,-5.361832854792868e-06,-0.10884659564507473,-0.031048834915863875
132,3050,ALTO ALEGRE,RR,1.503894475871296e-05,-8.234188619336315e-06,-0.09543550608637681,-0.05695390226075013
133,3069,CANTA,RR,1.0381727055849805e-05,-7.240069921005461e-06,-0.11152339387161836,-0.04798819120679064
134,3077,BONFIM,RR,7.1840630078814205e-06,-4.807514063673584e-06,-0.12256940109326706,-0.02604957062146913
135,3085,RORAINOPOLIS,RR,1.5150932721962961e-05,-9.813073495742296e-06,-0.09504865498749944,-0.07119347507342379
136,3093,MUCAJAI,RR,1.3557187005909024e-05,-1.2431509948475564e-05,-0.10055408846172209,-0.09480850684757518
137,3107,UIRAMUTA,RR,4.774303389998415e-06,-1.2952319092038977e-06,-0.1308936721055658,0.00562683481163061
138,3115,NORMANDIA,RR,1.0023120346804695e-05,-2.587846113320243e-06,-0.11276216449868302,-0.00603093349894385
139,3123,PACARAIMA,RR,6.7062776607013275e-06,-3.824127237366514e-06,-0.12421986227873848,-0.01718064767117862
140,3131,SAO JOAO DA BALIZA,RR,1.0925100936544646e-05,-8.147936601897484e-06,-0.10964636372705895,-0.05617601661442235
141,3158,SAO LUIZ DO ANAUA,RR,1.0380907129322615e-05,-7.158942630668284e-06,-0.11152622622492522,-0.0472565242086997
142,4006,GOIANESIA DO PARA,PA,3.206172200721763e-05,-2.2065897615942203e-05,-0.036632042808561284,-0.18169867011818758
143,4014,ABAETETUBA,PA,0.0001439867426971746,-5.3094997335901904e-05,0.3500016273576141,-0.461542458209845
144,4022,TAILANDIA,PA,8.978740505310938e-05,1.636605398485818e-05,0.16277549414162085,0.16490961103684126
145,4030,ACARA,PA,7.220918576050413e-05,-1.4283582635135384e-05,0.10205331246865669,-0.11151189306031092
146,4049,BOM JESUS DO TOCANTINS,PA,2.3879527859126976e-05,-1.6891902719582246e-05,-0.06489660540579967,-0.13503568780700909
147,4057,AFUA,PA,3.784359843026504e-05,9.501336677774499e-07,-0.01665913515922914,0.02587723248297776
148,4065,SAO JOAO DE PIRABAS,PA,4.7679229059690766e-05,-5.754960195340095e-06,0.01731705662712575,-0.0345943533219415
149,4073,ALENQUER,PA,7.433426668307566e-05,1.1640181003624993e-05,0.10939418970440846,0.12228812961958965
150,4081,TUCUMA,PA,2.418756860805441e-05,-4.47910912423572e-05,-0.06383250977656171,-0.3866515797071681
151,4090,ALMERIM,PA,3.028288843991098e-05,-1.2185341522461163e-05,-0.04277684355555164,-0.09258837460183948
152,4103,MAE DO RIO,PA,3.212997947352274e-05,-3.792598392260371e-05,-0.036396254290934876,-0.3247368720503494
153,4111,ALTAMIRA,PA,0.00012160647460431024,-9.378053375823588e-05,0.27269125351353285,-0.8284752643731889
154,4120,ELDORADO DO CARAJAS,PA,1.6929942034259596e-05,-2.4777192156146504e-05,-0.08890324714720613,-0.20615116605299344
155,4138,ANAJAS,PA,3.243186655226792e-05,1.0371448551233238e-05,-0.03535341589330511,0.11084574493049275
156,4146,SANTA LUZIA DO PARA,PA,3.661960323532291e-05,-5.874907663211507e-06,-0.020887302834061688,-0.03567612991501314
157,4154,ANANINDEUA,PA,0.0005854843302104333,-0.00035649635900606433,1.8751104151648796,-3.197844417603449
158,4162,PALESTINA DO PARA,PA,6.753215251391542e-06,-9.782468449530867e-06,-0.12405772111632953,-0.0709174557192104
159,4170,AUGUSTO CORREA,PA,8.221155075817418e-05,1.536619327425467e-05,0.13660547127596676,0.15589211419211918
160,4189,IPIXUNA DO PARA,PA,3.248114377307734e-05,-3.8747745140405955e-05,-0.03518319271514807,-0.33214813354913747
161,4197,AVEIRO,PA,1.481740720197153e-05,3.0374347268237504e-06,-0.09620078518228027,0.04470208529930059
162,4200,JACAREACANGA,PA,2.1674773695475843e-05,1.866363931443968e-05,-0.07251270579918635,0.1856309657618162
163,4219,BAGRE,PA,1.5031585937895753e-05,-6.125322209810654e-06,-0.09546092638903222,-0.037934556873771556
164,4227,BRASIL NOVO,PA,3.695940326170602e-05,-5.98688765068873e-06,-0.01971349799120179,-0.03668604976988811
165,4235,BAIAO,PA,3.04685911878511e-05,-3.2304273220437276e-05,-0.042135352184333376,-0.27403605144491966
166,4243,SANTA BARBARA DO PARA,PA,4.4689869362779884e-05,1.031348606060079e-06,0.006990615730008197,0.02660968995624507
167,4251,BARCARENA,PA,0.0001293961382675385,-8.339866372544009e-05,0.2995998592292902,-0.7348437422319268
168,4260,AGUA AZUL DO NORTE,PA,1.063796639690369e-05,-2.2999891272980865e-05,-0.11063824096959601,-0.19012212827192673
169,4278,BELEM,PA,0.002740979883511533,-0.0009142140308274857,9.321051918345276,-8.22776237773591
170,4286,TRAIRAO,PA,2.579146241250474e-05,1.234492101904197e-05,-0.058292020756781145,0.1286440057911177
171,4294,BENEVIDES,PA,9.697612114459073e-05,5.018535621932831e-07,0.18760818721684733,0.021834304908378944
172,4308,PAU D'ARCO,PA,5.63656904477269e-06,-1.1798109401127102e-05,-0.1279150625622438,-0.08909602372208819
173,4316,BONITO,PA,3.933256902948215e-05,1.794619762863277e-05,-0.011515636735051522,0.1791605363615741
174,4324,ULIANOPOLIS,PA,2.3677034000922958e-05,-2.228231088601497e-05,-0.06559609997011522,-0.18365044796018246
175,4332,BRAGANCA,PA,0.00015204489109910352,-8.34475655047998e-06,0.37783768646375315,-0.057951087128243955
176,4340,AURORA DO PARA,PA,3.333879491524576e-05,-8.858536754224528e-06,-0.032220523539170494,-0.06258474391364825
177,4359,BREVES,PA,9.474612517900214e-05,-7.878409116309196e-06,0.17990489157020514,-0.05374521477864339
178,4367,TERRA SANTA,PA,2.943451176113025e-05,-1.2234862864288589e-05,-0.04570747503525452,-0.09303499535504986
179,4375,BUJARU,PA,3.122288506295835e-05,-3.2709730082559717e-06,-0.0395297202396725,-0.012191886273965396
180,4383,NOVO PROGRESSO,PA,2.9058772050808096e-05,-4.455280087162764e-06,-0.04700542988336174,-0.022872859367485517
181,4391,CACHOEIRA DO ARARI,PA,3.107858964366251e-05,-2.9157509280880294e-05,-0.04002817417969953,-0.2456561645315588
182,4405,VITORIA DO XINGU,PA,2.158411599064413e-05,-1.014721479465825e-05,-0.07282587367650149,-0.07420701293595991
183,4413,CAMETA,PA,0.00011934370413328634,-0.00011843297752359959,0.26487474165083624,-1.0508095670528834
184,4421,NOVO REPARTIMENTO,PA,7.082011372037297e-05,-9.365087046954829e-05,0.09725490351871473,-0.8273058631913874
185,4430,CAPANEMA,PA,0.0001395690419603317,-2.4935506372321833e-06,0.33474112672020256,-0.005180505885299143
186,4448,BREU BRANCO,PA,4.551919689533025e-05,-2.558823572783441e-05,0.009855443859618519,-0.21346576774807693
187,4456,CAPITAO POCO,PA,9.118546723805437e-05,3.7117309927902384e-05,0.1676049586380641,0.3520600641009224
188,4464,SAO DOMINGOS DO ARAGUAIA,PA,1.2913077470443548e-05,-2.4073644841872968e-05,-0.10277909974294308,-0.1998060465585541
189,4472,CASTANHAL,PA,0.00018912879256599254,-0.0001907173834442271,0.5059402754991524,-1.7027247742405225
190,4480,NOVA ESPERANCA DO PIRIA,PA,2.6779501455612425e-05,1.4393389531685768e-05,-0.05487893975711439,0.1471186374606913
191,4499,CHAVES,PA,2.8651398687513004e-05,-2.529532215435959e-05,-0.04841265998801387,-0.2108240525605773
192,4502,ABEL FIGUEIREDO,PA,1.1056729132883084e-05,-8.435374259343924e-06,-0.10919166742828712,-0.058768345867477076
193,4510,COLARES,PA,2.672045305536138e-05,-1.3698363354111335e-06,-0.05508291648694448,0.004953995914380628
194,4529,CUMARU DO NORTE,PA,7.34811687881125e-06,-8.970778333345485e-06,-0.12200269357932993,-0.06359702299896097
195,4537,CONCEICAO DO ARAGUAIA,PA,4.4202506047155156e-05,-9.670754217018381e-05,0.005307068420722308,-0.8548732304491675
196,4545,TERRA ALTA,PA,1.2857724335730653e-05,-7.2011071204953186e-06,-0.10297031155150316,-0.04763679533040935
197,4553,CURRALINHO,PA,1.750235836533918e-05,-1.61027098740769e-05,-0.0869258927935141,-0.12791815241557825
198,4561,FLORESTA DO ARAGUAIA,PA,9.889386135106895e-06,-2.0377776698139237e-05,-0.11322413581462973,-0.1664739244227504
199,4570,CURUCA,PA,9.007047298959753e-05,4.298730153737252e-05,0.16375332371463427,0.4050000688991828
200,4588,BANNACH,PA,3.3220139919961596e-06,-5.6860290596164315e-06,-0.1359104590280222,-0.03397268043060841
201,4596,FARO,PA,1.4536079253898799e-05,-1.6909740565149437e-05,-0.09717260414119729,-0.13519656293132684
202,4600,NOVA IPIXUNA,PA,1.048675177863605e-05,-2.0822280754715393e-05,-0.11116059658305216,-0.17048279674379824
203,4618,GURUPA,PA,1.617685993448603e-05,-3.489337414704425e-05,-0.09150469313646767,-0.2973865133530119
204,4626,PLACAS,PA,2.6007595958001742e-05,-2.3216220635399365e-06,-0.05754540927146352,-0.0036299245349712484
205,4634,IGARAPE ACU,PA,7.070294804611344e-05,-3.480146593451811e-05,0.0968501665405377,-0.29655761587992463
206,4642,MARITUBA,PA,0.0001504854532608162,-4.7399459816708063e-05,0.37245076608530436,-0.4101758117723365
207,4650,IGARAPE-MIRI,PA,8.232888337932493e-05,-4.7631980980235125e-05,0.13701078495530392,-0.41227286272773483
208,4669,TRACUATEUA,PA,5.3889121659389314e-05,-4.25746013253182e-07,0.03876850289319429,0.013468513397574225
209,4677,INHANGAPI,PA,2.2646530532425876e-05,-1.1149579477021244e-05,-0.06915587003482382,-0.08324709248365345
210,4685,QUATIPURU,PA,1.5107832169327514e-05,-2.9127121275930723e-06,-0.0951975414898106,-0.008960819859709493
211,4693,IRITUIA,PA,6.664560022834962e-05,-1.584960269936399e-05,0.08283446863623961,-0.12563544130877566
212,4707,CANAA DOS CARAJAS,PA,1.3624832821433763e-05,-3.118772273252121e-05,-0.1003204128298885,-0.2639661583138267
213,4715,ITAITUBA,PA,0.00018650899553220566,4.313508848580312e-06,0.49689045146499555,0.05621068269145705
214,4723,ANAPU,PA,2.3279949314703295e-05,-1.463158534455253e-05,-0.06696778887982893,-0.11465044356123986
215,4731,ITUPIRANGA,PA,2.865320723843755e-05,-3.622516243770934e-05,-0.04840641253166024,-0.30939758307657517
216,4740,CURUA,PA,1.9206748539542367e-05,1.0193152410331867e-05,-0.081038249222978,0.10923773606390395
217,4758,JACUNDA,PA,3.3020459858725344e-05,-7.216177597025469e-05,-0.0333201798134006,-0.6335010263893182
218,4766,CACHOEIRA DO PIRIA,PA,2.9556872812935973e-05,6.438237845856727e-06,-0.0452847911505127,0.07537308884027434
219,4774,JURUTI,PA,2.164945690686034e-05,-3.426030190019931e-05,-0.07260016008634121,-0.29167699108869616
220,4782,PICARRA,PA,6.75493115660669e-06,-1.0751841179939573e-05,-0.12405179369521403,-0.07965998899921488
221,4790,LIMOEIRO DO AJURU,PA,3.8207547202063353e-05,1.1757377509815479e-06,-0.015401910916379576,0.0279118999990375
222,4804,BELTERRA,PA,1.9344537052796958e-05,-1.0555819576158035e-05,-0.08056227273212761,-0.07789211856001095
223,4812,MAGALHAES BARATA,PA,2.759404524628217e-05,2.640491647038951e-06,-0.05206518056943374,0.04112215368329263
224,4820,SAO JOAO DA PONTA,PA,1.7457924336688837e-05,5.889076423343127e-06,-0.08707938565392591,0.07042033757978085
225,4839,MARABA,PA,0.0001635737972446517,-0.0002770735569934542,0.4176631273578162,-2.4815497788078056
226,4847,SAPUCAIA,PA,3.910311554591021e-06,-7.357263687881601e-06,-0.13387824456539602,-0.04904513285058102
