year,cod_microregion,IS_mt,XD_mt,idcluster,income2,income3,income_percapita,ivAutor_IS_mt,ivAutor_XD_mt,ivIS,ivXD,munic_size,region,sizeagric,sizeinformal,sizemanuf,sizemine,sizenontrade,sizeprim,sizerural,state,wls_b_avghourwage_s0,wls_b_avghourwage_s1,wls_b_avghourwage_s3,wls_b_avghourwage_s4,wls_b_formal_s0,wls_b_migrated_s0,wls_b_occup_skill_s0,wls_b_outmigrated_s0,wls_b_wagehrskill,wls_b_wagehrunskill,wls_b_work_main_s0,wls_b_work_main_s4,wls_se_avghourwage_s0,wls_se_avghourwage_s1,wls_se_avghourwage_s3,wls_se_avghourwage_s4,wls_se_formal_s0,wls_se_migrated_s0,wls_se_occup_skill_s0,wls_se_outmigrated_s0,wls_se_wagehrskill,wls_se_wagehrunskill,wls_se_work_main_s0,wls_se_work_main_s4,wls_wgt,workforce,dstate2,dstate3,dstate4,dstate5,dstate6,dstate7,dstate8,dstate9,dstate10,dstate11,dstate12,dstate13,dstate14,dstate15,dstate16,dstate17,dstate18,dstate19,dstate20,dstate21,dstate22,dstate23,dstate24,dstate25,dstate26,dstate27,Dwls_b_avghourwage_s0
1998,11901,.088575304,.65836084,1191,42607.14945331425,8794754.468347119,206.41499,6.0299954,5.7745748,.014901258,.37551141,.0078029165031642,1,.1988787652354859,.4305359845925937,.0573832027436602,.0025467596157826,.3345033642445047,.2014255248512686,.3471027299899272,11,.09445142,.098610237,.19227606,.32833865,-.23691821,,-.025524734,,.22469363,.10243975,-.037237056,-.081919,.0050213714,.0067461459,.010701567,.0091752512,.0027265509,,.0012852739,,.02077038,.0051899021,.0015194718,.0023618457,.0037652287,744319.4561568499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,11901,.088575304,.65836084,1191,42607.14945331425,8794754.468347119,206.41499,6.0299954,5.7745748,.014901258,.37551141,.0078029165031642,1,.1988787652354859,.4305359845925937,.0573832027436602,.0025467596157826,.3345033642445047,.2014255248512686,.3471027299899272,11,.12682284,.2590695,-.019270107,.13618225,-.22268887,.20798856,-.013343102,.014800365,.13814591,.13474987,-.049402919,-.076969191,.0097006252,.01898911,.020418126,.010060661,.0024156144,.0021701639,.0016194872,.001225046,.023501756,.010547508,.0018450876,.0029838467,.0064391419,744319.4561568499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,11901,.088575304,.65836084,1191,42607.14945331425,8794754.468347119,206.41499,6.0299954,5.7745748,.014901258,.37551141,.0078029165031642,1,.1988787652354859,.4305359845925937,.0573832027436602,.0025467596157826,.3345033642445047,.2014255248512686,.3471027299899272,11,.11346606,.26460028,.047726579,.096535787,-.10626898,-.0014850411,.011872455,-.0084282346,.066198692,.1092841,.015456203,-.070929818,.0039321166,.0083836131,.010476863,.0049721259,.0020220135,.00089505082,.0014098184,.00071032485,.010611605,.004143165,.0015690137,.0020877984,.0085197808,744319.4561568499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0190156921744347
2001,11901,.088575304,.65836084,1191,42607.14945331425,8794754.468347119,206.41499,6.0299954,5.7745748,.014901258,.37551141,.0078029165031642,1,.1988787652354859,.4305359845925937,.0573832027436602,.0025467596157826,.3345033642445047,.2014255248512686,.3471027299899272,11,.13248175,.1298248,.093064241,.14042585,-.058553211,-.014271805,.013104936,-.023556424,.14116342,.11276019,-.019895878,.0018466935,.0033968748,.0084585818,.010083253,.0040368158,.002006392,.00097359298,.0015184869,.00082277739,.009270546,.0036210991,.0014885571,.0018870352,.0094275651,744319.4561568499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,12001,.049159586,.008409082,1201,9176.91262671724,879113.3905302964,95.796204,3.4602704,2.35941,.007198798,.0055518188,.0004708941911263,1,.1808716218729779,.392436602871196,.0535653039856667,0,.2872026569431826,.1808716218729779,.4667170838224863,12,-.20175722,-.036100052,-.15843399,-.077367812,-.43542999,,-.034154382,,-.18262693,-.16069144,-.087203383,-.11009834,.014584794,.015460594,.042146254,.0433915,.008154342,,.0034192067,,.10734316,.014484351,.0048924116,.0070416848,.00032685843,44918.55168569088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,12001,.049159586,.008409082,1201,9176.91262671724,879113.3905302964,95.796204,3.4602704,2.35941,.007198798,.0055518188,.0004708941911263,1,.1808716218729779,.392436602871196,.0535653039856667,0,.2872026569431826,.1808716218729779,.4667170838224863,12,-.11004501,.00051073555,-.02996642,-.069738768,-.29905945,-.0825703,-.041218296,-.0055697653,.058684979,-.084619388,-.10134189,-.15731898,.034893945,.047325082,.14303175,.052380763,.0087757763,.0042516463,.0046069524,.0065164892,.22662669,.035174634,.0078772856,.013018688,.00030933114,44918.55168569088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,12001,.049159586,.008409082,1201,9176.91262671724,879113.3905302964,95.796204,3.4602704,2.35941,.007198798,.0055518188,.0004708941911263,1,.1808716218729779,.392436602871196,.0535653039856667,0,.2872026569431826,.1808716218729779,.4667170838224863,12,-.056944441,-.014782104,-.11045638,-.057815503,-.11324852,-.040008251,.06084308,-.037266348,.099319585,-.1595819,-.030866737,-.053086512,.018450104,.03401652,.06079939,.023196112,.0084385769,.0025699902,.0064217006,.0033498155,.044673104,.019344816,.0067267637,.0090333149,.0004594808,44918.55168569088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0009318478405476
2001,12001,.049159586,.008409082,1201,9176.91262671724,879113.3905302964,95.796204,3.4602704,2.35941,.007198798,.0055518188,.0004708941911263,1,.1808716218729779,.392436602871196,.0535653039856667,0,.2872026569431826,.1808716218729779,.4667170838224863,12,-.057876289,-.17939788,-.22754169,-.012147434,-.17688274,-.054437108,.039836738,-.014114086,.10943715,-.1311378,-.10999356,.040353462,.016190799,.041247275,.070383437,.018460015,.0078148721,.0029472937,.0057837958,.0043374808,.03454249,.018572649,.0056679458,.0072950753,.00056757382,44918.55168569088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,12002,.048759837,.008409082,1201,3427.110806059805,200628.3121538332,58.541531,2.5416837,1.642669,.0017261563,.004797868,.0002620216206226,1,.2457665745215998,.3943161334172944,.0243126163804792,0,.1929944004261561,.2457665745215998,.5143119658393295,12,-.19077802,.04431079,-.021115337,-.22343755,-.45560899,,-.041215084,,-.43255302,-.12395042,-.062752366,-.17134398,.013796512,.014290396,.066988841,.05705893,.0097931195,,.0033332631,,.16502617,.013616119,.0050319834,.0060816039,.00027076268,24994.21723711491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,12002,.048759837,.008409082,1201,3427.110806059805,200628.3121538332,58.541531,2.5416837,1.642669,.0017261563,.004797868,.0002620216206226,1,.2457665745215998,.3943161334172944,.0243126163804792,0,.1929944004261561,.2457665745215998,.5143119658393295,12,-.23341845,-.077084452,-.29718408,-.088367984,-.35988978,-.088743024,-.031700853,.046893422,-.39776564,-.20408066,-.088581607,-.26627043,.038659919,.042708937,.15822333,.095144279,.0068126046,.0049315817,.0069931,.0093163317,.26291186,.038835458,.009571177,.013364015,.00017917791,24994.21723711491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,12002,.048759837,.008409082,1201,3427.110806059805,200628.3121538332,58.541531,2.5416837,1.642669,.0017261563,.004797868,.0002620216206226,1,.2457665745215998,.3943161334172944,.0243126163804792,0,.1929944004261561,.2457665745215998,.5143119658393295,12,-.16180448,-.21582496,-.25434205,-.084626444,-.19667663,-.049460631,.060361821,.010395795,-.13128377,-.21239854,-.077310197,-.12127444,.027846297,.043125443,.10555998,.038172994,.010411108,.0028513873,.0085726175,.005723407,.060833588,.030899184,.0088583687,.012347273,.00020061455,24994.21723711491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1111272051930428
2001,12002,.048759837,.008409082,1201,3427.110806059805,200628.3121538332,58.541531,2.5416837,1.642669,.0017261563,.004797868,.0002620216206226,1,.2457665745215998,.3943161334172944,.0243126163804792,0,.1929944004261561,.2457665745215998,.5143119658393295,12,-.050677277,.053615294,-.32674086,-.064864516,-.18250491,-.061996263,.076068208,-.0033843589,.058740728,-.13776089,-.13684233,.014193386,.024478396,.072495043,.066032968,.025906619,.011554749,.0038021198,.0090582957,.0054657683,.048892796,.028150402,.0080838464,.011663934,.00023826597,24994.21723711491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,12901,.067823626,.198486,1202,30057.71603778098,5211154.699004861,173.37161,5.252738,3.1230264,.01320336,.07972376,.0021374060298511,1,.1257444482806731,.3668458417396139,.0411548000470003,.000190555303782,.4065933615417819,.125935003584455,.2411928308416206,12,.11135042,.26076636,.049636446,.12713018,-.24117178,,-.0082508912,,.037941057,.13572758,-.07629545,.005325018,.0073767742,.010490452,.0155253,.013435291,.0046865302,,.0024076495,,.028091529,.0075769788,.0026838516,.0041852472,.0013290989,203886.9559965134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,12901,.067823626,.198486,1202,30057.71603778098,5211154.699004861,173.37161,5.252738,3.1230264,.01320336,.07972376,.0021374060298511,1,.1257444482806731,.3668458417396139,.0411548000470003,.000190555303782,.4065933615417819,.125935003584455,.2411928308416206,12,.16496599,.42589259,-.018897593,.070915617,-.18178679,-.00080822979,-.0018039125,-.069498979,.052530807,.1764829,-.11155055,.039124426,.017450484,.039658487,.04609799,.017959017,.0055658426,.0030582927,.0035206904,.0026673165,.047276057,.018435022,.0039160098,.0062786029,.0014080061,203886.9559965134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,12901,.067823626,.198486,1202,30057.71603778098,5211154.699004861,173.37161,5.252738,3.1230264,.01320336,.07972376,.0021374060298511,1,.1257444482806731,.3668458417396139,.0411548000470003,.000190555303782,.4065933615417819,.125935003584455,.2411928308416206,12,.030260783,.021164626,-.15893109,.03895551,-.03209839,-.020265151,.041034754,-.051743526,.10769398,-.024696629,.00056245894,.068989784,.0071493746,.016647056,.023956135,.0084198033,.0041896258,.0015139959,.0029973907,.0014212072,.016832685,.0076465718,.0031090844,.0035672528,.0023267602,203886.9559965134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0692569501698017
2001,12901,.067823626,.198486,1202,30057.71603778098,5211154.699004861,173.37161,5.252738,3.1230264,.01320336,.07972376,.0021374060298511,1,.1257444482806731,.3668458417396139,.0411548000470003,.000190555303782,.4065933615417819,.125935003584455,.2411928308416206,12,.099517733,-.029556585,-.017903619,.10206465,-.03589246,-.033191603,.014275733,-.0816494,.13042392,.069116734,-.038361199,.10961523,.0060842512,.020792585,.02560625,.0067370743,.0036733763,.0015366152,.0027713536,.0015812634,.014669183,.006807596,.0026670229,.0029857338,.002867914,203886.9559965134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13002,.048759837,.40743911,1391,2205.925874948502,103606.3496022566,46.967285,2.5416837,11.960725,.00055536494,.024329089,.0001253639807483,1,.3056561216467686,.3988617188447472,.0333395390599724,.0044425511851945,.0720711209023737,.3100986728319631,.7645717958567513,13,-.15721925,.062064439,-.24726506,-.21013318,-.57577533,,-.045313578,,.025354225,-.094785385,-.032881629,-.2465973,.030401159,.030846715,.13473961,.13393763,.012826257,,.0021248567,,.45991826,.030340634,.010311588,.0079611689,.00007785303,11958.4580886364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13002,.048759837,.40743911,1391,2205.925874948502,103606.3496022566,46.967285,2.5416837,11.960725,.00055536494,.024329089,.0001253639807483,1,.3056561216467686,.3988617188447472,.0333395390599724,.0044425511851945,.0720711209023737,.3100986728319631,.7645717958567513,13,.29972866,.48986992,.57121313,.4317148,-.38968548,-.076020516,-.052652173,-.089938685,-1.1241689,.3423306,-.087582983,-.40289465,.02519477,.024184503,.38173482,.16532512,.0026563741,.0057704737,.001946904,.007703979,.0043695918,.025017789,.009022586,.0074411072,.0001749448,11958.4580886364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13002,.048759837,.40743911,1391,2205.925874948502,103606.3496022566,46.967285,2.5416837,11.960725,.00055536494,.024329089,.0001253639807483,1,.3056561216467686,.3988617188447472,.0333395390599724,.0044425511851945,.0720711209023737,.3100986728319631,.7645717958567513,13,.12005805,.22152795,-.016903784,.1744383,-.30830613,-.053646971,.02299872,-.032669976,.029857,.11661293,-.13404065,-.34975749,.041934736,.053350866,.11776613,.071357034,.009891225,.0034203436,.010257836,.0067595481,.12724243,.046789397,.012703086,.016043577,.00010090705,11958.4580886364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0072136744856834
2001,13002,.048759837,.40743911,1391,2205.925874948502,103606.3496022566,46.967285,2.5416837,11.960725,.00055536494,.024329089,.0001253639807483,1,.3056561216467686,.3988617188447472,.0333395390599724,.0044425511851945,.0720711209023737,.3100986728319631,.7645717958567513,13,.11284438,-.13387311,.20584576,.30944654,-.41968995,-.064602964,.064831704,-.0070766676,.22926223,.032531619,-.2702544,-.068245262,.039354183,.071478449,.35192084,.043335743,.0094994949,.0042556254,.012339855,.010018019,.084209494,.044765957,.0096487058,.016931241,.00010628801,11958.4580886364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13003,.088797227,.008409082,1391,3611.483905724148,217034.3753280405,60.095623,5.2341666,2.6944263,.014916027,.0029754159,.0008750234687874,1,.3555174581450169,.4854252703787005,.0219485720290283,.0000483828439302,.1373188660696198,.3555658409889471,.5128117845943194,13,-.040765587,.11951624,.049331471,.12722507,-.3690674,,-.029887466,,-.18511575,.0061025377,.024466736,-.22589213,.011961847,.013528527,.033814259,.036731418,.0068008755,,.0019821031,,.089808673,.012064009,.0045724036,.0047598239,.00060158194,83468.40468537807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13003,.088797227,.008409082,1391,3611.483905724148,217034.3753280405,60.095623,5.2341666,2.6944263,.014916027,.0029754159,.0008750234687874,1,.3555174581450169,.4854252703787005,.0219485720290283,.0000483828439302,.1373188660696198,.3555658409889471,.5128117845943194,13,.94862545,1.3772259,.10747631,.21625884,-.34399056,-.10868558,-.039981455,-.066407971,.061248768,.99748641,-.14406632,-.29379669,.045353964,.058079489,.10258617,.05903947,.0046969191,.0018913181,.0032927301,.0038471101,.14006464,.046410836,.0056053321,.0082100909,.00064851105,83468.40468537807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13003,.088797227,.008409082,1391,3611.483905724148,217034.3753280405,60.095623,5.2341666,2.6944263,.014916027,.0029754159,.0008750234687874,1,.3555174581450169,.4854252703787005,.0219485720290283,.0000483828439302,.1373188660696198,.3555658409889471,.5128117845943194,13,-.081503585,-.09127979,-.056552432,.026625052,-.29474252,-.038766935,.01927433,-.049742214,.032394599,-.14130148,-.044888064,-.28890201,.017468367,.02504272,.063420668,.02497777,.0037297441,.0019915889,.0034036303,.0021609373,.056567438,.018152762,.0052861264,.0061694938,.00073855877,83468.40468537807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1552252918481827
2001,13003,.088797227,.008409082,1391,3611.483905724148,217034.3753280405,60.095623,5.2341666,2.6944263,.014916027,.0029754159,.0008750234687874,1,.3555174581450169,.4854252703787005,.0219485720290283,.0000483828439302,.1373188660696198,.3555658409889471,.5128117845943194,13,-.23672888,-.42287481,-.41489747,-.090863451,-.37165597,-.075931504,.041104551,-.047375157,-.095302179,-.31135044,-.22058475,-.063887529,.015127222,.02872842,.078897305,.017135659,.0054377983,.0017712679,.0050613713,.0034981123,.032142188,.016730346,.0045048888,.0074862093,.0006578539,83468.40468537807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13005,.11729148,.1540122,1391,9107.509655697504,869159.4581950948,95.433273,6.4829812,6.3860102,.0140128,.011875181,.0003914740341448,1,.2812457858862629,.4808194817435112,.0500209996158993,.0006088344721466,.195896705482614,.2818546203584095,.3171971797006852,13,.26130432,.33449259,.41917422,.6059888,-.38021624,,-.030435266,,.32432282,.28250337,-.025243573,-.17361888,.021386145,.020958096,.075539626,.070142105,.011253739,,.0037794285,,.1834594,.02094147,.0075245164,.0095924977,.00020167205,37342.67053556442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13005,.11729148,.1540122,1391,9107.509655697504,869159.4581950948,95.433273,6.4829812,6.3860102,.0140128,.011875181,.0003914740341448,1,.2812457858862629,.4808194817435112,.0500209996158993,.0006088344721466,.195896705482614,.2818546203584095,.3171971797006852,13,.75796485,1.0413189,.19159012,.32178807,-.31753829,-.083004013,-.033356071,-.059445754,.46805164,.79314858,-.095239915,-.27739787,.052365351,.068391897,.10045059,.06233342,.0075857481,.0043922234,.0046592369,.0055415053,.24230509,.053604383,.00911259,.012250553,.00030118061,37342.67053556442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13005,.11729148,.1540122,1391,9107.509655697504,869159.4581950948,95.433273,6.4829812,6.3860102,.0140128,.011875181,.0003914740341448,1,.2812457858862629,.4808194817435112,.0500209996158993,.0006088344721466,.195896705482614,.2818546203584095,.3171971797006852,13,-.0031688586,.10205365,-.1635208,.025880516,-.27981907,-.0064681778,.0069428943,-.0058701434,-.057184242,-.016207986,-.044458877,-.21039438,.020060362,.028920613,.056672994,.030505124,.0066475039,.0040893327,.005570509,.0045358953,.076531388,.021310385,.0078606009,.010482458,.00033405062,37342.67053556442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1849906519055367
2001,13005,.11729148,.1540122,1391,9107.509655697504,869159.4581950948,95.433273,6.4829812,6.3860102,.0140128,.011875181,.0003914740341448,1,.2812457858862629,.4808194817435112,.0500209996158993,.0006088344721466,.195896705482614,.2818546203584095,.3171971797006852,13,-.18815951,-.44285417,-.29879221,-.026353391,-.32215995,-.0034580161,.039515525,.020675831,-.0074470546,-.25664681,-.13802263,-.033445481,.019449791,.034319811,.05842961,.024095565,.0083479993,.004795834,.0075102332,.0069882642,.042399742,.022322211,.0071162786,.010012906,.0003343366,37342.67053556442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13011,.087831669,.008409082,1391,3451.657076529824,202787.6314887844,58.750805,5.4600158,1.6950315,.0081768502,.0022488479,.0002036470330481,1,.3301068626497771,.5010962187284953,.0252947690385277,0,.1857095762603206,.3301068626497771,.50337354090661,13,.18597125,.43708447,-.022531373,.14099874,-.47936106,,-.042871226,,-.21419099,.26531497,-.038410831,-.14442049,.014604958,.015047746,.043387745,.055711858,.0099873655,,.0034782556,,.12159953,.014690653,.0057544434,.0079680895,.00019798284,19425.87093234062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13011,.087831669,.008409082,1391,3451.657076529824,202787.6314887844,58.750805,5.4600158,1.6950315,.0081768502,.0022488479,.0002036470330481,1,.3301068626497771,.5010962187284953,.0252947690385277,0,.1857095762603206,.3301068626497771,.50337354090661,13,-.0047084885,.21440722,-.21733852,-.016168294,-.35620651,-.08457382,-.042926021,-.0044044494,.19176453,.024273124,-.11901511,-.2821849,.042866506,.049146101,.17304917,.091533266,.0060551674,.0050508552,.0053181984,.0079649659,.23297799,.043238413,.0095040901,.01258194,.00020465057,19425.87093234062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13011,.087831669,.008409082,1391,3451.657076529824,202787.6314887844,58.750805,5.4600158,1.6950315,.0081768502,.0022488479,.0002036470330481,1,.3301068626497771,.5010962187284953,.0252947690385277,0,.1857095762603206,.3301068626497771,.50337354090661,13,-.11740139,-.096305706,-.19448103,-.054863758,-.26897916,-.039185096,.047252931,.016318979,-.014401067,-.20312849,-.0071327682,-.21881828,.03442217,.051205609,.17189933,.047392771,.0089094685,.0042279805,.0088306349,.0070159449,.096118525,.035115581,.010951567,.013576948,.00016406101,19425.87093234062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0535589456558228
2001,13011,.087831669,.008409082,1391,3451.657076529824,202787.6314887844,58.750805,5.4600158,1.6950315,.0081768502,.0022488479,.0002036470330481,1,.3301068626497771,.5010962187284953,.0252947690385277,0,.1857095762603206,.3301068626497771,.50337354090661,13,-.17096034,-.25817686,-.35258034,-.10628698,-.34746423,-.066220842,.040165246,.0039699948,-.090855628,-.23271242,-.21003573,-.0036965553,.028997572,.061500799,.099736772,.034766156,.011283161,.0041029621,.010260413,.0073284549,.059610628,.033218939,.0092305848,.014560905,.00015948675,19425.87093234062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13901,2.1449571,.32209012,1391,26618.36861515045,4342823.231862637,163.15137,114.97416,46.295818,.52172709,.051037867,.0122401653689439,1,.0996700627636521,.3468957372577549,.0751292515934309,.0016388756383982,.3274236456148599,.1013089384020503,.1623680221250065,13,.2308193,.20771222,.19374947,.26772639,-.12639973,,.0099788783,,.24312839,.21387291,-.033132203,-.013687557,.0028954889,.0054618325,.0044251471,.0049663046,.0018590423,,.0011246187,,.009632865,.0031463972,.0011926617,.0018228329,.0082410406,1167588.199487686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13901,2.1449571,.32209012,1391,26618.36861515045,4342823.231862637,163.15137,114.97416,46.295818,.52172709,.051037867,.0122401653689439,1,.0996700627636521,.3468957372577549,.0751292515934309,.0016388756383982,.3274236456148599,.1013089384020503,.1623680221250065,13,.45745149,.41529983,.53978282,.43877667,-.02579635,-.05503368,.0079990178,-.10314465,.42956218,.45440134,-.079718478,-.027414801,.0061576506,.015724236,.011447946,.0076368228,.0026194006,.0010396502,.0016626867,.00099846662,.015051822,.0068100994,.0016859659,.0026767363,.0086815665,1167588.199487686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13901,2.1449571,.32209012,1391,26618.36861515045,4342823.231862637,163.15137,114.97416,46.295818,.52172709,.051037867,.0122401653689439,1,.0996700627636521,.3468957372577549,.0751292515934309,.0016388756383982,.3274236456148599,.1013089384020503,.1623680221250065,13,.0087749129,-.098789804,.032491781,.0072029177,-.094077215,-.016853917,.0025634016,-.062514819,.11338146,-.018270668,-.078793146,-.0052882056,.0035275251,.0099098021,.0080049839,.0042686458,.0018726406,.00066764333,.0013460962,.00060263841,.009136416,.0036812311,.0014051305,.0019036985,.0097941514,1167588.199487686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.086329878307879
2001,13901,2.1449571,.32209012,1391,26618.36861515045,4342823.231862637,163.15137,114.97416,46.295818,.52172709,.051037867,.0122401653689439,1,.0996700627636521,.3468957372577549,.0751292515934309,.0016388756383982,.3274236456148599,.1013089384020503,.1623680221250065,13,.095104791,-.19651602,.078486428,.10617234,-.071185715,-.03989803,.011431804,-.097782381,.1514246,.053983483,-.082318015,.012861783,.0039162408,.011726812,.0091750296,.0047392258,.0022201568,.00089469273,.0017171835,.00067565957,.0099172788,.0042894795,.0015701175,.002083536,.0084975939,1167588.199487686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,13904,.086297527,.012649396,1391,2188.999692854486,102416.1747661657,46.786747,5.3799314,2.095856,.0098850466,.0057518492,.0007353760141861,1,.2310689453841576,.3971683206015419,.0372910379887288,.0000945785349634,.1536578367224122,.231163523919121,.43877397843091,13,-.030483605,.18211493,-.08206249,.12787153,-.48934799,,-.043578845,,-.4146581,.038287949,-.051767718,-.19470768,.010923106,.011940906,.029730853,.042508859,.0056216968,,.0018288342,,.082743652,.011054649,.0030506263,.0036115227,.00069506717,70147.44739711285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,13904,.086297527,.012649396,1391,2188.999692854486,102416.1747661657,46.786747,5.3799314,2.095856,.0098850466,.0057518492,.0007353760141861,1,.2310689453841576,.3971683206015419,.0372910379887288,.0000945785349634,.1536578367224122,.231163523919121,.43877397843091,13,.11447376,.2978802,-.091105312,.28531238,-.34162709,-.11069646,-.051570468,-.068216488,.0070533575,.15037842,-.17205448,-.32127792,.028157312,.030950882,.1046262,.084981456,.0042943615,.0017108084,.0029632682,.0034082627,.23652211,.028233288,.0048568118,.0064610401,.00068555342,70147.44739711285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2000,13904,.086297527,.012649396,1391,2188.999692854486,102416.1747661657,46.786747,5.3799314,2.095856,.0098850466,.0057518492,.0007353760141861,1,.2310689453841576,.3971683206015419,.0372910379887288,.0000945785349634,.1536578367224122,.231163523919121,.43877397843091,13,-.16080286,-.26711932,-.41687849,-.023282032,-.27555946,-.044492956,.046049271,-.01129828,.11226013,-.23599413,-.12285323,-.18010439,.018164661,.029753288,.052152779,.024973283,.0047930772,.0017600695,.0047703516,.0030910121,.050963286,.019612316,.0051238392,.0072744931,.00065943232,70147.44739711285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1964523643255234
2001,13904,.086297527,.012649396,1391,2188.999692854486,102416.1747661657,46.786747,5.3799314,2.095856,.0098850466,.0057518492,.0007353760141861,1,.2310689453841576,.3971683206015419,.0372910379887288,.0000945785349634,.1536578367224122,.231163523919121,.43877397843091,13,-.35725522,-.4692629,-.52980143,-.24479894,-.36584803,-.054581456,.035208076,-.0080245305,-.13833703,-.43386739,-.17228341,-.06608022,.014567808,.026338726,.068126686,.017608855,.0050895712,.0020833635,.0045931088,.0040208097,.033871122,.015988769,.0044903434,.0070510628,.00075795373,70147.44739711285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1998,14901,.11810923,.013514028,1491,44082.30097051803,9255425.365135683,209.95786,6.3216286,3.0816782,.023714738,.0083882986,.0017254193284951,1,.1095870741252205,.3905941401724125,.0329250388303182,.0030080793823068,.3698327017192755,.1125951535075272,.2097538158732674,14,.21353175,.25504041,.21207096,.31669885,-.20183681,,-.010855395,,.21317038,.22629063,-.12036972,-.023265868,.012627598,.01932851,.023728454,.020328799,.0077287047,,.0039330642,,.045061763,.013354979,.0045243148,.0068062041,.0005010576,164587.5841048956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
