year,cod_microregion,IS_mt,XD_mt,idcluster,income2,income3,income_percapita,ivAutor_IS_mt,ivAutor_XD_mt,ivIS,ivXD,munic_size,region,sizeagric,sizeinformal,sizemanuf,sizemine,sizenontrade,sizeprim,sizerural,state,wls_b_avghourwage_s0,wls_b_avghourwage_s1,wls_b_avghourwage_s3,wls_b_avghourwage_s4,wls_b_formal_s0,wls_b_migrated_s0,wls_b_occup_skill_s0,wls_b_outmigrated_s0,wls_b_wagehrskill,wls_b_wagehrunskill,wls_b_work_main_s0,wls_b_work_main_s4,wls_se_avghourwage_s0,wls_se_avghourwage_s1,wls_se_avghourwage_s3,wls_se_avghourwage_s4,wls_se_formal_s0,wls_se_migrated_s0,wls_se_occup_skill_s0,wls_se_outmigrated_s0,wls_se_wagehrskill,wls_se_wagehrunskill,wls_se_work_main_s0,wls_se_work_main_s4,wls_wgt,workforce,dstate2,dstate3,dstate4,dstate5,dstate6,dstate7,dstate8,dstate9,dstate10,dstate11,dstate12,dstate13,dstate14,dstate15,dstate16,dstate17,dstate18,dstate19,dstate20,dstate21,dstate22,dstate23,dstate24,dstate25,dstate26,dstate27,Dwls_b_avghourwage_s0
2000,31006,.48890486,.20553732,3102,12251.67367653974,1356104.41935928,110.68728,17.173025,16.060226,.05698584,.051509336,.0008394712282403,3,.1638438978067872,.3171886755030742,.0735246523194624,.0018248280365238,.2557273779309702,.165668725843311,.1725292827572955,31,-.26796728,-.22683668,-.16984926,-.27655068,-.027934518,-.0043431115,-.014023756,-.00079410378,-.14376542,-.2835817,-.08097446,-.10747076,.011228097,.016756887,.02530111,.016806619,.0070484355,.0024927077,.0040112855,.0026840477,.040932536,.011182588,.0047718743,.0068618814,.0008349847,80077.07987260818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0353280305862427
2001,31006,.48890486,.20553732,3102,12251.67367653974,1356104.41935928,110.68728,17.173025,16.060226,.05698584,.051509336,.0008394712282403,3,.1638438978067872,.3171886755030742,.0735246523194624,.0018248280365238,.2557273779309702,.165668725843311,.1725292827572955,31,-.23263925,-.1747033,-.18526044,-.25266013,-.023993019,.00013667558,-.014802565,.015384312,-.24876453,-.22542956,-.061718035,-.083344601,.0089091221,.016114619,.019062387,.012441712,.0063128164,.0029534351,.0039171036,.0034332064,.030671712,.0091895405,.0044633616,.0061647184,.0010317117,80077.07987260818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31008,.22216716,.054383826,3102,2776.995371583849,146339.8932414033,52.697205,8.7038383,16.041634,.059281703,.018889964,.0001961923913356,3,.2748726186129318,.3475625022283251,.0251531793247868,.0048635714771981,.1440996260314829,.2797361900901299,.5900073178148363,31,-.46408102,-.25943527,-.28175133,-.3670972,-.32430398,,-.047645546,,-.38614246,-.4069562,-.0059273648,-.26183844,.01357354,.014125901,.044783335,.059250925,.0093343863,,.0025012055,,.14669712,.013502011,.0055619972,.0051446105,.00032665586,18714.77337503433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31008,.22216716,.054383826,3102,2776.995371583849,146339.8932414033,52.697205,8.7038383,16.041634,.059281703,.018889964,.0001961923913356,3,.2748726186129318,.3475625022283251,.0251531793247868,.0048635714771981,.1440996260314829,.2797361900901299,.5900073178148363,31,-.31206411,-.16286582,-.16553479,-.2185774,-.29280245,-.078237765,-.040568199,-.0071177958,-.092603996,-.29223612,-.014385873,-.34129405,.035095248,.039085105,.1473287,.086163677,.0080933459,.0049633691,.005179585,.0045668907,.18609455,.035539463,.0087469146,.010660724,.00031548005,18714.77337503433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31008,.22216716,.054383826,3102,2776.995371583849,146339.8932414033,52.697205,8.7038383,16.041634,.059281703,.018889964,.0001961923913356,3,.2748726186129318,.3475625022283251,.0251531793247868,.0048635714771981,.1440996260314829,.2797361900901299,.5900073178148363,31,-.33733979,-.23015614,-.31237099,-.34736669,-.1273385,-.014729681,-.013615046,.024756102,-.15444255,-.35988387,-.11526264,-.25312883,.023034299,.030911857,.083776988,.03547623,.0099440543,.003739849,.0047740391,.0033658803,.089210905,.02292837,.0075581791,.01028257,.00029642254,18714.77337503433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0791005790233612
2001,31008,.22216716,.054383826,3102,2776.995371583849,146339.8932414033,52.697205,8.7038383,16.041634,.059281703,.018889964,.0001961923913356,3,.2748726186129318,.3475625022283251,.0251531793247868,.0048635714771981,.1440996260314829,.2797361900901299,.5900073178148363,31,-.25823921,-.20951384,-.23823303,-.25497031,-.10371576,-.031014703,-.0022560912,.044273268,-.25246501,-.29152727,-.17350224,-.12123676,.016088735,.02479879,.05270151,.022671223,.0096649202,.0035961834,.0053259702,.0042121778,.042058844,.017691847,.0062177321,.0097730327,.000367178,18714.77337503433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31009,.71543467,.17026404,3102,9279.367831384821,893876.635267215,96.329475,26.71085,48.337769,.15355112,.061777931,.0003445740333488,3,.1794908024737064,.3327019672372067,.0731791348867395,.0109718629957595,.2432036179646388,.190462665469466,.2954686219572408,31,-.26835543,-.15200257,-.17910142,-.21514627,-.04610699,,-.037479419,,-.23593284,-.23514405,-.038729526,-.12427212,.013113053,.015805321,.024451038,.03321388,.0091442149,,.0036721644,,.067128628,.013293665,.0051252805,.0074138064,.00034365291,32868.88396203518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31009,.71543467,.17026404,3102,9279.367831384821,893876.635267215,96.329475,26.71085,48.337769,.15355112,.061777931,.0003445740333488,3,.1794908024737064,.3327019672372067,.0731791348867395,.0109718629957595,.2432036179646388,.190462665469466,.2954686219572408,31,-.46097085,-.46259087,-.3511875,-.38315302,-.040986203,-.03048178,.00079659111,.020691428,-.32409626,-.479451,-.025868654,-.18227609,.024463685,.029671354,.055731971,.049816761,.012525386,.005905054,.0070888442,.0083851768,.081409596,.025071373,.0076969615,.012056302,.00037975484,32868.88396203518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31009,.71543467,.17026404,3102,9279.367831384821,893876.635267215,96.329475,26.71085,48.337769,.15355112,.061777931,.0003445740333488,3,.1794908024737064,.3327019672372067,.0731791348867395,.0109718629957595,.2432036179646388,.190462665469466,.2954686219572408,31,-.33705261,-.34521252,-.13200833,-.32092926,-.033801034,.0083214892,-.015198216,.025274349,-.14305836,-.35652727,-.064509951,-.13676344,.016369745,.025851753,.032682139,.024543367,.01077324,.0043475502,.0059512448,.0068628835,.058979385,.016327858,.0072354972,.010676878,.00035412295,32868.88396203518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0540591180324554
2001,31009,.71543467,.17026404,3102,9279.367831384821,893876.635267215,96.329475,26.71085,48.337769,.15355112,.061777931,.0003445740333488,3,.1794908024737064,.3327019672372067,.0731791348867395,.0109718629957595,.2432036179646388,.190462665469466,.2954686219572408,31,-.2829935,-.24842799,-.1585014,-.26582244,-.067519739,-.015694447,-.0082799792,.059344389,-.3301422,-.26637936,-.053688895,-.13055129,.014178417,.024555443,.03413954,.019882493,.0093201455,.0040649516,.0064028269,.0075027235,.043824386,.015022694,.0067786272,.0093534114,.00051016512,32868.88396203518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31010,.18010113,1.0069783,3103,13694.17065419257,1602520.535496635,117.02209,7.0073819,10.679462,.014322922,.57162809,.0004346631357887,3,.1447157036849893,.3954410726327361,.0487112182952972,.0560316920861193,.3119199270426266,.2007473957711086,.2684657746020422,31,-.32736146,-.31688282,-.1303023,-.2440965,-.13966994,,-.034273252,,-.17974564,-.31187201,-.066708148,-.10064833,.013852906,.0194642,.019767553,.026100995,.0083928406,,.0030740465,,.063565254,.014154306,.0047859773,.0068391534,.00043274113,41462.47479522228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31010,.18010113,1.0069783,3103,13694.17065419257,1602520.535496635,117.02209,7.0073819,10.679462,.014322922,.57162809,.0004346631357887,3,.1447157036849893,.3954410726327361,.0487112182952972,.0560316920861193,.3119199270426266,.2007473957711086,.2684657746020422,31,-.34723419,-.23579913,-.23436323,-.36753532,-.18048009,-.042156097,-.032479834,.032220058,-.24050981,-.33602735,-.040920343,-.16432717,.030957744,.053121641,.060012046,.033779882,.0094309356,.0043900711,.0044627553,.0073222858,.078154638,.0324785,.0064632352,.010178494,.00061312033,41462.47479522228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31010,.18010113,1.0069783,3103,13694.17065419257,1602520.535496635,117.02209,7.0073819,10.679462,.014322922,.57162809,.0004346631357887,3,.1447157036849893,.3954410726327361,.0487112182952972,.0560316920861193,.3119199270426266,.2007473957711086,.2684657746020422,31,-.33224872,-.44617596,-.31736866,-.26032054,-.08984419,-.024030989,.0017987571,.013844221,-.15341395,-.37312731,-.014382499,-.078913741,.016582163,.033785786,.045075029,.020233776,.0082900729,.0028345028,.0053643645,.0050520697,.048260819,.016815124,.0064367391,.0083394237,.00057719706,41462.47479522228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0886556953191757
2001,31010,.18010113,1.0069783,3103,13694.17065419257,1602520.535496635,117.02209,7.0073819,10.679462,.014322922,.57162809,.0004346631357887,3,.1447157036849893,.3954410726327361,.0487112182952972,.0560316920861193,.3119199270426266,.2007473957711086,.2684657746020422,31,-.24359302,-.40304086,-.29367664,-.20820172,-.028755456,-.015786901,.012841674,-.0036126717,-.18603954,-.27143887,-.091626979,.07656543,.0126586,.037215509,.039266799,.01424778,.0090783322,.003795374,.0060421503,.0054931319,.03628052,.012948253,.0061959615,.0074116369,.00060134591,41462.47479522228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31011,.20042604,.07043606,3103,6935.027032541344,577526.9264004758,83.27681,4.3466382,7.8000221,-.051147815,.018745253,.0009361110970167,3,.3592092379703476,.4466285966290031,.0316715061561868,.0042031714621897,.2077891178217803,.3634124094325373,.5399521629497749,31,-.42363089,-.26275504,-.069508478,-.23197193,-.32259464,,-.055812471,,.014721316,-.36957547,-.021193143,-.20960589,.009000062,.0094313044,.030449344,.032509316,.0051728454,,.0012263327,,.070947707,.0089219743,.002789086,.0033014431,.0010632488,89295.54767775536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31011,.20042604,.07043606,3103,6935.027032541344,577526.9264004758,83.27681,4.3466382,7.8000221,-.051147815,.018745253,.0009361110970167,3,.3592092379703476,.4466285966290031,.0316715061561868,.0042031714621897,.2077891178217803,.3634124094325373,.5399521629497749,31,-.33696082,-.22517209,-.10566156,-.26361427,-.25659475,-.069881111,-.04841296,-.0017016111,-.31482339,-.30379352,-.054574184,-.27047026,.018132564,.02269478,.053938515,.03276927,.0052969209,.0028083716,.0024234552,.0059070266,.10617442,.018391456,.0045904885,.006478548,.00098537747,89295.54767775536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31011,.20042604,.07043606,3103,6935.027032541344,577526.9264004758,83.27681,4.3466382,7.8000221,-.051147815,.018745253,.0009361110970167,3,.3592092379703476,.4466285966290031,.0316715061561868,.0042031714621897,.2077891178217803,.3634124094325373,.5399521629497749,31,-.29224664,-.20974302,-.36423779,-.24650216,-.10351088,-.029205356,-.0070347539,.029103532,-.12216045,-.31616944,.038842831,-.24179973,.010546746,.013613939,.039407399,.017300449,.0050281161,.0018956305,.0027138856,.004725487,.044435281,.010452908,.0042126779,.0053390982,.0013273272,89295.54767775536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-.0113349556922913
2001,31011,.20042604,.07043606,3103,6935.027032541344,577526.9264004758,83.27681,4.3466382,7.8000221,-.051147815,.018745253,.0009361110970167,3,.3592092379703476,.4466285966290031,.0316715061561868,.0042031714621897,.2077891178217803,.3634124094325373,.5399521629497749,31,-.3035816,-.25615555,-.24991883,-.27959695,-.088081509,-.035001464,-.0011214251,.080661945,-.21213514,-.32243222,-.074633405,-.11260688,.008964384,.015113537,.023430843,.012260463,.0055526686,.0022042044,.0032860222,.0063586971,.028641218,.0093914531,.0039595948,.0055558193,.0013192147,89295.54767775536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31012,.048759837,2.0446696,3103,5973.286661778635,461657.6494040687,77.287041,2.5416837,13.387231,.001096788,1.1574864,.0007605192118763,3,.2867888355046412,.441503273273828,.0227190618259226,.0271876656541728,.1873241729950702,.313976501158814,.544252247370091,31,-.50756902,-.37713221,-.25126263,-.36407462,-.33382881,,-.045492355,,-.40140846,-.46852058,-.034400497,-.18697013,.0087291244,.0091527803,.022055238,.028445367,.0054643573,,.001643791,,.078093387,.008534302,.0031485991,.0039357524,.00091078569,72545.85461103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31012,.048759837,2.0446696,3103,5973.286661778635,461657.6494040687,77.287041,2.5416837,13.387231,.001096788,1.1574864,.0007605192118763,3,.2867888355046412,.441503273273828,.0227190618259226,.0271876656541728,.1873241729950702,.313976501158814,.544252247370091,31,-.3327086,-.26215857,.49837732,-.25215495,-.29851729,-.067184843,-.044318322,-.0038163769,-.2742255,-.3070541,-.026662719,-.26745498,.023880862,.028800821,.15235075,.039286863,.0048398194,.0029752166,.0026804444,.0039688074,.11508295,.02415718,.0049106642,.0068818652,.00090512051,72545.85461103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31012,.048759837,2.0446696,3103,5973.286661778635,461657.6494040687,77.287041,2.5416837,13.387231,.001096788,1.1574864,.0007605192118763,3,.2867888355046412,.441503273273828,.0227190618259226,.0271876656541728,.1873241729950702,.313976501158814,.544252247370091,31,-.53323656,-.50274181,-.45353329,-.40821323,-.20701016,-.02767453,-.012991769,.013538213,-.2337303,-.55556488,-.040435255,-.23295166,.014364709,.017857388,.060036946,.023529477,.0053935898,.002146052,.0032970856,.0030800814,.062068574,.014411197,.0049255691,.0066237343,.00086107443,72545.85461103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.1553668081760406
2001,31012,.048759837,2.0446696,3103,5973.286661778635,461657.6494040687,77.287041,2.5416837,13.387231,.001096788,1.1574864,.0007605192118763,3,.2867888355046412,.441503273273828,.0227190618259226,.0271876656541728,.1873241729950702,.313976501158814,.544252247370091,31,-.37786976,-.42041534,-.28710425,-.28815827,-.20404981,-.036679909,-.015029486,.039925817,-.22864009,-.39925209,-.14516801,-.11427382,.013844084,.024715414,.053921469,.01701479,.0067178775,.0025055541,.0038665417,.0038268175,.047663532,.014795841,.0048362268,.0072374265,.0007173075,72545.85461103916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31013,.048759837,.049218141,3103,5442.677678772248,401530.854974494,73.774506,2.8536808,2.4138432,.0064935307,.033125378,.0004488903967252,3,.182769905105403,.4078509646863803,.0305743170867721,.0187607312960673,.2521855708527976,.2015306364014703,.3158704146687347,31,-.52491391,-.44992098,-.3920497,-.42360264,-.092958629,,-.041262228,,-.16674501,-.50273263,-.034009047,-.074430525,.013302849,.016329892,.024094714,.028637454,.0075907237,,.0025786769,,.088004865,.013314188,.0041204137,.0062164902,.00053419179,42819.61185014248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31013,.048759837,.049218141,3103,5442.677678772248,401530.854974494,73.774506,2.8536808,2.4138432,.0064935307,.033125378,.0004488903967252,3,.182769905105403,.4078509646863803,.0305743170867721,.0187607312960673,.2521855708527976,.2015306364014703,.3158704146687347,31,-.53094691,-.45830888,-.43736252,-.48399851,-.2630071,-.022202708,-.024962414,.044537857,-.50249422,-.51702774,-.052737627,-.071835496,.02338114,.036768474,.091400437,.029472094,.0080360118,.0051816818,.0050945198,.0046499968,.092151515,.024055131,.0067489813,.010857427,.00052037189,42819.61185014248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31013,.048759837,.049218141,3103,5442.677678772248,401530.854974494,73.774506,2.8536808,2.4138432,.0064935307,.033125378,.0004488903967252,3,.182769905105403,.4078509646863803,.0305743170867721,.0187607312960673,.2521855708527976,.2015306364014703,.3158704146687347,31,-.44539338,-.38557938,-.4590697,-.43714288,-.20658156,-.013166859,-.017013222,.033665299,-.24452001,-.46012199,-.079977296,-.076684676,.017610507,.029991098,.065303378,.022977037,.0077597834,.0034261486,.0052071991,.0035196396,.059525259,.01808512,.006877718,.0095057869,.00041730516,42819.61185014248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.1130383908748627
2001,31013,.048759837,.049218141,3103,5442.677678772248,401530.854974494,73.774506,2.8536808,2.4138432,.0064935307,.033125378,.0004488903967252,3,.182769905105403,.4078509646863803,.0305743170867721,.0187607312960673,.2521855708527976,.2015306364014703,.3158704146687347,31,-.33235499,-.39511257,-.24621558,-.31213561,-.21235657,-.028468724,.0076510473,.056014266,-.18417406,-.37645736,-.11980739,.027326792,.018026158,.035366978,.069781408,.022176271,.0091923075,.0038416625,.0064941561,.0043561291,.055670202,.018802691,.0069539826,.009459829,.00034716047,42819.61185014248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31014,.048759837,.019799847,3103,7112.402365381422,599824.881079433,84.33506,2.5416837,1.642669,.0024923994,.0080918968,.0009174609045549,3,.2273943103880579,.4082409822323301,.0191367099088674,.0035063122318646,.2234006899120735,.2309006226199224,.312459938653322,31,-.44870171,-.25331914,-.3914696,-.49775484,-.20433918,,-.03871287,,-.32939899,-.40539652,-.04859437,-.10827971,.0086481944,.010076988,.02017571,.022099474,.0054414938,,.0018889357,,.057745814,.0086461306,.0028638178,.0040336098,.001050655,87516.50760924816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31014,.048759837,.019799847,3103,7112.402365381422,599824.881079433,84.33506,2.5416837,1.642669,.0024923994,.0080918968,.0009174609045549,3,.2273943103880579,.4082409822323301,.0191367099088674,.0035063122318646,.2234006899120735,.2309006226199224,.312459938653322,31,-.52294111,-.43199727,-.51434249,-.4359259,-.31025499,-.048019931,-.039265763,.057451688,-.20356555,-.50620228,-.05336798,-.13860542,.014869688,.018536437,.071790896,.026088716,.0040569301,.0029051269,.0026431382,.0064215367,.098081879,.01482201,.0042489129,.0067424113,.0012839421,87516.50760924816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31014,.048759837,.019799847,3103,7112.402365381422,599824.881079433,84.33506,2.5416837,1.642669,.0024923994,.0080918968,.0009174609045549,3,.2273943103880579,.4082409822323301,.0191367099088674,.0035063122318646,.2234006899120735,.2309006226199224,.312459938653322,31,-.43760812,-.43200988,-.50826955,-.36238754,-.21787441,-.017695449,-.0052739196,.038924024,-.11810714,-.47330201,-.087639801,-.1120847,.011660263,.015337112,.049171142,.017359868,.0048586973,.0019795464,.0033709696,.0048047784,.047180463,.011508396,.004277986,.0060680984,.0010624483,87516.50760924816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0110757946968079
2001,31014,.048759837,.019799847,3103,7112.402365381422,599824.881079433,84.33506,2.5416837,1.642669,.0024923994,.0080918968,.0009174609045549,3,.2273943103880579,.4082409822323301,.0191367099088674,.0035063122318646,.2234006899120735,.2309006226199224,.312459938653322,31,-.42653233,-.41230366,-.40849361,-.39128783,-.25894836,-.014117314,-.0065791402,.083514057,-.29691812,-.45056728,-.098022573,-.056995224,.0097798258,.015118361,.045543261,.01307329,.0049682232,.0023623321,.0032497728,.0064116796,.031362057,.010178583,.0039483136,.0055066254,.0013119827,87516.50760924816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31015,.13628124,.063767336,3104,13368.46490760153,1545689.691510187,115.62208,6.033515,2.9877284,-.01887605,.036719527,.0013977510734289,3,.2111126751886073,.4185305957003446,.0303675270226718,.004285679121813,.3022455948409143,.2153983543104203,.367046683007578,31,-.37168208,-.32015666,-.2581822,-.2627618,-.13429125,,-.027320687,,-.16794798,-.35737386,-.03396165,-.038850691,.0069296095,.0089473594,.014030116,.013302979,.0041325754,,.0017156421,,.033207957,.0069733057,.0023214049,.0035634793,.0017807899,133331.3407102823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31015,.13628124,.063767336,3104,13368.46490760153,1545689.691510187,115.62208,6.033515,2.9877284,-.01887605,.036719527,.0013977510734289,3,.2111126751886073,.4185305957003446,.0303675270226718,.004285679121813,.3022455948409143,.2153983543104203,.367046683007578,31,-.42719528,-.41483125,-.3518745,-.35145235,-.19456354,-.039171867,-.013032535,.072800592,-.17952797,-.44139391,-.026404345,-.051021628,.011365038,.016054315,.040387601,.017068574,.0050989781,.0025594588,.0031550359,.0043974947,.044934619,.0114518,.0036404517,.0058257026,.0018984589,133331.3407102823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31015,.13628124,.063767336,3104,13368.46490760153,1545689.691510187,115.62208,6.033515,2.9877284,-.01887605,.036719527,.0013977510734289,3,.2111126751886073,.4185305957003446,.0303675270226718,.004285679121813,.3022455948409143,.2153983543104203,.367046683007578,31,-.30820197,-.39932877,-.26814604,-.22773148,-.14601235,-.022351401,-.0049554529,.031019703,-.097316138,-.3464064,-.019406674,-.060962826,.0086624688,.011750808,.033918578,.011717899,.0045336988,.0016136663,.0030418437,.0032294097,.0310538,.0085099656,.0035607652,.0046757669,.0017581576,133331.3407102823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.0872171074151993
2001,31015,.13628124,.063767336,3104,13368.46490760153,1545689.691510187,115.62208,6.033515,2.9877284,-.01887605,.036719527,.0013977510734289,3,.2111126751886073,.4185305957003446,.0303675270226718,.004285679121813,.3022455948409143,.2153983543104203,.367046683007578,31,-.22098486,-.32096919,-.16708277,-.16685767,-.13755737,-.022445299,-.018109478,.077990651,-.10059478,-.23529224,-.088939391,.014949251,.0083211893,.016027885,.032378562,.010130102,.0049866,.0020750279,.0032483828,.0042628497,.026626701,.0086699128,.0034885879,.0045356816,.0016307888,133331.3407102823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31016,.21348152,.050911494,3104,14237.62828594446,1698855.636255074,119.32153,8.7250309,8.0854893,.055003114,.014134317,.0006492028310849,3,.1668536543482923,.3499863780500787,.0426583314279153,.0012281182771263,.2731401031664734,.1680817726254186,.253178941458473,31,-.328493,-.14577505,-.29238755,-.43613905,-.027444076,,-.027922956,,-.12859364,-.30877906,-.01687875,-.023495112,.010383349,.015279181,.015408801,.0198483,.0056276466,,.0025722177,,.041601658,.010725291,.0034233052,.005096917,.00088363927,61927.3957337141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31016,.21348152,.050911494,3104,14237.62828594446,1698855.636255074,119.32153,8.7250309,8.0854893,.055003114,.014134317,.0006492028310849,3,.1668536543482923,.3499863780500787,.0426583314279153,.0012281182771263,.2731401031664734,.1680817726254186,.253178941458473,31,-.38883939,-.37593269,-.47934607,-.31615424,-.13798679,.0077716601,-.015858032,.07180956,-.12735149,-.4052237,-.039053336,-.025651745,.016861323,.025018619,.044486422,.024916522,.0080722533,.0044340123,.0046577142,.0035609466,.06963215,.016777609,.0054568783,.0085684629,.00083395984,61927.3957337141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2000,31016,.21348152,.050911494,3104,14237.62828594446,1698855.636255074,119.32153,8.7250309,8.0854893,.055003114,.014134317,.0006492028310849,3,.1668536543482923,.3499863780500787,.0426583314279153,.0012281182771263,.2731401031664734,.1680817726254186,.253178941458473,31,-.33930799,-.29352769,-.3265973,-.32396853,-.097778276,.0044395146,-.012044045,.032021716,-.20703696,-.34969223,-.079321027,-.049738955,.013582678,.021020092,.042890634,.019018808,.0076532564,.0030098427,.0047258306,.0026534367,.046614345,.013988385,.0054337652,.0076771141,.00064881559,61927.3957337141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.1244485527276993
2001,31016,.21348152,.050911494,3104,14237.62828594446,1698855.636255074,119.32153,8.7250309,8.0854893,.055003114,.014134317,.0006492028310849,3,.1668536543482923,.3499863780500787,.0426583314279153,.0012281182771263,.2731401031664734,.1680817726254186,.253178941458473,31,-.21485944,-.055930015,-.1969022,-.25785622,-.11688032,.0052010012,-.0072973086,.064878255,-.1537417,-.22755611,-.074195184,-.025196508,.01139847,.024257438,.029700669,.014551774,.0073883352,.0034143766,.0045408946,.0033139901,.038493387,.011903312,.0049851947,.0068058949,.00085313944,61927.3957337141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1998,31017,.24142991,.37457576,3105,51679.01992084086,11748201.9445023,227.3302,12.048083,7.9442406,.044045419,.11666556,.0008242280848786,3,.1128825844183589,.3577051118771207,.0704394431039523,.0002570835826625,.3934577854391442,.1131396680010214,.1151861611446393,31,-.13867715,.06336125,-.17011333,-.22043099,.023828611,,-.028602811,,-.11394726,-.11554952,.019607604,.039010722,.0084860586,.014100418,.016289588,.013132112,.0049651489,,.002830941,,.031363115,.00892107,.0031504356,.0048688869,.0010826542,78623.03789067268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1999,31017,.24142991,.37457576,3105,51679.01992084086,11748201.9445023,227.3302,12.048083,7.9442406,.044045419,.11666556,.0008242280848786,3,.1128825844183589,.3577051118771207,.0704394431039523,.0002570835826625,.3934577854391442,.1131396680010214,.1151861611446393,31,-.20862329,-.15604056,-.22493711,-.21327379,-.084765948,-.0049102879,-.0047451095,.12055046,-.17475495,-.21240367,.027392756,.033660024,.014628701,.02829217,.035775352,.018982779,.0075604953,.0040784534,.0050749667,.0056271031,.05245807,.014902847,.0051931427,.007748269,.00098157395,78623.03789067268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
