STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_CHALLENGER,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
AC,1007,BUJARI,1682,2099,1227,5140,3913,25,107
AC,1015,CAPIXABA,1350,2037,1508,4983,3475,24,64
AC,1023,PORTO ACRE,2228,3419,1653,7473,5820,32,141
AC,1031,SANTA ROSA,466,346,725,1594,869,5,52
AC,1040,MARECHAL THAUMATURGO,1373,2106,2922,6539,3617,12,126
AC,1058,BRASILÉIA,5310,4682,3413,13674,10261,58,211
AC,1066,PORTO WALTER,1065,946,2527,4612,2085,7,67
AC,1074,CRUZEIRO DO SUL,11228,15380,16433,43781,27348,122,618
AC,1082,RODRIGUES ALVES,2121,1614,3172,7039,3867,12,120
AC,1090,MÂNCIO LIMA,3032,2376,2784,8366,5582,25,149
AC,1104,JORDÃO,1249,497,1428,3231,1803,3,54
AC,1112,EPITACIOLÂNDIA,3588,2373,2011,8148,6137,44,132
AC,1120,ACRELÂNDIA,2422,3039,1945,7548,5603,43,99
AC,1139,FEIJÓ,6353,2718,5453,15049,9596,47,478
AC,1392,RIO BRANCO,81846,68282,39073,193549,154476,1156,3192
AC,1457,SENA MADUREIRA,6293,6419,7221,20416,13195,66,417
AC,1473,TARAUACÁ,5603,4619,8178,18876,10698,62,414
AC,1490,XAPURI,3371,3416,2608,9628,7020,31,202
AC,1511,PLÁCIDO DE CASTRO,3781,3773,3367,11128,7761,42,165
AC,1538,SENADOR GUIOMARD,4498,5044,3808,13641,9833,59,232
AC,1554,MANUEL URBANO,1091,1344,1829,4371,2542,14,93
AC,1570,ASSIS BRASIL,1634,1382,892,4054,3162,10,136
AL,27006,PARIPUEIRA,2849,1958,1541,6560,5019,56,156
AL,27014,ÁGUA BRANCA,7301,2013,3749,13550,9801,83,404
AL,27022,PARICONHA,4399,712,1799,7167,5368,41,216
AL,27030,ANADIA,5812,2193,4314,12769,8455,93,357
AL,27049,ESTRELA DE ALAGOAS,5708,1266,3210,10672,7462,80,408
AL,27057,ARAPIRACA,44646,37880,24469,110124,85655,774,2355
AL,27065,JEQUIÁ DA PRAIA,2582,1281,3359,7376,4017,42,112
AL,27073,ATALAIA,10459,7933,7805,27003,19198,178,628
AL,27081,CAMPESTRE,2282,708,1204,4321,3117,18,109
AL,27090,BARRA DE SANTO ANTÔNIO,3999,1535,1946,7694,5748,54,160
AL,27111,BARRA DE SÃO MIGUEL,2071,1534,978,4716,3738,28,105
AL,27138,BATALHA,6003,1325,2339,9944,7605,44,233
AL,27154,BELÉM,2328,808,1255,4571,3316,50,130
AL,27170,BELO MONTE,1959,599,1272,3965,2693,25,110
AL,27197,BOCA DA MATA,7904,4756,5036,18414,13378,224,494
AL,27219,BRANQUINHA,3516,1212,2030,7048,5018,49,241
AL,27235,CACIMBINHAS,3473,1467,2232,7474,5242,41,261
AL,27251,CAJUEIRO,5583,3927,3368,13389,10021,101,410
AL,27278,CAMPO ALEGRE,10183,3549,6226,20616,14390,149,509
AL,27294,CAMPO GRANDE,3838,1247,1252,6599,5347,43,219
AL,27316,CANAPI,6961,828,3584,11747,8163,55,319
AL,27332,CAPELA,4691,3819,3378,12352,8974,101,363
AL,27359,CARNEIROS,2736,952,981,4838,3857,26,143
AL,27375,CHÃ PRETA,3345,617,1025,5240,4215,32,221
AL,27391,COITÉ DO NÓIA,4078,1205,2086,7715,5629,55,291
AL,27413,COLÔNIA LEOPOLDINA,5008,3938,3757,13215,9458,100,412
AL,27430,COQUEIRO SECO,1812,1052,715,3723,3008,47,97
AL,27456,CORURIPE,13230,10992,9201,34573,25372,289,861
AL,27472,DELMIRO GOUVEIA,18488,3669,8756,31831,23075,192,726
AL,27499,DOIS RIACHOS,3864,1513,2237,7965,5728,47,304
AL,27510,FEIRA GRANDE,8106,1854,2844,13337,10493,87,446
AL,27537,FELIZ DESERTO,1447,611,643,2815,2172,26,88
AL,27553,FLEXEIRAS,3427,1565,1965,7239,5274,46,236
AL,27570,GIRAU DO PONCIANO,12550,2260,5805,21364,15559,117,632
AL,27596,IBATEGUARA,4761,1883,2855,9806,6951,66,241
AL,27618,IGACI,9339,2856,5963,18907,12944,137,612
AL,27634,IGREJA NOVA,7133,3341,4493,15560,11067,137,456
AL,27650,INHAPI,6766,891,3241,11398,8157,61,439
AL,27677,JACARÉ DOS HOMENS,2535,563,932,4152,3220,22,100
AL,27693,JACUÍPE,2624,666,1527,4992,3465,35,140
AL,27715,JAPARATINGA,1791,1405,1674,5001,3327,41,90
AL,27731,JARAMATAIA,2217,702,1199,4286,3087,32,136
AL,27758,JOAQUIM GOMES,5623,2703,5074,13934,8860,103,431
AL,27774,JUNDIÁ,1244,976,1051,3418,2367,29,118
AL,27790,JUNQUEIRO,7418,3611,5487,17109,11622,131,462
AL,27812,LAGOA DA CANOA,6364,1933,2965,11666,8701,85,319
AL,27839,LIMOEIRO DE ANADIA,8152,2282,4287,15294,11007,108,465
AL,27855,MACEIÓ,182236,191748,84687,476691,392004,5377,12643
AL,27871,MAJOR ISIDORO,6635,2505,3862,13436,9574,54,380
AL,27898,MARAGOGI,6768,3447,3705,14463,10758,157,386
AL,27910,MARAVILHA,2941,2023,2871,8097,5226,56,206
AL,27936,MARECHAL DEODORO,10379,8621,6070,25915,19845,254,591
AL,27952,MARIBONDO,4679,2622,3251,10964,7713,85,327
AL,27979,MAR VERMELHO,1544,661,592,2929,2337,23,109
AL,27995,MATA GRANDE,9469,1362,4436,15945,11509,126,552
AL,28010,MATRIZ DE CAMARAGIBE,6440,3971,4635,15526,10891,128,352
AL,28037,MESSIAS,4525,2751,2607,10223,7616,77,263
AL,28053,MINADOR DO NEGRÃO,2249,526,1121,4062,2941,21,145
AL,28070,MONTEIRÓPOLIS,2744,675,1433,4989,3556,24,113
AL,28096,MURICI,8115,4198,4039,17083,13044,161,570
AL,28118,NOVO LINO,2613,2836,1764,7520,5756,46,261
AL,28134,OLHO D'ÁGUA DAS FLORES,6134,3034,3461,13028,9567,91,308
AL,28150,OLHO D'ÁGUA DO CASADO,3590,660,1726,6220,4494,42,202
AL,28177,OLHO D'ÁGUA GRANDE,2063,597,1051,3865,2814,25,129
AL,28193,OLIVENÇA,3927,1391,2155,7783,5628,45,265
AL,28215,OURO BRANCO,4111,1246,1944,7513,5569,27,185
AL,28231,PALESTINA,2242,346,698,3365,2667,13,66
AL,28258,PALMEIRA DOS ÍNDIOS,19284,13266,12544,46607,34063,367,1146
AL,28274,PÃO DE AÇÚCAR,8526,2503,4842,16328,11486,92,365
AL,28290,PASSO DE CAMARAGIBE,4969,1408,3015,9678,6663,63,223
AL,28312,PAULO JACINTO,3324,811,1037,5383,4346,44,167
AL,28339,PENEDO,12415,12359,9269,34998,25729,247,708
AL,28355,PIAÇABUÇU,5076,2417,3859,11693,7834,59,282
AL,28371,PILAR,7029,9567,6676,24036,17360,223,541
AL,28398,PINDOBA,1377,318,404,2211,1807,16,96
AL,28410,PIRANHAS,7824,1862,4130,14303,10173,73,414
AL,28436,POÇO DAS TRINCHEIRAS,4713,1693,2429,9094,6665,49,210
AL,28452,PORTO CALVO,6912,5080,5914,18487,12573,157,424
AL,28479,PORTO DE PEDRAS,2463,1147,2256,6042,3786,39,137
