STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_MDB_15,VOTES_PSTU_16,VOTES_CHALLENGER,VOTES_REDE_18,VOTES_PODE_19,VOTES_DC_27,VOTES_NOVO_30,VOTES_PSDB_45,VOTES_PSOL_50,VOTES_PATRI_51,VOTES_PPL_54,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
BA,33294,ANGUERA,377,4957,12,0,728,28,4,2,8,97,28,128,0,1855,8827,6972,123,480
BA,33316,ANTAS,802,5024,13,4,1321,22,7,3,42,116,17,20,0,2543,10609,8066,110,565
BA,33332,ANTÔNIO CARDOSO,312,7241,17,2,770,59,6,1,7,146,16,61,0,1417,10723,9306,122,546
BA,33359,ANTÔNIO GONÇALVES,343,3975,15,5,1129,39,26,0,6,99,18,37,0,1995,8193,6198,100,406
BA,33375,APORÁ,694,5804,29,5,1094,25,41,1,17,401,24,54,3,4086,13231,9145,181,772
BA,33383,ARAÇÁS,481,5097,13,6,891,41,9,1,7,354,23,57,2,1544,9200,7656,138,536
BA,33391,ARACATU,626,6522,20,2,1320,44,12,1,21,143,15,57,1,1428,10998,9570,185,601
BA,33405,APUAREMA,369,2460,12,0,773,14,20,1,1,123,7,83,0,878,5176,4298,51,384
BA,33413,ARACI,2119,19704,69,7,2531,72,41,5,72,387,39,99,3,12574,39973,27399,409,1842
BA,33430,ARAMARI,289,4988,23,5,624,36,33,0,5,250,8,122,0,1466,8560,7094,166,545
BA,33456,ARATUÍPE,206,4138,28,2,645,40,6,1,2,103,12,131,1,2000,7850,5850,128,407
BA,33472,AURELINO LEAL,446,4609,26,0,1178,28,9,3,12,107,23,118,3,2196,9263,7067,71,434
BA,33499,BAIANÓPOLIS,326,5993,27,2,1538,18,24,4,28,149,20,82,0,2566,11582,9016,209,596
BA,33510,BAIXA GRANDE,614,6420,35,0,1969,35,28,3,14,384,26,105,4,4484,15506,11022,258,1127
BA,33529,BANZAÊ,700,5079,20,2,1091,23,23,1,13,148,10,24,1,1419,9194,7775,130,510
BA,33537,BARRA,688,19411,76,4,3000,95,34,6,36,596,44,144,2,9781,35717,25936,217,1583
BA,33553,BARRA DA ESTIVA,1564,8958,41,4,2426,43,15,4,63,380,34,102,2,3688,18847,15159,297,1226
BA,33570,BARRA DO CHOÇA,1591,12835,99,7,2875,106,47,6,40,724,65,282,1,7588,28285,20697,354,1665
BA,33596,BARRA DO MENDES,765,6488,17,3,576,35,25,2,14,85,40,27,3,3503,12316,8813,147,586
BA,33618,BARRA DO ROCHA,258,1622,11,0,556,22,4,1,3,46,10,62,2,1063,3876,2813,35,181
BA,33634,BARREIRAS,5969,34148,365,28,27262,393,247,22,647,1235,328,821,9,14425,92172,77747,1430,4843
BA,33650,BARRO PRETO,309,2366,27,1,889,25,27,0,21,110,11,25,1,1554,5835,4281,104,365
BA,33677,BELMONTE,342,6569,60,4,2488,90,139,4,33,164,30,121,4,4188,15266,11078,205,825
BA,33693,BELO CAMPO,805,5981,45,6,1988,34,33,2,44,454,42,52,1,4368,14889,10521,259,775
BA,33715,BIRITINGA,537,7534,23,1,681,31,21,2,20,128,26,102,1,1603,11672,10069,162,800
BA,33731,BOA NOVA,564,5886,16,0,676,21,7,3,24,137,31,22,3,4836,13013,8177,113,674
BA,33758,BOA VISTA DO TUPIM,490,5685,25,3,1313,21,10,0,6,1143,17,121,5,3409,13314,9905,135,931
BA,33774,BOM JESUS DA LAPA,1704,22462,81,6,5335,98,37,3,89,497,57,423,5,12078,45575,33497,524,2176
BA,33782,BOM JESUS DA SERRA,419,4609,10,0,369,17,24,0,7,75,15,94,3,2865,9004,6139,82,415
BA,33790,BONINAL,432,4532,21,0,1123,15,15,2,7,242,8,55,1,3110,10429,7319,146,720
BA,33804,BONITO,860,6561,16,1,846,17,8,1,23,170,14,78,1,3000,12232,9232,135,501
BA,33812,BOQUIRA,476,9186,17,1,648,19,3,4,7,135,14,54,3,4725,16089,11364,95,702
BA,33839,BOTUPORÃ,740,4624,15,0,639,14,14,1,14,92,25,16,0,2993,9723,6730,85,451
BA,33855,BREJÕES,495,4787,13,3,1241,36,10,4,14,133,25,61,2,3487,11041,7554,146,584
BA,33871,BREJOLÂNDIA,256,3470,12,3,981,20,6,1,10,120,24,40,0,2421,7979,5558,184,431
BA,33898,BROTAS DE MACAÚBAS,592,3849,20,3,1035,28,8,2,12,382,18,15,0,2410,9013,6603,115,524
BA,33910,BRUMADO,3986,20624,238,10,10604,258,71,14,233,638,76,282,13,6244,47703,41459,775,3637
BA,33936,BUERAREMA,542,3026,56,2,3830,57,42,8,32,527,30,89,3,2956,12209,9253,156,853
BA,33952,CAATIBA,228,2736,9,1,1400,24,11,1,43,158,9,41,1,2672,7906,5234,71,501
BA,33960,CABACEIRAS DO PARAGUAÇU,447,6905,26,2,1031,22,23,3,24,174,24,74,0,2329,11942,9613,134,724
BA,33979,CACHOEIRA,1063,13539,56,7,2427,124,20,2,59,243,39,397,3,5496,25101,19605,370,1256
BA,33995,CACULÉ,1015,6659,19,2,2728,40,13,5,317,793,41,19,0,3753,16781,13028,292,1085
BA,34010,CAEM,412,4159,16,3,554,33,18,0,13,71,8,48,0,1487,7318,5831,84,412
BA,34029,CAETANOS,335,5700,5,3,405,14,8,0,2,87,4,12,0,2666,9651,6985,56,354
BA,34037,CAETITÉ,2999,18984,64,8,4654,108,50,12,163,868,116,141,13,8301,39473,31172,516,2476
BA,34053,CAFARNAUM,607,6495,25,3,1762,44,7,2,12,196,12,120,3,3259,13393,10134,162,684
BA,34070,CAIRU,389,5635,61,6,2566,54,49,6,33,183,17,321,1,2142,12534,10392,196,875
BA,34096,CALDEIRÃO GRANDE,393,5388,6,3,660,22,11,0,11,112,6,36,0,2548,9704,7156,102,406
BA,34118,CAMACÃ,709,6259,51,2,3730,57,57,3,46,301,56,360,3,4979,17791,12812,206,972
BA,34134,CAMAÇARI,12685,61786,640,24,38360,1646,470,32,714,3161,553,5143,23,22231,165489,143258,3670,14351
BA,34150,CAMAMU,703,8607,99,4,4305,161,41,10,26,510,67,214,7,8128,24813,16685,357,1574
BA,34177,CAMPO ALEGRE DE LOURDES,772,12172,21,8,1037,42,13,5,10,268,12,67,1,6791,22084,15293,102,763
BA,34193,CAMPO FORMOSO,2695,25072,98,6,7165,169,61,6,110,1545,116,354,6,11448,52911,41463,860,3200
BA,34215,CANÁPOLIS,182,4509,16,0,856,5,20,0,11,99,13,23,1,2118,8330,6212,100,377
BA,34231,CANARANA,1163,9737,32,1,1633,37,17,10,47,284,36,152,0,3919,18129,14210,172,889
BA,34258,CANAVIEIRAS,796,9207,99,5,4387,90,119,6,82,360,44,324,14,5859,23026,17167,241,1393
BA,34274,CANDEAL,185,4056,16,1,910,31,6,1,7,97,7,91,0,1233,7209,5976,82,486
BA,34290,CANDEIAS,3274,33128,192,10,6178,365,83,3,100,808,144,2232,5,10958,62359,51401,1067,3812
BA,34312,CANDIBA,494,5762,19,0,1324,18,9,0,62,80,14,60,1,1702,10412,8710,179,688
BA,34339,CÂNDIDO SALES,1247,8540,29,4,2415,27,18,3,63,297,38,69,0,4161,18046,13885,214,921
BA,34355,CANSANÇÃO,775,15557,33,2,1599,37,14,1,17,163,16,142,2,7491,27040,19549,244,947
BA,34363,CARAÍBAS,466,3808,21,2,816,20,32,1,25,262,21,12,0,2340,8363,6023,78,459
BA,34371,CARAVELAS,444,5845,38,2,2410,54,22,5,23,142,37,207,27,3701,13935,10234,187,791
BA,34398,CARDEAL DA SILVA,160,3949,14,2,344,15,30,0,0,64,18,81,1,2056,7300,5244,111,455
BA,34410,CARINHANHA,855,9306,29,2,3123,35,29,2,22,801,38,93,4,6117,21550,15433,201,893
BA,34436,CASA NOVA,2106,29309,89,10,5707,100,37,6,55,407,93,261,1,10155,51721,41566,500,2885
BA,34452,CASTRO ALVES,724,12007,44,3,1983,40,20,1,34,297,30,188,2,5602,22331,16729,243,1113
BA,34479,CATOLÂNDIA,93,2005,12,1,410,13,3,0,6,51,8,2,0,715,3512,2797,54,139
BA,34495,CATU,2864,17753,101,6,4922,364,102,7,82,529,105,1608,5,7528,40278,32750,981,3321
BA,34509,CATURAMA,286,3944,12,2,492,21,12,0,5,56,10,10,0,2162,7561,5399,100,449
BA,34517,CENTRAL,824,6760,21,3,1365,42,10,0,26,180,16,59,2,3086,13135,10049,177,564
BA,34533,CHORROCHÓ,507,4965,11,1,634,17,24,0,9,79,5,39,0,2224,8942,6718,56,371
BA,34550,CÍCERO DANTAS,2846,10236,48,2,3027,38,31,5,32,346,32,94,4,6495,25291,18796,564,1491
BA,34576,CIPÓ,1102,5284,30,1,2006,39,22,1,24,271,31,175,1,3487,13387,9900,149,764
BA,34592,COARACI,747,6098,40,3,2982,106,30,0,69,285,39,107,2,5035,16744,11709,196,1005
BA,34614,COCOS,281,7105,20,1,2778,10,12,1,32,252,3,38,1,3170,14596,11426,155,737
BA,34630,CONCEIÇÃO DA FEIRA,725,8615,66,3,2149,92,18,4,24,273,41,416,2,2741,16647,13906,343,1135
BA,34657,CONCEIÇÃO DO ALMEIDA,576,7924,14,0,1388,36,17,2,24,97,23,84,1,3274,14380,11106,178,742
BA,34673,CONCEIÇÃO DO COITÉ,4295,19534,68,4,10904,115,62,9,139,978,100,406,9,9799,50854,41055,848,3584
BA,34690,CONCEIÇÃO DO JACUÍPE,1577,10243,105,6,3794,160,25,2,70,387,79,477,2,4427,23827,19400,432,2041
BA,34711,CONDE,484,8436,58,3,1918,78,27,0,48,205,21,163,2,4621,17296,12675,265,967
BA,34738,CONDEÚBA,928,5687,43,4,1972,43,39,5,50,348,42,37,5,4963,15351,10388,190,995
BA,34754,CONTENDAS DO SINCORÁ,261,1925,12,0,424,6,4,1,4,62,8,8,0,745,3789,3044,54,275
BA,34770,CORAÇÃO DE MARIA,922,10800,64,2,1990,124,24,4,47,260,58,254,11,4570,20986,16416,369,1487
BA,34797,CORDEIROS,488,2450,16,3,1044,16,11,2,15,156,18,18,1,2226,6986,4760,78,444
BA,34819,CORIBE,336,6054,12,1,1581,22,16,0,45,112,11,25,1,2820,11775,8955,175,564
BA,34835,CORONEL JOÃO SÁ,723,7348,62,4,917,22,11,1,16,130,13,33,1,1523,11531,10008,138,589
BA,34851,CORRENTINA,837,11765,62,10,2978,57,54,4,81,635,61,87,92,7512,26346,18834,385,1726
BA,34878,COTEGIPE,234,6220,32,1,1120,15,20,1,8,83,8,31,2,3012,11201,8189,78,336
BA,34894,CRAVOLÂNDIA,210,1977,7,0,336,10,5,0,4,47,4,25,1,1236,4238,3002,101,275
BA,34916,CRISÓPOLIS,556,8526,24,1,1062,25,20,3,10,176,14,62,0,5400,16836,11436,180,777
BA,34932,CRISTÓPOLIS,473,5751,17,7,1567,20,25,0,24,149,14,66,1,2919,11802,8883,157,612
BA,34959,CRUZ DAS ALMAS,3489,19857,164,9,9111,260,74,4,171,813,135,889,7,5434,44022,38588,756,2849
BA,34975,CURAÇÁ,1191,13870,32,6,2067,62,17,3,39,190,19,168,2,6061,25069,19008,213,1129
BA,34991,DÁRIO MEIRA,335,3819,18,1,729,15,13,0,9,72,9,105,1,1801,7550,5749,94,529
BA,35017,DOM BASÍLIO,569,5899,11,0,573,27,7,1,21,62,7,10,2,2013,9808,7795,165,441
BA,35033,DOM MACEDO COSTA,158,2048,5,1,648,15,3,4,4,34,14,44,0,608,3891,3283,29,276
BA,35050,ELÍSIO MEDRADO,330,3301,19,0,924,12,8,1,19,77,16,52,3,2090,7471,5381,97,522
BA,35076,ENCRUZILHADA,640,6791,40,1,1792,37,19,3,26,382,15,66,2,3611,14396,10785,167,804
BA,35092,ENTRE RIOS,1317,14558,64,9,3188,132,64,2,40,468,84,565,3,8853,31960,23107,547,2066
BA,35114,ESPLANADA,1118,11875,62,3,2714,108,55,6,56,457,45,202,2,6029,24817,18788,443,1642
BA,35130,EUCLIDES DA CUNHA,2655,22175,59,7,3849,83,51,6,100,325,54,179,5,10718,42702,31984,461,1975
BA,35149,FEIRA DA MATA,194,2051,5,0,997,10,6,0,14,76,7,21,1,1423,4994,3571,49,140
BA,35157,FEIRA DE SANTANA,34590,138944,1916,101,102398,4260,707,104,2016,7280,2083,7459,133,41832,384146,342314,7701,32622
BA,35173,FIRMINO ALVES,161,2046,10,0,750,12,4,1,9,67,12,35,2,1395,4813,3418,53,256
BA,35190,FLORESTA AZUL,353,3309,15,1,1031,35,12,1,26,163,11,21,1,2150,7590,5440,79,382
BA,35211,FORMOSA DO RIO PRETO,882,8128,45,2,2830,52,31,0,45,244,22,44,1,4994,18306,13312,180,806
BA,35238,GANDU,1249,7824,49,4,4821,57,35,4,50,408,40,224,3,5168,21700,16532,310,1454
BA,35254,GENTIO DO OURO,640,5048,16,1,753,18,11,2,19,67,22,37,1,2003,8957,6954,75,244
BA,35270,GLÓRIA,544,7733,9,2,725,24,35,2,27,72,5,49,0,2877,12803,9926,152,547
BA,35297,GONGOGI,176,2446,10,0,434,9,3,0,2,48,6,30,1,1527,4951,3424,37,222
BA,35319,GOVERNADOR MANGABEIRA,729,8148,44,2,1810,75,16,5,24,452,40,135,3,3179,15831,12652,227,942
BA,35335,GUANAMBI,4471,26750,115,8,13219,159,94,8,290,1066,141,402,11,8672,60309,51637,868,4035
BA,35351,GUARATINGA,392,6513,25,2,2200,21,31,2,20,158,14,145,13,4243,14868,10625,165,924
BA,35378,IAÇU,721,10008,38,4,1807,47,19,4,25,263,36,105,1,7665,22072,14407,199,1130
BA,35394,IBIASSUCÊ,564,3419,10,2,1276,18,8,0,57,466,11,20,4,2352,8780,6428,88,485
BA,35416,IBICARAÍ,1091,6450,54,8,3748,69,62,3,84,435,53,103,3,5173,18501,13328,214,951
BA,35432,IBICOARA,562,5699,25,1,2114,34,17,0,56,239,16,134,3,2967,13141,10174,230,1044
BA,35459,IBICUÍ,978,4417,15,1,1442,18,22,0,21,98,9,92,5,3147,10975,7828,140,570
BA,35475,IBIPEBA,818,7500,17,4,888,11,6,0,2,84,12,162,1,3232,13372,10140,109,526
BA,35491,SANTA RITA DE CÁSSIA,885,10668,40,7,2386,62,20,10,22,317,40,54,2,6583,22468,15885,358,1014
BA,35513,IBIPITANGA,689,5789,10,0,1377,22,6,0,21,135,15,36,0,3916,12695,8779,91,588
BA,35530,IBIQUERA,130,1726,9,0,266,5,1,1,1,59,4,5,0,1025,3413,2388,31,150
BA,35556,IBIRAPITANGA,674,6502,38,1,1827,52,27,3,20,177,29,135,1,2289,12646,10357,151,720
BA,35572,IBIRAPUÃ,135,2264,16,1,1939,18,11,4,18,102,6,65,16,1726,6787,5061,89,377
BA,35599,IBIRATAIA,793,5570,52,0,2598,58,22,5,22,338,22,251,1,3500,14533,11033,209,1092
BA,35610,IBITIARA,519,5406,26,2,1427,39,14,3,8,391,17,32,4,1786,10478,8692,133,671
BA,35637,IBITITÁ,1110,8004,24,1,1142,23,15,0,22,73,24,81,0,3125,14217,11092,124,449
BA,35653,IBOTIRAMA,805,8747,51,5,3474,44,38,3,46,397,30,113,2,4791,19651,14860,205,900
BA,35670,ICHU,378,2817,6,2,669,9,12,0,12,53,19,24,0,838,5260,4422,60,361
BA,35696,IGAPORÃ,871,6754,26,2,737,10,23,0,18,92,23,22,1,2244,11647,9403,133,691
BA,35700,IGRAPIÚNA,398,4184,26,2,923,68,6,3,10,163,17,99,0,3242,9856,6614,183,532
BA,35718,IGUAÍ,528,7410,30,2,2986,44,12,2,63,204,34,108,1,6965,19688,12723,196,1103
BA,35734,ILHÉUS,9132,39551,606,52,30151,1275,319,31,801,2190,706,2681,20,18336,116816,98480,2070,8895
BA,35750,INHAMBUPE,1350,12072,167,8,2598,71,70,11,39,464,48,239,3,6625,25857,19232,511,1581
BA,35777,IPECAETÁ,510,7654,30,1,1283,45,17,1,6,193,20,100,3,2457,13246,10789,129,797
BA,35793,IPIAÚ,1812,11435,126,4,5509,149,102,4,125,413,130,406,3,6946,29848,22902,445,2239
BA,35815,IPIRÁ,3613,21675,107,5,4036,114,60,8,90,1234,85,428,4,8041,43560,35519,623,3437
BA,35831,IPUPIARA,510,3412,11,5,1265,13,16,1,77,94,11,40,1,1840,7808,5968,124,388
BA,35858,IRAJUBA,183,2730,8,0,521,9,12,0,4,71,7,33,1,1090,5048,3958,62,317
BA,35874,IRAMAIA,362,3995,11,1,900,17,19,1,11,134,10,9,0,2681,8690,6009,105,434
BA,35890,IRAQUARA,574,10698,22,0,678,25,17,1,19,119,40,64,2,3561,16625,13064,138,667
BA,35912,IRARÁ,1355,11738,48,1,1998,78,18,6,30,416,61,211,4,5825,23480,17655,304,1387
BA,35939,IRECÊ,5341,20171,84,7,7778,171,153,5,182,442,83,454,3,6444,44019,37575,588,2113
BA,35947,ITABELA,485,8466,54,2,4184,84,36,4,72,356,27,219,26,6845,22432,15587,356,1216
BA,35955,ITABERABA,3080,17787,122,7,6408,202,87,4,89,721,116,350,5,9177,42310,33133,701,3454
BA,35971,ITABUNA,12982,37980,672,58,42190,1338,422,43,810,4347,793,2205,13,39356,154457,115101,2377,8871
BA,35998,ITACARÉ,451,6710,24,3,2074,77,25,3,48,161,38,263,1,4372,15124,10752,176,698
BA,36013,ITAETÉ,163,5056,19,1,1364,16,3,0,1,242,12,38,3,3088,10709,7621,124,579
BA,36030,ITAGI,385,4219,23,4,1508,33,9,3,15,219,13,115,2,2156,9543,7387,100,739
BA,36056,ITAGIBÁ,369,4686,22,2,1754,40,21,0,23,151,24,243,0,2831,11036,8205,122,748
BA,36072,ITAGIMIRIM,144,2408,29,1,1203,23,74,0,46,111,8,108,2,1209,5694,4485,53,275
BA,36080,ITAGUAÇU DA BAHIA,300,5838,13,0,554,20,29,1,2,63,8,60,1,2419,9653,7234,61,284
BA,36099,ITAJU DO COLÔNIA,169,1654,24,1,1323,14,10,0,3,122,11,38,1,1430,5102,3672,40,262
BA,36110,ITAJUÍPE,973,6566,55,7,2894,74,27,2,52,215,48,201,0,4749,16979,12230,182,934
BA,36137,ITAMARAJU,1536,14116,146,5,11523,245,79,10,129,1161,93,517,7,11845,44305,32460,738,2155
BA,36153,ITAMARI,329,2623,12,1,961,16,8,0,10,121,10,67,2,1815,6435,4620,69,391
BA,36170,ITAMBÉ,608,7214,56,4,2934,33,31,5,44,392,47,81,5,5727,18230,12503,164,885
BA,36196,ITANAGRA,148,3107,16,0,408,10,10,3,8,70,6,90,1,1438,5587,4149,55,217
BA,36218,ITANHÉM,493,5290,34,1,3473,24,45,3,76,174,16,87,4,5120,15903,10783,153,910
BA,36234,ITAPARICA,617,8960,50,8,2115,110,16,2,17,157,55,302,1,2845,16590,13745,211,1124
BA,36250,ITAPÉ,481,3570,28,4,1619,22,16,2,13,133,19,82,1,2906,9542,6636,107,539
BA,36277,ITAPEBI,228,3761,14,3,1097,25,21,1,11,153,6,46,6,1567,7368,5801,78,351
BA,36293,ITAPETINGA,3181,10410,412,9,14886,302,97,10,215,1210,124,632,7,11412,46513,35101,779,2827
BA,36315,ITAPICURU,1115,11627,42,3,1097,79,18,8,22,256,34,150,1,7334,23268,15934,269,1213
BA,36331,ITAPITANGA,263,2593,10,1,875,21,12,1,8,55,15,41,0,2300,6581,4281,62,324
BA,36358,ITAQUARA,253,2971,10,2,830,26,6,3,6,67,10,45,0,1448,6169,4721,89,403
BA,36374,ITARANTIM,443,4896,60,5,3295,27,28,2,33,316,26,100,1,3973,14163,10190,191,767
BA,36382,ITATIM,554,5567,22,2,1712,26,37,2,19,181,21,83,2,2510,11572,9062,159,675
BA,36390,ITIRUÇU,549,3583,18,1,1316,28,10,0,14,121,17,67,0,2781,9312,6531,139,668
BA,36412,ITIÚBA,1421,12509,52,3,3257,94,34,3,29,813,43,159,4,8895,29237,20342,528,1393
BA,36439,ITORORÓ,897,5170,48,4,3193,78,30,2,58,586,36,146,4,5111,16480,11369,220,897
BA,36455,ITUAÇU,976,5934,40,1,2248,49,17,3,65,459,49,72,2,3173,14596,11423,309,1199
BA,36471,ITUBERÁ,766,7153,53,5,3170,86,20,2,43,285,35,280,3,5988,19253,13265,257,1107
BA,36498,JACARACI,709,5492,21,2,1185,28,7,1,49,139,16,27,0,3567,11999,8432,113,643
BA,36510,JACOBINA,3750,25557,240,5,8395,332,97,8,237,931,135,583,10,8811,53580,44769,913,3576
BA,36536,JAGUAQUARA,1833,12996,78,6,5678,117,67,2,65,504,84,310,7,7362,32594,25232,542,2943
BA,36552,JAGUARARI,1787,10413,33,1,1924,88,34,3,26,1085,39,101,3,4890,22096,17206,436,1233
BA,36579,JAGUARIPE,258,7485,42,2,1034,40,17,0,10,167,22,232,1,2844,13039,10195,247,638
BA,36595,JANDAÍRA,266,4203,28,3,737,19,10,1,3,61,8,54,0,2391,8247,5856,75,388
BA,36617,JEQUIÉ,8603,41572,284,21,23811,712,210,26,419,1402,379,3275,14,14870,105251,90381,1697,7956
BA,36633,JEREMOABO,1487,14286,40,4,2182,42,31,5,51,218,31,60,4,6899,26737,19838,277,1120
BA,36650,JIQUIRIÇÁ,538,4999,20,0,1169,31,13,1,15,246,14,49,2,2823,10689,7866,213,556
BA,36676,JITAÚNA,716,4959,37,3,1547,41,39,1,8,277,27,150,28,2304,11096,8792,160,799
BA,36692,JUAZEIRO,10824,64226,330,29,30805,935,229,22,580,1511,516,1894,6,18626,140538,121912,2172,7833
BA,36706,JUCURUÇU,144,3696,19,2,1076,21,5,1,20,97,5,89,7,2243,7959,5716,94,440
BA,36714,JUSSARA,571,7343,8,3,433,18,14,2,4,62,10,39,0,3078,12138,9060,111,442
BA,36730,JUSSIAPE,288,3082,10,2,801,14,5,2,22,89,6,19,1,1717,6673,4956,123,492
BA,36757,LAFAIETE COUTINHO,183,2087,9,0,359,3,7,1,3,26,10,46,1,454,3530,3076,64,277
BA,36765,LAGOA REAL,539,5759,31,3,581,14,12,2,13,137,15,35,1,2744,10476,7732,88,502
BA,36773,LAJE,578,9078,38,2,2888,34,40,2,27,237,31,173,3,4402,19040,14638,235,1272
BA,36790,LAJEDÃO,114,1625,12,2,1139,15,6,2,8,86,6,23,8,1492,4816,3324,52,226
BA,36811,LAJEDINHO,54,1877,4,1,283,12,3,0,1,13,3,27,0,748,3234,2486,16,192
BA,36820,LAJEDO DO TABOCAL,335,2934,15,2,603,17,11,4,24,50,6,24,0,1643,6217,4574,88,461
BA,36838,LAMARÃO,178,4192,8,3,361,12,15,0,4,73,6,31,0,2519,7888,5369,84,402
BA,36854,LAURO DE FREITAS,10212,46165,511,34,28543,1308,284,31,1375,1317,384,3419,27,24598,129239,104641,2418,8613
BA,36870,LENÇÓIS,276,3918,9,1,643,21,10,0,16,46,25,29,0,2167,7600,5433,73,366
BA,36897,LICÍNIO DE ALMEIDA,374,4706,9,3,1192,14,7,0,52,258,13,21,1,2044,9270,7226,149,427
BA,36919,LIVRAMENTO DE NOSSA SENHORA,2122,16390,56,8,3740,57,59,2,109,328,48,129,5,8225,33560,25335,536,1746
BA,36935,MACAJUBA,334,3977,128,1,892,35,12,1,5,195,10,14,0,3363,9772,6409,123,682
BA,36951,MACARANI,554,4136,48,3,2668,45,35,3,36,290,12,67,2,4405,13742,9337,236,1202
BA,36978,MACAÚBAS,1952,15345,55,5,2922,52,63,2,90,465,72,39,1,10278,33781,23503,362,2078
BA,36994,MACURURÉ,434,3443,8,2,430,14,5,1,6,77,11,11,0,1799,6537,4738,33,263
BA,37010,MAIQUINIQUE,190,2589,20,1,1639,11,14,4,22,105,19,45,2,2061,7287,5226,84,481
BA,37036,MAIRI,897,6092,33,4,1430,24,13,1,41,235,20,64,1,4390,14355,9965,222,888
BA,37052,MALHADA,490,6367,22,1,1546,12,6,3,6,266,10,123,3,3576,13032,9456,157,444
BA,37079,MALHADA DE PEDRAS,485,3486,4,0,1054,11,10,2,10,61,12,49,0,1042,6724,5682,91,407
BA,37095,MANOEL VITORINO,736,6924,9,1,951,12,13,2,52,116,29,70,0,2073,11616,9543,114,514
BA,37117,MARACÁS,1419,8999,47,3,2142,61,25,6,49,368,74,166,1,6446,21450,15004,334,1310
BA,37133,MARAGOGIPE,996,17923,79,4,3163,101,33,5,26,613,61,296,1,7343,32559,25216,416,1499
BA,37150,MARAÚ,335,6002,32,2,1167,68,17,0,28,157,19,216,1,3998,12939,8941,148,749
BA,37176,MARCIONÍLIO SOUZA,167,3940,16,3,617,9,7,0,7,98,15,73,1,2281,7696,5415,90,372
BA,37192,MASCOTE,346,3792,18,3,1262,27,34,2,24,114,15,59,9,2823,9024,6201,81,415
BA,37214,MATA DE SÃO JOÃO,1624,18235,109,5,5277,277,50,2,66,1032,71,954,10,8269,39629,31360,914,2734
BA,37222,MATINA,200,5480,18,3,394,9,5,1,8,60,13,28,1,2159,8983,6824,107,497
BA,37230,MEDEIROS NETO,472,6377,43,3,4420,46,35,4,56,261,16,80,71,5135,18431,13296,216,1196
BA,37257,MIGUEL CALMON,813,9075,57,4,2973,69,47,9,59,268,49,159,2,6369,21528,15159,192,1383
BA,37273,MILAGRES,246,4258,12,0,1154,21,5,0,8,86,13,87,0,2177,8657,6480,64,526
BA,37290,MIRANGABA,381,6210,37,2,1055,28,9,0,26,234,16,49,2,1827,10732,8905,150,706
BA,37303,MIRANTE,632,3565,12,0,519,11,10,0,3,145,20,24,1,2205,7532,5327,72,313
BA,37311,MONTE SANTO,1643,23597,56,8,1829,79,18,7,51,339,18,110,2,12921,43108,30187,462,1968
BA,37338,MORPARÁ,225,3348,8,1,1024,10,2,2,6,148,2,11,1,2011,7212,5201,77,336
BA,37354,MORRO DO CHAPÉU,1422,11814,54,4,2574,73,66,4,42,328,46,234,5,5631,24019,18388,285,1437
BA,37370,MORTUGABA,470,3247,36,2,1891,30,26,4,53,253,24,35,1,2772,9524,6752,93,587
BA,37397,MUCUGÊ,394,3906,22,1,1177,19,13,2,33,367,15,69,1,1982,8857,6875,130,726
BA,37419,MUCURI,849,8427,107,6,6137,128,38,6,201,401,68,425,11,9421,27864,18443,441,1198
BA,37427,MULUNGU DO MORRO,580,5906,13,2,503,31,5,0,5,125,17,89,0,2671,10532,7861,85,500
BA,37435,MUNDO NOVO,791,7255,53,1,1367,21,30,1,17,117,19,50,1,4687,15493,10806,163,920
BA,37451,MUNIZ FERREIRA,243,4071,20,2,928,20,8,1,10,73,12,88,1,1039,6932,5893,68,348
BA,37460,MUQUÉM DO SÃO FRANCISCO,345,4736,9,1,928,16,15,0,5,144,5,31,3,2326,8962,6636,76,322
BA,37478,MURITIBA,1298,10864,48,3,2180,110,26,5,54,573,35,302,0,3863,21091,17228,355,1375
BA,37494,MUTUÍPE,757,6764,72,3,2630,27,25,4,24,910,29,174,5,4903,18014,13111,299,1388
BA,37516,NAZARÉ,900,10784,51,4,2874,68,49,1,18,264,65,307,0,4587,21442,16855,314,1156
BA,37532,NILO PEÇANHA,361,4238,14,4,917,27,5,4,6,214,17,65,3,2088,8855,6767,194,698
BA,37559,NOVA CANAÃ,447,5523,31,3,1097,16,8,1,26,128,30,65,1,4071,12186,8115,110,629
BA,37567,NOVA FÁTIMA,605,3404,6,1,969,13,22,0,20,66,8,39,3,1504,7212,5708,90,462
BA,37575,NOVA ITARANA,196,2840,6,0,567,8,7,0,1,113,3,18,1,1445,5646,4201,75,366
BA,37583,NOVA REDENÇÃO,231,3573,7,0,278,11,4,3,2,34,5,47,0,1580,6156,4576,46,335
BA,37591,NOVA SOURE,1060,10666,43,0,1197,40,22,5,31,168,24,80,3,5679,20195,14516,184,993
BA,37613,NOVA VIÇOSA,712,8555,107,1,7876,115,35,11,113,541,59,206,21,8742,29070,20328,507,1469
BA,37621,NOVO TRIUNFO,509,3866,14,1,579,3,10,1,19,76,5,10,0,2681,8052,5371,52,226
