CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13)","('QT_VOTOS', 16)","('QT_VOTOS', 23)","('QT_VOTOS', 29)","('QT_VOTOS', 40)","('QT_VOTOS', 45)","('QT_VOTOS', 95)","('QT_VOTOS', 96)","('QT_VOTOS', 97)",QTD_ABSTENCOES,QTD_APTOS_TOT,QTD_COMPARECIMENTO,QTD_VOTOS_BRANCOS,QTD_VOTOS_NULOS
16063.0,SAO MIGUEL DE TOUROS,1111,8,163,1,510,1028,155,658,0,727,4361,3634,155,658
16071.0,AGUA NOVA,318,2,206,0,137,618,66,312,0,372,2031,1659,66,312
16080.0,ITAJA,1200,5,1023,0,343,879,133,642,0,535,4760,4225,133,642
16098.0,ALEXANDRIA,3528,8,552,0,689,2108,174,1296,0,2686,11041,8355,174,1296
16101.0,BODO,471,1,278,0,147,448,54,372,0,297,2068,1771,54,372
16110.0,ALMINO AFONSO,1096,10,192,2,380,1424,124,561,0,420,4209,3789,124,561
16128.0,TRIUNFO POTIGUAR,450,4,146,0,396,890,61,404,0,346,2697,2351,61,404
16136.0,ALTO DO RODRIGUES,2371,4,1094,1,719,519,261,849,0,340,6158,5818,261,849
16144.0,FERNANDO PEDROSA,506,0,201,0,357,591,86,287,0,299,2327,2028,86,287
16152.0,ANGICOS,1809,11,1587,1,1116,1900,212,1114,0,1573,9323,7750,212,1114
16160.0,MAJOR SALES,391,0,611,1,115,422,20,292,0,509,2361,1852,20,292
16179.0,ANTONIO MARTINS,975,9,483,0,579,1571,174,777,0,1219,5787,4568,174,777
16187.0,VENHA VER,340,2,379,1,62,698,80,548,0,521,2631,2110,80,548
16195.0,APODI,7344,25,2591,5,2323,3684,863,2533,0,3833,23201,19368,863,2533
16209.0,SERRINHA DOS PINTOS,438,2,999,2,369,391,56,585,0,754,3596,2842,56,585
16217.0,AREIA BRANCA,6452,26,2664,2,1549,1999,581,1787,0,3427,18487,15060,581,1787
16225.0,TIBAU,807,3,337,0,164,233,84,274,0,275,2177,1902,84,274
16233.0,ARES,2307,13,634,3,858,2124,510,1019,0,1565,9033,7468,510,1019
16241.0,SANTA MARIA,732,2,393,0,520,466,135,415,0,572,3235,2663,135,415
16250.0,CAMPO GRANDE,2045,5,578,3,469,1772,307,864,0,1226,7269,6043,307,864
16268.0,RIO DO FOGO,1335,4,1041,1,691,1779,307,926,0,1868,7952,6084,307,926
16276.0,BAIA FORMOSA,1345,10,332,1,1344,619,251,649,0,1519,6070,4551,251,649
16284.0,PORTO DO MANGUE,668,3,214,0,266,782,75,418,0,436,2862,2426,75,418
16292.0,BARCELONA,598,4,449,2,329,946,82,440,0,283,3133,2850,82,440
16306.0,JUNDIA,608,4,178,0,281,547,101,370,0,769,2858,2089,101,370
16314.0,BENTO FERNANDES,1163,8,542,2,551,368,90,626,0,556,3906,3350,90,626
16330.0,BOM JESUS,1268,17,828,1,855,1278,257,875,0,1454,6833,5379,257,875
16357.0,BREJINHO,1269,4,345,0,818,1986,275,1091,0,1683,7471,5788,275,1091
16373.0,CAICARA DO RIO DO VENTO,659,3,737,1,217,297,51,456,0,200,2621,2421,51,456
16390.0,CAICO,16847,68,4701,4,3274,4807,1021,2504,0,6247,39473,33226,1021,2504
16411.0,CAMPO REDONDO,973,8,982,3,1321,1124,203,1022,0,830,6466,5636,203,1022
16438.0,CANGUARETAMA,6890,22,911,2,1708,1501,853,2193,0,4360,18440,14080,853,2193
16454.0,CARAUBAS,4285,12,2019,3,1572,1726,1025,1886,0,2907,15435,12528,1025,1886
16470.0,CARNAUBA DOS DANTAS,1013,22,528,4,452,1666,134,461,0,662,4942,4280,134,461
16497.0,CARNAUBAIS,2116,11,914,0,714,928,293,802,0,1089,6867,5778,293,802
16519.0,CEARA MIRIM,10172,94,2120,7,4192,9238,1507,4218,0,8636,40184,31548,1507,4218
16535.0,CERRO-CORA,983,6,646,1,559,2258,194,1116,0,1527,7290,5763,194,1116
16551.0,CORONEL EZEQUIEL,492,5,454,0,495,895,91,644,0,566,3642,3076,91,644
16578.0,CORONEL JOAO PESSOA,533,7,741,1,275,508,94,602,0,982,3743,2761,94,602
16594.0,CRUZETA,1793,14,774,2,439,1297,273,777,0,1287,6656,5369,273,777
16616.0,CURRAIS NOVOS,8101,43,4925,3,2484,4905,1024,2646,0,5772,29903,24131,1024,2646
16632.0,DOUTOR SEVERIANO,533,5,1267,1,200,995,114,801,0,995,4911,3916,114,801
16659.0,ENCANTO,910,2,959,0,131,249,102,542,0,852,3747,2895,102,542
16675.0,EQUADOR,921,9,131,0,437,1019,125,541,0,813,3996,3183,125,541
16691.0,ESPIRITO SANTO,1314,9,841,0,681,971,178,830,0,1034,5858,4824,178,830
16713.0,EXTREMOZ,3819,20,1037,4,2097,3668,513,1373,0,3869,16400,12531,513,1373
16730.0,FELIPE GUERRA,1743,6,616,2,651,608,248,666,0,440,4980,4540,248,666
16756.0,FLORANIA,1677,11,1153,1,377,1918,191,958,0,1377,7663,6286,191,958
16772.0,FRANCISCO DANTAS,469,4,545,1,122,625,44,297,0,238,2345,2107,44,297
16799.0,GALINHOS,430,1,243,0,297,132,29,222,0,143,1497,1354,29,222
16810.0,GOIANINHA,3521,18,917,1,1602,3257,587,1809,0,1962,13674,11712,587,1809
16837.0,GOVERNADOR DIX-SEPT ROSADO,3023,14,815,2,889,1071,524,1073,0,1414,8825,7411,524,1073
16853.0,GROSSOS,1697,6,1746,0,591,376,243,533,0,656,5848,5192,243,533
16870.0,GUAMARE,1988,7,1749,2,1050,934,172,1187,0,1890,8979,7089,172,1187
16896.0,IELMO MARINHO,1259,8,975,0,664,1296,284,981,0,1304,6771,5467,284,981
16918.0,IPANGUACU,2826,4,950,0,755,1620,320,1136,0,1870,9481,7611,320,1136
16934.0,IPUEIRA,566,12,307,3,147,228,24,121,0,151,1559,1408,24,121
16950.0,ITAU,986,4,684,0,530,746,56,545,0,756,4307,3551,56,545
16977.0,JACANA,745,5,217,1,416,1825,128,641,0,763,4741,3978,128,641
16993.0,JANDAIRA,757,6,613,1,625,1107,265,613,0,805,4792,3987,265,613
17019.0,JANDUIS,1581,6,556,2,265,653,171,494,0,890,4618,3728,171,494
17035.0,BOA SAUDE,683,2,822,0,558,1418,179,871,0,1116,5649,4533,179,871
17051.0,JAPI,657,4,781,0,608,1107,95,747,0,1149,5148,3999,95,747
17078.0,JARDIM DE ANGICOS,724,2,277,1,147,425,21,344,0,181,2122,1941,21,344
17094.0,JARDIM DE PIRANHAS,3367,9,531,2,575,1583,279,924,0,1780,9050,7270,279,924
17116.0,JARDIM DO SERIDO,2102,41,1068,11,680,2649,310,970,0,1507,9338,7831,310,970
17132.0,JOAO CAMARA,6549,17,2355,2,2138,2252,894,2795,0,4035,21037,17002,894,2795
17159.0,JOAO DIAS,414,0,72,0,168,1028,35,210,0,251,2178,1927,35,210
17175.0,JOSE DA PENHA,1318,7,301,0,509,919,111,585,0,1030,4780,3750,111,585
17191.0,JUCURUTU,3097,9,1712,6,1073,2955,348,1802,0,2310,13312,11002,348,1802
17213.0,MESSIAS TARGINO,1413,5,474,0,109,282,99,466,0,260,3108,2848,99,466
17230.0,LAGOA D ANTA,824,2,233,0,358,1227,71,693,0,947,4355,3408,71,693
17256.0,LAGOA DE PEDRAS,708,3,297,0,362,1533,175,737,0,906,4721,3815,175,737
17272.0,LAGOA DE VELHOS,528,7,225,0,190,631,81,279,0,226,2167,1941,81,279
17299.0,LAGOA NOVA,1115,16,1630,7,438,2902,243,1271,0,1973,9595,7622,243,1271
17310.0,LAGOA SALGADA,1054,11,1157,2,580,962,329,1070,0,709,5874,5165,329,1070
17337.0,LAJES,2047,6,836,2,516,1955,142,1100,0,1256,7860,6604,142,1100
17353.0,LAJES PINTADAS,705,5,789,1,258,559,132,618,0,488,3555,3067,132,618
17370.0,LUCRECIA,1015,6,209,0,382,243,43,302,0,307,2507,2200,43,302
17396.0,LUIS GOMES,1493,5,300,3,459,2207,142,1020,0,1577,7206,5629,142,1020
17418.0,MACAIBA,8505,71,2311,12,5045,6897,1467,4086,0,6121,34515,28394,1467,4086
17434.0,MACAU,7744,21,1470,9,2287,2328,597,1247,0,4392,20095,15703,597,1247
17450.0,MARCELINO VIEIRA,1687,5,1323,0,553,561,152,824,0,1263,6368,5105,152,824
17477.0,MARTINS,1471,5,1324,0,446,642,113,688,0,1360,6049,4689,113,688
17493.0,MAXARANGUAPE,1279,14,820,0,666,1812,192,938,0,2014,7735,5721,192,938
17515.0,FRUTUOSO GOMES,1030,7,352,0,379,686,91,431,0,943,3919,2976,91,431
17531.0,MONTANHAS,2550,8,818,2,422,702,180,1063,0,2063,7808,5745,180,1063
17558.0,MONTE ALEGRE,3101,11,840,2,1101,2172,397,1606,0,2485,11715,9230,397,1606
17574.0,MONTE DAS GAMELEIRAS,571,2,40,0,140,410,35,416,0,371,1985,1614,35,416
17590.0,MOSSORO,53708,240,21316,29,13852,10750,3838,10271,0,21512,135516,114004,3838,10271
17612.0,NATAL,178283,1503,45028,169,76351,46375,9099,20922,0,69111,446841,377730,9099,20922
17639.0,NISIA FLORESTA,3163,19,774,6,1638,1860,676,1127,0,1765,11028,9263,676,1127
17655.0,NOVA CRUZ,4656,23,2692,6,2618,4398,697,3097,0,6219,24406,18187,697,3097
17671.0,OLHO D'AGUA DO BORGES,713,4,546,0,312,802,202,615,0,786,3980,3194,202,615
17698.0,OURO BRANCO,946,5,364,1,357,1111,88,387,0,380,3639,3259,88,387
17710.0,PARANA,819,3,142,3,159,874,86,413,0,479,2978,2499,86,413
17736.0,PARAU,574,2,607,0,611,538,130,462,0,520,3444,2924,130,462
17752.0,PARAZINHO,698,1,578,0,345,407,113,440,0,336,2918,2582,113,440
17779.0,PARELHAS,3575,69,1790,17,1249,3212,465,1497,0,2612,14486,11874,465,1497
17795.0,PARNAMIRIM,22790,151,5507,19,11462,8517,1807,3616,0,9560,63429,53869,1807,3616
17817.0,PASSA E FICA,767,8,217,1,497,1948,178,886,0,1452,5954,4502,178,886
17833.0,PASSAGEM,563,4,247,0,167,542,67,380,0,252,2222,1970,67,380
17850.0,PATU,2058,9,808,1,1012,2018,338,1132,0,995,8371,7376,338,1132
17876.0,PAU DOS FERROS,4499,12,2672,1,945,2751,448,1627,0,2965,15920,12955,448,1627
17892.0,PEDRA GRANDE,824,3,216,3,294,699,115,345,0,596,3095,2499,115,345
17914.0,PEDRA PRETA,434,2,172,0,228,881,61,341,0,266,2385,2119,61,341
17930.0,PEDRO AVELINO,1435,4,885,4,335,1369,182,992,0,807,6013,5206,182,992
17957.0,PEDRO VELHO,3207,11,618,1,1521,959,397,1120,0,2798,10632,7834,397,1120
17973.0,PENDENCIAS,3095,4,1274,1,1009,667,270,1085,0,1743,9148,7405,270,1085
17990.0,PILOES,620,3,525,0,179,478,50,320,0,450,2625,2175,50,320
18015.0,POCO BRANCO,2506,13,492,6,922,1574,414,1188,0,1699,8814,7115,414,1188
18031.0,PORTALEGRE,688,7,905,0,271,1681,111,889,0,919,5471,4552,111,889
18058.0,SERRA CAIADA,906,6,390,3,256,1933,133,869,0,1213,5709,4496,133,869
18074.0,PUREZA,1320,1,350,2,336,1388,144,666,0,682,4889,4207,144,666
18090.0,RAFAEL FERNANDES,643,1,859,1,176,486,134,582,0,690,3572,2882,134,582
18112.0,RIACHO DA CRUZ,285,3,821,0,92,415,27,361,0,266,2270,2004,27,361
18139.0,RIACHO DE SANTANA,649,7,753,0,211,355,53,476,0,665,3169,2504,53,476
18155.0,RIACHUELO,1073,2,378,1,478,1215,66,559,0,718,4490,3772,66,559
18171.0,RODOLFO FERNANDES,503,2,1517,0,296,443,46,672,0,258,3737,3479,46,672
18198.0,RUY BARBOSA,405,2,121,0,324,1195,57,343,0,459,2906,2447,57,343
18210.0,SAO FRANCISCO DO OESTE,526,4,529,0,228,548,150,379,0,560,2924,2364,150,379
18236.0,SANTA CRUZ,5619,15,2617,4,2228,3446,770,2677,0,3945,21321,17376,770,2677
18252.0,SANTANA DO SERIDO,596,19,76,3,225,360,57,188,0,118,1642,1524,57,188
18279.0,SANTANA DO MATOS,1914,13,2066,5,754,1835,436,1382,0,1899,10304,8405,436,1382
18295.0,SANTO ANTONIO,4545,21,1307,1,1623,1215,658,2096,0,3652,15118,11466,658,2096
18317.0,SAO BENTO DO NORTE,837,8,331,0,203,461,74,402,0,369,2685,2316,74,402
18333.0,SAO BENTO DO TRAIRI,391,4,73,0,314,1238,65,414,0,284,2783,2499,65,414
18350.0,SAO FERNANDO,936,7,396,1,238,471,134,290,0,353,2826,2473,134,290
18376.0,SAO GONCALO DO AMARANTE,13396,141,3504,17,8615,8080,1886,3792,0,9483,48914,39431,1886,3792
18392.0,SAO JOAO DO SABUGI,1679,19,344,1,315,1133,80,365,0,509,4445,3936,80,365
18414.0,SAO JOSE DE MIPIBU,7247,45,1914,7,2659,3153,809,2756,0,4455,23045,18590,809,2756
18430.0,SAO JOSE DE CAMPESTRE,2129,12,1010,3,797,1420,415,1307,0,1927,9020,7093,415,1307
18457.0,SAO JOSE DO SERIDO,1178,5,420,0,213,392,164,287,0,275,2934,2659,164,287
18473.0,SAO MIGUEL,2353,20,2930,3,777,2409,757,2589,0,3802,15640,11838,757,2589
18490.0,SAO PAULO DO POTENGI,2138,8,753,5,752,2840,509,1241,0,2029,10275,8246,509,1241
18511.0,SAO PEDRO,1163,4,817,1,453,1043,149,751,0,514,4895,4381,149,751
18538.0,SAO RAFAEL,1798,6,668,0,613,1233,233,950,0,1248,6749,5501,233,950
18554.0,SAO TOME,1855,23,1046,3,788,1251,370,1256,0,1545,8137,6592,370,1256
18570.0,SAO VICENTE,685,14,430,3,196,1485,150,572,0,487,4022,3535,150,572
18597.0,SENADOR ELOI DE SOUZA,729,4,345,3,359,755,183,559,0,950,3887,2937,183,559
18619.0,SENADOR GEORGINO AVELINO,732,4,197,1,232,951,73,324,0,331,2845,2514,73,324
18635.0,SERRA DE SAO BENTO,974,7,308,0,557,757,96,652,0,720,4071,3351,96,652
18651.0,SERRA NEGRA DO NORTE,2317,7,532,0,383,894,99,512,0,1403,6147,4744,99,512
18678.0,SERRINHA,1607,8,164,1,1158,473,199,789,0,692,5091,4399,199,789
18694.0,SEVERIANO MELO,1383,5,1294,1,262,695,177,840,0,1611,6268,4657,177,840
18716.0,SITIO NOVO,618,4,544,0,352,658,136,503,0,741,3556,2815,136,503
18732.0,TABOLEIRO GRANDE,267,0,315,1,413,388,21,239,0,137,1781,1644,21,239
18759.0,TAIPU,2706,10,852,2,582,1371,415,1262,0,2112,9312,7200,415,1262
18775.0,TANGARA,1691,13,1198,1,1240,1478,382,1276,0,1890,9169,7279,382,1276
18791.0,TENENTE ANANIAS,1083,7,1541,3,457,1270,118,726,0,1719,6924,5205,118,726
18813.0,TIBAU DO SUL,1441,5,908,1,1072,522,257,759,0,651,5616,4965,257,759
18830.0,TIMBAUBA DOS BATISTAS,617,3,290,1,166,256,55,216,0,203,1807,1604,55,216
18856.0,TOUROS,3721,20,1149,1,2268,3061,915,2046,0,3246,16427,13181,915,2046
18872.0,UMARIZAL,1891,35,1419,2,721,1654,321,1097,0,1798,8938,7140,321,1097
18899.0,UPANEMA,1789,2,1368,1,1331,1219,271,988,0,942,7911,6969,271,988
18910.0,VARZEA,760,4,839,1,607,392,96,573,0,1002,4274,3272,96,573
18937.0,RAFAEL GODEIRO,574,3,144,0,267,781,71,242,0,295,2377,2082,71,242
18953.0,VERA CRUZ,1177,5,910,3,794,1532,419,1086,0,1411,7337,5926,419,1086
18970.0,VICOSA,382,0,297,0,128,144,29,201,0,295,1476,1181,29,201
18996.0,VILA FLOR,500,2,179,0,252,251,111,270,0,394,1959,1565,111,270
19003.0,RIACHAO DO POCO,884,1,147,0,174,672,86,471,0,385,2820,2435,86,471
19011.0,AGUA BRANCA,777,5,317,4,73,2215,152,766,0,856,5165,4309,152,766
19020.0,SOBRADO,994,3,180,1,352,1270,185,603,0,1184,4772,3588,185,603
19038.0,AGUIAR,1879,2,334,2,154,566,60,782,0,576,4355,3779,60,782
19046.0,SAO JOSE DOS RAMOS,1235,3,48,0,103,719,86,485,0,756,3435,2679,86,485
19054.0,ALAGOA GRANDE,6116,19,1113,3,1411,3264,897,2727,0,3180,18730,15550,897,2727
19062.0,CAPIM,531,0,97,1,475,760,240,412,0,833,3349,2516,240,412
19070.0,ALAGOA NOVA,3453,18,690,6,795,2698,597,1843,0,2024,12124,10100,597,1843
19089.0,CUITE DE MAMANGUAPE,1220,12,103,1,264,983,124,657,0,1308,4672,3364,124,657
19097.0,ALAGOINHA,2921,11,174,0,842,1377,367,1323,0,1106,8121,7015,367,1323
19100.0,CURRAL DE CIMA,478,2,37,3,213,1472,124,674,0,1297,4300,3003,124,674
19119.0,ALHANDRA,3697,5,357,1,2075,2079,586,1133,0,3009,12942,9933,586,1133
19127.0,RIACHAO DO BACAMARTE,795,3,65,0,233,811,126,530,0,824,3387,2563,126,530
19135.0,SAO JOAO DO RIO DO PEIXE,3395,26,1685,1,796,2068,738,1688,0,1885,12282,10397,738,1688
19143.0,MATINHAS,817,6,47,0,228,616,154,431,0,894,3193,2299,154,431
19151.0,ARACAGI,3423,16,209,1,803,2209,375,1627,0,4016,12679,8663,375,1627
19160.0,LOGRADOURO,965,0,47,0,259,385,53,403,0,384,2496,2112,53,403
19178.0,ARARA,1849,10,115,2,277,1912,225,896,0,1321,6607,5286,225,896
19186.0,SERTAOZINHO,1127,3,71,1,182,435,63,344,0,430,2656,2226,63,344
19194.0,ARARUNA,3498,9,167,3,705,2505,295,1711,0,1595,10488,8893,295,1711
19208.0,RIACHAO,721,5,28,5,78,755,24,196,0,426,2238,1812,24,196
19216.0,AREIA,4556,30,750,4,1233,3450,830,2142,0,1960,14955,12995,830,2142
19224.0,SAO DOMINGOS DO CARIRI,441,2,72,0,107,722,17,185,0,370,1916,1546,17,185
19232.0,AREIAL,1190,7,245,0,244,964,181,471,0,655,3957,3302,181,471
19240.0,CARAUBAS,568,4,176,2,174,1039,76,342,0,374,2755,2381,76,342
19259.0,AROEIRAS,1816,16,285,3,878,4373,492,2282,0,1897,12042,10145,492,2282
19267.0,SANTO ANDRE,295,7,223,1,184,602,80,321,0,223,1936,1713,80,321
19275.0,DAMIAO,932,7,76,0,167,697,47,490,0,585,3001,2416,47,490
19283.0,SOSSEGO,288,1,224,1,248,556,40,264,0,164,1786,1622,40,264
19291.0,BAIA DA TRAICAO,771,3,130,0,381,959,341,570,0,968,4123,3155,341,570
19305.0,BARAUNAS,471,4,92,0,153,807,66,407,0,313,2313,2000,66,407
19313.0,BANANEIRAS,5204,11,347,0,1054,2556,508,1977,0,2194,13851,11657,508,1977
19321.0,ASSUNCAO,425,0,70,1,286,928,51,248,0,206,2215,2009,51,248
19330.0,BARRA DE SANTA ROSA,2689,8,137,1,372,2584,98,1187,0,1000,8076,7076,98,1187
19348.0,ZABELE,312,8,163,1,91,400,67,216,0,176,1434,1258,67,216
19356.0,BARRA DE SAO MIGUEL,901,7,221,0,230,1324,114,493,0,746,4036,3290,114,493
19364.0,CACIMBAS,311,8,146,1,97,1787,146,730,0,1454,4680,3226,146,730
19372.0,BAYEUX,23054,89,2522,18,11732,6166,2890,4705,0,10612,61788,51176,2890,4705
19380.0,CAJAZEIRINHAS,838,2,107,0,78,745,85,496,0,396,2747,2351,85,496
19399.0,BELEM,3604,6,282,1,817,2298,405,1395,0,2022,10830,8808,405,1395
19402.0,SAO BENTINHO,1123,1,106,0,68,316,36,460,0,591,2701,2110,36,460
19410.0,BELEM DO BREJO DO CRUZ,678,8,503,0,186,1521,182,628,0,681,4387,3706,182,628
19429.0,SAO DOMINGOS DE POMBAL,470,1,279,0,217,726,95,333,0,651,2772,2121,95,333
19437.0,BOA VENTURA,1117,2,190,1,281,942,80,647,0,694,3954,3260,80,647
19445.0,SAO JOSE DE PRINCESA,594,3,129,1,90,698,46,421,0,818,2800,1982,46,421
19453.0,BOM JESUS,543,6,151,0,60,442,66,241,0,238,1747,1509,66,241
19461.0,MARIZOPOLIS,1283,3,370,1,320,1062,168,501,0,625,4333,3708,168,501
19470.0,BOM SUCESSO,1150,7,691,2,220,533,128,527,0,640,3898,3258,128,527
19488.0,MATO GROSSO,211,0,24,0,29,1026,19,255,0,201,1765,1564,19,255
19496.0,BONITO DE SANTA FE,1696,9,931,1,288,1017,122,875,0,1039,5978,4939,122,875
19500.0,BERNARDINO BATISTA,193,2,58,0,98,887,39,255,0,291,1823,1532,39,255
19518.0,BOQUEIRAO,3148,24,898,1,741,2732,361,1660,0,2940,12505,9565,361,1660
19526.0,POCO DE JOSE DE MOURA,1182,15,357,9,160,379,79,533,0,384,3098,2714,79,533
19534.0,IGARACY,1509,3,222,0,270,727,78,723,0,988,4520,3532,78,723
19542.0,SAO JOSE DO BREJO CRUZ,471,2,185,1,73,211,39,162,0,153,1297,1144,39,162
19550.0,BORBOREMA,1108,4,140,0,202,563,115,480,0,547,3159,2612,115,480
19569.0,SANTA INES,654,1,108,0,40,1021,40,461,0,391,2716,2325,40,461
19577.0,BREJO DO CRUZ,1782,9,1144,4,379,2070,283,1105,0,2263,9039,6776,283,1105
19585.0,AMPARO,326,1,70,0,65,543,44,184,0,172,1405,1233,44,184
19593.0,BREJO DOS SANTOS,920,2,175,0,656,1421,177,573,0,861,4785,3924,177,573
19607.0,CASSERENGUE,1071,7,370,1,144,1112,105,797,0,705,4312,3607,105,797
19615.0,CAAPORA,4184,13,281,1,1621,2451,634,1267,0,3113,13565,10452,634,1267
19623.0,GADO BRAVO,602,6,230,2,253,2394,294,973,0,1700,6454,4754,294,973
19631.0,CABACEIRAS,1129,17,402,4,374,585,100,369,0,433,3413,2980,100,369
19640.0,POCO DANTAS,520,1,191,0,168,554,110,331,0,401,2276,1875,110,331
19658.0,CABEDELO,9410,78,1975,15,4937,3536,1236,1707,0,4442,27336,22894,1236,1707
19666.0,SANTAREM,695,4,102,0,107,462,31,289,0,508,2198,1690,31,289
19674.0,CACHOEIRA DOS INDIOS,1928,2,589,2,95,981,166,651,0,957,5371,4414,166,651
19682.0,TENORIO,549,4,64,1,103,414,52,317,0,325,1829,1504,52,317
19690.0,CACIMBA DE AREIA,689,4,219,0,124,770,111,278,0,387,2582,2195,111,278
19704.0,COXIXOLA,262,8,178,2,108,201,134,163,0,135,1191,1056,134,163
19712.0,CACIMBA DE DENTRO,2801,5,103,1,665,3619,138,1446,0,1890,10668,8778,138,1446
19720.0,PARARI,260,1,90,0,145,438,33,214,0,213,1394,1181,33,214
19739.0,CAICARA,2086,5,111,1,433,814,84,708,0,935,5177,4242,84,708
19747.0,PEDRO REGIS,629,1,61,1,364,585,166,489,0,822,3118,2296,166,489
19755.0,CAJAZEIRAS,15034,32,3441,10,1363,4289,1294,3387,0,9399,38249,28850,1294,3387
19763.0,ALCANTIL,780,7,443,1,198,804,102,516,0,296,3147,2851,102,516
19771.0,CALDAS BRANDAO,1325,3,146,0,436,622,221,484,0,493,3730,3237,221,484
19780.0,BARRA DE SANTANA,805,3,478,2,342,1865,262,881,0,628,5266,4638,262,881
19798.0,CAMALAU,886,5,576,0,187,738,238,649,0,465,3744,3279,238,649
19801.0,CATURITE,731,8,297,0,197,873,157,325,0,270,2858,2588,157,325
19810.0,CAMPINA GRANDE,89977,714,16466,100,31432,38795,8197,14387,0,39781,239849,200068,8197,14387
19828.0,RIACHO DE SANTO ANTONIO,273,1,283,0,71,302,34,163,0,155,1282,1127,34,163
19836.0,CARRAPATEIRA,597,4,22,0,100,276,37,210,0,432,1678,1246,37,210
19844.0,APARECIDA,1623,3,429,0,226,889,249,608,0,762,4789,4027,249,608
19852.0,CATINGUEIRA,873,3,634,0,194,828,101,426,0,644,3703,3059,101,426
19860.0,SAO FRANCISCO,1102,1,188,0,62,744,104,405,0,316,2922,2606,104,405
19879.0,CATOLE DO ROCHA,6556,15,1315,3,1246,4232,347,2133,0,1964,17811,15847,347,2133
19887.0,VIEIROPOLIS,1227,2,208,0,148,894,114,671,0,516,3780,3264,114,671
19895.0,CONCEICAO,3045,11,851,1,334,3325,389,2068,0,2130,12154,10024,389,2068
19909.0,AREIA DE BARAUNAS,299,1,58,0,57,671,38,178,0,139,1441,1302,38,178
19917.0,CONDADO,1259,3,734,2,214,1341,131,565,0,1063,5312,4249,131,565
19925.0,ALGODAO DE JANDAIRA,615,6,41,1,91,389,36,238,0,257,1674,1417,36,238
19933.0,CONDE,3628,11,453,4,1073,1445,833,1167,0,2719,11333,8614,833,1167
19941.0,BOA VISTA,1096,8,313,2,265,1287,94,436,0,525,4026,3501,94,436
19950.0,CONGO,896,1,262,2,201,855,134,394,0,361,3106,2745,134,394
19968.0,MARCACAO,528,3,88,0,404,828,309,448,0,999,3607,2608,309,448
19976.0,COREMAS,3027,6,493,0,731,2168,298,1432,0,1571,9726,8155,298,1432
19984.0,MATUREIA,777,6,98,1,208,1296,149,595,0,987,4117,3130,149,595
19992.0,CRUZ DO ESPIRITO SANTO,3180,13,361,13,1422,1571,660,1210,0,1001,9431,8430,660,1210
20001.0,SANTA CECILIA DE UMBUZEIRO,406,0,139,0,98,2117,126,582,0,1134,4602,3468,126,582
20010.0,CUBATI,719,6,293,2,301,1793,141,714,0,492,4461,3969,141,714
20036.0,CUITE,2786,16,741,1,821,4373,384,1914,0,3575,14611,11036,384,1914
20052.0,CUITEGI,1193,5,198,1,264,853,185,659,0,688,4046,3358,185,659
20079.0,CURRAL VELHO,261,1,120,0,24,807,14,286,0,398,1911,1513,14,286
20095.0,DESTERRO,726,5,442,2,198,1976,171,728,0,769,5017,4248,171,728
20117.0,VISTA SERRANA,525,0,108,0,170,707,27,253,0,370,2160,1790,27,253
20133.0,DIAMANTE,1223,6,353,1,190,1017,110,904,0,740,4544,3804,110,904
20150.0,DONA INES,2361,5,176,1,368,1709,129,1029,0,1060,6838,5778,129,1029
20176.0,DUAS ESTRADAS,1138,1,38,0,148,647,78,409,0,479,2938,2459,78,409
20192.0,EMAS,351,3,534,1,95,622,46,325,0,284,2261,1977,46,325
20214.0,ESPERANCA,6577,40,762,6,1125,4879,794,2297,0,5266,21746,16480,794,2297
20230.0,FAGUNDES,1787,3,211,3,383,2612,180,1450,0,1813,8442,6629,180,1450
20257.0,FREI MARTINHO,563,2,204,1,101,716,37,306,0,133,2063,1930,37,306
20273.0,GUARABIRA,12370,52,1388,12,3573,5925,1113,3436,0,4210,32079,27869,1113,3436
20290.0,GURINHEM,3018,6,236,1,696,2298,355,1018,0,2401,10029,7628,355,1018
20311.0,GURJAO,474,4,244,1,113,845,46,350,0,238,2315,2077,46,350
20338.0,IBIARA,815,4,513,0,255,1215,211,642,0,697,4352,3655,211,642
20354.0,IMACULADA,1229,11,161,2,424,2236,227,1139,0,994,6423,5429,227,1139
20370.0,INGA,3674,7,314,1,974,2230,423,2010,0,3635,13268,9633,423,2010
20397.0,ITABAIANA,5261,37,776,1,1811,3898,896,2239,0,5624,20543,14919,896,2239
20419.0,ITAPORANGA,5198,10,1029,2,504,2500,326,1679,0,3965,15213,11248,326,1679
20435.0,ITAPOROROCA,1340,5,240,0,802,3277,423,1427,0,1128,8642,7514,423,1427
20451.0,ITATUBA,1643,3,138,2,516,1873,328,1143,0,1836,7482,5646,328,1143
20478.0,JACARAU,2342,7,349,7,1459,1824,294,1096,0,1594,8972,7378,294,1096
20494.0,JERICO,1631,5,222,0,331,1241,140,700,0,712,4982,4270,140,700
20516.0,JOAO PESSOA,177832,896,26894,190,50120,40079,10966,17943,0,51902,376822,324920,10966,17943
20532.0,JUAREZ TAVORA,1814,6,175,1,579,647,358,721,0,652,4953,4301,358,721
20559.0,JUAZEIRINHO,2572,30,867,7,964,2118,336,1415,0,1184,9493,8309,336,1415
