CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13)","('QT_VOTOS', 16)","('QT_VOTOS', 23)","('QT_VOTOS', 29)","('QT_VOTOS', 40)","('QT_VOTOS', 45)","('QT_VOTOS', 95)","('QT_VOTOS', 96)","('QT_VOTOS', 97)",QTD_ABSTENCOES,QTD_APTOS_TOT,QTD_COMPARECIMENTO,QTD_VOTOS_BRANCOS,QTD_VOTOS_NULOS
19.0,GUAJARA MIRIM,7050,86,3480,4,3226,1940,272,1378,0,5022,22458,17436,272,1378
35.0,PORTO VELHO,80181,1209,21385,54,39198,22351,2223,7574,0,36811,210986,174175,2223,7574
51.0,JI PARANA,22829,211,4148,20,12331,12327,748,3075,0,16180,71869,55689,748,3075
78.0,ARIQUEMES,13062,173,2615,14,7210,11482,975,2735,0,11442,49708,38266,975,2735
94.0,CACOAL,15299,158,2825,9,8725,6744,694,2628,0,10307,47389,37082,694,2628
116.0,PIMENTA BUENO,6622,66,1540,1,3475,4333,353,1060,0,5072,22522,17450,353,1060
132.0,VILHENA,12840,83,2794,6,5061,5670,560,1639,0,8105,36758,28653,560,1639
159.0,JARU,10714,67,1854,3,7435,5370,803,2582,0,8678,37506,28828,803,2582
175.0,OURO PRETO DO OESTE,8654,49,1279,11,5094,3898,393,1799,0,6916,28093,21177,393,1799
191.0,PRESIDENTE MEDICI,5400,37,733,6,3836,2262,431,1215,0,4822,18742,13920,431,1215
213.0,COSTA MARQUES,1663,24,639,2,809,824,117,455,0,1524,6057,4533,117,455
230.0,COLORADO DO OESTE,4703,35,1018,2,2731,2091,347,917,0,4010,15854,11844,347,917
256.0,ESPIGAO D'OESTE,6292,34,1127,2,2497,2822,406,959,0,3404,17543,14139,406,959
272.0,CEREJEIRAS,3379,25,949,0,2717,2040,246,756,0,3425,13537,10112,246,756
299.0,ROLIM DE MOURA,9514,76,1791,1,5620,4751,617,1678,0,6705,30753,24048,617,1678
310.0,ALTA FLORESTA DO OESTE,6089,32,826,2,1903,3631,341,1093,0,3754,17671,13917,341,1093
337.0,ALVORADA DO OESTE,3025,28,658,3,3319,1935,257,827,0,3520,13572,10052,257,827
353.0,SANTA LUZIA DO OESTE,2626,13,315,3,1221,1461,150,526,0,2155,8470,6315,150,526
370.0,NOVA BRASILANDIA,3347,28,610,0,2551,2440,249,891,0,2340,12456,10116,249,891
396.0,MACHADINHO DO OESTE,4284,15,521,0,1877,2516,303,1508,0,2849,13873,11024,303,1508
418.0,SAO MIGUEL DO GUAPORE,2661,19,634,2,1821,1837,236,655,0,2035,9900,7865,236,655
434.0,NOVA MAMORE,1744,20,965,0,1256,962,196,624,0,1716,7483,5767,196,624
450.0,CABIXI,1574,10,191,1,929,632,174,343,0,1162,5016,3854,174,343
477.0,CANDEIAS DO JAMARI,1764,28,477,0,1013,584,124,403,0,819,5212,4393,124,403
493.0,ITAPUA DO OESTE,870,3,289,0,560,448,57,255,0,315,2797,2482,57,255
515.0,NOVO HORIZONTE DO OESTE,2679,9,280,1,1561,1074,133,648,0,1863,8248,6385,133,648
531.0,CASTANHEIRAS,961,6,137,0,340,389,29,193,0,232,2287,2055,29,193
558.0,VALE DO PARAISO,2091,7,166,1,1107,744,93,602,0,1512,6323,4811,93,602
566.0,URUPA,2737,12,294,1,1957,857,224,662,0,2153,8897,6744,224,662
574.0,MIRANTE DA SERRA,2254,4,306,2,2372,975,133,608,0,2169,8823,6654,133,608
582.0,SERINGUEIRAS,2097,8,357,2,1081,710,94,501,0,1306,6156,4850,94,501
590.0,THEOBROMA,2109,14,219,3,1357,714,159,614,0,1731,6920,5189,159,614
604.0,MINISTRO ANDREAZZA,2453,8,176,1,1590,443,64,525,0,1532,6792,5260,64,525
612.0,GOVERNADOR JORGE TEIXEIRA,2161,9,231,0,1568,876,178,803,0,2016,7842,5826,178,803
620.0,CACAULANDIA,1214,16,157,1,518,849,89,332,0,639,3815,3176,89,332
639.0,ALTO PARAISO,1749,7,666,0,1317,1821,246,569,0,1926,8301,6375,246,569
647.0,RIO CRESPO,666,8,99,0,325,500,66,220,0,620,2504,1884,66,220
655.0,CORUMBIARA,1954,9,177,1,1116,666,105,349,0,1124,5501,4377,105,349
663.0,MONTE NEGRO,2188,9,375,2,1091,1465,186,696,0,1999,8011,6012,186,696
671.0,CAMPO NOVO DE RONDONIA,1298,11,245,1,969,862,156,510,0,1411,5463,4052,156,510
680.0,CUJUBIM,1173,4,184,1,678,799,124,338,0,910,4211,3301,124,338
698.0,VALE DO ANARI,1214,2,138,0,722,576,55,460,0,997,4164,3167,55,460
701.0,PARECIS,786,2,144,0,391,594,43,279,0,718,2957,2239,43,279
710.0,SAO FELIPE D OESTE,1383,12,213,0,656,1034,58,383,0,1094,4833,3739,58,383
728.0,PRIMAVERA DE RONDONIA,1077,13,157,0,495,626,55,202,0,697,3322,2625,55,202
736.0,ALTO ALEGRE DOS PARECIS,2300,27,345,1,813,821,165,345,0,1258,6075,4817,165,345
744.0,NOVA UNIAO,1854,6,156,2,1072,349,144,432,0,1133,5148,4015,144,432
752.0,TEIXEIROPOLIS,1364,14,132,1,517,679,50,416,0,1147,4320,3173,50,416
779.0,BURITIS,4229,26,665,1,2403,2117,384,1086,0,3153,14064,10911,384,1086
787.0,PIMENTEIRAS DO OESTE,458,1,206,0,193,208,15,96,0,338,1515,1177,15,96
795.0,SAO FRANCISCO DO GUAPORE,1601,8,482,2,1204,1316,115,373,0,1441,6542,5101,115,373
809.0,CHUPINGUAIA,1043,4,293,0,246,585,38,195,0,882,3286,2404,38,195
1007.0,BUJARI,1243,2,471,0,436,623,60,353,0,533,3721,3188,60,353
1015.0,CAPIXABA,1199,3,572,1,250,553,43,192,0,869,3682,2813,43,192
1023.0,PORTO ACRE,2299,9,953,1,1025,1060,84,619,0,2166,8216,6050,84,619
1031.0,SANTA ROSA,491,0,12,0,48,77,16,88,0,327,1059,732,16,88
1040.0,MARECHAL THAUMATURGO,1073,4,174,0,153,1473,26,432,0,1447,4782,3335,26,432
1058.0,BRASILEIA,4548,12,1108,4,939,2257,171,795,0,2400,12234,9834,171,795
1066.0,PORTO WALTER,1130,5,106,0,144,1137,36,373,0,1203,4134,2931,36,373
1074.0,CRUZEIRO DO SUL,8362,45,7401,3,3971,7667,408,2389,0,10024,40270,30246,408,2389
1082.0,RODRIGUES ALVES,1277,3,350,0,285,1586,59,566,0,1605,5731,4126,59,566
1090.0,MANCIO LIMA,1903,4,496,0,572,2067,114,630,0,1551,7337,5786,114,630
1104.0,JORDAO,860,3,69,0,82,468,41,294,0,838,2655,1817,41,294
1112.0,EPITACIOLANDIA,2559,6,759,1,635,666,88,428,0,1404,6546,5142,88,428
1120.0,ACRELANDIA,2032,2,503,1,909,1196,82,486,0,1211,6422,5211,82,486
1139.0,FEIJO,5729,9,862,2,596,1049,121,977,0,3587,12932,9345,121,977
1392.0,RIO BRANCO,64418,186,22565,27,29103,18209,1496,6844,0,32498,175346,142848,1496,6844
1457.0,SENA MADUREIRA,6055,25,1960,1,2233,2654,257,1403,0,4373,18961,14588,257,1403
1473.0,TARAUACA,5894,17,1194,3,707,2080,414,1747,0,4572,16628,12056,414,1747
1490.0,XAPURI,3023,5,884,1,737,1436,97,700,0,2336,9219,6883,97,700
1511.0,PLACIDO DE CASTRO,2975,11,1393,2,1395,1325,112,713,0,2201,10127,7926,112,713
1538.0,SENADOR GUIOMARD,4616,8,1698,2,1334,1419,159,857,0,2734,12827,10093,159,857
1554.0,MANUEL URBANO,1019,5,272,0,372,661,54,417,0,999,3799,2800,54,417
1570.0,ASSIS BRASIL,1294,2,193,1,303,587,30,271,0,477,3158,2681,30,271
2003.0,APUI,1456,9,497,0,642,1140,76,363,0,3242,7425,4183,76,363
2011.0,NOVO AYRAO,1369,13,421,0,663,1085,79,342,0,1713,5685,3972,79,342
2020.0,GUAJARA,1105,5,1173,0,465,763,97,563,0,3985,8156,4171,97,563
2038.0,ANORI,963,6,995,2,980,1101,65,472,0,1834,6418,4584,65,472
2046.0,CAREIRO DA VARZEA,2226,23,1366,1,1949,1789,87,789,0,2842,11072,8230,87,789
2054.0,ATALAIA DO NORTE,553,1,481,1,513,274,36,327,0,1282,3468,2186,36,327
2070.0,AUTAZES,2214,7,1101,0,1711,2887,134,706,0,4234,12994,8760,134,706
2097.0,BARCELOS,1057,4,484,0,564,1491,35,278,0,1713,5626,3913,35,278
2119.0,BARREIRINHA,3134,23,1223,0,881,2508,112,844,0,2903,11628,8725,112,844
2135.0,BENJAMIN CONSTANT,4106,3,1134,3,1157,1915,170,1140,0,3832,13460,9628,170,1140
2151.0,BOCA DO ACRE,2198,15,1054,5,2290,2358,198,919,0,5008,14045,9037,198,919
2178.0,BORBA,2722,19,1739,1,1365,1913,143,1064,0,4006,12972,8966,143,1064
2194.0,CANUTAMA,728,7,369,0,872,545,71,279,0,1526,4397,2871,71,279
2216.0,CARAUARI,2350,3,1061,4,753,2654,119,986,0,4823,12753,7930,119,986
2232.0,CAREIRO,3367,18,1330,1,2340,1382,194,1050,0,4432,14114,9682,194,1050
2259.0,COARI,9776,33,3800,0,2856,1693,203,1636,0,8430,28427,19997,203,1636
2275.0,CODAJAS,1621,14,1598,2,2088,829,107,533,0,3523,10315,6792,107,533
2291.0,EIRUNEPE,2295,23,1502,1,1200,1443,457,1170,0,5262,13353,8091,457,1170
2313.0,ENVIRA,678,6,889,1,839,1117,68,567,0,3661,7826,4165,68,567
2330.0,FONTE BOA,1600,7,1578,0,1009,1213,99,669,0,3141,9316,6175,99,669
2356.0,HUMAITA,3712,43,2197,3,3724,2102,295,834,0,3019,15929,12910,295,834
2372.0,SANTA ISABEL DO RIO NEGRO,516,1,929,0,245,675,52,354,0,1661,4433,2772,52,354
2399.0,IPIXUNA,845,4,620,0,489,1345,87,453,0,3425,7268,3843,87,453
2410.0,ITACOATIARA,19219,45,5956,2,4894,3816,309,1107,0,11034,46382,35348,309,1107
2437.0,ITAPIRANGA,1312,6,610,0,538,607,30,224,0,934,4261,3327,30,224
2453.0,JAPURA,147,0,180,0,311,396,16,136,0,1027,2213,1186,16,136
2470.0,JURUA,157,2,1087,0,369,349,26,363,0,1545,3898,2353,26,363
2496.0,JUTAI,649,4,1082,2,578,1229,83,616,0,2468,6711,4243,83,616
2518.0,LABREA,3978,15,1515,4,1764,1085,177,1166,0,5714,15418,9704,177,1166
2534.0,MANACAPURU,10739,77,3345,6,9224,4568,292,2333,0,10955,41539,30584,292,2333
2550.0,MANAUS,362024,4379,84289,227,167377,70515,8310,22784,0,124884,844789,719905,8310,22784
2577.0,MANICORE,2390,27,2409,2,1279,4245,216,1420,0,5248,17236,11988,216,1420
2593.0,MARAA,908,3,804,1,410,393,47,353,0,2786,5705,2919,47,353
2615.0,MAUES,9182,28,1981,2,1340,2207,223,1470,0,6506,22939,16433,223,1470
2631.0,NHAMUNDA,1695,14,971,1,467,3241,76,537,0,2601,9603,7002,76,537
2658.0,NOVA OLINDA DO NORTE,1716,15,1286,1,973,2410,120,758,0,3583,10862,7279,120,758
2674.0,NOVO ARIPUANA,1049,5,1235,1,1342,1119,147,600,0,2871,8369,5498,147,600
2690.0,PARINTINS,14005,85,5838,5,3628,8315,534,1888,0,10048,44346,34298,534,1888
2712.0,PAUINI,960,2,472,0,905,1086,125,442,0,3222,7214,3992,125,442
2739.0,SANTO ANTONIO DO ICA,689,8,516,0,528,2304,133,856,0,2510,7544,5034,133,856
2755.0,SAO PAULO DE OLIVENCA,2137,10,644,0,613,2635,170,519,0,1479,8207,6728,170,519
2771.0,SILVES,2471,6,241,1,397,280,59,211,0,951,4617,3666,59,211
2798.0,TAPAUA,375,3,765,0,1621,1458,107,416,0,2188,6933,4745,107,416
2810.0,TEFE,6965,35,2691,3,4044,1896,210,1434,0,11443,28721,17278,210,1434
2836.0,SAO GABRIEL DA CACHOEIRA,5263,17,2054,2,684,1232,257,1143,0,6018,16670,10652,257,1143
2852.0,URUCARA,3185,5,349,3,576,1070,77,394,0,2057,7716,5659,77,394
2879.0,URUCURITUBA,3065,9,470,1,813,720,104,416,0,1963,7561,5598,104,416
2895.0,ALVARAES,1791,7,789,0,603,364,46,413,0,1745,5758,4013,46,413
2917.0,AMATURA,374,1,671,0,358,470,92,326,0,1003,3295,2292,92,326
2933.0,ANAMA,821,7,367,0,441,1202,37,269,0,1587,4731,3144,37,269
2950.0,BERURI,489,3,444,0,707,1370,29,452,0,1059,4553,3494,29,452
2976.0,BOA VISTA DE RAMOS,2664,2,451,0,341,511,80,347,0,1852,6248,4396,80,347
2992.0,CAAPIRANGA,854,2,384,1,930,578,45,217,0,1877,4888,3011,45,217
3000.0,CAROEBE,1252,13,387,4,696,606,48,417,0,644,4067,3423,48,417
3018.0,BOA VISTA,48209,497,17304,106,26346,11543,1144,6466,0,20050,131665,111615,1144,6466
3026.0,IRACEMA,1412,6,421,2,575,358,43,364,0,624,3805,3181,43,364
3034.0,CARACARAI,2959,26,1151,1,1574,1040,76,771,0,1796,9394,7598,76,771
3042.0,AMAJARI,1183,7,733,1,755,320,58,290,0,818,4165,3347,58,290
3050.0,ALTO ALEGRE,2471,36,1398,5,1420,582,90,675,0,1201,7878,6677,90,675
3069.0,CANTA,2589,12,1004,4,1301,545,61,669,0,1340,7525,6185,61,669
3077.0,BONFIM,1138,8,902,1,909,590,39,439,0,799,4825,4026,39,439
3085.0,RORAINOPOLIS,2740,38,991,1,1343,1075,100,818,0,1480,8586,7106,100,818
3093.0,MUCAJAI,2580,14,1317,4,1399,709,86,582,0,1292,7983,6691,86,582
3107.0,UIRAMUTA,370,1,308,1,627,154,36,284,0,509,2290,1781,36,284
3115.0,NORMANDIA,1027,7,638,6,962,323,39,337,0,615,3954,3339,39,337
3123.0,PACARAIMA,1099,11,746,1,798,384,38,361,0,947,4385,3438,38,361
3131.0,SAO JOAO DA BALIZA,1413,12,337,2,513,505,40,386,0,551,3759,3208,40,386
3158.0,SAO LUIZ DO ANAUA,1510,5,426,1,756,461,46,391,0,647,4243,3596,46,391
4006.0,GOIANESIA DO PARA,2926,7,696,2,1801,2244,409,1096,0,3498,12679,9181,409,1096
4014.0,ABAETETUBA,31877,92,1495,4,7226,11121,633,2059,0,8842,63349,54507,633,2059
4022.0,TAILANDIA,5219,21,1142,0,2775,4888,391,1710,0,8834,24980,16146,391,1710
4030.0,ACARA,4987,15,469,5,3399,5599,365,1654,0,6486,22979,16493,365,1654
4049.0,BOM JESUS DO TOCANTINS,1877,6,256,2,838,1519,199,669,0,2250,7616,5366,199,669
4057.0,AFUA,3323,4,263,1,1146,2003,109,1146,0,4603,12598,7995,109,1146
4065.0,SAO JOAO DE PIRABAS,1639,16,996,1,1235,2879,266,815,0,2698,10545,7847,266,815
4073.0,ALENQUER,6332,15,1511,3,4686,6299,259,1522,0,8480,29107,20627,259,1522
4081.0,TUCUMA,4324,17,1906,3,2419,1933,428,1119,0,4627,16776,12149,428,1119
4090.0,ALMERIM,5911,19,642,2,2383,2948,343,798,0,5776,18822,13046,343,798
4103.0,MAE DO RIO,3874,20,1255,3,1655,4704,236,1008,0,3963,16718,12755,236,1008
4111.0,ALTAMIRA,11691,69,4134,1,4517,8716,792,2771,0,10016,42707,32691,792,2771
4120.0,ELDORADO DO CARAJAS,2887,13,728,0,1606,1629,401,963,0,3714,11941,8227,401,963
4138.0,ANAJAS,648,5,291,2,946,2418,37,436,0,3103,7886,4783,37,436
4146.0,SANTA LUZIA DO PARA,3485,10,411,0,745,2489,146,767,0,2277,10330,8053,146,767
4154.0,ANANINDEUA,66246,652,13139,33,38576,21502,2136,6086,0,24348,172718,148370,2136,6086
4162.0,PALESTINA DO PARA,628,5,124,0,385,1494,76,377,0,1045,4134,3089,76,377
4170.0,AUGUSTO CORREA,1720,14,2717,1,1737,7369,403,2140,0,5364,21465,16101,403,2140
4189.0,IPIXUNA DO PARA,2376,5,411,0,525,3034,129,697,0,2681,9858,7177,129,697
4197.0,AVEIRO,1800,10,551,0,507,1490,99,370,0,1652,6479,4827,99,370
4200.0,JACAREACANGA,1194,1,488,0,270,1482,59,247,0,2212,5953,3741,59,247
4219.0,BAGRE,1264,2,93,0,908,1086,74,508,0,2745,6680,3935,74,508
4227.0,BRASIL NOVO,2472,5,472,0,920,2556,200,632,0,2000,9257,7257,200,632
4235.0,BAIAO,4005,16,556,0,1193,3179,288,905,0,2446,12588,10142,288,905
4243.0,SANTA BARBARA DO PARA,2304,19,300,2,1871,2176,98,455,0,1218,8443,7225,98,455
4251.0,BARCARENA,14340,41,1466,1,7652,3772,375,1839,0,6853,36339,29486,375,1839
4260.0,AGUA AZUL DO NORTE,1651,4,331,1,956,1167,201,631,0,2421,7363,4942,201,631
4278.0,BELEM,321197,3900,79711,226,155998,124389,8868,21581,0,132182,848052,715870,8868,21581
4286.0,TRAIRAO,780,2,220,1,317,2159,104,387,0,1566,5536,3970,104,387
4294.0,BENEVIDES,6600,44,1052,4,4080,4297,236,992,0,3024,20329,17305,236,992
4308.0,PAU D'ARCO,1201,0,434,0,636,741,110,474,0,1346,4942,3596,110,474
4316.0,BONITO,893,2,355,0,794,3105,76,544,0,1468,7237,5769,76,544
4324.0,ULIANOPOLIS,1521,8,648,2,770,1930,178,566,0,2390,8013,5623,178,566
4332.0,BRAGANCA,9778,83,5484,14,6207,15001,531,2295,217,14414,54024,39610,531,2295
4340.0,AURORA DO PARA,1964,8,702,0,1033,2461,128,988,0,2604,9888,7284,128,988
4359.0,BREVES,9314,19,750,0,3276,6280,416,2058,0,17587,39700,22113,416,2058
4367.0,TERRA SANTA,2139,8,360,1,747,2058,110,439,0,1505,7367,5862,110,439
4375.0,BUJARU,3575,9,334,1,1231,2465,182,775,0,3101,11673,8572,182,775
4383.0,NOVO PROGRESSO,2363,15,875,0,644,1660,255,499,0,3059,9370,6311,255,499
4391.0,CACHOEIRA DO ARARI,2326,16,792,0,2190,1504,198,747,0,3157,10930,7773,198,747
4405.0,VITORIA DO XINGU,1288,9,340,0,600,1784,88,462,0,1558,6129,4571,88,462
4413.0,CAMETA,13255,89,1867,9,4967,18606,674,2977,0,10077,52521,42444,674,2977
4421.0,NOVO REPARTIMENTO,5725,17,902,4,2799,5612,536,2009,0,6032,23636,17604,536,2009
4430.0,CAPANEMA,8926,142,4801,7,4972,7873,686,1545,0,8841,37793,28952,686,1545
4448.0,BREU BRANCO,4276,4,683,3,2024,5708,270,1129,0,4157,18254,14097,270,1129
4456.0,CAPITAO POCO,4441,12,3430,2,2297,6590,613,1971,0,5975,25331,19356,613,1971
4464.0,SAO DOMINGOS DO ARAGUAIA,2830,14,765,1,1437,2117,226,1128,0,3025,11543,8518,226,1128
4472.0,CASTANHAL,22072,180,7654,9,9814,17398,1109,3362,0,13129,74727,61598,1109,3362
4480.0,NOVA ESPERANCA DO PIRIA,1121,2,186,0,887,2064,123,571,0,1950,6904,4954,123,571
4499.0,CHAVES,939,6,548,2,1211,1980,124,725,0,3047,8582,5535,124,725
4502.0,ABEL FIGUEIREDO,1576,3,131,0,398,741,63,434,0,1109,4455,3346,63,434
4510.0,COLARES,1774,8,357,0,815,1782,114,475,0,1208,6533,5325,114,475
4529.0,CUMARU DO NORTE,574,2,168,0,498,794,34,247,0,1015,3332,2317,34,247
4537.0,CONCEICAO DO ARAGUAIA,7631,25,2050,0,3034,3984,443,1976,0,11615,30758,19143,443,1976
4545.0,TERRA ALTA,2140,9,318,1,1069,798,109,393,0,1255,6092,4837,109,393
4553.0,CURRALINHO,2370,4,189,0,1138,1949,103,596,0,2655,9004,6349,103,596
4561.0,FLORESTA DO ARAGUAIA,1961,5,441,2,987,1754,150,922,0,3881,10103,6222,150,922
4570.0,CURUCA,5127,20,858,2,1856,5145,242,1206,0,3615,18071,14456,242,1206
4588.0,BANNACH,626,0,156,1,344,666,49,238,0,959,3039,2080,49,238
4596.0,FARO,1616,2,320,0,485,427,62,282,0,822,4016,3194,62,282
4600.0,NOVA IPIXUNA,2052,4,330,1,861,1634,125,722,0,2357,8086,5729,125,722
4618.0,GURUPA,3506,6,124,0,283,1940,79,583,0,2303,8824,6521,79,583
4626.0,PLACAS,1724,5,389,0,871,1560,185,463,0,1322,6519,5197,185,463
4634.0,IGARAPE ACU,4570,26,1921,2,2097,3930,373,1318,0,1932,16169,14237,373,1318
4642.0,MARITUBA,13173,96,2122,3,6462,5849,596,1862,0,6518,36681,30163,596,1862
4650.0,IGARAPE-MIRI,9481,33,967,3,5042,5689,487,2128,0,6904,30734,23830,487,2128
4669.0,TRACUATEUA,2099,7,652,0,1289,4857,200,1408,0,3494,14006,10512,200,1408
4677.0,INHANGAPI,1291,4,372,0,766,2019,123,451,0,1601,6627,5026,123,451
4685.0,QUATIPURU,874,7,674,0,561,2074,149,449,0,1772,6560,4788,149,449
4693.0,IRITUIA,5044,30,625,2,3088,3775,379,1253,0,3772,17968,14196,379,1253
4707.0,CANAA DOS CARAJAS,2175,5,397,0,1396,706,217,517,0,2086,7499,5413,217,517
4715.0,ITAITUBA,8460,54,7457,6,6709,12648,603,2795,0,17180,55912,38732,603,2795
4723.0,ANAPU,1239,3,234,1,497,2152,164,542,0,1789,6621,4832,164,542
4731.0,ITUPIRANGA,6864,12,1505,2,1648,2500,407,1650,0,6302,20890,14588,407,1650
4740.0,CURUA,1268,4,211,4,317,1852,123,376,0,983,5138,4155,123,376
4758.0,JACUNDA,6120,32,1712,4,3868,5637,607,1995,0,7435,27410,19975,607,1995
4766.0,CACHOEIRA DO PIRIA,1484,4,213,0,816,2148,132,447,0,2458,7702,5244,132,447
4774.0,JURUTI,5044,7,387,0,1533,3438,112,1075,0,3579,15175,11596,112,1075
4782.0,PICARRA,963,0,472,1,439,1339,125,587,0,2198,6124,3926,125,587
4790.0,LIMOEIRO DO AJURU,3138,6,128,0,1301,2943,195,782,0,2343,10836,8493,195,782
4804.0,BELTERRA,3638,9,687,1,772,1459,145,794,0,1638,9143,7505,145,794
4812.0,MAGALHAES BARATA,1525,4,239,0,690,1782,58,299,0,1252,5849,4597,58,299
4820.0,SAO JOAO DA PONTA,756,3,113,1,379,1349,65,185,0,853,3704,2851,65,185
4839.0,MARABA,32942,89,6307,3,11252,12642,1106,4700,0,19849,88890,69041,1106,4700
4847.0,SAPUCAIA,751,6,161,1,391,739,81,299,0,1080,3509,2429,81,299
4855.0,MARACANA,2762,16,1631,2,2570,5271,344,1282,0,4658,18536,13878,344,1282
4871.0,MARAPANIM,3942,21,1161,1,2194,3833,224,1004,0,3159,15539,12380,224,1004
4898.0,MELGACO,874,5,90,0,661,2227,156,490,0,4215,8718,4503,156,490
4910.0,MOCAJUBA,3283,5,770,0,1727,3701,248,623,0,2723,13080,10357,248,623
4936.0,MOJU,8626,19,1240,1,3026,5819,281,2177,0,8819,30008,21189,281,2177
4952.0,MONTE ALEGRE,10570,20,1666,0,4432,5494,333,1288,0,6125,29928,23803,333,1288
4979.0,MUANA,4081,12,420,2,1743,3252,272,1030,0,3287,14099,10812,272,1030
4995.0,NOVA TIMBOTEUA,2585,8,459,1,832,2127,191,567,0,1243,8013,6770,191,567
5010.0,OBIDOS,10540,23,1343,3,2239,3783,423,1332,0,6557,26243,19686,423,1332
5037.0,OEIRAS DO PARA,2658,10,172,1,1348,3646,109,926,0,2334,11204,8870,109,926
5053.0,ORIXIMINA,10968,22,2084,2,2780,4675,356,1983,0,6461,29331,22870,356,1983
5070.0,OUREM,2714,29,433,1,507,2698,181,903,0,2018,9484,7466,181,903
5096.0,PARAGOMINAS,9538,24,3024,3,5204,8884,639,2803,0,13595,43714,30119,639,2803
5118.0,PEIXE-BOI,1039,5,760,1,917,1336,87,522,0,897,5564,4667,87,522
5134.0,PONTA DE PEDRAS,1987,22,1446,0,2267,2299,215,909,0,3251,12396,9145,215,909
5150.0,PORTEL,3488,11,415,0,1090,5345,156,1345,0,7509,19359,11850,156,1345
5177.0,PORTO DE MOZ,2757,6,177,0,783,2247,88,593,0,3065,9716,6651,88,593
5193.0,PRAINHA,3763,4,479,3,1434,2785,177,1179,0,3313,13137,9824,177,1179
5215.0,PRIMAVERA,1128,5,510,0,456,3200,94,598,0,1868,7859,5991,94,598
5231.0,SALINOPOLIS,5199,17,874,1,1870,4493,255,1105,0,3509,17323,13814,255,1105
5258.0,SALVATERRA,1900,16,412,1,1152,2917,160,608,0,2177,9343,7166,160,608
5274.0,SANTA CRUZ DO ARARI,1085,3,184,1,845,573,77,286,0,1052,4106,3054,77,286
5290.0,SANTA IZABEL DO PARA,6510,73,1984,1,5278,5414,640,1730,0,4464,26094,21630,640,1730
5312.0,SANTA MARIA DO PARA,2950,22,1394,2,1391,3466,263,1270,0,3257,14015,10758,263,1270
5339.0,SANTANA DO ARAGUAIA,1809,9,1149,0,1222,2534,229,1392,0,3657,12001,8344,229,1392
5355.0,SANTAREM,55950,344,23274,21,24335,13261,1426,7506,0,33386,159503,126117,1426,7506
5371.0,SANTAREM NOVO,1041,4,213,0,410,1777,80,376,0,1134,5035,3901,80,376
5398.0,SANTO ANTONIO DO TAUA,3363,9,528,2,2493,3800,203,967,0,2581,13946,11365,203,967
5410.0,SAO CAETANO DE ODIVELAS,2460,12,474,0,1112,3082,226,580,0,2405,10351,7946,226,580
5436.0,SAO DOMINGOS DO CAPIM,2997,13,771,0,992,4498,261,1228,0,3597,14357,10760,261,1228
5452.0,SAO FELIX DO XINGU,3959,16,2137,5,2006,1995,362,1318,0,5090,16888,11798,362,1318
5479.0,SAO FRANCISCO DO PARA,1899,21,441,0,932,2942,154,482,0,1241,8112,6871,154,482
5495.0,SAO JOAO DO ARAGUAIA,1679,6,425,0,878,851,159,489,0,1185,5672,4487,159,489
5517.0,SAO MIGUEL DO GUAMA,5238,37,1950,3,2050,6968,280,1074,0,5783,23383,17600,280,1074
5533.0,SAO SEBASTIAO DA BOA VISTA,3791,13,150,2,1235,2095,146,597,0,2939,10968,8029,146,597
5550.0,SENADOR JOSE PORFIRIO,1502,0,400,0,456,1114,64,374,0,1724,5634,3910,64,374
5576.0,SOURE,3228,27,2283,2,1867,1780,209,740,0,3186,13322,10136,209,740
5592.0,TOME ACU,6265,14,1333,3,3579,5649,575,2190,0,7068,26676,19608,575,2190
5614.0,TUCURUI,15502,79,2601,4,7731,9348,952,2732,0,9412,48361,38949,952,2732
5630.0,VIGIA,6918,63,2384,4,3182,4504,684,1499,0,5415,24653,19238,684,1499
5657.0,VIZEU,5740,17,1279,2,4939,5785,703,2422,0,8700,29587,20887,703,2422
5673.0,REDENCAO,10298,34,3214,2,7308,7264,910,2937,0,9667,41634,31967,910,2937
5690.0,RIO MARIA,3446,18,684,2,1506,1814,281,926,0,3959,12636,8677,281,926
5711.0,XINGUARA,5920,19,1330,0,3093,3740,565,1644,0,6283,22594,16311,565,1644
5738.0,RONDON DO PARA,6717,20,1690,2,2675,3753,497,1881,0,7542,24777,17235,497,1881
5754.0,URUARA,4392,14,1376,1,1755,4567,507,1496,0,4054,18162,14108,507,1496
5770.0,MEDICILANDIA,2953,9,1003,0,1139,3331,294,1085,0,2617,12431,9814,294,1085
5797.0,SAO GERALDO DO ARAGUAIA,2886,8,668,3,1720,4340,398,1495,0,5709,17227,11518,398,1495
5819.0,CONCORDIA DO PARA,3311,10,475,2,1470,2999,273,1113,0,4584,14237,9653,273,1113
5835.0,PARAUAPEBAS,18238,88,2907,3,8156,5050,1327,3012,0,11607,50388,38781,1327,3012
5851.0,CURIONOPOLIS,3196,11,1121,0,1772,2470,311,1080,0,5215,15176,9961,311,1080
5878.0,GARRAFAO DO NORTE,1529,9,2534,3,775,2594,418,1117,0,3543,12522,8979,418,1117
5894.0,RUROPOLIS,2718,6,540,1,936,3992,184,703,0,2794,11874,9080,184,703
5916.0,PACAJA,2994,4,720,1,1257,4088,419,1108,0,3662,14253,10591,419,1108
