STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_CHALLENGER,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
AL,27553,FLEXEIRAS,830,3588,867,5595,4728,68,242
AL,27570,GIRAU DO PONCIANO,2996,7837,6693,18166,11473,145,495
AL,27596,IBATEGUARA,1420,3326,3168,8273,5105,93,266
AL,27618,IGACI,2410,6712,6519,16258,9739,169,448
AL,27634,IGREJA NOVA,3056,4604,5483,13664,8181,155,366
AL,27650,INHAPI,3731,2691,3209,10053,6844,66,356
AL,27677,JACARE DOS HOMENS,1597,1083,1107,3917,2810,21,109
AL,27693,JACUIPE,1437,1296,1376,4273,2897,41,123
AL,27715,JAPARATINGA,765,1679,1550,4137,2587,63,80
AL,27731,JARAMATAIA,786,1538,1077,3534,2457,35,98
AL,27758,JOAQUIM GOMES,2325,4466,4894,12189,7295,110,394
AL,27774,JUNDIA,654,1248,498,2532,2034,35,97
AL,27790,JUNQUEIRO,3822,5448,5139,15025,9886,189,427
AL,27812,LAGOA DA CANOA,2741,3995,3449,10658,7209,121,352
AL,27839,LIMOEIRO DE ANADIA,2685,5761,4855,13942,9087,143,498
AL,27855,MACEIO,193110,127447,76526,416017,339491,6373,12561
AL,27871,MAJOR ISIDORO,1866,4989,4468,11709,7241,78,308
AL,27898,MARAGOGI,2802,4620,3348,11280,7932,194,316
AL,27910,MARAVILHA,612,3849,2744,7416,4672,38,173
AL,27936,MARECHAL DEODORO,4621,8944,5456,19917,14461,297,599
AL,27952,MARIBONDO,1884,4313,3346,10053,6707,174,336
AL,27979,MAR VERMELHO,548,1365,351,2391,2040,39,88
AL,27995,MATA GRANDE,2960,6068,4927,14585,9658,155,475
AL,28010,MATRIZ DE CAMARAGIBE,3077,5254,4637,13530,8893,204,358
AL,28037,MESSIAS,1694,3658,2569,8287,5718,123,243
AL,28053,MINADOR DO NEGRAO,579,1869,1113,3743,2630,37,145
AL,28070,MONTEIROPOLIS,1165,1717,1291,4352,3061,48,131
AL,28096,MURICI,3396,6285,2227,12703,10476,195,600
AL,28118,NOVO LINO,1357,2937,864,5475,4611,88,229
AL,28134,OLHO D AGUA DAS FLORES,2318,5113,3413,11211,7798,99,268
AL,28150,OLHO D AGUA DO CASADO,1944,1328,1455,4916,3461,43,146
AL,28177,OLHO D AGUA GRANDE,652,1396,1164,3345,2181,26,107
AL,28193,OLIVENCA,827,3717,2142,6893,4751,37,170
AL,28215,OURO BRANCO,638,3499,1980,6332,4352,45,170
AL,28231,PALESTINA,982,1142,283,2534,2251,28,99
AL,28258,PALMEIRA DOS INDIOS,10089,16732,11781,40149,28368,470,1077
AL,28274,PAO DE ACUCAR,4280,4991,4961,14681,9720,111,338
AL,28290,PASSO DE CAMARAGIBE,1416,3667,2789,8243,5454,138,233
AL,28312,PAULO JACINTO,945,2318,557,4061,3504,58,183
AL,28339,PENEDO,10902,9073,8813,29820,21007,284,748
AL,28355,PIACABUCU,2698,3112,4282,10501,6219,94,315
AL,28371,PILAR,3962,9589,6056,20339,14283,258,474
AL,28398,PINDOBA,259,1062,151,1569,1418,18,79
AL,28410,PIRANHAS,3186,4205,3957,11768,7811,74,346
AL,28436,POCO DAS TRINCHEIRAS,1202,3765,2760,7935,5175,37,171
AL,28452,PORTO CALVO,3090,6818,5607,16068,10461,180,373
AL,28479,PORTO DE PEDRAS,755,2269,1920,5122,3202,58,120
AL,28495,PORTO REAL DO COLEGIO,2225,5024,3868,11618,7750,147,354
AL,28517,QUEBRANGULO,1806,3477,1221,6897,5676,98,295
AL,28533,RIO LARGO,12645,14260,8967,37469,28502,607,990
AL,28550,ROTEIRO,651,1724,1630,4155,2525,37,113
AL,28576,SANTA LUZIA DO NORTE,1208,1869,1235,4490,3255,52,126
AL,28592,SANTANA DO IPANEMA,5121,11840,6964,24798,17834,220,653
AL,28614,SANTANA DO MUNDAU,980,3355,1008,5715,4707,78,294
AL,28630,SAO BRAS,1299,1601,648,3742,3094,67,127
AL,28657,SAO JOSE DA LAJE,2364,5916,1203,10108,8905,150,475
AL,28673,SAO JOSE DA TAPERA,2741,6869,5049,15301,10252,159,483
AL,28690,SAO LUIS DO QUITUNDE,4803,6037,6027,17702,11675,320,515
AL,28711,SAO MIGUEL DOS CAMPOS,10038,9583,3184,24311,21127,436,1070
AL,28738,SAO MIGUEL DOS MILAGRES,785,1747,826,3550,2724,58,134
AL,28754,SAO SEBASTIAO,2918,8533,6465,18664,12199,206,542
AL,28770,SATUBA,2448,2567,1668,7059,5391,166,210
AL,28797,TANQUE D ARCA,659,1949,1768,4579,2811,53,150
AL,28819,TAQUARANA,1275,5247,2871,9848,6977,107,348
AL,28835,TRAIPU,2598,5888,6613,15603,8990,115,389
AL,28851,UNIAO DOS PALMARES,8783,11203,10468,32051,21583,451,1146
AL,28878,VICOSA,4802,5923,5036,16605,11569,255,589
AL,28894,CRAIBAS,2853,4966,4356,12666,8310,108,383
AL,28916,SENADOR RUI PALMEIRA,1252,1802,2159,5391,3232,41,137
AL,28932,SENADOR TEOTONIO VILELA,4661,7942,8614,22108,13494,303,588
AM,2003,APUI,2015,1781,3457,7425,3968,54,118
AM,2011,NOVO AYRAO,1688,1319,2587,5685,3098,17,74
AM,2020,GUAJARA,1306,2098,4575,8156,3581,22,155
AM,2038,ANORI,1239,2051,3011,6418,3407,30,87
AM,2046,CAREIRO DA VARZEA,2826,2925,5104,11072,5968,42,175
AM,2054,ATALAIA DO NORTE,781,910,1685,3468,1783,12,80
AM,2070,AUTAZES,2725,3687,6335,12994,6659,69,178
AM,2097,BARCELOS,1299,1905,2339,5626,3287,13,70
AM,2119,BARREIRINHA,4007,3337,3983,11628,7645,54,247
AM,2135,BENJAMIN CONSTANT,5972,2565,4392,13460,9068,81,450
AM,2151,BOCA DO ACRE,3197,3888,6635,14045,7410,57,268
AM,2178,BORBA,3192,3220,6276,12972,6696,57,227
AM,2194,CANUTAMA,746,1382,2184,4397,2213,18,67
AM,2216,CARAUARI,3560,2736,6213,12753,6540,52,192
AM,2232,CAREIRO,3977,2571,7284,14114,6830,66,216
AM,2259,COARI,11398,3506,12952,28427,15475,115,456
AM,2275,CODAJAS,2498,2840,4757,10315,5558,43,177
AM,2291,EIRUNEPE,3307,2796,6876,13353,6477,100,274
AM,2313,ENVIRA,1165,1678,4834,7826,2992,36,113
AM,2330,FONTE BOA,1858,2480,4756,9316,4560,46,176
AM,2356,HUMAITA,6155,4384,4963,15929,10966,130,297
AM,2372,SANTA ISABEL DO RIO NEGRO,696,1353,2317,4433,2116,21,46
AM,2399,IPIXUNA,1102,1439,4181,6899,2718,20,157
AM,2410,ITACOATIARA,21670,8080,15919,46382,30463,180,533
AM,2437,ITAPIRANGA,1459,1216,1509,4261,2752,22,55
AM,2453,JAPURA,330,612,1235,2213,978,7,29
AM,2470,JURUA,200,1402,2252,3898,1646,4,40
AM,2496,JUTAI,893,2617,3026,6711,3685,29,146
AM,2518,LABREA,5788,1810,7411,15418,8007,61,348
AM,2534,MANACAPURU,13167,9014,18574,41539,22965,228,556
AM,2550,MANAUS,511330,148937,161206,844789,683583,9135,14181
AM,2577,MANICORE,3372,6707,6807,17236,10429,66,284
AM,2593,MARAA,820,834,3973,5705,1732,9,69
AM,2615,MAUES,10406,2234,9938,22939,13001,71,290
AM,2631,NHAMUNDA,2040,3590,3787,9603,5816,38,148
AM,2658,NOVA OLINDA DO NORTE,2111,3217,5339,10862,5523,40,155
AM,2674,NOVO ARIPUANA,1393,2508,4261,8369,4108,66,141
AM,2690,PARINTINS,17165,12652,13595,44346,30751,264,670
AM,2712,PAUINI,1026,1820,4215,7214,2999,22,131
AM,2739,SANTO ANTONIO DO ICA,995,3317,3011,7544,4533,32,189
AM,2755,SAO PAULO DE OLIVENCA,2518,3540,1785,8207,6422,64,300
AM,2771,SILVES,2609,484,1432,4617,3185,29,63
AM,2798,TAPAUA,516,2992,3282,6933,3651,24,119
AM,2810,TEFE,10188,4214,13761,28721,14960,97,461
AM,2836,SAO GABRIEL DA CACHOEIRA,6318,2730,7290,16670,9380,89,243
AM,2852,URUCARA,3455,1336,2786,7716,4930,39,100
AM,2879,URUCURITUBA,3219,1170,3040,7561,4521,39,93
AM,2895,ALVARAES,2286,794,2559,5758,3199,24,95
AM,2917,AMATURA,552,1390,1245,3295,2050,15,93
AM,2933,ANAMA,900,1334,2425,4731,2306,11,61
AM,2950,BERURI,649,2032,1736,4553,2817,12,124
AM,2976,BOA VISTA DE RAMOS,2528,809,2787,6248,3461,20,104
AM,2992,CAAPIRANGA,1179,939,2686,4888,2202,15,69
AM,98353,IRANDUBA,6408,3518,3428,13704,10276,82,268
AM,98370,ITAMARATI,420,872,2290,3654,1364,9,63
AM,98396,MANAQUIRI,2182,1738,3808,7888,4080,34,126
AM,98418,PRESIDENTE FIGUEIREDO,5946,1680,5174,13082,7908,85,197
AM,98434,RIO PRETO DA EVA,2792,1841,3421,8212,4791,45,113
AM,98450,SAO SEBASTIAO DO UATUMA,835,1374,1483,3757,2274,18,47
AM,98477,TABATINGA,4353,6013,4433,15392,10959,116,477
AM,98493,UARINI,587,1052,2529,4251,1722,12,71
AM,98515,TONANTINS,720,1905,2040,4780,2740,22,93
AP,6009,PRACUUBA,557,415,161,1180,1019,11,36
AP,6017,AMAPA,2234,962,844,4189,3345,20,129
AP,6025,PORTO GRANDE,2913,1162,530,4826,4296,35,186
AP,6033,CALCOENE,1813,1084,1104,4191,3087,48,142
AP,6041,ITAUBAL,1069,395,269,1806,1537,4,69
AP,6050,MACAPA,109218,30933,28318,174593,146275,1315,4809
AP,6068,CUTIAS,929,583,693,2286,1593,9,72
AP,6076,MAZAGAO,4186,1751,1756,7997,6241,42,262
AP,6084,AMAPARI,1041,437,306,1854,1548,10,60
AP,6092,OIAPOQUE,3406,1609,2737,8121,5384,76,293
AP,6106,SERRA DO NAVIO,1144,373,217,1803,1586,14,55
AP,6114,FERREIRA GOMES,1315,622,600,2652,2052,26,89
AP,6122,VITORIA DO JARI,2625,1179,1561,5599,4038,40,194
AP,6130,LARANJAL DO JARI,8665,4253,4473,18051,13578,137,523
AP,6157,SANTANA,29358,8462,7358,46528,39170,253,1097
AP,6173,TARTARUGALZINHO,1377,1503,1354,4425,3071,27,164
BA,30007,LUIS EDUARDO MAGALHAES,6559,3789,4025,14842,10817,152,317
BA,30058,EUNAPOLIS,17368,12431,15595,47303,31708,403,1506
BA,30660,IUIU,2445,1637,2678,7008,4330,38,210
BA,30678,JABORANDI,1774,2633,2253,6990,4737,73,257
BA,30694,JUSSARI,1529,1304,2411,5467,3056,55,168
BA,30716,AMERICA DOURADA,3514,3419,3757,11138,7381,87,361
BA,30732,ARATACA,1568,2090,4026,7969,3943,49,236
BA,30759,BARRO ALTO,2659,3164,2517,8675,6158,84,251
BA,30775,BARROCAS,3995,2560,2883,9940,7057,91,411
BA,30791,BURITIRAMA,4455,3391,3153,11610,8457,61,550
BA,30813,CAPELA DO ALTO ALEGRE,2388,3187,3169,9186,6017,96,346
BA,30830,CAPIM GROSSO,5829,5902,6426,18974,12548,189,628
BA,30856,CANUDOS,3452,3275,2723,9837,7114,67,320
BA,30872,DIAS D AVILA,18620,3464,8302,31528,23226,347,795
BA,30899,FATIMA,3639,4321,2837,11370,8533,100,473
BA,30910,FILADELFIA,3387,3687,3273,10902,7629,136,419
BA,30937,GAVIAO,1219,1259,1022,3734,2712,44,190
BA,30953,GUAJERU,1171,2532,2339,6329,3990,58,229
BA,30970,HELIOPOLIS,2956,3259,2540,9146,6606,87,304
BA,30996,JOAO DOURADO,3585,4757,2454,11302,8848,96,410
BA,33014,ABAIRA,1146,3294,1936,6732,4796,82,274
BA,33030,ABARE,3261,3612,2584,9982,7398,74,451
BA,33057,ACAJUTIBA,4266,2256,3072,10140,7068,106,440
BA,33065,ADUSTINA,2316,4143,2495,9442,6947,70,418
BA,33073,AGUA FRIA,3620,2570,4553,11529,6976,134,652
BA,33090,ERICO CARDOSO,1457,3093,3092,7989,4897,38,309
BA,33111,AIQUARA,1547,765,2217,4803,2586,61,213
BA,33138,ALAGOINHAS,42588,16455,20544,83302,62758,1059,2656
BA,33154,ALCOBACA,4770,2389,5130,12948,7818,122,537
BA,33170,ALMADINA,2218,910,2520,5808,3288,36,124
BA,33197,AMARGOSA,8731,5260,8710,23817,15107,246,870
BA,33219,AMELIA RODRIGUES,8523,2980,5359,17735,12376,308,565
BA,33235,ANAGE,4743,7691,9073,22376,13303,161,708
BA,33251,ANDARAI,2997,1931,3312,8710,5398,60,410
BA,33260,ANDORINHA,5252,1522,2591,9789,7198,85,339
BA,33278,ANGICAL,3518,3861,2948,10683,7735,53,303
BA,33294,ANGUERA,3403,1724,1845,7441,5596,116,353
BA,33316,ANTAS,3095,3028,1928,8475,6547,87,337
BA,33332,ANTONIO CARDOSO,4728,1644,1934,8984,7050,117,561
BA,33359,ANTONIO GONCALVES,2579,2424,2568,7917,5349,52,294
BA,33375,APORA,2446,3806,4000,10864,6864,127,485
BA,33383,ARACAS,3079,1395,2417,7242,4825,56,295
BA,33391,ARACATU,1889,4175,3517,9930,6413,56,293
BA,33405,APUAREMA,1272,1899,2505,5968,3463,41,251
BA,33413,ARACI,8743,9626,10668,30632,19964,294,1301
BA,33430,ARAMARI,3070,1532,2532,7578,5046,95,349
BA,33456,ARATUIPE,1653,1875,2246,6156,3910,77,305
BA,33472,AURELINO LEAL,2713,2354,4620,10061,5441,57,317
BA,33499,BAIANOPOLIS,2362,3434,2783,8970,6187,76,315
BA,33510,BAIXA GRANDE,4037,4362,5379,14747,9368,205,764
BA,33529,BANZAE,2668,3260,3268,9587,6319,75,316
BA,33537,BARRA,7971,8447,8472,26214,17742,180,1144
BA,33553,BARRA DA ESTIVA,3283,5781,3622,13287,9665,127,474
BA,33570,BARRA DO CHOCA,5348,6226,6361,19003,12642,204,864
BA,33596,BARRA DO MENDES,4437,2407,4772,12046,7274,82,348
BA,33618,BARRA DO ROCHA,1704,846,3322,6079,2757,41,166
BA,33634,BARREIRAS,37536,10751,18074,68311,50237,557,1393
BA,33650,GOVERNADOR LOMANTO JUNIOR,1839,1388,2251,5698,3447,41,179
BA,33677,BELMONTE,3626,3482,6954,14716,7762,119,535
BA,33693,BELO CAMPO,3114,3933,3684,11237,7553,86,420
BA,33715,BIRITINGA,3444,3018,3258,10471,7213,110,641
BA,33731,BOA NOVA,1978,3979,4368,10866,6498,93,448
BA,33758,BOA VISTA DO TUPIM,4643,3207,4154,12681,8527,121,556
BA,33774,BOM JESUS DA LAPA,11102,9315,13032,34846,21814,355,1042
BA,33782,BOM JESUS DA SERRA,1234,2483,2181,6159,3978,37,224
BA,33790,BONINAL,2194,3664,2473,8759,6286,79,349
BA,33804,BONITO,2012,2844,2622,7750,5128,44,228
BA,33812,BOQUIRA,5450,4176,5442,15627,10185,102,457
BA,33839,BOTUPORA,2571,1827,2848,7647,4799,85,316
BA,33855,BREJOES,3094,2602,3140,9355,6215,90,429
BA,33871,BREJOLANDIA,2166,2322,2336,7137,4801,82,231
BA,33898,BROTAS DE MACAUBAS,2958,3042,2963,9331,6368,55,313
BA,33910,BRUMADO,18202,10986,10810,41620,30810,370,1252
BA,33936,BUERAREMA,5045,3950,5899,15605,9706,135,576
BA,33952,CAATIBA,1482,1848,2807,6402,3595,28,237
BA,33960,CABACEIRAS DO PARAGUACU,2256,3922,2923,9637,6714,93,443
BA,33979,CACHOEIRA,10444,3570,6883,21968,15085,314,757
BA,33995,CACULE,4517,4938,4253,14327,10074,140,479
BA,34010,CAEM,3681,1899,3963,10040,6077,85,412
BA,34029,CAETANOS,843,3123,2463,6715,4252,29,257
BA,34037,CAETITE,11183,9233,10192,32193,22001,289,1296
BA,34053,CAFARNAUM,2145,4352,3227,10155,6928,98,333
BA,34070,CAIRU,2031,2226,2151,6660,4509,62,190
BA,34096,CALDEIRAO GRANDE,2314,1689,2504,6867,4363,68,292
BA,34118,CAMACAN,7311,4299,9446,21920,12474,232,632
BA,34134,CAMACARI,71970,12778,25734,115818,90084,1724,3612
BA,34150,CAMAMU,3942,5688,8425,18901,10476,165,681
BA,34177,CAMPO ALEGRE DE LOURDES,6860,4289,5830,17833,12003,137,717
BA,34193,CAMPO FORMOSO,12821,13635,15083,43343,28260,368,1436
BA,34215,CANAPOLIS,1943,2569,2344,7218,4874,36,326
BA,34231,CANARANA,4579,5162,4506,14829,10323,137,445
BA,34258,CANAVIEIRAS,7855,4840,10604,24268,13664,194,775
BA,34274,CANDEAL,3193,1842,2385,7872,5487,63,389
BA,34290,CANDEIAS,35291,3659,10603,51418,40815,661,1204
BA,34312,CANDIBA,3442,2884,2753,9575,6822,145,351
BA,34339,CANDIDO SALES,4660,5761,7129,18249,11120,189,510
BA,34355,CANSANCAO,6430,6971,6944,21451,14507,226,880
BA,34363,CARAIBAS,1709,2404,5061,9456,4395,57,225
BA,34371,CARAVELAS,5148,2534,5485,13866,8381,118,581
BA,34398,CARDEAL DA SILVA,2195,822,2031,5266,3235,38,180
BA,34410,CARINHANHA,6618,3653,5336,16285,10949,102,576
BA,34436,CASA NOVA,14990,10105,11783,38869,27086,420,1571
BA,34452,CASTRO ALVES,6402,5789,7473,20553,13080,199,690
BA,34479,CATOLANDIA,1031,657,555,2352,1797,28,81
BA,34495,CATU,20837,5232,7788,35737,27949,565,1315
BA,34509,CATURAMA,1699,2258,2385,6621,4236,58,221
BA,34517,CENTRAL,5711,2759,2267,11232,8965,108,387
BA,34533,CHORROCHO,2365,2385,2283,7416,5133,63,320
BA,34550,CICERO DANTAS,7483,7739,6941,23418,16477,286,969
BA,34576,CIPO,3290,3473,3847,11144,7297,84,450
BA,34592,COARACI,5638,4672,6998,18035,11037,154,573
BA,34614,COCOS,2243,4090,4443,11320,6877,110,434
BA,34630,CONCEICAO DA FEIRA,6737,1626,2871,11950,9079,235,481
BA,34657,CONCEICAO DO ALMEIDA,5860,2456,3209,12201,8992,136,540
BA,34673,CONCEICAO DO COITE,15206,12300,11019,40358,29339,476,1357
BA,34690,CONCEICAO DO JACUIPE,9106,3908,5158,19118,13960,236,710
BA,34711,CONDE,4222,2779,3839,11477,7638,126,511
BA,34738,CONDEUBA,3588,5221,4885,14405,9520,120,591
BA,34754,CONTENDAS DO SINCORA,752,1291,1561,3731,2170,21,106
BA,34770,CORACAO DE MARIA,7003,4225,5052,17284,12232,230,774
BA,34797,CORDEIROS,1009,2612,2279,6223,3944,59,264
BA,34819,CORIBE,3853,2467,3419,10213,6794,119,355
BA,34835,CORONEL JOAO SA,2598,3768,3318,10124,6806,56,384
BA,34851,CORRENTINA,6301,6305,6883,20519,13636,182,848
BA,34878,COTEGIPE,2731,2468,3091,8728,5637,57,381
BA,34894,CRAVOLANDIA,1098,1590,891,3851,2960,53,219
BA,34916,CRISOPOLIS,3805,4084,4527,13056,8529,118,522
BA,34932,CRISTOPOLIS,2222,4053,2940,9634,6694,50,369
BA,34959,CRUZ DAS ALMAS,20013,5821,8565,35894,27329,543,952
BA,34975,CURACA,7672,4362,5829,18880,13051,216,801
BA,34991,DARIO MEIRA,1880,2310,2715,7375,4660,70,400
BA,35017,DOM BASILIO,1359,4407,2108,8180,6072,58,248
BA,35033,DOM MACEDO COSTA,1459,815,681,3133,2452,33,145
BA,35050,ELISIO MEDRADO,2428,1789,2202,6782,4580,98,265
BA,35076,ENCRUZILHADA,3191,4586,6365,14811,8446,92,577
BA,35092,ENTRE RIOS,9011,5689,8656,24638,15982,316,966
BA,35114,ESPLANADA,7033,5199,6530,19756,13226,238,756
BA,35130,EUCLIDES DA CUNHA,11760,12707,11988,38219,26231,313,1451
BA,35149,FEIRA DA MATA,1115,1442,1301,3997,2696,24,115
BA,35157,FEIRA DE SANTANA,157090,61733,61038,295307,234269,4327,11119
BA,35173,FIRMINO ALVES,956,1105,1558,3785,2227,33,133
BA,35190,FLORESTA AZUL,1816,2934,2004,7126,5122,72,300
BA,35211,FORMOSA DO RIO PRETO,3454,3477,5497,12878,7381,47,403
BA,35238,GANDU,5100,5909,8347,20222,11875,216,650
BA,35254,GENTIO DO OURO,2586,2579,2168,7699,5531,78,288
BA,35270,GLORIA,4940,1975,1811,9166,7355,102,338
BA,35297,GONGOGI,1291,1406,3327,6253,2926,41,188
BA,35319,GOVERNADOR MANGABEIRA,5650,3360,4618,14295,9677,190,477
BA,35335,GUANAMBI,17946,13868,11577,45349,33772,441,1517
BA,35351,GUARATINGA,5339,2423,6759,15223,8464,123,579
BA,35378,IACU,5502,5511,7778,19588,11810,165,632
BA,35394,IBIASSUCE,1669,3212,2231,7459,5228,57,290
BA,35416,IBICARAI,5348,6244,8726,21103,12377,166,619
BA,35432,IBICOARA,2350,2438,2470,7743,5273,125,360
BA,35459,IBICUI,2845,2863,4382,10599,6217,110,399
BA,35475,IBIPEBA,5991,1961,4144,12536,8392,122,318
BA,35491,SANTA RITA DE CASSIA,5446,5804,4979,17014,12035,191,594
BA,35513,IBIPITANGA,1410,4240,4927,10942,6015,75,290
BA,35530,IBIQUERA,1452,557,1394,3581,2187,18,160
BA,35556,IBIRAPITANGA,4128,2955,8093,15791,7698,120,495
BA,35572,IBIRAPUA,1521,1561,2259,5571,3312,51,179
BA,35599,IBIRATAIA,4294,3402,6536,14992,8456,147,613
BA,35610,IBITIARA,2874,3729,3702,10773,7071,84,384
BA,35637,IBITITA,6377,2322,4311,13387,9076,93,284
BA,35653,IBOTIRAMA,6405,3948,6443,17575,11132,219,560
BA,35670,ICHU,2586,1194,1389,5402,4013,56,177
BA,35696,IGAPORA,3026,4133,3455,11085,7630,87,384
BA,35700,IGRAPIUNA,1670,1766,3400,7212,3812,87,289
BA,35718,IGUAI,4799,4241,7408,17240,9832,133,659
BA,35734,ILHEUS,54631,18753,31843,109397,77554,1397,2773
BA,35750,INHAMBUPE,8302,4352,8577,22419,13842,246,942
BA,35777,IPECAETA,3114,4647,5097,13581,8484,136,587
BA,35793,IPIAU,10399,6257,11181,29065,17884,308,920
BA,35815,IPIRA,15719,8806,16626,43266,26640,402,1713
BA,35831,IPUPIARA,2524,2064,2192,7016,4824,50,186
BA,35858,IRAJUBA,1509,1562,1716,5009,3293,33,189
BA,35874,IRAMAIA,2300,2417,3856,8927,5071,62,292
BA,35890,IRAQUARA,3792,4699,3906,12960,9054,120,443
BA,35912,IRARA,6424,5804,5801,19113,13312,221,863
BA,35939,IRECE,15976,8108,10658,36247,25589,403,1102
BA,35947,ITABELA,5259,3854,6540,16570,10030,166,751
BA,35955,ITABERABA,17267,8640,13196,40940,27744,512,1325
BA,35971,ITABUNA,48145,44055,37087,134326,97239,1479,3560
BA,35998,ITACARE,2499,2173,4400,9496,5096,106,318
BA,36013,ITAETE,2088,3002,3274,8917,5643,91,462
BA,36030,ITAGI,4793,1277,2819,9383,6564,63,431
BA,36056,ITAGIBA,4388,1715,5124,11796,6672,105,464
BA,36072,ITAGIMIRIM,1393,1790,1841,5296,3455,51,221
BA,36080,ITAGUACU DA BAHIA,3650,1416,3120,8510,5390,57,267
BA,36099,ITAJU DO COLONIA,1778,1190,2800,5990,3190,47,175
BA,36110,ITAJUIPE,5288,4642,6510,17329,10819,216,673
BA,36137,ITAMARAJU,17004,8877,17778,45371,27593,396,1316
BA,36153,ITAMARI,2268,1682,1954,6142,4188,56,182
BA,36170,ITAMBE,3648,5758,6262,16347,10085,123,556
BA,36196,ITANAGRA,1538,731,1917,4429,2512,40,203
BA,36218,ITANHEM,5877,2907,7115,16618,9503,126,593
BA,36234,ITAPARICA,6407,994,3417,11215,7798,97,300
BA,36250,ITAPE,2751,1888,2227,7247,5020,67,314
BA,36277,ITAPEBI,1587,2287,3041,7197,4156,47,235
BA,36293,ITAPETINGA,18251,8617,12749,41429,28680,541,1271
BA,36315,ITAPICURU,4588,5820,7014,18427,11413,163,842
BA,36331,ITAPITANGA,2132,1504,2975,6908,3933,76,221
