STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
MG,49115,OLIVEIRA,685,8534,12,11,6,33,11604,1426,4249,28798,24549,927,1317
MG,49131,OLIVEIRA FORTES,32,875,1,0,0,4,330,63,184,1687,1503,84,114
MG,49158,ONÇA DE PITANGUI,26,832,2,1,0,1,1114,65,429,2617,2188,62,85
MG,49174,OURO BRANCO,627,10106,7,7,12,21,6849,1357,3383,23978,20595,673,948
MG,49190,OURO FINO,275,4385,5,1,7,16,12241,716,3653,22752,19099,647,813
MG,49212,OURO PRETO,1567,23467,36,34,23,62,12812,2438,7609,52441,44832,1797,2619
MG,49239,OURO VERDE DE MINAS,136,1981,2,2,2,7,1326,26,1139,5110,3971,86,405
MG,49255,PADRE PARAÍSO,224,4831,5,3,2,20,3561,124,4151,14017,9866,216,882
MG,49271,PAINEIRAS,39,1379,0,0,0,1,1499,104,848,4139,3291,129,140
MG,49298,PAINS,75,1605,3,2,1,3,3180,148,669,6019,5350,116,218
MG,49310,PAIVA,38,755,0,1,1,2,258,65,158,1396,1238,45,74
MG,49336,PALMA,92,2156,4,0,1,14,1490,125,757,4989,4232,125,226
MG,49352,FRONTEIRA DOS VALES,34,1726,2,0,0,8,863,41,1231,4206,2975,73,228
MG,49379,PAPAGAIOS,99,4638,3,3,0,5,2989,193,1257,9764,8507,265,312
MG,49395,PARACATU,601,16542,7,12,4,45,23704,1282,8822,53837,45015,1352,1470
MG,49417,PARÁ DE MINAS,1285,15156,28,30,28,62,23290,2786,6585,54135,47550,2189,2724
MG,49433,PARAGUAÇU,151,4526,5,4,0,11,6891,333,2265,14924,12659,338,400
MG,49450,PARAISÓPOLIS,175,2977,3,2,2,13,7446,644,2216,14342,12126,367,499
MG,49476,PARAOPEBA,181,6681,3,7,4,13,4748,471,2456,15698,13242,526,612
MG,49492,PASSABÉM,21,521,0,1,0,2,526,31,268,1505,1237,34,101
MG,49514,PASSA QUATRO,259,4295,3,2,1,21,4201,388,1766,11784,10018,319,530
MG,49530,PASSA TEMPO,104,2259,5,3,2,11,2238,196,1368,6814,5446,287,343
MG,49557,PASSA VINTE,38,582,1,0,1,3,728,90,187,1746,1559,39,78
MG,49573,PASSOS,1366,29335,9,15,6,34,23435,2410,11393,71791,60398,1714,2080
MG,49590,PATOS DE MINAS,1362,24311,21,21,22,78,44453,3312,16401,95320,78919,2532,2829
MG,49611,PATROCÍNIO,807,17072,19,15,15,53,20675,2508,8965,54733,45768,2014,2605
MG,49638,PATROCÍNIO DO MURIAÉ,60,1539,1,12,2,5,1453,150,597,4095,3498,86,192
MG,49654,PAULA CÂNDIDO,134,3007,6,0,0,10,1696,178,1355,6950,5595,157,407
MG,49670,PAULISTAS,42,1523,2,0,0,6,994,47,812,3746,2934,67,253
MG,49697,PAVÃO,112,2521,1,1,0,5,1579,50,1194,5946,4752,88,395
MG,49719,PEÇANHA,162,3702,7,2,0,17,3481,165,4091,12722,8631,304,791
MG,49735,PEDRA AZUL,287,7510,2,1,6,32,3672,184,5179,18413,13234,276,1270
MG,49751,PEDRA DO ANTA,38,1331,0,2,0,10,914,62,649,3331,2682,103,222
MG,49778,PEDRA DO INDAIÁ,26,825,1,0,0,2,1589,76,370,3141,2771,115,137
MG,49794,PEDRA DOURADA,37,836,0,0,0,2,439,46,224,1667,1443,22,61
MG,49816,PEDRALVA,125,2328,2,1,1,7,3975,274,1562,8851,7289,265,312
MG,49832,PEDRINÓPOLIS,31,736,1,0,1,6,1330,55,405,2716,2311,59,93
MG,49859,PEDRO LEOPOLDO,930,16284,11,15,15,75,12337,2182,4808,39855,35047,1336,1877
MG,49875,PEDRO TEIXEIRA,31,805,2,0,0,2,470,75,194,1675,1481,34,62
MG,49891,PEQUERI,74,850,0,0,1,8,951,158,403,2612,2209,43,125
MG,49913,PEQUI,48,1056,0,0,1,1,1122,159,347,2959,2612,66,160
MG,49930,PERDIGÃO,87,1034,4,0,0,3,2602,157,794,5197,4403,237,279
MG,49956,PERDIZES,89,2061,2,1,3,4,4632,174,2270,9682,7412,168,281
MG,49972,PERDÕES,230,5319,2,7,6,10,5117,421,2206,14751,12545,645,794
MG,49999,PESCADOR,40,1533,2,0,1,1,577,30,715,3141,2426,34,209
MG,50016,PIAU,57,1140,1,0,2,2,815,131,316,2685,2369,109,114
MG,50032,PIEDADE DE PONTE NOVA,42,1537,1,0,0,4,785,73,430,3132,2702,81,179
MG,50059,PIEDADE DO RIO GRANDE,133,1203,1,1,1,6,1258,134,852,3986,3134,132,266
MG,50075,PIEDADE DOS GERAIS,30,1200,0,3,0,12,1529,83,511,3699,3188,191,140
MG,50091,PIMENTA,60,1644,3,1,3,8,2575,130,927,5954,5027,363,243
MG,50113,PIRACEMA,96,2050,2,3,1,6,1760,137,506,5126,4620,277,289
MG,50130,PIRAJUBA,13,993,0,1,0,2,1116,30,550,2833,2283,50,78
MG,50156,PIRANGA,258,4076,4,5,3,29,3541,244,3563,13213,9650,444,1049
MG,50172,PIRANGUÇU,36,956,0,0,0,4,2075,80,722,4116,3394,82,161
MG,50199,PIRANGUINHO,47,1961,2,1,1,4,2448,193,876,5859,4983,116,211
MG,50210,PIRAPETINGA,78,4469,1,3,2,5,2119,240,1361,8948,7587,245,427
MG,50237,PIRAPORA,552,14378,21,12,8,33,8516,2002,8078,35941,27863,905,1444
MG,50253,PIRAÚBA,119,3686,2,4,2,9,2542,139,1427,8451,7024,166,357
MG,50270,PITANGUI,381,5602,7,5,5,18,7159,958,2925,18288,15363,545,688
MG,50296,PIUMHI,330,7115,13,6,3,19,8590,716,4021,22577,18556,770,997
MG,50318,PLANURA,45,2676,3,0,1,5,2264,213,1444,6989,5545,145,194
MG,50334,POÇO FUNDO,124,3382,2,3,0,7,5343,260,1757,11802,10045,532,392
MG,50350,POÇOS DE CALDAS,1933,27956,32,33,39,75,44841,3718,16041,100865,84824,2307,3929
MG,50377,POCRANE,85,2614,2,2,1,5,2411,57,1300,7006,5706,159,371
MG,50393,POMPÉU,363,6802,7,2,4,15,6452,564,3540,19663,16123,869,1049
MG,50415,PONTE NOVA,980,19788,17,18,7,43,9797,1750,8132,42979,34847,1110,1344
MG,50431,PORTEIRINHA,312,12830,13,2,25,25,5552,398,7566,28818,21252,691,1429
MG,50458,PORTO FIRME,118,2840,5,2,1,10,1674,96,1198,6583,5385,217,423
MG,50474,POTÉ,177,4242,4,3,1,14,2677,97,3154,11418,8264,177,873
MG,50490,POUSO ALEGRE,1590,27484,29,27,9,55,32626,3599,11722,82301,70579,2112,3057
MG,50512,POUSO ALTO,96,1275,2,1,0,8,2410,145,827,5091,4264,136,191
MG,50539,PRADOS,117,1912,5,3,2,15,2463,188,719,6141,5422,319,400
MG,50555,PRATA,172,7172,2,4,1,5,6338,379,4081,18986,14905,383,450
MG,50571,PRATÁPOLIS,100,2201,3,0,0,3,2878,167,968,6821,5853,215,286
MG,50598,PRATINHA,33,378,1,0,0,1,1367,91,423,2483,2060,87,102
MG,50610,PRESIDENTE BERNARDES,91,1647,1,1,2,13,1646,76,941,4793,3852,87,290
MG,50636,PRESIDENTE JUSCELINO,26,1694,0,1,0,0,734,38,1041,3778,2737,53,191
MG,50652,PRESIDENTE KUBITSCHEK,33,1154,3,1,0,2,541,16,465,2449,1984,47,187
MG,50679,PRESIDENTE OLEGÁRIO,134,3690,12,2,2,18,6601,317,2870,14540,11670,308,588
MG,50695,ALTO JEQUITIBÁ,86,1732,2,6,1,7,2832,115,1182,6347,5165,127,258
MG,50717,PRUDENTE DE MORAIS,82,2342,2,3,1,8,2444,171,980,6620,5640,285,303
MG,50733,QUARTEL GERAL,39,813,0,0,0,2,1094,72,410,2639,2229,112,97
MG,50750,QUELUZITO,35,860,3,2,0,3,563,96,251,1981,1730,62,106
MG,50776,RAPOSOS,190,6801,2,9,7,9,1969,462,1380,11509,10129,288,399
MG,50792,RAUL SOARES,201,7413,8,3,1,18,4701,400,4884,19147,14263,646,873
MG,50814,RECREIO,70,3114,1,0,1,8,2268,197,922,6992,6070,134,278
MG,50830,RESENDE COSTA,159,2684,6,5,5,18,2949,319,1335,8029,6694,247,307
MG,50857,RESPLENDOR,136,4699,1,1,2,11,4217,163,2120,11856,9736,229,279
MG,50873,RESSAQUINHA,64,1719,6,3,0,6,1231,143,370,3773,3403,86,145
MG,50890,RIACHO DOS MACHADOS,99,3538,2,2,0,9,926,40,1768,6835,5067,100,351
MG,50911,RIBEIRÃO DAS NEVES,1902,73395,64,90,96,133,31439,7014,24220,149990,125770,5427,6306
MG,50938,RIBEIRÃO VERMELHO,90,1106,2,0,1,2,1065,165,428,3083,2655,70,155
MG,50954,RIO ACIMA,123,2759,0,19,2,3,1909,442,861,6548,5687,206,226
MG,50970,RIO CASCA,158,4966,3,2,1,12,2769,217,1989,11069,9080,328,625
MG,50997,RIO DOCE,34,966,1,0,2,0,520,39,281,1969,1688,41,87
MG,51012,RIO DO PRADO,53,1996,1,0,1,5,654,28,1191,4327,3136,88,311
MG,51039,RIO ESPERA,47,1239,2,1,2,11,2465,108,1253,5553,4300,158,269
MG,51055,RIO MANSO,48,1357,1,6,0,3,1208,96,432,3494,3062,142,201
MG,51071,RIO NOVO,152,2538,3,1,1,7,2267,329,1307,7168,5861,223,341
MG,51098,RIO PARANAÍBA,107,2220,4,3,0,9,3356,184,1649,8331,6682,355,444
MG,51110,RIO PARDO DE MINAS,199,8650,15,3,4,26,3585,134,4025,18428,14403,355,1436
MG,51136,RIO PIRACICABA,190,5356,7,2,0,17,2580,273,2208,11467,9259,323,511
MG,51152,RIO POMBA,277,4998,6,3,1,20,3584,665,2392,13078,10686,470,663
MG,51179,RIO PRETO,149,1821,3,2,1,8,1524,167,691,4602,3911,52,185
MG,51195,RIO VERMELHO,152,4088,6,2,2,13,2103,94,3391,10962,7571,245,868
MG,51217,RITÁPOLIS,53,1148,3,0,0,6,1736,175,542,4017,3475,142,212
MG,51233,ROCHEDO DE MINAS,41,805,0,0,0,3,560,63,213,1792,1579,28,79
MG,51250,RODEIRO,60,2325,2,2,1,6,1124,126,583,4615,4032,135,252
MG,51276,ROMARIA,25,1135,0,0,1,1,1032,65,583,3012,2429,78,93
MG,51292,RUBELITA,55,2672,3,1,1,10,1305,49,2296,7206,4910,97,718
MG,51314,RUBIM,108,1862,0,2,0,24,2402,131,2414,7741,5327,155,643
MG,51330,SABARÁ,1733,33643,27,48,55,81,17712,5667,10152,76523,66371,3640,3820
MG,51357,SABINÓPOLIS,167,4338,3,2,3,9,2373,160,3373,11666,8293,384,857
MG,51373,SACRAMENTO,244,3887,5,0,3,8,8545,548,3099,17015,13916,227,452
MG,51390,SALINAS,305,10649,9,5,2,26,7320,307,6872,27668,20796,543,1632
MG,51411,SALTO DA DIVISA,52,1855,3,2,4,6,1125,48,1663,5189,3526,47,388
MG,51438,SANTA BÁRBARA,327,10748,13,2,0,20,3463,632,3046,19520,16474,528,741
MG,51454,SANTA BÁRBARA DO TUGÚRIO,61,1509,0,0,3,2,1484,77,420,3825,3405,87,185
MG,51470,SANTA CRUZ DO ESCALVADO,54,2182,0,2,0,3,723,47,773,4151,3378,84,283
MG,51497,SANTA EFIGÊNIA DE MINAS,45,1132,2,2,0,5,921,29,1205,3784,2579,112,331
MG,51519,SANTA FÉ DE MINAS,33,1508,2,0,0,3,544,16,1047,3265,2218,25,87
MG,51535,SANTA JULIANA,42,2069,2,1,1,6,3087,100,1182,6899,5717,203,207
MG,51551,SANTA LUZIA,2147,57901,48,55,79,130,31968,8537,19790,130422,110632,4770,5076
MG,51578,SANTA MARGARIDA,112,4118,1,1,0,8,3859,90,1648,10646,8998,314,495
MG,51594,SANTA MARIA DE ITABIRA,120,2898,13,1,1,5,2402,144,1509,7683,6174,172,419
MG,51616,SANTA MARIA DO SALTO,35,1822,1,2,0,4,970,40,958,4203,3245,104,267
MG,51632,SANTA MARIA DO SUAÇUÍ,156,4011,6,2,5,10,2441,147,3932,11663,7731,181,777
MG,51659,SANTANA DA VARGEM,70,2607,2,0,0,5,1841,111,1088,6110,5022,186,200
MG,51675,SANTANA DE CATAGUASES,35,943,0,1,0,8,1287,52,260,2777,2517,52,139
MG,51691,SANTANA DE PIRAPAMA,81,3254,6,0,1,7,1402,140,1296,6632,5336,159,287
MG,51713,SANTANA DO DESERTO,67,1348,0,1,0,5,799,162,387,2967,2580,71,127
MG,51730,SANTANA DO GARAMBÉU,21,690,1,0,0,2,746,22,220,1826,1606,45,79
MG,51756,SANTANA DO JACARÉ,93,1464,1,1,3,7,876,61,510,3479,2969,179,287
MG,51772,SANTANA DO MANHUAÇU,52,2409,0,0,0,4,1974,67,1565,6456,4891,200,185
MG,51799,SANTANA DO RIACHO,49,1456,2,4,0,6,817,128,784,3529,2745,99,184
MG,51810,SANTANA DOS MONTES,32,898,1,3,0,5,1450,75,449,3255,2806,164,178
MG,51837,SANTA RITA DE CALDAS,59,2124,0,0,0,2,3268,163,1074,7083,6009,134,259
MG,51853,SANTA RITA DE JACUTINGA,57,1443,1,1,1,8,1691,123,558,4167,3609,89,196
MG,51870,SANTA RITA DO IBITIPOCA,49,1105,1,1,0,2,1040,70,515,3006,2491,61,162
MG,51896,SANTA RITA DO ITUETO,28,1769,1,0,0,0,1596,48,1229,4824,3595,45,108
MG,51918,SANTA RITA DO SAPUCAÍ,408,5235,8,3,2,26,13648,762,3759,25588,21829,790,949
MG,51934,SANTA ROSA DA SERRA,34,1003,1,1,1,5,763,69,451,2477,2026,70,80
MG,51950,SANTA VITÓRIA,91,5951,3,1,1,6,3791,315,1962,12669,10707,193,356
MG,51977,SANTO ANTÔNIO DO AMPARO,154,6144,5,5,1,11,2700,155,1783,11931,10148,451,523
MG,51993,SANTO ANTÔNIO DO AVENTUREIRO,49,1024,0,2,0,4,1243,102,364,3026,2662,90,148
MG,52019,SANTO ANTÔNIO DO GRAMA,43,1217,1,0,0,6,1221,33,808,3573,2765,80,164
MG,52035,SANTO ANTÔNIO DO ITAMBÉ,67,1327,1,0,0,3,523,49,1103,3395,2292,58,264
MG,52051,SANTO ANTÔNIO DO JACINTO,118,3378,3,0,0,18,2532,55,3314,10260,6946,180,662
MG,52078,SANTO ANTÔNIO DO MONTE,185,3500,6,1,3,17,8432,548,2425,16451,14026,648,689
MG,52094,SANTO ANTÔNIO DO RIO ABAIXO,33,668,0,0,0,0,442,23,307,1599,1292,45,81
MG,52116,SANTO HIPÓLITO,22,1371,0,4,0,3,526,44,844,2981,2137,58,109
MG,52132,SANTOS DUMONT,667,19118,10,23,20,46,7657,1438,5792,37077,31285,826,1500
MG,52159,SÃO BENTO ABADE,32,804,0,1,0,0,1600,41,528,3235,2707,82,147
MG,52175,SÃO BRÁS DO SUAÇUÍ,46,1025,2,0,0,2,892,103,282,2595,2313,103,140
MG,52191,SÃO DOMINGOS DO PRATA,191,6257,4,1,5,9,3269,391,2980,14235,11255,295,838
MG,52213,SÃO FRANCISCO,364,16405,18,10,0,23,5395,406,9793,34420,24627,484,1522
MG,52230,SÃO FRANCISCO DE PAULA,50,1623,0,1,2,5,2209,133,934,5340,4406,131,254
MG,52256,SÃO FRANCISCO DE SALES,13,2008,0,0,0,3,1195,34,987,4473,3486,107,126
MG,52272,SÃO FRANCISCO DO GLÓRIA,71,1933,3,2,0,9,1037,81,806,4276,3470,82,252
MG,52299,SÃO GERALDO,103,2460,0,2,1,10,1590,213,951,5866,4915,157,380
MG,52310,SÃO GERALDO DA PIEDADE,47,1368,2,0,0,1,812,38,719,3359,2640,95,277
MG,52337,SÃO GONÇALO DO ABAETÉ,43,1355,2,0,0,4,1625,77,964,4246,3282,69,107
MG,52353,SÃO GONÇALO DO PARÁ,84,2081,2,8,1,3,2719,155,950,6581,5631,266,313
MG,52370,SÃO GONÇALO DO RIO ABAIXO,98,3588,6,3,3,9,1526,168,1073,7036,5963,260,305
MG,52396,SÃO GONÇALO DO SAPUCAÍ,304,5426,1,6,5,10,6896,401,2998,17210,14212,404,764
MG,52418,SÃO GOTARDO,222,3184,6,1,0,9,11485,392,4733,21878,17145,798,1048
MG,52434,SÃO JOÃO BATISTA DO GLÓRIA,54,2050,2,1,0,3,1771,110,815,5108,4293,153,149
MG,52450,SÃO JOÃO DA MATA,56,636,1,0,0,8,1139,57,328,2384,2056,84,75
MG,52477,SÃO JOÃO DA PONTE,194,8471,7,5,0,22,3691,191,5859,20096,14237,312,1344
MG,52493,SÃO JOÃO DEL REI,1568,19523,31,32,31,96,22360,4713,9638,62955,53317,1957,3037
MG,52515,SÃO JOÃO DO ORIENTE,77,2773,3,1,1,8,1677,103,1711,6971,5260,157,461
MG,52531,SÃO JOÃO DO PARAÍSO,281,3908,10,2,4,25,5525,196,4024,15711,11687,551,1189
MG,52558,SÃO JOÃO EVANGELISTA,149,4761,1,1,3,11,2582,179,3988,12580,8592,185,723
MG,52574,SÃO JOÃO NEPOMUCENO,554,7045,12,8,1,22,5739,1134,2911,18832,15921,495,912
MG,52590,SÃO JOSÉ DA SAFIRA,23,1298,0,0,0,3,693,21,937,3169,2232,47,147
MG,52612,SÃO JOSÉ DA VARGINHA,39,891,1,0,2,4,1113,87,427,2825,2398,99,164
MG,52639,SÃO JOSÉ DO ALEGRE,24,787,1,1,1,4,1545,75,500,3174,2674,117,120
MG,52655,SÃO JOSÉ DO DIVINO,26,1484,3,1,0,0,720,32,445,2918,2473,20,187
MG,52671,SÃO JOSÉ DO GOIABAL,72,2032,1,3,3,3,1133,91,733,4494,3761,128,298
MG,52698,SÃO JOSÉ DO JACURI,66,1732,4,0,0,6,1168,53,1448,5036,3588,119,440
MG,52710,SÃO JOSÉ DO MANTIMENTO,25,677,0,0,1,4,833,30,412,2155,1743,76,98
MG,52736,SÃO LOURENÇO,740,4688,13,4,9,34,15326,1874,4760,29486,24726,755,1292
MG,52752,SÃO MIGUEL DO ANTA,95,1998,3,1,1,9,1649,137,600,5076,4476,173,411
MG,52779,SÃO PEDRO DA UNIÃO,36,880,0,2,0,1,1835,74,837,4127,3290,253,209
MG,52795,SÃO PEDRO DOS FERROS,103,2890,3,1,3,3,1688,102,1219,6501,5282,124,368
MG,52817,SÃO PEDRO DO SUAÇUÍ,69,1667,2,1,1,3,983,37,732,3923,3191,57,372
MG,52833,SÃO ROMÃO,45,3027,2,5,0,9,748,67,1857,6137,4280,69,308
MG,52850,SÃO ROQUE DE MINAS,47,885,0,1,0,1,2649,99,981,4998,4017,129,206
MG,52876,SÃO SEBASTIÃO DA BELA VISTA,38,1302,0,2,1,1,1367,59,400,3374,2974,79,126
MG,52892,SÃO SEBASTIÃO DO MARANHÃO,138,2656,2,1,2,8,1894,65,2877,8405,5528,209,555
MG,52914,SÃO SEBASTIÃO DO OESTE,53,1440,4,4,1,3,1390,81,364,3656,3292,120,197
MG,52930,SÃO SEBASTIÃO DO PARAÍSO,837,12935,15,47,8,48,17529,1661,7098,43237,36139,1213,1854
MG,52957,SÃO SEBASTIÃO DO RIO PRETO,16,435,0,0,0,2,503,30,248,1360,1112,37,89
MG,52973,SÃO SEBASTIÃO DO RIO VERDE,21,571,1,1,0,1,803,51,196,1775,1579,45,85
MG,52990,SÃO TIAGO,134,2277,6,2,3,18,3041,450,1328,7898,6570,319,323
MG,53015,SÃO TOMÁS DE AQUINO,69,1466,2,1,2,7,2390,106,916,5295,4379,129,209
MG,53031,SÃO THOMÉ DAS LETRAS,50,1571,0,1,1,10,1861,112,1002,4944,3942,130,207
MG,53058,SÃO VICENTE DE MINAS,109,1377,3,2,0,5,2416,96,1180,5474,4294,91,195
MG,53074,SAPUCAÍ MIRIM,28,1449,1,0,0,4,1791,79,736,4223,3487,45,90
MG,53090,SARDOÁ,48,1327,3,1,0,6,1023,38,1086,3878,2792,120,226
MG,53112,SENADOR CORTES,56,782,0,0,0,9,606,76,281,1935,1654,36,89
MG,53139,SENADOR FIRMINO,113,2869,1,2,0,4,1421,118,1179,6233,5054,135,391
MG,53155,SENADOR JOSÉ BENTO,20,476,0,0,0,3,818,39,329,1805,1476,44,76
MG,53171,SENADOR MODESTINO GONÇALVES,68,1821,1,0,0,5,1095,37,776,4131,3355,70,258
MG,53198,SENHORA DE OLIVEIRA,123,2155,3,1,1,8,1000,95,891,4722,3831,167,279
MG,53210,SENHORA DO PORTO,54,874,2,2,1,10,1088,56,1054,3535,2481,79,316
MG,53236,SENHORA DOS REMÉDIOS,69,2977,1,0,2,10,2460,112,1622,7758,6136,123,384
MG,53252,SERICITA,66,2084,0,1,0,10,2019,51,863,5502,4639,136,272
MG,53279,SERITINGA,22,611,1,2,0,4,565,36,200,1587,1387,28,118
MG,53295,SERRA AZUL DE MINAS,49,1013,2,1,0,11,941,16,987,3340,2353,59,261
MG,53317,SERRA DA SAUDADE,13,206,0,0,0,0,445,22,209,935,726,17,23
MG,53333,SERRA DOS AIMORÉS,56,2616,4,0,0,2,982,61,884,4898,4014,63,230
MG,53350,SERRA DO SALITRE,46,1994,2,1,0,5,3121,134,1408,7065,5657,163,191
MG,53376,SERRANIA,48,2002,0,2,1,5,2019,57,1123,5566,4443,118,192
MG,53392,SERRANOS,22,622,4,0,5,1,750,35,309,1885,1576,35,107
MG,53414,SERRO,228,6586,4,2,0,8,2291,187,4091,14616,10525,302,917
MG,53430,SETE LAGOAS,3965,54138,58,50,80,215,40817,7984,18474,138200,119726,5632,6867
MG,53457,SILVEIRÂNIA,42,1028,1,0,0,7,503,41,217,1989,1772,33,117
MG,53473,SILVIANÓPOLIS,46,1075,2,1,1,2,2374,87,944,4820,3876,107,182
MG,53490,SIMÃO PEREIRA,44,997,2,0,0,4,745,113,372,2433,2061,49,107
MG,53511,SIMONÉSIA,162,4383,1,1,3,18,4515,122,2723,12831,10108,379,527
MG,53538,SOBRÁLIA,34,1747,3,0,1,5,1173,55,839,4198,3359,61,281
MG,53554,SOLEDADE DE MINAS,69,1068,0,1,0,6,2105,131,627,4245,3618,92,146
MG,53570,TABULEIRO,41,1205,0,0,0,4,1333,98,681,3696,3015,106,228
MG,53597,TAIOBEIRAS,257,7163,10,3,3,16,7825,272,5508,22694,17186,366,1274
MG,53619,TAPIRA,38,571,0,0,1,3,1746,100,541,3182,2641,53,130
MG,53635,TAPIRAÍ,19,560,1,0,0,1,891,61,380,2012,1632,39,60
MG,53651,TAQUARAÇU DE MINAS,35,1284,0,0,1,5,1123,84,474,3236,2762,85,146
MG,53678,TARUMIRIM,114,4188,3,0,0,2,3231,81,3050,11375,8325,206,500
MG,53694,TEIXEIRAS,146,3547,1,2,3,13,2746,260,1372,8964,7592,297,580
MG,53716,TEÓFILO OTONI,1657,40000,25,25,19,99,24328,1833,25119,99603,74484,2107,4410
MG,53732,TIMÓTEO,1171,26873,20,95,6,34,12813,2721,8689,55222,46533,1227,1579
MG,53759,TIRADENTES,132,1348,0,1,2,5,2237,274,840,5333,4493,206,290
MG,53775,TIROS,38,834,3,0,0,5,2690,81,1953,6112,4159,139,369
MG,53791,TOCANTINS,149,4717,4,0,3,6,4209,252,1692,11955,10263,363,563
MG,53813,TOLEDO,22,1173,1,2,0,6,1916,75,687,4145,3458,92,171
MG,53830,TOMBOS,100,2302,2,1,0,15,2690,186,1512,7213,5701,120,285
MG,53856,TRÊS CORAÇÕES,1161,13827,22,12,9,59,20507,2824,7285,49427,42142,1585,2145
MG,53872,TRÊS PONTAS,728,13732,14,13,6,70,13272,1123,6076,37769,31693,1450,1291
MG,53899,TUMIRITINGA,31,1951,1,0,1,4,977,66,1030,4256,3226,52,144
MG,53910,TUPACIGUARA,178,7682,3,2,4,12,6149,448,3057,18538,15481,432,575
MG,53937,TURMALINA,190,5070,4,5,3,7,2842,153,3124,12262,9138,289,578
MG,53953,TURVOLÂNDIA,24,724,3,0,0,9,1655,117,556,3405,2849,158,159
MG,53970,UBÁ,1250,32761,29,14,9,41,12353,2362,8292,61222,52930,1715,2405
MG,53996,UBAÍ,94,3619,1,0,0,13,1847,49,2503,8690,6187,96,468
MG,54011,UBERABA,3593,68375,82,47,57,172,68390,10346,32884,198520,165636,5301,9330
MG,54038,UBERLÂNDIA,7519,157774,131,122,142,420,101945,23609,54228,373744,319516,9957,18039
MG,54054,UMBURATIBA,27,1028,2,0,0,0,469,23,393,2108,1715,53,113
MG,54070,UNAÍ,598,12334,12,8,6,39,24630,1230,11092,52858,41766,1145,1770
MG,54097,URUCÂNIA,108,3086,8,3,7,11,2298,137,1567,7906,6339,176,512
MG,54119,VARGEM BONITA,18,757,0,0,1,0,766,35,361,2055,1694,52,66
MG,54135,VARGINHA,2129,23645,52,32,26,95,36865,4512,10732,83598,72866,2505,3031
MG,54151,VÁRZEA DA PALMA,243,10763,6,4,3,29,6269,612,5411,25186,19775,662,1187
MG,54178,VARZELÂNDIA,178,4507,3,4,4,13,3488,120,3866,13311,9445,335,797
MG,54194,VAZANTE,201,5976,7,3,5,14,4486,590,3363,15684,12321,532,512
MG,54216,WENCESLAU BRAZ,26,681,1,1,0,2,915,130,249,2159,1910,57,97
MG,54232,VERÍSSIMO,17,750,0,0,1,0,930,56,464,2377,1913,72,88
MG,54259,VESPASIANO,874,26834,16,41,34,81,13458,2647,9193,57328,48135,1997,2187
MG,54275,VIÇOSA,1818,20982,21,22,18,58,11671,2544,8044,49231,41187,1802,2269
MG,54291,VIEIRAS,82,1559,2,0,0,4,860,51,354,3134,2780,56,166
MG,54313,MATHIAS LOBATO,16,1330,2,0,0,0,604,44,480,2663,2183,31,156
MG,54330,VIRGEM DA LAPA,124,3764,3,1,1,17,1881,61,3350,9920,6570,132,587
MG,54356,VIRGÍNIA,58,2600,3,0,2,3,2200,139,1267,6620,5353,127,223
MG,54372,VIRGINÓPOLIS,124,2666,3,4,2,9,2174,161,2494,8405,5911,253,517
MG,54399,VIRGOLÂNDIA,56,2181,2,0,2,3,691,32,1392,4682,3290,69,256
MG,54410,VISCONDE DO RIO BRANCO,716,11498,15,7,7,37,7745,993,3532,26682,23150,1039,1100
MG,54437,VOLTA GRANDE,99,1723,0,0,1,3,857,84,914,3974,3060,96,198
MG,54453,ITAÚ DE MINAS,177,3070,9,2,0,5,5054,529,1848,11524,9676,352,478
MS,55000,NOVA ALVORADA DO SUL,43,2837,0,1,1,4,3501,182,1530,8385,6855,80,207
MS,55018,ALCINÓPOLIS,48,503,0,1,0,3,1731,52,500,2987,2487,24,125
MS,55026,LAGUNA CARAPÃ,69,1044,1,2,0,10,1840,56,524,3699,3175,12,141
MS,55034,JAPORÃ,36,1555,3,1,0,4,1513,43,1034,4482,3448,60,233
MS,55042,NOVO HORIZONTE DO SUL,41,1171,1,1,1,5,1679,67,1080,4311,3231,67,199
MS,55069,FIGUEIRÃO,10,289,0,0,0,4,1018,37,316,1775,1459,9,92
MS,90034,ÁGUA CLARA,75,2306,27,1,0,5,3624,201,2180,8835,6655,84,332
MS,90115,AMAMBAÍ,345,6450,6,6,2,26,8656,520,4313,21232,16919,205,705
MS,90131,ANASTÁCIO,182,6076,4,5,1,8,6016,673,3272,16890,13618,154,500
MS,90158,ANAURILÂNDIA,41,1535,2,0,1,7,2886,127,1181,6045,4864,36,230
MS,90174,ANTÔNIO JOÃO,89,1878,1,2,2,6,2450,152,972,5829,4857,40,239
MS,90190,APARECIDA DO TABOADO,187,3966,2,4,0,13,6442,321,2501,14253,11752,225,592
MS,90212,AQUIDAUANA,378,11146,7,10,1,29,10888,1721,6908,32245,25337,278,880
MS,90298,BANDEIRANTES,51,1202,1,2,1,7,2158,165,558,4423,3865,37,242
MS,90379,BATAGUASSU,133,4022,5,5,1,14,5317,452,2499,13106,10607,165,494
