STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_PSTU_16,VOTES_PCB_21,VOTES_DC_27,VOTES_PRTB_28,VOTES_PCO_29,VOTES_PV_43,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
SC,81698,JABORÁ,1307,2,1,3,10,0,232,1326,48,324,3440,3116,79,108
SC,81701,CHAPADÃO DO LAGEADO,947,1,0,0,3,0,92,746,22,198,2140,1942,51,80
SC,81710,JACINTO MACHADO,2382,11,2,5,11,0,514,4036,67,1065,8642,7577,252,297
SC,81728,BALNEÁRIO ARROIO DO SILVA,2390,3,0,1,1,0,865,2026,36,1129,6757,5628,89,217
SC,81736,JAGUARUNA,5411,6,2,10,3,0,1253,3484,68,1775,12631,10856,232,387
SC,81744,BALNEÁRIO GAIVOTA,2107,2,1,1,4,1,656,1803,23,1080,5999,4919,105,216
SC,81752,JARAGUÁ DO SUL,37205,69,26,64,47,11,11717,32374,1368,12571,101270,88699,2469,3349
SC,81760,BARRA BONITA,851,0,0,0,0,0,108,570,22,179,1837,1658,40,67
SC,81779,JOAÇABA,5562,7,3,22,9,3,2235,8767,219,3314,21093,17779,367,585
SC,81787,BRUNÓPOLIS,1198,4,0,6,5,0,119,670,22,244,2417,2173,30,119
SC,81795,JOINVILLE,85492,263,99,357,145,32,52660,145858,5163,44308,357956,313648,9176,14403
SC,81809,LUZERNA,1474,4,1,4,1,1,424,1866,85,346,4442,4096,83,153
SC,81817,LACERDÓPOLIS,714,0,0,8,5,2,159,656,43,219,1924,1705,61,57
SC,81825,ZORTÉA,1071,2,0,0,3,1,111,688,30,167,2204,2037,38,93
SC,81833,LAGES,24738,40,26,69,36,6,10877,54605,781,19504,116992,97488,2303,4007
SC,81850,LAGUNA,12030,23,10,29,14,7,4149,14410,304,5422,38459,33037,799,1262
SC,81876,LAURENTINO,1616,9,9,2,11,8,300,1816,50,442,4648,4206,204,181
SC,81892,LAURO MÜLLER,3073,13,0,6,3,0,1052,5327,80,1410,11662,10252,263,435
SC,81914,LEBON RÉGIS,3362,3,2,10,1,1,409,2475,28,1906,8808,6902,222,389
SC,81930,LEOBERTO LEAL,1341,4,2,3,10,1,114,910,22,234,2837,2603,63,133
SC,81957,LONTRAS,3135,3,0,3,2,0,361,2222,40,972,7211,6239,237,236
SC,81973,LUÍS ALVES,2421,6,1,5,3,1,332,3438,119,823,7549,6726,138,262
SC,81990,MAFRA,8970,29,11,43,29,10,3687,18922,402,5992,40806,34814,1223,1488
SC,82015,MAJOR GERCINO,1008,1,2,2,3,2,140,1018,46,398,2781,2383,74,87
SC,82031,MAJOR VIEIRA,2126,4,3,9,3,2,251,1959,74,484,5241,4757,110,216
SC,82058,MARAVILHA,7026,5,8,10,20,0,1175,4807,96,1880,15953,14073,394,532
SC,82066,MAREMA,971,0,0,3,11,1,66,551,25,235,1959,1724,47,49
SC,82074,MASSARANDUBA,4137,7,2,16,13,4,486,4891,111,1367,11658,10291,238,386
SC,82090,MATOS COSTA,912,2,1,2,3,1,95,657,11,603,2408,1805,36,85
SC,82112,MELEIRO,1495,7,1,3,0,1,359,2811,41,608,5632,5024,122,184
SC,82139,MODELO,1332,1,2,8,4,1,117,1045,28,247,2966,2719,51,130
SC,82155,MONDAÍ,3590,2,1,9,12,2,392,1642,56,733,6835,6102,136,260
SC,82171,MONTE CASTELO,2267,2,1,10,4,1,410,2115,69,1337,6612,5275,169,227
SC,82198,MORRO DA FUMAÇA,4155,1,4,3,7,0,1295,3921,91,1172,11453,10281,306,498
SC,82210,NAVEGANTES,11691,26,10,47,15,2,4118,12398,318,6310,36907,30597,853,1119
SC,82236,NOVA ERECHIM,1444,1,0,3,3,2,242,1126,17,276,3268,2992,60,94
SC,82252,NOVA TRENTO,3095,7,4,2,7,3,640,3272,89,728,8629,7901,402,380
SC,82279,NOVA VENEZA,3541,7,3,5,5,2,968,4145,117,1153,10507,9354,211,350
SC,82295,ORLEANS,4707,18,3,9,12,0,1088,8237,143,2175,17411,15236,456,563
SC,82317,OURO,2135,3,5,3,4,0,354,2336,45,729,5873,5144,101,158
SC,82333,PALHOÇA,26069,70,15,58,33,11,13593,29490,980,10202,87257,77055,3047,3689
SC,82350,PALMA SOLA,2965,6,3,39,0,1,318,959,34,1209,5875,4666,119,222
SC,82376,PALMITOS,5192,4,3,7,21,0,588,3991,97,1755,12412,10657,286,468
SC,82392,PAPANDUVA,6591,11,3,14,18,0,590,3523,94,2381,14034,11653,329,480
SC,82414,PAULO LOPES,1824,3,1,0,4,0,682,1810,20,450,5108,4658,124,190
SC,82430,PEDRAS GRANDES,1565,2,3,3,1,2,252,1299,25,497,3859,3362,82,128
SC,82457,PENHA,3748,7,4,7,7,1,1758,6457,97,3085,16059,12974,339,549
SC,82473,PERITIBA,925,7,1,2,3,2,196,1115,23,254,2677,2423,62,87
SC,82490,PETROLÂNDIA,1920,12,0,5,5,0,246,1604,35,511,4767,4256,196,233
SC,82511,BALNEÁRIO PIÇARRAS,3045,2,3,3,6,0,1339,4233,65,2363,11667,9304,228,380
SC,82538,PINHALZINHO,5139,3,2,7,18,2,626,3954,83,1600,12103,10503,257,412
SC,82554,PINHEIRO PRETO,868,0,2,13,1,1,160,980,43,363,2569,2206,47,91
SC,82570,PIRATUBA,1880,3,1,8,8,1,346,1165,44,618,4386,3768,142,170
SC,82597,POMERODE,7305,15,8,21,9,2,1991,7422,202,2254,20605,18351,527,849
SC,82619,PONTE ALTA,1141,0,1,2,4,0,195,1613,15,805,4038,3233,60,202
SC,82635,PONTE SERRADA,3662,4,0,10,5,18,434,2118,32,1608,8371,6763,140,340
SC,82651,PORTO BELO,2408,4,6,3,2,0,1017,4255,67,1781,10062,8281,181,338
SC,82678,PORTO UNIÃO,5802,18,1,16,14,4,2230,9997,243,4824,24415,19591,503,763
SC,82694,POUSO REDONDO,4129,5,4,4,2,1,682,3315,77,1598,10433,8835,234,382
SC,82716,PRAIA GRANDE,2082,0,3,0,3,0,383,2032,38,591,5479,4888,115,232
SC,82732,PRESIDENTE CASTELO BRANCO,538,1,0,1,0,0,59,790,10,217,1685,1468,26,43
SC,82759,PRESIDENTE GETÚLIO,4956,8,2,5,8,1,674,3138,117,1330,11021,9691,379,403
SC,82775,PRESIDENTE NEREU,996,1,0,0,4,0,87,543,37,409,2204,1795,51,76
SC,82791,QUILOMBO,3541,6,2,5,7,1,475,2590,75,1232,8385,7153,208,243
SC,82813,RANCHO QUEIMADO,1018,3,0,4,6,0,228,972,22,316,2726,2410,76,81
SC,82830,RIO DAS ANTAS,1603,4,4,41,8,2,313,2332,86,896,5697,4801,140,268
SC,82856,RIO DO CAMPO,1884,2,0,1,7,1,309,1952,41,481,4910,4429,93,139
SC,82872,RIO DO OESTE,2058,5,7,2,5,1,209,2002,38,414,5040,4626,143,156
SC,82899,RIO DOS CEDROS,2515,18,5,13,9,2,533,3011,73,700,7492,6792,225,388
SC,82910,RIO DO SUL,13074,18,6,26,15,5,4598,18732,305,6604,45923,39319,1083,1457
SC,82937,RIO FORTUNA,1685,6,2,4,5,0,187,1557,71,226,3938,3712,87,108
SC,82953,RIO NEGRINHO,5718,34,4,24,23,4,2951,15169,245,5360,31215,25855,615,1068
SC,82970,RODEIO,2532,2,3,4,1,1,513,3933,55,1052,8729,7677,293,340
SC,82996,ROMELÂNDIA,1973,2,3,1,3,5,194,1109,65,589,4240,3651,136,160
SC,83011,SALETE,2181,1,3,1,3,0,184,2329,33,915,5954,5039,126,178
SC,83038,SALTO VELOSO,1300,3,0,2,4,0,204,1184,51,457,3392,2935,48,139
SC,83054,SANTA CECÍLIA,3619,9,3,4,5,2,431,4991,29,2468,12305,9837,306,438
SC,83070,SANTA ROSA DE LIMA,907,0,0,2,5,1,82,633,36,163,1928,1765,46,53
SC,83097,SANTO AMARO DA IMPERATRIZ,4827,5,2,4,5,2,1521,5678,103,1394,14554,13160,388,625
SC,83119,SÃO BENTO DO SUL,16896,51,18,42,23,3,5762,22913,533,7311,56543,49232,1224,1767
SC,83135,SÃO BONIFÁCIO,665,6,2,1,6,2,96,1291,22,216,2479,2263,80,92
SC,83151,SÃO CARLOS,3246,2,2,7,4,1,341,2437,71,778,7292,6514,148,255
SC,83178,SÃO DOMINGOS,3079,3,2,4,3,1,265,2270,27,800,6858,6058,162,242
SC,83194,SÃO FRANCISCO DO SUL,7897,19,8,33,11,1,4281,11330,315,5500,30951,25451,676,880
SC,83216,SÃO JOÃO BATISTA,4399,10,1,9,3,1,2160,6740,207,2198,16898,14700,599,571
SC,83232,SÃO JOÃO DO SUL,1818,6,1,3,1,1,645,2297,59,511,5631,5120,127,162
SC,83259,SÃO JOAQUIM,4453,12,4,17,16,0,627,9633,105,2149,18296,16147,433,847
SC,83275,SÃO JOSÉ,36496,160,31,94,44,10,26105,47185,1953,18258,140700,122442,4256,6108
SC,83291,SÃO JOSÉ DO CEDRO,4670,1,0,6,10,0,613,3214,82,1360,10480,9120,220,304
SC,83313,SÃO JOSÉ DO CERRITO,2829,8,7,6,4,1,217,2217,45,834,6565,5731,143,254
SC,83330,SÃO LOURENÇO DO OESTE,6847,7,0,7,14,2,1081,5314,97,2059,16338,14279,437,473
SC,83356,SÃO LUDGERO,3118,6,2,4,2,0,441,2846,53,942,7825,6883,208,203
SC,83372,SÃO MARTINHO,1102,2,0,0,12,0,109,1168,38,183,2806,2623,76,116
SC,83399,SÃO MIGUEL DO OESTE,9956,15,2,23,12,2,1987,9191,210,4624,27282,22658,486,774
SC,83410,SAUDADES,3157,4,2,4,8,0,279,2366,45,450,6648,6198,113,220
SC,83437,SCHROEDER,5078,5,2,11,4,3,1034,2732,126,1192,10730,9538,213,330
SC,83453,SEARA,5729,6,2,20,5,4,582,4634,76,1943,13714,11771,319,394
SC,83470,SIDERÓPOLIS,3226,6,5,10,3,0,1283,3678,120,1548,10453,8905,227,347
SC,83496,SOMBRIO,6304,7,5,7,6,2,2735,6244,122,2811,19418,16607,466,709
SC,83518,TAIÓ,4087,8,1,10,7,1,799,5293,85,1361,12461,11100,339,470
SC,83534,TANGARÁ,2169,7,1,7,8,2,278,3042,83,871,6876,6005,169,239
SC,83550,TIJUCAS,6593,9,3,7,6,2,1919,9538,143,3571,23272,19701,575,906
SC,83577,TIMBÓ,6747,29,4,11,6,8,2860,12268,237,3049,27171,24122,842,1110
SC,83593,TRÊS BARRAS,3775,14,0,9,9,5,1104,5191,107,2631,13716,11085,281,590
SC,83615,TREZE DE MAIO,2362,2,3,4,12,4,374,1943,38,656,5764,5108,147,219
SC,83631,TREZE TÍLIAS,1229,3,1,2,0,0,268,2083,61,753,4655,3902,90,165
SC,83658,TROMBUDO CENTRAL,1822,3,2,1,2,0,426,1802,32,546,4931,4385,98,197
SC,83674,TUBARÃO,22380,52,18,80,29,7,11108,23596,833,10422,73014,62592,1862,2627
SC,83682,TUNÁPOLIS,1221,5,3,7,4,1,200,1551,34,318,3540,3222,82,114
SC,83690,TURVO,2691,10,1,4,6,0,870,4206,106,1015,9475,8460,206,360
SC,83712,URUBICI,2085,2,5,5,6,2,403,3352,57,1418,7777,6359,123,319
SC,83739,URUSSANGA,4459,17,6,8,10,2,1810,5986,184,2677,16222,13545,414,649
SC,83755,VARGEÃO,1373,2,0,2,2,1,93,605,13,426,2649,2223,54,78
SC,83771,VIDAL RAMOS,1978,3,1,5,9,3,203,1462,55,431,4489,4058,148,191
SC,83798,VIDEIRA,12572,27,10,24,16,5,2540,11231,372,5694,34793,29099,979,1323
SC,83810,WITMARSUM,1361,1,1,6,0,0,183,790,36,375,2936,2561,84,99
SC,83836,XANXERÊ,15176,13,3,29,19,1,2216,7600,203,4814,31688,26874,625,989
SC,83852,XAVANTINA,1543,14,0,7,9,4,106,1189,40,267,3341,3074,66,96
SC,83879,XAXIM,9524,6,3,12,9,3,1327,4762,126,2771,19610,16839,437,630
SC,83895,BOM JARDIM DA SERRA,1015,2,0,0,3,0,98,1590,12,502,3408,2906,53,133
SC,83917,MARACAJÁ,2225,4,1,4,4,1,530,1504,42,399,4986,4587,115,157
SC,83933,TIMBÉ DO SUL,1741,6,0,75,5,0,236,1631,31,371,4331,3960,104,131
SC,83950,CORREIA PINTO,3449,11,3,5,5,0,1094,4450,75,1992,11843,9851,278,481
SC,83976,OTACÍLIO COSTA,3624,4,1,6,5,0,1020,4651,93,1961,12055,10094,217,473
SE,31003,SANTANA DO SÃO FRANCISCO,2157,0,3,7,5,0,208,1360,16,813,5003,4190,229,205
SE,31011,AMPARO DE SÃO FRANCISCO,1015,0,0,8,2,1,102,480,6,334,2104,1770,45,111
SE,31038,AQUIDABÃ,4462,13,2,6,5,2,1045,4923,55,3302,15401,12099,436,1150
SE,31054,ARACAJU,103289,732,239,346,228,33,68632,118609,3294,57297,377848,320551,9407,15742
SE,31070,ARAUÁ,3584,6,9,1,1,0,381,2315,20,1748,8806,7058,241,500
SE,31097,AREIA BRANCA,3647,5,1,3,6,1,509,4527,38,1427,11241,9814,339,738
SE,31119,BARRA DOS COQUEIROS,4137,9,9,7,5,0,1573,4583,58,1062,12486,11424,354,689
SE,31135,BREJO GRANDE,2221,2,3,0,0,0,199,1271,14,950,5295,4345,251,384
SE,31151,BOQUIM,8568,2,7,8,6,3,1167,4494,50,3912,20004,16092,649,1138
SE,31194,CAMPO DO BRITO,5645,3,4,3,7,0,465,3059,48,2713,13239,10526,390,902
SE,31216,CANHOBA,1724,1,3,5,1,1,208,786,16,517,3679,3162,153,264
SE,31232,CANINDÉ DE SÃO FRANCISCO,9144,7,9,2,3,0,1268,3008,26,3129,17871,14742,287,988
SE,31259,CAPELA,6935,24,10,9,5,1,1268,6662,48,4052,21248,17196,827,1407
SE,31275,CARIRA,5380,7,10,7,5,3,386,4522,57,3340,15376,12036,435,1224
SE,31291,CARMÓPOLIS,4995,4,10,9,6,0,822,2632,25,1768,11141,9373,319,551
SE,31313,CEDRO DE SÃO JOÃO,1919,4,2,10,1,2,344,1172,16,705,4505,3800,128,202
SE,31330,CRISTINÁPOLIS,5932,3,1,0,2,0,540,1501,24,3236,12088,8852,235,614
SE,31356,NOSSA SENHORA APARECIDA,2979,7,1,1,2,0,214,1613,15,1011,6436,5425,180,413
SE,31372,CUMBE,1440,1,2,1,3,0,186,705,10,338,3011,2673,107,218
SE,31399,DIVINA PASTORA,1250,1,0,2,1,0,207,897,7,446,3136,2690,142,183
SE,31410,ESTÂNCIA,18143,23,26,34,14,6,4180,8817,243,7722,43108,35386,1680,2220
SE,31437,FEIRA NOVA,1677,1,0,5,0,0,246,1605,10,641,4574,3933,99,290
SE,31453,FREI PAULO,3876,3,4,2,1,2,346,3727,28,1526,10439,8913,266,658
SE,31470,GENERAL MAYNARD,819,0,0,2,0,1,182,525,16,243,1950,1707,59,103
SE,31496,GARARU,4193,3,6,0,5,0,389,1627,20,1324,8314,6990,209,538
SE,31518,GRACCHO CARDOSO,2120,4,4,0,2,0,425,1023,18,918,5065,4147,206,345
SE,31534,ILHA DAS FLORES,2591,1,5,2,0,0,257,1740,14,1812,7039,5227,260,357
SE,31550,INDIAROBA,5372,3,5,4,3,1,786,1290,34,1998,10445,8447,245,704
SE,31577,ITABAIANA,21544,29,21,15,24,4,2799,21831,262,9220,60912,51692,1691,3472
SE,31593,ITABAIANINHA,11627,12,17,5,10,3,1356,6153,81,5755,27471,21716,801,1651
SE,31615,ITABI,1556,2,2,1,2,0,267,1150,15,792,4273,3481,165,321
SE,31631,ITAPORANGA D'AJUDA,7542,11,8,14,13,5,1925,7027,70,3353,22328,18975,795,1565
SE,31658,JAPARATUBA,5406,6,5,2,3,1,877,3109,36,2429,12881,10452,380,627
SE,31674,JAPOATÃ,4280,3,5,2,2,0,367,2548,12,1651,9909,8258,357,682
SE,31690,LAGARTO,22246,29,16,19,28,5,4351,20382,232,12728,66275,53547,2257,3982
SE,31712,LARANJEIRAS,6612,44,20,30,11,7,1839,5852,104,2428,18928,16500,844,1137
SE,31739,MACAMBIRA,2293,3,2,1,2,0,220,1590,15,660,5288,4628,159,343
SE,31755,MALHADA DOS BOIS,1471,0,2,1,0,0,207,706,11,522,3179,2657,93,166
SE,31771,MALHADOR,3127,6,3,7,10,0,430,2804,29,1221,8744,7523,375,732
SE,31798,MARUIM,4657,5,5,9,8,0,946,2967,35,1854,11644,9790,492,666
SE,31810,MOITA BONITA,3139,4,6,5,3,1,222,2767,33,1176,8337,7161,308,673
SE,31836,MONTE ALEGRE DE SERGIPE,3861,1,4,1,10,1,499,2428,11,1336,8965,7629,198,615
SE,31852,MURIBECA,1927,4,1,1,1,0,410,2143,13,1120,6240,5120,243,377
SE,31879,NEÓPOLIS,5785,7,5,11,7,6,981,3185,68,2566,14021,11455,600,800
SE,31895,NOSSA SENHORA DA GLÓRIA,9612,6,4,11,2,3,1322,5844,51,3527,22163,18636,512,1269
SE,31917,NOSSA SENHORA DAS DORES,6368,9,3,3,8,0,967,5599,40,3322,18503,15181,867,1317
SE,31933,NOSSA SENHORA DE LOURDES,2301,2,4,1,0,0,310,1262,13,617,4966,4349,108,348
SE,31950,NOSSA SENHORA DO SOCORRO,22160,90,47,108,88,3,10695,30849,499,10559,81853,71294,2809,3946
SE,31976,PACATUBA,4875,6,7,1,9,1,357,1749,17,2515,10554,8039,407,610
SE,31992,PEDRA MOLE,1211,1,0,0,0,0,106,624,10,320,2522,2202,59,191
SE,32018,PEDRINHAS,2794,1,1,2,3,0,395,1467,15,1610,6865,5255,167,410
SE,32034,PINHÃO,2153,1,3,0,2,0,202,1362,10,566,4804,4238,110,395
SE,32050,PIRAMBU,2233,2,7,5,2,0,645,2140,25,1162,6782,5620,198,363
SE,32077,POÇO REDONDO,6992,6,6,3,1,3,378,4446,42,3685,17115,13430,360,1193
SE,32093,POÇO VERDE,6901,7,5,9,3,1,860,3777,55,4265,17445,13180,461,1101
SE,32115,PORTO DA FOLHA,8175,8,12,5,3,3,724,5237,52,3932,19976,16044,579,1246
SE,32131,PROPRIÁ,7062,7,7,3,5,1,1312,6947,63,3907,20689,16782,510,865
SE,32158,RIACHÃO DO DANTAS,7781,2,6,3,10,4,720,2288,54,3440,15723,12283,597,818
SE,32174,RIACHUELO,2890,6,9,2,3,3,596,1672,27,829,6745,5916,295,413
SE,32190,RIBEIRÓPOLIS,4927,4,2,3,10,2,462,4334,63,1732,12701,10969,300,862
SE,32212,ROSÁRIO DO CATETE,2708,3,1,4,3,0,489,2074,29,889,6772,5883,183,389
SE,32239,SALGADO,6188,9,3,7,11,0,1101,2954,51,2097,13978,11881,629,928
SE,32255,SANTA LUZIA DO ITANHY,3693,1,5,2,1,2,417,2319,20,2193,9635,7442,335,647
SE,32298,SANTA ROSA DE LIMA,1401,2,1,0,0,0,207,772,6,509,3281,2772,191,192
SE,32310,SANTO AMARO DAS BROTAS,4292,1,6,8,3,2,313,1090,25,1870,8304,6434,222,472
SE,32336,SÃO CRISTÓVÃO,15797,48,38,38,34,4,7009,14422,302,6517,48502,41985,1860,2433
SE,32352,SÃO DOMINGOS,2696,1,3,2,2,1,156,2169,19,1703,7442,5739,164,526
SE,32379,SÃO FRANCISCO,1233,1,1,0,2,1,181,693,9,295,2628,2333,56,156
SE,32395,SÃO MIGUEL DO ALEIXO,1212,2,2,1,4,0,167,747,9,534,3053,2519,119,256
SE,32417,SIMÃO DIAS,11921,11,12,26,23,4,2223,6883,105,5248,30258,25010,1340,2462
SE,32433,SIRIRI,2181,2,9,1,2,0,299,1788,28,1017,5973,4956,258,388
SE,32450,TELHA,1064,1,0,4,1,0,95,847,8,351,2604,2253,57,176
SE,32476,TOBIAS BARRETO,17806,12,21,7,31,5,2281,6223,124,8383,37586,29203,682,2011
SE,32492,TOMAR DO GERU,4178,2,6,0,7,0,475,1904,17,2852,10309,7457,198,670
SE,32514,UMBAÚBA,5710,7,8,0,5,2,1338,3987,29,2924,15356,12432,485,861
SP,61000,EUCLIDES DA CUNHA PAULISTA,3146,1,1,1,0,0,506,1654,7,2213,7826,5613,98,199
SP,61018,ADAMANTINA,6496,5,4,25,10,3,3565,9523,115,5890,27226,21336,960,630
SP,61026,BOREBI,470,0,0,0,0,0,263,700,4,196,1690,1494,25,32
SP,61034,ADOLFO,1182,0,0,1,0,0,212,1005,2,580,3178,2598,113,83
SP,61042,TARUMÃ,3507,1,3,1,3,0,1111,2956,40,1729,9754,8025,210,193
SP,61050,AGUAÍ,7089,12,3,2,14,1,2698,7002,120,4838,23419,18581,784,856
SP,61069,MOTUCA,1131,1,1,0,1,1,404,1038,9,806,3561,2755,78,91
SP,61077,ÁGUAS DA PRATA,1349,2,0,3,1,1,758,2435,31,1208,6092,4884,138,166
SP,61085,IARAS,1338,1,0,2,0,0,268,866,16,868,3523,2655,73,91
SP,61093,ÁGUAS DE LINDÓIA,2118,1,2,5,4,0,1388,6036,73,2582,12936,10354,306,421
SP,61107,GUATAPARÁ,1790,3,2,2,0,1,332,1399,12,1050,4816,3766,124,101
SP,61115,ÁGUAS DE SÃO PEDRO,490,1,0,0,0,0,457,1516,15,567,3172,2605,50,76
SP,61123,DIRCE REIS,554,0,0,0,2,0,129,487,5,185,1445,1260,57,26
SP,61131,AGUDOS,6174,7,2,15,19,2,5498,8917,227,4900,27576,22676,780,1035
SP,61140,ESPÍRITO SANTO DO TURVO,1373,0,0,2,0,0,190,1002,6,524,3216,2692,49,70
SP,61158,ALFREDO MARCONDES,1162,0,0,0,0,0,435,972,18,438,3256,2818,127,104
SP,61166,ROSANA,6397,6,3,3,5,4,1554,2728,63,5401,16794,11393,273,357
SP,61174,ALTAIR,1194,3,1,0,0,0,182,762,9,708,3089,2381,140,90
SP,61182,EMBAÚBA,628,1,0,1,1,0,230,856,21,377,2233,1856,66,52
SP,61190,ALTINÓPOLIS,3682,7,1,3,6,0,1427,4415,61,2687,13105,10418,442,374
SP,61204,ILHA SOLTEIRA,6032,6,3,7,9,0,3804,4508,90,5052,20661,15609,416,734
SP,61212,ALTO ALEGRE,1109,1,1,0,3,3,477,1174,22,502,3563,3061,169,102
SP,61220,ALUMÍNIO,4980,9,3,6,5,0,2327,3335,154,1916,13433,11517,329,369
SP,61239,ÁLVARES FLORENCE,784,0,0,0,4,0,262,1432,12,495,3192,2697,101,102
SP,61247,PEDRINHAS PAULISTA,768,0,0,1,0,2,261,973,19,486,2590,2104,24,56
SP,61255,ÁLVARES MACHADO,4892,6,1,5,4,0,2050,5471,79,3090,16544,13454,510,436
SP,61263,ARAÇARIGUAMA,3140,1,6,5,1,1,1794,4124,30,2526,12245,9719,305,312
SP,61271,ÁLVARO DE CARVALHO,1040,1,2,1,0,0,255,872,10,743,3161,2418,90,147
SP,61280,BERTIOGA,10249,11,3,16,10,2,4900,10090,144,8873,35972,27099,705,969
SP,61298,ALVINLÂNDIA,1021,0,0,0,0,0,213,644,3,504,2488,1984,47,56
SP,61301,SUZANÁPOLIS,1155,0,2,0,1,2,89,738,2,396,2583,2187,94,104
SP,61310,AMERICANA,50412,57,42,60,60,13,31658,45697,1603,23551,163738,140187,5183,5402
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,2176,3,0,0,0,0,306,1881,12,578,5126,4548,58,112
SP,61336,AMÉRICO BRASILIENSE,9686,6,4,7,3,1,3273,6020,100,4356,25130,20774,752,922
SP,61344,CANITAR,785,1,0,3,1,0,353,1402,11,686,3489,2803,110,137
SP,61352,AMÉRICO DE CAMPOS,923,1,0,0,0,0,354,2303,11,525,4376,3851,147,112
SP,61360,BARRA DO CHAPÉU,1992,0,0,0,1,1,125,864,2,1150,4385,3235,105,145
SP,61379,AMPARO,9556,26,11,36,24,5,5523,23116,441,8471,50519,42048,1552,1758
SP,61387,EMILIANÓPOLIS,893,0,0,0,0,1,316,656,1,347,2377,2030,84,79
SP,61395,ANALÂNDIA,701,0,0,0,1,0,534,1987,23,1218,4678,3460,103,111
SP,61409,NOVAIS,966,0,0,1,0,1,221,1126,18,657,3248,2591,112,146
SP,61417,ANDRADINA,12850,18,6,10,10,2,6188,12477,232,9207,43276,34069,1206,1070
SP,61425,NOVA CANAÃ PAULISTA,718,0,0,0,0,1,117,632,4,275,1837,1562,44,46
SP,61433,ANGATUBA,4670,5,1,3,4,2,1928,5974,133,3117,16715,13598,414,464
SP,61441,SALTINHO,843,5,1,1,4,0,625,3004,35,419,5263,4844,198,128
SP,61450,ANHEMBI,1004,1,0,2,1,0,579,1910,9,1267,4962,3695,115,74
SP,61468,UBARANA,1620,2,1,6,0,0,304,1035,25,822,4052,3230,112,125
SP,61476,ANHUMAS,991,1,0,1,0,1,386,1042,13,434,3001,2567,65,67
SP,61484,CAJATI,6785,7,3,8,7,5,2303,6441,72,6027,22630,16603,400,572
SP,61492,APARECIDA,6405,9,7,19,9,6,5218,10728,224,4086,27925,23839,632,582
SP,61506,CAMPINA DO MONTE ALEGRE,1122,0,0,1,1,0,473,1723,17,896,4420,3524,87,100
SP,61514,APARECIDA D'OESTE,1378,0,1,2,0,0,252,1283,4,752,3867,3115,98,97
SP,61522,ASPÁSIA,633,2,1,0,0,0,68,692,2,210,1660,1450,27,25
SP,61530,APIAÍ,6647,5,8,8,12,2,1759,5057,118,5795,20499,14704,487,601
SP,61549,VARGEM,1437,0,2,0,0,0,601,2676,11,1495,6672,5177,232,218
SP,61557,ARAÇATUBA,30776,38,21,43,36,16,23314,48070,799,25063,134878,109815,2917,3785
SP,61565,POTIM,2839,4,3,1,3,0,1744,3827,42,1885,10778,8893,205,225
SP,61573,ARAÇOIABA DA SERRA,4579,1,2,9,4,0,2807,7188,114,2778,18601,15823,580,539
SP,61581,ALAMBARI,859,0,1,1,0,0,307,1618,3,426,3347,2921,67,65
SP,61590,ARAMINA,1676,2,1,0,2,0,418,1160,18,673,4171,3498,107,114
SP,61603,ITAOCA,1176,0,0,0,0,0,148,601,5,664,2740,2076,50,96
SP,61611,ARANDU,1590,1,1,0,2,0,447,1879,14,802,5037,4235,147,154
SP,61620,TUIUTI,850,0,2,1,2,0,407,2192,25,627,4408,3781,133,169
SP,61638,ARARAQUARA,42672,95,37,48,47,19,24304,47185,1265,25601,151206,125605,4279,5654
SP,61646,ARAPEÍ,765,0,1,0,2,0,255,676,5,489,2291,1802,32,66
SP,61654,ARARAS,17823,38,20,153,25,15,16570,33048,719,14213,89032,74819,3259,3149
SP,61662,ESTIVA GERBI,2523,0,1,1,3,1,1166,2272,74,1136,7649,6513,218,254
SP,61670,AREALVA,1486,0,1,2,1,0,581,2175,29,1116,5878,4762,283,204
SP,61689,ENGENHEIRO COELHO,3962,2,2,1,8,5,1479,2066,17,2089,10079,7990,248,200
SP,61697,AREIAS,1207,1,1,0,5,0,297,918,11,690,3271,2581,47,94
SP,61700,RIBEIRÃO GRANDE,2507,1,2,0,1,0,531,1775,18,1315,6536,5221,196,190
SP,61719,AREIÓPOLIS,2480,1,1,4,0,0,1153,2387,34,1470,8168,6698,394,244
SP,61727,HORTOLÂNDIA,53410,58,37,69,44,12,22977,20349,932,18129,123157,105028,3577,3563
SP,61735,ARIRANHA,1654,1,2,0,1,0,728,2942,34,1176,7045,5869,302,205
SP,61743,HOLAMBRA,1981,4,2,2,2,0,1135,4106,30,1209,8915,7706,218,226
SP,61751,ARTUR NOGUEIRA,9388,12,10,14,7,1,4598,7885,182,4612,28366,23754,856,801
SP,61760,ELISIÁRIO,986,1,0,1,1,2,220,782,8,372,2493,2121,63,57
SP,61778,ARUJÁ,16811,27,22,16,32,6,10458,16748,391,8849,56789,47940,1503,1926
SP,61786,BOM SUCESSO DE ITARARÉ,1094,3,0,1,0,0,65,979,4,703,2944,2241,34,61
SP,61794,ASSIS,16115,17,14,28,31,23,15026,18331,458,14026,67911,53885,1903,1939
