"","NM_PARLA","PARTY","STATE","COD_PARLA","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"15","ADELSON BARRETO","PTB","Sergipe",175,107,20,24,102,0.66445779800415,0.826086956521739,-0.474177807569504,0.0537936128675938,0,0,0
"16","ADEMIR CAMILO","MDB","Minas Gerais",520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ADEMIR CAMILO","PODE","Minas Gerais",520,17,0,2,9,0.762314438819885,0.928571428571429,-0.388083875179291,-0.921624064445496,0,0,0
"18","ADEMIR CAMILO","PROS","Minas Gerais",520,101,37,36,76,0.554019033908844,0.708,-0.393457323312759,0.120486371219158,0,0,0
"19","ADEMIR CAMILO","PTN","Minas Gerais",520,81,18,37,66,0.535265505313873,0.727722772277228,0.0441549345850945,0.0537211336195469,0,0,0
"20","ADEMIR CAMILO","Podemos","Minas Gerais",520,33,11,6,41,0.725340008735657,0.813186813186813,-0.16472102701664,-0.177801594138145,0,0,0
"21","ADILTON SACHETTI","PRB","Mato Grosso",401,45,2,6,32,0.807121157646179,0.905882352941176,-0.376819252967834,-0.605087280273438,0,0,0
"22","ADILTON SACHETTI","PSB","Mato Grosso",401,232,37,26,204,0.738287448883057,0.87374749498998,-0.581002235412598,0.0467789098620415,0,0,0
"23","ADILTON SACHETTI","S.Part.","Mato Grosso",401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ADÉRMIS MARINI","PSDB","São Paulo",596,35,7,5,29,0.678464889526367,0.842105263157895,-0.36748680472374,0.206834629178047,0,0,0
"25","AELTON FREITAS","PR","Minas Gerais",224,325,21,8,243,0.849543392658234,0.95142378559464,-0.252791047096252,-0.834561824798584,0,0,0
"26","AFONSO FLORENCE","PT","Bahia",182,226,16,7,390,0.862907648086548,0.964006259780908,0.642667770385742,0.0165043119341135,0,0,0
"27","AFONSO HAMM","PP","Rio Grande do Sul",487,305,49,56,298,0.712579727172852,0.851694915254237,-0.437965273857117,0.339321345090866,0,0,0
"28","AFONSO MOTTA","PDT","Rio Grande do Sul",490,237,41,86,366,0.709783792495728,0.826027397260274,0.220885753631592,0.231695547699928,0,0,0
"29","AGUINALDO RIBEIRO","PP","Paraíba",129,284,18,12,185,0.822125673294067,0.939879759519038,-0.228380531072617,-0.933257460594177,0,0,0
"30","AIRTON SANDOVAL","MDB","São Paulo",917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","AIRTON SANDOVAL","PMDB","São Paulo",917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ALAN RICK","DEM","Acre",53,82,16,16,76,0.720870971679688,0.831578947368421,-0.231879457831383,-0.13340736925602,0,0,0
"33","ALAN RICK","PRB","Acre",53,263,42,31,189,0.729751408100128,0.860952380952381,-0.221036851406097,-0.119769155979156,0,0,0
"34","ALBERTO FILHO","PMDB","Maranhão",548,284,10,10,206,0.862433850765228,0.96078431372549,-0.37454754114151,-0.927207708358765,0,0,0
"35","ALBERTO FILHO","PP","Maranhão",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","ALBERTO FRAGA","DEM","Distrito Federal",410,374,38,19,347,0.816863477230072,0.926735218508997,-0.738169550895691,0.169641062617302,0,0,0
"37","ALCEU MOREIRA","MDB","Rio Grande do Sul",486,23,2,2,30,0.832422137260437,0.929824561403509,-0.521320402622223,0.254355251789093,0,0,0
"38","ALCEU MOREIRA","PMDB","Rio Grande do Sul",486,297,40,26,234,0.757517158985138,0.889447236180904,-0.601298630237579,-0.208838373422623,0,0,0
"39","ALESSANDRO MOLON","PSB","Rio de Janeiro",287,13,4,7,63,0.725204527378082,0.873563218390805,0.232243254780769,0.972657740116119,0,0,0
"40","ALESSANDRO MOLON","PT","Rio de Janeiro",287,76,11,3,94,0.84330153465271,0.923913043478261,0.927776992321014,0.309216797351837,0,0,0
"41","ALESSANDRO MOLON","REDE","Rio de Janeiro",287,90,24,25,251,0.717404007911682,0.874358974358974,0.367916256189346,0.929858922958374,0,0,0
"42","ALEX CANZIANI","PTB","Paraná",445,216,30,23,142,0.726900696754456,0.871046228710462,-0.353719085454941,-0.557494580745697,0,0,0
"43","ALEX MANENTE","PPS","São Paulo",331,272,27,46,245,0.746522486209869,0.876271186440678,-0.57674914598465,0.816921293735504,0,0,0
"44","ALEXANDRE BALDY","PODE","Goiás",416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ALEXANDRE BALDY","PSDB","Goiás",416,92,9,5,81,0.780167698860168,0.925133689839572,-0.843478739261627,0.260581761598587,0,0,0
"46","ALEXANDRE BALDY","PTN","Goiás",416,109,7,7,78,0.794894337654114,0.930348258706468,-0.641547322273254,-0.0443859621882439,0,0,0
"47","ALEXANDRE BALDY","Podemos","Goiás",416,20,4,0,13,0.817063927650452,0.891891891891892,-0.539300382137299,-0.714779913425446,0,0,0
"48","ALEXANDRE LEITE","DEM","São Paulo",334,245,31,20,229,0.781722903251648,0.902857142857143,-0.770293831825256,0.0636495351791382,0,0,0
"49","ALEXANDRE SERFIOTIS","PMDB","Rio de Janeiro",284,161,18,14,133,0.766593337059021,0.901840490797546,-0.419709712266922,0.0876021608710289,0,0,0
"50","ALEXANDRE SERFIOTIS","PSD","Rio de Janeiro",284,148,33,37,135,0.664799273014069,0.801699716713881,-0.460224539041519,0.0619592145085335,0,0,0
"51","ALEXANDRE VALLE","PMB","Rio de Janeiro",285,13,2,0,10,0.828996300697327,0.92,-0.0228054635226727,-0.493007689714432,0,0,0
"52","ALEXANDRE VALLE","PR","Rio de Janeiro",285,187,20,6,152,0.829219996929169,0.928767123287671,-0.4145547747612,-0.431180089712143,0,0,0
"53","ALEXANDRE VALLE","PRP","Rio de Janeiro",285,113,26,13,74,0.687221527099609,0.827433628318584,-0.0674067586660385,-0.301832348108292,0,0,0
"54","ALFREDO KAEFER","PP","Paraná",451,37,1,1,24,0.889383316040039,0.968253968253968,-0.726105928421021,-0.687582850456238,0,0,0
"55","ALFREDO KAEFER","PSDB","Paraná",451,82,9,5,81,0.80954384803772,0.92090395480226,-0.806231558322906,0.0732330158352852,0,0,0
"56","ALFREDO KAEFER","PSL","Paraná",451,138,10,9,97,0.835043251514435,0.925196850393701,-0.607761263847351,-0.78127521276474,0,0,0
"57","ALFREDO NASCIMENTO","PR","Amazonas",36,298,40,27,253,0.780815362930298,0.891585760517799,-0.192774459719658,-0.739662826061249,0,0,0
"58","ALICE PORTUGAL","PCdoB","Bahia",180,222,34,38,441,0.791930973529816,0.902040816326531,0.567772746086121,0.441226422786713,0,0,0
"59","ALIEL MACHADO","PCdoB","Paraná",441,75,20,13,76,0.709407031536102,0.820652173913043,0.239120528101921,0.65215802192688,0,0,0
"60","ALIEL MACHADO","PSB","Paraná",441,19,1,8,57,0.772643387317657,0.894117647058824,0.258684754371643,0.328502207994461,0,0,0
"61","ALIEL MACHADO","REDE","Paraná",441,77,27,41,192,0.639114439487457,0.798219584569733,0.239143997430801,0.970984160900116,0,0,0
"62","ALOYSIO NUNES FERREIRA","PSDB","São Paulo",847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ALTINEU CÔRTES","PMDB","Rio de Janeiro",286,140,4,4,126,0.883547723293304,0.970802919708029,-0.493228733539581,-0.789367496967316,0,0,0
"64","ALTINEU CÔRTES","PR","Rio de Janeiro",286,145,11,5,94,0.804335236549377,0.937254901960784,-0.140458002686501,-0.716500222682953,0,0,0
"65","ALUISIO MENDES","PMB","Maranhão",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ALUISIO MENDES","PODE","Maranhão",68,19,0,0,7,0.943709313869476,1,-0.606206059455872,-0.0851005464792252,0,0,0
"67","ALUISIO MENDES","PSDC","Maranhão",68,106,20,9,77,0.731951475143433,0.863207547169811,0.182364195585251,-0.941764354705811,0,0,0
"68","ALUISIO MENDES","PTN","Maranhão",68,86,21,19,64,0.606280267238617,0.789473684210526,-0.00576824834570289,-0.999983429908752,0,0,0
"69","ALUISIO MENDES","Podemos","Maranhão",68,58,2,3,35,0.829029738903046,0.948979591836735,-0.47687816619873,-0.0691965818405151,0,0,0
"70","ANA AMÉLIA","PP","Rio Grande do Sul",860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ANA PERUGINI","PT","São Paulo",332,215,18,12,356,0.854534804821014,0.950083194675541,0.638089001178741,0.120757199823856,0,0,0
"72","ANDERSON FERREIRA","PR","Pernambuco",142,150,13,9,103,0.809471368789673,0.92,-0.126776337623596,-0.752871990203857,0,0,0
"73","ANDRE MOURA","PSC","Sergipe",174,214,18,26,121,0.796946167945862,0.883905013192612,-0.544183254241943,-0.308165341615677,0,0,0
"74","ANDRES SANCHEZ","PT","São Paulo",341,233,15,18,365,0.826785624027252,0.94770206022187,0.544127941131592,-0.0252121854573488,0,0,0
"75","ANDRÉ ABDON","PP","Amapá",9,240,5,2,184,0.918485939502716,0.983758700696056,-0.567440450191498,-0.654585838317871,0,0,0
"76","ANDRÉ ABDON","PRB","Amapá",9,129,22,8,85,0.742822766304016,0.877049180327869,0.0104015171527863,-0.476989179849625,0,0,0
"77","ANDRÉ AMARAL","PMDB","Paraíba",583,131,14,4,96,0.821227967739105,0.926530612244898,-0.484041213989258,-0.413971811532974,0,0,0
"78","ANDRÉ AMARAL","PROS","Paraíba",583,34,3,2,28,0.813604295253754,0.925373134328358,-0.750374317169189,-0.382000207901001,0,0,0
"79","ANDRÉ DE PAULA","PSD","Pernambuco",140,174,9,14,148,0.831538558006287,0.933333333333333,-0.462016612291336,0.0221229027956724,0,0,0
"80","ANDRÉ FIGUEIREDO","PDT","Ceará",89,173,23,46,341,0.766466021537781,0.881646655231561,0.275132268667221,0.317560464143753,0,0,0
"81","ANDRÉ FUFUCA","PEN","Maranhão",72,130,18,16,74,0.714009761810303,0.857142857142857,-0.184177577495575,-0.557551085948944,0,0,0
"82","ANDRÉ FUFUCA","PP","Maranhão",72,99,2,2,82,0.893311977386475,0.978378378378378,-0.50324946641922,-0.864141285419464,0,0,0
"83","ANGELA ALBINO","PCdoB","Santa Catarina",559,61,5,3,116,0.869292378425598,0.956756756756757,0.594663500785828,0.301553577184677,0,0,0
"84","ANGELA PORTELA","PDT","Roraima",815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","ANGELA PORTELA","PT","Roraima",815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ANGELIM","PT","Acre",52,254,15,18,455,0.84330028295517,0.955525606469003,0.601283371448517,0.109930761158466,0,0,0
"87","ANTONIO ANASTASIA","PSDB","Minas Gerais",898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ANTONIO BALHMANN","PDT","Ceará",93,16,2,9,36,0.752817273139954,0.825396825396825,0.179080650210381,0.0969362854957581,0,0,0
"89","ANTONIO BALHMANN","PROS","Ceará",93,55,13,9,34,0.638278007507324,0.801801801801802,-0.00413324264809489,-0.478693664073944,0,0,0
"90","ANTONIO BRITO","PSD","Bahia",189,174,25,33,142,0.706944167613983,0.844919786096257,-0.147970542311668,-0.391487956047058,0,0,0
"91","ANTONIO BRITO","PTB","Bahia",189,121,17,22,78,0.672689914703369,0.836134453781513,-0.177219331264496,-0.140020400285721,0,0,0
"92","ANTONIO BULHÕES","PRB","São Paulo",333,349,52,35,298,0.762128114700317,0.881471389645777,-0.221974790096283,-0.611108839511871,0,0,0
"93","ANTONIO CARLOS MENDES THAME","PSDB","São Paulo",519,62,15,3,59,0.710926413536072,0.870503597122302,-0.736438930034637,0.67303866147995,0,0,0
"94","ANTONIO CARLOS MENDES THAME","PV","São Paulo",519,80,44,20,73,0.477025955915451,0.705069124423963,-0.0533710457384586,-0.977189719676971,0,0,0
"95","ANTONIO CARLOS VALADARES","PSB","Sergipe",829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ANTONIO IMBASSAHY","PSDB","Bahia",191,241,13,11,210,0.848871350288391,0.949473684210526,-0.900556266307831,0.434739708900452,0,0,0
"97","ANTÔNIO JÁCOME","PMN","Rio Grande do Norte",121,86,24,34,67,0.570346534252167,0.725118483412322,-0.430087566375732,0.156075909733772,0,0,0
"98","ANTÔNIO JÁCOME","PODE","Rio Grande do Norte",121,15,0,0,10,0.945148766040802,1,-0.659943819046021,0.0752352401614189,0,0,0
"99","ANTÔNIO JÁCOME","PTN","Rio Grande do Norte",121,79,11,15,79,0.704790413379669,0.858695652173913,-0.097210206091404,-0.101887382566929,0,0,0
"100","ANTÔNIO JÁCOME","Podemos","Rio Grande do Norte",121,65,10,13,54,0.718770503997803,0.838028169014085,-0.269230335950851,-0.0721455737948418,0,0,0
"101","ANÍBAL GOMES","DEM","Ceará",87,20,1,0,19,0.895957767963409,0.975,-0.500811874866486,-0.0441330000758171,0,0,0
"102","ANÍBAL GOMES","PMDB","Ceará",87,170,12,6,118,0.858111917972565,0.941176470588235,-0.237096637487411,-0.89047771692276,0,0,0
"103","ARIOSTO HOLANDA","PDT","Ceará",555,51,8,20,81,0.689118087291718,0.825,0.192429155111313,0.192788273096085,0,0,0
"104","ARIOSTO HOLANDA","PROS","Ceará",555,37,1,4,22,0.895557045936584,0.921875,0.689844846725464,-0.518575072288513,0,0,0
"105","ARLINDO CHINAGLIA","PT","São Paulo",336,217,9,5,315,0.86614602804184,0.974358974358974,0.659507036209106,-0.0245422795414925,0,0,0
"106","ARMANDO MONTEIRO","PTB","Pernambuco",823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ARNALDO FARIA DE SÁ","PP","São Paulo",337,32,16,9,38,0.559200704097748,0.736842105263158,0.27923595905304,-0.923491597175598,0,0,0
"108","ARNALDO FARIA DE SÁ","PTB","São Paulo",337,149,79,142,221,0.530207455158234,0.626057529610829,0.000294466619379818,1,0,0,0
"109","ARNALDO JARDIM","PPS","São Paulo",339,35,4,0,37,0.811116397380829,0.947368421052632,-0.513107001781464,0.785474121570587,0,0,0
"110","ARNALDO JORDY","PPS","Pará",18,209,46,82,287,0.608108460903168,0.794871794871795,-0.137179806828499,0.863767981529236,0,0,0
"111","ARNON BEZERRA","PTB","Ceará",90,178,21,14,102,0.745720982551575,0.888888888888889,-0.0895426198840141,-0.741079807281494,0,0,0
"112","AROLDE DE OLIVEIRA","PSC","Rio de Janeiro",288,91,16,6,96,0.753730595111847,0.894736842105263,-0.554546773433685,0.142856746912003,0,0,0
"113","AROLDE DE OLIVEIRA","PSD","Rio de Janeiro",288,41,1,0,37,0.886578798294067,0.987341772151899,-0.542999684810638,-0.0456998869776726,0,0,0
"114","ARTHUR LIRA","PP","Alagoas",162,270,19,12,195,0.813967883586884,0.9375,-0.448946923017502,-0.893558323383331,0,0,0
"115","ARTHUR OLIVEIRA MAIA","DEM","Bahia",192,22,1,1,25,0.9263955950737,0.959183673469388,-0.731174111366272,0.138228535652161,0,0,0
"116","ARTHUR OLIVEIRA MAIA","PPS","Bahia",192,156,5,9,102,0.851553082466125,0.948529411764706,-0.625153839588165,-0.239140033721924,0,0,0
"117","ARTHUR OLIVEIRA MAIA","Solidaried","Bahia",192,78,8,12,49,0.752419710159302,0.863945578231292,-0.748276233673096,0.0969751551747322,0,0,0
"118","ARTHUR VIRGÍLIO BISNETO","PSDB","Amazonas",37,202,14,10,188,0.851259589195251,0.942028985507246,-0.847766578197479,0.528809428215027,0,0,0
"119","ASSIS CARVALHO","PT","Piauí",111,226,10,13,404,0.853811860084534,0.964777947932619,0.584925889968872,-0.00623009726405144,0,0,0
"120","ASSIS DO COUTO","PDT","Paraná",443,130,9,51,289,0.75793445110321,0.874739039665971,0.255328357219696,0.173944488167763,0,0,0
"121","ASSIS DO COUTO","PMB","Paraná",443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","ASSIS DO COUTO","PT","Paraná",443,119,7,8,84,0.828745186328888,0.931192660550459,0.511325359344482,-0.231911525130272,0,0,0
"123","ASSIS MELO","PCdoB","Rio Grande do Sul",597,42,5,7,118,0.80812019109726,0.930232558139535,0.500365853309631,0.569401025772095,0,0,0
"124","ATAÍDES OLIVEIRA","PSDB","Tocantins",949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","ATILA  A. NUNES","PMDB","Rio de Janeiro",564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","ATILA  A. NUNES","PSL","Rio de Janeiro",564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","AUGUSTO CARVALHO","Solidaried","Distrito Federal",411,296,56,91,348,0.654793977737427,0.814159292035398,-0.27434378862381,0.864384293556213,0,0,0
"128","AUGUSTO COUTINHO","Solidaried","Pernambuco",528,300,37,27,296,0.793960511684418,0.903030303030303,-0.807157456874847,0.211790472269058,0,0,0
"129","AUREO","Solidaried","Rio de Janeiro",290,251,32,30,229,0.7540323138237,0.885608856088561,-0.595556914806366,0.307115197181702,0,0,0
"130","AÉCIO NEVES","PSDB","Minas Gerais",843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","BACELAR","PODE","Bahia",184,11,1,11,11,0.556106090545654,0.647058823529412,0.938032567501068,-0.346546947956085,0,0,0
"132","BACELAR","PTN","Bahia",184,180,28,77,203,0.622687101364136,0.784836065573771,0.648529291152954,0.00954615138471127,0,0,0
"133","BACELAR","Podemos","Bahia",184,56,9,39,92,0.644253849983215,0.755102040816326,0.737255990505219,-0.675613462924957,0,0,0
"134","BALEIA ROSSI","MDB","São Paulo",342,23,1,1,28,0.88491028547287,0.962264150943396,-0.770530998706818,0.0943467542529106,0,0,0
"135","BALEIA ROSSI","PMDB","São Paulo",342,348,25,30,232,0.801814079284668,0.913385826771654,-0.345544546842575,-0.552419781684875,0,0,0
"136","BEBETO","PSB","Bahia",185,209,33,87,242,0.624414265155792,0.78984238178634,0.0717153772711754,0.657292485237122,0,0,0
"137","BENEDITA DA SILVA","PT","Rio de Janeiro",291,237,7,6,338,0.875182509422302,0.977891156462585,0.608780384063721,-0.0961312875151634,0,0,0
"138","BENEDITO DE LIRA","PP","Alagoas",874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","BENITO GAMA","PTB","Bahia",190,329,23,27,274,0.827052354812622,0.923430321592649,-0.614032208919525,-0.102657474577427,0,0,0
"140","BENJAMIN MARANHÃO","MDB","Paraíba",131,20,2,1,24,0.831277132034302,0.936170212765957,-0.582622408866882,-0.352123707532883,0,0,0
"141","BENJAMIN MARANHÃO","PMDB","Paraíba",131,17,1,0,12,0.91598778963089,0.966666666666667,-0.425807535648346,0.0527375340461731,0,0,0
"142","BENJAMIN MARANHÃO","Solidaried","Paraíba",131,262,37,35,257,0.748992025852203,0.878172588832487,-0.648210644721985,0.22659458220005,0,0,0
"143","BETINHO GOMES","PSDB","Pernambuco",141,344,33,27,333,0.785931527614594,0.918588873812754,-0.738458096981049,0.674299418926239,0,0,0
"144","BETO FARO","PT","Pará",19,272,9,9,472,0.869714915752411,0.976377952755906,0.596477150917053,-0.0707976818084717,0,0,0
"145","BETO MANSUR","MDB","São Paulo",340,18,5,1,23,0.788258254528046,0.872340425531915,-0.774055421352386,0.633117854595184,0,0,0
"146","BETO MANSUR","PMDB","São Paulo",340,11,1,0,10,0.873374581336975,0.954545454545455,-1,0,0,0,0
"147","BETO MANSUR","PRB","São Paulo",340,211,21,10,147,0.823533773422241,0.920308483290488,-0.323606193065643,-0.833680093288422,0,0,0
"148","BETO ROSADO","PP","Rio Grande do Norte",122,238,25,22,152,0.769432425498962,0.892448512585812,-0.353947877883911,-0.393320113420486,0,0,0
"149","BETO SALAME","PP","Pará",20,154,17,15,120,0.758694529533386,0.895424836601307,-0.264387130737305,-0.358902513980865,0,0,0
"150","BETO SALAME","PROS","Pará",20,121,12,17,71,0.712526440620422,0.868778280542986,0.220384910702705,-0.224086046218872,0,0,0
"151","BETO SALAME","S.Part.","Pará",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","BILAC PINTO","DEM","Minas Gerais",232,26,2,0,41,0.868351519107819,0.971014492753623,-0.480563938617706,0.431492239236832,0,0,0
"153","BILAC PINTO","PR","Minas Gerais",232,289,27,17,227,0.824475824832916,0.921428571428571,-0.301872074604034,-0.614369988441467,0,0,0
"154","BLAIRO MAGGI","PR","Mato Grosso",838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","BOHN GASS","PT","Rio Grande do Sul",499,245,20,10,469,0.853018283843994,0.959677419354839,0.621998012065887,0.101779006421566,0,0,0
"156","BONIFÁCIO DE ANDRADA","DEM","Minas Gerais",222,19,0,1,26,0.888719618320465,0.978260869565217,-0.663311362266541,-0.691266238689423,0,0,0
"157","BONIFÁCIO DE ANDRADA","PSDB","Minas Gerais",222,188,24,13,173,0.800330221652985,0.907035175879397,-0.779211282730103,0.223979771137238,0,0,0
"158","BOSCO COSTA","PROS","Sergipe",582,24,16,24,22,0.399066358804703,0.534883720930233,0.130499005317688,-0.00695775169879198,0,0,0
"159","BRUNA FURLAN","PSDB","São Paulo",335,182,16,6,154,0.838624894618988,0.93854748603352,-0.845678687095642,0.36508497595787,0,0,0
"160","BRUNNY","PMB","Minas Gerais",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","BRUNNY","PR","Minas Gerais",223,95,11,8,79,0.766172528266907,0.901554404145078,-0.343952625989914,-0.26797342300415,0,0,0
"162","BRUNNY","PTC","Minas Gerais",223,85,23,14,56,0.654709577560425,0.792134831460674,0.0553221814334393,-0.243108674883842,0,0,0
"163","BRUNO ARAÚJO","PSDB","Pernambuco",146,167,13,5,174,0.872493982315063,0.949860724233983,-0.925802648067474,0.357549011707306,0,0,0
"164","BRUNO COVAS","PSDB","São Paulo",343,185,19,15,188,0.786014199256897,0.916461916461916,-0.727828919887543,0.685758769512177,0,0,0
"165","CABO DACIOLO","Avante","Rio de Janeiro",289,17,2,18,32,0.537266731262207,0.710144927536232,0.379745036363602,0.732778668403625,0,0,0
"166","CABO DACIOLO","PEN","Rio de Janeiro",289,6,1,7,12,0.575799286365509,0.692307692307692,0.599544405937195,-0.800341546535492,0,0,0
"167","CABO DACIOLO","PSOL","Rio de Janeiro",289,33,5,11,47,0.644305348396301,0.833333333333333,-0.0262300409376621,0.999655961990356,0,0,0
"168","CABO DACIOLO","PTdoB","Rio de Janeiro",289,77,12,91,144,0.624435365200043,0.682098765432099,0.913003385066986,0.407952010631561,0,0,0
"169","CABO DACIOLO","Patriota","Rio de Janeiro",289,25,1,7,19,0.761018395423889,0.846153846153846,0.76230376958847,-0.64721941947937,0,0,0
"170","CABO DACIOLO","S.Part.","Rio de Janeiro",289,48,11,18,61,0.586925983428955,0.789855072463768,-0.0194542091339827,0.999810755252838,0,0,0
"171","CABO SABINO","Avante","Ceará",94,30,12,8,23,0.616136193275452,0.726027397260274,-0.0455660410225391,-0.990388989448547,0,0,0
"172","CABO SABINO","PR","Ceará",94,218,56,56,178,0.618694245815277,0.779527559055118,-0.209214329719543,0.00314844073727727,0,0,0
"173","CABUÇU BORGES","MDB","Amapá",14,19,1,5,24,0.77080762386322,0.877551020408163,-0.54333221912384,0.390426516532898,0,0,0
"174","CABUÇU BORGES","PMDB","Amapá",14,342,22,22,241,0.833820164203644,0.929824561403509,-0.290421426296234,-0.663644552230835,0,0,0
"175","CACÁ LEÃO","PP","Bahia",193,358,16,16,250,0.852814197540283,0.95,-0.328902959823608,-0.852020263671875,0,0,0
"176","CAETANO","PT","Bahia",196,233,8,18,355,0.837900698184967,0.957654723127036,0.57950234413147,0.121757917106152,0,0,0
"177","CAIO NARCIO","PSDB","Minas Gerais",225,255,22,19,252,0.818759739398956,0.925182481751825,-0.759622514247894,0.59176117181778,0,0,0
"178","CAJAR NARDES","PR","Rio Grande do Sul",577,147,12,20,108,0.782179176807404,0.888501742160279,-0.504945337772369,0.376167416572571,0,0,0
"179","CAJAR NARDES","Podemos","Rio Grande do Sul",577,61,11,9,58,0.700678527355194,0.856115107913669,-0.258446335792542,-0.0874330401420593,0,0,0
"180","CAPITÃO AUGUSTO","PR","São Paulo",346,364,69,43,298,0.706515967845917,0.855297157622739,-0.225074052810669,-0.39665487408638,0,0,0
"181","CAPITÃO FÁBIO ABREU","PR","Piauí",112,52,6,4,46,0.789281666278839,0.907407407407407,-0.221306845545769,-0.0889405012130737,0,0,0
"182","CAPITÃO FÁBIO ABREU","PTB","Piauí",112,9,4,2,6,0.481746971607208,0.714285714285714,-0.016062717884779,-0.130204603075981,0,0,0
"183","CARLOS ANDRADE","PHS","Roraima",3,311,65,40,240,0.702164709568024,0.839939024390244,-0.253619939088821,-0.321118593215942,0,0,0
"184","CARLOS BEZERRA","MDB","Mato Grosso",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","CARLOS BEZERRA","PMDB","Mato Grosso",400,269,28,17,175,0.769591569900513,0.907975460122699,-0.274995505809784,-0.668975353240967,0,0,0
"186","CARLOS EDUARDO CADOCA","PCdoB","Pernambuco",530,130,20,14,111,0.721166729927063,0.876363636363636,0.458669602870941,0.197346851229668,0,0,0
"187","CARLOS EDUARDO CADOCA","PDT","Pernambuco",530,172,10,8,138,0.835621297359467,0.945121951219512,-0.581100165843964,-0.277659982442856,0,0,0
"188","CARLOS EDUARDO CADOCA","S.Part.","Pernambuco",530,9,1,4,6,0.60159707069397,0.75,0.278237223625183,0.516932308673859,0,0,0
