"","NM_PARLA","PARTY","STATE","COD_PARLA","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"330","HENRIQUE AFONSO","PT","Acre",52,130,9,6,108,0.835867822170258,0.940711462450593,0.658961355686188,0.314958602190018,0,0,0
"331","HENRIQUE AFONSO","PV","Acre",52,35,5,5,29,0.717966735363007,0.864864864864865,0.302748084068298,0.752187013626099,0,0,0
"332","HENRIQUE EDUARDO ALVES","PMDB","Rio Grande do Norte",123,139,1,3,42,0.879124462604523,0.978378378378378,0.735054135322571,-0.638631582260132,0,0,0
"333","HENRIQUE FONTANA","PT","Rio Grande do Sul",498,183,7,5,124,0.900646567344666,0.962382445141066,0.824941396713257,0.329591542482376,0,0,0
"334","HERMES PARCIANELLO","PMDB","Paraná",448,75,4,2,45,0.888092756271362,0.952380952380952,0.673133313655853,-0.625333845615387,0,0,0
"335","HERÁCLITO FORTES","DEM","Piauí",811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","HOMERO PEREIRA","PR","Mato Grosso",402,170,11,9,103,0.856733679771423,0.931740614334471,0.463551878929138,-0.0474139377474785,0,0,0
"337","HUGO LEAL","PSC","Rio de Janeiro",306,167,28,18,110,0.73943692445755,0.857585139318885,0.315243244171143,-0.366550952196121,0,0,0
"338","HUMBERTO SOUTO","PPS","Minas Gerais",242,98,12,40,113,0.651138603687286,0.802281368821293,-0.428236693143845,-0.084108404815197,0,0,0
"339","IBSEN PINHEIRO","PMDB","Rio Grande do Sul",492,157,10,8,82,0.834385871887207,0.929961089494163,0.426483362913132,-0.489088416099548,0,0,0
"340","IDELI SALVATTI","PT","Santa Catarina",869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","ILDERLEI CORDEIRO","PPS","Acre",58,71,7,23,119,0.710094928741455,0.863636363636364,-0.50341671705246,-0.0600796639919281,0,0,0
"342","INDIO DA COSTA","DEM","Rio de Janeiro",307,33,6,6,65,0.770079791545868,0.890909090909091,-0.680094957351685,-0.733124017715454,0,0,0
"343","INDIO DA COSTA","PFL","Rio de Janeiro",307,9,0,0,12,0.978995084762573,1,-0.633838772773743,0.773465275764465,0,0,0
"344","INOCÊNCIO OLIVEIRA","PR","Pernambuco",145,157,8,13,107,0.831837356090546,0.926315789473684,0.576290011405945,-0.0734529942274094,0,0,0
"345","INÁCIO ARRUDA","PCdoB","Ceará",812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","IRAN BARBOSA","PT","Sergipe",177,177,15,10,126,0.792904078960419,0.923780487804878,0.476925104856491,0.294420063495636,0,0,0
"347","IRINY LOPES","PT","Espírito Santo",273,174,4,7,128,0.9007488489151,0.964856230031949,0.895628690719604,0.418128192424774,0,0,0
"348","IRIS SIMÕES","PR","Paraná",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","IRIS SIMÕES","PTB","Paraná",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","IVAN VALENTE","PSOL","São Paulo",359,87,62,70,156,0.451725155115128,0.648,-0.372983366250992,0.308843165636063,0,0,0
"351","IZALCI","PFL","Distrito Federal",530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","IZALCI","PSDB","Distrito Federal",530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","JACKSON BARRETO","PMDB","Sergipe",174,173,4,6,90,0.886590301990509,0.963369963369963,0.630925953388214,-0.540001213550568,0,0,0
"354","JACKSON BARRETO","PTB","Sergipe",174,16,0,0,12,0.982968688011169,1,0.643874704837799,0.199808552861214,0,0,0
"355","JADER BARBALHO","PMDB","Pará",22,39,2,3,21,0.803860604763031,0.923076923076923,0.444518506526947,-0.455771088600159,0,0,0
"356","JAIME MARTINS","PR","Minas Gerais",240,124,10,14,64,0.778383851051331,0.886792452830189,0.323050767183304,0.152996048331261,0,0,0
"357","JAIR BOLSONARO","PP","Rio de Janeiro",302,109,35,86,142,0.507423758506775,0.674731182795699,-0.315295487642288,-0.0145534845069051,0,0,0
"358","JAIRO ATAIDE","DEM","Minas Gerais",518,88,8,29,110,0.723064363002777,0.842553191489362,-0.416682600975037,-0.491685003042221,0,0,0
"359","JAIRO ATAIDE","PFL","Minas Gerais",518,11,2,1,20,0.874594688415527,0.911764705882353,-0.68076479434967,0.732502043247223,0,0,0
"360","JAIRO CARNEIRO","PP","Bahia",597,35,1,2,21,0.886108815670013,0.949152542372881,0.529422998428345,0.154454156756401,0,0,0
"361","JANETE CAPIBERIBE","PSB","Amapá",16,108,14,14,68,0.73645031452179,0.862745098039216,0.240333452820778,0.193451136350632,0,0,0
"362","JANETE PIETÁ","PT","São Paulo",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","JANETE ROCHA PIETÁ","PT","São Paulo",358,209,8,5,150,0.902162671089172,0.96505376344086,0.851950824260712,0.437408179044724,0,0,0
"364","JARBAS VASCONCELOS","PMDB","Pernambuco",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","JAYME CAMPOS","DEM","Mato Grosso",837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","JC STANGARLINI","PSDB","São Paulo",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","JEFFERSON CAMPOS","PSB","São Paulo",553,27,4,1,8,0.784966230392456,0.875,0.550771296024323,-0.719327390193939,0,0,0
"368","JEFFERSON CAMPOS","PTB","São Paulo",553,47,5,4,39,0.822837233543396,0.905263157894737,0.54927796125412,-0.399855762720108,0,0,0
"369","JEFFERSON PÉRES","PDT","Amazonas",802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","JERÔNIMO REIS","DEM","Sergipe",176,131,19,18,63,0.715043127536774,0.83982683982684,0.082415983080864,-0.667161643505096,0,0,0
"371","JERÔNIMO REIS","PFL","Sergipe",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","JILMAR AUGUSTINHO TATTO","PT","São Paulo",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","JILMAR TATTO","PT","São Paulo",360,177,4,6,111,0.918411254882812,0.966442953020134,0.95944344997406,0.281900942325592,0,0,0
"374","JOAQUIM BELTRÃO","PMDB","Alagoas",172,190,7,2,111,0.91756945848465,0.970967741935484,0.604587614536285,-0.577961385250092,0,0,0
"375","JOFRAN FREJAT","PR","Distrito Federal",409,202,25,29,128,0.731386959552765,0.859375,0.140144020318985,0.0539234764873981,0,0,0
"376","JORGE BITTAR","PT","Rio de Janeiro",310,134,2,4,77,0.928867220878601,0.972350230414747,0.807083368301392,0.14605039358139,0,0,0
"377","JORGE BOEIRA","PT","Santa Catarina",574,60,7,9,49,0.746921718120575,0.872,0.629023969173431,0.544064819812775,0,0,0
"378","JORGE KHOURY","DEM","Bahia",201,75,4,7,117,0.83825808763504,0.945812807881773,-0.629956305027008,-0.732297718524933,0,0,0
"379","JORGE KHOURY","PFL","Bahia",201,11,1,0,17,0.866754472255707,0.96551724137931,-0.607640385627747,0.794212400913239,0,0,0
"380","JORGE TADEU MUDALEN","DEM","São Paulo",363,35,3,2,77,0.865230798721313,0.957264957264957,-0.645827770233154,-0.763483047485352,0,0,0
"381","JORGE TADEU MUDALEN","PFL","São Paulo",363,9,0,0,17,0.984128952026367,1,-0.700775265693665,0.713382124900818,0,0,0
"382","JORGINHO MALULY","DEM","São Paulo",517,78,4,15,177,0.810982823371887,0.930656934306569,-0.624429821968079,-0.602574825286865,0,0,0
"383","JORGINHO MALULY","PFL","São Paulo",517,9,0,0,15,0.938015282154083,1,-0.786417663097382,0.617695093154907,0,0,0
"384","JOSEPH BANDEIRA","PT","Bahia",522,168,3,6,119,0.918038189411163,0.969594594594595,0.743583977222443,0.309840083122253,0,0,0
"385","JOSÉ  C. STANGARLINI","PSDB","São Paulo",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","JOSÉ AGRIPINO","DEM","Rio Grande do Norte",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","JOSÉ AIRTON CIRILO","PT","Ceará",101,167,7,3,104,0.916228711605072,0.9644128113879,0.828035414218903,0.176601395010948,0,0,0
"388","JOSÉ ANÍBAL","PSDB","São Paulo",364,74,6,4,134,0.812004446983337,0.954128440366973,-0.803031444549561,0.207685813307762,0,0,0
"389","JOSÉ C STANGARLINI","PSDB","São Paulo",588,20,5,3,32,0.728435099124908,0.866666666666667,-0.876578032970428,0.160034835338593,0,0,0
"390","JOSÉ C. STANGARLINI","PSDB","São Paulo",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","JOSÉ CARLOS ALELUIA","DEM","Bahia",202,58,9,9,117,0.819097995758057,0.906735751295337,-0.836150467395782,-0.548500061035156,0,0,0
"392","JOSÉ CARLOS ALELUIA","PFL","Bahia",202,10,0,0,12,0.981226623058319,1,-0.710838317871094,0.703355550765991,0,0,0
"393","JOSÉ CARLOS ARAÚJO","PDT","Bahia",197,34,3,2,20,0.77225786447525,0.915254237288136,0.411123931407928,0.0069781756028533,0,0,0
"394","JOSÉ CARLOS ARAÚJO","PR","Bahia",197,152,14,9,80,0.811407029628754,0.909803921568627,0.37254610657692,-0.107629142701626,0,0,0
"395","JOSÉ CARLOS MACHADO","DEM","Sergipe",178,71,4,8,85,0.820316553115845,0.928571428571429,-0.68225508928299,-0.722562551498413,0,0,0
"396","JOSÉ CARLOS MACHADO","PFL","Sergipe",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","JOSÉ CARLOS VIEIRA","DEM","Santa Catarina",541,27,5,9,79,0.772823572158813,0.883333333333333,-0.626892983913422,-0.779105424880981,0,0,0
"398","JOSÉ CARLOS VIEIRA","PR","Santa Catarina",541,22,0,0,8,0.919583201408386,1,0.82334315776825,0.0351056717336178,0,0,0
"399","JOSÉ CHAVES","PTB","Pernambuco",147,79,1,4,36,0.881019592285156,0.958333333333333,0.423538595438004,-0.311262249946594,0,0,0
"400","JOSÉ EDMAR","PR","Distrito Federal",563,17,1,5,13,0.686005175113678,0.833333333333333,0.42514431476593,-0.338507115840912,0,0,0
"401","JOSÉ EDUARDO CARDOZO","PT","São Paulo",366,177,6,5,122,0.896049499511719,0.964516129032258,0.912219405174255,0.39481520652771,0,0,0
"402","JOSÉ FERNANDO APARECIDO DE OLIV","PV","Minas Gerais",271,126,14,16,74,0.73767101764679,0.869565217391304,0.188645884394646,0.0851914137601852,0,0,0
"403","JOSÉ GENOÍNO","PT","São Paulo",365,226,9,6,151,0.896614730358124,0.961734693877551,0.903948307037354,0.427641719579697,0,0,0
"404","JOSÉ GUIMARÃES","PT","Ceará",103,221,6,5,142,0.908407330513,0.970588235294118,0.917494297027588,0.394337236881256,0,0,0
"405","JOSÉ LINHARES","PP","Ceará",96,162,10,14,100,0.812276721000671,0.916083916083916,0.415826261043549,-0.133460596203804,0,0,0
"406","JOSÉ MAIA FILHO","DEM","Piauí",566,34,1,8,27,0.746268093585968,0.871428571428571,-0.549722075462341,-0.835347592830658,0,0,0
"407","JOSÉ MARANHÃO","PMDB","Paraíba",821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","JOSÉ MENDONÇA BEZERRA","DEM","Pernambuco",149,53,4,11,143,0.811821758747101,0.928909952606635,-0.694105446338654,-0.719873368740082,0,0,0
"409","JOSÉ MENDONÇA BEZERRA","PFL","Pernambuco",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","JOSÉ MENTOR","PT","São Paulo",367,152,5,5,106,0.87101811170578,0.962686567164179,0.808172285556793,0.502318620681763,0,0,0
"411","JOSÉ MÚCIO MONTEIRO","PTB","Pernambuco",150,59,2,0,39,0.953632712364197,0.98,0.781085848808289,0.217970788478851,0,0,0
"412","JOSÉ NERY","PSOL","Pará",949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","JOSÉ OTÁVIO GERMANO","PP","Rio Grande do Sul",501,106,8,8,57,0.783756732940674,0.910614525139665,0.302189916372299,-0.665035724639893,0,0,0
"414","JOSÉ PAULO TÓFFANO","PV","São Paulo",378,113,15,14,75,0.706050097942352,0.866359447004608,0.22510002553463,0.389231294393539,0,0,0
"415","JOSÉ PIMENTEL","PT","Ceará",97,105,5,3,59,0.870268881320953,0.953488372093023,0.770949900150299,0.33016237616539,0,0,0
"416","JOSÉ ROCHA","PFL","Bahia",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","JOSÉ ROCHA","PR","Bahia",203,156,14,13,85,0.817160904407501,0.899253731343284,0.469095975160599,-0.0237842611968517,0,0,0
"418","JOSÉ SANTANA DE VASCONCELLOS","PR","Minas Gerais",249,143,9,10,77,0.841035187244415,0.920502092050209,0.44308990240097,0.267970740795135,0,0,0
"419","JOSÉ SARNEY","PMDB","Amapá",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","JOVAIR ARANTES","PTB","Goiás",419,138,10,11,82,0.831679701805115,0.912863070539419,0.501473307609558,-0.0937017798423767,0,0,0
"421","JOÃO ALMEIDA","PSDB","Bahia",198,103,10,8,162,0.787876009941101,0.936395759717314,-0.907462000846863,0.251935511827469,0,0,0
"422","JOÃO BITTAR","DEM","Minas Gerais",251,110,30,21,84,0.66158139705658,0.791836734693877,0.0177891738712788,-0.155506566166878,0,0,0
"423","JOÃO BITTAR","PFL","Minas Gerais",251,17,1,1,14,0.754608511924744,0.939393939393939,0.151656597852707,0.15421636402607,0,0,0
"424","JOÃO CAMPOS","PSDB","Goiás",418,71,10,5,141,0.773447513580322,0.933920704845815,-0.690268933773041,0.0537004172801971,0,0,0
"425","JOÃO CARLOS BACELAR","PR","Bahia",187,124,8,14,65,0.839487135410309,0.895734597156398,0.523674190044403,0.24700902402401,0,0,0
"426","JOÃO DADO","PDT","São Paulo",362,172,12,11,103,0.78581029176712,0.922818791946309,0.448761731386185,0.206007987260818,0,0,0
"427","JOÃO DURVAL","PDT","Bahia",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","JOÃO HERRMANN","PDT","São Paulo",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","JOÃO LEÃO","PP","Bahia",199,145,8,7,104,0.853770613670349,0.943181818181818,0.638963341712952,0.155263036489487,0,0,0
"430","JOÃO MAGALHÃES","PMDB","Minas Gerais",239,185,10,5,97,0.863902390003204,0.94949494949495,0.646548986434937,-0.447181910276413,0,0,0
"431","JOÃO MAIA","PR","Rio Grande do Norte",124,136,7,10,76,0.846451759338379,0.925764192139738,0.520401179790497,0.363310575485229,0,0,0
"432","JOÃO MATOS","PMDB","Santa Catarina",473,188,8,8,92,0.84239935874939,0.945945945945946,0.543204486370087,-0.529815137386322,0,0,0
"433","JOÃO OLIVEIRA","DEM","Tocantins",61,86,4,12,128,0.819618701934814,0.930434782608696,-0.703797161579132,-0.710401117801666,0,0,0
"434","JOÃO OLIVEIRA","PFL","Tocantins",61,12,0,0,16,0.952320754528046,1,-0.620195806026459,0.784447073936462,0,0,0
"435","JOÃO PAULO CUNHA","PT","São Paulo",361,155,3,6,94,0.908222794532776,0.965116279069767,0.892960906028748,0.145524486899376,0,0,0
"436","JOÃO PEDRO","PT","Amazonas",805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","JOÃO PIZZOLATTI","PP","Santa Catarina",474,106,9,9,59,0.81828236579895,0.901639344262295,0.613778352737427,0.0306651964783669,0,0,0
"438","JOÃO RIBEIRO","PR","Tocantins",872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","JOÃO TENÓRIO","PSDB","Alagoas",926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","JOÃO VICENTE CLAUDINO","PTB","Piauí",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","JULIO SEMEGHINI","PSDB","São Paulo",369,81,7,6,139,0.811409771442413,0.944206008583691,-0.708576560020447,0.190364569425583,0,0,0
"442","JULIÃO AMIN","PDT","Maranhão",77,189,10,5,119,0.843275725841522,0.953560371517028,0.575612187385559,0.20588019490242,0,0,0
"443","JUNIOR MARZOLA","DEM","Tocantins",607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","JURANDIL JUAREZ","PMDB","Amapá",14,214,12,5,140,0.885168671607971,0.954177897574124,0.643622636795044,-0.342176288366318,0,0,0
"445","JURANDY LOUREIRO","PAN","Espírito Santo",276,22,4,1,9,0.788834273815155,0.861111111111111,0.196219801902771,-0.785905182361603,0,0,0
"446","JURANDY LOUREIRO","PSC","Espírito Santo",276,155,23,17,85,0.748720288276672,0.857142857142857,0.259399652481079,-0.179542228579521,0,0,0
"447","JURANDY LOUREIRO","PTB","Espírito Santo",276,4,1,1,16,0.767791330814362,0.909090909090909,0.597266256809235,-0.0312688164412975,0,0,0
"448","JUSMARI OLIVEIRA","PFL","Bahia",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","JUSMARI OLIVEIRA","PR","Bahia",192,68,6,9,48,0.830672085285187,0.885496183206107,0.488352715969086,0.0739278867840767,0,0,0
"450","JUTAHY JUNIOR","PSDB","Bahia",206,94,20,17,207,0.733603119850159,0.890532544378698,-0.73247492313385,0.227122947573662,0,0,0
"451","JUVENIL","PRTB","Minas Gerais",254,30,6,9,22,0.639147520065308,0.776119402985075,-0.0119637483730912,0.232656434178352,0,0,0
"452","JUVENIL ALVES","PRTB","Minas Gerais",254,16,1,1,10,0.905026853084564,0.928571428571429,0.843565583229065,0.537026226520538,0,0,0
"453","JUVENIL ALVES","PT","Minas Gerais",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","JUVENIL ALVES","S.Part.","Minas Gerais",254,40,10,4,24,0.662162125110626,0.82051282051282,0.122935973107815,-0.726587414741516,0,0,0
"455","JÔ MORAES","PCdoB","Minas Gerais",246,205,14,19,127,0.813574075698853,0.90958904109589,0.585939168930054,0.0638531669974327,0,0,0
"456","JÚLIO CESAR","DEM","Piauí",114,141,15,16,91,0.723231434822083,0.88212927756654,0.110976614058018,-0.110047087073326,0,0,0
"457","JÚLIO CESAR","PFL","Piauí",114,8,4,3,10,0.64324426651001,0.72,-0.175730586051941,0.572156727313995,0,0,0
"458","JÚLIO DELGADO","PSB","Minas Gerais",250,164,23,24,125,0.719558298587799,0.860119047619048,0.071684330701828,0.207693755626678,0,0,0
"459","JÚLIO REDECKER","PSDB","Rio Grande do Sul",499,26,1,2,33,0.861754715442657,0.951612903225806,-0.802917242050171,0.336606860160828,0,0,0
"460","KÁTIA ABREU","DEM","Tocantins",885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","LAEL VARELLA","DEM","Minas Gerais",245,90,10,8,52,0.757424533367157,0.8875,0.389886736869812,-0.00528042437508702,0,0,0
"462","LAEL VARELLA","PFL","Minas Gerais",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","LAERCIO OLIVEIRA","PSDB","Sergipe",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","LAERTE BESSA","PMDB","Distrito Federal",410,113,16,9,81,0.698648750782013,0.885844748858447,0.273631542921066,-0.0122290747240186,0,0,0
"465","LAERTE BESSA","PSC","Distrito Federal",410,23,3,0,14,0.799826323986053,0.925,0.126300737261772,0.15517894923687,0,0,0
"466","LAERTE BESSA","S.Part.","Distrito Federal",410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","LAUREZ MOREIRA","PSB","Tocantins",62,185,7,9,106,0.878307223320007,0.947882736156352,0.490876138210297,-0.163531392812729,0,0,0
"468","LAÉRCIO OLIVEIRA","PSDB","Sergipe",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","LEANDRO SAMPAIO","PPS","Rio de Janeiro",308,71,11,33,117,0.699203670024872,0.810344827586207,-0.597173869609833,-0.0440237149596214,0,0,0
"470","LEANDRO VILELA","PMDB","Goiás",420,191,6,8,84,0.892296493053436,0.951557093425606,0.542525589466095,-0.306676030158997,0,0,0
"471","LELO COIMBRA","PMDB","Espírito Santo",277,177,13,15,99,0.765456795692444,0.907894736842105,0.325777620077133,-0.475316971540451,0,0,0
"472","LEO ALCÂNTARA","PR","Ceará",98,139,10,15,84,0.76432478427887,0.899193548387097,0.374935179948807,0.0876151472330093,0,0,0
"473","LEOMAR QUINTANILHA","PMDB","Tocantins",873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","LEONARDO MONTEIRO","PT","Minas Gerais",253,175,3,9,101,0.88656222820282,0.958333333333333,0.865209519863129,0.450491845607758,0,0,0
"475","LEONARDO PICCIANI","PMDB","Rio de Janeiro",312,114,12,9,55,0.773756921291351,0.889473684210526,0.392730355262756,-0.511936783790588,0,0,0
"476","LEONARDO QUINTÃO","PMDB","Minas Gerais",255,150,9,9,80,0.83635413646698,0.92741935483871,0.638979911804199,-0.224751323461533,0,0,0
"477","LEONARDO VILELA","PSDB","Goiás",421,88,13,11,168,0.793522894382477,0.914285714285714,-0.852992832660675,0.145821824669838,0,0,0
"478","LINCOLN PORTELA","PR","Minas Gerais",243,176,19,21,122,0.76024454832077,0.881656804733728,0.439567238092422,0.0763372778892517,0,0,0
"479","LINDOMAR GARÇON","PR","Rondonia",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","LINDOMAR GARÇON","PV","Rondonia",45,132,18,15,80,0.72746479511261,0.86530612244898,0.222885057330132,0.474829792976379,0,0,0
"481","LIRA MAIA","DEM","Pará",28,75,8,13,189,0.816270351409912,0.926315789473684,-0.675969064235687,-0.656373620033264,0,0,0
"482","LIRA MAIA","PFL","Pará",28,12,1,0,17,0.925758004188538,0.966666666666667,-0.641344726085663,0.767252922058105,0,0,0
"483","LOBBE NETO","PSDB","São Paulo",370,105,14,6,200,0.806512594223022,0.938461538461538,-0.779964447021484,0.100929379463196,0,0,0
"484","LOBÃO FILHO","DEM","Maranhão",913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","LUCENIRA PIMENTEL","PR","Amapá",15,201,11,15,119,0.842259705066681,0.92485549132948,0.517788231372833,-0.032940074801445,0,0,0
"486","LUCIANA COSTA","PR","São Paulo",539,159,17,23,104,0.771943986415863,0.867986798679868,0.310465723276138,0.214727506041527,0,0,0
"487","LUCIANA GENRO","PSOL","Rio Grande do Sul",506,65,34,68,121,0.463243871927261,0.645833333333333,-0.350106596946716,0.0709727704524994,0,0,0
"488","LUCIANO CASTRO","PR","Roraima",4,139,9,19,65,0.774931192398071,0.879310344827586,0.600708901882172,0.10539998114109,0,0,0
"489","LUCIANO PIZZATTO","DEM","Paraná",547,12,0,2,35,0.788661420345306,0.959183673469388,-0.49776953458786,-0.702979624271393,0,0,0
"490","LUIS CARLOS HEINZE","PP","Rio Grande do Sul",500,141,28,31,97,0.631095767021179,0.801346801346801,0.0282036699354649,-0.0538545027375221,0,0,0
"491","LUIZ ALBERTO","PT","Bahia",204,99,2,3,61,0.903076350688934,0.96969696969697,0.901470124721527,0.432841300964355,0,0,0
"492","LUIZ BASSUMA","PT","Bahia",182,134,3,5,93,0.899707138538361,0.965957446808511,0.803997159004211,0.353949368000031,0,0,0
"493","LUIZ BASSUMA","PV","Bahia",182,29,4,4,21,0.655844509601593,0.862068965517241,0.152005165815353,0.824308931827545,0,0,0
"494","LUIZ BITTENCOURT","PMDB","Goiás",422,218,8,10,109,0.884718298912048,0.947826086956522,0.592827141284943,-0.52402251958847,0,0,0
"495","LUIZ CARLOS BUSATO","PTB","Rio Grande do Sul",488,194,11,12,112,0.831555962562561,0.930091185410334,0.460248529911041,-0.0867517292499542,0,0,0
"496","LUIZ CARLOS HAULY","PSDB","Paraná",454,76,13,12,161,0.766844391822815,0.904580152671756,-0.744877099990845,0.0918228179216385,0,0,0
"497","LUIZ CARLOS SETIM","DEM","Paraná",460,93,5,21,189,0.778163135051727,0.915584415584416,-0.539714097976685,-0.654573261737823,0,0,0
"498","LUIZ CARLOS SETIM","PFL","Paraná",460,11,0,2,15,0.848152041435242,0.928571428571429,-0.453748494386673,0.891129732131958,0,0,0
"499","LUIZ CARREIRA","DEM","Bahia",205,75,6,14,176,0.80636340379715,0.92619926199262,-0.710123002529144,-0.682717561721802,0,0,0
"500","LUIZ CARREIRA","PFL","Bahia",205,12,0,0,19,0.973751366138458,1,-0.659439325332642,0.751757860183716,0,0,0
"501","LUIZ COUTO","PT","Paraíba",133,217,6,7,151,0.908644735813141,0.965879265091864,0.918410181999207,0.395629435777664,0,0,0
"502","LUIZ FERNANDO FARIA","PP","Minas Gerais",256,162,7,11,100,0.87691068649292,0.935714285714286,0.496965020895004,0.0585295297205448,0,0,0
"503","LUIZ PAULO VELLOZO LUCAS","PSDB","Espírito Santo",278,90,10,6,155,0.822120606899261,0.938697318007663,-0.823548793792725,0.215762585401535,0,0,0
"504","LUIZ SÉRGIO","PT","Rio de Janeiro",313,197,5,9,132,0.873995840549469,0.959183673469388,0.861729025840759,0.148947209119797,0,0,0
"505","LUIZA ERUNDINA","PSB","São Paulo",371,159,52,35,99,0.58114355802536,0.747826086956522,-0.0234537664800882,0.028631366789341,0,0,0
"506","LUPÉRCIO RAMOS","PMDB","Amazonas",580,79,6,4,59,0.828030705451965,0.932432432432432,0.601681351661682,-0.335246831178665,0,0,0
"507","LÁZARO BOTELHO","PP","Tocantins",63,223,13,17,126,0.836461663246155,0.920844327176781,0.519412517547607,-0.10867366194725,0,0,0
"508","LÉO ALCÂNTARA","PR","Ceará",98,20,1,7,18,0.756945788860321,0.826086956521739,0.478525817394257,0.190464422106743,0,0,0
"509","LÉO ALCÂNTARA","PSDB","Ceará",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","LÉO VIVAS","PRB","Rio de Janeiro",309,181,18,16,107,0.784170687198639,0.894409937888199,0.522832155227661,-0.0137705765664577,0,0,0
"511","LÍDICE DA MATA","PSB","Bahia",196,143,20,10,101,0.791336238384247,0.89051094890511,0.387317806482315,-0.255456954240799,0,0,0
"512","LÚCIA VÂNIA","PSDB","Goiás",864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","LÚCIO VALE","PR","Pará",29,199,11,17,119,0.829755365848541,0.919075144508671,0.520354509353638,0.245113268494606,0,0,0
"514","MAGELA","PT","Distrito Federal",411,172,10,8,115,0.85842901468277,0.940983606557377,0.803182542324066,0.582365751266479,0,0,0
"515","MAGNO MALTA","PR","Espírito Santo",862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","MAINHA","DEM","Piauí",566,12,0,2,17,0.881675004959106,0.935483870967742,-0.450491487979889,-0.892780780792236,0,0,0
"517","MAJOR FÁBIO","DEM","Paraíba",550,51,7,5,93,0.7879279255867,0.923076923076923,-0.704529643058777,-0.578005135059357,0,0,0
"518","MANATO","PDT","Espírito Santo",275,229,20,15,149,0.798979222774506,0.915254237288136,0.353361517190933,-0.121990486979485,0,0,0
"519","MANOEL JUNIOR","PMDB","Paraíba",130,28,1,1,10,0.889461040496826,0.95,0.503101646900177,-0.211119666695595,0,0,0
"520","MANOEL JUNIOR","PSB","Paraíba",130,132,10,4,86,0.870161056518555,0.939655172413793,0.596699357032776,-0.634031653404236,0,0,0
"521","MANOEL SALVIANO","PSDB","Ceará",104,82,22,40,93,0.597208201885223,0.738396624472574,-0.21881927549839,-0.064206026494503,0,0,0
"522","MANUELA DÁVILA","PCdoB","Rio Grande do Sul",494,177,16,17,109,0.820427715778351,0.896551724137931,0.574806928634644,-0.0715255811810493,0,0,0
