"","NM_PARLA","PARTY","STATE","COD_PARLA","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"196","DEVANIR RIBEIRO","PT","São Paulo",342,41,2,0,61,0.919305443763733,0.980769230769231,0.372851431369781,0.0728235244750977,0,0,0
"197","DILCEU SPERAFICO","PP","Paraná",444,35,3,5,51,0.809144258499146,0.914893617021277,0.0104801505804062,0.511606216430664,0,0,0
"198","DILCEU SPERAFICO","PPB","Paraná",444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","DIMAS RAMALHO","PPS","São Paulo",346,45,3,5,28,0.764664530754089,0.901234567901235,-0.466013878583908,-0.465525031089783,0,0,0
"200","DOMICIANO CABRAL","PSDB","Paraíba",134,28,6,7,25,0.62085747718811,0.803030303030303,-0.710759401321411,0.513835906982422,0,0,0
"201","DR. BENEDITO DIAS","PP","Amapá",12,27,3,2,36,0.857663571834564,0.926470588235294,-0.0781635940074921,0.747555553913116,0,0,0
"202","DR. BENEDITO DIAS","PPB","Amapá",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","DR. EVILÁSIO","PSB","São Paulo",356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","DR. FRANCISCO GONÇALVES","PPS","Minas Gerais",227,21,0,2,8,0.709006786346436,0.935483870967742,-0.555632948875427,-0.831427752971649,0,0,0
"205","DR. FRANCISCO GONÇALVES","PTB","Minas Gerais",227,21,2,3,17,0.767204523086548,0.883720930232558,-0.278977006673813,-0.0424020700156689,0,0,0
"206","DR. HELENO","PMDB","Rio de Janeiro",294,11,3,1,8,0.779725134372711,0.826086956521739,-0.341714650392532,0.147137254476547,0,0,0
"207","DR. HELENO","PP","Rio de Janeiro",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","DR. HELENO","PSC","Rio de Janeiro",294,19,3,6,20,0.743190228939056,0.8125,-0.298531234264374,-0.88461822271347,0,0,0
"209","DR. HELENO","PSDB","Rio de Janeiro",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","DR. HÉLIO","PDT","São Paulo",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","DR. PINOTTI","PFL","São Paulo",349,12,0,0,9,0.887597680091858,1,-0.850802004337311,-0.149261325597763,0,0,0
"212","DR. PINOTTI","PMDB","São Paulo",349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","DR. RIBAMAR ALVES","PSB","Maranhão",74,28,2,1,24,0.844086825847626,0.945454545454545,0.197824537754059,0.035451702773571,0,0,0
"214","DR. RODOLFO PEREIRA","PDT","Roraima",2,36,6,6,35,0.731622993946075,0.855421686746988,-0.352981209754944,-0.566518366336823,0,0,0
"215","DR. ROSINHA","PT","Paraná",449,17,3,2,44,0.814209342002869,0.924242424242424,0.346448659896851,-0.923867106437683,0,0,0
"216","DRA. CLAIR","PT","Paraná",460,34,8,8,55,0.69831109046936,0.847619047619048,-0.2001763433218,-0.979759991168976,0,0,0
"217","DURVAL ORLATO","PT","São Paulo",350,32,3,8,53,0.797035336494446,0.885416666666667,0.137457832694054,-0.531498670578003,0,0,0
"218","EDINHO BEZ","PMDB","Santa Catarina",470,23,1,3,38,0.847468495368958,0.938461538461538,-0.0719750970602036,-0.163457602262497,0,0,0
"219","EDINHO MONTEMOR","PL","São Paulo",578,13,3,0,12,0.766907513141632,0.892857142857143,-0.273053646087646,0.961998820304871,0,0,0
"220","EDINHO MONTEMOR","PSB","São Paulo",578,12,4,3,19,0.71171498298645,0.815789473684211,-0.0963033437728882,-0.426468193531036,0,0,0
"221","EDIR OLIVEIRA","PTB","Rio Grande do Sul",492,8,0,0,14,0.896495938301086,1,0.239053994417191,0.542975842952728,0,0,0
"222","EDISON ANDRINO","PMDB","Santa Catarina",544,24,1,4,17,0.775511980056763,0.891304347826087,-0.381460875272751,-0.299982607364655,0,0,0
"223","EDMAR MOREIRA","PFL","Minas Gerais",231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","EDMAR MOREIRA","PL","Minas Gerais",231,16,1,3,15,0.884372472763062,0.885714285714286,0.162305608391762,0.986740589141846,0,0,0
"225","EDMUNDO GALDINO","PDT","Tocantins",610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","EDNA MACEDO","PTB","São Paulo",351,37,4,2,20,0.779772937297821,0.904761904761905,-0.308707416057587,0.0768046230077744,0,0,0
"227","EDSON DUARTE","PV","Bahia",189,35,5,3,30,0.719103693962097,0.89041095890411,-0.370100080966949,-0.747045040130615,0,0,0
"228","EDSON EZEQUIEL","PMDB","Rio de Janeiro",298,46,5,5,33,0.768824577331543,0.887640449438202,-0.462532460689545,-0.827630162239075,0,0,0
"229","EDSON EZEQUIEL","PSB","Rio de Janeiro",298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","EDUARDO BARBOSA","PSDB","Minas Gerais",230,56,3,1,39,0.864133179187775,0.95959595959596,-0.793539702892303,0.542692065238953,0,0,0
"231","EDUARDO CAMPOS","PSB","Pernambuco",140,9,0,0,11,0.932014107704163,1,0.207663044333458,-0.265113532543182,0,0,0
"232","EDUARDO CUNHA","PMDB","Rio de Janeiro",300,33,12,11,34,0.561525762081146,0.744444444444444,-0.718938648700714,-0.44393402338028,0,0,0
"233","EDUARDO CUNHA","PPB","Rio de Janeiro",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","EDUARDO GOMES","PSDB","Tocantins",60,14,1,0,7,0.850112915039062,0.954545454545455,-0.620676696300507,0.784066557884216,0,0,0
"235","EDUARDO PAES","PFL","Rio de Janeiro",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","EDUARDO PAES","PSDB","Rio de Janeiro",307,32,3,2,25,0.853422224521637,0.919354838709677,-0.786010563373566,0.61821311712265,0,0,0
"237","EDUARDO SCIARRA","PFL","Paraná",461,55,3,1,38,0.848285496234894,0.958762886597938,-0.803346812725067,-0.0240629054605961,0,0,0
"238","EDUARDO SEABRA","PTB","Amapá",14,47,3,2,51,0.859339654445648,0.951456310679612,-0.0763600319623947,-0.181460067629814,0,0,0
"239","EDUARDO VALVERDE","PT","Rondonia",48,32,0,2,57,0.885387003421783,0.978021978021978,0.42581570148468,-0.358278810977936,0,0,0
"240","ELAINE COSTA","PTB","Rio de Janeiro",301,27,1,4,16,0.794322907924652,0.895833333333333,0.0331714190542698,0.254293411970139,0,0,0
"241","ELIMAR MÁXIMO DAMASCENO","PRONA","São Paulo",352,36,20,3,33,0.670232236385345,0.75,-0.792958498001099,-0.591148138046265,0,0,0
"242","ELISEU MOURA","PP","Maranhão",552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","ELISEU PADILHA","PMDB","Rio Grande do Sul",495,27,3,2,21,0.801836133003235,0.905660377358491,-0.752011477947235,0.0169903635978699,0,0,0
"244","ELISEU RESENDE","PFL","Minas Gerais",232,29,2,0,22,0.864057183265686,0.962264150943396,-0.892884314060211,0.117783583700657,0,0,0
"245","ENIO BACCI","PDT","Rio Grande do Sul",493,36,7,6,25,0.64512699842453,0.824324324324324,-0.524623513221741,-0.565287292003632,0,0,0
"246","ENIO TATICO","PL","Goiás",517,13,2,1,16,0.791610479354858,0.90625,0.259440571069717,0.383059054613113,0,0,0
"247","ENIO TATICO","PTB","Goiás",517,9,1,1,11,0.867556571960449,0.909090909090909,0.0694723352789879,0.0447007045149803,0,0,0
"248","ENIVALDO RIBEIRO","PP","Paraíba",132,37,3,3,44,0.849161565303802,0.931034482758621,0.0446877107024193,0.766649484634399,0,0,0
"249","ENIVALDO RIBEIRO","PPB","Paraíba",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","ENÉAS","PRONA","São Paulo",353,27,16,0,24,0.68081134557724,0.761194029850746,-0.845744132995605,-0.524411261081696,0,0,0
"251","EUNÍCIO OLIVEIRA","PMDB","Ceará",95,19,1,3,27,0.781242609024048,0.92,0.0937671586871147,0.148560076951981,0,0,0
"252","EVANDRO MILHOMEN","PCdoB","Amapá",611,6,2,0,12,0.799126744270325,0.9,0.0714559629559517,-0.997443735599518,0,0,0
"253","EVANDRO MILHOMEN","PSB","Amapá",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","FERNANDO CORUJA","PPS","Santa Catarina",478,58,7,6,49,0.754350662231445,0.891666666666667,-0.516102969646454,-0.645420849323273,0,0,0
"255","FERNANDO DE FABINHO","PFL","Bahia",194,27,3,2,27,0.822332382202148,0.915254237288136,-0.765356719493866,0.0303451772779226,0,0,0
"256","FERNANDO DINIZ","PMDB","Minas Gerais",233,32,1,4,34,0.843907296657562,0.929577464788732,-0.0116346459835768,0.343447476625443,0,0,0
"257","FERNANDO ESTIMA","PPS","São Paulo",601,20,2,0,14,0.837610185146332,0.944444444444444,-0.589393854141235,-0.807845771312714,0,0,0
"258","FERNANDO ESTIMA","S.Part.","São Paulo",601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","FERNANDO FERRO","PT","Pernambuco",141,37,3,2,56,0.879343569278717,0.948979591836735,0.375657200813293,-0.24860867857933,0,0,0
"260","FERNANDO GABEIRA","PT","Rio de Janeiro",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","FERNANDO GABEIRA","PV","Rio de Janeiro",296,30,3,6,26,0.64457505941391,0.861538461538462,-0.515004336833954,-0.815989375114441,0,0,0
"262","FERNANDO GABEIRA","S.Part.","Rio de Janeiro",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","FERNANDO GONÇALVES","PTB","Rio de Janeiro",528,23,1,2,28,0.857950866222382,0.944444444444444,-0.0173152349889278,-0.107835114002228,0,0,0
"264","FERNANDO LOPES","PMDB","Rio de Janeiro",304,43,10,6,29,0.66590690612793,0.818181818181818,-0.532991826534271,-0.624078214168549,0,0,0
"265","FEU ROSA","PP","Espírito Santo",274,22,7,9,39,0.717780292034149,0.792207792207792,-0.0560812540352345,-0.53153133392334,0,0,0
"266","FEU ROSA","PSDB","Espírito Santo",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","FLEURY","PTB","São Paulo",341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","FRANCISCA TRINDADE","PT","Piauí",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","FRANCISCO APPIO","PP","Rio Grande do Sul",519,37,4,2,24,0.788378357887268,0.91044776119403,-0.286102145910263,0.069711945950985,0,0,0
"270","FRANCISCO APPIO","PPB","Rio Grande do Sul",519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","FRANCISCO DORNELLES","PP","Rio de Janeiro",299,24,3,4,24,0.771872758865356,0.872727272727273,-0.204621881246567,0.396003603935242,0,0,0
"272","FRANCISCO DORNELLES","PPB","Rio de Janeiro",299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","FRANCISCO ESCÓRCIO","PMDB","Maranhão",615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","FRANCISCO GARCIA","PP","Amazonas",36,34,3,3,32,0.791591227054596,0.916666666666667,-0.0616941452026367,0.30637127161026,0,0,0
"275","FRANCISCO GARCIA","PPS","Amazonas",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","FRANCISCO RODRIGUES","PFL","Roraima",3,33,4,4,22,0.733285665512085,0.873015873015873,-0.565624713897705,0.0609692633152008,0,0,0
"277","FRANCISCO TURRA","PP","Rio Grande do Sul",497,51,7,10,39,0.670206129550934,0.841121495327103,-0.354040116071701,0.321249961853027,0,0,0
"278","FRANCISCO TURRA","PPB","Rio Grande do Sul",497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","FRED KOHLER","PMDB","Rio de Janeiro",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","FRED KOHLER","PPS","Rio de Janeiro",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","FÁBIO SOUTO","PFL","Bahia",190,45,5,1,33,0.822512686252594,0.928571428571429,-0.744720280170441,0.12681582570076,0,0,0
"282","FÁTIMA BEZERRA","PT","Rio Grande do Norte",121,33,4,3,45,0.843256652355194,0.917647058823529,0.242269828915596,-0.345068246126175,0,0,0
"283","FÉLIX MENDONÇA","PFL","Bahia",191,43,5,3,28,0.791242718696594,0.89873417721519,-0.788238286972046,0.0282018557190895,0,0,0
"284","FÉLIX MENDONÇA","PTB","Bahia",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","GASTÃO VIEIRA","PMDB","Maranhão",75,39,7,2,52,0.742714881896973,0.91,-0.0932910963892937,-0.152799710631371,0,0,0
"286","GEDDEL VIEIRA LIMA","PMDB","Bahia",193,19,8,4,14,0.569455862045288,0.733333333333333,-0.250687807798386,-0.0686849132180214,0,0,0
"287","GERALDO RESENDE","PPS","Mato Grosso do Sul",435,54,5,7,44,0.769350171089172,0.890909090909091,-0.48018541932106,-0.343001365661621,0,0,0
"288","GERALDO THADEU","PPS","Minas Gerais",236,40,5,6,27,0.744430363178253,0.858974358974359,-0.509846806526184,-0.746388018131256,0,0,0
"289","GERSON GABRIELLI","PFL","Bahia",185,24,0,1,13,0.849106967449188,0.973684210526316,-0.706403315067291,-0.145752385258675,0,0,0
"290","GERVÁSIO OLIVEIRA","PDT","Amapá",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","GERVÁSIO OLIVEIRA","PMDB","Amapá",11,20,1,4,25,0.756487131118774,0.9,-0.0145141379907727,0.419342339038849,0,0,0
"292","GERVÁSIO OLIVEIRA","S.Part.","Amapá",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","GERVÁSIO SILVA","PFL","Santa Catarina",479,32,2,0,22,0.862813711166382,0.964285714285714,-0.832211673259735,-0.349141776561737,0,0,0
"294","GIACOBO","PL","Paraná",466,40,4,2,42,0.837757766246796,0.931818181818182,-0.0422263741493225,0.289660483598709,0,0,0
"295","GIACOBO","PPS","Paraná",466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","GILBERTO KASSAB","PFL","São Paulo",357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","GILBERTO NASCIMENTO","PMDB","São Paulo",354,31,9,7,31,0.654719352722168,0.794871794871795,-0.439273923635483,-0.346587657928467,0,0,0
"298","GILBERTO NASCIMENTO","PSB","São Paulo",354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","GILMAR MACHADO","PT","Minas Gerais",234,31,2,2,60,0.90762722492218,0.957894736842105,0.505002737045288,-0.681390941143036,0,0,0
"300","GIVALDO CARIMBÃO","PSB","Alagoas",166,16,0,0,27,0.930987954139709,1,0.753222644329071,-0.52182811498642,0,0,0
"301","GONZAGA MOTA","PSDB","Ceará",541,49,4,2,35,0.867157518863678,0.933333333333333,-0.838041961193085,0.545605778694153,0,0,0
"302","GONZAGA PATRIOTA","PSB","Pernambuco",143,24,1,3,20,0.777627229690552,0.916666666666667,-0.0186582766473293,-0.111242555081844,0,0,0
"303","GORETE PEREIRA","PL","Ceará",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","GORETE PEREIRA","PMDB","Ceará",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","GORETE PEREIRA","S.Part.","Ceará",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","GUILHERME MENEZES","PT","Bahia",195,42,4,3,64,0.869052946567535,0.938053097345133,0.508022010326385,-0.202026918530464,0,0,0
"307","GUSTAVO FRUET","PMDB","Paraná",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","GUSTAVO FRUET","PSDB","Paraná",450,44,5,0,35,0.823930859565735,0.94047619047619,-0.75800633430481,0.411142438650131,0,0,0
"309","GUSTAVO FRUET","S.Part.","Paraná",450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","HAMILTON CASARA","PL","Rondonia",13,13,1,2,10,0.683643519878387,0.884615384615385,-0.195038363337517,-0.0328352004289627,0,0,0
"311","HAMILTON CASARA","PSB","Rondonia",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","HAMILTON CASARA","PSDB","Rondonia",13,19,2,1,10,0.801149666309357,0.90625,-0.694784998893738,0.719217419624329,0,0,0
"313","HELENILDO RIBEIRO","PSDB","Alagoas",164,49,2,0,19,0.855205178260803,0.971428571428571,-0.753191471099854,0.657801330089569,0,0,0
"314","HELENO SILVA","PL","Sergipe",173,44,1,4,39,0.862485408782959,0.943181818181818,-0.0752295404672623,0.186058908700943,0,0,0
"315","HENRIQUE AFONSO","PT","Acre",52,32,4,4,52,0.781348764896393,0.91304347826087,0.14017741382122,-0.253390997648239,0,0,0
"316","HENRIQUE EDUARDO ALVES","PMDB","Rio Grande do Norte",123,31,1,3,19,0.825622379779816,0.925925925925926,-0.216359972953796,-0.0573730058968067,0,0,0
"317","HENRIQUE FONTANA","PT","Rio Grande do Sul",498,36,1,3,59,0.91146844625473,0.95959595959596,0.525537610054016,-0.259934157133102,0,0,0
"318","HERCULANO ANGHINETTI","PP","Minas Gerais",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","HERCULANO ANGHINETTI","PPB","Minas Gerais",235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","HERMES PARCIANELLO","PMDB","Paraná",448,27,2,1,30,0.875861287117004,0.95,0.279649496078491,0.243972271680832,0,0,0
"321","HOMERO BARRETO","PTB","Tocantins",62,24,0,2,29,0.859074473381042,0.963636363636364,0.200778648257256,-0.00252343877218664,0,0,0
"322","HUMBERTO MICHILES","PL","Amazonas",41,34,0,2,35,0.891761302947998,0.971830985915493,0.010400865226984,0.049295898526907,0,0,0
"323","HÉLIO ESTEVES","PT","Amapá",15,22,1,3,38,0.876585423946381,0.9375,0.645509421825409,-0.384915411472321,0,0,0
"324","IARA BERNARDI","PT","São Paulo",360,31,3,2,57,0.83520370721817,0.946236559139785,0.268045961856842,-0.563019692897797,0,0,0
"325","IBERÊ FERREIRA","PSB","Rio Grande do Norte",124,16,1,1,22,0.847471237182617,0.95,0.0629211291670799,0.846497237682343,0,0,0
"326","IBERÊ FERREIRA","PTB","Rio Grande do Norte",124,14,0,2,10,0.804559707641602,0.923076923076923,0.0248033758252859,0.116420023143291,0,0,0
"327","IBRAHIM ABI-ACKEL","PP","Minas Gerais",531,21,0,1,23,0.87461256980896,0.977777777777778,-0.0488188453018665,0.554954886436462,0,0,0
"328","IBRAHIM ABI-ACKEL","PPB","Minas Gerais",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","ILDEU ARAUJO","PP","São Paulo",355,47,2,2,65,0.902206778526306,0.96551724137931,0.216109231114388,0.755504786968231,0,0,0
"330","ILDEU ARAUJO","PRONA","São Paulo",355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","INALDO LEITÃO","PL","Paraíba",543,24,4,7,43,0.752380549907684,0.858974358974359,0.150864124298096,-0.0211295709013939,0,0,0
"332","INALDO LEITÃO","PSDB","Paraíba",543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","INOCÊNCIO OLIVEIRA","PFL","Pernambuco",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","INOCÊNCIO OLIVEIRA","PL","Pernambuco",145,14,1,0,20,0.862042367458344,0.971428571428571,-0.0475691631436348,-0.0964686721563339,0,0,0
"335","INOCÊNCIO OLIVEIRA","PMDB","Pernambuco",145,18,0,0,14,0.880131840705872,1,-0.255298316478729,-0.0306799709796906,0,0,0
"336","INÁCIO ARRUDA","PCdoB","Ceará",94,32,2,3,50,0.826809406280518,0.942528735632184,-0.0443779826164246,-0.698894441127777,0,0,0
"337","IRINEU RODRIGUES","PPS","Paraná",616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","IRINY LOPES","PT","Espírito Santo",273,26,3,2,58,0.851838171482086,0.943820224719101,0.557246506214142,-0.525123655796051,0,0,0
"339","IRIS SIMÕES","PTB","Paraná",455,35,1,3,43,0.852449476718903,0.951219512195122,0.170208185911179,0.183369055390358,0,0,0
"340","ISAÍAS SILVESTRE","PSB","Minas Gerais",237,32,5,6,52,0.763348758220673,0.884210526315789,-0.00125352886971086,-0.619655668735504,0,0,0
"341","ITAMAR SERPA","PSDB","Rio de Janeiro",539,21,6,0,18,0.794850647449493,0.866666666666667,-0.772236108779907,0.635335624217987,0,0,0
"342","IVAN PAIXÃO","PPS","Sergipe",570,29,5,6,30,0.71294641494751,0.842857142857143,-0.27527990937233,-0.457705944776535,0,0,0
"343","IVAN RANZOLIN","PFL","Santa Catarina",472,23,4,0,16,0.810031890869141,0.906976744186046,-0.771706938743591,-0.272001504898071,0,0,0
"344","IVAN RANZOLIN","PP","Santa Catarina",472,20,3,0,14,0.770848989486694,0.918918918918919,-0.270567297935486,0.00912517495453358,0,0,0
"345","IVAN RANZOLIN","PPB","Santa Catarina",472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","IVAN RANZOLIN","S.Part.","Santa Catarina",472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","IVAN VALENTE","PSOL","São Paulo",359,20,10,1,23,0.66882711648941,0.796296296296296,-0.47159731388092,-0.881814002990723,0,0,0
"348","IVAN VALENTE","PT","São Paulo",359,19,0,0,31,0.857312798500061,1,-0.103241972625256,-0.80854469537735,0,0,0
"349","IVO JOSÉ","PT","Minas Gerais",238,34,5,0,39,0.883969008922577,0.935897435897436,0.566781520843506,0.188734605908394,0,0,0
"350","JACKSON BARRETO","PMN","Sergipe",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","JACKSON BARRETO","PTB","Sergipe",174,42,5,3,46,0.805313944816589,0.916666666666667,-0.0872538909316063,-0.0422322973608971,0,0,0
"352","JADER BARBALHO","PMDB","Pará",22,14,0,2,13,0.814756870269775,0.931034482758621,0.188015714287758,-0.00922258943319321,0,0,0
"353","JAIME MARTINS","PL","Minas Gerais",240,38,2,3,28,0.817381024360657,0.929577464788732,0.0331076085567474,0.581798017024994,0,0,0
"354","JAIR BOLSONARO","PFL","Rio de Janeiro",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","JAIR BOLSONARO","PP","Rio de Janeiro",302,41,10,9,23,0.627555370330811,0.771084337349398,-0.83799946308136,-0.545671045780182,0,0,0
"356","JAIR BOLSONARO","PTB","Rio de Janeiro",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","JAIR DE OLIVEIRA","PMDB","Espírito Santo",580,24,4,8,40,0.724667370319366,0.842105263157895,-0.134971842169762,-0.990849494934082,0,0,0
"358","JAIRO CARNEIRO","PFL","Bahia",196,54,5,3,43,0.808481216430664,0.923809523809524,-0.760502099990845,-0.0381216667592525,0,0,0
"359","JAMIL MURAD","PCdoB","São Paulo",362,39,5,2,63,0.822377741336823,0.935779816513762,0.0151266409084201,-0.848363161087036,0,0,0
"360","JANDIRA FEGHALI","PCdoB","Rio de Janeiro",303,33,1,1,60,0.850545585155487,0.978947368421053,-0.0533622018992901,-0.670971274375916,0,0,0
"361","JANETE CAPIBERIBE","PSB","Amapá",16,13,0,0,9,0.898034155368805,1,0.155298620462418,-0.540992379188538,0,0,0
"362","JEFFERSON CAMPOS","PMDB","São Paulo",363,15,2,3,10,0.744940936565399,0.833333333333333,-0.22552777826786,-0.609881997108459,0,0,0
"363","JEFFERSON CAMPOS","PSB","São Paulo",363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","JEFFERSON CAMPOS","PTB","São Paulo",363,12,4,2,17,0.677186012268066,0.828571428571429,-0.126978263258934,0.0602957755327225,0,0,0
"365","JOAQUIM FRANCISCO","PFL","Pernambuco",156,20,1,0,16,0.880545198917389,0.972972972972973,-0.7762531042099,-0.275130063295364,0,0,0
"366","JOAQUIM FRANCISCO","PTB","Pernambuco",156,13,0,2,10,0.81326961517334,0.92,-0.0764495655894279,-0.262734353542328,0,0,0
"367","JOEL DE HOLLANDA","PFL","Pernambuco",614,16,0,0,4,0.957395672798157,1,-0.845384418964386,-0.0567018762230873,0,0,0
"368","JONIVAL LUCAS JUNIOR","PMDB","Bahia",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","JONIVAL LUCAS JUNIOR","PTB","Bahia",192,37,1,4,31,0.844880878925323,0.931506849315068,-0.037510197609663,0.0716938450932503,0,0,0
"370","JORGE ALBERTO","PMDB","Sergipe",175,41,3,1,41,0.827297866344452,0.953488372093023,-0.0375412590801716,0.0899787694215775,0,0,0
"371","JORGE BITTAR","PT","Rio de Janeiro",310,35,2,1,53,0.931330323219299,0.967032967032967,0.399998217821121,0.187113657593727,0,0,0
"372","JORGE BOEIRA","PT","Santa Catarina",475,31,2,1,33,0.841162979602814,0.955223880597015,0.277060598134995,0.174288421869278,0,0,0
"373","JORGE GOMES","PSB","Pernambuco",561,43,4,0,58,0.856019496917725,0.961904761904762,0.0544659793376923,-0.271522551774979,0,0,0
"374","JORGE KHOURY","PFL","Bahia",201,17,0,0,8,0.959219396114349,1,-0.926337122917175,0.28997278213501,0,0,0
"375","JORGE PINHEIRO","PL","Distrito Federal",411,40,2,3,47,0.855919361114502,0.945652173913043,0.0135922245681286,0.800030827522278,0,0,0
"376","JORGE VI","PSC","Alagoas",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","JORGE VI","PSDB","Alagoas",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","JOSIAS GOMES","PT","Bahia",200,32,4,1,35,0.890404999256134,0.930555555555556,0.505693197250366,0.4809350669384,0,0,0
"379","JOSIAS QUINTAL","PMDB","Rio de Janeiro",306,19,6,3,17,0.596081376075745,0.8,-0.225824624300003,-0.413778394460678,0,0,0
"380","JOSIAS QUINTAL","PSB","Rio de Janeiro",306,13,3,1,18,0.777428448200226,0.885714285714286,-0.17845319211483,-0.439003646373749,0,0,0
"381","JOSUÉ BENGTSON","PTB","Pará",29,33,4,6,32,0.794009625911713,0.866666666666667,-0.052834939211607,0.306796103715897,0,0,0
"382","JOSÉ BORBA","PMDB","Paraná",451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","JOSÉ CARLOS ALELUIA","PFL","Bahia",202,43,1,4,23,0.823207914829254,0.929577464788732,-0.894134342670441,0.0465048402547836,0,0,0
"384","JOSÉ CARLOS ARAÚJO","PFL","Bahia",197,16,2,0,9,0.780270934104919,0.925925925925926,-0.764322280883789,0.187311455607414,0,0,0
"385","JOSÉ CARLOS ARAÚJO","PL","Bahia",197,26,2,2,38,0.851958274841309,0.941176470588235,-0.00959085114300251,0.746001780033112,0,0,0
"386","JOSÉ CARLOS ELIAS","PTB","Espírito Santo",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","JOSÉ CARLOS MACHADO","PFL","Sergipe",178,45,2,2,26,0.844097852706909,0.946666666666667,-0.771015286445618,0.0904660075902939,0,0,0
"388","JOSÉ CARLOS MARTINEZ","PTB","Paraná",457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","JOSÉ CHAVES","PMDB","Pernambuco",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","JOSÉ CHAVES","PTB","Pernambuco",147,27,2,5,25,0.770785510540009,0.88135593220339,0.116866298019886,0.114534072577953,0,0,0
