"","NM_PARLA","PARTY","STATE","COD_PARLA","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"16","ALBERTO FRAGA","PMDB","Distrito Federal",408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ALBERTO FRAGA","PTB","Distrito Federal",408,7,6,3,4,0.451908379793167,0.55,-0.90734988451004,-0.420376241207123,0,0,0
"18","ALBERTO FRAGA","S.Part.","Distrito Federal",408,11,1,2,6,0.698681771755219,0.85,-0.894055426120758,-0.44795635342598,0,0,0
"19","ALBERTO GOLDMAN","PSDB","São Paulo",330,44,7,1,31,0.787967205047607,0.903614457831325,-0.777055501937866,0.629432022571564,0,0,0
"20","ALBÉRICO FILHO","PMDB","Maranhão",602,14,3,4,22,0.705619156360626,0.837209302325581,-0.066200889647007,0.211520805954933,0,0,0
"21","ALCESTE ALMEIDA","PMDB","Roraima",1,15,4,4,8,0.591998517513275,0.741935483870968,-0.318194389343262,0.948025584220886,0,0,0
"22","ALCESTE ALMEIDA","PTB","Roraima",1,16,0,3,26,0.833162724971771,0.933333333333333,0.0137982722371817,0.160629406571388,0,0,0
"23","ALCESTE ALMEIDA","S.Part.","Roraima",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ALCEU COLLARES","PDT","Rio Grande do Sul",487,34,5,6,20,0.713475942611694,0.830769230769231,-0.543154656887054,-0.537304282188416,0,0,0
"25","ALDIR CABRAL","PFL","Rio de Janeiro",588,31,5,2,30,0.80305427312851,0.897058823529412,-0.792353868484497,0.0704117938876152,0,0,0
"26","ALDO REBELO","PCdoB","São Paulo",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ALEX CANZIANI","PTB","Paraná",445,30,4,4,33,0.80644690990448,0.887323943661972,-0.164867371320724,0.0158027429133654,0,0,0
"28","ALEXANDRE CARDOSO","PSB","Rio de Janeiro",284,34,1,2,34,0.873216986656189,0.957746478873239,0.33590292930603,-0.0441679731011391,0,0,0
"29","ALEXANDRE MAIA","PMDB","Minas Gerais",600,10,1,2,15,0.836914122104645,0.892857142857143,0.0655805021524429,-0.0955768898129463,0,0,0
"30","ALEXANDRE SANTOS","PMDB","Rio de Janeiro",285,28,3,5,21,0.627794802188873,0.859649122807018,-0.304063409566879,-0.134712874889374,0,0,0
"31","ALEXANDRE SANTOS","PP","Rio de Janeiro",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ALEXANDRE SANTOS","PSDB","Rio de Janeiro",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ALICE PORTUGAL","PCdoB","Bahia",180,32,2,1,48,0.835117876529694,0.963855421686747,-0.0499533750116825,-0.648039221763611,0,0,0
"34","ALMEIDA DE JESUS","PL","Ceará",89,33,5,4,26,0.761248826980591,0.867647058823529,-0.181130707263947,-0.25353017449379,0,0,0
"35","ALMERINDA DE CARVALHO","PMDB","Rio de Janeiro",286,42,8,14,37,0.608690857887268,0.782178217821782,-0.381153613328934,-0.817696034908295,0,0,0
"36","ALMERINDA DE CARVALHO","PSB","Rio de Janeiro",286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ALMIR MOURA","PFL","Rio de Janeiro",283,17,3,1,14,0.808931589126587,0.885714285714286,-0.626328945159912,-0.237004622817039,0,0,0
"38","ALMIR MOURA","PL","Rio de Janeiro",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ALMIR MOURA","PMDB","Rio de Janeiro",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ALMIR MOURA","S.Part.","Rio de Janeiro",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","ALMIR SÁ","PL","Roraima",553,35,1,2,40,0.884913861751556,0.961538461538462,0.0858732610940933,0.837333559989929,0,0,0
"42","ALOYSIO NUNES FERREIRA","PSDB","São Paulo",333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","AMADOR TUT","PL","Mato Grosso",566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","AMAURI GASQUES","PL","São Paulo",329,33,5,3,51,0.840319454669952,0.91304347826087,0.0564590282738209,0.741848111152649,0,0,0
"45","AMAURI GASQUES","PRONA","São Paulo",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ANA ALENCAR","PL","Tocantins",587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","ANA ALENCAR","PSDB","Tocantins",587,13,4,0,8,0.743977308273315,0.84,-0.641113936901093,0.767445683479309,0,0,0
"48","ANA GUERRA","PT","Minas Gerais",591,30,2,1,46,0.911637425422668,0.962025316455696,0.47510826587677,-0.00552345486357808,0,0,0
"49","ANDERSON ADAUTO","PL","Minas Gerais",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ANDRÉ COSTA","PDT","Rio de Janeiro",571,21,4,0,18,0.82413524389267,0.906976744186046,-0.44878163933754,-0.734047412872314,0,0,0
"51","ANDRÉ COSTA","PT","Rio de Janeiro",571,9,1,1,12,0.83319491147995,0.91304347826087,0.814493954181671,-0.0922984257340431,0,0,0
"52","ANDRÉ COSTA","S.Part.","Rio de Janeiro",571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","ANDRÉ DE PAULA","PFL","Pernambuco",142,47,4,1,32,0.829342305660248,0.94047619047619,-0.799250900745392,-0.0402411445975304,0,0,0
"54","ANDRÉ FIGUEIREDO","PDT","Ceará",586,42,7,3,42,0.767292678356171,0.893617021276596,-0.522911727428436,-0.477373123168945,0,0,0
"55","ANDRÉ LUIZ","PMDB","Rio de Janeiro",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","ANDRÉ LUIZ","S.Part.","Rio de Janeiro",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","ANDRÉ ZACHAROW","PDT","Paraná",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ANDRÉ ZACHAROW","PMDB","Paraná",442,5,1,3,19,0.752081871032715,0.857142857142857,0.0843832418322563,-0.203413128852844,0,0,0
"59","ANDRÉ ZACHAROW","PP","Paraná",442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ANDRÉ ZACHAROW","PSB","Paraná",442,17,0,1,15,0.922586798667908,0.96969696969697,-0.00510480767115951,0.392059445381165,0,0,0
"61","ANGELA GUADAGNIN","PT","São Paulo",340,30,4,1,51,0.836174666881561,0.941860465116279,0.260689318180084,-0.30669504404068,0,0,0
"62","ANIVALDO VALE","PSDB","Pará",19,50,3,0,38,0.854138493537903,0.967032967032967,-0.755395948886871,0.655268549919128,0,0,0
"63","ANN PONTES","PMDB","Pará",18,37,4,4,53,0.777313470840454,0.918367346938776,0.16171295940876,-0.378180712461472,0,0,0
"64","ANSELMO","PT","Rondonia",47,33,1,1,58,0.863429725170135,0.978494623655914,0.353549152612686,-0.318867564201355,0,0,0
"65","ANTENOR NASPOLINI","PSDB","Ceará",583,30,2,3,29,0.849464535713196,0.921875,-0.8352330327034,0.549896061420441,0,0,0
"66","ANTONIO CAMBRAIA","PSDB","Ceará",91,54,2,2,49,0.875253617763519,0.962616822429907,-0.784119367599487,0.620609998703003,0,0,0
"67","ANTONIO CARLOS BISCAIA","PT","Rio de Janeiro",292,36,4,2,67,0.868008315563202,0.944954128440367,0.551705598831177,-0.315566122531891,0,0,0
"68","ANTONIO CARLOS MAGALHÃES NETO","PFL","Bahia",181,59,4,3,47,0.823202311992645,0.938053097345133,-0.791663229465485,0.136399567127228,0,0,0
"69","ANTONIO CARLOS MENDES THAME","PSDB","São Paulo",332,44,5,2,35,0.810844957828522,0.918604651162791,-0.731223523616791,0.589765667915344,0,0,0
"70","ANTONIO CARLOS PANNUNZIO","PSDB","São Paulo",334,47,7,1,29,0.79900598526001,0.904761904761905,-0.878393769264221,0.477937638759613,0,0,0
"71","ANTONIO CRUZ","PP","Mato Grosso do Sul",434,22,3,3,34,0.736861407756805,0.903225806451613,-0.0342413820326328,0.947470605373383,0,0,0
"72","ANTONIO CRUZ","PTB","Mato Grosso do Sul",434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ANTONIO JOAQUIM","PP","Maranhão",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","ANTONIO JOAQUIM","PPB","Maranhão",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ANTONIO JOAQUIM","PSDB","Maranhão",68,14,1,1,9,0.822878956794739,0.92,-0.750981986522675,0.660322666168213,0,0,0
"76","ANTONIO JOAQUIM","PTB","Maranhão",68,12,0,2,13,0.872980177402496,0.925925925925926,0.0370247028768063,0.101217672228813,0,0,0
"77","ANTONIO NOGUEIRA","PT","Amapá",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ANTÔNIO CARLOS BIFFI","PT","Mato Grosso do Sul",432,39,3,1,54,0.8680060505867,0.958762886597938,0.508990585803986,-0.0532015264034271,0,0,0
"79","ANÍBAL GOMES","PMDB","Ceará",87,28,4,3,31,0.802973985671997,0.893939393939394,0.0119362743571401,0.17973780632019,0,0,0
"80","ARACELY DE PAULA","PL","Minas Gerais",223,39,2,2,38,0.889112055301666,0.950617283950617,0.117202833294868,0.783743739128113,0,0,0
"81","ARIOSTO HOLANDA","PSB","Ceará",92,24,2,2,37,0.839662611484528,0.938461538461538,0.0540405362844467,-0.0585351921617985,0,0,0
"82","ARIOSTO HOLANDA","PSDB","Ceará",92,18,2,3,11,0.800716638565063,0.852941176470588,-0.0630695149302483,0.600246667861938,0,0,0
"83","ARIOSTO HOLANDA","S.Part.","Ceará",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ARLINDO CHINAGLIA","PT","São Paulo",336,33,1,2,61,0.908601105213165,0.969072164948454,0.504794359207153,-0.278767287731171,0,0,0
"85","ARMANDO ABÍLIO","PSDB","Paraíba",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ARMANDO ABÍLIO","PTB","Paraíba",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ARMANDO MONTEIRO","PMDB","Pernambuco",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ARMANDO MONTEIRO","PTB","Pernambuco",144,27,2,0,16,0.827563941478729,0.955555555555556,0.138962596654892,0.990297675132751,0,0,0
"89","ARNALDO FARIA DE SÁ","PTB","São Paulo",337,61,7,12,35,0.640101492404938,0.834782608695652,-0.841247916221619,-0.54064953327179,0,0,0
"90","ARNALDO MADEIRA","PSDB","São Paulo",343,22,0,1,6,0.900399923324585,0.96551724137931,-0.688812136650085,0.72493988275528,0,0,0
"91","ARNON BEZERRA","PSDB","Ceará",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ARNON BEZERRA","PTB","Ceará",90,35,1,2,23,0.863991796970367,0.950819672131147,0.130372792482376,0.802051424980164,0,0,0
"93","AROLDE DE OLIVEIRA","PFL","Rio de Janeiro",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","AROLDO CEDRAZ","PFL","Bahia",183,35,2,2,24,0.820674419403076,0.936507936507937,-0.733577251434326,-0.121026754379272,0,0,0
"95","ARY KARA","PTB","São Paulo",582,20,3,6,23,0.660387277603149,0.826923076923077,-0.155675485730171,-0.366081953048706,0,0,0
"96","ARY VANAZZI","PT","Rio Grande do Sul",488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ASDRUBAL BENTES","PMDB","Pará",20,31,1,3,38,0.840932965278625,0.945205479452055,0.101477585732937,0.202463611960411,0,0,0
"98","ASSIS MIGUEL DO COUTO","PT","Paraná",443,30,1,2,54,0.869907915592194,0.96551724137931,0.504386901855469,-0.518422305583954,0,0,0
"99","ATHOS AVELINO","PPS","Minas Gerais",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","AUGUSTO NARDES","PP","Rio Grande do Sul",489,18,2,3,14,0.784666419029236,0.864864864864865,-0.188488006591797,-0.315176635980606,0,0,0
"101","AUGUSTO NARDES","PPB","Rio Grande do Sul",489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","B. SÁ","PPS","Piauí",111,21,1,2,17,0.854609727859497,0.926829268292683,0.0965044498443604,-0.232922002673149,0,0,0
"103","B. SÁ","PSB","Piauí",111,20,1,1,31,0.885106146335602,0.962264150943396,0.255047529935837,0.172677084803581,0,0,0
"104","B. SÁ","S.Part.","Piauí",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","BABÁ","PSOL","Pará",21,15,8,0,22,0.641814053058624,0.822222222222222,-0.490208387374878,-0.871605336666107,0,0,0
"106","BABÁ","PT","Pará",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","BABÁ","S.Part.","Pará",21,12,4,2,18,0.687187612056732,0.833333333333333,-0.462737321853638,-0.697839081287384,0,0,0
"108","BADU PICANÇO","PL","Amapá",573,21,4,1,21,0.810978531837463,0.893617021276596,0.0979175344109535,0.863472461700439,0,0,0
"109","BARBOSA NETO","PMDB","Goiás",416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","BARBOSA NETO","PSB","Goiás",416,14,1,1,33,0.88951587677002,0.959183673469388,0.353633373975754,-0.110331892967224,0,0,0
"111","BENEDITO DE LIRA","PP","Alagoas",162,37,3,2,49,0.815595269203186,0.945054945054945,0.102006807923317,0.561162889003754,0,0,0
"112","BENEDITO DE LIRA","PPB","Alagoas",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","BENJAMIN MARANHÃO","PMDB","Paraíba",128,33,2,5,28,0.772185623645782,0.897058823529412,0.09233058989048,0.00461475318297744,0,0,0
"114","BERNARDO ARISTON","PMDB","Rio de Janeiro",291,32,7,10,32,0.700362861156464,0.790123456790123,-0.37190455198288,-0.674221515655518,0,0,0
"115","BERNARDO ARISTON","PSB","Rio de Janeiro",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","BETINHO ROSADO","PFL","Rio Grande do Norte",120,32,4,3,23,0.716384649276733,0.887096774193548,-0.749415814876556,-0.0691233053803444,0,0,0
"117","BETO ALBUQUERQUE","PSB","Rio Grande do Sul",490,37,3,4,49,0.794727087020874,0.924731182795699,0.214585572481155,-0.183013305068016,0,0,0
"118","BISMARCK MAIA","PSDB","Ceará",88,53,2,0,36,0.855621874332428,0.978021978021978,-0.775622248649597,0.631197273731232,0,0,0
"119","BONIFÁCIO DE ANDRADA","PSDB","Minas Gerais",221,24,3,2,14,0.781551241874695,0.883720930232558,-0.945549428462982,0.325478613376617,0,0,0
"120","BOSCO COSTA","PSDB","Sergipe",172,49,6,4,32,0.744896292686462,0.89010989010989,-0.680216491222382,0.733011305332184,0,0,0
"121","CABO JÚLIO","PMDB","Minas Gerais",224,15,4,4,25,0.77743273973465,0.833333333333333,-0.108332224190235,-0.436883896589279,0,0,0
"122","CABO JÚLIO","PSB","Minas Gerais",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","CABO JÚLIO","PSC","Minas Gerais",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","CAPITÃO WAYNE","PSDB","Goiás",590,9,2,0,18,0.857126176357269,0.931034482758621,-0.74070793390274,0.498440802097321,0,0,0
"125","CARLITO MERSS","PT","Santa Catarina",476,43,1,1,56,0.932116210460663,0.98019801980198,0.429150879383087,0.0808287858963013,0,0,0
"126","CARLOS ABICALIL","PT","Mato Grosso",399,40,1,0,61,0.935189723968506,0.990196078431373,0.61187356710434,-0.212314039468765,0,0,0
"127","CARLOS ALBERTO LERÉIA","PSDB","Goiás",415,42,5,0,25,0.850510358810425,0.930555555555556,-0.704952299594879,0.709254801273346,0,0,0
"128","CARLOS ALBERTO ROSADO","PFL","Rio Grande do Norte",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","CARLOS BATATA","PFL","Pernambuco",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","CARLOS BATATA","PSDB","Pernambuco",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CARLOS DUNGA","PTB","Paraíba",130,40,3,5,45,0.78974574804306,0.913978494623656,0.175903499126434,-0.00643968395888805,0,0,0
"132","CARLOS EDUARDO CADOCA","PMDB","Pernambuco",152,50,4,6,36,0.721821784973145,0.895833333333333,-0.446268677711487,-0.443850547075272,0,0,0
"133","CARLOS MELLES","PFL","Minas Gerais",226,24,4,1,20,0.760398328304291,0.897959183673469,-0.867353916168213,-0.269853621721268,0,0,0
"134","CARLOS MOTA","PL","Minas Gerais",521,21,1,2,13,0.8442263007164,0.918918918918919,0.0578011311590672,-0.290000051259995,0,0,0
"135","CARLOS MOTA","PSB","Minas Gerais",521,13,4,11,22,0.551299691200256,0.7,-0.16018933057785,-0.987086296081543,0,0,0
"136","CARLOS NADER","PFL","Rio de Janeiro",532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","CARLOS NADER","PL","Rio de Janeiro",532,43,5,5,58,0.796996772289276,0.90990990990991,0.0246014799922705,0.0573671981692314,0,0,0
"138","CARLOS RODRIGUES","PL","Rio de Janeiro",289,23,0,1,12,0.909065842628479,0.972222222222222,-0.0464201830327511,0.732394158840179,0,0,0
"139","CARLOS SAMPAIO","PSDB","São Paulo",338,32,4,1,24,0.793227195739746,0.918032786885246,-0.756223559379578,0.654313385486603,0,0,0
"140","CARLOS SANTANA","PT","Rio de Janeiro",290,33,3,2,51,0.850489139556885,0.943820224719101,0.261437863111496,0.334783494472504,0,0,0
"141","CARLOS SOUZA","PL","Amazonas",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","CARLOS SOUZA","PP","Amazonas",37,28,3,6,28,0.735587000846863,0.861538461538462,-0.237492829561234,-0.147705510258675,0,0,0
"143","CARLOS WILLIAN","PMDB","Minas Gerais",222,9,1,4,11,0.538861393928528,0.8,-0.345802128314972,-0.370239645242691,0,0,0
"144","CARLOS WILLIAN","PSB","Minas Gerais",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","CARLOS WILLIAN","PSC","Minas Gerais",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CARLOS WILLIAN","PTC","Minas Gerais",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CELCITA PINHEIRO","PFL","Mato Grosso",400,48,2,2,27,0.821514904499054,0.949367088607595,-0.7241330742836,0.0586787164211273,0,0,0
"148","CELSO RUSSOMANNO","PP","São Paulo",344,35,6,2,30,0.810201108455658,0.89041095890411,0.0129015818238258,0.836148798465729,0,0,0
"149","CELSO RUSSOMANNO","PPB","São Paulo",344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CEZAR SCHIRMER","PMDB","Rio Grande do Sul",494,32,12,6,20,0.587440848350525,0.742857142857143,-0.698729395866394,-0.672136545181274,0,0,0
"151","CEZAR SILVESTRI","PPS","Paraná",447,47,5,5,33,0.759731292724609,0.888888888888889,-0.514264106750488,-0.45654484629631,0,0,0
"152","CHICO ALENCAR","PSOL","Rio de Janeiro",295,22,9,0,20,0.683658003807068,0.823529411764706,-0.483092933893204,-0.875569105148315,0,0,0
"153","CHICO ALENCAR","PT","Rio de Janeiro",295,23,1,3,39,0.766656756401062,0.939393939393939,-0.0355605967342854,-0.795804023742676,0,0,0
"154","CHICO DA PRINCESA","PL","Paraná",446,37,3,4,44,0.853035092353821,0.920454545454545,0.21124230325222,0.342037945985794,0,0,0
"155","CHICO SARDELLI","PFL","São Paulo",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","CHICO SARDELLI","PV","São Paulo",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","CHICÃO BRÍGIDO","PMDB","Acre",594,15,3,2,16,0.788793563842773,0.861111111111111,-0.0572278685867786,0.307363659143448,0,0,0
"158","CIRO NOGUEIRA","PFL","Piauí",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","CIRO NOGUEIRA","PP","Piauí",112,23,1,0,30,0.91361677646637,0.981481481481482,0.27936577796936,0.953920304775238,0,0,0
"160","CLAUDIO CAJADO","PFL","Bahia",186,50,4,3,39,0.81960791349411,0.927083333333333,-0.79051399230957,-0.121560014784336,0,0,0
"161","CLAUDIO RORATO","PMDB","Paraná",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","CLEONÂNCIO FONSECA","PP","Sergipe",176,19,2,1,24,0.769415199756622,0.934782608695652,-0.0828629285097122,0.434886544942856,0,0,0
"163","CLEONÂNCIO FONSECA","PPB","Sergipe",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","CLEUBER CARNEIRO","PFL","Minas Gerais",527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","CLEUBER CARNEIRO","PTB","Minas Gerais",527,21,2,5,25,0.705920517444611,0.867924528301887,0.0289949737489223,-0.333248972892761,0,0,0
"166","CLÁUDIO DIAZ","PSDB","Rio Grande do Sul",620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","CLÁUDIO MAGRÃO","PPS","São Paulo",339,51,5,4,45,0.787969350814819,0.914285714285714,-0.453234106302261,-0.460486710071564,0,0,0
"168","CLÁUDIO RORATO","PMDB","Paraná",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","CLÓVIS FECURY","PFL","Maranhão",73,12,1,3,10,0.678964793682098,0.846153846153846,-0.528854131698608,-0.380007356405258,0,0,0
"170","COLBERT MARTINS","PPS","Bahia",184,48,8,5,48,0.723053216934204,0.880733944954128,-0.476572871208191,-0.458094477653503,0,0,0
"171","COLOMBO","PT","Paraná",453,29,3,0,38,0.899046540260315,0.957142857142857,0.740363359451294,0.0934355929493904,0,0,0
"172","CONFÚCIO MOURA","PMDB","Rondonia",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","CORAUCI SOBRINHO","PFL","São Paulo",345,47,14,10,28,0.664580702781677,0.757575757575758,-0.857398629188538,-0.514653027057648,0,0,0
"174","CORIOLANO SALES","PFL","Bahia",187,46,5,8,28,0.656134009361267,0.850574712643678,-0.68693733215332,-0.196237027645111,0,0,0
"175","CORONEL ALVES","PL","Amapá",9,32,2,0,39,0.890571594238281,0.972602739726027,0.0965541675686836,0.755229353904724,0,0,0
"176","COSTA FERREIRA","PFL","Maranhão",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","COSTA FERREIRA","PSC","Maranhão",71,32,2,4,43,0.783943235874176,0.925925925925926,-0.0631063878536224,-0.427667886018753,0,0,0
"178","COSTA FERREIRA","S.Part.","Maranhão",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","CUSTÓDIO MATTOS","PSDB","Minas Gerais",228,47,4,3,33,0.798588752746582,0.919540229885057,-0.713991641998291,0.670798003673553,0,0,0
"180","CÉSAR BANDEIRA","PFL","Maranhão",70,34,8,6,41,0.649828135967255,0.842696629213483,0.0395265594124794,-0.0105246603488922,0,0,0
"181","CÉSAR MEDEIROS","PT","Minas Gerais",225,34,1,0,73,0.909489691257477,0.990740740740741,0.679175555706024,-0.733975946903229,0,0,0
"182","DAMIÃO FELICIANO","PP","Paraíba",568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","DANIEL ALMEIDA","PCdoB","Bahia",188,37,5,1,60,0.821677386760712,0.941747572815534,0.0137095600366592,-0.753288388252258,0,0,0
"184","DANILO DE CASTRO","PSDB","Minas Gerais",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","DARCI COELHO","PFL","Tocantins",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","DARCI COELHO","PP","Tocantins",61,33,5,0,45,0.831065237522125,0.939759036144578,0.0688693076372147,0.10322080552578,0,0,0
"187","DARCÍSIO PERONDI","PMDB","Rio Grande do Sul",491,44,6,12,20,0.612281322479248,0.780487804878049,-0.60618931055069,-0.198680013418198,0,0,0
"188","DAVI ALCOLUMBRE","PDT","Amapá",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","DAVI ALCOLUMBRE","PFL","Amapá",10,23,2,0,17,0.854581892490387,0.952380952380952,-0.84944224357605,-0.0713524147868156,0,0,0
"190","DELEY","PMDB","Rio de Janeiro",297,13,0,0,14,0.836496770381927,1,-0.128781989216805,-0.581403255462646,0,0,0
"191","DELEY","PSC","Rio de Janeiro",297,15,3,1,23,0.832088351249695,0.904761904761905,-0.105530731379986,-0.54670637845993,0,0,0
"192","DELEY","PV","Rio de Janeiro",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","DELFIM NETTO","PMDB","São Paulo",348,9,0,1,13,0.881034970283508,0.956521739130435,-0.120641626417637,-0.623071253299713,0,0,0
"194","DELFIM NETTO","PP","São Paulo",348,12,3,2,7,0.704176604747772,0.791666666666667,-0.0851477831602097,0.996368288993835,0,0,0
"195","DELFIM NETTO","PPB","São Paulo",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
